Orthogroup	Desulfotalea psychrophila LSv54	Desulfocapsa_13_biocide
OG0001526	WP_041278061.1	Utg857992_10
OG0001528	WP_011189418.1	Utg858498_19
OG0001530	WP_011188098.1	Utg857046_229
OG0001531	WP_011190062.1	Utg858432_112
OG0001533	WP_083818939.1	Utg857682_41
OG0001535	WP_228130195.1	Utg860814_203
OG0001536	WP_228130153.1	Utg863716_80
OG0001537	WP_041277596.1	Utg859432_63
OG0001539	WP_041277566.1	Utg857994_99
OG0001540	WP_041278121.1	Utg859982_177
OG0001541	WP_011187589.1	Utg859982_67
OG0001542	WP_011190079.1	Utg863716_18
OG0001543	WP_041277504.1	Utg863716_73
OG0001547	WP_011188028.1	Utg857152_23
OG0001548	WP_041278042.1	Utg859388_46
OG0001549	WP_041277919.1, WP_011189108.1	Utg858494_41
OG0001551	WP_011188849.1, WP_049785039.1	Utg857682_45
OG0001567	WP_011188008.1	Utg865370_27
OG0001573	WP_041278027.1	Utg859098_187
OG0001578	WP_011189379.1	Utg857994_51
OG0001582	WP_011189981.1	Utg861744_100
OG0001586	WP_011187411.1	Utg859982_16
OG0001589	WP_011187265.1	Utg860006_149
OG0001601	WP_041278048.1	Utg859982_44
OG0001614	WP_011189347.1	Utg857994_242
OG0001616	WP_011189460.1	Utg860006_142
OG0001628	WP_011189847.1	Utg860814_297
OG0001629	WP_041278030.1	Utg860814_261
OG0001630	WP_011189867.1	Utg860814_258
OG0001630	WP_162096663.1	Utg860814_260
OG0001632	WP_011188509.1	Utg860814_112
OG0001633	WP_011189094.1	Utg860814_57
OG0001634	WP_049785059.1	Utg860814_56
OG0001635	WP_011187569.1	Utg860814_16
OG0001636	WP_049785020.1	Utg859982_157
OG0001637	WP_156792253.1	Utg859076_27
OG0001638	WP_011189053.1	Utg859076_35
OG0001641	WP_011190318.1	Utg863716_77
OG0001642	WP_041277457.1	Utg863716_76
OG0001644	WP_041278125.1	Utg863716_52
OG0001645	WP_011187247.1	Utg863716_38
OG0001646	WP_011187248.1	Utg863716_36
OG0001656	WP_041278117.1	Utg859750_74
OG0001657	WP_011190328.1	Utg859750_66
OG0001658	WP_011190331.1	Utg859750_64
OG0001659	WP_011190332.1	Utg859750_63
OG0001660	WP_011188139.1	Utg864866_62
OG0001661	WP_041277620.1	Utg863716_74, Utg864866_61
OG0001665	WP_011187674.1	Utg859432_38
OG0001666	WP_041277597.1	Utg859432_64
OG0001667	WP_162096657.1	Utg859098_280
OG0001668	WP_041277795.1	Utg859098_284
OG0001669	WP_041278138.1	Utg859098_303
OG0001672	WP_011187325.1	Utg857152_142
OG0001673	WP_156792178.1	Utg857682_178
OG0001674	WP_041278246.1, WP_011187850.1	Utg857152_202
OG0001675	WP_011189122.1	Utg864866_35
OG0001676	WP_041277599.1	Utg865370_22
OG0001678	WP_011188004.1	Utg865370_13
OG0001679	WP_011187551.1	Utg864866_87
OG0001685	WP_011188024.1	Utg861744_48
OG0001690	WP_011188191.1	Utg864866_115
OG0001691	WP_011188192.1	Utg864866_116
OG0001693	WP_011187503.1	Utg857300_50
OG0001705	WP_011188048.1	Utg857152_53
OG0001706	WP_011188059.1	Utg857152_68
OG0001707	WP_041277439.1, WP_011187935.1	Utg857152_80
OG0001708	WP_041278368.1	Utg857152_98
OG0001709	WP_011188091.1	Utg857046_258
OG0001710	WP_011187762.1	Utg859388_176
OG0001711	WP_011188104.1	Utg857046_219
OG0001714	WP_011188026.1	Utg857682_94
OG0001720	WP_173362832.1	Utg857076_35
OG0001722	WP_011187860.1	Utg857152_233
OG0001723	WP_011188295.1	Utg859982_186
OG0001730	WP_011189734.1	Utg860006_126
OG0001731	WP_041278043.1	Utg857994_155
OG0001732	WP_011189958.1	Utg857994_139
OG0001734	WP_041277550.1, WP_011187793.1	Utg859388_43
OG0001735	WP_011190018.1	Utg859388_86
OG0001737	WP_041278025.1	Utg859098_191
OG0001738	WP_011189827.1	Utg859098_199, Utg859098_200
OG0001740	WP_011190342.1	Utg859432_78
OG0001741	WP_198408690.1	Utg859432_77
OG0001743	WP_011189645.1	Utg859098_346
OG0001745	WP_011189871.1	Utg859098_360
OG0001746	WP_011189872.1	Utg859098_361
OG0001747	WP_011189901.1	Utg859098_105
OG0001748	WP_011189926.1	Utg859098_79
OG0001749	WP_011189931.1	Utg859098_73, Utg859076_45
OG0001750	WP_011189933.1	Utg859098_71
OG0001751	WP_011188901.1	Utg859098_68
OG0001752	WP_041277964.1	Utg858432_100
OG0001753	WP_156792280.1, WP_011189420.1	Utg858498_23
OG0001754	WP_011189422.1	Utg859388_183, Utg858498_25
OG0001755	WP_011189448.1	Utg859388_137
OG0001756	WP_011189456.1	Utg859388_133
OG0001757	WP_011187697.1	Utg859388_95
OG0001758	WP_011189510.1	Utg859388_90
OG0001759	WP_011189374.1	Utg857994_44
OG0001760	WP_011189376.1	Utg857994_46
OG0001761	WP_011189377.1	Utg857994_48
OG0001762	WP_011189378.1	Utg857994_49
OG0001764	WP_041278057.1	Utg866558_20
OG0001768	WP_041278074.1	Utg858432_92
OG0001769	WP_011190125.1	Utg858432_83
OG0001770	WP_011190133.1	Utg858432_53
OG0001771	WP_011188556.1	Utg862138_11
OG0001773	WP_011189997.1	Utg859982_138
OG0001774	WP_011188854.1	Utg859098_271
OG0001778	WP_162096668.1	Utg864866_94
OG0001779	WP_011187679.1	Utg859432_44
OG0001780	WP_011189431.1	Utg859098_164
OG0001782	WP_011187703.1	Utg859750_32
OG0001784	WP_011187532.1, WP_011187533.1	Utg859982_187
OG0001788	WP_011187925.1	Utg860814_161
OG0001793	WP_011188244.1	Utg859236_87
OG0001797	WP_011187988.1	Utg859388_44
OG0001798	WP_011188260.1	Utg857076_8
OG0001800	WP_011189019.1	Utg861448_34
OG0001801	WP_011189548.1	Utg866558_12
OG0001802	WP_011190474.1	Utg859236_46
OG0001803	WP_011187809.1	Utg859982_110
OG0001804	WP_011189427.1	Utg861744_98
OG0001805	WP_041277532.1, WP_011189483.1	Utg858494_45
OG0001806	WP_011187732.1, WP_011187729.1	Utg858494_47
OG0001808	WP_011187448.1	Utg859076_67, Utg859076_68
OG0001809	WP_011188746.1, WP_041278495.1	Utg859236_63
OG0001851	WP_011188626.1	Utg858494_50
OG0001857	WP_041277941.1	Utg857994_47, Utg858432_58
OG0001868	WP_011188915.1	Utg860814_329
OG0001869	WP_011188918.1	Utg860814_325
OG0001872	WP_041277451.1	Utg859750_3, Utg859750_10
OG0001873	WP_041277500.1	Utg860814_212
OG0001876	WP_011187908.1	Utg860814_15
OG0001877	WP_041277411.1	Utg861744_38
OG0001879	WP_011190094.1	Utg863716_64
OG0001880	WP_011190095.1	Utg863716_63
OG0001881	WP_011187250.1	Utg863716_32
OG0001884	WP_011190164.1	Utg857152_196
OG0001885	WP_041277995.1	Utg857152_174
OG0001886	WP_041277723.1	Utg859750_88
OG0001887	WP_011188583.1	Utg859750_87
OG0001888	WP_156792333.1	Utg859750_80
OG0001889	WP_011188243.1	Utg859750_28
OG0001890	WP_011188154.1	Utg864866_95
OG0001891	WP_041277621.1	Utg864866_55
OG0001894	WP_011189724.1	Utg860814_17
OG0001895	WP_041277622.1	Utg864866_10
OG0001905	WP_156792238.1	Utg861744_99
OG0001906	WP_011187963.1	Utg861744_103
OG0001907	WP_011188893.1	Utg861744_107
OG0001908	WP_265588610.1	Utg861744_112
OG0001909	WP_011187770.1	Utg857300_54
OG0001911	WP_041277479.1	Utg857300_44
OG0001912	WP_156792250.1	Utg857300_33
OG0001913	WP_041277831.1	Utg857300_31
OG0001914	WP_228130136.1	Utg860006_114, Utg859076_4, Utg859076_3
OG0001915	WP_011187690.1	Utg860814_132, Utg860814_133
OG0001926	WP_041277482.1	Utg857152_17
OG0001927	WP_011188033.1	Utg857152_30, Utg857152_29
OG0001928	WP_011188035.1	Utg857152_32
OG0001932	WP_228130167.1	Utg857152_114
OG0001935	WP_011188175.1	Utg857046_162
OG0001936	WP_011187321.1	Utg857046_139
OG0001937	WP_011187317.1	Utg857046_133
OG0001938	WP_011187314.1	Utg859098_40, Utg857046_130
OG0001939	WP_011189004.1	Utg857046_23
OG0001940	WP_156792249.1	Utg857046_9
OG0001941	WP_049785063.1	Utg857046_7
OG0001943	WP_011188325.1	Utg857490_28
OG0001944	WP_011188329.1	Utg857490_23
OG0001945	WP_041277670.1	Utg857490_18
OG0001946	WP_198408693.1	Utg859432_82
OG0001947	WP_011187594.1	Utg859432_81
OG0001948	WP_011188338.1	Utg857490_14
OG0001949	WP_228130171.1	Utg857490_13
OG0001950	WP_049785011.1	Utg857490_12
OG0001951	WP_041277683.1	Utg858494_87
OG0001953	WP_011190113.1	Utg857076_34
OG0001954	WP_041278073.1	Utg857076_33
OG0001955	WP_011190106.1	Utg857076_27
OG0001956	WP_011190082.1	Utg859236_61
OG0001958	WP_041277764.1	Utg860006_28
OG0001960	WP_011188717.1	Utg860006_45
OG0001963	WP_011188925.1	Utg860006_66
OG0001964	WP_011189736.1	Utg860006_67
OG0001970	WP_011190207.1	Utg860006_164
OG0001971	WP_011189935.1	Utg859388_16
OG0001973	WP_011187336.1	Utg861744_101
OG0001974	WP_156792324.1	Utg859982_48
OG0001977	WP_011189995.1	Utg859982_141
OG0001978	WP_041278825.1	Utg859982_147
OG0001979	WP_041277706.1	Utg859982_158
OG0001980	WP_265588568.1	Utg859982_173
OG0001984	WP_011189842.1	Utg859098_183
OG0001985	WP_156792307.1	Utg859098_209
OG0001986	WP_041277936.1	Utg859098_227
OG0001987	WP_011189521.1	Utg859098_232
OG0001988	WP_011189522.1	Utg859098_233
OG0001991	WP_041277869.1	Utg859098_320
OG0001992	WP_011189516.1	Utg859098_340
OG0001994	WP_041277966.1	Utg859098_345
OG0001995	WP_156792293.1	Utg859098_347
OG0001996	WP_011189647.1	Utg859098_348
OG0001997	WP_011189648.1	Utg859098_349
OG0001999	WP_011189882.1	Utg859098_155
OG0002000	WP_011189893.1	Utg859098_113
OG0002001	WP_011189911.1	Utg859098_94
OG0002002	WP_011189917.1	Utg859098_88
OG0002004	WP_011189877.1	Utg859388_125
OG0002005	WP_011189768.1	Utg859388_100
OG0002006	WP_011189513.1	Utg859388_94
OG0002009	WP_011188896.1	Utg859982_82
OG0002011	WP_011188947.1	Utg861448_12
OG0002012	WP_041277797.1	Utg857992_17
OG0002013	WP_011190052.1	Utg866558_27
OG0002014	WP_011190053.1	Utg866558_28
OG0002015	WP_011190067.1	Utg858432_106
OG0002016	WP_011190126.1	Utg858432_82
OG0002017	WP_011190128.1	Utg858432_77
OG0002018	WP_041278075.1	Utg858432_76
OG0002019	WP_011190129.1	Utg858432_75
OG0002020	WP_011190152.1	Utg858432_27
OG0002021	WP_011190187.1	Utg858432_12
OG0002024	WP_041277410.1	Utg863716_31
OG0002025	WP_011189649.1	Utg859098_350
OG0002026	WP_011190115.1	Utg857076_37
OG0002027	WP_049784973.1	Utg858498_16
OG0002028	WP_011189787.1	Utg858432_140
OG0002037	WP_228130138.1	Utg860814_256
OG0002039	WP_265588548.1	Utg864866_16
OG0002041	WP_011187797.1	Utg857994_114
OG0002046	WP_041277671.1	Utg859098_287
OG0002047	WP_011187441.1	Utg858494_3, Utg858494_2
OG0002048	WP_011189044.1	Utg859982_163
OG0002049	WP_011189043.1	Utg859982_162
OG0002050	WP_041277657.1	Utg859982_117
OG0002054	WP_011188495.1	Utg863716_42
OG0002058	WP_041277632.1	Utg857076_68
OG0002059	WP_011188196.1	Utg857076_66
OG0002061	WP_011187794.1	Utg857300_14
OG0002067	WP_011188444.1	Utg861448_14, Utg862138_44
OG0002069	WP_011189275.1	Utg857300_62
OG0002070	WP_011187494.1	Utg857682_20
OG0002071	WP_011188605.1	Utg857994_112
OG0002072	WP_011187782.1	Utg858432_63
OG0002073	WP_083818918.1	Utg859076_52
OG0002137	WP_011187310.1	Utg857300_7
OG0002144	WP_041277868.1	Utg859098_318
OG0002157	WP_011188950.1	Utg860814_233
OG0002159	WP_041277848.1	Utg860814_81
OG0002163	WP_011190254.1	Utg863716_89
OG0002164	WP_011190255.1	Utg863716_88
OG0002165	WP_041278116.1	Utg863716_84
OG0002168	WP_049785132.1	Utg859750_67
OG0002169	WP_011188241.1	Utg859750_25
OG0002173	WP_049785072.1	Utg857046_127
OG0002175	WP_041277899.1	Utg864866_17
OG0002176	WP_011187647.1, WP_041277508.1	Utg859098_384
OG0002187	WP_011187746.1	Utg857152_201
OG0002197	WP_011190202.1	Utg860006_162
OG0002200	WP_011189012.1	Utg857300_32
OG0002201	WP_011189015.1	Utg857300_29
OG0002205	WP_011187688.1	Utg860814_130
OG0002206	WP_011187689.1	Utg860814_131
OG0002209	WP_041277582.1	Utg859750_30
OG0002219	WP_162096626.1	Utg857152_54
OG0002222	WP_011188157.1	Utg857046_212
OG0002228	WP_049785053.1	Utg857046_10
OG0002229	WP_011188999.1	Utg857046_8
OG0002231	WP_011188998.1	Utg857046_3
OG0002232	WP_049785052.1	Utg857046_2
OG0002233	WP_041277829.1	Utg857046_1
OG0002241	WP_049785122.1	Utg859236_38
OG0002245	WP_049785034.1	Utg860006_42
OG0002249	WP_011188726.1	Utg860006_59
OG0002251	WP_011190057.1	Utg859388_42
OG0002255	WP_011190074.1	Utg859982_47
OG0002262	WP_011189257.1	Utg861448_13
OG0002266	WP_011189677.1	Utg860006_120
OG0002267	WP_156792296.1	Utg860006_121
OG0002270	WP_011189890.1	Utg859098_118
OG0002271	WP_011189927.1	Utg859098_78
OG0002272	WP_041278037.1	Utg859098_77
OG0002274	WP_011189423.1	Utg859388_181
OG0002276	WP_011189446.1	Utg859388_145
OG0002277	WP_011187717.1	Utg859388_127
OG0002278	WP_011189769.1	Utg859388_99
OG0002283	WP_011189784.1	Utg858432_146
OG0002284	WP_041277990.1	Utg858432_123
OG0002285	WP_011190123.1	Utg858432_89
OG0002287	WP_011190144.1	Utg858432_40
OG0002288	WP_173362833.1	Utg858432_9
OG0002289	WP_041277754.1	Utg858432_6
OG0002297	WP_011187890.1	Utg861744_23
OG0002308	WP_011187374.1	Utg857994_100
OG0002309	WP_011187962.1	Utg864866_8
OG0002312	WP_011189045.1	Utg859982_164
OG0002313	WP_011190192.1, WP_011189367.1	Utg859982_86
OG0002319	WP_228130164.1	Utg859750_56
OG0002320	WP_049785166.1, WP_156792219.1	Utg859750_60
OG0002321	WP_011188257.1	Utg857152_161
OG0002324	WP_011188496.1	Utg863716_41
OG0002342	WP_011189271.1, WP_041277778.1	Utg857994_3
OG0002345	WP_011187583.1	Utg859098_423
OG0002357	WP_011188271.1	Utg857152_239
OG0002358	WP_041278152.1	Utg857682_60
OG0002359	WP_041278515.1	Utg857994_94
OG0002362	WP_041277424.1	Utg858432_155
OG0002363	WP_049785021.1	Utg859098_412
OG0002365	WP_011190290.1	Utg859982_59
OG0002367	WP_228130142.1	Utg860814_312
OG0002368	WP_049785028.1	Utg862138_49
OG0002443	WP_011188591.1	Utg857682_18
OG0002522	WP_011189600.1	Utg865370_2
OG0002538	WP_011190306.1	Utg859076_18
OG0002543	WP_011190092.1	Utg857992_2
OG0002548	WP_156792174.1	Utg857152_19
OG0002564	WP_011187595.1	Utg859432_80
OG0002598	WP_011189889.1	Utg859098_119
OG0002599	WP_011189902.1	Utg859098_104
OG0002600	WP_156792312.1	Utg859098_85
OG0002601	WP_011189929.1	Utg859098_76
OG0002607	WP_041277526.1	Utg859388_128
OG0002615	WP_011188873.1	Utg857992_18
OG0002616	WP_156792260.1	Utg857076_44
OG0002617	WP_011189212.1	Utg857076_43
OG0002620	WP_011190130.1	Utg858432_74
OG0002632	WP_228130143.1	Utg865370_1
OG0002640	WP_228130140.1	Utg859388_179
OG0002649	WP_041277495.1	Utg859098_308
OG0002650	WP_156792167.1	Utg859098_306
OG0002663	WP_011188251.1	Utg857152_171
OG0002667	WP_041277556.1	Utg857152_137, Utg857682_34
OG0002669	WP_162096619.1	Utg863716_70
OG0002677	WP_162096660.1	Utg857076_13
OG0002693	WP_011187610.1, WP_011187609.1	Utg857682_134, Utg858432_26
OG0002702	WP_011187380.1	Utg860006_119
OG0002704	WP_011188701.1	Utg860006_21
OG0002707	WP_011189694.1	Utg857046_178
OG0002708	WP_011188315.1	Utg857152_152
OG0002713	WP_011188647.1	Utg863716_118, Utg858494_5
OG0002714	WP_041277531.1, WP_011187733.1	Utg858494_48
OG0002715	WP_041277476.1	Utg858494_51
OG0002716	WP_049785088.1	Utg859076_64
OG0002718	WP_162096647.1	Utg859982_115
OG0002721	WP_041277453.1	Utg860814_231
OG0002722	WP_041278029.1	Utg860814_289
OG0002724	WP_011188636.1	Utg862138_48
OG0002726	WP_011189437.1	Utg864866_28
OG0002844	WP_011189774.1	Utg859076_10
OG0003031	WP_083818995.1	Utg857994_141
OG0003054	WP_011188500.1	Utg861744_74
OG0003112	WP_049785050.1	Utg865370_39
OG0003113	WP_041279035.1	Utg860814_301, Utg857046_169
OG0003115	WP_049785015.1	Utg859388_172
OG0003116	WP_011188441.1	Utg859388_171
OG0003117	WP_011188442.1	Utg859388_170
OG0003121	WP_265588539.1	Utg858494_85
OG0003132	WP_011187872.1	Utg859236_50
OG0003140	WP_162096654.1	Utg857076_12
OG0003153	WP_156792226.1, WP_041277760.1	Utg860006_22
OG0003340	WP_011188965.1	Utg860006_112
OG0003514	WP_011187626.1	Utg859098_292
OG0003672	WP_011188304.1	Utg859982_190
OG0003673	WP_041277448.1	Utg859982_189
OG0003674	WP_011187390.1	Utg859982_188
OG0003797	WP_041277665.1, WP_041279059.1	Utg857682_119
OG0003809	WP_156792276.1	Utg859098_390
OG0003811	WP_011188754.1	Utg859236_67
OG0003816	WP_011187405.1	Utg859982_113
OG0004861	WP_011187487.1	Utg857682_117
OG0004864	WP_049785094.1	Utg857994_25
OG0004875	WP_049785026.1	Utg858494_53
OG0004881	WP_011189254.1	Utg859098_23
OG0004901	WP_011189319.1	Utg860814_121
