Orthogroup	Desulfotalea psychrophila LSv54	Desulfocapsa_06_corrosive
OG0001439	WP_041277496.1	Utg323266_41
OG0001440	WP_011187606.1	Utg323180_13
OG0001441	WP_011189324.1	Utg323300_170
OG0001442	WP_011188543.1	Utg323300_176
OG0001443	WP_011188909.1	Utg323300_186
OG0001444	WP_011188675.1	Utg323300_199
OG0001445	WP_011187528.1	Utg323300_278
OG0001446	WP_011188042.1	Utg323300_314
OG0001447	WP_011188043.1	Utg323300_315
OG0001448	WP_011188061.1	Utg323300_346
OG0001450	WP_011188609.1, WP_011188068.1	Utg323300_363
OG0001451	WP_011188087.1	Utg323300_392
OG0001452	WP_011188101.1	Utg323316_327
OG0001454	WP_041278085.1	Utg323316_307
OG0001458	WP_011188347.1	Utg323448_42
OG0001459	WP_041277674.1	Utg323448_43
OG0001461	WP_011190116.1	Utg323262_96
OG0001462	WP_041278068.1	Utg323262_112
OG0001463	WP_011188107.1	Utg323152_415
OG0001464	WP_011190088.1	Utg323262_115
OG0001467	WP_011187454.1	Utg323300_237
OG0001469	WP_041277853.1, WP_041277446.1	Utg324548_17
OG0001470	WP_011190170.1	Utg324548_36
OG0001473	WP_156792301.1	Utg323990_88, Utg323990_89
OG0001474	WP_041277925.1	Utg323990_74
OG0001477	WP_041277414.1	Utg323074_194
OG0001478	WP_011187447.1	Utg323074_154
OG0001479	WP_011189977.1	Utg323074_140
OG0001480	WP_011189006.1	Utg323140_84
OG0001481	WP_011190038.1	Utg323392_167
OG0001482	WP_049785114.1	Utg323392_140
OG0001483	WP_011190016.1	Utg323392_133
OG0001484	WP_049785117.1	Utg323152_483
OG0001485	WP_041278046.1	Utg323152_448
OG0001488	WP_011189517.1	Utg323152_63
OG0001489	WP_041277935.1	Utg323140_21, Utg323152_59
OG0001490	WP_011189894.1	Utg323152_304
OG0001491	WP_011189895.1	Utg323152_305
OG0001492	WP_011189896.1	Utg323152_306
OG0001493	WP_162096664.1	Utg323152_307
OG0001494	WP_011189909.1	Utg323152_321
OG0001495	WP_011189910.1	Utg323152_322
OG0001496	WP_011189912.1	Utg323152_324
OG0001497	WP_011189913.1	Utg323152_325
OG0001498	WP_011189914.1	Utg323152_326
OG0001499	WP_011189921.1	Utg323152_333
OG0001500	WP_011189922.1	Utg323152_334
OG0001501	WP_011189923.1	Utg323152_335
OG0001502	WP_011189924.1	Utg323152_336
OG0001503	WP_011189925.1	Utg323152_337
OG0001504	WP_011189932.1	Utg323152_344
OG0001505	WP_083818954.1	Utg323152_373
OG0001506	WP_011189723.1	Utg323152_377, Utg323152_378
OG0001507	WP_011189417.1	Utg323392_42
OG0001508	WP_011189424.1	Utg323392_53
OG0001510	WP_011189458.1	Utg323392_105
OG0001511	WP_011189770.1, WP_011188610.1	Utg323392_123
OG0001512	WP_011189771.1	Utg323392_125
OG0001513	WP_011188907.1	Utg323392_18
OG0001514	WP_011187467.1	Utg323152_594
OG0001515	WP_011187466.1	Utg323152_595
OG0001516	WP_011189380.1	Utg323074_67
OG0001517	WP_011188933.1	Utg323632_369
OG0001518	WP_011188929.1	Utg323632_231
OG0001519	WP_011190183.1	Utg323632_77
OG0001520	WP_041278083.1	Utg323632_69
OG0001521	WP_011187862.1	Utg323632_28
OG0001522	WP_041277716.1	Utg323632_17
OG0001523	WP_265588560.1	Utg323152_126
OG0001526	WP_041278061.1	Utg323632_364
OG0001528	WP_011189418.1	Utg323392_44
OG0001529	WP_011187465.1	Utg323152_597
OG0001530	WP_011188098.1	Utg323300_212, Utg323316_332
OG0001531	WP_011190062.1	Utg323632_220
OG0001533	WP_083818939.1	Utg323266_96
OG0001534	WP_011187932.1	Utg323300_221
OG0001535	WP_228130195.1	Utg323180_615
OG0001536	WP_228130153.1	Utg323180_257
OG0001537	WP_041277596.1	Utg323990_117
OG0001539	WP_041277566.1	Utg323074_86
OG0001540	WP_041278121.1	Utg323152_416
OG0001541	WP_011187589.1	Utg323152_487
OG0001542	WP_011190079.1	Utg323180_190
OG0001543	WP_041277504.1	Utg323180_252
OG0001546	WP_011190344.1	Utg323300_151
OG0001547	WP_011188028.1	Utg323300_296
OG0001548	WP_041278042.1	Utg323392_177
OG0001549	WP_041277919.1, WP_011189108.1	Utg323392_253
OG0001567	WP_011188008.1	Utg323266_34
OG0001573	WP_041278027.1	Utg323152_224
OG0001578	WP_011189379.1	Utg323074_66
OG0001582	WP_011189981.1	Utg324810_81
OG0001585	WP_011187412.1	Utg323140_252
OG0001586	WP_011187411.1	Utg323152_554
OG0001589	WP_011187265.1	Utg323990_64
OG0001600	WP_198408698.1	Utg323392_35
OG0001601	WP_041278048.1	Utg323152_502
OG0001606	WP_011187360.1	Utg323140_263
OG0001608	WP_156792317.1	Utg323152_585
OG0001612	WP_011188769.1	Utg323152_572
OG0001613	WP_011188770.1	Utg323152_573
OG0001616	WP_011189460.1	Utg323990_71
OG0001628	WP_011189847.1	Utg323180_701
OG0001629	WP_041278030.1	Utg323180_667
OG0001630	WP_162096663.1	Utg323180_666
OG0001632	WP_011188509.1	Utg323180_519
OG0001633	WP_011189094.1	Utg323180_473
OG0001634	WP_049785059.1	Utg323180_472
OG0001635	WP_011187569.1	Utg323180_437
OG0001636	WP_049785020.1	Utg323152_434
OG0001637	WP_156792253.1	Utg323180_319
OG0001638	WP_011189053.1	Utg323180_311
OG0001641	WP_011190318.1	Utg323180_254
OG0001642	WP_041277457.1	Utg323180_253
OG0001644	WP_041278125.1	Utg323180_227
OG0001645	WP_011187247.1	Utg323180_202
OG0001646	WP_011187248.1	Utg323180_200
OG0001656	WP_041278117.1	Utg323180_36
OG0001657	WP_011190328.1	Utg323180_28
OG0001658	WP_011190331.1	Utg323180_26
OG0001659	WP_011190332.1	Utg323180_25
OG0001660	WP_011188139.1	Utg323140_94
OG0001661	WP_041277620.1	Utg323140_95
OG0001664	WP_011189627.1	Utg323140_165
OG0001665	WP_011187674.1	Utg323140_177
OG0001666	WP_041277597.1	Utg323140_207
OG0001667	WP_162096657.1	Utg323152_133
OG0001668	WP_041277795.1	Utg323152_128
OG0001669	WP_041278138.1	Utg323152_96
OG0001670	WP_041277574.1	Utg323140_232
OG0001671	WP_041277573.1	Utg323140_235
OG0001672	WP_011187325.1	Utg323300_424
OG0001673	WP_156792178.1	Utg323140_267, Utg325220_61
OG0001674	WP_041278246.1, WP_011187850.1	Utg323180_132
OG0001675	WP_011189122.1	Utg323140_127
OG0001676	WP_041277599.1	Utg323266_29
OG0001677	WP_041278693.1, WP_011188970.1	Utg323300_253
OG0001678	WP_011188004.1	Utg323266_19
OG0001679	WP_011187551.1	Utg323262_51, Utg323140_66
OG0001680	WP_011188141.1	Utg323160_121
OG0001681	WP_011187596.1	Utg323160_119
OG0001682	WP_011187335.1	Utg323160_115
OG0001685	WP_011188024.1	Utg323160_36
OG0001687	WP_041277598.1	Utg324810_22
OG0001690	WP_011188191.1	Utg323140_40
OG0001691	WP_011188192.1	Utg323140_39
OG0001693	WP_011187503.1	Utg323300_100
OG0001700	WP_011187556.1	Utg323300_171
OG0001701	WP_011187372.1	Utg323300_192
OG0001703	WP_011187366.1	Utg323300_213
OG0001705	WP_011188048.1	Utg323300_325, Utg323300_324
OG0001706	WP_011188059.1	Utg323300_344
OG0001707	WP_041277439.1, WP_011187935.1	Utg323300_354
OG0001708	WP_041278368.1	Utg323300_375
OG0001709	WP_011188091.1	Utg323316_345
OG0001710	WP_011187762.1	Utg323392_57
OG0001711	WP_011188104.1	Utg323316_322
OG0001714	WP_011188026.1	Utg325220_89
OG0001715	WP_011188982.1	Utg323316_101
OG0001717	WP_041278626.1	Utg323316_85
OG0001718	WP_011188350.1	Utg323448_45
OG0001719	WP_011188351.1	Utg323448_46
OG0001720	WP_173362832.1	Utg323262_98
OG0001721	WP_011187451.1	Utg323300_240
OG0001722	WP_011187860.1	Utg323180_172
OG0001730	WP_011189734.1	Utg323990_87
OG0001731	WP_041278043.1	Utg323074_135
OG0001732	WP_011189958.1	Utg323074_121
OG0001734	WP_041277550.1, WP_011187793.1	Utg323392_183
OG0001735	WP_011190018.1	Utg323392_135
OG0001737	WP_041278025.1	Utg323152_220
OG0001738	WP_011189827.1	Utg323152_212
OG0001743	WP_011189645.1	Utg323152_53
OG0001745	WP_011189871.1	Utg323152_41
OG0001746	WP_011189872.1	Utg323152_40
OG0001747	WP_011189901.1	Utg323152_311
OG0001748	WP_011189926.1	Utg323152_338
OG0001749	WP_011189931.1	Utg323152_343
OG0001750	WP_011189933.1	Utg323152_345
OG0001751	WP_011188901.1	Utg323152_375
OG0001752	WP_041277964.1	Utg323632_207
OG0001753	WP_156792280.1, WP_011189420.1	Utg323392_47
OG0001754	WP_011189422.1	Utg323392_49
OG0001755	WP_011189448.1	Utg323392_98
OG0001756	WP_011189456.1	Utg323392_103
OG0001757	WP_011187697.1	Utg323392_126
OG0001758	WP_011189510.1	Utg323392_131
OG0001759	WP_011189374.1	Utg323074_58
OG0001760	WP_011189376.1	Utg323074_60
OG0001761	WP_011189377.1	Utg323074_62
OG0001762	WP_011189378.1	Utg323074_63
OG0001764	WP_041278057.1	Utg323632_297
OG0001766	WP_011188311.1	Utg324810_24
OG0001768	WP_041278074.1	Utg323632_139
OG0001769	WP_011190125.1	Utg323632_132
OG0001770	WP_011190133.1	Utg323632_112
OG0001771	WP_011188556.1	Utg323632_20
OG0001772	WP_156792228.1	Utg323140_218
OG0001773	WP_011189997.1	Utg323152_447
OG0001774	WP_011188854.1	Utg323152_144
OG0001778	WP_162096668.1	Utg323140_59
OG0001779	WP_011187679.1	Utg323140_183
OG0001780	WP_011189431.1	Utg323152_252, Utg323152_251
OG0001782	WP_011187703.1	Utg323180_14
OG0001784	WP_011187532.1, WP_011187533.1	Utg323152_407
OG0001788	WP_011187925.1	Utg323180_580
OG0001793	WP_011188244.1	Utg323262_159
OG0001795	WP_011188878.1	Utg323300_337, Utg323300_90
OG0001797	WP_011187988.1	Utg323392_181
OG0001798	WP_011188260.1	Utg323392_210
OG0001799	WP_011187590.1	Utg323448_120
OG0001800	WP_011189019.1	Utg323632_117
OG0001801	WP_011189548.1	Utg323632_304
OG0001802	WP_011190474.1	Utg324548_23
OG0001803	WP_011187809.1	Utg324810_2
OG0001804	WP_011189427.1	Utg324810_85
OG0001835	WP_011187373.1	Utg323300_191
OG0001856	WP_011188772.1	Utg323152_575
OG0001857	WP_041277941.1	Utg323074_61
OG0001864	WP_041277507.1	Utg323266_47
OG0001868	WP_011188915.1	Utg323180_710
OG0001869	WP_011188918.1	Utg323180_707
OG0001872	WP_041277451.1	Utg323140_30
OG0001873	WP_041277500.1	Utg323180_621
OG0001876	WP_011187908.1	Utg323300_107, Utg323180_436
OG0001877	WP_041277411.1	Utg323160_61
OG0001878	WP_011188777.1	Utg323152_580
OG0001879	WP_011190094.1	Utg323180_242
OG0001880	WP_011190095.1	Utg323180_241
OG0001881	WP_011187250.1	Utg323180_195
OG0001883	WP_011188133.1	Utg323152_589
OG0001884	WP_011190164.1	Utg323180_124
OG0001885	WP_041277995.1	Utg323180_101
OG0001886	WP_041277723.1	Utg323180_47
OG0001887	WP_011188583.1	Utg323180_46
OG0001888	WP_156792333.1	Utg323180_40
OG0001889	WP_011188243.1	Utg323180_7
OG0001890	WP_011188154.1	Utg323140_58
OG0001891	WP_041277621.1	Utg323140_100
OG0001893	WP_011187455.1	Utg323632_88
OG0001894	WP_011189724.1	Utg323180_438, Utg323152_379
OG0001895	WP_041277622.1	Utg323140_151
OG0001896	WP_041277641.1	Utg323632_268
OG0001901	WP_041278828.1, WP_011189393.1	Utg323632_383
OG0001902	WP_011187986.1	Utg323160_117
OG0001905	WP_156792238.1	Utg324810_82
OG0001906	WP_011187963.1	Utg324810_76
OG0001907	WP_011188893.1	Utg324810_73
OG0001908	WP_265588610.1	Utg324810_66
OG0001909	WP_011187770.1	Utg323300_96
OG0001911	WP_041277479.1	Utg323300_108
OG0001912	WP_156792250.1	Utg323300_119
OG0001913	WP_041277831.1	Utg323300_121
OG0001915	WP_011187690.1	Utg323180_548
OG0001919	WP_199285678.1	Utg323300_200
OG0001920	WP_011188677.1	Utg323300_201
OG0001926	WP_041277482.1	Utg323300_290
OG0001927	WP_011188033.1	Utg323300_301
OG0001928	WP_011188035.1	Utg323300_303
OG0001935	WP_011188175.1	Utg323316_237
OG0001936	WP_011187321.1	Utg323316_234
OG0001937	WP_011187317.1	Utg323316_228
OG0001938	WP_011187314.1	Utg323316_225
OG0001939	WP_011189004.1	Utg323316_135
OG0001940	WP_156792249.1	Utg323316_127
OG0001941	WP_049785063.1	Utg323316_125
OG0001943	WP_011188325.1	Utg323448_20
OG0001944	WP_011188329.1	Utg323448_25
OG0001945	WP_041277670.1	Utg323448_30
OG0001946	WP_198408693.1	Utg323140_216
OG0001947	WP_011187594.1	Utg323140_215
OG0001948	WP_011188338.1	Utg323448_34
OG0001949	WP_228130171.1	Utg323448_35
OG0001950	WP_049785011.1	Utg323448_36
OG0001951	WP_041277683.1	Utg323448_103
OG0001953	WP_011190113.1	Utg323262_99
OG0001954	WP_041278073.1	Utg323262_100
OG0001955	WP_011190106.1	Utg323262_105
OG0001956	WP_011190082.1	Utg324548_3, Utg323262_211
OG0001958	WP_041277764.1	Utg323990_175
OG0001960	WP_011188717.1	Utg323990_157
OG0001961	WP_011187246.1	Utg323152_453
OG0001963	WP_011188925.1	Utg323990_136
OG0001964	WP_011189736.1	Utg323990_135
OG0001970	WP_011190207.1	Utg323990_39
OG0001971	WP_011189935.1	Utg323392_221
OG0001973	WP_011187336.1	Utg324810_79
OG0001974	WP_156792324.1	Utg323152_499
OG0001977	WP_011189995.1	Utg323152_445
OG0001978	WP_041278825.1	Utg323152_440
OG0001979	WP_041277706.1	Utg323152_433
OG0001980	WP_265588568.1	Utg323152_421
OG0001982	WP_041277655.1, WP_049785125.1	Utg323140_108
OG0001984	WP_011189842.1	Utg323152_228
OG0001985	WP_156792307.1	Utg323152_204
OG0001986	WP_041277936.1	Utg323152_187
OG0001987	WP_011189521.1	Utg323152_182
OG0001988	WP_011189522.1	Utg323152_181
OG0001991	WP_041277869.1	Utg323152_79
OG0001992	WP_011189516.1	Utg323152_61
OG0001994	WP_041277966.1	Utg323152_54
OG0001995	WP_156792293.1	Utg323152_52
OG0001996	WP_011189647.1	Utg323152_51
OG0001997	WP_011189648.1	Utg323152_50
OG0001999	WP_011189882.1	Utg323152_261
OG0002000	WP_011189893.1	Utg323152_302, Utg323152_303
OG0002001	WP_011189911.1	Utg323152_323
OG0002002	WP_011189917.1	Utg323152_329
OG0002003	WP_011189725.1	Utg323152_380
OG0002004	WP_011189877.1	Utg323392_112
OG0002005	WP_011189768.1	Utg323392_121
OG0002006	WP_011189513.1	Utg323392_127
OG0002009	WP_011188896.1	Utg323152_477
OG0002011	WP_011188947.1	Utg323392_261
OG0002012	WP_041277797.1	Utg323632_353
OG0002013	WP_011190052.1	Utg323632_290
OG0002014	WP_011190053.1	Utg323632_289
OG0002015	WP_011190067.1	Utg323632_213
OG0002016	WP_011190126.1	Utg323632_131
OG0002017	WP_011190128.1	Utg323632_126
OG0002018	WP_041278075.1	Utg323632_125
OG0002019	WP_011190129.1	Utg323632_124
OG0002020	WP_011190152.1	Utg323632_87
OG0002021	WP_011190187.1	Utg323632_73
OG0002024	WP_041277410.1	Utg323180_194
OG0002025	WP_011189649.1	Utg323152_49
OG0002026	WP_011190115.1	Utg323262_97
OG0002027	WP_049784973.1	Utg323392_41
OG0002028	WP_011189787.1	Utg323632_249
OG0002029	WP_041277580.1	Utg324810_38
OG0002030	WP_041277436.1	Utg323140_259
OG0002032	WP_228130189.1	Utg324810_25
OG0002033	WP_041278105.1, WP_011189998.1	Utg323180_11
OG0002037	WP_228130138.1	Utg323180_664
OG0002039	WP_265588548.1	Utg323140_142
OG0002041	WP_011187797.1	Utg323074_97
OG0002046	WP_041277671.1	Utg323152_113
OG0002047	WP_011187441.1	Utg323152_118
OG0002048	WP_011189044.1	Utg323152_429
OG0002049	WP_011189043.1	Utg323152_430
OG0002050	WP_041277657.1	Utg323152_466
OG0002054	WP_011188495.1	Utg323180_207, Utg323180_206
OG0002058	WP_041277632.1	Utg323262_64
OG0002059	WP_011188196.1	Utg323262_66
OG0002061	WP_011187794.1	Utg323300_143
OG0002062	WP_011189395.1	Utg323300_256
OG0002064	WP_041277595.1	Utg323316_58
OG0002066	WP_156792283.1	Utg323392_163
OG0002067	WP_011188444.1	Utg323392_258
OG0002069	WP_011189275.1	Utg325220_16
OG0002120	WP_041277827.1	Utg323316_110
OG0002144	WP_041277868.1	Utg323152_82
OG0002153	WP_011188773.1	Utg323152_576
OG0002157	WP_011188950.1	Utg323180_639
OG0002158	WP_011189101.1	Utg323180_495
OG0002159	WP_041277848.1	Utg323180_494
OG0002163	WP_011190254.1	Utg323180_266
OG0002164	WP_011190255.1	Utg323180_265
OG0002165	WP_041278116.1	Utg323180_261
OG0002168	WP_049785132.1	Utg323180_29
OG0002169	WP_011188241.1	Utg323180_5
OG0002173	WP_049785072.1	Utg323316_222
OG0002175	WP_041277899.1	Utg323140_141
OG0002178	WP_011189304.1	Utg323152_125
OG0002179	WP_011187886.1	Utg323140_229
OG0002180	WP_156792196.1	Utg323140_230
OG0002181	WP_041277575.1	Utg323140_231
OG0002182	WP_011187882.1	Utg323140_233
OG0002184	WP_011187348.1	Utg323140_250
OG0002185	WP_011187357.1	Utg323140_260
OG0002186	WP_011187359.1	Utg323140_262
OG0002187	WP_011187746.1	Utg323180_131
OG0002195	WP_011187999.1	Utg324810_23
OG0002197	WP_011190202.1	Utg323990_40
OG0002200	WP_011189012.1	Utg323300_120
OG0002201	WP_011189015.1	Utg323300_123
OG0002205	WP_011187688.1	Utg323180_546
OG0002206	WP_011187689.1	Utg323180_547
OG0002208	WP_011187760.1	Utg323140_239
OG0002209	WP_041277582.1	Utg323180_12
OG0002211	WP_041277445.1	Utg323300_173
OG0002213	WP_011187370.1	Utg323300_195
OG0002216	WP_011188170.1	Utg323300_261
OG0002219	WP_162096626.1	Utg323300_326
OG0002222	WP_011188157.1	Utg323316_315
OG0002228	WP_049785053.1	Utg323316_128
OG0002229	WP_011188999.1	Utg323316_126
OG0002231	WP_011188998.1	Utg323316_121
OG0002232	WP_049785052.1	Utg323316_120
OG0002233	WP_041277829.1	Utg323316_119
OG0002235	WP_083818963.1	Utg323316_82
OG0002236	WP_228130137.1	Utg323316_72
OG0002240	WP_011187453.1	Utg323300_238
OG0002241	WP_049785122.1	Utg324548_31
OG0002245	WP_049785034.1	Utg323990_160
OG0002249	WP_011188726.1	Utg323990_143
OG0002251	WP_011190057.1	Utg323392_184
OG0002255	WP_011190074.1	Utg323152_500
OG0002262	WP_011189257.1	Utg323392_260
OG0002266	WP_011189677.1	Utg323990_94
OG0002267	WP_156792296.1	Utg323990_93
OG0002269	WP_011189328.1	Utg323300_49
OG0002270	WP_011189890.1	Utg323152_298
OG0002271	WP_011189927.1	Utg323152_339
OG0002272	WP_041278037.1	Utg323152_340
OG0002274	WP_011189423.1	Utg323392_52
OG0002276	WP_011189446.1	Utg323392_89
OG0002277	WP_011187717.1	Utg323392_109
OG0002278	WP_011189769.1	Utg323392_122
OG0002283	WP_011189784.1	Utg323632_258
OG0002284	WP_041277990.1	Utg323632_230
OG0002285	WP_011190123.1	Utg323632_136
OG0002287	WP_011190144.1	Utg323632_100
OG0002288	WP_173362833.1	Utg323632_70
OG0002289	WP_041277754.1	Utg323632_67
OG0002293	WP_011187592.1	Utg323140_217
OG0002297	WP_011187890.1	Utg323160_76
OG0002298	WP_049785051.1	Utg323316_115
OG0002301	WP_011189146.1	Utg323316_73
OG0002303	WP_011187480.1	Utg323152_124
OG0002308	WP_011187374.1	Utg323074_87
OG0002309	WP_011187962.1	Utg323140_155
OG0002312	WP_011189045.1	Utg323152_428
OG0002313	WP_011190192.1, WP_011189367.1	Utg323160_107, Utg323152_473
OG0002314	WP_162096637.1	Utg323152_569
OG0002315	WP_011188778.1	Utg323152_581
OG0002319	WP_228130164.1	Utg323180_19
OG0002320	WP_049785166.1, WP_156792219.1	Utg323180_22
OG0002321	WP_011188257.1	Utg323180_72
OG0002323	WP_011187761.1, WP_011189346.1, WP_011189345.1	Utg323180_179
OG0002324	WP_011188496.1	Utg323180_205
OG0002326	WP_228130212.1	Utg323180_348
OG0002336	WP_011189389.1	Utg323300_245
OG0002337	WP_011189390.1	Utg323300_246
OG0002338	WP_156792278.1	Utg323300_248
OG0002342	WP_011189271.1, WP_041277778.1	Utg323316_50
OG0002345	WP_011187583.1	Utg323392_10
OG0002352	WP_041279038.1, WP_011187950.1	Utg325220_71, Utg323990_232
OG0002354	WP_011190244.1	Utg325220_95
OG0002443	WP_011188591.1	Utg323266_67
OG0002521	WP_156792303.1	Utg323392_206
OG0002522	WP_011189600.1	Utg323160_126, Utg323266_7
OG0002523	WP_011189530.1	Utg323300_128, Utg323140_204
OG0002530	WP_011187939.1	Utg324810_18
OG0002541	WP_041278360.1	Utg323152_120
OG0002543	WP_011190092.1	Utg323448_109
OG0002546	WP_011187530.1	Utg323300_232
OG0002548	WP_156792174.1	Utg323300_292
OG0002561	WP_011188992.1	Utg323316_114
OG0002562	WP_011189148.1	Utg323316_76
OG0002564	WP_011187595.1	Utg323140_214
OG0002598	WP_011189889.1	Utg323152_297
OG0002599	WP_011189902.1	Utg323152_312
OG0002600	WP_156792312.1	Utg323152_332
OG0002601	WP_011189929.1	Utg323152_341
OG0002607	WP_041277526.1	Utg323392_108
OG0002615	WP_011188873.1	Utg323632_352
OG0002616	WP_156792260.1	Utg323262_91
OG0002617	WP_011189212.1	Utg323262_92
OG0002620	WP_011190130.1	Utg323632_123
OG0002632	WP_228130143.1	Utg323266_6, Utg323160_125
OG0002640	WP_228130140.1	Utg323392_54
OG0002649	WP_041277495.1	Utg323152_91
OG0002650	WP_156792167.1	Utg323152_93
OG0002651	WP_049784974.1	Utg323152_115
OG0002663	WP_011188251.1	Utg323180_82
OG0002667	WP_041277556.1	Utg323300_420, Utg323180_221
OG0002669	WP_162096619.1	Utg323180_249
OG0002677	WP_162096660.1	Utg323262_119
OG0002680	WP_011189308.1	Utg323300_34
OG0002682	WP_011189944.1	Utg323300_320
OG0002684	WP_011188824.1	Utg325220_36, Utg323316_26
OG0002685	WP_156792388.1, WP_162096640.1	Utg323316_40
OG0002686	WP_162096638.1	Utg323316_44
OG0002693	WP_011187610.1, WP_011187609.1	Utg323632_86
OG0002700	WP_011187277.1	Utg323990_26
OG0002702	WP_011187380.1	Utg323990_95
OG0002704	WP_011188701.1	Utg323990_190
OG0002941	WP_011189602.1	Utg323160_124, Utg323266_5
OG0003027	WP_011189323.1	Utg323300_7
OG0003031	WP_083818995.1	Utg323074_123
OG0003051	WP_011189571.1	Utg323152_17
OG0003054	WP_011188500.1	Utg323152_100
OG0003056	WP_041277855.1	Utg323152_114
OG0003057	WP_083818981.1	Utg323152_184
OG0003062	WP_011188775.1	Utg323152_578
OG0003063	WP_011188781.1	Utg323152_584
OG0003073	WP_011189695.1, WP_265588562.1, WP_228130146.1	Utg323180_329
OG0003074	WP_011187813.1	Utg323180_363
OG0003094	WP_011189708.1	Utg323300_80
OG0003101	WP_011188832.1	Utg323448_1, Utg323316_17, Utg325220_44
OG0003102	WP_011188825.1	Utg323316_25
OG0003103	WP_083819019.1, WP_011188818.1, WP_193763856.1	Utg323316_39
OG0003104	WP_011188816.1	Utg323316_41
OG0003105	WP_162096639.1	Utg323316_42
OG0003112	WP_049785050.1	Utg323316_244
OG0003113	WP_041279035.1	Utg323316_245
OG0003115	WP_049785015.1	Utg323392_61
OG0003116	WP_011188441.1	Utg323392_62
OG0003117	WP_011188442.1	Utg323392_63
OG0003120	WP_011187802.1	Utg323392_182
OG0003121	WP_265588539.1	Utg323448_105
OG0003129	WP_156792159.1	Utg323990_14
OG0003132	WP_011187872.1	Utg324548_19
OG0003471	WP_011190260.1	Utg323180_496
OG0003525	WP_011189604.1	Utg323160_122
OG0003555	WP_011189077.1	Utg323300_32
OG0003556	WP_011189079.1	Utg323300_30
OG0003557	WP_011189080.1	Utg323300_29
OG0003558	WP_011189058.1	Utg323300_28
OG0003667	WP_011189222.1, WP_011188108.1	Utg323140_169
OG0003672	WP_011188304.1	Utg323152_403
OG0003673	WP_041277448.1	Utg323152_404
OG0003674	WP_011187390.1	Utg323152_405
OG0003677	WP_011187446.1	Utg323152_606
OG0003691	WP_011189253.1	Utg323180_345
OG0003716	WP_156792305.1	Utg323262_169
OG0003744	WP_011188830.1	Utg323316_20
OG0003745	WP_011188828.1	Utg323316_22
OG0003746	WP_156792232.1	Utg323316_48
OG0003779	WP_041277418.1, WP_041277419.1	Utg323990_17
OG0003782	WP_011187540.1	Utg323990_242
OG0003788	WP_049784969.1	Utg325220_11
OG0004679	WP_011189287.1	Utg323152_382
OG0004775	WP_011188877.1	Utg323300_88
OG0004782	WP_041277809.1	Utg323300_177
OG0004793	WP_011188829.1	Utg323316_21
OG0004794	WP_011188826.1	Utg323316_24
OG0004795	WP_011188823.1	Utg323316_27
OG0004811	WP_162096683.1	Utg323316_291
OG0004815	WP_011190394.1	Utg323316_357
OG0004821	WP_049785090.1	Utg323392_238
