Orthogroup	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5
OG0001721	WP_011187451.1	WP_126375906.1
OG0001722	WP_011187860.1	WP_126380640.1
OG0001723	WP_011188295.1	WP_126376383.1
OG0001730	WP_011189734.1	WP_126376648.1
OG0001731	WP_041278043.1	WP_126381269.1
OG0001740	WP_011190342.1	WP_126377818.1
OG0001741	WP_198408690.1	WP_126377820.1
OG0001747	WP_011189901.1	WP_126380656.1
OG0001748	WP_011189926.1	WP_126377566.1
OG0001750	WP_011189933.1	WP_126377556.1
OG0001751	WP_011188901.1	WP_126379404.1
OG0001757	WP_011187697.1	WP_126375939.1
OG0001770	WP_011190133.1	WP_126378711.1
OG0001771	WP_011188556.1	WP_126375670.1
OG0001772	WP_156792228.1	WP_126376571.1
OG0001784	WP_011187532.1, WP_011187533.1	WP_126376577.1
OG0001788	WP_011187925.1	WP_126375873.1
OG0001793	WP_011188244.1	WP_126380813.1
OG0001798	WP_011188260.1	WP_126375577.1
OG0001799	WP_011187590.1	WP_126375646.1
OG0001800	WP_011189019.1	WP_126380893.1
OG0001801	WP_011189548.1	WP_172961780.1
OG0001804	WP_011189427.1	WP_126379870.1
OG0001812	WP_041277611.1	WP_126379938.1
OG0001813	WP_011187547.1	WP_126380368.1, WP_126376720.1
OG0001815	WP_041277602.1	WP_126376583.1
OG0001820	WP_011188528.1	WP_126376375.1
OG0001835	WP_011187373.1	WP_126379162.1
OG0001844	WP_011187698.1	WP_232034772.1
OG0001845	WP_011187413.1	WP_126378931.1
OG0001856	WP_011188772.1	WP_126377969.1
OG0001878	WP_011188777.1	WP_126377962.1
OG0001883	WP_011188133.1	WP_126380256.1
OG0001893	WP_011187455.1	WP_126378955.1
OG0001896	WP_041277641.1	WP_126380923.1
OG0001917	WP_011190155.1	WP_232034824.1
OG0001932	WP_228130167.1	WP_126377147.1
OG0001940	WP_156792249.1	WP_126378079.1
OG0001978	WP_041278825.1	WP_126377485.1
OG0001990	WP_041277864.1	WP_126379202.1
OG0002027	WP_049784973.1	WP_172961743.1
OG0002039	WP_265588548.1	WP_126378267.1
OG0002050	WP_041277657.1	WP_126380344.1
OG0002066	WP_156792283.1	WP_126376841.1
OG0002070	WP_011187494.1	WP_126378740.1, WP_126377222.1
OG0002073	WP_083818918.1	WP_126378940.1
OG0002078	WP_011187947.1	WP_126379443.1
OG0002079	WP_228130151.1	WP_126378933.1, WP_126377425.1
OG0002080	WP_011188943.1	WP_126379557.1
OG0002081	WP_011187869.1	WP_126379753.1
OG0002084	WP_011189656.1	WP_126378281.1
OG0002085	WP_041277926.1	WP_126376436.1
OG0002086	WP_011189316.1	WP_126380878.1
OG0002087	WP_041278172.1	WP_126378846.1
OG0002089	WP_011187342.1	WP_126378185.1
OG0002090	WP_011190264.1	WP_126380431.1
OG0002091	WP_049785148.1	WP_172961754.1
OG0002097	WP_041277612.1	WP_126379273.1
OG0002098	WP_049784977.1	WP_126377942.1
OG0002099	WP_156792217.1, WP_011188478.1, WP_041277985.1, WP_049785105.1, WP_011189710.1	WP_172961796.1
OG0002114	WP_011190373.1	WP_126381670.1
OG0002129	WP_011190379.1	WP_126381658.1
OG0002130	WP_162096621.1	WP_172961802.1
OG0002137	WP_011187310.1	WP_126375551.1
OG0002173	WP_049785072.1	WP_126378854.1
OG0002199	WP_011189103.1	WP_126380645.1
OG0002260	WP_011189815.1, WP_049785100.1	WP_126376317.1
OG0002298	WP_049785051.1	WP_126378074.1
OG0002313	WP_011190192.1, WP_011189367.1	WP_172961710.1
OG0002314	WP_162096637.1	WP_126377978.1
OG0002315	WP_011188778.1	WP_126377960.1
OG0002354	WP_011190244.1	WP_126376202.1
OG0002357	WP_011188271.1	WP_126380629.1
OG0002359	WP_041278515.1	WP_126377862.1
OG0002363	WP_049785021.1	WP_172961794.1
OG0002374	WP_041277537.1	WP_126378755.1
OG0002379	WP_011187936.1	WP_126380890.1
OG0002389	WP_041278106.1, WP_011187442.1	WP_172961712.1
OG0002390	WP_041278119.1	WP_126378167.1
OG0002397	WP_162096629.1	WP_172961676.1
OG0002401	WP_041277431.1	WP_126379538.1
OG0002411	WP_198408696.1	WP_172961618.1
OG0002421	WP_049785074.1	WP_126378498.1
OG0002423	WP_198408702.1, WP_011189612.1	WP_126379553.1
OG0002537	WP_041277744.1	WP_172961765.1
OG0002553	WP_041278067.1	WP_126378039.1, WP_126378929.1
OG0002684	WP_011188824.1	WP_126378578.1
OG0002685	WP_156792388.1, WP_162096640.1	WP_232034743.1
OG0002686	WP_162096638.1	WP_126378592.1
OG0002700	WP_011187277.1	WP_126375770.1
OG0002702	WP_011187380.1	WP_126378311.1
OG0002707	WP_011189694.1	WP_172961768.1
OG0002708	WP_011188315.1	WP_126375733.1
OG0002713	WP_011188647.1	WP_172961591.1
OG0002722	WP_041278029.1	WP_126377584.1
OG0002744	WP_083819023.1	WP_126378165.1
OG0002745	WP_011190329.1	WP_126378163.1
OG0002749	WP_011187602.1	WP_232034786.1, WP_126381104.1
OG0002786	WP_011188477.1	WP_126380921.1
OG0002789	WP_173362828.1	WP_172961628.1
OG0002805	WP_011188216.1	WP_126381287.1
OG0002806	WP_011188763.1, WP_011190413.1, WP_011188762.1	WP_126378639.1
OG0002807	WP_041278370.1	WP_126377045.1
OG0003102	WP_011188825.1	WP_126378575.1
OG0003104	WP_011188816.1	WP_126378588.1
OG0003105	WP_162096639.1	WP_126378590.1
OG0003120	WP_011187802.1	WP_126376624.1
OG0003217	WP_041277522.1	WP_172961714.1
OG0003228	WP_011188619.1	WP_126376710.1
OG0003233	WP_156792182.1	WP_126380943.1
OG0003252	WP_011188739.1	WP_126378761.1
OG0003269	WP_011188200.1	WP_172961642.1
OG0003279	WP_011188188.1	WP_126380888.1
OG0003280	WP_011188190.1	WP_126380886.1
OG0003283	WP_011188162.1	WP_126379829.1
OG0003289	WP_041277538.1	WP_232034889.1
OG0003305	WP_011189216.1	WP_126376410.1
OG0003306	WP_011189218.1	WP_126380730.1
OG0003307	WP_011189726.1	WP_126380427.1
OG0003309	WP_265588608.1	WP_126377632.1
OG0003716	WP_156792305.1	WP_126380884.1
OG0003745	WP_011188828.1	WP_126378563.1
OG0003809	WP_156792276.1	WP_232034946.1
OG0003875	WP_041278093.1	WP_126375781.1
OG0003876	WP_011187708.1	WP_126378019.1
OG0004105	WP_011187444.1	WP_126375604.1
OG0004106	WP_011187637.1	WP_126377474.1
OG0004111	WP_011188540.1	WP_126379214.1
OG0004112	WP_011189343.1	WP_126377507.1
OG0004113	WP_011189344.1	WP_126377509.1
OG0004118	WP_041278094.1	WP_126378403.1
OG0004119	WP_041278668.1	WP_126379136.1, WP_232034741.1
OG0005494	WP_041277886.1	WP_126378567.1
OG0005498	WP_049785082.1	WP_232034749.1
