Orthogroup	Desulfotalea psychrophila LSv54	Desulforhopalus vacuolatus DSM 9700
OG0001553	WP_011187951.1, WP_011188527.1, WP_011188537.1	WP_205217582.1
OG0001557	WP_011188247.1	WP_205219015.1
OG0001559	WP_011188747.1	WP_205219966.1
OG0001567	WP_011188008.1	WP_205220239.1
OG0001578	WP_011189379.1	WP_205219201.1
OG0001582	WP_011189981.1	WP_205219007.1
OG0001589	WP_011187265.1	WP_205218964.1
OG0001593	WP_011187544.1	WP_205217578.1
OG0001599	WP_228130134.1	WP_205219269.1
OG0001600	WP_198408698.1	WP_205219889.1, WP_205218489.1
OG0001601	WP_041278048.1	WP_205220076.1
OG0001602	WP_011187946.1	WP_240191993.1
OG0001606	WP_011187360.1	WP_205218781.1
OG0001608	WP_156792317.1	WP_205217539.1
OG0001614	WP_011189347.1	WP_205219905.1
OG0001619	WP_011189115.1	WP_205218574.1
OG0001628	WP_011189847.1	WP_205219097.1
OG0001633	WP_011189094.1	WP_240192052.1
OG0001634	WP_049785059.1	WP_205218843.1
OG0001635	WP_011187569.1	WP_205217525.1
OG0001636	WP_049785020.1	WP_205218664.1
OG0001637	WP_156792253.1	WP_205219282.1
OG0001641	WP_011190318.1	WP_205219042.1
OG0001643	WP_011189163.1	WP_205218838.1
OG0001644	WP_041278125.1	WP_205217342.1
OG0001658	WP_011190331.1	WP_205219029.1
OG0001659	WP_011190332.1	WP_205219022.1
OG0001660	WP_011188139.1	WP_205218804.1
OG0001661	WP_041277620.1	WP_205218805.1
OG0001664	WP_011189627.1	WP_205219632.1
OG0001665	WP_011187674.1	WP_205219330.1
OG0001666	WP_041277597.1	WP_205218512.1
OG0001669	WP_041278138.1	WP_205220018.1
OG0001670	WP_041277574.1	WP_205218520.1
OG0001671	WP_041277573.1	WP_205218518.1
OG0001672	WP_011187325.1	WP_240192016.1
OG0001673	WP_156792178.1	WP_205218623.1
OG0001675	WP_011189122.1	WP_205217877.1
OG0001679	WP_011187551.1	WP_205217819.1
OG0001680	WP_011188141.1	WP_205218806.1
OG0001681	WP_011187596.1	WP_240192024.1
OG0001682	WP_011187335.1	WP_205218795.1
OG0001685	WP_011188024.1	WP_240191914.1
OG0001687	WP_041277598.1	WP_205218343.1
OG0001693	WP_011187503.1	WP_240192096.1
OG0001696	WP_011187922.1	WP_205220223.1
OG0001700	WP_011187556.1	WP_205218371.1
OG0001701	WP_011187372.1	WP_205217462.1
OG0001703	WP_011187366.1	WP_205217457.1
OG0001705	WP_011188048.1	WP_205217494.1
OG0001706	WP_011188059.1	WP_205217486.1
OG0001707	WP_041277439.1, WP_011187935.1	WP_205217523.1
OG0001709	WP_011188091.1	WP_205218438.1
OG0001715	WP_011188982.1	WP_205219546.1
OG0001717	WP_041278626.1	WP_205220261.1
OG0001718	WP_011188350.1	WP_205217957.1
OG0001719	WP_011188351.1	WP_205217956.1
OG0001720	WP_173362832.1	WP_205219241.1
OG0001721	WP_011187451.1	WP_205219353.1
OG0001729	WP_011187942.1	WP_205218348.1
OG0001734	WP_041277550.1, WP_011187793.1	WP_205219314.1
OG0001735	WP_011190018.1	WP_205219648.1
OG0001738	WP_011189827.1	WP_205218127.1
OG0001740	WP_011190342.1	WP_205217593.1
OG0001741	WP_198408690.1	WP_205217320.1
OG0001743	WP_011189645.1	WP_205220059.1
OG0001745	WP_011189871.1	WP_205218146.1
OG0001746	WP_011189872.1	WP_205218147.1
OG0001752	WP_041277964.1	WP_205220067.1
OG0001753	WP_156792280.1, WP_011189420.1	WP_205220048.1
OG0001754	WP_011189422.1	WP_205219070.1
OG0001755	WP_011189448.1	WP_205218153.1
OG0001756	WP_011189456.1	WP_205218156.1
OG0001758	WP_011189510.1	WP_205218747.1
OG0001759	WP_011189374.1	WP_205219206.1
OG0001760	WP_011189376.1	WP_205219204.1
OG0001761	WP_011189377.1	WP_205219203.1
OG0001762	WP_011189378.1	WP_205219202.1
OG0001764	WP_041278057.1	WP_205218920.1
OG0001768	WP_041278074.1	WP_240191939.1
OG0001769	WP_011190125.1	WP_205217645.1
OG0001771	WP_011188556.1	WP_205217761.1
OG0001772	WP_156792228.1	WP_205218477.1
OG0001773	WP_011189997.1	WP_205218992.1, WP_205220181.1
OG0001774	WP_011188854.1	WP_205219614.1
OG0001778	WP_162096668.1	WP_205217671.1
OG0001779	WP_011187679.1	WP_205219325.1
OG0001780	WP_011189431.1	WP_205219063.1
OG0001782	WP_011187703.1	WP_205218704.1
OG0001788	WP_011187925.1	WP_205219699.1
OG0001797	WP_011187988.1	WP_205218777.1
OG0001799	WP_011187590.1	WP_205218362.1
OG0001802	WP_011190474.1	WP_205218741.1
OG0001803	WP_011187809.1	WP_205219116.1
OG0001806	WP_011187732.1, WP_011187729.1	WP_205217371.1
OG0001812	WP_041277611.1	WP_205220300.1, WP_205220241.1
OG0001813	WP_011187547.1	WP_240191929.1
OG0001827	WP_011188432.1	WP_205220195.1
OG0001837	WP_041277649.1	WP_205217719.1
OG0001838	WP_011190262.1	WP_205217804.1
OG0001850	WP_041277875.1	WP_205220166.1
OG0001855	WP_041279053.1, WP_041278683.1	WP_205219019.1
OG0001866	WP_011189616.1, WP_041277958.1, WP_041279007.1	WP_240191987.1, WP_205218640.1
OG0001868	WP_011188915.1	WP_205219101.1
OG0001869	WP_011188918.1	WP_240192068.1
OG0001879	WP_011190094.1	WP_205217340.1
OG0001880	WP_011190095.1	WP_205217339.1
OG0001881	WP_011187250.1	WP_205217399.1
OG0001884	WP_011190164.1	WP_205219750.1
OG0001885	WP_041277995.1	WP_205220117.1
OG0001886	WP_041277723.1	WP_205217781.1
OG0001887	WP_011188583.1	WP_205217780.1
OG0001888	WP_156792333.1	WP_205219041.1
OG0001889	WP_011188243.1	WP_205217440.1
OG0001890	WP_011188154.1	WP_240191902.1
OG0001891	WP_041277621.1	WP_205218808.1
OG0001901	WP_011189393.1	WP_205220028.1
OG0001902	WP_011187986.1	WP_205218551.1
OG0001905	WP_156792238.1	WP_205219615.1
OG0001906	WP_011187963.1	WP_240191997.1
OG0001909	WP_011187770.1	WP_205219392.1
OG0001911	WP_041277479.1	WP_205219397.1
OG0001926	WP_041277482.1	WP_205217516.1
OG0001928	WP_011188035.1	WP_205217507.1
OG0001932	WP_228130167.1	WP_205218435.1
OG0001935	WP_011188175.1	WP_205218459.1
OG0001936	WP_011187321.1	WP_205220017.1
OG0001937	WP_011187317.1	WP_205220010.1
OG0001939	WP_011189004.1	WP_205219555.1
OG0001943	WP_011188325.1	WP_205217450.1
OG0001944	WP_011188329.1	WP_240191913.1
OG0001945	WP_041277670.1	WP_205219439.1
OG0001946	WP_198408693.1	WP_240192039.1
OG0001947	WP_011187594.1	WP_205218707.1
OG0001948	WP_011188338.1	WP_205217967.1
OG0001949	WP_228130171.1	WP_205217966.1
OG0001950	WP_049785011.1	WP_205217965.1
OG0001951	WP_041277683.1	WP_205217904.1
OG0001953	WP_011190113.1	WP_205219242.1
OG0001954	WP_041278073.1	WP_205219243.1
OG0001955	WP_011190106.1	WP_205219248.1
OG0001960	WP_011188717.1	WP_205218670.1
OG0001963	WP_011188925.1	WP_205218684.1
OG0001964	WP_011189736.1	WP_205220109.1
OG0001970	WP_011190207.1	WP_240191909.1
OG0001971	WP_011189935.1	WP_205219831.1
OG0001973	WP_011187336.1	WP_205218794.1
OG0001974	WP_156792324.1	WP_205220077.1
OG0001977	WP_011189995.1	WP_205218995.1
OG0001979	WP_041277706.1	WP_205218665.1
OG0001980	WP_265588568.1	WP_205219010.1
OG0001984	WP_011189842.1	WP_240191989.1
OG0001985	WP_156792307.1	WP_205218120.1
OG0001986	WP_041277936.1	WP_205218720.1
OG0001987	WP_011189521.1	WP_205218723.1
OG0001988	WP_011189522.1	WP_205218724.1
OG0001990	WP_041277864.1	WP_205218727.1
OG0001991	WP_041277869.1	WP_205219773.1
OG0001992	WP_011189516.1	WP_205218743.1
OG0001994	WP_041277966.1	WP_205220060.1
OG0001995	WP_156792293.1	WP_205220058.1
OG0001996	WP_011189647.1	WP_205220057.1
OG0001997	WP_011189648.1	WP_205220056.1
OG0001999	WP_011189882.1	WP_205218957.1
OG0002004	WP_011189877.1	WP_205218962.1
OG0002005	WP_011189768.1	WP_205219190.1
OG0002006	WP_011189513.1	WP_205218745.1
OG0002009	WP_011188896.1	WP_205220082.1
OG0002011	WP_011188947.1	WP_205218883.1
OG0002012	WP_041277797.1	WP_205219131.1
OG0002013	WP_011190052.1	WP_205218914.1
OG0002014	WP_011190053.1	WP_205218913.1
OG0002015	WP_011190067.1	WP_205218900.1
OG0002016	WP_011190126.1	WP_205217644.1
OG0002017	WP_011190128.1	WP_205217641.1
OG0002018	WP_041278075.1	WP_205217640.1
OG0002019	WP_011190129.1	WP_205217639.1
OG0002020	WP_011190152.1	WP_205217615.1
OG0002021	WP_011190187.1	WP_205218178.1
OG0002024	WP_041277410.1	WP_205217400.1
OG0002025	WP_011189649.1	WP_205220055.1
OG0002026	WP_011190115.1	WP_205219240.1
OG0002027	WP_049784973.1	WP_240192060.1
OG0002028	WP_011189787.1	WP_205219181.1
OG0002029	WP_041277580.1	WP_205218318.1
OG0002030	WP_041277436.1	WP_205218785.1
OG0002033	WP_041278105.1, WP_011189998.1	WP_205218755.1
OG0002037	WP_228130138.1	WP_205220168.1
OG0002046	WP_041277671.1	WP_205219443.1
OG0002047	WP_011187441.1	WP_205217983.1
OG0002054	WP_011188495.1	WP_205218661.1
OG0002058	WP_041277632.1	WP_205218836.1
OG0002059	WP_011188196.1	WP_205218834.1
OG0002061	WP_011187794.1	WP_205219112.1, WP_205219105.1
OG0002062	WP_011189395.1	WP_205218754.1
OG0002064	WP_041277595.1	WP_205218360.1
OG0002069	WP_011189275.1	WP_205217870.1, WP_205219722.1
OG0002070	WP_011187494.1	WP_205219944.1
OG0002071	WP_011188605.1	WP_205220298.1
OG0002072	WP_011187782.1, WP_011189484.1	WP_205217975.1
OG0002078	WP_011187947.1	WP_205217670.1
OG0002079	WP_228130151.1	WP_205217675.1
OG0002080	WP_011188943.1	WP_205218214.1, WP_205218216.1
OG0002081	WP_011187869.1	WP_205218311.1
OG0002083	WP_228130158.1, WP_041277638.1	WP_205218702.1
OG0002084	WP_011189656.1	WP_205218926.1
OG0002085	WP_041277926.1	WP_275889006.1, WP_205219471.1
OG0002086	WP_011189316.1	WP_205219512.1
OG0002087	WP_041278172.1	WP_205219622.1
OG0002089	WP_011187342.1	WP_205220009.1
OG0002090	WP_011190264.1	WP_205220107.1
OG0002091	WP_049785148.1	WP_205220136.1
OG0002092	WP_041277544.1, WP_041277547.1	WP_240192088.1
OG0002139	WP_011187450.1, WP_011187449.1, WP_041277686.1	WP_205220041.1
OG0002144	WP_041277868.1	WP_205218488.1
OG0002158	WP_011189101.1	WP_205218859.1
OG0002163	WP_011190254.1	WP_205218535.1
OG0002164	WP_011190255.1	WP_205219785.1
OG0002178	WP_011189304.1	WP_240192141.1
OG0002179	WP_011187886.1	WP_205218523.1
OG0002180	WP_156792196.1	WP_205218522.1
OG0002181	WP_041277575.1	WP_205218521.1
OG0002182	WP_011187882.1	WP_205218519.1
OG0002184	WP_011187348.1	WP_205217481.1
OG0002185	WP_011187357.1	WP_205218784.1
OG0002186	WP_011187359.1	WP_205218782.1
OG0002194	WP_011187798.1	WP_205218365.1
OG0002195	WP_011187999.1	WP_205218342.1
OG0002211	WP_041277445.1	WP_275888969.1
OG0002213	WP_011187370.1	WP_205217460.1
OG0002216	WP_011188170.1	WP_205217561.1
OG0002235	WP_083818963.1	WP_205220265.1
OG0002236	WP_228130137.1	WP_205220270.1
OG0002240	WP_011187453.1	WP_205219355.1
OG0002293	WP_011187592.1	WP_205218709.1
OG0002301	WP_011189146.1	WP_205220269.1
OG0002303	WP_011187480.1	WP_205218107.1
OG0002308	WP_011187374.1	WP_240192043.1
OG0002309	WP_011187962.1	WP_205218339.1
OG0002319	WP_228130164.1	WP_205217534.1
OG0002321	WP_011188257.1	WP_275888933.1
OG0002324	WP_011188496.1	WP_205218662.1
OG0002326	WP_228130212.1	WP_205219164.1, WP_205219988.1, WP_205219991.1, WP_205219224.1
OG0002327	WP_049785097.1	WP_205219389.1
OG0002342	WP_011189271.1, WP_041277778.1	WP_205219996.1
OG0002345	WP_011187583.1	WP_205218411.1
OG0002354	WP_011190244.1	WP_205218328.1
OG0002357	WP_011188271.1	WP_275888949.1
OG0002362	WP_041277424.1	WP_205219998.1
OG0002365	WP_011190290.1	WP_205220092.1
OG0002367	WP_228130142.1	WP_205218160.1
OG0002372	WP_011189490.1	WP_205217701.1
OG0002374	WP_041277537.1	WP_205218081.1
OG0002375	WP_041277554.1	WP_205218083.1, WP_205218409.1
OG0002376	WP_041279020.1	WP_205219584.1, WP_205218087.1, WP_205218245.1
OG0002378	WP_041278132.1, WP_265588572.1, WP_011187294.1, WP_265588573.1	WP_205218252.1, WP_205219576.1
OG0002379	WP_011187936.1	WP_205219697.1
OG0002379	WP_041278224.1	WP_205218273.1
OG0002381	WP_011188013.1, WP_041277600.1	WP_205218364.1
OG0002383	WP_041278123.1	WP_205218552.1
OG0002385	WP_156792164.1, WP_162096612.1	WP_205218793.1
OG0002386	WP_011187495.1, WP_011187332.1	WP_205218798.1
OG0002388	WP_041278589.1	WP_205218842.1
OG0002389	WP_041278106.1, WP_011187442.1	WP_205218961.1
OG0002390	WP_041278119.1	WP_205219030.1
OG0002392	WP_011189707.1	WP_205219207.1
OG0002393	WP_011189153.1	WP_205219234.1
OG0002395	WP_011187720.1, WP_156792289.1	WP_205219526.1
OG0002396	WP_011189310.1	WP_205219633.1
OG0002397	WP_162096629.1	WP_205219856.1, WP_205219862.1
OG0002398	WP_228130182.1	WP_205219875.1
OG0002400	WP_083818945.1	WP_240192138.1
OG0002401	WP_041277431.1	WP_275888938.1
OG0002457	WP_011190204.1	WP_205218694.1
OG0002469	WP_228130191.1	WP_205218663.1
OG0002486	WP_011189296.1	WP_240192086.1
OG0002520	WP_156792218.1	WP_240192147.1
OG0002523	WP_011189530.1	WP_240191976.1
OG0002564	WP_011187595.1	WP_205218706.1
OG0002622	WP_011189228.1	WP_205218510.1
OG0002641	WP_041278220.1	WP_205218566.1
OG0002680	WP_011189308.1	WP_205218321.1
OG0002682	WP_011189944.1	WP_205217729.1
OG0002686	WP_162096638.1	WP_205219993.1
OG0002702	WP_011187380.1	WP_205219723.1
OG0002708	WP_011188315.1	WP_205219844.1
OG0002713	WP_011188647.1	WP_205217981.1
OG0002718	WP_162096647.1	WP_205219118.1
OG0002727	WP_011189733.1	WP_205217367.1
OG0002732	WP_083819000.1	WP_205217830.1
OG0002733	WP_011187781.1	WP_205217976.1
OG0002735	WP_156792277.1, WP_011188307.1, WP_011189372.1, WP_011189753.1	WP_205218301.1
OG0002736	WP_011188474.1	WP_205218332.1
OG0002738	WP_198408695.1	WP_205218382.1
OG0002739	WP_011187867.1	WP_205218398.1
OG0002741	WP_011188165.1	WP_205218556.1
OG0002742	WP_011190189.1	WP_205218601.1
OG0002743	WP_041278445.1	WP_205218710.1
OG0002744	WP_083819023.1	WP_205219031.1
OG0002745	WP_011190329.1	WP_205219032.1
OG0002746	WP_011188466.1, WP_011188467.1	WP_205219356.1
OG0002747	WP_011190056.1	WP_205219399.1
OG0002748	WP_011187868.1	WP_205219401.1
OG0002749	WP_011187602.1	WP_205219421.1
OG0002752	WP_011188600.1	WP_205219703.1, WP_240192121.1
OG0002755	WP_011187536.1	WP_205219927.1
OG0002757	WP_083818990.1	WP_205220119.1
OG0002759	WP_011187423.1	WP_205220451.1, WP_205220452.1, WP_205220426.1, WP_205220444.1
OG0002760	WP_011189990.1	WP_275888976.1
OG0002819	WP_011187512.1	WP_205218829.1
OG0003021	WP_162096688.1	WP_205217434.1, WP_205218482.1
OG0003057	WP_083818981.1	WP_205218722.1
OG0003112	WP_049785050.1	WP_205219562.1
OG0003162	WP_011190340.1	WP_205217359.1
OG0003170	WP_011188125.1	WP_205217571.1
OG0003172	WP_011189745.1	WP_205217856.1
OG0003173	WP_041277930.1, WP_011189501.1	WP_205218025.1
OG0003177	WP_011188649.1	WP_205218228.1
OG0003179	WP_011187965.1	WP_205218341.1
OG0003180	WP_041277428.1	WP_205218406.1
OG0003182	WP_011188135.1	WP_205218484.1
OG0003183	WP_011187966.1	WP_205218565.1
OG0003184	WP_011187874.1	WP_205218596.1
OG0003185	WP_011187906.1	WP_205218597.1
OG0003187	WP_011188944.1	WP_205218772.1
OG0003188	WP_011189081.1	WP_205218841.1
OG0003189	WP_011189084.1	WP_205218844.1
OG0003190	WP_041277845.1	WP_205218847.1
OG0003191	WP_011189089.1	WP_205218849.1
OG0003192	WP_011189095.1	WP_205218855.1
OG0003193	WP_011189097.1	WP_205218856.1
OG0003195	WP_011188889.1	WP_205218988.1
OG0003199	WP_011189591.1	WP_205219426.1
OG0003206	WP_011187578.1	WP_205219733.1
OG0003209	WP_041277581.1	WP_205219986.1
OG0003212	WP_011187901.1	WP_240191998.1
OG0003213	WP_011188631.1	WP_240192045.1
OG0003214	WP_011189624.1	WP_240192104.1
OG0003215	WP_011188599.1	WP_240192118.1
OG0003217	WP_041277522.1	WP_275888981.1
OG0003456	WP_011187810.1	WP_205220141.1
OG0003746	WP_156792232.1	WP_205219994.1
OG0003836	WP_041277513.1	WP_205217867.1
OG0003837	WP_265588593.1	WP_205217972.1
OG0003840	WP_011188417.1	WP_205218099.1
OG0003841	WP_011188416.1, WP_011188431.1	WP_205218100.1
OG0003847	WP_011189373.1, WP_041278001.1	WP_205218302.1
OG0003848	WP_011188530.1	WP_205218320.1
OG0003854	WP_011187739.1	WP_205218819.1
OG0003855	WP_011187510.1	WP_205218827.1
OG0003856	WP_011187511.1	WP_205218828.1
OG0003857	WP_011187513.1	WP_205218830.1
OG0003868	WP_041277640.1	WP_205219908.1
OG0003869	WP_011190216.1	WP_205219916.1
OG0003874	WP_041277562.1	WP_205220098.1
OG0003875	WP_041278093.1	WP_205220176.1
OG0003876	WP_011187708.1	WP_205220203.1
OG0003881	WP_011187509.1	WP_275888979.1
OG0004920	WP_041277535.1	WP_205217554.1
OG0004929	WP_011188806.1	WP_205217991.1
OG0004937	WP_011187652.1	WP_205218268.1
OG0004941	WP_049785010.1	WP_205218351.1
OG0004944	WP_041277430.1	WP_205218405.1
OG0004953	WP_011187975.1	WP_205218762.1
OG0004963	WP_011188589.1	WP_205219222.1
OG0004968	WP_011189394.1	WP_205219347.1
OG0004975	WP_011187489.1	WP_205219458.1
OG0004982	WP_011188613.1	WP_205219706.1
OG0004983	WP_011188612.1	WP_205219707.1
OG0004984	WP_011188611.1	WP_205219708.1
OG0005023	WP_011187710.1	WP_240192160.1
