Orthogroup	Desulforhopalus vacuolatus DSM 9700	Desulfocapsa_13_biocide
OG0001589	WP_205218964.1	Utg860006_149
OG0001591	WP_205218698.1	Utg857682_105
OG0001592	WP_205219476.1	Utg865370_26
OG0001596	WP_205218190.1	Utg863716_49
OG0001601	WP_205220076.1	Utg859982_44
OG0001609	WP_205220015.1	Utg857046_137
OG0001610	WP_205218577.1	Utg859982_214
OG0001611	WP_205218582.1	Utg859982_219
OG0001614	WP_205219905.1	Utg857994_242
OG0001615	WP_205218799.1	Utg864866_92
OG0001621	WP_205220345.1	Utg857152_62
OG0001628	WP_205219097.1	Utg860814_297
OG0001633	WP_240192052.1	Utg860814_57
OG0001634	WP_205218843.1	Utg860814_56
OG0001635	WP_205217525.1	Utg860814_16
OG0001636	WP_205218664.1	Utg859982_157
OG0001637	WP_205219282.1	Utg859076_27
OG0001639	WP_205218688.1	Utg863716_111, Utg863716_112
OG0001640	WP_240192065.1	Utg863716_96
OG0001641	WP_205219042.1	Utg863716_77
OG0001644	WP_205217342.1	Utg863716_52
OG0001649	WP_152943676.1	Utg861744_63
OG0001650	WP_205217312.1	Utg861744_64
OG0001651	WP_205217309.1	Utg861744_67
OG0001658	WP_205219029.1	Utg859750_64
OG0001659	WP_205219022.1	Utg859750_63
OG0001660	WP_205218804.1	Utg864866_62
OG0001661	WP_205218805.1	Utg863716_74, Utg864866_61
OG0001665	WP_205219330.1	Utg859432_38
OG0001666	WP_205218512.1	Utg859432_64
OG0001669	WP_205220018.1	Utg859098_303
OG0001672	WP_240192016.1	Utg857152_142
OG0001673	WP_205218623.1	Utg857682_178
OG0001675	WP_205217877.1	Utg864866_35
OG0001679	WP_205217819.1	Utg864866_87
OG0001685	WP_240191914.1	Utg861744_48
OG0001686	WP_205218223.1	Utg859432_55, Utg859432_56
OG0001693	WP_240192096.1	Utg857300_50
OG0001694	WP_205219396.1	Utg857300_45
OG0001699	WP_205219493.1	Utg859388_166
OG0001705	WP_205217494.1	Utg857152_53
OG0001706	WP_205217486.1	Utg857152_68
OG0001707	WP_205217523.1	Utg857152_80
OG0001709	WP_205218438.1	Utg857046_258
OG0001712	WP_205219879.1	Utg857046_209
OG0001713	WP_205219008.1	Utg857046_37
OG0001720	WP_205219241.1	Utg857076_35
OG0001725	WP_205218291.1	Utg859236_37
OG0001726	WP_205218290.1	Utg859236_35
OG0001728	WP_205217803.1	Utg860006_34
OG0001734	WP_205219314.1	Utg859388_43
OG0001735	WP_205219648.1	Utg859388_86
OG0001738	WP_205218127.1	Utg859098_199, Utg859098_200
OG0001740	WP_205217593.1	Utg859432_78
OG0001741	WP_205217320.1	Utg859432_77
OG0001743	WP_205220059.1	Utg859098_346
OG0001744	WP_240192007.1	Utg860006_96
OG0001745	WP_205218146.1	Utg859098_360
OG0001746	WP_205218147.1	Utg859098_361
OG0001752	WP_205220067.1	Utg858432_100
OG0001753	WP_205220048.1	Utg858498_23
OG0001754	WP_205219070.1	Utg859388_183, Utg858498_25
OG0001755	WP_205218153.1	Utg859388_137
OG0001756	WP_205218156.1	Utg859388_133
OG0001758	WP_205218747.1	Utg859388_90
OG0001759	WP_205219206.1	Utg857994_44
OG0001760	WP_205219204.1	Utg857994_46
OG0001761	WP_205219203.1	Utg857994_48
OG0001762	WP_205219202.1	Utg857994_49
OG0001764	WP_205218920.1	Utg866558_20
OG0001768	WP_240191939.1	Utg858432_92
OG0001769	WP_205217645.1	Utg858432_83
OG0001771	WP_205217761.1	Utg862138_11
OG0001773	WP_205218992.1, WP_205220181.1	Utg859982_138
OG0001774	WP_205219614.1	Utg859098_271
OG0001777	WP_205217420.1	Utg857682_37
OG0001778	WP_205217671.1	Utg864866_94
OG0001779	WP_205219325.1	Utg859432_44
OG0001780	WP_205219063.1	Utg859098_164
OG0001782	WP_205218704.1	Utg859750_32
OG0001788	WP_205219699.1	Utg860814_161
OG0001797	WP_205218777.1	Utg859388_44
OG0001802	WP_205218741.1	Utg859236_46
OG0001803	WP_205219116.1	Utg859982_110
OG0001806	WP_205217371.1	Utg858494_47
OG0001834	WP_205219836.1	Utg859098_291
OG0001842	WP_205219408.1	Utg861744_122
OG0001868	WP_205219101.1	Utg860814_329
OG0001869	WP_240192068.1	Utg860814_325
OG0001879	WP_205217340.1	Utg863716_64
OG0001880	WP_205217339.1	Utg863716_63
OG0001881	WP_205217399.1	Utg863716_32
OG0001882	WP_205217306.1	Utg861744_70
OG0001884	WP_205219750.1	Utg857152_196
OG0001885	WP_205220117.1	Utg857152_174
OG0001886	WP_205217781.1	Utg859750_88
OG0001887	WP_205217780.1	Utg859750_87
OG0001888	WP_205219041.1	Utg859750_80
OG0001889	WP_205217440.1	Utg859750_28
OG0001890	WP_240191902.1	Utg864866_95
OG0001891	WP_205218808.1	Utg864866_55
OG0001899	WP_240192008.1	Utg857682_79
OG0001904	WP_205219301.1	Utg860814_155
OG0001905	WP_205219615.1	Utg861744_99
OG0001906	WP_240191997.1	Utg861744_103
OG0001909	WP_205219392.1	Utg857300_54
OG0001911	WP_205219397.1	Utg857300_44
OG0001926	WP_205217516.1	Utg857152_17
OG0001928	WP_205217507.1	Utg857152_32
OG0001930	WP_205219168.1	Utg857152_59
OG0001932	WP_205218435.1	Utg857152_114
OG0001934	WP_205219695.1	Utg857046_183
OG0001935	WP_205218459.1	Utg857046_162
OG0001936	WP_205220017.1	Utg857046_139
OG0001937	WP_205220010.1	Utg857046_133
OG0001939	WP_205219555.1	Utg857046_23
OG0001943	WP_205217450.1	Utg857490_28
OG0001944	WP_240191913.1	Utg857490_23
OG0001945	WP_205219439.1	Utg857490_18
OG0001946	WP_240192039.1	Utg859432_82
OG0001947	WP_205218707.1	Utg859432_81
OG0001948	WP_205217967.1	Utg857490_14
OG0001949	WP_205217966.1	Utg857490_13
OG0001950	WP_205217965.1	Utg857490_12
OG0001951	WP_205217904.1	Utg858494_87
OG0001953	WP_205219242.1	Utg857076_34
OG0001954	WP_205219243.1	Utg857076_33
OG0001955	WP_205219248.1	Utg857076_27
OG0001960	WP_205218670.1	Utg860006_45
OG0001963	WP_205218684.1	Utg860006_66
OG0001964	WP_205220109.1	Utg860006_67
OG0001965	WP_205219277.1	Utg860006_82
OG0001967	WP_205220132.1	Utg860006_139
OG0001970	WP_240191909.1	Utg860006_164
OG0001971	WP_205219831.1	Utg859388_16
OG0001973	WP_205218794.1	Utg861744_101
OG0001974	WP_205220077.1	Utg859982_48
OG0001976	WP_240191975.1	Utg857152_220
OG0001977	WP_205218995.1	Utg859982_141
OG0001979	WP_205218665.1	Utg859982_158
OG0001980	WP_205219010.1	Utg859982_173
OG0001984	WP_240191989.1	Utg859098_183
OG0001985	WP_205218120.1	Utg859098_209
OG0001986	WP_205218720.1	Utg859098_227
OG0001987	WP_205218723.1	Utg859098_232
OG0001988	WP_205218724.1	Utg859098_233
OG0001991	WP_205219773.1	Utg859098_320
OG0001992	WP_205218743.1	Utg859098_340
OG0001994	WP_205220060.1	Utg859098_345
OG0001995	WP_205220058.1	Utg859098_347
OG0001996	WP_205220057.1	Utg859098_348
OG0001997	WP_205220056.1	Utg859098_349
OG0001999	WP_205218957.1	Utg859098_155
OG0002004	WP_205218962.1	Utg859388_125
OG0002005	WP_205219190.1	Utg859388_100
OG0002006	WP_205218745.1	Utg859388_94
OG0002009	WP_205220082.1	Utg859982_82
OG0002010	WP_205219198.1	Utg857994_127
OG0002011	WP_205218883.1	Utg861448_12
OG0002012	WP_205219131.1	Utg857992_17
OG0002013	WP_205218914.1	Utg866558_27
OG0002014	WP_205218913.1	Utg866558_28
OG0002015	WP_205218900.1	Utg858432_106
OG0002016	WP_205217644.1	Utg858432_82
OG0002017	WP_205217641.1	Utg858432_77
OG0002018	WP_205217640.1	Utg858432_76
OG0002019	WP_205217639.1	Utg858432_75
OG0002020	WP_205217615.1	Utg858432_27
OG0002021	WP_205218178.1	Utg858432_12
OG0002022	WP_205219509.1	Utg857994_31, Utg859236_85, Utg859388_142
OG0002023	WP_205219479.1	Utg859982_159
OG0002024	WP_205217400.1	Utg863716_31
OG0002025	WP_205220055.1	Utg859098_350
OG0002026	WP_205219240.1	Utg857076_37
OG0002027	WP_240192060.1	Utg858498_16
OG0002028	WP_205219181.1	Utg858432_140
OG0002036	WP_205218934.1	Utg857046_103
OG0002037	WP_205220168.1	Utg860814_256
OG0002046	WP_205219443.1	Utg859098_287
OG0002047	WP_205217983.1	Utg858494_3, Utg858494_2
OG0002051	WP_205220159.1	Utg859982_84
OG0002054	WP_205218661.1	Utg863716_42
OG0002057	WP_205220328.1	Utg860814_166
OG0002058	WP_205218836.1	Utg857076_68
OG0002059	WP_205218834.1	Utg857076_66
OG0002061	WP_205219112.1, WP_205219105.1	Utg857300_14
OG0002068	WP_205217303.1	Utg861744_90
OG0002069	WP_205219722.1	Utg857300_62
OG0002070	WP_205219944.1	Utg857682_20
OG0002071	WP_205220298.1	Utg857994_112
OG0002072	WP_205217975.1	Utg858432_63
OG0002074	WP_240192103.1	Utg859098_399
OG0002075	WP_205217470.1	Utg861448_51
OG0002075	WP_205217472.1	Utg861448_50, Utg861448_53
OG0002076	WP_205217473.1, WP_205218272.1	Utg861448_54
OG0002108	WP_205219311.1	Utg858494_35
OG0002122	WP_205218479.1	Utg859388_101
OG0002144	WP_205218488.1	Utg859098_318
OG0002155	WP_240191955.1	Utg860814_244
OG0002160	WP_205220424.1	Utg861744_144, Utg861744_143
OG0002161	WP_205218687.1	Utg863716_113
OG0002162	WP_205219055.1	Utg863716_98
OG0002163	WP_205218535.1	Utg863716_89
OG0002164	WP_205219785.1	Utg863716_88
OG0002166	WP_205218389.1	Utg859388_29
OG0002167	WP_205217304.1	Utg861744_72
OG0002193	WP_240192021.1	Utg861744_42
OG0002204	WP_205218070.1	Utg857152_186
OG0002217	WP_205220083.1	Utg857152_5
OG0002220	WP_205217483.1	Utg857152_71
OG0002225	WP_205218463.1	Utg857046_165
OG0002226	WP_205218464.1	Utg857046_164
OG0002237	WP_205217613.1	Utg857490_32
OG0002239	WP_205219165.1	Utg857994_53
OG0002242	WP_205220455.1	Utg859236_36
OG0002243	WP_205219803.1	Utg859236_24
OG0002252	WP_240191952.1	Utg859388_62
OG0002253	WP_205217750.1	Utg859388_75
OG0002259	WP_205218998.1	Utg859982_146
OG0002265	WP_205217353.1	Utg859098_257
OG0002290	WP_205217660.1	Utg862138_38
OG0002292	WP_205217753.1	Utg862138_3
OG0002302	WP_205218757.1	Utg857682_19
OG0002307	WP_205220329.1	Utg857994_64
OG0002308	WP_240192043.1	Utg857994_100
OG0002309	WP_205218339.1	Utg864866_8
OG0002318	WP_205218896.1	Utg859750_53
OG0002319	WP_205217534.1	Utg859750_56
OG0002321	WP_275888933.1	Utg857152_161
OG0002324	WP_205218662.1	Utg863716_41
OG0002328	WP_205219492.1	Utg859098_397
OG0002329	WP_205218305.1	Utg860814_29
OG0002334	WP_205218659.1	Utg859236_78
OG0002342	WP_205219996.1	Utg857994_3
OG0002345	WP_205218411.1	Utg859098_423
OG0002346	WP_205218410.1	Utg859098_425
OG0002355	WP_205218935.1	Utg857152_146, Utg857046_92
OG0002357	WP_275888949.1	Utg857152_239
OG0002362	WP_205219998.1	Utg858432_155
OG0002365	WP_205220092.1	Utg859982_59
OG0002366	WP_205218895.1	Utg859982_208
OG0002367	WP_205218160.1	Utg860814_312
OG0002491	WP_205217614.1	Utg864866_43
OG0002517	WP_205219784.1	Utg857682_42
OG0002558	WP_205219284.1	Utg857046_182
OG0002564	WP_205218706.1	Utg859432_80
OG0002584	WP_205219004.1	Utg859982_153
OG0002588	WP_240191956.1	Utg857682_156, Utg857682_155
OG0002610	WP_205218024.1	Utg857994_130
OG0002656	WP_275888950.1	Utg859982_116
OG0002675	WP_205217810.1	Utg860814_239
OG0002702	WP_205219723.1	Utg860006_119
OG0002705	WP_205217428.1	Utg858494_28
OG0002708	WP_205219844.1	Utg857152_152
OG0002712	WP_205220296.1	Utg857994_110
OG0002713	WP_205217981.1	Utg863716_118, Utg858494_5
OG0002717	WP_205217540.1	Utg859982_96
OG0002718	WP_205219118.1	Utg859982_115
OG0002719	WP_205219616.1	Utg859982_209
OG0002725	WP_205220392.1	Utg863716_122
OG0002874	WP_205219595.1	Utg857994_204
OG0002910	WP_205219917.1	Utg860814_53
OG0002911	WP_205220175.1	Utg859388_37
OG0002920	WP_205217443.1	Utg859750_24
OG0002960	WP_205220016.1	Utg857046_138
OG0002963	WP_205218716.1	Utg857152_151
OG0002976	WP_205217552.1	Utg860006_73
OG0002989	WP_205217853.1	Utg857682_154
OG0002990	WP_205217854.1	Utg857682_153
OG0003019	WP_205217435.1	Utg861744_75
OG0003025	WP_205219606.1	Utg859098_131
OG0003092	WP_205217984.1	Utg858494_1, Utg858432_166
OG0003112	WP_205219562.1	Utg865370_39
OG0003138	WP_205217360.1	Utg857046_18
OG0003152	WP_205218576.1	Utg859982_213
OG0003158	WP_205217471.1	Utg861448_52
OG0003536	WP_240192000.1	Utg858432_85
OG0003577	WP_205217557.1	Utg859432_66
OG0003578	WP_205217556.1	Utg859432_65
OG0003696	WP_205218309.1	Utg860814_24
OG0003697	WP_205218308.1	Utg860814_32
OG0003710	WP_205219898.1	Utg857076_15
OG0003711	WP_205219897.1	Utg857076_14
OG0003794	WP_205218195.1	Utg857300_59
OG0003821	WP_205217662.1	Utg864866_38
OG0004858	WP_205219721.1	Utg857300_61
OG0004859	WP_205219824.1	Utg857300_63
OG0004872	WP_205217982.1	Utg858494_4
OG0004886	WP_275888957.1	Utg859388_3
OG0004899	WP_205219139.1	Utg860006_12
OG0004907	WP_205217888.1	Utg863716_26
OG0004908	WP_205217889.1	Utg863716_27
OG0004909	WP_275888951.1	Utg863716_28
OG0004910	WP_205217891.1	Utg863716_29
