Orthogroup	Desulforhopalus vacuolatus DSM 9700	Desulfocapsa_06_corrosive
OG0001417	WP_240191906.1	Utg323074_181
OG0001418	WP_205218803.1	Utg323140_71, Utg323140_70
OG0001420	WP_205218031.1	Utg323180_159
OG0001421	WP_205218511.1	Utg323140_208
OG0001425	WP_205219463.1	Utg323160_127, Utg323266_8
OG0001427	WP_240192037.1	Utg323180_246
OG0001428	WP_240192023.1	Utg323160_108
OG0001429	WP_205218509.1	Utg323160_32
OG0001430	WP_205219288.1	Utg324810_30
OG0001431	WP_205219292.1	Utg324810_31
OG0001434	WP_205219276.1	Utg323300_79
OG0001435	WP_205219074.1	Utg323632_379
OG0001440	WP_205218095.1	Utg323180_13
OG0001441	WP_205217343.1	Utg323300_170
OG0001442	WP_205219869.1	Utg323300_176
OG0001443	WP_205219626.1	Utg323300_186
OG0001444	WP_205217458.1	Utg323300_199
OG0001445	WP_205217522.1	Utg323300_278
OG0001446	WP_205217500.1	Utg323300_314
OG0001447	WP_205217499.1	Utg323300_315
OG0001448	WP_205217484.1	Utg323300_346
OG0001450	WP_205218423.1	Utg323300_363
OG0001451	WP_205218436.1	Utg323300_392
OG0001452	WP_205218447.1	Utg323316_327
OG0001453	WP_205219878.1	Utg323316_313
OG0001454	WP_205218453.1	Utg323316_307
OG0001456	WP_205218474.1	Utg323140_221
OG0001458	WP_205217960.1	Utg323448_42
OG0001459	WP_205217959.1	Utg323448_43
OG0001461	WP_205219239.1	Utg323262_96
OG0001462	WP_205219252.1	Utg323262_112
OG0001463	WP_205218717.1, WP_205219871.1	Utg323152_415
OG0001464	WP_205219256.1	Utg323262_115
OG0001465	WP_275888998.1	Utg323262_162
OG0001466	WP_205219262.1	Utg323262_163
OG0001467	WP_240192093.1	Utg323300_237
OG0001469	WP_205218374.1	Utg324548_17
OG0001470	WP_240192034.1	Utg324548_36
OG0001472	WP_205217397.1	Utg323990_122
OG0001476	WP_275888992.1, WP_205219155.1, WP_205219144.1	Utg323990_61
OG0001477	WP_205219768.1	Utg323074_194
OG0001479	WP_205219121.1	Utg323074_140
OG0001481	WP_205217732.1	Utg323392_167
OG0001483	WP_205219646.1, WP_205220442.1, WP_205220070.1	Utg323392_133
OG0001484	WP_205220078.1	Utg323152_483
OG0001485	WP_205218991.1	Utg323152_448
OG0001486	WP_205219760.1	Utg323152_398
OG0001487	WP_205219799.1	Utg323152_393
OG0001488	WP_205218719.1	Utg323152_63
OG0001489	WP_205218744.1	Utg323140_21, Utg323152_59
OG0001507	WP_205220199.1	Utg323392_42
OG0001508	WP_205219069.1	Utg323392_53
OG0001510	WP_205218158.1	Utg323392_105
OG0001513	WP_205218714.1	Utg323392_18
OG0001514	WP_205219741.1	Utg323152_594
OG0001515	WP_205219742.1	Utg323152_595
OG0001516	WP_205219200.1	Utg323074_67
OG0001517	WP_275888982.1	Utg323632_369
OG0001518	WP_205218689.1	Utg323632_231
OG0001519	WP_205218174.1	Utg323632_77
OG0001520	WP_240192128.1	Utg323632_69
OG0001521	WP_205218568.1	Utg323632_28
OG0001522	WP_205217758.1	Utg323632_17
OG0001523	WP_205217700.1	Utg323152_126
OG0001524	WP_205219554.1	Utg323316_132
OG0001525	WP_205220282.1	Utg323152_157
OG0001527	WP_205219759.1	Utg323152_399
OG0001528	WP_205220200.1	Utg323392_44
OG0001529	WP_205219743.1	Utg323152_597
OG0001530	WP_205218443.1	Utg323300_212, Utg323316_332
OG0001531	WP_205218905.1	Utg323632_220
OG0001532	WP_205219796.1	Utg323152_396
OG0001534	WP_205219011.1	Utg323300_221
OG0001535	WP_275888941.1	Utg323180_615
OG0001536	WP_205219045.1	Utg323180_257
OG0001540	WP_205217325.1	Utg323152_416
OG0001542	WP_205219255.1	Utg323180_190
OG0001546	WP_205217565.1	Utg323300_151
OG0001547	WP_205217513.1	Utg323300_296
OG0001548	WP_205219017.1	Utg323392_177
OG0001567	WP_205220239.1	Utg323266_34
OG0001578	WP_205219201.1	Utg323074_66
OG0001580	WP_205219477.1	Utg323266_32
OG0001582	WP_205219007.1	Utg324810_81
OG0001589	WP_205218964.1	Utg323990_64
OG0001592	WP_205219476.1	Utg323266_33
OG0001596	WP_205218190.1	Utg323180_219
OG0001600	WP_205218489.1	Utg323392_35
OG0001601	WP_205220076.1	Utg323152_502
OG0001606	WP_205218781.1	Utg323140_263
OG0001608	WP_205217539.1	Utg323152_585
OG0001609	WP_205220015.1	Utg323316_232
OG0001615	WP_205218799.1	Utg323140_61
OG0001621	WP_205220345.1	Utg323300_338
OG0001624	WP_205220381.1	Utg323632_331
OG0001628	WP_205219097.1	Utg323180_701
OG0001633	WP_240192052.1	Utg323180_473
OG0001634	WP_205218843.1	Utg323180_472
OG0001635	WP_205217525.1	Utg323180_437
OG0001636	WP_205218664.1	Utg323152_434
OG0001637	WP_205219282.1	Utg323180_319
OG0001639	WP_205218688.1	Utg323180_294
OG0001640	WP_240192065.1	Utg323180_273
OG0001641	WP_205219042.1	Utg323180_254
OG0001644	WP_205217342.1	Utg323180_227
OG0001649	WP_152943676.1	Utg323160_19
OG0001650	WP_205217312.1	Utg323160_18
OG0001651	WP_205217309.1	Utg324810_106, Utg323160_14
OG0001658	WP_205219029.1	Utg323180_26
OG0001659	WP_205219022.1	Utg323180_25
OG0001660	WP_205218804.1	Utg323140_94
OG0001661	WP_205218805.1	Utg323140_95
OG0001664	WP_205219632.1	Utg323140_165
OG0001665	WP_205219330.1	Utg323140_177
OG0001666	WP_205218512.1	Utg323140_207
OG0001669	WP_205220018.1	Utg323152_96
OG0001670	WP_205218520.1	Utg323140_232
OG0001671	WP_205218518.1	Utg323140_235
OG0001672	WP_240192016.1	Utg323300_424
OG0001673	WP_205218623.1	Utg323140_267, Utg325220_61
OG0001675	WP_205217877.1	Utg323140_127
OG0001679	WP_205217819.1	Utg323262_51, Utg323140_66
OG0001680	WP_205218806.1	Utg323160_121
OG0001681	WP_240192024.1	Utg323160_119
OG0001682	WP_205218795.1	Utg323160_115
OG0001685	WP_240191914.1	Utg323160_36
OG0001686	WP_205218223.1	Utg323140_195
OG0001687	WP_205218343.1	Utg324810_22
OG0001693	WP_240192096.1	Utg323300_100
OG0001694	WP_205219396.1	Utg323300_106
OG0001698	WP_205217564.1	Utg324810_93
OG0001699	WP_205219493.1	Utg323392_67
OG0001700	WP_205218371.1	Utg323300_171
OG0001701	WP_205217462.1	Utg323300_192
OG0001703	WP_205217457.1	Utg323300_213
OG0001705	WP_205217494.1	Utg323300_325, Utg323300_324
OG0001706	WP_205217486.1	Utg323300_344
OG0001707	WP_205217523.1	Utg323300_354
OG0001709	WP_205218438.1	Utg323316_345
OG0001712	WP_205219879.1	Utg323316_312
OG0001713	WP_205219008.1	Utg323316_150
OG0001715	WP_205219546.1	Utg323316_101
OG0001716	WP_240192115.1	Utg323316_97, Utg323632_2
OG0001717	WP_205220261.1	Utg323316_85
OG0001718	WP_205217957.1	Utg323448_45
OG0001719	WP_205217956.1	Utg323448_46
OG0001720	WP_205219241.1	Utg323262_98
OG0001721	WP_205219353.1	Utg323300_240
OG0001725	WP_205218291.1	Utg324548_32
OG0001726	WP_205218290.1	Utg324548_34
OG0001728	WP_205217803.1	Utg323990_169
OG0001734	WP_205219314.1	Utg323392_183
OG0001735	WP_205219648.1	Utg323392_135
OG0001738	WP_205218127.1	Utg323152_212
OG0001743	WP_205220059.1	Utg323152_53
OG0001744	WP_240192007.1	Utg323990_107
OG0001745	WP_205218146.1	Utg323152_41
OG0001746	WP_205218147.1	Utg323152_40
OG0001752	WP_205220067.1	Utg323632_207
OG0001753	WP_205220048.1	Utg323392_47
OG0001754	WP_205219070.1	Utg323392_49
OG0001755	WP_205218153.1	Utg323392_98
OG0001756	WP_205218156.1	Utg323392_103
OG0001758	WP_205218747.1	Utg323392_131
OG0001759	WP_205219206.1	Utg323074_58
OG0001760	WP_205219204.1	Utg323074_60
OG0001761	WP_205219203.1	Utg323074_62
OG0001762	WP_205219202.1	Utg323074_63
OG0001764	WP_205218920.1	Utg323632_297
OG0001768	WP_240191939.1	Utg323632_139
OG0001769	WP_205217645.1	Utg323632_132
OG0001771	WP_205217761.1	Utg323632_20
OG0001772	WP_205218477.1	Utg323140_218
OG0001773	WP_205218992.1, WP_205220181.1	Utg323152_447
OG0001774	WP_205219614.1	Utg323152_144
OG0001776	WP_205219142.1	Utg323074_200, Utg323262_8, Utg323152_519
OG0001778	WP_205217671.1	Utg323140_59
OG0001779	WP_205219325.1	Utg323140_183
OG0001780	WP_205219063.1	Utg323152_252, Utg323152_251
OG0001782	WP_205218704.1	Utg323180_14
OG0001788	WP_205219699.1	Utg323180_580
OG0001797	WP_205218777.1	Utg323392_181
OG0001799	WP_205218362.1	Utg323448_120
OG0001802	WP_205218741.1	Utg324548_23
OG0001803	WP_205219116.1	Utg324810_2
OG0001822	WP_205218057.1	Utg323262_59
OG0001834	WP_205219836.1	Utg323152_116
OG0001840	WP_205217595.1	Utg323180_422
OG0001842	WP_205219408.1	Utg324810_57
OG0001868	WP_205219101.1	Utg323180_710
OG0001869	WP_240192068.1	Utg323180_707
OG0001879	WP_205217340.1	Utg323180_242
OG0001880	WP_205217339.1	Utg323180_241
OG0001881	WP_205217399.1	Utg323180_195
OG0001882	WP_205217306.1	Utg324810_103, Utg323160_11
OG0001884	WP_205219750.1	Utg323180_124
OG0001885	WP_205220117.1	Utg323180_101
OG0001886	WP_205217781.1	Utg323180_47
OG0001887	WP_205217780.1	Utg323180_46
OG0001888	WP_205219041.1	Utg323180_40
OG0001889	WP_205217440.1	Utg323180_7
OG0001890	WP_240191902.1	Utg323140_58
OG0001891	WP_205218808.1	Utg323140_100
OG0001899	WP_240192008.1	Utg325220_113
OG0001901	WP_205220028.1	Utg323632_383
OG0001902	WP_205218551.1	Utg323160_117
OG0001904	WP_205219301.1	Utg323180_539
OG0001905	WP_205219615.1	Utg324810_82
OG0001906	WP_240191997.1	Utg324810_76
OG0001909	WP_205219392.1	Utg323300_96
OG0001911	WP_205219397.1	Utg323300_108
OG0001924	WP_205217724.1	Utg323300_226
OG0001925	WP_205219274.1	Utg323300_230
OG0001926	WP_205217516.1	Utg323300_290
OG0001928	WP_205217507.1	Utg323300_303
OG0001930	WP_205219168.1	Utg323300_331
OG0001934	WP_205219695.1	Utg323316_277, Utg323316_254
OG0001935	WP_205218459.1	Utg323316_237
OG0001936	WP_205220017.1	Utg323316_234
OG0001937	WP_205220010.1	Utg323316_228
OG0001939	WP_205219555.1	Utg323316_135
OG0001942	WP_205218197.1	Utg323316_86
OG0001943	WP_205217450.1	Utg323448_20
OG0001944	WP_240191913.1	Utg323448_25
OG0001945	WP_205219439.1	Utg323448_30
OG0001946	WP_240192039.1	Utg323140_216
OG0001947	WP_205218707.1	Utg323140_215
OG0001948	WP_205217967.1	Utg323448_34
OG0001949	WP_205217966.1	Utg323448_35
OG0001950	WP_205217965.1	Utg323448_36
OG0001951	WP_205217904.1	Utg323448_103
OG0001953	WP_205219242.1	Utg323262_99
OG0001954	WP_205219243.1	Utg323262_100
OG0001955	WP_205219248.1	Utg323262_105
OG0001960	WP_205218670.1	Utg323990_157
OG0001963	WP_205218684.1	Utg323990_136
OG0001964	WP_205220109.1	Utg323990_135
OG0001965	WP_205219277.1	Utg323990_120
OG0001967	WP_205220132.1	Utg323990_73
OG0001970	WP_240191909.1	Utg323990_39
OG0001971	WP_205219831.1	Utg323392_221
OG0001973	WP_205218794.1	Utg324810_79
OG0001974	WP_205220077.1	Utg323152_499
OG0001976	WP_240191975.1	Utg323180_161
OG0001977	WP_205218995.1	Utg323152_445
OG0001979	WP_205218665.1	Utg323152_433
OG0001980	WP_205219010.1	Utg323152_421
OG0001984	WP_240191989.1	Utg323152_228
OG0001985	WP_205218120.1	Utg323152_204
OG0001986	WP_205218720.1	Utg323152_187
OG0001987	WP_205218723.1	Utg323152_182
OG0001988	WP_205218724.1	Utg323152_181
OG0001991	WP_205219773.1	Utg323152_79
OG0001992	WP_205218743.1	Utg323152_61
OG0001994	WP_205220060.1	Utg323152_54
OG0001995	WP_205220058.1	Utg323152_52
OG0001996	WP_205220057.1	Utg323152_51
OG0001997	WP_205220056.1	Utg323152_50
OG0001999	WP_205218957.1	Utg323152_261
OG0002004	WP_205218962.1	Utg323392_112
OG0002005	WP_205219190.1	Utg323392_121
OG0002006	WP_205218745.1	Utg323392_127
OG0002009	WP_205220082.1	Utg323152_477
OG0002010	WP_205219198.1	Utg323074_109
OG0002011	WP_205218883.1	Utg323392_261
OG0002012	WP_205219131.1	Utg323632_353
OG0002013	WP_205218914.1	Utg323632_290
OG0002014	WP_205218913.1	Utg323632_289
OG0002015	WP_205218900.1	Utg323632_213
OG0002016	WP_205217644.1	Utg323632_131
OG0002017	WP_205217641.1	Utg323632_126
OG0002018	WP_205217640.1	Utg323632_125
OG0002019	WP_205217639.1	Utg323632_124
OG0002020	WP_205217615.1	Utg323632_87
OG0002021	WP_205218178.1	Utg323632_73
OG0002022	WP_205219509.1	Utg323392_92
OG0002023	WP_205219479.1	Utg323152_432
OG0002024	WP_205217400.1	Utg323180_194
OG0002025	WP_205220055.1	Utg323152_49
OG0002026	WP_205219240.1	Utg323262_97
OG0002027	WP_240192060.1	Utg323392_41
OG0002028	WP_205219181.1	Utg323632_249
OG0002029	WP_205218318.1	Utg324810_38
OG0002030	WP_205218785.1	Utg323140_259
OG0002033	WP_205218755.1	Utg323180_11
OG0002036	WP_205218934.1	Utg323316_199
OG0002037	WP_205220168.1	Utg323180_664
OG0002042	WP_205220000.1	Utg323074_219
OG0002046	WP_205219443.1	Utg323152_113
OG0002047	WP_205217983.1	Utg323152_118
OG0002051	WP_205220159.1	Utg323152_475
OG0002054	WP_205218661.1	Utg323180_207, Utg323180_206
OG0002057	WP_205220328.1	Utg323180_585
OG0002058	WP_205218836.1	Utg323262_64
OG0002059	WP_205218834.1	Utg323262_66
OG0002060	WP_205218315.1	Utg323262_131
OG0002061	WP_205219112.1, WP_205219105.1	Utg323300_143
OG0002062	WP_205218754.1	Utg323300_256
OG0002064	WP_205218360.1	Utg323316_58
OG0002068	WP_205217303.1	Utg323632_203
OG0002069	WP_205219722.1	Utg325220_16
OG0002108	WP_205219311.1	Utg323300_454
OG0002122	WP_205218479.1	Utg323392_119
OG0002125	WP_205217468.1	Utg323262_22
OG0002126	WP_205219219.1	Utg323160_96
OG0002127	WP_205219351.1	Utg323160_94
OG0002144	WP_205218488.1	Utg323152_82
OG0002155	WP_240191955.1	Utg323180_652
OG0002158	WP_205218859.1	Utg323180_495
OG0002160	WP_205220424.1	Utg324810_33
OG0002161	WP_205218687.1	Utg323180_295
OG0002162	WP_205219055.1	Utg323180_275
OG0002163	WP_205218535.1	Utg323180_266
OG0002164	WP_205219785.1	Utg323180_265
OG0002166	WP_205218389.1	Utg323392_198
OG0002167	WP_205217304.1	Utg323160_9
OG0002178	WP_240192141.1	Utg323152_125
OG0002179	WP_205218523.1	Utg323140_229
OG0002180	WP_205218522.1	Utg323140_230
OG0002181	WP_205218521.1	Utg323140_231
OG0002182	WP_205218519.1	Utg323140_233
OG0002184	WP_205217481.1	Utg323140_250
OG0002185	WP_205218784.1	Utg323140_260
OG0002186	WP_205218782.1	Utg323140_262
OG0002189	WP_205217551.1	Utg323632_380
OG0002192	WP_205218058.1	Utg323262_58
OG0002193	WP_240192021.1	Utg323160_43
OG0002195	WP_205218342.1	Utg324810_23
OG0002204	WP_205218070.1	Utg323180_112
OG0002210	WP_205218373.1, WP_205218372.1	Utg323300_172
OG0002211	WP_275888969.1	Utg323300_173
OG0002212	WP_205218589.1	Utg323300_188
OG0002213	WP_205217460.1	Utg323300_195
OG0002214	WP_205217723.1	Utg323300_227
OG0002215	WP_205217722.1	Utg323300_228
OG0002216	WP_205217561.1	Utg323300_261
OG0002217	WP_205220083.1	Utg323300_277
OG0002220	WP_205217483.1	Utg323300_347
OG0002225	WP_205218463.1	Utg323316_240
OG0002226	WP_205218464.1	Utg323316_239
OG0002235	WP_205220265.1	Utg323316_82
OG0002236	WP_205220270.1	Utg323316_72
OG0002237	WP_205217613.1	Utg323316_66
OG0002239	WP_205219165.1	Utg323074_68
OG0002240	WP_205219355.1	Utg323300_238
OG0002242	WP_205220455.1	Utg324548_33
OG0002243	WP_205219803.1	Utg323990_212
OG0002252	WP_240191952.1	Utg323392_156
OG0002253	WP_205217750.1	Utg323392_143
OG0002259	WP_205218998.1	Utg323152_441
OG0002265	WP_205217353.1	Utg323152_158
OG0002273	WP_240192137.1	Utg323300_216
OG0002290	WP_205217660.1	Utg323632_50
OG0002292	WP_205217753.1	Utg323632_11
OG0002293	WP_205218709.1	Utg323140_217
OG0002301	WP_205220269.1	Utg323316_73
OG0002302	WP_205218757.1	Utg323152_122
OG0002303	WP_205218107.1	Utg323152_124
OG0002307	WP_205220329.1	Utg323074_79
OG0002308	WP_240192043.1	Utg323074_87
OG0002309	WP_205218339.1	Utg323140_155
OG0002318	WP_205218896.1	Utg323180_15
OG0002319	WP_205217534.1	Utg323180_19
OG0002321	WP_275888933.1	Utg323180_72
OG0002324	WP_205218662.1	Utg323180_205
OG0002326	WP_205219164.1, WP_205219988.1, WP_205219991.1, WP_205219224.1	Utg323180_348
OG0002327	WP_205219388.1	Utg323180_384
OG0002328	WP_205219492.1	Utg323180_411
OG0002329	WP_205218305.1	Utg323180_448
OG0002334	WP_205218659.1	Utg323262_182, Utg323262_185
OG0002342	WP_205219996.1	Utg323316_50
OG0002344	WP_240191926.1	Utg323316_366
OG0002345	WP_205218411.1	Utg323392_10
OG0002346	WP_205218410.1	Utg323392_12
OG0002353	WP_240192048.1	Utg325220_67
OG0002354	WP_205218328.1	Utg325220_95
OG0002491	WP_205217614.1	Utg323140_116
OG0002497	WP_205219313.1	Utg323180_647
OG0002509	WP_205219489.1	Utg323262_50
OG0002517	WP_205219784.1	Utg323266_97
OG0002523	WP_240191976.1	Utg323300_128, Utg323140_204
OG0002524	WP_205218061.1	Utg323262_55
OG0002531	WP_205218660.1	Utg324810_21
OG0002564	WP_205218706.1	Utg323140_214
OG0002610	WP_205218024.1	Utg323074_112
OG0002636	WP_205219312.1	Utg323180_646
OG0002656	WP_275888950.1	Utg323152_467
OG0002675	WP_205217810.1	Utg323180_645
OG0002680	WP_205218321.1	Utg323300_34
OG0002682	WP_205217729.1	Utg323300_320
OG0002686	WP_205219993.1	Utg323316_44
OG0002702	WP_205219723.1	Utg323990_95
OG0002705	WP_205217428.1	Utg323990_230
OG0002865	WP_205220174.1	Utg323074_148
OG0002874	WP_205219595.1	Utg323074_189
OG0002910	WP_205219917.1	Utg323180_469
OG0002911	WP_205220175.1	Utg323392_190
OG0002960	WP_205220016.1	Utg323316_233
OG0002963	WP_205218716.1	Utg323300_435
OG0002976	WP_205217552.1	Utg323990_130
OG0002979	WP_205219154.1	Utg323152_367
OG0003019	WP_205217435.1	Utg323262_133
OG0003025	WP_205219606.1	Utg323152_285
OG0003057	WP_205218722.1	Utg323152_184
OG0003071	WP_205219220.1, WP_205218316.1, WP_205218532.1	Utg323180_169
OG0003076	WP_205218907.1	Utg323180_398
OG0003092	WP_205217984.1	Utg323300_22
OG0003093	WP_205220232.1	Utg323300_23
OG0003112	WP_205219562.1	Utg323316_244
OG0003137	WP_205217693.1, WP_205217702.1	Utg325220_84
OG0003526	WP_205218055.1	Utg323262_61
OG0003527	WP_205218062.1	Utg323262_54
OG0003532	WP_205218089.1	Utg323160_109
OG0003650	WP_205218060.1	Utg323262_56
OG0003670	WP_240192003.1	Utg323152_238
OG0003684	WP_205220349.1, WP_205219013.1	Utg323180_145
OG0003696	WP_205218309.1	Utg323180_445
OG0003697	WP_205218308.1	Utg323180_451
OG0003710	WP_205219898.1	Utg323262_117
OG0003711	WP_205219897.1	Utg323262_118
OG0003726	WP_205219882.1	Utg323300_77
OG0003736	WP_205217698.1	Utg323316_36, Utg323300_458
OG0003746	WP_205219994.1	Utg323316_48
OG0003787	WP_205218643.1	Utg325220_5
OG0004671	WP_205218256.1	Utg323152_239
OG0004766	WP_205218701.1	Utg323266_57
OG0004796	WP_205219995.1	Utg323316_49
OG0004798	WP_205220339.1	Utg323316_64
OG0004849	WP_205220152.1	Utg325220_76
