Orthogroup	Desulfovibrio ferrophilus IS5	Desulfocapsa sulfexigens DSM 10523
OG0001338	WP_126380613.1	WP_015404706.1, WP_015404240.1
OG0001346	WP_126380198.1	WP_015404661.1
OG0001346	WP_126379623.1	WP_015404552.1
OG0001352	WP_126380724.1	WP_083907249.1
OG0001358	WP_126380926.1	WP_015403757.1
OG0001359	WP_126378112.1	WP_015402631.1
OG0001361	WP_126379489.1	WP_015404784.1
OG0001365	WP_126380671.1	WP_015402601.1
OG0001369	WP_126380867.1	WP_015403939.1
OG0001374	WP_172961646.1	WP_015402596.1
OG0001377	WP_197723437.1	WP_015404675.1
OG0001380	WP_172961834.1, WP_232034919.1	WP_015402538.1
OG0001381	WP_126377982.1	WP_167320697.1
OG0001387	WP_126380175.1	WP_015402510.1
OG0001392	WP_126380816.1	WP_015403848.1
OG0001393	WP_126377965.1	WP_015402537.1
OG0001396	WP_126377302.1	WP_015402320.1
OG0001397	WP_126380435.1	WP_015402330.1
OG0001398	WP_126378439.1	WP_015402341.1
OG0001400	WP_126376713.1	WP_015402356.1, WP_015402357.1
OG0001401	WP_232034891.1	WP_015402363.1
OG0001403	WP_126379677.1	WP_015402522.1
OG0001404	WP_126379673.1	WP_015402524.1
OG0001405	WP_126379669.1	WP_015402526.1
OG0001406	WP_126379667.1	WP_015402527.1
OG0001407	WP_232034870.1	WP_015402550.1, WP_015403637.1
OG0001409	WP_126379876.1	WP_015402572.1
OG0001410	WP_126378006.1	WP_015402627.1
OG0001412	WP_126380903.1	WP_015402655.1
OG0001413	WP_126375914.1	WP_015402663.1
OG0001414	WP_126380808.1	WP_015402670.1
OG0001416	WP_126380970.1	WP_015402723.1
OG0001417	WP_172961770.1	WP_015404679.1, WP_015402757.1
OG0001419	WP_126375677.1	WP_015404866.1, WP_015402898.1
OG0001420	WP_126380840.1	WP_015404867.1, WP_015402901.1
OG0001422	WP_172961611.1	WP_015403148.1, WP_015405489.1, WP_015405515.1
OG0001423	WP_197723467.1	WP_015403191.1
OG0001424	WP_126377611.1	WP_015403202.1
OG0001427	WP_126381549.1	WP_015403323.1
OG0001428	WP_126380425.1	WP_015403329.1
OG0001429	WP_126381441.1	WP_015403372.1
OG0001431	WP_126379426.1	WP_015403408.1, WP_015403612.1
OG0001432	WP_172961684.1	WP_015403410.1
OG0001433	WP_126376434.1	WP_015403462.1
OG0001435	WP_126379827.1	WP_015403513.1
OG0001436	WP_126381230.1	WP_015403574.1, WP_015405666.1
OG0001437	WP_126380667.1	WP_015403599.1
OG0001439	WP_126378295.1	WP_015403727.1
OG0001442	WP_126380372.1	WP_015403745.1
OG0001443	WP_126380677.1	WP_015403750.1
OG0001446	WP_126380810.1	WP_015403882.1
OG0001447	WP_126380811.1	WP_015403883.1
OG0001448	WP_126380662.1	WP_015403915.1
OG0001449	WP_172961735.1	WP_015403927.1
OG0001451	WP_126379263.1	WP_015403962.1
OG0001452	WP_126379761.1	WP_015403999.1
OG0001453	WP_126380799.1	WP_015405581.1
OG0001454	WP_126379371.1	WP_015404017.1
OG0001455	WP_126381108.1	WP_015404060.1
OG0001456	WP_126377756.1	WP_015404191.1
OG0001458	WP_126379170.1	WP_015404263.1
OG0001459	WP_126379172.1	WP_015404264.1
OG0001461	WP_126375772.1	WP_015404345.1
OG0001462	WP_126376109.1	WP_015404361.1
OG0001465	WP_126380711.1	WP_015404377.1
OG0001466	WP_126380710.1	WP_015404378.1
OG0001468	WP_126379085.1	WP_015404403.1
OG0001470	WP_126380714.1	WP_015404453.1
OG0001471	WP_126381019.1	WP_015404554.1
OG0001473	WP_126376650.1	WP_015404570.1
OG0001474	WP_126375756.1	WP_015404587.1
OG0001475	WP_126380744.1, WP_126375817.1	WP_015404593.1
OG0001477	WP_126379649.1	WP_015404630.1
OG0001478	WP_126380346.1	WP_015404708.1
OG0001479	WP_232034805.1	WP_015404716.1
OG0001482	WP_126376993.1	WP_015404801.1
OG0001484	WP_172961788.1	WP_015404829.1
OG0001485	WP_126381526.1	WP_015404861.1
OG0001486	WP_126378297.1	WP_015404957.1
OG0001487	WP_126375662.1	WP_015404962.1
OG0001490	WP_126380229.1	WP_015405283.1
OG0001491	WP_126380231.1	WP_015405284.1
OG0001492	WP_126380233.1	WP_015405285.1
OG0001493	WP_126380235.1	WP_015405286.1
OG0001494	WP_126379014.1	WP_015405298.1
OG0001495	WP_126380325.1	WP_015405299.1
OG0001496	WP_126380323.1	WP_015405301.1
OG0001497	WP_126380321.1	WP_015405302.1
OG0001498	WP_126377686.1	WP_015405303.1
OG0001499	WP_126377576.1	WP_015405310.1
OG0001500	WP_126377574.1	WP_015405311.1
OG0001501	WP_126377572.1	WP_015405312.1
OG0001502	WP_126377570.1	WP_015405313.1
OG0001503	WP_126377568.1	WP_015405314.1
OG0001504	WP_126377558.1	WP_015405321.1
OG0001505	WP_126378898.1	WP_015405325.1
OG0001507	WP_126380309.1	WP_015405355.1
OG0001508	WP_126378488.1	WP_015405364.1
OG0001510	WP_126378301.1	WP_015405389.1
OG0001514	WP_126381021.1	WP_015405464.1
OG0001515	WP_126380725.1	WP_015405465.1
OG0001517	WP_126380951.1	WP_015405523.1
OG0001518	WP_126380219.1	WP_015405617.1
OG0001519	WP_126375937.1	WP_015405703.1
OG0001522	WP_126377778.1, WP_126375673.1	WP_015405764.1
OG0001524	WP_126377372.1	WP_041916379.1
OG0001525	WP_126378614.1	WP_041916439.1
OG0001527	WP_126380909.1	WP_041917007.1
OG0001529	WP_126380726.1	WP_041917103.1
OG0001531	WP_126376450.1	WP_167320766.1
OG0001532	WP_172961634.1	WP_228130018.1
OG0001533	WP_126377670.1	WP_228130037.1
OG0001536	WP_126379671.1	WP_228130053.1
OG0001569	WP_126380849.1	WP_015405675.1
OG0001575	WP_126380851.1	WP_015405270.1
OG0001577	WP_126379872.1	WP_265588638.1
OG0001580	WP_126381009.1	WP_015403593.1
OG0001581	WP_126378419.1	WP_015405052.1
OG0001592	WP_232034815.1	WP_015403594.1
OG0001605	WP_126380672.1	WP_015403596.1
OG0001607	WP_126380585.1	WP_015403110.1
OG0001612	WP_126377975.1	WP_015402540.1
OG0001613	WP_126377973.1	WP_015402539.1
OG0001623	WP_172961675.1	WP_015403665.1
OG0001625	WP_126375741.1	WP_015402554.1
OG0001629	WP_126380928.1	WP_015402325.1
OG0001631	WP_126380897.1	WP_015402369.1
OG0001632	WP_126381075.1, WP_126376674.1	WP_015402378.1
OG0001638	WP_126377923.1	WP_015402472.1
OG0001640	WP_126377548.1	WP_015402509.1
OG0001643	WP_126379874.1	WP_015402562.1
OG0001645	WP_126378257.1	WP_015402574.1
OG0001646	WP_126375682.1, WP_126378768.1	WP_015402575.1
OG0001647	WP_126375581.1, WP_126379373.1	WP_015402595.1
OG0001649	WP_126378129.1	WP_015402617.1
OG0001650	WP_126378127.1	WP_015402618.1
OG0001651	WP_126378120.1	WP_015402621.1
OG0001652	WP_126378621.1	WP_015402651.1
OG0001653	WP_126379926.1	WP_015402676.1
OG0001654	WP_232034809.1	WP_015402693.1
OG0001656	WP_232034846.1	WP_015402712.1
OG0001657	WP_126377919.1	WP_015402719.1
OG0001660	WP_126377378.1	WP_015402784.1
OG0001663	WP_126376180.1	WP_015402846.1
OG0001664	WP_126376696.1	WP_015402916.1
OG0001668	WP_126375578.1	WP_015402986.1
OG0001676	WP_126378213.1	WP_015403171.1
OG0001677	WP_126379471.1	WP_015403189.1
OG0001678	WP_126377784.1	WP_015403204.1
OG0001681	WP_126379767.1	WP_015403228.1
OG0001682	WP_232034764.1	WP_015403231.1
OG0001683	WP_126378610.1	WP_015403353.1
OG0001684	WP_126378612.1	WP_015403354.1
OG0001687	WP_126375678.1	WP_015403403.1
OG0001689	WP_126381129.1	WP_015403450.1
OG0001690	WP_232034811.1	WP_015403457.1
OG0001691	WP_126380885.1	WP_015403458.1
OG0001694	WP_126375642.1, WP_126375625.1	WP_015403517.1
OG0001695	WP_126378966.1	WP_015403553.1
OG0001696	WP_126375871.1	WP_015403575.1
OG0001698	WP_126380289.1	WP_015403634.1
OG0001699	WP_126380303.1	WP_015403676.1
OG0001701	WP_126377053.1	WP_015403756.1
OG0001702	WP_126379330.1	WP_015403776.1
OG0001703	WP_232034817.1	WP_015403817.1
OG0001708	WP_126380738.1	WP_015403946.1
OG0001712	WP_126380798.1	WP_015404012.1
OG0001713	WP_126378994.1	WP_015404091.1
OG0001715	WP_126380217.1	WP_015404139.1
OG0001716	WP_126378088.1	WP_015404143.1
OG0001717	WP_126378305.1	WP_015404146.1
OG0001718	WP_126379176.1	WP_015404266.1
OG0001719	WP_126379178.1	WP_015404267.1
OG0001721	WP_126375906.1	WP_015404392.1
OG0001722	WP_126380640.1	WP_015404415.1
OG0001723	WP_126376383.1	WP_015404429.1
OG0001725	WP_126375908.1	WP_015404449.1
OG0001726	WP_126375912.1	WP_015404451.1
OG0001728	WP_126375546.1	WP_015404520.1
OG0001730	WP_126376648.1	WP_015404571.1
OG0001731	WP_126381269.1	WP_015404721.1
OG0001733	WP_126380462.1	WP_015404751.1
OG0001736	WP_126377842.1, WP_126380354.1	WP_015404824.1
OG0001739	WP_126378366.1	WP_015405055.1
OG0001740	WP_126377818.1	WP_015405058.1
OG0001741	WP_126377820.1	WP_015405059.1
OG0001742	WP_126377531.1	WP_015405145.1
OG0001747	WP_126380656.1	WP_015405290.1
OG0001748	WP_126377566.1	WP_015405315.1
OG0001750	WP_126377556.1	WP_015405322.1
OG0001751	WP_126379404.1	WP_015405327.1
OG0001757	WP_126375939.1	WP_015405420.1
OG0001770	WP_126378711.1	WP_015405678.1
OG0001771	WP_126375670.1	WP_015405761.1
OG0001772	WP_126376571.1	WP_041916383.1
OG0001777	WP_126377448.1	WP_153304785.1
OG0001781	WP_126378608.1	WP_228130043.1
OG0001821	WP_126377435.1	WP_015402747.1
OG0001828	WP_232034759.1	WP_015402594.1
OG0001835	WP_126379162.1	WP_015403755.1
OG0001848	WP_126378285.1	WP_052327045.1
OG0001854	WP_126380468.1	WP_015405276.1
OG0001874	WP_126375899.1	WP_015402413.1
OG0001878	WP_126377962.1	WP_015402536.1
OG0001883	WP_126380256.1	WP_015402633.1
OG0001893	WP_126378955.1	WP_015402870.1
OG0001896	WP_126380923.1	WP_015402912.1
OG0001899	WP_126378303.1	WP_015403091.1
OG0001917	WP_232034824.1	WP_015403706.1
OG0001918	WP_126379248.1	WP_015403716.1
OG0001921	WP_126379332.1	WP_015403775.1
OG0001922	WP_126378102.1	WP_015403780.1
OG0001923	WP_126376708.1	WP_015403794.1
OG0001925	WP_126378953.1	WP_015403830.1
OG0001929	WP_126375690.1	WP_015403894.1
OG0001931	WP_126377276.1	WP_015403899.1
OG0001932	WP_126377147.1	WP_015403961.1
OG0001933	WP_126375761.1	WP_015404013.1
OG0001940	WP_126378079.1	WP_015404111.1
OG0001942	WP_126381096.1	WP_015404145.1
OG0001957	WP_126377760.1	WP_015404457.1
OG0001962	WP_126376579.1	WP_015404546.1
OG0001966	WP_126376504.1	WP_015404580.1
OG0001968	WP_126381005.1	WP_015404595.1
OG0001972	WP_126376903.1	WP_015404754.1
OG0001975	WP_126380390.1	WP_015404855.1
OG0001978	WP_126377485.1	WP_015404880.1
OG0001989	WP_126379643.1	WP_015405089.1
OG0001990	WP_126379202.1	WP_015405096.1
OG0001993	WP_126377427.1	WP_015405185.1
OG0001998	WP_126375681.1	WP_015405211.1
OG0002008	WP_126376310.1	WP_015405459.1
OG0002023	WP_172961718.1	WP_041916427.1
OG0002027	WP_172961743.1	WP_052327019.1
OG0002034	WP_126379144.1	WP_167320716.1
OG0002035	WP_126380594.1	WP_167320736.1
OG0002039	WP_126378267.1	WP_265588641.1
OG0002040	WP_126379058.1	WP_265588646.1
OG0002150	WP_126380835.1	WP_015404387.1
OG0002156	WP_126379026.1, WP_126379771.1	WP_015402338.1
OG0002170	WP_172961602.1	WP_015402772.1
OG0002171	WP_126380525.1	WP_015402829.1
OG0002173	WP_126378854.1	WP_015402836.1
OG0002191	WP_126377084.1	WP_015403227.1
OG0002196	WP_126378004.1	WP_015404825.1, WP_015403437.1
OG0002199	WP_126380645.1	WP_015403529.1
OG0002202	WP_126377466.1	WP_015403633.1
OG0002212	WP_126377505.1	WP_015403752.1
OG0002227	WP_126381224.1	WP_015404068.1
OG0002230	WP_172961604.1, WP_172961726.1	WP_015404114.1
OG0002234	WP_126377814.1	WP_015404137.1
OG0002238	WP_126380201.1	WP_015404201.1
OG0002242	WP_126375910.1	WP_015404450.1
OG0002254	WP_126378619.1	WP_015404808.1
OG0002260	WP_126376317.1	WP_015404909.1
OG0002263	WP_126379641.1	WP_015405088.1
OG0002268	WP_126381178.1	WP_015405250.1
OG0002280	WP_126377622.1	WP_015405567.1
OG0002298	WP_126378074.1	WP_153304872.1
OG0002299	WP_126380616.1	WP_167320751.1
OG0002302	WP_126380039.1	WP_228130045.1
OG0002304	WP_269471677.1	WP_228130076.1
OG0002456	WP_126377642.1	WP_015403576.1
OG0002496	WP_126378368.1	WP_015402316.1
OG0002511	WP_126376889.1	WP_015402861.1
OG0002513	WP_172961600.1	WP_015403038.1
OG0002517	WP_172961689.1	WP_015403117.1
OG0002519	WP_126379469.1	WP_015403188.1
OG0002536	WP_126381485.1	WP_015403547.1
OG0002537	WP_172961765.1	WP_015403567.1
OG0002539	WP_126381064.1	WP_015403587.1
OG0002553	WP_126378039.1, WP_126378929.1	WP_015403931.1
OG0002554	WP_126380741.1	WP_015403947.1
OG0002576	WP_126380252.1	WP_015404581.1
OG0002579	WP_126376340.1	WP_015404638.1
OG0002582	WP_126375659.1	WP_015404746.1
OG0002591	WP_126377768.1	WP_015405118.1
OG0002592	WP_126377772.1	WP_015405120.1
OG0002593	WP_126381331.1	WP_015405121.1
OG0002597	WP_126375969.1	WP_015405257.1
OG0002610	WP_126376207.1	WP_015405486.1
OG0002627	WP_126377607.1	WP_041916846.1
OG0002848	WP_126379006.1	WP_015403305.1
OG0002906	WP_126378598.1	WP_015402333.1
OG0002908	WP_126377896.1	WP_015402394.1
OG0002909	WP_126376236.1	WP_015402420.1, WP_015404222.1
OG0002926	WP_172961660.1	WP_015402876.1
OG0002943	WP_126377242.1	WP_015403267.1
OG0002946	WP_126381213.1	WP_015403326.1
OG0002952	WP_126379246.1	WP_015403685.1
OG0002970	WP_126377764.1	WP_015404456.1
OG0002980	WP_126380203.1	WP_015404653.1, WP_015405332.1
OG0002992	WP_126377628.1	WP_015405077.1
OG0002994	WP_197723456.1	WP_015405116.1
OG0002996	WP_126377770.1	WP_015405119.1
OG0003002	WP_126379886.1	WP_015405410.1, WP_015405642.1
OG0003003	WP_126379745.1	WP_015405416.1
OG0003024	WP_126378699.1	WP_167320741.1
OG0003028	WP_126379814.1	WP_228130079.1
OG0003529	WP_232034837.1	WP_015403279.1
OG0003541	WP_126379017.1	WP_015403530.1
OG0003543	WP_126377860.1	WP_015403560.1
OG0003579	WP_126379569.1	WP_015404410.1
OG0004481	WP_126377898.1	WP_015402393.1
OG0004499	WP_126378531.1	WP_015402926.1
OG0004500	WP_126378529.1	WP_015402928.1
OG0004520	WP_126379912.1	WP_015403199.1
OG0004575	WP_126380607.1	WP_015404658.1
OG0004578	WP_126380181.1	WP_015404674.1
OG0004617	WP_126379269.1	WP_041916972.1
OG0004618	WP_126380916.1	WP_052326971.1
OG0004619	WP_126379896.1	WP_083907324.1
