Orthogroup	Desulfovibrio ferrophilus IS5	Desulforhopalus vacuolatus DSM 9700
OG0002068	WP_126376724.1	WP_205217303.1
OG0002070	WP_126378740.1, WP_126377222.1	WP_205219944.1
OG0002074	WP_126380041.1	WP_240192103.1
OG0002075	WP_126378313.1	WP_205217470.1, WP_205217472.1
OG0002078	WP_126379443.1	WP_205217670.1
OG0002079	WP_126378933.1, WP_126377425.1	WP_205217675.1
OG0002080	WP_126379557.1	WP_205218214.1, WP_205218216.1
OG0002081	WP_126379753.1	WP_205218311.1
OG0002082	WP_126375695.1	WP_205218322.1
OG0002084	WP_126378281.1	WP_205218926.1
OG0002085	WP_126376436.1	WP_275889006.1, WP_205219471.1
OG0002086	WP_126380878.1	WP_205219512.1
OG0002087	WP_126378846.1	WP_205219622.1
OG0002088	WP_126380049.1	WP_205219876.1
OG0002089	WP_126378185.1	WP_205220009.1
OG0002090	WP_126380431.1	WP_205220107.1
OG0002091	WP_172961754.1	WP_205220136.1
OG0002171	WP_126380525.1	WP_205219349.1
OG0002202	WP_126377466.1	WP_205218264.1
OG0002212	WP_126377505.1	WP_205218589.1
OG0002242	WP_126375910.1	WP_205220455.1
OG0002302	WP_126380039.1	WP_205218757.1
OG0002307	WP_126380068.1, WP_126380053.1	WP_205220329.1
OG0002328	WP_232034893.1	WP_205219492.1
OG0002329	WP_126379741.1	WP_205218305.1
OG0002344	WP_126379091.1, WP_126375683.1	WP_240191926.1
OG0002346	WP_126376660.1	WP_205218410.1
OG0002354	WP_126376202.1	WP_205218328.1
OG0002357	WP_126380629.1	WP_275888949.1
OG0002370	WP_126381496.1, WP_126375902.1, WP_232034816.1	WP_205217544.1
OG0002374	WP_126378755.1	WP_205218081.1
OG0002379	WP_126380890.1	WP_205219697.1
OG0002387	WP_126375549.1, WP_126378323.1	WP_205218813.1
OG0002389	WP_172961712.1	WP_205218961.1
OG0002390	WP_126378167.1	WP_205219030.1
OG0002394	WP_126378747.1	WP_205219472.1, WP_205219431.1
OG0002397	WP_172961676.1	WP_205219856.1, WP_205219862.1
OG0002401	WP_126379538.1	WP_275888938.1
OG0002440	WP_126380476.1	WP_205217338.1
OG0002455	WP_126379234.1	WP_205219980.1
OG0002462	WP_126381090.1	WP_205217546.1
OG0002517	WP_172961689.1	WP_205219784.1
OG0002610	WP_126376207.1	WP_205218024.1
OG0002686	WP_126378592.1	WP_205219993.1
OG0002702	WP_126378311.1	WP_205219723.1
OG0002708	WP_126375733.1	WP_205219844.1
OG0002713	WP_172961591.1	WP_205217981.1
OG0002729	WP_126377451.1	WP_205217669.1
OG0002730	WP_126377870.1	WP_205217680.1
OG0002731	WP_126377128.1	WP_205217814.1, WP_205220230.1
OG0002744	WP_126378165.1	WP_205219031.1
OG0002745	WP_126378163.1	WP_205219032.1
OG0002749	WP_232034786.1, WP_126381104.1	WP_205219421.1
OG0002751	WP_126379823.1, WP_126379415.1	WP_205219592.1
OG0002753	WP_126376999.1	WP_205219720.1
OG0002754	WP_126377834.1	WP_205219858.1
OG0002756	WP_126380590.1	WP_205220026.1
OG0002758	WP_126380064.1	WP_205220327.1
OG0002903	WP_126381641.1	WP_205220371.1, WP_205218247.1
OG0002908	WP_126377896.1	WP_205218299.1
OG0002992	WP_126377628.1	WP_205219485.1
OG0003158	WP_126378314.1	WP_205217471.1
OG0003163	WP_126379156.1	WP_205217390.1
OG0003166	WP_126380563.1	WP_205217433.1, WP_205219216.1
OG0003167	WP_126378173.1	WP_205217466.1
OG0003169	WP_126380657.1	WP_205217549.1
OG0003171	WP_126378852.1	WP_205219638.1, WP_205217784.1
OG0003181	WP_126381047.1	WP_205218415.1
OG0003200	WP_126377236.1	WP_205219520.1
OG0003207	WP_126375740.1, WP_126375739.1	WP_205219857.1
OG0003211	WP_232034832.1	WP_205220155.1
OG0003217	WP_172961714.1	WP_275888981.1
OG0003825	WP_126381092.1	WP_205217547.1
OG0003843	WP_126379934.1	WP_205218204.1
OG0003863	WP_126380643.1	WP_205219403.1
OG0003870	WP_126380482.1	WP_205219928.1
OG0003875	WP_126375781.1	WP_205220176.1
OG0003876	WP_126378019.1	WP_205220203.1
OG0003879	WP_126378108.1	WP_240191898.1
OG0004915	WP_126380566.1	WP_205217431.1
OG0004916	WP_126380565.1	WP_205217432.1
OG0004945	WP_126378742.1	WP_205218491.1
OG0004961	WP_126379208.1	WP_205219169.1
OG0004979	WP_126380598.1	WP_205219599.1
OG0004981	WP_126380891.1	WP_205219698.1
