Orthogroup	Desulfovibrio ferrophilus IS5	Desulfocapsa_13_biocide
OG0001477	WP_126379649.1	Utg857994_212
OG0001478	WP_126380346.1	Utg857994_167
OG0001479	WP_232034805.1	Utg857994_160
OG0001482	WP_126376993.1	Utg859388_79
OG0001484	WP_172961788.1	Utg859982_76
OG0001485	WP_126381526.1	Utg859982_137
OG0001486	WP_126378297.1	Utg859982_199
OG0001487	WP_126375662.1	Utg859982_205
OG0001490	WP_126380229.1	Utg859098_112
OG0001491	WP_126380231.1	Utg859098_111
OG0001492	WP_126380233.1	Utg859098_110
OG0001493	WP_126380235.1	Utg859098_109
OG0001494	WP_126379014.1	Utg859098_96
OG0001495	WP_126380325.1	Utg859098_95
OG0001496	WP_126380323.1	Utg859098_93
OG0001497	WP_126380321.1	Utg859098_92
OG0001498	WP_126377686.1	Utg859098_91
OG0001499	WP_126377576.1	Utg859098_84
OG0001500	WP_126377574.1	Utg859098_83
OG0001501	WP_126377572.1	Utg859098_82
OG0001502	WP_126377570.1	Utg859098_81
OG0001503	WP_126377568.1	Utg859098_80
OG0001504	WP_126377558.1	Utg859098_72
OG0001505	WP_126378898.1	Utg859098_65
OG0001507	WP_126380309.1	Utg858498_17
OG0001508	WP_126378488.1	Utg859388_180
OG0001510	WP_126378301.1	Utg859388_131
OG0001517	WP_126380951.1	Utg861448_3
OG0001518	WP_126380219.1	Utg858432_124
OG0001519	WP_126375937.1	Utg858432_20
OG0001522	WP_126377778.1, WP_126375673.1	Utg862138_8
OG0001524	WP_126377372.1	Utg857046_21
OG0001525	WP_126378614.1	Utg859098_258
OG0001527	WP_126380909.1	Utg859982_198
OG0001531	WP_126376450.1	Utg858432_112
OG0001532	WP_172961634.1	Utg859982_202
OG0001533	WP_126377670.1	Utg857682_41
OG0001536	WP_126379671.1	Utg863716_80
OG0001539	WP_126375629.1	Utg857994_99
OG0001540	WP_172961717.1	Utg859982_177
OG0001542	WP_126375570.1	Utg863716_18
OG0001547	WP_126379455.1	Utg857152_23
OG0001551	WP_126377223.1	Utg857682_45
OG0001552	WP_126377255.1	Utg859098_45
OG0001569	WP_126380849.1	Utg858432_56
OG0001571	WP_126375603.1	Utg859750_36
OG0001580	WP_126381009.1	Utg865370_25
OG0001581	WP_126378419.1	Utg859098_225
OG0001592	WP_232034815.1	Utg865370_26
OG0001596	WP_126378445.1	Utg863716_49
OG0001616	WP_126379459.1	Utg860006_142
OG0001622	WP_172961805.1	Utg857046_12
OG0001629	WP_126380928.1	Utg860814_261
OG0001632	WP_126381075.1, WP_126376674.1	Utg860814_112
OG0001638	WP_126377923.1	Utg859076_35
OG0001640	WP_126377548.1	Utg863716_96
OG0001645	WP_126378257.1	Utg863716_38
OG0001646	WP_126375682.1, WP_126378768.1	Utg863716_36
OG0001647	WP_126375581.1, WP_126379373.1	Utg857152_231
OG0001649	WP_126378129.1	Utg861744_63
OG0001650	WP_126378127.1	Utg861744_64
OG0001651	WP_126378120.1	Utg861744_67
OG0001652	WP_126378621.1	Utg857152_224
OG0001653	WP_126379926.1	Utg863716_114
OG0001654	WP_232034809.1	Utg857152_141
OG0001656	WP_232034846.1	Utg859750_74
OG0001657	WP_126377919.1	Utg859750_66
OG0001660	WP_126377378.1	Utg864866_62
OG0001663	WP_126376180.1	Utg857046_123
OG0001668	WP_126375578.1	Utg859098_284
OG0001676	WP_126378213.1	Utg865370_22
OG0001678	WP_126377784.1	Utg865370_13
OG0001683	WP_126378610.1	Utg861744_29, Utg857994_79
OG0001684	WP_126378612.1	Utg857994_78, Utg861744_30
OG0001689	WP_126381129.1	Utg859982_150
OG0001690	WP_232034811.1	Utg864866_115
OG0001691	WP_126380885.1	Utg864866_116
OG0001694	WP_126375642.1, WP_126375625.1	Utg857300_45
OG0001695	WP_126378966.1	Utg860814_90, Utg860814_88
OG0001699	WP_126380303.1	Utg859388_166
OG0001708	WP_126380738.1	Utg857152_98
OG0001712	WP_126380798.1	Utg857046_209
OG0001713	WP_126378994.1	Utg857046_37
OG0001722	WP_126380640.1	Utg857152_233
OG0001723	WP_126376383.1	Utg859982_186, Utg859236_48
OG0001725	WP_126375908.1	Utg859236_37
OG0001726	WP_126375912.1	Utg859236_35
OG0001727	WP_172961645.1	Utg859098_34
OG0001728	WP_126375546.1	Utg860006_34
OG0001730	WP_126376648.1	Utg860006_126
OG0001731	WP_126381269.1	Utg857994_155
OG0001733	WP_126380462.1	Utg859388_26
OG0001736	WP_126377842.1, WP_126380354.1	Utg861744_14
OG0001739	WP_126378366.1	Utg859098_229
OG0001740	WP_126377818.1	Utg859432_78
OG0001741	WP_126377820.1	Utg859432_77
OG0001742	WP_126377531.1	Utg859098_314, Utg859098_315
OG0001747	WP_126380656.1	Utg859098_105
OG0001748	WP_126377566.1	Utg859098_79
OG0001750	WP_126377556.1	Utg859098_71
OG0001751	WP_126379404.1	Utg859098_68
OG0001757	WP_126375939.1	Utg859388_95
OG0001770	WP_126378711.1	Utg858432_53
OG0001771	WP_126375670.1	Utg862138_11
OG0001777	WP_126377448.1	Utg857682_37
OG0001781	WP_126378608.1	Utg861744_28, Utg857994_80
OG0001783	WP_126379527.1	Utg859098_364
OG0001784	WP_126376577.1	Utg859982_187
OG0001785	WP_126378171.1	Utg860814_125
OG0001787	WP_126380010.1	Utg860814_152, Utg860814_153
OG0001788	WP_126375873.1	Utg860814_161
OG0001789	WP_126376158.1	Utg857046_113, Utg857046_104
OG0001789	WP_126376189.1	Utg860814_229
OG0001790	WP_126379998.1, WP_126376775.1	Utg857076_56
OG0001791	WP_126379651.1, WP_126380847.1	Utg859236_97
OG0001792	WP_126379947.1	Utg859236_94
OG0001793	WP_126380813.1	Utg859236_87
OG0001796	WP_126377719.1	Utg857046_47
OG0001798	WP_126375577.1	Utg857076_8
OG0001800	WP_126380893.1	Utg861448_34
OG0001801	WP_172961780.1	Utg866558_12
OG0001804	WP_126379870.1	Utg861744_98
OG0001810	WP_126375649.1	Utg859982_191
OG0001811	WP_126375648.1	Utg859982_193, Utg859982_192
OG0001821	WP_126377435.1	Utg857682_49
OG0001843	WP_126378517.1	Utg857682_104
OG0001848	WP_126378285.1	Utg860006_118
OG0001854	WP_126380468.1	Utg859098_120
OG0001874	WP_126375899.1	Utg860814_69
OG0001899	WP_126378303.1	Utg857682_79
OG0001918	WP_126379248.1	Utg857046_266
OG0001923	WP_126376708.1	Utg861744_139
OG0001929	WP_126375690.1	Utg857152_56
OG0001931	WP_126377276.1	Utg857152_61
OG0001932	WP_126377147.1	Utg857152_114
OG0001933	WP_126375761.1	Utg857046_208
OG0001940	WP_126378079.1	Utg857046_9
OG0001962	WP_126376579.1	Utg860006_62
OG0001968	WP_126381005.1	Utg860006_148
OG0001972	WP_126376903.1	Utg859388_30
OG0001975	WP_126380390.1	Utg857994_17
OG0001978	WP_126377485.1	Utg859982_147
OG0001989	WP_126379643.1	Utg857046_264
OG0001993	WP_126377427.1	Utg859098_344, Utg861448_56
OG0001998	WP_126375681.1	Utg859098_169
OG0002008	WP_126376310.1	Utg859982_3
OG0002023	WP_172961718.1	Utg859982_159
OG0002027	WP_172961743.1	Utg858498_16
OG0002034	WP_126379144.1	Utg857682_82
OG0002035	WP_126380594.1	Utg857994_215, Utg860814_305
OG0002039	WP_126378267.1	Utg864866_16
OG0002040	WP_126379058.1	Utg860814_274
OG0002044	WP_126380877.1	Utg857682_176
OG0002050	WP_126380344.1	Utg859982_117
OG0002051	WP_232034752.1	Utg859982_84
OG0002055	WP_232034884.1	Utg860814_124
OG0002057	WP_126377099.1	Utg860814_166
OG0002065	WP_126380021.1	Utg859076_21
OG0002068	WP_126376724.1	Utg861744_90
OG0002070	WP_126378740.1, WP_126377222.1	Utg857682_20
OG0002073	WP_126378940.1	Utg859076_52
OG0002074	WP_126380041.1	Utg859098_399
OG0002075	WP_126378313.1	Utg861448_51, Utg861448_50, Utg861448_53
OG0002137	WP_126375551.1	Utg857300_7
OG0002156	WP_126379026.1, WP_126379771.1	Utg860814_240
OG0002170	WP_172961602.1	Utg864866_74
OG0002173	WP_126378854.1	Utg857046_127
OG0002196	WP_126378004.1	Utg861744_113
OG0002227	WP_126381224.1	Utg857046_160
OG0002230	WP_172961604.1, WP_172961726.1	Utg857046_6
OG0002242	WP_126375910.1	Utg859236_36
OG0002254	WP_126378619.1	Utg859982_35
OG0002263	WP_126379641.1	Utg857046_263
OG0002268	WP_126381178.1	Utg859098_127
OG0002280	WP_126377622.1	Utg866558_34
OG0002302	WP_126380039.1	Utg857682_19
OG0002304	WP_269471677.1	Utg859236_5, Utg859098_32
OG0002305	WP_232034925.1	Utg862138_46
OG0002306	WP_126377735.1	Utg857994_58, Utg857994_57
OG0002307	WP_126380068.1, WP_126380053.1	Utg857994_64
OG0002313	WP_172961710.1	Utg859982_86
OG0002325	WP_126380658.1	Utg863716_94
OG0002328	WP_232034893.1	Utg859098_397
OG0002329	WP_126379741.1	Utg860814_29
OG0002330	WP_269471685.1	Utg860814_275
OG0002332	WP_126375589.1	Utg859982_70, Utg859098_432
OG0002335	WP_126380529.1	Utg859098_294
OG0002339	WP_126376466.1	Utg857152_15
OG0002340	WP_126380681.1, WP_126378864.1	Utg857152_133
OG0002346	WP_126376660.1	Utg859098_425
OG0002347	WP_126376342.1	Utg859098_430
OG0002357	WP_126380629.1	Utg857152_239
OG0002359	WP_126377862.1	Utg857994_94
OG0002360	WP_126377854.1	Utg857994_95
OG0002361	WP_126380123.1	Utg860006_178, Utg859982_2, Utg860006_177, Utg857994_237
OG0002363	WP_172961794.1	Utg859098_412
OG0002364	WP_232034829.1	Utg859750_42
OG0002488	WP_126380274.1	Utg857994_197
OG0002496	WP_126378368.1	Utg860814_272
OG0002517	WP_172961689.1	Utg857682_42
OG0002539	WP_126381064.1	Utg864866_96
OG0002554	WP_126380741.1	Utg857152_99
OG0002579	WP_126376340.1	Utg857994_200
OG0002582	WP_126375659.1	Utg859388_20
OG0002591	WP_126377768.1	Utg860006_105
OG0002592	WP_126377772.1	Utg860006_103
OG0002593	WP_126381331.1	Utg860006_102
OG0002597	WP_126375969.1	Utg857994_97
OG0002610	WP_126376207.1	Utg857994_130
OG0002646	WP_126380703.1	Utg859750_19
OG0002648	WP_126376276.1	Utg859098_313
OG0002652	WP_126379866.1	Utg859098_285
OG0002653	WP_126378354.1	Utg859098_234
OG0002654	WP_126380780.1	Utg859098_203
OG0002655	WP_126377177.1	Utg859098_410
OG0002679	WP_126375610.1	Utg857682_73
OG0002687	WP_172961592.1	Utg857046_106
OG0002691	WP_232034856.1	Utg858494_84
OG0002701	WP_126375768.1	Utg860006_145
OG0002702	WP_126378311.1	Utg860006_119
OG0002706	WP_126379904.1	Utg857046_15
OG0002707	WP_172961768.1	Utg857046_178
OG0002708	WP_126375733.1	Utg857152_152
OG0002711	WP_126375747.1	Utg857682_120
OG0002713	WP_172961591.1	Utg863716_118, Utg858494_5
OG0002722	WP_126377584.1	Utg860814_289
OG0002723	WP_126380633.1, WP_172961724.1	Utg861744_7
OG0002926	WP_172961660.1	Utg857076_5
OG0002994	WP_197723456.1	Utg860006_107
OG0002996	WP_126377770.1	Utg860006_104
OG0003003	WP_126379745.1	Utg859432_69
OG0003024	WP_126378699.1	Utg857152_240
OG0003078	WP_232034750.1	Utg860814_83
OG0003091	WP_126375609.1	Utg857682_71
OG0003099	WP_126380857.1	Utg857152_145
OG0003109	WP_126376166.1	Utg857046_105
OG0003110	WP_172961594.1	Utg857046_109
OG0003111	WP_126376187.1	Utg857046_112
OG0003114	WP_126380127.1	Utg857994_235
OG0003123	WP_126378275.1	Utg858432_127
OG0003131	WP_126376845.1	Utg860006_123
OG0003141	WP_126376500.1, WP_172961801.1	Utg857152_244
OG0003158	WP_126378314.1	Utg861448_52
OG0003541	WP_126379017.1	Utg857994_92
OG0003669	WP_126376139.1	Utg858494_69
OG0003690	WP_126380939.1	Utg859076_37
OG0003693	WP_126378697.1	Utg859098_417
OG0003698	WP_126376192.1	Utg860814_126
OG0003753	WP_126380660.1	Utg857046_116
OG0003780	WP_126380601.1	Utg860006_1
OG0003790	WP_269471679.1	Utg857682_72
OG0003802	WP_232034869.1	Utg858494_42
OG0003809	WP_232034946.1	Utg859098_390
OG0003812	WP_126378686.1	Utg859388_106
OG0004854	WP_126377090.1	Utg857046_97
OG0004879	WP_126378631.1	Utg859098_13
OG0004882	WP_126379078.1	Utg859098_53
