Orthogroup	Desulfovibrio ferrophilus IS5	Desulfocapsa_06_corrosive
OG0001312	WP_126379853.1	Utg323140_64
OG0001314	WP_126380008.1	Utg323180_567
OG0001318	WP_126376529.1, WP_126377620.1, WP_232034821.1	Utg323392_209
OG0001334	WP_126380821.1	Utg323160_118
OG0001337	WP_126377958.1	Utg323152_583
OG0001338	WP_126380613.1	Utg323074_156
OG0001346	WP_126379623.1	Utg323990_134
OG0001352	WP_126380724.1	Utg323300_353
OG0001358	WP_126380926.1	Utg323300_193
OG0001359	WP_126378112.1	Utg324810_88
OG0001365	WP_126380671.1	Utg323140_112
OG0001369	WP_126380867.1	Utg323300_365
OG0001374	WP_172961646.1	Utg323140_113
OG0001375	WP_126375718.1	Utg323152_237
OG0001377	WP_197723437.1, WP_126377666.1	Utg323074_223, Utg323990_3
OG0001380	WP_172961834.1, WP_232034919.1	Utg323152_574
OG0001381	WP_126377982.1	Utg323152_577
OG0001387	WP_126380175.1	Utg323180_272
OG0001393	WP_126377965.1	Utg323152_579
OG0001396	WP_126377302.1	Utg323180_671, Utg323180_672
OG0001397	WP_126380435.1	Utg323632_12
OG0001398	WP_126378439.1	Utg323180_644
OG0001400	WP_126376713.1	Utg323180_98, Utg323140_244, Utg323262_132
OG0001401	WP_232034891.1	Utg323180_602
OG0001403	WP_126379677.1	Utg323180_260
OG0001404	WP_126379673.1	Utg323180_258
OG0001405	WP_126379669.1	Utg323180_256
OG0001406	WP_126379667.1	Utg323180_255
OG0001407	WP_232034870.1	Utg323180_232
OG0001409	WP_126379876.1	Utg323180_209
OG0001410	WP_126378006.1	Utg324810_97, Utg324810_102, Utg323160_10
OG0001412	WP_126380903.1	Utg323180_134
OG0001413	WP_126375914.1	Utg323266_14
OG0001414	WP_126380808.1	Utg323180_104
OG0001416	WP_126380970.1	Utg323180_24
OG0001417	WP_172961770.1	Utg323074_181
OG0001419	WP_126375677.1	Utg323180_158
OG0001420	WP_126380840.1	Utg323180_159
OG0001422	WP_172961611.1	Utg323152_521, Utg323074_115
OG0001423	WP_197723467.1	Utg323300_255
OG0001424	WP_126377611.1	Utg323266_21
OG0001427	WP_126381549.1	Utg323180_246
OG0001428	WP_126380425.1	Utg323160_108
OG0001429	WP_126381441.1	Utg323160_32
OG0001431	WP_126379426.1	Utg324810_31
OG0001433	WP_126376434.1	Utg323266_70, Utg323262_191
OG0001435	WP_126379827.1	Utg323632_379
OG0001437	WP_126380667.1	Utg323140_145
OG0001439	WP_126378295.1	Utg323266_41
OG0001442	WP_126380372.1	Utg323300_176
OG0001443	WP_126380677.1	Utg323300_186
OG0001446	WP_126380810.1	Utg323300_314
OG0001447	WP_126380811.1	Utg323300_315
OG0001448	WP_126380662.1	Utg323300_346
OG0001449	WP_172961735.1	Utg324810_69
OG0001451	WP_126379263.1	Utg323300_392
OG0001452	WP_126379761.1	Utg323316_327
OG0001453	WP_126380799.1	Utg323316_313
OG0001454	WP_126379371.1	Utg323316_307
OG0001455	WP_126381108.1	Utg323074_161
OG0001456	WP_126377756.1	Utg323140_221
OG0001458	WP_126379170.1	Utg323448_42
OG0001459	WP_126379172.1	Utg323448_43
OG0001461	WP_126375772.1	Utg323262_96
OG0001462	WP_126376109.1	Utg323262_112
OG0001465	WP_126380711.1	Utg323262_162
OG0001466	WP_126380710.1	Utg323262_163
OG0001468	WP_126379085.1	Utg323316_186
OG0001470	WP_126380714.1	Utg324548_36
OG0001471	WP_126381019.1	Utg323990_132
OG0001473	WP_126376650.1	Utg323990_88, Utg323990_89
OG0001474	WP_126375756.1	Utg323990_74
OG0001475	WP_126380744.1, WP_126375817.1	Utg323990_67
OG0001477	WP_126379649.1	Utg323074_194
OG0001478	WP_126380346.1	Utg323074_154
OG0001479	WP_232034805.1	Utg323074_140
OG0001482	WP_126376993.1	Utg323392_140
OG0001484	WP_172961788.1	Utg323152_483
OG0001485	WP_126381526.1	Utg323152_448
OG0001486	WP_126378297.1	Utg323152_398
OG0001487	WP_126375662.1	Utg323152_393
OG0001490	WP_126380229.1	Utg323152_304
OG0001491	WP_126380231.1	Utg323152_305
OG0001492	WP_126380233.1	Utg323152_306
OG0001493	WP_126380235.1	Utg323152_307
OG0001494	WP_126379014.1	Utg323152_321
OG0001495	WP_126380325.1	Utg323152_322
OG0001496	WP_126380323.1	Utg323152_324
OG0001497	WP_126380321.1	Utg323152_325
OG0001498	WP_126377686.1	Utg323152_326
OG0001499	WP_126377576.1	Utg323152_333
OG0001500	WP_126377574.1	Utg323152_334
OG0001501	WP_126377572.1	Utg323152_335
OG0001502	WP_126377570.1	Utg323152_336
OG0001503	WP_126377568.1	Utg323152_337
OG0001504	WP_126377558.1	Utg323152_344
OG0001505	WP_126378898.1	Utg323152_373
OG0001507	WP_126380309.1	Utg323392_42
OG0001508	WP_126378488.1	Utg323392_53
OG0001510	WP_126378301.1	Utg323392_105
OG0001514	WP_126381021.1	Utg323152_594
OG0001515	WP_126380725.1	Utg323152_595
OG0001517	WP_126380951.1	Utg323632_369
OG0001518	WP_126380219.1	Utg323632_231
OG0001519	WP_126375937.1	Utg323632_77
OG0001522	WP_126377778.1, WP_126375673.1	Utg323632_17
OG0001524	WP_126377372.1	Utg323316_132
OG0001525	WP_126378614.1	Utg323152_157
OG0001527	WP_126380909.1	Utg323152_399
OG0001529	WP_126380726.1	Utg323152_597
OG0001531	WP_126376450.1	Utg323632_220
OG0001532	WP_172961634.1	Utg323152_396
OG0001533	WP_126377670.1	Utg323266_96
OG0001536	WP_126379671.1	Utg323180_257
OG0001539	WP_126375629.1	Utg323074_86
OG0001540	WP_172961717.1	Utg323152_416
OG0001542	WP_126375570.1	Utg323180_190
OG0001546	WP_126378352.1	Utg323300_151
OG0001547	WP_126379455.1	Utg323300_296
OG0001569	WP_126380849.1	Utg323632_115
OG0001580	WP_126381009.1	Utg323266_32
OG0001581	WP_126378419.1	Utg323152_188
OG0001584	WP_126379101.1	Utg323300_142
OG0001592	WP_232034815.1	Utg323266_33
OG0001596	WP_126378445.1	Utg323180_219
OG0001612	WP_126377975.1	Utg323152_572
OG0001613	WP_126377973.1	Utg323152_573
OG0001616	WP_126379459.1	Utg323990_71
OG0001629	WP_126380928.1	Utg323180_667
OG0001632	WP_126381075.1, WP_126376674.1	Utg323180_519
OG0001638	WP_126377923.1	Utg323180_311
OG0001640	WP_126377548.1	Utg323180_273
OG0001645	WP_126378257.1	Utg323180_202
OG0001646	WP_126375682.1, WP_126378768.1	Utg323180_200
OG0001647	WP_126375581.1, WP_126379373.1	Utg323180_171
OG0001649	WP_126378129.1	Utg323160_19
OG0001650	WP_126378127.1	Utg323160_18
OG0001651	WP_126378120.1	Utg324810_106, Utg323160_14
OG0001652	WP_126378621.1	Utg323180_164
OG0001653	WP_126379926.1	Utg323180_297
OG0001654	WP_232034809.1	Utg323300_423
OG0001656	WP_232034846.1	Utg323180_36
OG0001657	WP_126377919.1	Utg323180_28
OG0001660	WP_126377378.1	Utg323140_94
OG0001663	WP_126376180.1	Utg323316_218
OG0001664	WP_126376696.1	Utg323140_165
OG0001668	WP_126375578.1	Utg323152_128
OG0001676	WP_126378213.1	Utg323266_29
OG0001677	WP_126379471.1	Utg323300_253
OG0001678	WP_126377784.1	Utg323266_19
OG0001681	WP_126379767.1	Utg323160_119
OG0001682	WP_232034764.1	Utg323160_115
OG0001683	WP_126378610.1	Utg323160_70, Utg323392_246
OG0001684	WP_126378612.1	Utg323392_245, Utg323160_69
OG0001687	WP_126375678.1	Utg324810_22
OG0001689	WP_126381129.1	Utg323300_150
OG0001690	WP_232034811.1	Utg323140_40
OG0001691	WP_126380885.1	Utg323140_39
OG0001694	WP_126375642.1, WP_126375625.1	Utg323300_106
OG0001695	WP_126378966.1	Utg323180_499
OG0001698	WP_126380289.1	Utg324810_93
OG0001699	WP_126380303.1	Utg323392_67
OG0001701	WP_126377053.1	Utg323300_192
OG0001702	WP_126379330.1	Utg323300_257
OG0001703	WP_232034817.1	Utg323300_213
OG0001708	WP_126380738.1	Utg323300_375
OG0001712	WP_126380798.1	Utg323316_312
OG0001713	WP_126378994.1	Utg323316_150
OG0001715	WP_126380217.1	Utg323316_101
OG0001716	WP_126378088.1	Utg323316_97, Utg323632_2
OG0001717	WP_126378305.1	Utg323316_85
OG0001718	WP_126379176.1	Utg323448_45
OG0001719	WP_126379178.1	Utg323448_46
OG0001721	WP_126375906.1	Utg323300_240
OG0001722	WP_126380640.1	Utg323180_172
OG0001723	WP_126376383.1	Utg324548_21
OG0001725	WP_126375908.1	Utg324548_32
OG0001726	WP_126375912.1	Utg324548_34
OG0001728	WP_126375546.1	Utg323990_169
OG0001730	WP_126376648.1	Utg323990_87
OG0001731	WP_126381269.1	Utg323074_135
OG0001733	WP_126380462.1	Utg323392_201
OG0001736	WP_126377842.1, WP_126380354.1	Utg323160_87
OG0001739	WP_126378366.1	Utg323152_185
OG0001742	WP_126377531.1	Utg323152_85
OG0001747	WP_126380656.1	Utg323152_311
OG0001748	WP_126377566.1	Utg323152_338
OG0001750	WP_126377556.1	Utg323152_345
OG0001751	WP_126379404.1	Utg323152_375
OG0001757	WP_126375939.1	Utg323392_126
OG0001770	WP_126378711.1	Utg323632_112
OG0001771	WP_126375670.1	Utg323632_20
OG0001772	WP_126376571.1	Utg323140_218
OG0001781	WP_126378608.1	Utg323160_71, Utg323392_247
OG0001783	WP_126379527.1	Utg323152_36
OG0001784	WP_126376577.1	Utg323152_407
OG0001785	WP_126378171.1	Utg323180_531
OG0001787	WP_126380010.1	Utg323180_568
OG0001788	WP_126375873.1	Utg323180_580
OG0001789	WP_126376158.1	Utg323316_209, Utg323316_200
OG0001789	WP_126376189.1	Utg323180_636
OG0001790	WP_126379998.1, WP_126376775.1	Utg323262_76
OG0001791	WP_126379651.1, WP_126380847.1	Utg323262_149
OG0001792	WP_126379947.1	Utg323262_152
OG0001793	WP_126380813.1	Utg323262_159
OG0001796	WP_126377719.1	Utg323316_159, Utg323316_160
OG0001798	WP_126375577.1	Utg323392_210
OG0001799	WP_126375646.1	Utg323448_120
OG0001800	WP_126380893.1	Utg323632_117
OG0001801	WP_172961780.1	Utg323632_304
OG0001804	WP_126379870.1	Utg324810_85
OG0001828	WP_232034759.1	Utg323180_170
OG0001835	WP_126379162.1	Utg323300_191
OG0001854	WP_126380468.1	Utg323152_296
OG0001856	WP_126377969.1	Utg323152_575
OG0001859	WP_126379310.1	Utg323392_241
OG0001874	WP_126375899.1	Utg323180_483
OG0001878	WP_126377962.1	Utg323152_580
OG0001883	WP_126380256.1	Utg323152_589
OG0001893	WP_126378955.1	Utg323632_88
OG0001896	WP_126380923.1	Utg323632_268
OG0001899	WP_126378303.1	Utg325220_113
OG0001918	WP_126379248.1	Utg323316_353
OG0001921	WP_126379332.1	Utg323300_259, Utg323300_258
OG0001923	WP_126376708.1	Utg324810_37
OG0001925	WP_126378953.1	Utg323300_230
OG0001929	WP_126375690.1	Utg323300_328
OG0001931	WP_126377276.1	Utg323300_333
OG0001933	WP_126375761.1	Utg323316_311
OG0001940	WP_126378079.1	Utg323316_127
OG0001942	WP_126381096.1	Utg323316_86
OG0001962	WP_126376579.1	Utg323990_140
OG0001968	WP_126381005.1	Utg323152_359, Utg323990_65
OG0001972	WP_126376903.1	Utg323392_197
OG0001975	WP_126380390.1	Utg323074_25
OG0001978	WP_126377485.1	Utg323152_440
OG0001989	WP_126379643.1	Utg323316_351
OG0001993	WP_126377427.1	Utg323152_55, Utg323152_56
OG0001998	WP_126375681.1	Utg323152_246
OG0002008	WP_126376310.1	Utg323152_566
OG0002023	WP_172961718.1	Utg323152_432
OG0002027	WP_172961743.1	Utg323392_41
OG0002034	WP_126379144.1	Utg325220_110
OG0002035	WP_126380594.1	Utg323074_196
OG0002039	WP_126378267.1	Utg323140_142
OG0002040	WP_126379058.1	Utg323180_681
OG0002042	WP_126380600.1	Utg323074_219
OG0002044	WP_126380877.1	Utg325220_63, Utg323140_269
OG0002045	WP_126376360.1, WP_126378076.1	Utg323300_46, Utg323152_18
OG0002050	WP_126380344.1	Utg323152_466
OG0002051	WP_232034752.1	Utg323152_475
OG0002055	WP_232034884.1	Utg323180_530
OG0002057	WP_126377099.1	Utg323180_585
OG0002060	WP_126380342.1	Utg323262_131
OG0002065	WP_126380021.1	Utg323316_91
OG0002066	WP_126376841.1	Utg323392_163
OG0002068	WP_126376724.1	Utg323632_203
OG0002142	WP_126376948.1	Utg323392_240
OG0002150	WP_126380835.1	Utg323300_18
OG0002156	WP_126379026.1, WP_126379771.1	Utg323180_648
OG0002170	WP_172961602.1	Utg323140_79
OG0002173	WP_126378854.1	Utg323316_222
OG0002191	WP_126377084.1	Utg323160_120
OG0002196	WP_126378004.1	Utg324810_65
OG0002212	WP_126377505.1	Utg323300_188
OG0002227	WP_126381224.1	Utg323316_236
OG0002230	WP_172961604.1, WP_172961726.1	Utg323316_124
OG0002234	WP_126377814.1	Utg323316_102
OG0002242	WP_126375910.1	Utg324548_33
OG0002254	WP_126378619.1	Utg323152_512
OG0002263	WP_126379641.1	Utg323316_350
OG0002268	WP_126381178.1	Utg323152_289
OG0002280	WP_126377622.1	Utg323632_285
OG0002298	WP_126378074.1	Utg323316_115
OG0002299	WP_126380616.1	Utg323990_204
OG0002302	WP_126380039.1	Utg323152_122
OG0002304	WP_269471677.1	Utg323990_205
OG0002305	WP_232034925.1	Utg323074_19, Utg323152_604
OG0002306	WP_126377735.1	Utg323152_350, Utg323074_72, Utg323074_71
OG0002307	WP_126380068.1, WP_126380053.1	Utg323074_79
OG0002313	WP_172961710.1	Utg323160_107, Utg323152_473
OG0002314	WP_126377978.1	Utg323152_569
OG0002315	WP_126377960.1	Utg323152_581
OG0002325	WP_126380658.1	Utg323180_271
OG0002328	WP_232034893.1	Utg323180_411
OG0002329	WP_126379741.1	Utg323180_448
OG0002330	WP_269471685.1	Utg323180_682
OG0002332	WP_126375589.1	Utg323300_453, Utg323448_125, Utg323262_5
OG0002333	WP_126375742.1	Utg323262_13
OG0002335	WP_126380529.1	Utg323300_154
OG0002339	WP_126376466.1	Utg323300_286
OG0002340	WP_126380681.1, WP_126378864.1	Utg323300_409
OG0002344	WP_126379091.1, WP_126375683.1	Utg323316_366
OG0002346	WP_126376660.1	Utg323392_12
OG0002347	WP_126376342.1	Utg323392_15
OG0002354	WP_126376202.1	Utg325220_95
OG0002458	WP_126380456.1	Utg323180_570
OG0002488	WP_126380274.1	Utg323074_182
OG0002494	WP_126381586.1	Utg323300_62, Utg325220_17
OG0002496	WP_126378368.1	Utg323180_679
OG0002511	WP_126376889.1	Utg323180_403
OG0002517	WP_172961689.1	Utg323266_97
OG0002519	WP_126379469.1	Utg323300_252
OG0002539	WP_126381064.1	Utg324810_10, Utg323140_57
OG0002554	WP_126380741.1	Utg323300_376
OG0002576	WP_126380252.1	Utg323180_714
OG0002579	WP_126376340.1	Utg323074_185
OG0002582	WP_126375659.1	Utg323392_217
OG0002591	WP_126377768.1	Utg323990_99
OG0002592	WP_126377772.1	Utg323990_101
OG0002593	WP_126381331.1	Utg323990_102
OG0002597	WP_126375969.1	Utg323300_145
OG0002610	WP_126376207.1	Utg323074_112
OG0002627	WP_126377607.1	Utg323316_79
OG0002646	WP_126380703.1	Utg323140_5
OG0002648	WP_126376276.1	Utg323152_86
OG0002652	WP_126379866.1	Utg323152_127
OG0002653	WP_126378354.1	Utg323152_180
OG0002654	WP_126380780.1	Utg323152_210
OG0002655	WP_126377177.1	Utg323152_455
OG0002657	WP_172961616.1	Utg323152_516
OG0002670	WP_126379894.1, WP_126375588.1, WP_172961752.1	Utg323180_282
OG0002678	WP_232034899.1	Utg323262_204
OG0002679	WP_126375611.1	Utg323266_118
OG0002679	WP_126375610.1	Utg325220_119
OG0002684	WP_126378578.1	Utg325220_36, Utg323316_26
OG0002685	WP_232034743.1	Utg323316_40
OG0002686	WP_126378592.1	Utg323316_44
OG0002687	WP_172961592.1	Utg323316_202
OG0002691	WP_232034856.1	Utg323448_106
OG0002700	WP_126375770.1	Utg323990_26
OG0002701	WP_126375768.1	Utg323990_68
OG0002702	WP_126378311.1	Utg323990_95
OG0002900	WP_126378263.1	Utg323180_301, Utg323180_300
OG0002906	WP_126378598.1	Utg323180_654
OG0002926	WP_172961660.1	Utg323262_122
OG0002946	WP_126381213.1	Utg323160_111
OG0002994	WP_197723456.1	Utg323990_97
OG0002996	WP_126377770.1	Utg323990_100
OG0003036	WP_126380082.1	Utg323074_187, Utg323316_276
OG0003039	WP_126381007.1, WP_126380831.1	Utg323074_208
OG0003055	WP_126380470.1	Utg323152_105
OG0003078	WP_232034750.1	Utg323180_497
OG0003085	WP_126378547.1	Utg323262_29, Utg323262_28
OG0003091	WP_126375609.1	Utg323266_117, Utg325220_121
OG0003095	WP_126378503.1	Utg323300_83
OG0003096	WP_126380437.1	Utg323300_211
OG0003099	WP_126380857.1	Utg323300_428
OG0003102	WP_126378575.1	Utg323316_25
OG0003104	WP_126378588.1	Utg323316_41
OG0003105	WP_126378590.1	Utg323316_42
OG0003109	WP_126376166.1	Utg323316_201
OG0003110	WP_172961594.1	Utg323316_205
OG0003111	WP_126376187.1	Utg323316_208
OG0003114	WP_126380127.1	Utg323316_260
OG0003120	WP_126376624.1	Utg323392_182
OG0003123	WP_126378275.1	Utg323632_234
OG0003131	WP_126376845.1	Utg323990_91
OG0003135	WP_126378580.1, WP_172961681.1	Utg325220_35
OG0003136	WP_126377613.1	Utg325220_68
OG0003579	WP_126379569.1	Utg323300_404
OG0003665	WP_126379804.1	Utg323140_20
OG0003669	WP_126376139.1	Utg323152_103
OG0003671	WP_126377461.1	Utg323990_28, Utg323152_358
OG0003690	WP_126380939.1	Utg323180_309
OG0003693	WP_126378697.1	Utg323180_386
OG0003698	WP_126376192.1	Utg323180_540
OG0003708	WP_126378557.1	Utg323262_40
OG0003716	WP_126380884.1	Utg323262_169
OG0003725	WP_126380734.1	Utg323300_19
OG0003735	WP_126380981.1	Utg323300_452
OG0003745	WP_126378563.1	Utg323316_22
OG0003753	WP_126380660.1	Utg323316_212
OG0003755	WP_232034780.1	Utg323316_255
OG0003758	WP_126380084.1	Utg323316_274
OG0003776	WP_126376426.1	Utg323632_329
OG0003777	WP_172961755.1, WP_126380991.1	Utg323632_355
OG0003780	WP_126380601.1	Utg323990_33
OG0003790	WP_269471679.1	Utg325220_120
OG0004658	WP_126378157.1	Utg323152_15
OG0004659	WP_126378142.1	Utg323152_19
OG0004663	WP_172961670.1	Utg323152_34
OG0004834	WP_172961769.1	Utg323990_27
