Orthogroup	Desulfocapsa_13_biocide	Desulfocapsa_06_corrosive
OG0001056	Utg859098_437, Utg858498_1	Utg323392_17
OG0001057	Utg857682_14	Utg323266_53
OG0001058	Utg859388_14	Utg323392_223
OG0001059	Utg857682_92	Utg325220_91
OG0001060	Utg861448_4	Utg323632_370
OG0001062	Utg859098_404, Utg859388_1, Utg857152_256, Utg857682_103, Utg857682_110, Utg859098_52, Utg859098_408	Utg323180_377
OG0001063	Utg859982_72	Utg323152_486
OG0001065	Utg859236_29	Utg323990_218
OG0001066	Utg858432_35	Utg323632_95
OG0001067	Utg859982_135, Utg859982_136	Utg323152_449
OG0001068	Utg859098_273	Utg323152_142
OG0001069	Utg859982_176	Utg323152_418
OG0001070	Utg859076_33	Utg323180_313
OG0001071	Utg860814_250	Utg323180_659
OG0001071	Utg860814_268, Utg860814_269	Utg323180_675
OG0001072	Utg860814_262	Utg323180_668
OG0001075	Utg859098_419	Utg323392_6
OG0001076	Utg857152_183	Utg323180_109
OG0001077	Utg858432_152	Utg323632_264
OG0001077	Utg864866_72	Utg323140_82
OG0001078	Utg857076_4	Utg323262_123
OG0001079	Utg857076_6	Utg323262_121
OG0001080	Utg857152_222	Utg323180_162
OG0001082	Utg863716_40	Utg323180_204
OG0001083	Utg865370_14	Utg323266_20
OG0001084	Utg865370_12	Utg323266_18
OG0001085	Utg864866_113	Utg323140_42
OG0001086	Utg864866_114	Utg323140_41
OG0001088	Utg857300_53	Utg323300_97
OG0001091	Utg857076_49	Utg323262_84
OG0001091	Utg857300_21	Utg323300_135
OG0001093	Utg857046_261	Utg323316_348
OG0001094	Utg857994_67	Utg323266_73
OG0001095	Utg858494_86	Utg323448_104
OG0001096	Utg858494_56	Utg323448_116
OG0001098	Utg859098_10	Utg323180_597
OG0001099	Utg860006_17	Utg323990_180
OG0001100	Utg857994_163	Utg323074_143
OG0001101	Utg859388_71	Utg323392_147
OG0001102	Utg859982_77	Utg323152_482
OG0001104	Utg859098_190	Utg323152_221
OG0001105	Utg859098_253	Utg323152_162
OG0001106	Utg859098_254	Utg323152_161
OG0001107	Utg859098_317	Utg323152_83
OG0001108	Utg859098_326	Utg323152_74
OG0001109	Utg859098_327	Utg323152_73
OG0001110	Utg859098_330	Utg323152_70
OG0001111	Utg859098_353	Utg323152_46
OG0001112	Utg859098_125	Utg323152_291
OG0001113	Utg858432_78	Utg323632_127
OG0001114	Utg859098_97	Utg323152_320, Utg323152_319
OG0001115	Utg858498_5	Utg323392_20
OG0001116	Utg859982_18	Utg323152_551
OG0001117	Utg859982_15	Utg323152_555
OG0001118	Utg857992_11	Utg323632_363
OG0001119	Utg858432_116	Utg323632_225
OG0001120	Utg862138_29	Utg323632_40
OG0001121	Utg861448_2	Utg323632_368
OG0001122	Utg857046_148	Utg323300_158, Utg323300_51
OG0001123	Utg857046_119	Utg323316_215
OG0001123	Utg858432_149	Utg323632_261
OG0001123	Utg857046_125	Utg323316_220
OG0001124	Utg859098_252	Utg323152_163
OG0001125	Utg863716_62	Utg323180_240
OG0001126	Utg860814_1	Utg323180_426
OG0001127	Utg857994_16	Utg323074_24
OG0001129	Utg863716_131	Utg323152_464, Utg323990_8, Utg323990_9, Utg323074_202
OG0001132	Utg858494_7	Utg323300_25
OG0001133	Utg857994_245	Utg324548_38
OG0001134	Utg861744_97	Utg324810_86
OG0001142	Utg858432_30	Utg323632_91
OG0001143	Utg863716_34	Utg323180_198
OG0001144	Utg864866_58	Utg323140_97
OG0001145	Utg857994_153	Utg323074_133
OG0001148	Utg858494_34	Utg323300_455
OG0001150	Utg859236_99	Utg323262_147
OG0001152	Utg857992_36	Utg323632_333
OG0001153	Utg861744_68	Utg324810_105, Utg323160_13
OG0001154	Utg857152_46	Utg323300_318
OG0001155	Utg859098_278	Utg323152_136
OG0001156	Utg859098_49, Utg857994_218	Utg323632_376
OG0001157	Utg861744_62	Utg323160_20
OG0001158	Utg857152_140	Utg323300_422
OG0001159	Utg859076_30	Utg323180_316
OG0001160	Utg859750_16	Utg323140_8
OG0001161	Utg859388_73	Utg323392_145
OG0001162	Utg859098_386	Utg323152_612
OG0001164	Utg859098_272	Utg323152_143
OG0001165	Utg860814_188	Utg323180_603
OG0001166	Utg860006_27	Utg323990_176
OG0001168	Utg860814_59, Utg860814_58	Utg323180_474
OG0001169	Utg860814_65	Utg323180_479
OG0001171	Utg861744_94	Utg324810_89
OG0001172	Utg861744_66	Utg323160_16
OG0001173	Utg861744_65	Utg323160_17
OG0001174	Utg861744_96	Utg324810_87
OG0001176	Utg857682_11	Utg323266_50
OG0001178	Utg859098_86	Utg323152_331
OG0001179	Utg860814_117	Utg323180_524
OG0001182	Utg857300_43, Utg857300_42	Utg323300_109
OG0001183	Utg857046_19	Utg323316_130
OG0001184	Utg857046_170	Utg323316_246
OG0001189	Utg857152_160	Utg323180_66
OG0001192	Utg866558_38	Utg323632_281
OG0001195	Utg862138_54	Utg323632_60
OG0001197	Utg860814_292	Utg323180_696
OG0001198	Utg860814_255	Utg323180_663
OG0001199	Utg860814_227	Utg323180_634
OG0001200	Utg860814_110	Utg323180_517
OG0001201	Utg857152_180	Utg323180_106
OG0001202	Utg863716_82	Utg323180_259
OG0001203	Utg863716_48	Utg323180_214
OG0001206	Utg859098_422	Utg323392_9
OG0001207	Utg859098_421	Utg323392_8
OG0001208	Utg859750_84	Utg323180_44
OG0001209	Utg864866_66	Utg323140_89
OG0001210	Utg857152_144	Utg323300_427
OG0001211	Utg859098_122	Utg323152_294
OG0001211	Utg857152_92	Utg323300_369
OG0001212	Utg863716_133, Utg857076_2, Utg859236_130	Utg323262_125
OG0001213	Utg863716_132, Utg857076_1, Utg859236_129	Utg323262_126
OG0001214	Utg857300_16	Utg323300_140
OG0001214	Utg860814_225	Utg323180_633
OG0001215	Utg864866_15	Utg323140_144
OG0001216	Utg857152_219	Utg323180_160
OG0001218	Utg857994_32, Utg859388_50, Utg859388_143	Utg323392_172
OG0001222	Utg857682_95	Utg325220_88
OG0001223	Utg857682_76	Utg325220_117
OG0001224	Utg857994_133	Utg323074_114
OG0001224	Utg859982_28	Utg323152_522
OG0001226	Utg860814_13	Utg323180_391, Utg323180_434
OG0001229	Utg857994_82	Utg323392_249
OG0001229	Utg861744_26	Utg323160_73
OG0001230	Utg861744_52	Utg323160_31
OG0001232	Utg857300_52	Utg323300_98
OG0001233	Utg860006_75	Utg323990_128
OG0001234	Utg860814_89, Utg860814_84	Utg323180_498
OG0001235	Utg857994_105	Utg323316_292, Utg323316_288, Utg323316_252
OG0001236	Utg857076_53	Utg323262_79
OG0001236	Utg857300_20	Utg323300_136
OG0001237	Utg857076_52	Utg323262_80
OG0001237	Utg857300_17	Utg323300_139
OG0001238	Utg863716_56	Utg323180_231
OG0001239	Utg860006_48	Utg323990_155
OG0001242	Utg857152_25	Utg323300_298
OG0001243	Utg857152_44	Utg323300_316
OG0001244	Utg857152_55	Utg323300_327
OG0001245	Utg857152_67	Utg323300_343
OG0001246	Utg857152_104	Utg323300_380
OG0001247	Utg857046_254	Utg323316_340
OG0001248	Utg857046_211	Utg323316_314
OG0001249	Utg857046_131	Utg323316_226
OG0001252	Utg857076_31	Utg323262_101
OG0001253	Utg857076_28	Utg323262_104
OG0001254	Utg857076_24	Utg323262_108
OG0001255	Utg860814_252	Utg323180_661
OG0001255	Utg859236_60	Utg324548_4, Utg323262_212
OG0001256	Utg859236_47	Utg324548_22
OG0001257	Utg859236_42	Utg324548_27
OG0001258	Utg859236_19	Utg323990_208
OG0001259	Utg859236_18	Utg323990_207
OG0001260	Utg860006_26	Utg323990_177
OG0001261	Utg860006_47	Utg323990_156
OG0001262	Utg860006_58	Utg323990_144
OG0001263	Utg860006_85	Utg323990_114
OG0001264	Utg860006_166	Utg323990_37
OG0001265	Utg857994_240, Utg860006_175, Utg857994_239	Utg323074_210, Utg323262_7
OG0001266	Utg857994_143	Utg323074_125
OG0001267	Utg863716_43	Utg323180_208
OG0001268	Utg859982_36	Utg323152_511
OG0001269	Utg859982_196	Utg323152_401
OG0001271	Utg859098_211	Utg323152_203
OG0001272	Utg859098_223	Utg323152_190
OG0001273	Utg859098_180	Utg323152_231
OG0001274	Utg859098_242	Utg323152_173
OG0001275	Utg859098_312	Utg323152_87
OG0001276	Utg859098_323	Utg323152_76
OG0001277	Utg859098_324	Utg323152_75
OG0001278	Utg859098_332	Utg323152_68
OG0001279	Utg859098_333	Utg323152_67
OG0001280	Utg859098_339	Utg323152_62
OG0001281	Utg859098_355	Utg323152_44
OG0001282	Utg859098_356	Utg323152_43
OG0001283	Utg859098_359	Utg323152_42
OG0001284	Utg859098_108	Utg323152_308
OG0001285	Utg859098_107	Utg323152_309
OG0001286	Utg859098_106	Utg323152_310
OG0001287	Utg859098_103	Utg323152_314
OG0001288	Utg859098_102	Utg323152_315
OG0001289	Utg859098_90	Utg323152_327
OG0001290	Utg859098_89	Utg323152_328
OG0001291	Utg858498_8	Utg323392_23
OG0001292	Utg858498_9	Utg323392_24
OG0001293	Utg858498_12	Utg323392_27
OG0001294	Utg859388_148	Utg323392_87
OG0001296	Utg857076_63	Utg323262_69
OG0001297	Utg857076_62	Utg323262_70
OG0001298	Utg866558_17	Utg323632_300
OG0001299	Utg866558_35	Utg323632_284
OG0001300	Utg857046_102	Utg323316_198
OG0001301	Utg862138_7	Utg323632_16, Utg323632_15
OG0001302	Utg857152_58	Utg323300_330
OG0001303	Utg866558_30	Utg323632_288
OG0001304	Utg860814_98	Utg323180_508
OG0001305	Utg860814_105	Utg323180_513
OG0001306	Utg862138_26	Utg323632_37, Utg323632_36
OG0001307	Utg864866_51	Utg323152_599, Utg323140_104
OG0001308	Utg857152_105	Utg323300_381
OG0001309	Utg859388_136	Utg323392_100
OG0001310	Utg859098_214	Utg323152_200
OG0001311	Utg857994_43	Utg323074_49
OG0001312	Utg864866_89	Utg323140_64
OG0001313	Utg857152_164	Utg323180_75
OG0001314	Utg860814_151	Utg323180_567
OG0001315	Utg860814_273	Utg323180_680
OG0001317	Utg857152_139	Utg323300_421
OG0001318	Utg857076_9	Utg323392_209
OG0001319	Utg860006_16	Utg323990_181
OG0001328	Utg858494_64	Utg323262_168
OG0001330	Utg860814_324	Utg323180_706
OG0001332	Utg860006_156	Utg323990_57
OG0001335	Utg858432_103, Utg858432_102	Utg323632_209
OG0001338	Utg857994_169	Utg323074_156
OG0001339	Utg858432_95	Utg323632_143
OG0001340	Utg859236_59	Utg324548_5
OG0001341	Utg859098_277	Utg323152_137
OG0001342	Utg859098_336	Utg323152_64
OG0001344	Utg857152_14	Utg323300_285
OG0001345	Utg859236_15	Utg323316_111
OG0001346	Utg860006_68	Utg323990_134
OG0001347	Utg859236_34	Utg324548_35
OG0001348	Utg864866_27	Utg323140_133
OG0001352	Utg857152_79	Utg323300_353
OG0001353	Utg860814_78	Utg323180_491
OG0001354	Utg860814_71	Utg323180_485
OG0001355	Utg859098_246	Utg323152_168
OG0001357	Utg860006_79	Utg323990_123
OG0001359	Utg861744_95	Utg324810_88
OG0001362	Utg862138_55	Utg323632_61
OG0001363	Utg866558_33	Utg323632_286
OG0001364	Utg859236_27	Utg323990_216
OG0001366	Utg857046_65	Utg323316_172
OG0001367	Utg861744_31	Utg323160_68
OG0001369	Utg857152_89	Utg323300_365
OG0001370	Utg861744_13	Utg323160_90
OG0001371	Utg861744_58	Utg323160_25
OG0001376	Utg859982_22	Utg323152_545
OG0001378	Utg859388_130	Utg323392_106
OG0001384	Utg861744_132	Utg324810_47
OG0001385	Utg860814_76	Utg323180_489
OG0001387	Utg863716_95	Utg323180_272
OG0001390	Utg857994_145	Utg323074_127
OG0001391	Utg857300_9	Utg323300_157, Utg323300_155
OG0001394	Utg860814_328	Utg323180_709
OG0001395	Utg860814_281	Utg323180_688
OG0001396	Utg860814_266	Utg323180_671
OG0001397	Utg862138_4	Utg323632_12
OG0001398	Utg860814_238	Utg323180_644
OG0001399	Utg860814_228	Utg323180_635
OG0001400	Utg859236_77	Utg323180_98, Utg323140_244
OG0001401	Utg860814_187	Utg323180_602
OG0001402	Utg860814_80	Utg323180_493
OG0001403	Utg863716_83	Utg323180_260
OG0001404	Utg863716_81	Utg323180_258
OG0001405	Utg863716_79	Utg323180_256
OG0001406	Utg863716_78	Utg323180_255
OG0001407	Utg863716_57	Utg323180_232
OG0001408	Utg863716_55	Utg323180_230
OG0001409	Utg863716_44	Utg323180_209
OG0001410	Utg861744_71	Utg324810_97, Utg324810_102, Utg323160_10
OG0001411	Utg859388_52	Utg323392_169
OG0001412	Utg857152_204	Utg323180_134
OG0001414	Utg857152_178	Utg323180_104
OG0001415	Utg859750_82	Utg323180_42
OG0001416	Utg859750_62	Utg323180_24
OG0001417	Utg857994_196	Utg323074_181
OG0001418	Utg864866_83	Utg323140_71, Utg323140_70
OG0001419	Utg857152_217	Utg323180_158
OG0001420	Utg857152_218	Utg323180_159
OG0001421	Utg859432_73, Utg859432_72	Utg323140_208
OG0001422	Utg859982_29	Utg323152_521
OG0001422	Utg857994_134	Utg323074_115
OG0001424	Utg865370_15	Utg323266_21
OG0001425	Utg865370_3	Utg323160_127, Utg323266_8
OG0001426	Utg860814_191	Utg323180_605
OG0001426	Utg860814_192	Utg323180_606
OG0001427	Utg863716_67	Utg323180_246
OG0001429	Utg861744_51	Utg323160_32
OG0001430	Utg859098_3	Utg324810_30
OG0001431	Utg859098_4	Utg324810_31
OG0001433	Utg859098_6	Utg323266_70, Utg323262_191
OG0001434	Utg857300_55	Utg323300_79
OG0001437	Utg864866_14	Utg323140_145
OG0001438	Utg864866_71	Utg323140_83
OG0001438	Utg860006_124	Utg323990_90
OG0001440	Utg859750_31	Utg323180_13
OG0001445	Utg857152_6	Utg323300_278
OG0001446	Utg857152_42	Utg323300_314
OG0001447	Utg857152_43	Utg323300_315
OG0001448	Utg857152_70	Utg323300_346
OG0001449	Utg861744_109, Utg861744_108	Utg324810_69
OG0001450	Utg857152_87	Utg323300_363
OG0001451	Utg857152_115	Utg323300_392
OG0001452	Utg857046_224	Utg323316_327
OG0001453	Utg857046_210	Utg323316_313
OG0001454	Utg857046_204	Utg323316_307
OG0001455	Utg857994_174	Utg323074_161
OG0001458	Utg857490_5	Utg323448_42
OG0001459	Utg857490_4	Utg323448_43
OG0001461	Utg857076_39	Utg323262_96
OG0001462	Utg857076_20	Utg323262_112
OG0001463	Utg859982_178	Utg323152_415
OG0001464	Utg857076_17	Utg323262_115
OG0001465	Utg859236_83	Utg323262_162
OG0001466	Utg859236_81	Utg323262_163
OG0001468	Utg857046_86	Utg323316_186
OG0001469	Utg859236_53	Utg324548_17
OG0001470	Utg859236_33	Utg324548_36
OG0001471	Utg860006_70	Utg323990_132
OG0001472	Utg860006_80	Utg323990_122
OG0001473	Utg860006_125	Utg323990_89
OG0001474	Utg860006_138	Utg323990_74
OG0001475	Utg860006_146	Utg323990_67
OG0001476	Utg860006_152	Utg323990_61
OG0001477	Utg857994_212	Utg323074_194
OG0001478	Utg857994_167	Utg323074_154
OG0001479	Utg857994_160	Utg323074_140
OG0001480	Utg864866_70	Utg323140_84
OG0001481	Utg859388_54	Utg323392_167
OG0001482	Utg859388_79	Utg323392_140
OG0001483	Utg859388_88	Utg323392_133
OG0001484	Utg859982_76	Utg323152_483
OG0001485	Utg859982_137	Utg323152_448
OG0001486	Utg859982_199	Utg323152_398
OG0001487	Utg859982_205	Utg323152_393
OG0001488	Utg859098_337	Utg323152_63
OG0001489	Utg859098_341	Utg323152_59
OG0001490	Utg859098_112	Utg323152_304
OG0001491	Utg859098_111	Utg323152_305
OG0001492	Utg859098_110	Utg323152_306
OG0001493	Utg859098_109	Utg323152_307
OG0001494	Utg859098_96	Utg323152_321
OG0001495	Utg859098_95	Utg323152_322
OG0001496	Utg859098_93	Utg323152_324
OG0001497	Utg859098_92	Utg323152_325
OG0001498	Utg859098_91	Utg323152_326
OG0001499	Utg859098_84	Utg323152_333
OG0001500	Utg859098_83	Utg323152_334
OG0001501	Utg859098_82	Utg323152_335
OG0001502	Utg859098_81	Utg323152_336
OG0001503	Utg859098_80	Utg323152_337
OG0001504	Utg859098_72	Utg323152_344
OG0001505	Utg859098_65	Utg323152_373
OG0001507	Utg858498_17	Utg323392_42
OG0001508	Utg859388_180	Utg323392_53
OG0001509	Utg859388_157	Utg323392_78
OG0001509	Utg857152_168	Utg323180_79
OG0001510	Utg859388_131	Utg323392_105
OG0001511	Utg859388_98	Utg323392_123
OG0001512	Utg859388_96	Utg323392_125
OG0001513	Utg858498_3, Utg858498_2, Utg859098_438	Utg323392_18
OG0001516	Utg857994_52	Utg323074_67
OG0001517	Utg861448_3	Utg323632_369
OG0001518	Utg858432_124	Utg323632_231
OG0001519	Utg858432_20	Utg323632_77
OG0001520	Utg858432_8	Utg323632_69
OG0001521	Utg862138_19	Utg323632_28
OG0001522	Utg862138_8	Utg323632_17
OG0001524	Utg857046_21	Utg323316_132
OG0001525	Utg859098_258	Utg323152_157
OG0001526	Utg857992_10	Utg323632_364
OG0001527	Utg859982_198	Utg323152_399
OG0001528	Utg858498_19	Utg323392_44
OG0001530	Utg857046_229	Utg323316_332
OG0001531	Utg858432_112	Utg323632_220
OG0001532	Utg859982_202	Utg323152_396
OG0001533	Utg857682_41	Utg323266_96
OG0001535	Utg860814_203	Utg323180_615
OG0001536	Utg863716_80	Utg323180_257
OG0001537	Utg859432_63	Utg323140_206, Utg323990_117
OG0001538	Utg857994_71	Utg323074_81
OG0001539	Utg857994_99	Utg323074_86
OG0001540	Utg859982_177	Utg323152_416
OG0001541	Utg859982_67	Utg323152_487
OG0001542	Utg863716_18	Utg323180_190
OG0001543	Utg863716_73	Utg323180_252
OG0001543	Utg863716_71	Utg323180_250
OG0001544	Utg859098_25, Utg857490_33, Utg857994_224, Utg857994_178, Utg859982_90, Utg857490_35, Utg859098_27, Utg857994_226	Utg323180_379
OG0001545	Utg859982_69, Utg859076_19, Utg857152_249, Utg859432_3, Utg863716_59	Utg323266_120
OG0001545	Utg857994_119, Utg859982_68	Utg325220_100
OG0001547	Utg857152_23	Utg323300_296
OG0001548	Utg859388_46	Utg323392_177
OG0001549	Utg858494_41	Utg323392_253
OG0001567	Utg865370_27	Utg323266_34
OG0001569	Utg858432_56	Utg323632_115
OG0001573	Utg859098_187	Utg323152_224
OG0001578	Utg857994_51	Utg323074_66
OG0001580	Utg865370_25	Utg323266_32
OG0001581	Utg859098_225	Utg323152_188
OG0001582	Utg861744_100	Utg324810_81
OG0001586	Utg859982_16	Utg323152_554
OG0001587	Utg858494_19	Utg324548_1
OG0001589	Utg860006_149	Utg323990_64
OG0001592	Utg865370_26	Utg323266_33
OG0001594	Utg859098_300	Utg323152_102
OG0001596	Utg863716_49	Utg323180_219
OG0001601	Utg859982_44	Utg323152_502
OG0001609	Utg857046_137	Utg323316_232
OG0001615	Utg864866_92	Utg323140_61
OG0001616	Utg860006_142	Utg323990_71
OG0001618	Utg859098_250	Utg323152_165
OG0001621	Utg857152_62	Utg323300_338
OG0001628	Utg860814_297	Utg323180_701
OG0001629	Utg860814_261	Utg323180_667
OG0001630	Utg860814_260	Utg323180_666
OG0001632	Utg860814_112	Utg323180_519
OG0001633	Utg860814_57	Utg323180_473
OG0001634	Utg860814_56	Utg323180_472
OG0001635	Utg860814_16	Utg323180_437
OG0001636	Utg859982_157	Utg323152_434
OG0001637	Utg859076_27	Utg323180_319
OG0001638	Utg859076_35	Utg323180_311
OG0001639	Utg863716_111, Utg863716_112	Utg323180_294
OG0001640	Utg863716_96	Utg323180_273
OG0001641	Utg863716_77	Utg323180_254
OG0001642	Utg863716_76	Utg323180_253
OG0001644	Utg863716_52	Utg323180_227
OG0001645	Utg863716_38	Utg323180_202
OG0001646	Utg863716_36	Utg323180_200
OG0001647	Utg857152_231	Utg323180_171
OG0001649	Utg861744_63	Utg323160_19
OG0001650	Utg861744_64	Utg323160_18
OG0001651	Utg861744_67	Utg324810_106, Utg323160_14
OG0001652	Utg857152_224	Utg323180_164
OG0001653	Utg863716_114	Utg323180_297
OG0001654	Utg857152_141	Utg323300_423
OG0001656	Utg859750_74	Utg323180_36
OG0001657	Utg859750_66	Utg323180_28
OG0001658	Utg859750_64	Utg323180_26
OG0001659	Utg859750_63	Utg323180_25
OG0001660	Utg864866_62	Utg323140_94
OG0001661	Utg863716_74, Utg864866_61	Utg323140_95
OG0001663	Utg857046_123	Utg323316_218
OG0001665	Utg859432_38	Utg323140_177
OG0001666	Utg859432_64	Utg323140_207
OG0001667	Utg859098_280	Utg323152_133
OG0001668	Utg859098_284	Utg323152_128
OG0001669	Utg859098_303	Utg323152_96
OG0001672	Utg857152_142	Utg323300_424
OG0001673	Utg857682_178	Utg323140_267, Utg325220_61
OG0001674	Utg857152_202	Utg323180_132
OG0001675	Utg864866_35	Utg323140_127
OG0001676	Utg865370_22	Utg323266_29
OG0001678	Utg865370_13	Utg323266_19
OG0001679	Utg864866_87	Utg323140_66
OG0001683	Utg861744_29	Utg323160_70
OG0001683	Utg857994_79	Utg323392_246
OG0001684	Utg857994_78	Utg323392_245
OG0001684	Utg861744_30	Utg323160_69
OG0001685	Utg861744_48	Utg323160_36
OG0001686	Utg859432_55	Utg323140_195
OG0001688	Utg861744_116	Utg324810_61
OG0001689	Utg859982_150	Utg323300_150
OG0001690	Utg864866_115	Utg323140_40
OG0001691	Utg864866_116	Utg323140_39
OG0001692	Utg864866_98	Utg323140_55
OG0001693	Utg857300_50	Utg323300_100
OG0001694	Utg857300_45	Utg323300_106
OG0001695	Utg860814_90, Utg860814_88	Utg323180_499
OG0001697	Utg857046_272	Utg323300_459, Utg323316_95, Utg323152_603, Utg323300_54
OG0001699	Utg859388_166	Utg323392_67
OG0001704	Utg857152_9	Utg323300_281
OG0001704	Utg859388_22	Utg323392_215
OG0001705	Utg857152_53	Utg323300_325, Utg323300_324
OG0001706	Utg857152_68	Utg323300_344
OG0001707	Utg857152_80	Utg323300_354
OG0001708	Utg857152_98	Utg323300_375
OG0001709	Utg857046_258	Utg323316_345
OG0001710	Utg859388_176	Utg323392_57
OG0001711	Utg857046_219	Utg323316_322
OG0001712	Utg857046_209	Utg323316_312
OG0001713	Utg857046_37	Utg323316_150
OG0001714	Utg857682_94	Utg325220_89
OG0001720	Utg857076_35	Utg323262_98
OG0001722	Utg857152_233	Utg323180_172
OG0001723	Utg859236_48	Utg324548_21
OG0001724	Utg866558_42	Utg323632_277
OG0001724	Utg866558_43	Utg323632_276
OG0001725	Utg859236_37	Utg324548_32
OG0001726	Utg859236_35	Utg324548_34
OG0001728	Utg860006_34	Utg323990_169
OG0001730	Utg860006_126	Utg323990_87
OG0001731	Utg857994_155	Utg323074_135
OG0001732	Utg857994_139	Utg323074_121
OG0001733	Utg859388_26	Utg323392_201
OG0001734	Utg859388_43	Utg323392_183
OG0001735	Utg859388_86	Utg323392_135
OG0001736	Utg861744_14	Utg323160_87
OG0001737	Utg859098_191	Utg323152_220
OG0001738	Utg859098_200	Utg323152_212
OG0001739	Utg859098_229	Utg323152_185
OG0001742	Utg859098_315	Utg323152_85
OG0001743	Utg859098_346	Utg323152_53
OG0001744	Utg860006_96	Utg323990_107
OG0001745	Utg859098_360	Utg323152_41
OG0001746	Utg859098_361	Utg323152_40
OG0001747	Utg859098_105	Utg323152_311
OG0001748	Utg859098_79	Utg323152_338
OG0001749	Utg859098_73	Utg323152_343
OG0001750	Utg859098_71	Utg323152_345
OG0001751	Utg859098_68	Utg323152_375
OG0001752	Utg858432_100	Utg323632_207
OG0001753	Utg858498_23	Utg323392_47
OG0001754	Utg859388_183, Utg858498_25	Utg323392_49
OG0001755	Utg859388_137	Utg323392_98
OG0001756	Utg859388_133	Utg323392_103
OG0001757	Utg859388_95	Utg323392_126
OG0001758	Utg859388_90	Utg323392_131
OG0001759	Utg857994_44	Utg323074_58
OG0001760	Utg857994_46	Utg323074_60
OG0001761	Utg857994_48	Utg323074_62
OG0001762	Utg857994_49	Utg323074_63
OG0001763	Utg861448_7	Utg323632_373
OG0001763	Utg861448_6	Utg323632_374
OG0001764	Utg866558_20	Utg323632_297
OG0001768	Utg858432_92	Utg323632_139
OG0001769	Utg858432_83	Utg323632_132
OG0001770	Utg858432_53	Utg323632_112
OG0001771	Utg862138_11	Utg323632_20
OG0001773	Utg859982_138	Utg323152_447
OG0001774	Utg859098_271	Utg323152_144
OG0001775	Utg857046_192	Utg323316_248, Utg323316_286
OG0001778	Utg864866_94	Utg323140_59
OG0001779	Utg859432_44	Utg323140_183
OG0001780	Utg859098_164	Utg323152_252, Utg323152_251
OG0001781	Utg861744_28	Utg323160_71
OG0001781	Utg857994_80	Utg323392_247
OG0001782	Utg859750_32	Utg323180_14
OG0001783	Utg859098_364	Utg323152_36
OG0001784	Utg859982_187	Utg323152_407
OG0001785	Utg860814_125	Utg323180_531
OG0001786	Utg859432_4	Utg323180_535
OG0001787	Utg860814_152, Utg860814_153	Utg323180_568
OG0001788	Utg860814_161	Utg323180_580
OG0001789	Utg857046_113	Utg323316_209
OG0001789	Utg857046_104	Utg323316_200
OG0001789	Utg860814_229	Utg323180_636
OG0001790	Utg857076_56	Utg323262_76
OG0001791	Utg859236_97	Utg323262_149
OG0001792	Utg859236_94	Utg323262_152
OG0001793	Utg859236_87	Utg323262_159
OG0001794	Utg861448_23	Utg323262_196
OG0001796	Utg857046_47	Utg323316_159, Utg323316_160
OG0001797	Utg859388_44	Utg323392_181
OG0001798	Utg857076_8	Utg323392_210
OG0001800	Utg861448_34	Utg323632_117
OG0001801	Utg866558_12	Utg323632_304
OG0001802	Utg859236_46	Utg324548_23
OG0001803	Utg859982_110	Utg324810_2
OG0001804	Utg861744_98	Utg324810_85
OG0001825	Utg857152_81	Utg323300_356
OG0001833	Utg857152_199	Utg323180_129
OG0001834	Utg859098_291	Utg323152_116
OG0001836	Utg860814_163	Utg323180_582
OG0001842	Utg861744_122	Utg324810_57
OG0001847	Utg859982_55	Utg323152_493
OG0001854	Utg859098_120	Utg323152_296
OG0001857	Utg857994_47, Utg858432_58	Utg323074_61
OG0001858	Utg859388_135	Utg323392_101
OG0001863	Utg859388_182	Utg323392_50
OG0001865	Utg859388_33	Utg323392_194
OG0001868	Utg860814_329	Utg323180_710
OG0001869	Utg860814_325	Utg323180_707
OG0001870	Utg860814_234	Utg323180_640
OG0001871	Utg860814_236	Utg323180_642
OG0001872	Utg859750_3, Utg859750_10	Utg323140_30
OG0001873	Utg860814_212	Utg323180_621
OG0001874	Utg860814_69	Utg323180_483
OG0001875	Utg860814_67	Utg323180_481
OG0001876	Utg860814_15	Utg323300_107, Utg323180_436
OG0001877	Utg861744_38	Utg323160_61
OG0001879	Utg863716_64	Utg323180_242
OG0001880	Utg863716_63	Utg323180_241
OG0001881	Utg863716_32	Utg323180_195
OG0001882	Utg861744_70	Utg324810_103, Utg323160_11
OG0001884	Utg857152_196	Utg323180_124
OG0001885	Utg857152_174	Utg323180_101
OG0001886	Utg859750_88	Utg323180_47
OG0001887	Utg859750_87	Utg323180_46
OG0001888	Utg859750_80	Utg323180_40
OG0001889	Utg859750_28	Utg323180_7
OG0001890	Utg864866_95	Utg323140_58
OG0001891	Utg864866_55	Utg323140_100
OG0001894	Utg860814_17	Utg323180_438
OG0001895	Utg864866_10	Utg323140_151
OG0001898	Utg859432_53	Utg323140_192
OG0001899	Utg857682_79	Utg325220_113
OG0001900	Utg859236_101	Utg323262_145
OG0001903	Utg859098_435	Utg323448_126, Utg323632_5, Utg323300_161
OG0001904	Utg860814_155	Utg323180_539
OG0001905	Utg861744_99	Utg324810_82
OG0001906	Utg861744_103	Utg324810_76
OG0001907	Utg861744_107	Utg324810_73
OG0001908	Utg861744_112	Utg324810_66
OG0001909	Utg857300_54	Utg323300_96
