Orthogroup	Desulfocapsa_13_biocide	Desulfotalea psychrophila LSv54
OG0001526	Utg857992_10	WP_041278061.1
OG0001528	Utg858498_19	WP_011189418.1
OG0001530	Utg857046_229	WP_011188098.1
OG0001531	Utg858432_112	WP_011190062.1
OG0001533	Utg857682_41	WP_083818939.1
OG0001535	Utg860814_203	WP_228130195.1
OG0001536	Utg863716_80	WP_228130153.1
OG0001537	Utg859432_63	WP_041277596.1
OG0001539	Utg857994_99	WP_041277566.1
OG0001540	Utg859982_177	WP_041278121.1
OG0001541	Utg859982_67	WP_011187589.1
OG0001542	Utg863716_18	WP_011190079.1
OG0001543	Utg863716_73	WP_041277504.1
OG0001547	Utg857152_23	WP_011188028.1
OG0001548	Utg859388_46	WP_041278042.1
OG0001549	Utg858494_41	WP_041277919.1, WP_011189108.1
OG0001551	Utg857682_45	WP_011188849.1, WP_049785039.1
OG0001567	Utg865370_27	WP_011188008.1
OG0001573	Utg859098_187	WP_041278027.1
OG0001578	Utg857994_51	WP_011189379.1
OG0001582	Utg861744_100	WP_011189981.1
OG0001586	Utg859982_16	WP_011187411.1
OG0001589	Utg860006_149	WP_011187265.1
OG0001601	Utg859982_44	WP_041278048.1
OG0001614	Utg857994_242	WP_011189347.1
OG0001616	Utg860006_142	WP_011189460.1
OG0001628	Utg860814_297	WP_011189847.1
OG0001629	Utg860814_261	WP_041278030.1
OG0001630	Utg860814_258	WP_011189867.1
OG0001630	Utg860814_260	WP_162096663.1
OG0001632	Utg860814_112	WP_011188509.1
OG0001633	Utg860814_57	WP_011189094.1
OG0001634	Utg860814_56	WP_049785059.1
OG0001635	Utg860814_16	WP_011187569.1
OG0001636	Utg859982_157	WP_049785020.1
OG0001637	Utg859076_27	WP_156792253.1
OG0001638	Utg859076_35	WP_011189053.1
OG0001641	Utg863716_77	WP_011190318.1
OG0001642	Utg863716_76	WP_041277457.1
OG0001644	Utg863716_52	WP_041278125.1
OG0001645	Utg863716_38	WP_011187247.1
OG0001646	Utg863716_36	WP_011187248.1
OG0001656	Utg859750_74	WP_041278117.1
OG0001657	Utg859750_66	WP_011190328.1
OG0001658	Utg859750_64	WP_011190331.1
OG0001659	Utg859750_63	WP_011190332.1
OG0001660	Utg864866_62	WP_011188139.1
OG0001661	Utg863716_74, Utg864866_61	WP_041277620.1
OG0001665	Utg859432_38	WP_011187674.1
OG0001666	Utg859432_64	WP_041277597.1
OG0001667	Utg859098_280	WP_162096657.1
OG0001668	Utg859098_284	WP_041277795.1
OG0001669	Utg859098_303	WP_041278138.1
OG0001672	Utg857152_142	WP_011187325.1
OG0001673	Utg857682_178	WP_156792178.1
OG0001674	Utg857152_202	WP_041278246.1, WP_011187850.1
OG0001675	Utg864866_35	WP_011189122.1
OG0001676	Utg865370_22	WP_041277599.1
OG0001678	Utg865370_13	WP_011188004.1
OG0001679	Utg864866_87	WP_011187551.1
OG0001685	Utg861744_48	WP_011188024.1
OG0001690	Utg864866_115	WP_011188191.1
OG0001691	Utg864866_116	WP_011188192.1
OG0001693	Utg857300_50	WP_011187503.1
OG0001705	Utg857152_53	WP_011188048.1
OG0001706	Utg857152_68	WP_011188059.1
OG0001707	Utg857152_80	WP_041277439.1, WP_011187935.1
OG0001708	Utg857152_98	WP_041278368.1
OG0001709	Utg857046_258	WP_011188091.1
OG0001710	Utg859388_176	WP_011187762.1
OG0001711	Utg857046_219	WP_011188104.1
OG0001714	Utg857682_94	WP_011188026.1
OG0001720	Utg857076_35	WP_173362832.1
OG0001722	Utg857152_233	WP_011187860.1
OG0001723	Utg859982_186	WP_011188295.1
OG0001730	Utg860006_126	WP_011189734.1
OG0001731	Utg857994_155	WP_041278043.1
OG0001732	Utg857994_139	WP_011189958.1
OG0001734	Utg859388_43	WP_041277550.1, WP_011187793.1
OG0001735	Utg859388_86	WP_011190018.1
OG0001737	Utg859098_191	WP_041278025.1
OG0001738	Utg859098_199, Utg859098_200	WP_011189827.1
OG0001740	Utg859432_78	WP_011190342.1
OG0001741	Utg859432_77	WP_198408690.1
OG0001743	Utg859098_346	WP_011189645.1
OG0001745	Utg859098_360	WP_011189871.1
OG0001746	Utg859098_361	WP_011189872.1
OG0001747	Utg859098_105	WP_011189901.1
OG0001748	Utg859098_79	WP_011189926.1
OG0001749	Utg859098_73, Utg859076_45	WP_011189931.1
OG0001750	Utg859098_71	WP_011189933.1
OG0001751	Utg859098_68	WP_011188901.1
OG0001752	Utg858432_100	WP_041277964.1
OG0001753	Utg858498_23	WP_156792280.1, WP_011189420.1
OG0001754	Utg859388_183, Utg858498_25	WP_011189422.1
OG0001755	Utg859388_137	WP_011189448.1
OG0001756	Utg859388_133	WP_011189456.1
OG0001757	Utg859388_95	WP_011187697.1
OG0001758	Utg859388_90	WP_011189510.1
OG0001759	Utg857994_44	WP_011189374.1
OG0001760	Utg857994_46	WP_011189376.1
OG0001761	Utg857994_48	WP_011189377.1
OG0001762	Utg857994_49	WP_011189378.1
OG0001764	Utg866558_20	WP_041278057.1
OG0001768	Utg858432_92	WP_041278074.1
OG0001769	Utg858432_83	WP_011190125.1
OG0001770	Utg858432_53	WP_011190133.1
OG0001771	Utg862138_11	WP_011188556.1
OG0001773	Utg859982_138	WP_011189997.1
OG0001774	Utg859098_271	WP_011188854.1
OG0001778	Utg864866_94	WP_162096668.1
OG0001779	Utg859432_44	WP_011187679.1
OG0001780	Utg859098_164	WP_011189431.1
OG0001782	Utg859750_32	WP_011187703.1
OG0001784	Utg859982_187	WP_011187532.1, WP_011187533.1
OG0001788	Utg860814_161	WP_011187925.1
OG0001793	Utg859236_87	WP_011188244.1
OG0001797	Utg859388_44	WP_011187988.1
OG0001798	Utg857076_8	WP_011188260.1
OG0001800	Utg861448_34	WP_011189019.1
OG0001801	Utg866558_12	WP_011189548.1
OG0001802	Utg859236_46	WP_011190474.1
OG0001803	Utg859982_110	WP_011187809.1
OG0001804	Utg861744_98	WP_011189427.1
OG0001805	Utg858494_45	WP_041277532.1, WP_011189483.1
OG0001806	Utg858494_47	WP_011187732.1, WP_011187729.1
OG0001808	Utg859076_67, Utg859076_68	WP_011187448.1
OG0001809	Utg859236_63	WP_011188746.1, WP_041278495.1
OG0001851	Utg858494_50	WP_011188626.1
OG0001857	Utg857994_47, Utg858432_58	WP_041277941.1
OG0001868	Utg860814_329	WP_011188915.1
OG0001869	Utg860814_325	WP_011188918.1
OG0001872	Utg859750_3, Utg859750_10	WP_041277451.1
OG0001873	Utg860814_212	WP_041277500.1
OG0001876	Utg860814_15	WP_011187908.1
OG0001877	Utg861744_38	WP_041277411.1
OG0001879	Utg863716_64	WP_011190094.1
OG0001880	Utg863716_63	WP_011190095.1
OG0001881	Utg863716_32	WP_011187250.1
OG0001884	Utg857152_196	WP_011190164.1
OG0001885	Utg857152_174	WP_041277995.1
OG0001886	Utg859750_88	WP_041277723.1
OG0001887	Utg859750_87	WP_011188583.1
OG0001888	Utg859750_80	WP_156792333.1
OG0001889	Utg859750_28	WP_011188243.1
OG0001890	Utg864866_95	WP_011188154.1
OG0001891	Utg864866_55	WP_041277621.1
OG0001894	Utg860814_17	WP_011189724.1
OG0001895	Utg864866_10	WP_041277622.1
OG0001905	Utg861744_99	WP_156792238.1
OG0001906	Utg861744_103	WP_011187963.1
OG0001907	Utg861744_107	WP_011188893.1
OG0001908	Utg861744_112	WP_265588610.1
OG0001909	Utg857300_54	WP_011187770.1
OG0001911	Utg857300_44	WP_041277479.1
OG0001912	Utg857300_33	WP_156792250.1
OG0001913	Utg857300_31	WP_041277831.1
OG0001914	Utg860006_114, Utg859076_4, Utg859076_3	WP_228130136.1
OG0001915	Utg860814_132, Utg860814_133	WP_011187690.1
OG0001926	Utg857152_17	WP_041277482.1
OG0001927	Utg857152_30, Utg857152_29	WP_011188033.1
OG0001928	Utg857152_32	WP_011188035.1
OG0001932	Utg857152_114	WP_228130167.1
OG0001935	Utg857046_162	WP_011188175.1
OG0001936	Utg857046_139	WP_011187321.1
OG0001937	Utg857046_133	WP_011187317.1
OG0001938	Utg859098_40, Utg857046_130	WP_011187314.1
OG0001939	Utg857046_23	WP_011189004.1
OG0001940	Utg857046_9	WP_156792249.1
OG0001941	Utg857046_7	WP_049785063.1
OG0001943	Utg857490_28	WP_011188325.1
OG0001944	Utg857490_23	WP_011188329.1
OG0001945	Utg857490_18	WP_041277670.1
OG0001946	Utg859432_82	WP_198408693.1
OG0001947	Utg859432_81	WP_011187594.1
OG0001948	Utg857490_14	WP_011188338.1
OG0001949	Utg857490_13	WP_228130171.1
OG0001950	Utg857490_12	WP_049785011.1
OG0001951	Utg858494_87	WP_041277683.1
OG0001953	Utg857076_34	WP_011190113.1
OG0001954	Utg857076_33	WP_041278073.1
OG0001955	Utg857076_27	WP_011190106.1
OG0001956	Utg859236_61	WP_011190082.1
OG0001958	Utg860006_28	WP_041277764.1
OG0001960	Utg860006_45	WP_011188717.1
OG0001963	Utg860006_66	WP_011188925.1
OG0001964	Utg860006_67	WP_011189736.1
OG0001970	Utg860006_164	WP_011190207.1
OG0001971	Utg859388_16	WP_011189935.1
OG0001973	Utg861744_101	WP_011187336.1
OG0001974	Utg859982_48	WP_156792324.1
OG0001977	Utg859982_141	WP_011189995.1
OG0001978	Utg859982_147	WP_041278825.1
OG0001979	Utg859982_158	WP_041277706.1
OG0001980	Utg859982_173	WP_265588568.1
OG0001984	Utg859098_183	WP_011189842.1
OG0001985	Utg859098_209	WP_156792307.1
OG0001986	Utg859098_227	WP_041277936.1
OG0001987	Utg859098_232	WP_011189521.1
OG0001988	Utg859098_233	WP_011189522.1
OG0001991	Utg859098_320	WP_041277869.1
OG0001992	Utg859098_340	WP_011189516.1
OG0001994	Utg859098_345	WP_041277966.1
OG0001995	Utg859098_347	WP_156792293.1
OG0001996	Utg859098_348	WP_011189647.1
OG0001997	Utg859098_349	WP_011189648.1
OG0001999	Utg859098_155	WP_011189882.1
OG0002000	Utg859098_113	WP_011189893.1
OG0002001	Utg859098_94	WP_011189911.1
OG0002002	Utg859098_88	WP_011189917.1
OG0002004	Utg859388_125	WP_011189877.1
OG0002005	Utg859388_100	WP_011189768.1
OG0002006	Utg859388_94	WP_011189513.1
OG0002009	Utg859982_82	WP_011188896.1
OG0002011	Utg861448_12	WP_011188947.1
OG0002012	Utg857992_17	WP_041277797.1
OG0002013	Utg866558_27	WP_011190052.1
OG0002014	Utg866558_28	WP_011190053.1
OG0002015	Utg858432_106	WP_011190067.1
OG0002016	Utg858432_82	WP_011190126.1
OG0002017	Utg858432_77	WP_011190128.1
OG0002018	Utg858432_76	WP_041278075.1
OG0002019	Utg858432_75	WP_011190129.1
OG0002020	Utg858432_27	WP_011190152.1
OG0002021	Utg858432_12	WP_011190187.1
OG0002024	Utg863716_31	WP_041277410.1
OG0002025	Utg859098_350	WP_011189649.1
OG0002026	Utg857076_37	WP_011190115.1
OG0002027	Utg858498_16	WP_049784973.1
OG0002028	Utg858432_140	WP_011189787.1
OG0002037	Utg860814_256	WP_228130138.1
OG0002039	Utg864866_16	WP_265588548.1
OG0002041	Utg857994_114	WP_011187797.1
OG0002046	Utg859098_287	WP_041277671.1
OG0002047	Utg858494_3, Utg858494_2	WP_011187441.1
OG0002048	Utg859982_163	WP_011189044.1
OG0002049	Utg859982_162	WP_011189043.1
OG0002050	Utg859982_117	WP_041277657.1
OG0002054	Utg863716_42	WP_011188495.1
OG0002058	Utg857076_68	WP_041277632.1
OG0002059	Utg857076_66	WP_011188196.1
OG0002061	Utg857300_14	WP_011187794.1
OG0002067	Utg861448_14, Utg862138_44	WP_011188444.1
OG0002069	Utg857300_62	WP_011189275.1
OG0002070	Utg857682_20	WP_011187494.1
OG0002071	Utg857994_112	WP_011188605.1
OG0002072	Utg858432_63	WP_011187782.1
OG0002073	Utg859076_52	WP_083818918.1
OG0002137	Utg857300_7	WP_011187310.1
OG0002144	Utg859098_318	WP_041277868.1
OG0002157	Utg860814_233	WP_011188950.1
OG0002159	Utg860814_81	WP_041277848.1
OG0002163	Utg863716_89	WP_011190254.1
OG0002164	Utg863716_88	WP_011190255.1
OG0002165	Utg863716_84	WP_041278116.1
OG0002168	Utg859750_67	WP_049785132.1
OG0002169	Utg859750_25	WP_011188241.1
OG0002173	Utg857046_127	WP_049785072.1
OG0002175	Utg864866_17	WP_041277899.1
OG0002176	Utg859098_384	WP_011187647.1, WP_041277508.1
OG0002187	Utg857152_201	WP_011187746.1
OG0002197	Utg860006_162	WP_011190202.1
OG0002200	Utg857300_32	WP_011189012.1
OG0002201	Utg857300_29	WP_011189015.1
OG0002205	Utg860814_130	WP_011187688.1
OG0002206	Utg860814_131	WP_011187689.1
OG0002209	Utg859750_30	WP_041277582.1
OG0002219	Utg857152_54	WP_162096626.1
OG0002222	Utg857046_212	WP_011188157.1
OG0002228	Utg857046_10	WP_049785053.1
OG0002229	Utg857046_8	WP_011188999.1
OG0002231	Utg857046_3	WP_011188998.1
OG0002232	Utg857046_2	WP_049785052.1
OG0002233	Utg857046_1	WP_041277829.1
OG0002241	Utg859236_38	WP_049785122.1
OG0002245	Utg860006_42	WP_049785034.1
OG0002249	Utg860006_59	WP_011188726.1
OG0002251	Utg859388_42	WP_011190057.1
OG0002255	Utg859982_47	WP_011190074.1
OG0002262	Utg861448_13	WP_011189257.1
OG0002266	Utg860006_120	WP_011189677.1
OG0002267	Utg860006_121	WP_156792296.1
OG0002270	Utg859098_118	WP_011189890.1
OG0002271	Utg859098_78	WP_011189927.1
OG0002272	Utg859098_77	WP_041278037.1
OG0002274	Utg859388_181	WP_011189423.1
OG0002276	Utg859388_145	WP_011189446.1
OG0002277	Utg859388_127	WP_011187717.1
OG0002278	Utg859388_99	WP_011189769.1
OG0002283	Utg858432_146	WP_011189784.1
OG0002284	Utg858432_123	WP_041277990.1
OG0002285	Utg858432_89	WP_011190123.1
OG0002287	Utg858432_40	WP_011190144.1
OG0002288	Utg858432_9	WP_173362833.1
OG0002289	Utg858432_6	WP_041277754.1
OG0002297	Utg861744_23	WP_011187890.1
OG0002308	Utg857994_100	WP_011187374.1
OG0002309	Utg864866_8	WP_011187962.1
OG0002312	Utg859982_164	WP_011189045.1
OG0002313	Utg859982_86	WP_011190192.1, WP_011189367.1
OG0002319	Utg859750_56	WP_228130164.1
OG0002320	Utg859750_60	WP_049785166.1, WP_156792219.1
OG0002321	Utg857152_161	WP_011188257.1
OG0002324	Utg863716_41	WP_011188496.1
OG0002342	Utg857994_3	WP_011189271.1, WP_041277778.1
OG0002345	Utg859098_423	WP_011187583.1
OG0002357	Utg857152_239	WP_011188271.1
OG0002358	Utg857682_60	WP_041278152.1
OG0002359	Utg857994_94	WP_041278515.1
OG0002362	Utg858432_155	WP_041277424.1
OG0002363	Utg859098_412	WP_049785021.1
OG0002365	Utg859982_59	WP_011190290.1
OG0002367	Utg860814_312	WP_228130142.1
OG0002368	Utg862138_49	WP_049785028.1
OG0002443	Utg857682_18	WP_011188591.1
OG0002522	Utg865370_2	WP_011189600.1
OG0002538	Utg859076_18	WP_011190306.1
OG0002543	Utg857992_2	WP_011190092.1
OG0002548	Utg857152_19	WP_156792174.1
OG0002564	Utg859432_80	WP_011187595.1
OG0002598	Utg859098_119	WP_011189889.1
OG0002599	Utg859098_104	WP_011189902.1
OG0002600	Utg859098_85	WP_156792312.1
OG0002601	Utg859098_76	WP_011189929.1
OG0002607	Utg859388_128	WP_041277526.1
OG0002615	Utg857992_18	WP_011188873.1
OG0002616	Utg857076_44	WP_156792260.1
OG0002617	Utg857076_43	WP_011189212.1
OG0002620	Utg858432_74	WP_011190130.1
OG0002632	Utg865370_1	WP_228130143.1
OG0002640	Utg859388_179	WP_228130140.1
OG0002649	Utg859098_308	WP_041277495.1
OG0002650	Utg859098_306	WP_156792167.1
OG0002663	Utg857152_171	WP_011188251.1
OG0002667	Utg857152_137, Utg857682_34	WP_041277556.1
OG0002669	Utg863716_70	WP_162096619.1
OG0002677	Utg857076_13	WP_162096660.1
OG0002693	Utg857682_134, Utg858432_26	WP_011187610.1, WP_011187609.1
OG0002702	Utg860006_119	WP_011187380.1
OG0002704	Utg860006_21	WP_011188701.1
OG0002707	Utg857046_178	WP_011189694.1
OG0002708	Utg857152_152	WP_011188315.1
OG0002713	Utg863716_118, Utg858494_5	WP_011188647.1
OG0002714	Utg858494_48	WP_041277531.1, WP_011187733.1
OG0002715	Utg858494_51	WP_041277476.1
OG0002716	Utg859076_64	WP_049785088.1
OG0002718	Utg859982_115	WP_162096647.1
OG0002721	Utg860814_231	WP_041277453.1
OG0002722	Utg860814_289	WP_041278029.1
OG0002724	Utg862138_48	WP_011188636.1
OG0002726	Utg864866_28	WP_011189437.1
OG0002844	Utg859076_10	WP_011189774.1
OG0003031	Utg857994_141	WP_083818995.1
OG0003054	Utg861744_74	WP_011188500.1
OG0003112	Utg865370_39	WP_049785050.1
OG0003113	Utg860814_301, Utg857046_169	WP_041279035.1
OG0003115	Utg859388_172	WP_049785015.1
OG0003116	Utg859388_171	WP_011188441.1
OG0003117	Utg859388_170	WP_011188442.1
OG0003121	Utg858494_85	WP_265588539.1
OG0003132	Utg859236_50	WP_011187872.1
OG0003140	Utg857076_12	WP_162096654.1
OG0003153	Utg860006_22	WP_156792226.1, WP_041277760.1
OG0003340	Utg860006_112	WP_011188965.1
OG0003514	Utg859098_292	WP_011187626.1
OG0003672	Utg859982_190	WP_011188304.1
OG0003673	Utg859982_189	WP_041277448.1
OG0003674	Utg859982_188	WP_011187390.1
OG0003797	Utg857682_119	WP_041277665.1, WP_041279059.1
OG0003809	Utg859098_390	WP_156792276.1
OG0003811	Utg859236_67	WP_011188754.1
OG0003816	Utg859982_113	WP_011187405.1
OG0004861	Utg857682_117	WP_011187487.1
OG0004864	Utg857994_25	WP_049785094.1
OG0004875	Utg858494_53	WP_049785026.1
OG0004881	Utg859098_23	WP_011189254.1
OG0004901	Utg860814_121	WP_011189319.1
