Orthogroup	Desulfocapsa_13_biocide	Geobacter sulfurreducens PCA
OG0001426	Utg860814_192	WP_010942341.1
OG0001430	Utg859098_3	WP_010942074.1
OG0001434	Utg857300_55	WP_010941197.1
OG0001437	Utg864866_14	WP_010941968.1
OG0001440	Utg859750_31	WP_010941351.1
OG0001445	Utg857152_6	WP_010942337.1
OG0001450	Utg857152_87	WP_010941243.1
OG0001451	Utg857152_115	WP_235044987.1
OG0001453	Utg857046_210	WP_235044969.1
OG0001455	Utg857994_179, Utg857994_174	WP_010942460.1
OG0001457	Utg859236_16	WP_010942433.1
OG0001463	Utg859982_178	WP_235044882.1
OG0001464	Utg857076_17	WP_010941857.1
OG0001465	Utg859236_83	WP_010941120.1
OG0001466	Utg859236_81	WP_010941121.1
OG0001468	Utg857046_86	WP_010940909.1
OG0001472	Utg860006_80	WP_010942123.1
OG0001474	Utg860006_138	WP_010943727.1
OG0001475	Utg860006_146, Utg857994_217	WP_235044870.1
OG0001476	Utg860006_152	WP_010942685.1
OG0001477	Utg857994_212	WP_010941290.1
OG0001478	Utg857994_167	WP_010942741.1
OG0001481	Utg859388_54	WP_010941112.1
OG0001482	Utg859388_79	WP_010942657.1
OG0001486	Utg859982_199	WP_235044953.1
OG0001487	Utg859982_205	WP_235044902.1, WP_010941333.1
OG0001488	Utg859098_337	WP_010941376.1
OG0001490	Utg859098_112	WP_010941075.1
OG0001491	Utg859098_111	WP_010941076.1
OG0001492	Utg859098_110	WP_010941077.1
OG0001493	Utg859098_109	WP_010941078.1
OG0001494	Utg859098_96	WP_010941089.1
OG0001495	Utg859098_95	WP_010941090.1
OG0001496	Utg859098_93	WP_010941092.1
OG0001497	Utg859098_92	WP_010941093.1
OG0001498	Utg859098_91	WP_010941094.1
OG0001499	Utg859098_84	WP_010943677.1
OG0001500	Utg859098_83	WP_010943676.1
OG0001501	Utg859098_82	WP_010943675.1
OG0001502	Utg859098_81	WP_010943674.1
OG0001503	Utg859098_80	WP_010943673.1
OG0001504	Utg859098_72	WP_010943667.1
OG0001505	Utg859098_65	WP_010943663.1
OG0001511	Utg859388_98	WP_010941117.1
OG0001512	Utg859388_96	WP_010941709.1
OG0001516	Utg857994_52	WP_010943558.1, WP_010943394.1
OG0001524	Utg857046_21	WP_010942459.1
OG0001525	Utg859098_258	WP_010943565.1, WP_010943759.1
OG0001527	Utg859982_198	WP_010941110.1
OG0001528	Utg858498_19	WP_010941132.1
OG0001530	Utg857046_229	WP_010942220.1
OG0001532	Utg859982_202	WP_010942660.1
OG0001533	Utg857682_41	WP_010943767.1
OG0001535	Utg860814_203	WP_010942914.1
OG0001538	Utg857994_71	WP_010942717.1
OG0001539	Utg857994_99	WP_010942084.1
OG0001541	Utg859982_67	WP_010943775.1
OG0001542	Utg863716_18	WP_010941437.1
OG0001543	Utg863716_73, Utg863716_71	WP_010941775.1
OG0001547	Utg857152_23	WP_010941783.1
OG0001549	Utg858494_41	WP_010943748.1
OG0001552	Utg859098_45	WP_010941295.1, WP_010943649.1, WP_010941293.1
OG0001571	Utg859750_36	WP_010940897.1
OG0001573	Utg859098_187	WP_010941328.1
OG0001576	Utg859982_216	WP_010941015.1
OG0001581	Utg859098_225	WP_010942726.1
OG0001582	Utg861744_100	WP_010943199.1
OG0001586	Utg859982_16	WP_010942366.1
OG0001594	Utg859098_300	WP_010943196.1, WP_010942386.1
OG0001603	Utg859098_357	WP_010941619.1
OG0001610	Utg859982_214	WP_010944041.1, WP_010941017.1
OG0001611	Utg859982_219	WP_010944049.1, WP_010941012.1
OG0001616	Utg860006_142	WP_010942894.1
OG0001618	Utg859098_249, Utg859098_250	WP_235044966.1
OG0001621	Utg857152_62	WP_010940982.1, WP_010941877.1
OG0001628	Utg860814_297	WP_014551636.1
OG0001632	Utg860814_112	WP_010942378.1
OG0001633	Utg860814_57	WP_010940912.1
OG0001635	Utg860814_16	WP_010941195.1
OG0001636	Utg859982_157	WP_010943197.1
OG0001637	Utg859076_27	WP_010941113.1
OG0001639	Utg863716_111, Utg863716_112	WP_010941034.1
OG0001642	Utg863716_76	WP_010942008.1
OG0001644	Utg863716_52	WP_010940888.1
OG0001648	Utg863716_4	WP_010942744.1
OG0001652	Utg857152_224	WP_010943566.1
OG0001653	Utg863716_114	WP_010943025.1
OG0001654	Utg857152_141	WP_010941707.1
OG0001663	Utg857046_123	WP_010943836.1, WP_235044958.1
OG0001665	Utg859432_38	WP_010943607.1
OG0001667	Utg859098_280	WP_010943965.1
OG0001672	Utg857152_142	WP_010940770.1
OG0001675	Utg864866_35	WP_010941760.1
OG0001688	Utg861744_116	WP_010942839.1
OG0001689	Utg859982_150	WP_010943410.1
OG0001690	Utg864866_115	WP_010943588.1
OG0001691	Utg864866_116	WP_010943589.1
OG0001699	Utg859388_166	WP_010943068.1
OG0001706	Utg857152_68	WP_010941003.1
OG0001709	Utg857046_258	WP_010942397.1
OG0001711	Utg857046_219	WP_010940751.1
OG0001712	Utg857046_209	WP_238525120.1
OG0001720	Utg857076_35	WP_010940830.1
OG0001727	Utg859098_34, Utg859098_47, Utg860006_4	WP_164930460.1
OG0001732	Utg857994_139	WP_010941850.1, WP_010941901.1
OG0001733	Utg859388_26	WP_010943982.1
OG0001735	Utg859388_86	WP_010940775.1
OG0001740	Utg859432_78	WP_010940886.1
OG0001741	Utg859432_77	WP_235044939.1
OG0001747	Utg859098_105	WP_010941082.1
OG0001748	Utg859098_79	WP_010943672.1
OG0001749	Utg859098_73, Utg859076_45	WP_010943668.1
OG0001750	Utg859098_71	WP_010943666.1
OG0001751	Utg859098_68	WP_010943643.1
OG0001752	Utg858432_100	WP_010941748.1
OG0001758	Utg859388_90	WP_010943704.1
OG0001759	Utg857994_44	WP_010941565.1
OG0001760	Utg857994_46	WP_010941836.1
OG0001761	Utg857994_48	WP_010941837.1
OG0001762	Utg857994_49	WP_010941838.1
OG0001764	Utg866558_20	WP_010941308.1
OG0001765	Utg858432_153	WP_010943809.1
OG0001770	Utg858432_53	WP_010943687.1
OG0001779	Utg859432_44	WP_010940833.1
OG0001782	Utg859750_32	WP_010941782.1
OG0001783	Utg859098_364	WP_010941553.1
OG0001786	Utg859432_4	WP_010941997.1
OG0001790	Utg857076_56	WP_010940765.1
OG0001794	Utg861448_23	WP_010942027.1
OG0001800	Utg861448_34	WP_010943585.1
OG0001801	Utg866558_12	WP_010940713.1
OG0001803	Utg859982_110	WP_235044938.1, WP_010940860.1
OG0001810	Utg859982_191	WP_010942743.1
OG0001821	Utg857682_49	WP_010943172.1
OG0001825	Utg857152_81	WP_010943042.1
OG0001834	Utg859098_291	WP_010942032.1
OG0001847	Utg859982_55	WP_010941155.1
OG0001848	Utg860006_118	WP_010942952.1
OG0001858	Utg859388_135	WP_010942112.1
OG0001875	Utg860814_67	WP_010940915.1, WP_010940922.1
OG0001898	Utg859432_9, Utg859432_53	WP_010940727.1
OG0001899	Utg857682_79	WP_010942407.1
OG0001910	Utg857152_120	WP_010942254.1
OG0001918	Utg857046_266	WP_010941367.1
OG0001930	Utg857152_59	WP_010942078.1
OG0001932	Utg857152_114	WP_010942345.1
OG0001952	Utg860814_40, Utg860814_36, Utg859098_374	WP_144011893.1
OG0001958	Utg860006_28	WP_010943377.1
OG0001965	Utg860006_82	WP_010942125.1
OG0001969	Utg857152_3, Utg860814_219	WP_010942090.1, WP_010941545.1
OG0001978	Utg859982_147	WP_010942702.1
OG0001981	Utg861448_63	WP_010941510.1
OG0002000	Utg859098_113	WP_010941074.1
OG0002001	Utg859098_94	WP_010941091.1
OG0002002	Utg859098_88	WP_010943680.1
OG0002008	Utg859982_3	WP_010943269.1
OG0002010	Utg857994_127	WP_010940837.1
OG0002040	Utg860814_274	WP_010942087.1
OG0002041	Utg857994_114	WP_010944001.1
OG0002044	Utg857682_176	WP_010941567.1, WP_010941386.1
OG0002046	Utg859098_287	WP_010943996.1
OG0002052	Utg865370_9	WP_010942063.1
OG0002055	Utg860814_124	WP_010944061.1, WP_010941380.1
OG0002056	Utg860814_135	WP_010942327.1
OG0002069	Utg857300_62	WP_010940902.1
OG0002070	Utg857682_20	WP_010942064.1
OG0002073	Utg859076_52	WP_010940980.1, WP_010941849.1
OG0002076	Utg861448_54	WP_010943413.1, WP_010942513.1
OG0002077	Utg865370_38	WP_164930410.1
OG0002108	Utg858494_35	WP_010943076.1
OG0002160	Utg861744_144, Utg861744_143	WP_010940938.1
OG0002170	Utg864866_74	WP_010941831.1
OG0002173	Utg857046_127	WP_010940947.1
OG0002188	Utg863716_46	WP_010943428.1
OG0002207	Utg860814_149	WP_010941488.1
OG0002218	Utg860814_184	WP_010942111.1
OG0002221	Utg857152_88	WP_010941661.1
OG0002239	Utg857994_53	WP_010942159.1
OG0002244	Utg857994_56	WP_010943146.1, WP_010941285.1, WP_010942144.1
OG0002246	Utg860006_43	WP_010941744.1
OG0002247	Utg860006_44	WP_010941747.1
OG0002248	Utg860006_57	WP_010943868.1
OG0002250	Utg860006_81	WP_010942124.1
OG0002262	Utg861448_13	WP_010941532.1
OG0002264	Utg858432_114	WP_010942059.1
OG0002270	Utg859098_118	WP_010941073.1
OG0002271	Utg859098_78	WP_010941688.1
OG0002272	Utg859098_77	WP_010943671.1
OG0002275	Utg859388_164	WP_010943375.1
OG0002278	Utg859388_99	WP_010943096.1
OG0002279	Utg859388_97	WP_010941352.1
OG0002281	Utg858432_160	WP_010942622.1
OG0002282	Utg858432_159	WP_010942623.1
OG0002286	Utg858432_80	WP_010941191.1
OG0002289	Utg858432_6	WP_010940793.1
OG0002294	Utg857046_143	WP_010941743.1
OG0002310	Utg859432_76	WP_010942372.1
OG0002317	Utg861744_57	WP_262421250.1
OG0002318	Utg859750_53	WP_010941705.1
OG0002322	Utg859750_37	WP_010941913.1
OG0002330	Utg860814_275	WP_262421263.1
OG0002334	Utg859236_78	WP_010941514.1
OG0002335	Utg859098_294	WP_193360266.1
OG0002342	Utg857994_3	WP_010943937.1
OG0002348	Utg862138_33	WP_235044975.1
OG0002349	Utg858432_1, Utg862138_56	WP_010943246.1
OG0002355	Utg857152_146, Utg857046_92	WP_010941217.1
OG0002359	Utg857994_94	WP_010943123.1
OG0002360	Utg857994_95	WP_010943125.1
OG0002363	Utg859098_412	WP_010941599.1
OG0002364	Utg859750_42	WP_010941992.1
OG0002366	Utg859982_208	WP_010942927.1
OG0002499	Utg860814_235	WP_010943278.1, WP_010940983.1
OG0002516	Utg857682_81	WP_010940691.1
OG0002558	Utg857046_182	WP_164930429.1
OG0002570	Utg866558_47	WP_010943871.1
OG0002572	Utg860006_8	WP_010942145.1
OG0002591	Utg860006_105	WP_010942974.1
OG0002592	Utg860006_103	WP_010942979.1
OG0002593	Utg860006_102	WP_010942978.1
OG0002613	Utg858494_77	WP_010940746.1
OG0002618	Utg866558_32	WP_010943015.1
OG0002626	Utg860814_216	WP_010942092.1, WP_010941548.1
OG0002635	Utg860006_7	WP_010942146.1
OG0002642	Utg857994_62	WP_010943866.1
OG0002654	Utg859098_203	WP_010943878.1
OG0002658	Utg857046_245	WP_010942649.1
OG0002662	Utg857152_156, Utg857152_157	WP_164930458.1
OG0002664	Utg859750_39	WP_010941917.1
OG0002665	Utg859750_41	WP_010941915.1
OG0002666	Utg859750_40	WP_010941914.1
OG0002676	Utg859236_74	WP_010941960.1
OG0002687	Utg857046_106	WP_010943134.1, WP_010943135.1
OG0002695	Utg866558_3	WP_010940990.1
OG0002696	Utg866558_2	WP_010940991.1
OG0002697	Utg866558_1	WP_010940992.1
OG0002703	Utg860006_61	WP_010940907.1
OG0002704	Utg860006_21	WP_010941726.1
OG0002719	Utg859982_209	WP_010942926.1
OG0002722	Utg860814_289	WP_010942232.1
OG0002723	Utg861744_7	WP_010941805.1
OG0002726	Utg864866_28	WP_010941237.1, WP_010943314.1
OG0002867	Utg857046_11	WP_010942462.1, WP_010941211.1
OG0002912	Utg859236_126, Utg859236_125	WP_010942175.1
OG0002918	Utg857152_205	WP_010941359.1
OG0002921	Utg859750_17	WP_010942728.1
OG0002968	Utg860006_84	WP_010941830.1
OG0002974	Utg860006_32	WP_010940747.1
OG0002975	Utg860006_33	WP_010940748.1
OG0002985	Utg864866_111	WP_010941976.1
OG0002995	Utg860006_106	WP_010942975.1
OG0002997	Utg860006_101	WP_010942977.1
OG0003005	Utg859982_17	WP_010942916.1
OG0003008	Utg860814_164	WP_010943963.1
OG0003010	Utg860814_232	WP_010941378.1
OG0003012	Utg858432_113	WP_010942060.1
OG0003023	Utg860006_122	WP_010940856.1
OG0003035	Utg857994_202, Utg857994_201	WP_010941298.1
OG0003038	Utg859982_89	WP_235045003.1
OG0003061	Utg859982_20	WP_010941391.1
OG0003080	Utg860814_127	WP_235044895.1
OG0003107	Utg857046_41	WP_010943313.1
OG0003109	Utg857046_105	WP_235044894.1
OG0003110	Utg857046_109	WP_010943133.1
OG0003111	Utg857046_112	WP_010943130.1
OG0003133	Utg857994_87	WP_010941566.1
OG0003154	Utg860814_44	WP_010943837.1
OG0003159	Utg863716_6	WP_010940862.1
OG0003666	Utg864866_42	WP_010942792.1
OG0003680	Utg861448_60	WP_010940924.1
OG0003733	Utg857152_130	WP_010941780.1
OG0003750	Utg857046_51	WP_010943274.1
OG0003752	Utg857046_115	WP_010941908.1
OG0003763	Utg859982_99	WP_010942025.1
OG0003793	Utg859098_11, Utg857152_251	WP_010943930.1
OG0003801	Utg858494_36	WP_010943396.1, WP_010941867.1
OG0003805	Utg859098_39, Utg859098_41	WP_010942887.1
OG0003814	Utg859750_96	WP_235044910.1, WP_010942514.1
OG0004873	Utg858494_37	WP_010943400.1
OG0004890	Utg859432_10	WP_010942033.1
OG0004891	Utg859432_13	WP_010942038.1
OG0004892	Utg859432_14	WP_010942036.1
OG0004893	Utg859432_15	WP_010942037.1
OG0004894	Utg859432_16	WP_010942041.1
OG0004895	Utg859432_17	WP_010942042.1
