Orthogroup	Desulfocapsa_13_biocide	Shewanella oneidensis MR-1
OG0001913	Utg857300_31	WP_164925937.1
OG0001916	Utg860814_141	WP_011070976.1, WP_011072613.1
OG0001959	Utg860006_40	WP_011071137.1, WP_011071814.1
OG0001967	Utg860006_139	WP_011070900.1
OG0001968	Utg860006_148	WP_011073150.1
OG0001981	Utg861448_63	WP_011070708.1
OG0001983	Utg859098_177	WP_011071459.1
OG0001989	Utg857046_264	WP_011072023.1
OG0002001	Utg859098_94	WP_011073103.1
OG0002002	Utg859098_88	WP_011073097.1
OG0002007	Utg859982_14, Utg859982_13	WP_011074068.1
OG0002036	Utg857046_103	WP_011071679.1
OG0002047	Utg858494_3, Utg858494_2	WP_011071689.1
OG0002048	Utg859982_163	WP_011071348.1, WP_011071184.1
OG0002049	Utg859982_162	WP_011071183.1, WP_011071347.1
OG0002050	Utg859982_117	WP_164925931.1
OG0002068	Utg861744_90	WP_011072979.1
OG0002073	Utg859076_52	WP_164925839.1
OG0002074	Utg859098_399	WP_011071748.1
OG0002076	Utg861448_54	WP_011073561.1
OG0002077	Utg865370_38	WP_238560540.1
OG0002141	Utg858432_168	WP_011071759.1, WP_172966575.1
OG0002156	Utg860814_240	WP_011070954.1
OG0002164	Utg863716_88	WP_011070685.1
OG0002177	Utg859432_62	WP_164925697.1
OG0002188	Utg863716_46	WP_011070829.1
OG0002218	Utg860814_184	WP_011072577.1
OG0002256	Utg859982_78	WP_011071014.1
OG0002274	Utg859388_181	WP_011072414.1
OG0002289	Utg858432_6	WP_011072448.1
OG0002310	Utg859432_76	WP_011072089.1
OG0002312	Utg859982_164	WP_011071349.1
OG0002320	Utg859750_60	WP_011073544.1
OG0002322	Utg859750_37	WP_011070835.1
OG0002334	Utg859236_78	WP_011071231.1
OG0002348	Utg862138_33	WP_011072095.1
OG0002362	Utg858432_155	WP_011073079.1
OG0002368	Utg862138_49	WP_011071051.1
OG0002481	Utg864866_76	WP_011073863.1
OG0002482	Utg860814_68	WP_011074025.1
OG0002544	Utg860814_61	WP_011070921.1
OG0002554	Utg857152_99	WP_011072776.1
OG0002595	Utg859098_335	WP_011072799.1
OG0002602	Utg859098_63	WP_011073142.1, WP_011073156.1
OG0002614	Utg858494_79	WP_011071138.1
OG0002652	Utg859098_285	WP_011071384.1
OG0002662	Utg857152_156, Utg857152_157	WP_011070535.1
OG0002674	Utg860814_193	WP_011072204.1
OG0002677	Utg857076_13	WP_238560508.1
OG0002683	Utg857152_118	WP_011071069.1
OG0002688	Utg859076_66	WP_011072312.1
OG0002703	Utg860006_61	WP_011071979.1
OG0002706	Utg857046_15	WP_011071310.1, WP_011070710.1
OG0002709	Utg857152_245	WP_011070846.1
OG0002710	Utg857152_247	WP_011070689.1
OG0002715	Utg858494_51	WP_011074178.1
OG0002724	Utg862138_48	WP_011071050.1
OG0002726	Utg864866_28	WP_011074144.1
OG0002836	Utg862138_21	WP_011071200.1
OG0002841	Utg857682_122	WP_011071112.1
OG0002897	Utg859098_411	WP_164925827.1
OG0003011	Utg858432_126	WP_011073812.1
OG0003016	Utg857046_273	WP_011071609.1
OG0003024	Utg857152_240	WP_011074300.1
OG0003040	Utg864866_103	WP_011072798.1, WP_011073626.1
OG0003139	Utg857046_157	WP_011071263.1
OG0003146	Utg858494_67	WP_011071071.1
OG0003150	Utg859750_92	WP_011071320.1, WP_011071959.1
OG0003157	Utg861448_31	WP_011073740.1
OG0003160	Utg863716_126	WP_011072107.1
OG0003384	Utg857682_106	WP_011073935.1
OG0003703	Utg860814_320	WP_011072130.1
OG0003704	Utg860814_321	WP_011072131.1
OG0003721	Utg857682_23	WP_164925828.1
OG0003767	Utg858432_24	WP_011074196.1
OG0003775	Utg859098_16	WP_011070588.1
OG0003794	Utg857300_59	WP_164925619.1
OG0003802	Utg858494_42	WP_011070496.1
OG0004856	Utg857046_275	WP_011074046.1
OG0004887	Utg859388_105	WP_164925919.1
OG0004888	Utg859388_107	WP_011073805.1
OG0004889	Utg859388_108	WP_011073804.1
