Orthogroup	Desulfocapsa_13_biocide	Desulfovibrio vulgaris DP4
OG0001647	Utg857152_231	WP_011792756.1
OG0001649	Utg861744_63	WP_011176592.1
OG0001650	Utg861744_64	WP_011176591.1
OG0001653	Utg863716_114	WP_011792733.1
OG0001654	Utg857152_141	WP_011791778.1
OG0001656	Utg859750_74	WP_010939484.1
OG0001657	Utg859750_66	WP_011791988.1
OG0001668	Utg859098_284	WP_010937941.1
OG0001676	Utg865370_22	WP_011791678.1
OG0001678	Utg865370_13	WP_011792545.1
OG0001689	Utg859982_150	WP_011792111.1
OG0001695	Utg860814_90, Utg860814_88	WP_223294622.1
OG0001708	Utg857152_98	WP_011792889.1
OG0001712	Utg857046_209	WP_011792164.1
OG0001713	Utg857046_37	WP_011792430.1
OG0001727	Utg859098_34, Utg859098_47, Utg860006_4	WP_011787356.1
OG0001730	Utg860006_126	WP_010938292.1
OG0001731	Utg857994_155	WP_010938863.1
OG0001733	Utg859388_26	WP_011792840.1
OG0001739	Utg859098_229	WP_223294592.1
OG0001742	Utg859098_314, Utg859098_315	WP_010938194.1
OG0001747	Utg859098_105	WP_010938212.1
OG0001750	Utg859098_71	WP_010937828.1
OG0001757	Utg859388_95	WP_010939585.1
OG0001765	Utg858432_153	WP_011791740.1
OG0001768	Utg858432_92	WP_011792235.1
OG0001777	Utg857682_37	WP_010940333.1
OG0001778	Utg864866_94	WP_011791998.1
OG0001783	Utg859098_364	WP_010938488.1
OG0001787	Utg860814_152, Utg860814_153	WP_010937897.1
OG0001788	Utg860814_161	WP_011792550.1
OG0001790	Utg857076_56	WP_011791852.1
OG0001791	Utg859236_97	WP_010940339.1, WP_010939797.1, WP_010940343.1, WP_011791893.1
OG0001792	Utg859236_94	WP_011792838.1, WP_010938244.1, WP_011792762.1
OG0001793	Utg859236_87	WP_011792867.1
OG0001796	Utg857046_47	WP_011792122.1
OG0001798	Utg857076_8	WP_011791691.1
OG0001804	Utg861744_98	WP_011792048.1
OG0001807	Utg858494_74, Utg863716_7	WP_011793135.1
OG0001809	Utg859236_63	WP_010939915.1
OG0001810	Utg859982_191	WP_010937899.1
OG0001811	Utg859982_193, Utg859982_192	WP_011792810.1
OG0001843	Utg857682_104	WP_011791872.1
OG0001858	Utg859388_135	WP_010937903.1
OG0001865	Utg859388_33	WP_223294607.1
OG0001874	Utg860814_69	WP_011792145.1
OG0001899	Utg857682_79	WP_011792590.1
OG0001900	Utg859236_101	WP_011791386.1
OG0001904	Utg860814_155	WP_011791902.1
OG0001923	Utg861744_139	WP_011792319.1
OG0001929	Utg857152_56	WP_010937454.1
OG0001931	Utg857152_61	WP_010939217.1
OG0001932	Utg857152_114	WP_014524404.1
OG0001933	Utg857046_208	WP_011792531.1
OG0001972	Utg859388_30	WP_011791497.1
OG0001975	Utg857994_17	WP_010940198.1
OG0001978	Utg859982_147	WP_010938878.1
OG0001993	Utg859098_344, Utg861448_56	WP_010938750.1
OG0001998	Utg859098_169	WP_010938713.1
OG0002023	Utg859982_159	WP_011792388.1
OG0002027	Utg858498_16	WP_011792130.1
OG0002041	Utg857994_114	WP_011791683.1
OG0002051	Utg859982_84	WP_223294573.1
OG0002056	Utg860814_135	WP_223294596.1
OG0002058	Utg857076_68	WP_010939668.1
OG0002059	Utg857076_66	WP_011791857.1
OG0002065	Utg859076_21	WP_011791471.1
OG0002075	Utg861448_51, Utg861448_50, Utg861448_53	WP_010938320.1
OG0002137	Utg857300_7	WP_010937607.1
OG0002166	Utg859388_29	WP_043629184.1
OG0002170	Utg864866_74	WP_011792741.1
OG0002239	Utg857994_53	WP_011793012.1
OG0002261	Utg859098_219	WP_011791865.1
OG0002268	Utg859098_127	WP_011792841.1
OG0002281	Utg858432_160	WP_011176634.1
OG0002282	Utg858432_159	WP_011787339.1
OG0002291	Utg862138_28	WP_011791591.1
OG0002305	Utg862138_46	WP_010939708.1
OG0002307	Utg857994_64	WP_011791584.1
OG0002325	Utg863716_94	WP_011792635.1
OG0002329	Utg860814_29	WP_010937444.1
OG0002339	Utg857152_15	WP_043629591.1
OG0002340	Utg857152_133	WP_010938003.1, WP_014524292.1
OG0002343	Utg859076_22	WP_010940422.1
OG0002346	Utg859098_425	WP_011792078.1
OG0002347	Utg859098_430	WP_081429029.1
OG0002357	Utg857152_239	WP_010937696.1
OG0002359	Utg857994_94	WP_011793154.1
OG0002360	Utg857994_95	WP_011791405.1
OG0002364	Utg859750_42	WP_011791364.1
OG0002365	Utg859982_59	WP_011791651.1
OG0002366	Utg859982_208	WP_010937344.1
OG0002496	Utg860814_272	WP_011792920.1
OG0002548	Utg857152_19	WP_010939134.1
OG0002597	Utg857994_97	WP_011791437.1
OG0002642	Utg857994_62	WP_010937383.1
OG0002652	Utg859098_285	WP_014524311.1
OG0002653	Utg859098_234	WP_010938281.1
OG0002654	Utg859098_203	WP_011792881.1
OG0002701	Utg860006_145	WP_011791725.1
OG0002709	Utg857152_245	WP_010937553.1, WP_010940507.1
OG0002711	Utg857682_120	WP_010939272.1
OG0002722	Utg860814_289	WP_011792848.1
OG0002723	Utg861744_7	WP_011791595.1
OG0002841	Utg857682_122	WP_043629042.1
OG0003003	Utg859432_69	WP_181409343.1
OG0003037	Utg857994_211, Utg857994_210	WP_223294691.1
OG0003064	Utg861448_24	WP_011791330.1
OG0003089	Utg857682_22	WP_011791599.1, WP_011792701.1
OG0003131	Utg860006_123	WP_014524207.1
OG0003151	Utg859982_122	WP_011792716.1
OG0003157	Utg861448_31	WP_011787364.1, WP_011791880.1
OG0003158	Utg861448_52	WP_010938321.1
OG0003765	Utg857152_153	WP_014524487.1
OG0003799	Utg857994_7	WP_011793087.1, WP_011792302.1
OG0003806	Utg859098_50, Utg859098_59	WP_011793121.1
OG0003812	Utg859388_106	WP_011792472.1
OG0003816	Utg859982_113	WP_010939203.1
OG0003820	Utg862138_45	WP_011792311.1
OG0004863	Utg857994_1	WP_011792022.1
OG0004883	Utg859098_62	WP_010940350.1
