Orthogroup	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700
OG0001589	Utg860006_149	WP_205218964.1
OG0001591	Utg857682_105	WP_205218698.1
OG0001592	Utg865370_26	WP_205219476.1
OG0001596	Utg863716_49	WP_205218190.1
OG0001601	Utg859982_44	WP_205220076.1
OG0001609	Utg857046_137	WP_205220015.1
OG0001610	Utg859982_214	WP_205218577.1
OG0001611	Utg859982_219	WP_205218582.1
OG0001614	Utg857994_242	WP_205219905.1
OG0001615	Utg864866_92	WP_205218799.1
OG0001621	Utg857152_62	WP_205220345.1
OG0001628	Utg860814_297	WP_205219097.1
OG0001633	Utg860814_57	WP_240192052.1
OG0001634	Utg860814_56	WP_205218843.1
OG0001635	Utg860814_16	WP_205217525.1
OG0001636	Utg859982_157	WP_205218664.1
OG0001637	Utg859076_27	WP_205219282.1
OG0001639	Utg863716_111, Utg863716_112	WP_205218688.1
OG0001640	Utg863716_96	WP_240192065.1
OG0001641	Utg863716_77	WP_205219042.1
OG0001644	Utg863716_52	WP_205217342.1
OG0001649	Utg861744_63	WP_152943676.1
OG0001650	Utg861744_64	WP_205217312.1
OG0001651	Utg861744_67	WP_205217309.1
OG0001658	Utg859750_64	WP_205219029.1
OG0001659	Utg859750_63	WP_205219022.1
OG0001660	Utg864866_62	WP_205218804.1
OG0001661	Utg863716_74, Utg864866_61	WP_205218805.1
OG0001665	Utg859432_38	WP_205219330.1
OG0001666	Utg859432_64	WP_205218512.1
OG0001669	Utg859098_303	WP_205220018.1
OG0001672	Utg857152_142	WP_240192016.1
OG0001673	Utg857682_178	WP_205218623.1
OG0001675	Utg864866_35	WP_205217877.1
OG0001679	Utg864866_87	WP_205217819.1
OG0001685	Utg861744_48	WP_240191914.1
OG0001686	Utg859432_55, Utg859432_56	WP_205218223.1
OG0001693	Utg857300_50	WP_240192096.1
OG0001694	Utg857300_45	WP_205219396.1
OG0001699	Utg859388_166	WP_205219493.1
OG0001705	Utg857152_53	WP_205217494.1
OG0001706	Utg857152_68	WP_205217486.1
OG0001707	Utg857152_80	WP_205217523.1
OG0001709	Utg857046_258	WP_205218438.1
OG0001712	Utg857046_209	WP_205219879.1
OG0001713	Utg857046_37	WP_205219008.1
OG0001720	Utg857076_35	WP_205219241.1
OG0001725	Utg859236_37	WP_205218291.1
OG0001726	Utg859236_35	WP_205218290.1
OG0001728	Utg860006_34	WP_205217803.1
OG0001734	Utg859388_43	WP_205219314.1
OG0001735	Utg859388_86	WP_205219648.1
OG0001738	Utg859098_199, Utg859098_200	WP_205218127.1
OG0001740	Utg859432_78	WP_205217593.1
OG0001741	Utg859432_77	WP_205217320.1
OG0001743	Utg859098_346	WP_205220059.1
OG0001744	Utg860006_96	WP_240192007.1
OG0001745	Utg859098_360	WP_205218146.1
OG0001746	Utg859098_361	WP_205218147.1
OG0001752	Utg858432_100	WP_205220067.1
OG0001753	Utg858498_23	WP_205220048.1
OG0001754	Utg859388_183, Utg858498_25	WP_205219070.1
OG0001755	Utg859388_137	WP_205218153.1
OG0001756	Utg859388_133	WP_205218156.1
OG0001758	Utg859388_90	WP_205218747.1
OG0001759	Utg857994_44	WP_205219206.1
OG0001760	Utg857994_46	WP_205219204.1
OG0001761	Utg857994_48	WP_205219203.1
OG0001762	Utg857994_49	WP_205219202.1
OG0001764	Utg866558_20	WP_205218920.1
OG0001768	Utg858432_92	WP_240191939.1
OG0001769	Utg858432_83	WP_205217645.1
OG0001771	Utg862138_11	WP_205217761.1
OG0001773	Utg859982_138	WP_205218992.1, WP_205220181.1
OG0001774	Utg859098_271	WP_205219614.1
OG0001777	Utg857682_37	WP_205217420.1
OG0001778	Utg864866_94	WP_205217671.1
OG0001779	Utg859432_44	WP_205219325.1
OG0001780	Utg859098_164	WP_205219063.1
OG0001782	Utg859750_32	WP_205218704.1
OG0001788	Utg860814_161	WP_205219699.1
OG0001797	Utg859388_44	WP_205218777.1
OG0001802	Utg859236_46	WP_205218741.1
OG0001803	Utg859982_110	WP_205219116.1
OG0001806	Utg858494_47	WP_205217371.1
OG0001834	Utg859098_291	WP_205219836.1
OG0001842	Utg861744_122	WP_205219408.1
OG0001868	Utg860814_329	WP_205219101.1
OG0001869	Utg860814_325	WP_240192068.1
OG0001879	Utg863716_64	WP_205217340.1
OG0001880	Utg863716_63	WP_205217339.1
OG0001881	Utg863716_32	WP_205217399.1
OG0001882	Utg861744_70	WP_205217306.1
OG0001884	Utg857152_196	WP_205219750.1
OG0001885	Utg857152_174	WP_205220117.1
OG0001886	Utg859750_88	WP_205217781.1
OG0001887	Utg859750_87	WP_205217780.1
OG0001888	Utg859750_80	WP_205219041.1
OG0001889	Utg859750_28	WP_205217440.1
OG0001890	Utg864866_95	WP_240191902.1
OG0001891	Utg864866_55	WP_205218808.1
OG0001899	Utg857682_79	WP_240192008.1
OG0001904	Utg860814_155	WP_205219301.1
OG0001905	Utg861744_99	WP_205219615.1
OG0001906	Utg861744_103	WP_240191997.1
OG0001909	Utg857300_54	WP_205219392.1
OG0001911	Utg857300_44	WP_205219397.1
OG0001926	Utg857152_17	WP_205217516.1
OG0001928	Utg857152_32	WP_205217507.1
OG0001930	Utg857152_59	WP_205219168.1
OG0001932	Utg857152_114	WP_205218435.1
OG0001934	Utg857046_183	WP_205219695.1
OG0001935	Utg857046_162	WP_205218459.1
OG0001936	Utg857046_139	WP_205220017.1
OG0001937	Utg857046_133	WP_205220010.1
OG0001939	Utg857046_23	WP_205219555.1
OG0001943	Utg857490_28	WP_205217450.1
OG0001944	Utg857490_23	WP_240191913.1
OG0001945	Utg857490_18	WP_205219439.1
OG0001946	Utg859432_82	WP_240192039.1
OG0001947	Utg859432_81	WP_205218707.1
OG0001948	Utg857490_14	WP_205217967.1
OG0001949	Utg857490_13	WP_205217966.1
OG0001950	Utg857490_12	WP_205217965.1
OG0001951	Utg858494_87	WP_205217904.1
OG0001953	Utg857076_34	WP_205219242.1
OG0001954	Utg857076_33	WP_205219243.1
OG0001955	Utg857076_27	WP_205219248.1
OG0001960	Utg860006_45	WP_205218670.1
OG0001963	Utg860006_66	WP_205218684.1
OG0001964	Utg860006_67	WP_205220109.1
OG0001965	Utg860006_82	WP_205219277.1
OG0001967	Utg860006_139	WP_205220132.1
OG0001970	Utg860006_164	WP_240191909.1
OG0001971	Utg859388_16	WP_205219831.1
OG0001973	Utg861744_101	WP_205218794.1
OG0001974	Utg859982_48	WP_205220077.1
OG0001976	Utg857152_220	WP_240191975.1
OG0001977	Utg859982_141	WP_205218995.1
OG0001979	Utg859982_158	WP_205218665.1
OG0001980	Utg859982_173	WP_205219010.1
OG0001984	Utg859098_183	WP_240191989.1
OG0001985	Utg859098_209	WP_205218120.1
OG0001986	Utg859098_227	WP_205218720.1
OG0001987	Utg859098_232	WP_205218723.1
OG0001988	Utg859098_233	WP_205218724.1
OG0001991	Utg859098_320	WP_205219773.1
OG0001992	Utg859098_340	WP_205218743.1
OG0001994	Utg859098_345	WP_205220060.1
OG0001995	Utg859098_347	WP_205220058.1
OG0001996	Utg859098_348	WP_205220057.1
OG0001997	Utg859098_349	WP_205220056.1
OG0001999	Utg859098_155	WP_205218957.1
OG0002004	Utg859388_125	WP_205218962.1
OG0002005	Utg859388_100	WP_205219190.1
OG0002006	Utg859388_94	WP_205218745.1
OG0002009	Utg859982_82	WP_205220082.1
OG0002010	Utg857994_127	WP_205219198.1
OG0002011	Utg861448_12	WP_205218883.1
OG0002012	Utg857992_17	WP_205219131.1
OG0002013	Utg866558_27	WP_205218914.1
OG0002014	Utg866558_28	WP_205218913.1
OG0002015	Utg858432_106	WP_205218900.1
OG0002016	Utg858432_82	WP_205217644.1
OG0002017	Utg858432_77	WP_205217641.1
OG0002018	Utg858432_76	WP_205217640.1
OG0002019	Utg858432_75	WP_205217639.1
OG0002020	Utg858432_27	WP_205217615.1
OG0002021	Utg858432_12	WP_205218178.1
OG0002022	Utg857994_31, Utg859236_85, Utg859388_142	WP_205219509.1
OG0002023	Utg859982_159	WP_205219479.1
OG0002024	Utg863716_31	WP_205217400.1
OG0002025	Utg859098_350	WP_205220055.1
OG0002026	Utg857076_37	WP_205219240.1
OG0002027	Utg858498_16	WP_240192060.1
OG0002028	Utg858432_140	WP_205219181.1
OG0002036	Utg857046_103	WP_205218934.1
OG0002037	Utg860814_256	WP_205220168.1
OG0002046	Utg859098_287	WP_205219443.1
OG0002047	Utg858494_3, Utg858494_2	WP_205217983.1
OG0002051	Utg859982_84	WP_205220159.1
OG0002054	Utg863716_42	WP_205218661.1
OG0002057	Utg860814_166	WP_205220328.1
OG0002058	Utg857076_68	WP_205218836.1
OG0002059	Utg857076_66	WP_205218834.1
OG0002061	Utg857300_14	WP_205219112.1, WP_205219105.1
OG0002068	Utg861744_90	WP_205217303.1
OG0002069	Utg857300_62	WP_205219722.1
OG0002070	Utg857682_20	WP_205219944.1
OG0002071	Utg857994_112	WP_205220298.1
OG0002072	Utg858432_63	WP_205217975.1
OG0002074	Utg859098_399	WP_240192103.1
OG0002075	Utg861448_51	WP_205217470.1
OG0002075	Utg861448_50, Utg861448_53	WP_205217472.1
OG0002076	Utg861448_54	WP_205217473.1, WP_205218272.1
OG0002108	Utg858494_35	WP_205219311.1
OG0002122	Utg859388_101	WP_205218479.1
OG0002144	Utg859098_318	WP_205218488.1
OG0002155	Utg860814_244	WP_240191955.1
OG0002160	Utg861744_144, Utg861744_143	WP_205220424.1
OG0002161	Utg863716_113	WP_205218687.1
OG0002162	Utg863716_98	WP_205219055.1
OG0002163	Utg863716_89	WP_205218535.1
OG0002164	Utg863716_88	WP_205219785.1
OG0002166	Utg859388_29	WP_205218389.1
OG0002167	Utg861744_72	WP_205217304.1
OG0002193	Utg861744_42	WP_240192021.1
OG0002204	Utg857152_186	WP_205218070.1
OG0002217	Utg857152_5	WP_205220083.1
OG0002220	Utg857152_71	WP_205217483.1
OG0002225	Utg857046_165	WP_205218463.1
OG0002226	Utg857046_164	WP_205218464.1
OG0002237	Utg857490_32	WP_205217613.1
OG0002239	Utg857994_53	WP_205219165.1
OG0002242	Utg859236_36	WP_205220455.1
OG0002243	Utg859236_24	WP_205219803.1
OG0002252	Utg859388_62	WP_240191952.1
OG0002253	Utg859388_75	WP_205217750.1
OG0002259	Utg859982_146	WP_205218998.1
OG0002265	Utg859098_257	WP_205217353.1
OG0002290	Utg862138_38	WP_205217660.1
OG0002292	Utg862138_3	WP_205217753.1
OG0002302	Utg857682_19	WP_205218757.1
OG0002307	Utg857994_64	WP_205220329.1
OG0002308	Utg857994_100	WP_240192043.1
OG0002309	Utg864866_8	WP_205218339.1
OG0002318	Utg859750_53	WP_205218896.1
OG0002319	Utg859750_56	WP_205217534.1
OG0002321	Utg857152_161	WP_275888933.1
OG0002324	Utg863716_41	WP_205218662.1
OG0002328	Utg859098_397	WP_205219492.1
OG0002329	Utg860814_29	WP_205218305.1
OG0002334	Utg859236_78	WP_205218659.1
OG0002342	Utg857994_3	WP_205219996.1
OG0002345	Utg859098_423	WP_205218411.1
OG0002346	Utg859098_425	WP_205218410.1
OG0002355	Utg857152_146, Utg857046_92	WP_205218935.1
OG0002357	Utg857152_239	WP_275888949.1
OG0002362	Utg858432_155	WP_205219998.1
OG0002365	Utg859982_59	WP_205220092.1
OG0002366	Utg859982_208	WP_205218895.1
OG0002367	Utg860814_312	WP_205218160.1
OG0002491	Utg864866_43	WP_205217614.1
OG0002517	Utg857682_42	WP_205219784.1
OG0002558	Utg857046_182	WP_205219284.1
OG0002564	Utg859432_80	WP_205218706.1
OG0002584	Utg859982_153	WP_205219004.1
OG0002588	Utg857682_156, Utg857682_155	WP_240191956.1
OG0002610	Utg857994_130	WP_205218024.1
OG0002656	Utg859982_116	WP_275888950.1
OG0002675	Utg860814_239	WP_205217810.1
OG0002702	Utg860006_119	WP_205219723.1
OG0002705	Utg858494_28	WP_205217428.1
OG0002708	Utg857152_152	WP_205219844.1
OG0002712	Utg857994_110	WP_205220296.1
OG0002713	Utg863716_118, Utg858494_5	WP_205217981.1
OG0002717	Utg859982_96	WP_205217540.1
OG0002718	Utg859982_115	WP_205219118.1
OG0002719	Utg859982_209	WP_205219616.1
OG0002725	Utg863716_122	WP_205220392.1
OG0002874	Utg857994_204	WP_205219595.1
OG0002910	Utg860814_53	WP_205219917.1
OG0002911	Utg859388_37	WP_205220175.1
OG0002920	Utg859750_24	WP_205217443.1
OG0002960	Utg857046_138	WP_205220016.1
OG0002963	Utg857152_151	WP_205218716.1
OG0002976	Utg860006_73	WP_205217552.1
OG0002989	Utg857682_154	WP_205217853.1
OG0002990	Utg857682_153	WP_205217854.1
OG0003019	Utg861744_75	WP_205217435.1
OG0003025	Utg859098_131	WP_205219606.1
OG0003092	Utg858494_1, Utg858432_166	WP_205217984.1
OG0003112	Utg865370_39	WP_205219562.1
OG0003138	Utg857046_18	WP_205217360.1
OG0003152	Utg859982_213	WP_205218576.1
OG0003158	Utg861448_52	WP_205217471.1
OG0003536	Utg858432_85	WP_240192000.1
OG0003577	Utg859432_66	WP_205217557.1
OG0003578	Utg859432_65	WP_205217556.1
OG0003696	Utg860814_24	WP_205218309.1
OG0003697	Utg860814_32	WP_205218308.1
OG0003710	Utg857076_15	WP_205219898.1
OG0003711	Utg857076_14	WP_205219897.1
OG0003794	Utg857300_59	WP_205218195.1
OG0003821	Utg864866_38	WP_205217662.1
OG0004858	Utg857300_61	WP_205219721.1
OG0004859	Utg857300_63	WP_205219824.1
OG0004872	Utg858494_4	WP_205217982.1
OG0004886	Utg859388_3	WP_275888957.1
OG0004899	Utg860006_12	WP_205219139.1
OG0004907	Utg863716_26	WP_205217888.1
OG0004908	Utg863716_27	WP_205217889.1
OG0004909	Utg863716_28	WP_275888951.1
OG0004910	Utg863716_29	WP_205217891.1
