"","Ortholog Group","ORF","bin","max_annot_lvl","Preferred_name","COG_category","PFAMs","Description","genome.assembly","category","HMM.x","clusterID","cell","reaction","substrate","HMM.y","cluster"
"333","OG0007807","Utg859750_33","metabat_sample13.txt.004.emapper.annotations","203682|Planctomycetes","-","M","-","Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety","metabat_sample13.txt.004.emapper.genepred.fasta","iron_oxidation","Cyc2_repCluster3",1353,"metabat_sample13.txt.004.emapper.genepred.fasta","iron-oxidation","iron","Cyc2_repCluster3.hmm",460
"334","OG0007808","Utg859750_34","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","C","CarboxypepD_reg,fn3_3","Polysaccharide lyase family 4, domain II",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","OG0007809","Utg859750_45","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","P","DUF4198","PFAM Nickel transport complex, NikM subunit, transmembrane",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","OG0007810","Utg859750_46","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","P","DUF4198","PFAM Nickel transport complex, NikM subunit, transmembrane",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","OG0007811","Utg859750_59","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","OG0007812","Utg859750_79","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","hemA","H","GlutR_N,GlutR_dimer,Shikimate_DH","Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","OG0007813","Utg859750_85","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","S","DUF202","membrane",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","OG0007814","Utg859750_90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","OG0007815","Utg859750_91","metabat_sample13.txt.004.emapper.annotations","135619|Oceanospirillales","-","Q","HemolysinCabind","Haemolysin-type calcium-binding repeat (2 copies)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","OG0007816","Utg859750_93","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","E","Transglut_core","Transglutaminase-like superfamily",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","OG0007817","Utg859750_94","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","E","Transglut_core","Transglutaminase-like superfamily",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","OG0007818","Utg859982_71","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","OG0007819","Utg859982_92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","OG0007820","Utg859982_94","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","K","Acetyltransf_1,Acetyltransf_10","acetyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","OG0007821","Utg859982_97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","OG0007822","Utg859982_98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","OG0007823","Utg859982_102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","OG0007824","Utg859982_103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","OG0007825","Utg859982_105","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","L","GIIM,RVT_1","Reverse transcriptase (RNA-dependent DNA polymerase)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","OG0007826","Utg859982_108","metabat_sample13.txt.004.emapper.annotations","201174|Actinobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","OG0007827","Utg859982_118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","OG0007828","Utg859982_132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","OG0007829","Utg859982_139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","OG0007830","Utg859982_142","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","alr","E","Ala_racemase_C,Ala_racemase_N","Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","OG0007831","Utg859982_155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","OG0007832","Utg859982_169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","OG0007833","Utg859982_179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","OG0007834","Utg859982_180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","OG0007835","Utg859982_182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","OG0007836","Utg860006_2","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","H","Methyltransf_23","Methyltransferase domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","OG0007837","Utg860006_3","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","H","Methyltransf_23","Methyltransferase domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","OG0007838","Utg860006_72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","OG0007839","Utg860006_83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","OG0007840","Utg860006_90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","OG0007841","Utg860006_98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","OG0007842","Utg860006_131","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","nadK","F","NAD_kinase","Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","OG0007843","Utg860006_157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","OG0007844","Utg860006_161","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","F","HD,HD_assoc","SMART metal-dependent phosphohydrolase HD region",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","OG0007845","Utg860006_163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","OG0007846","Utg860006_168","metabat_sample13.txt.004.emapper.annotations","186801|Clostridia","-","M","Glyco_trans_1_2","transferase activity, transferring glycosyl groups",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","OG0007847","Utg860006_170","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","-","S","Sulfotransfer_3","Sulfotransferase family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","OG0007848","Utg860006_171","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","-","J","Methyltransf_25","Methyltransferase domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","OG0007849","Utg860814_6","metabat_sample13.txt.004.emapper.annotations","28211|Alphaproteobacteria","-","S","Autotransporter,F-box-like","HAF family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","OG0007850","Utg860814_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","OG0007851","Utg860814_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","OG0007852","Utg860814_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","OG0007853","Utg860814_33","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","T","CHASE5,HAMP,HATPase_c,HisKA,dCache_1,dCache_2","PFAM ATP-binding region ATPase domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","OG0007854","Utg860814_45","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","V","DUF11,DUF4347,DUF5011,He_PIG,HemolysinCabind,TIG","antibiotic catabolic process",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","OG0007855","Utg860814_46","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","-","-","Peptidase_S74","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","OG0007856","Utg860814_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","OG0007857","Utg860814_72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","OG0007858","Utg860814_73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","OG0007859","Utg860814_79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","OG0007860","Utg860814_82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","OG0007861","Utg860814_86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","OG0007862","Utg860814_87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","OG0007863","Utg860814_92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","OG0007864","Utg860814_104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","OG0007865","Utg860814_107","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","iorA-1","C","Fer4,Fer4_7,POR_N,TPP_enzyme_C","Catalyzes the ferredoxin-dependent oxidative decarboxylation of arylpyruvates",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","OG0007866","Utg860814_139","metabat_sample13.txt.004.emapper.annotations","28216|Betaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","OG0007867","Utg860814_142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","OG0007868","Utg860814_170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","OG0007869","Utg860814_172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","OG0007870","Utg860814_176","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","mcp64H-2","NT","4HB_MCP_1,HAMP,MCPsignal,PilJ","transmembrane signaling receptor activity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","OG0007871","Utg860814_190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","OG0007872","Utg860814_200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","OG0007873","Utg860814_201","metabat_sample13.txt.004.emapper.annotations","29547|Epsilonproteobacteria","-","T","EAL,GGDEF,dCache_3","Diguanylate cyclase phosphodiesterase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","OG0007874","Utg860814_208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","OG0007875","Utg860814_209","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","ftsH","O","AAA,FtsH_ext,Peptidase_M41","Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","OG0007876","Utg860814_213","metabat_sample13.txt.004.emapper.annotations","72273|Thiotrichales","-","S","H2O2_YaaD","Belongs to the UPF0246 family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","OG0007877","Utg860814_222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","OG0007878","Utg860814_230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","OG0007879","Utg860814_254","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","trmFO","J","GIDA","Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","OG0007880","Utg860814_259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","OG0007881","Utg860814_284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","OG0007882","Utg860814_285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","OG0007883","Utg860814_309","metabat_sample13.txt.004.emapper.annotations","976|Bacteroidetes","-","G","-","Parallel beta-helix repeats",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","OG0007884","Utg860814_313","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","-","Wzy_C","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","OG0007885","Utg860814_314","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","-","Wzy_C","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","OG0007886","Utg860814_315","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","G","Cellulase","polysaccharide catabolic process",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","OG0007887","Utg860814_327","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","mltD2","M","LysM,SLT","Lytic transglycosylase catalytic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","OG0007888","Utg860814_331","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","NU","ASH,Calx-beta,PapD_N","pilus organization",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","OG0007889","Utg860814_332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","OG0007890","Utg861448_20","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","L","Phage_int_SAM_4,Phage_integrase","Phage integrase family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","OG0007891","Utg861448_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","OG0007892","Utg861448_28","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","OG0007893","Utg861448_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","OG0007894","Utg861448_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","OG0007895","Utg861448_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","OG0007896","Utg861448_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","OG0007897","Utg861448_48","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","T","GGDEF","PFAM GGDEF domain containing protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","OG0007898","Utg861448_59","metabat_sample13.txt.004.emapper.annotations","177437.HRM2_43620|-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","OG0007899","Utg861744_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","OG0007900","Utg861744_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","OG0007901","Utg861744_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","OG0007902","Utg861744_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","OG0007903","Utg861744_60","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","KT","GAF,GAF_2,HTH_8,Sigma54_activat","PFAM sigma-54 factor interaction domain-containing protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","OG0007904","Utg861744_78","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","S","Lin0512_fam","Conserved hypothetical protein (Lin0512_fam)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","OG0007905","Utg861744_81","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","G","NAD_kinase","Diacylglycerol kinase catalytic domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","OG0007906","Utg861744_82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","OG0007907","Utg861744_83","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","OG0007908","Utg861744_86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","OG0007909","Utg861744_87","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","S","Lactamase_B_2","Beta-lactamase superfamily domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","OG0007910","Utg861744_91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","OG0007911","Utg861744_106","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","Q","Fer4_12,Fer4_14,Methyltransf_31,Radical_SAM","ubiE/COQ5 methyltransferase family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","OG0007912","Utg861744_117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","OG0007913","Utg861744_145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","OG0007914","Utg862138_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","OG0007915","Utg862138_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","OG0007916","Utg862138_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","OG0007917","Utg862138_53","metabat_sample13.txt.004.emapper.annotations","28216|Betaproteobacteria","rlmD","H","TRAM,tRNA_U5-meth_tr","Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","OG0007918","Utg862138_58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","OG0007919","Utg863716_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","OG0007920","Utg863716_23","metabat_sample13.txt.004.emapper.annotations","28216|Betaproteobacteria","-","T","HATPase_c,HisKA,Hpt,MHYT,PAS,PAS_3,PAS_4,PAS_9,Response_reg","Histidine kinase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","OG0007921","Utg863716_24","metabat_sample13.txt.004.emapper.annotations","28216|Betaproteobacteria","-","T","HATPase_c,HisKA,Hpt,MHYT,PAS,PAS_3,PAS_4,PAS_9,Response_reg","Histidine kinase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","OG0007922","Utg863716_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","OG0007923","Utg863716_54","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","S","DUF1517,Tim44","Tim44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","OG0007924","Utg863716_103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","OG0007925","Utg863716_106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","OG0007926","Utg863716_119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","OG0007927","Utg863716_129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","OG0007928","Utg863716_130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","OG0007929","Utg864866_1","metabat_sample13.txt.004.emapper.annotations","135619|Oceanospirillales","dppF","P","ABC_tran,oligo_HPY","Belongs to the ABC transporter superfamily",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","OG0007930","Utg864866_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","OG0007931","Utg864866_23","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","-","T","HATPase_c,HisKA,Hpt,PAS_4,Response_reg","Histidine kinase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","OG0007932","Utg864866_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","OG0007933","Utg864866_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","OG0007934","Utg864866_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","OG0007935","Utg864866_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","OG0007936","Utg864866_60","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","IQ","Aldolase_II,adh_short,adh_short_C2","PFAM class II aldolase adducin family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","OG0007937","Utg864866_109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","OG0007938","Utg865370_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","OG0007939","Utg865370_40","metabat_sample13.txt.004.emapper.annotations","203494|Verrucomicrobiae","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","OG0007940","Utg865370_41","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","M","DUF4347","domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","OG0007941","Utg865370_43","metabat_sample13.txt.004.emapper.annotations","414999|Opitutae","-","O","Rotamase","PPIC-type PPIASE domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","OG0007942","Utg865370_44","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","G","Big_2,CHU_C,DUF285,HYR,fn3","Pectate lyase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","OG0007943","Utg866558_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","OG0007944","Utg866558_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","OG0007945","Utg866558_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","OG0007946","Utg866558_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
