Orthogroup	Desulfosediminicola flagellatus IMCC35005	Desulfocapsa_06_corrosive
OG0000933	WP_136807862.1	Utg323152_342
OG0000934	WP_136807852.1	Utg323152_374
OG0000935	WP_136808326.1	Utg323392_48
OG0000936	WP_136806793.1, WP_136805373.1	Utg323152_479
OG0000937	WP_136806597.1	Utg323074_117
OG0000938	WP_136807714.1	Utg323392_59
OG0000939	WP_136805241.1	Utg323632_214
OG0000940	WP_136809200.1, WP_136810158.1	Utg323140_88
OG0000941	WP_136810544.1	Utg323448_32
OG0000942	WP_136805757.1	Utg323152_425
OG0000943	WP_136806364.1	Utg323152_72
OG0000944	WP_136805829.1	Utg323632_235
OG0000946	WP_136807169.1	Utg323140_63
OG0000947	WP_136805756.1	Utg323152_426
OG0000948	WP_136805755.1	Utg323152_427
OG0000949	WP_217909471.1	Utg323180_74
OG0000950	WP_136809730.1	Utg323180_222
OG0000951	WP_136810310.1	Utg323266_80
OG0000952	WP_136808841.1	Utg323266_108
OG0000954	WP_176371611.1	Utg323392_60
OG0000954	WP_136809268.1	Utg323632_229
OG0000955	WP_217909454.1, WP_136808273.1	Utg323392_188
OG0000956	WP_136806692.1	Utg323632_317
OG0000962	WP_136806286.1	Utg323392_104
OG0000963	WP_136807992.1	Utg323300_382
OG0000964	WP_136805315.1	Utg323152_505
OG0000966	WP_136809182.1	Utg323262_124
OG0000967	WP_136806369.1	Utg323074_88
OG0000968	WP_136806332.1	Utg323152_222
OG0000970	WP_136810536.1	Utg323448_24
OG0000971	WP_136810638.1	Utg323140_186
OG0000972	WP_136806402.1	Utg323152_186
OG0000974	WP_136805267.1	Utg323632_293
OG0000975	WP_136806063.1	Utg323300_17
OG0000976	WP_136806270.1	Utg323990_85
OG0000977	WP_228723374.1	Utg323152_39
OG0000978	WP_136810574.1	Utg323448_62
OG0000979	WP_136808003.1	Utg323300_360
OG0000980	WP_136806840.1	Utg323632_348
OG0000981	WP_136809136.1	Utg323160_41
OG0000982	WP_136808060.1	Utg323160_37
OG0000983	WP_136805245.1	Utg323632_219
OG0000984	WP_167505984.1	Utg324810_16
OG0000985	WP_136806899.1	Utg323632_24
OG0000986	WP_217909563.1	Utg323632_210
OG0000987	WP_136807546.1	Utg323152_147
OG0000988	WP_136805819.1	Utg323140_10
OG0000989	WP_136807551.1	Utg323152_150
OG0000990	WP_136809139.1	Utg323160_59
OG0000991	WP_136810644.1	Utg323140_179
OG0000992	WP_136805085.1	Utg323632_94
OG0000993	WP_136806574.1	Utg323074_90
OG0000995	WP_136810587.1	Utg323448_75
OG0000996	WP_136809722.1	Utg323316_175
OG0000997	WP_136810709.1	Utg323074_160, Utg323074_177, Utg323074_159
OG0000998	WP_136805397.1	Utg323152_435
OG0000999	WP_136807634.1	Utg323180_137
OG0001000	WP_136810588.1	Utg323448_76
OG0001001	WP_136810273.1	Utg323300_401
OG0001002	WP_136805523.1	Utg323180_695
OG0001003	WP_136805067.1	Utg323990_38
OG0001004	WP_136805915.1	Utg323140_68
OG0001005	WP_136805914.1	Utg323140_69
OG0001006	WP_136805983.1	Utg323300_164
OG0001007	WP_228723384.1	Utg323632_244
OG0001008	WP_136806155.1	Utg323152_394
OG0001009	WP_136806154.1	Utg323152_395
OG0001010	WP_136805780.1	Utg323300_40
OG0001011	WP_136809311.1	Utg323180_292
OG0001012	WP_136809455.1	Utg323180_475
OG0001013	WP_136809467.1	Utg323180_440
OG0001014	WP_136808475.1	Utg323632_71
OG0001015	WP_136807608.1	Utg323152_385
OG0001016	WP_136807610.1	Utg323152_384
OG0001017	WP_136806392.1	Utg323392_130
OG0001018	WP_136806620.1	Utg323180_30
OG0001019	WP_136805295.1	Utg323392_151
OG0001020	WP_136809248.1, WP_167505999.1	Utg323160_24
OG0001022	WP_136809721.1	Utg323316_145
OG0001023	WP_136808621.1	Utg324810_43
OG0001024	WP_136806274.1	Utg323990_78
OG0001025	WP_136810715.1	Utg323262_12
OG0001026	WP_136808298.1	Utg323074_108
OG0001027	WP_136810055.1	Utg323262_93
OG0001029	WP_136806837.1	Utg323632_341
OG0001030	WP_136808619.1	Utg324810_40
OG0001031	WP_136810518.1	Utg323316_83
OG0001033	WP_228723225.1	Utg323152_155
OG0001034	WP_136809130.1	Utg323160_30
OG0001035	WP_136809150.1	Utg323160_77
OG0001036	WP_136807996.1	Utg323300_378
OG0001037	WP_136808892.1	Utg323266_56
OG0001038	WP_136809513.1	Utg323300_76
OG0001039	WP_136805249.1	Utg323632_226
OG0001040	WP_136810609.1	Utg323448_98
OG0001041	WP_136805309.1	Utg323392_134
OG0001043	WP_136805952.1	Utg323140_245
OG0001044	WP_136798095.1	Utg323448_48
OG0001045	WP_136805446.1	Utg323392_222
OG0001046	WP_136805265.1	Utg323632_291
OG0001047	WP_136806006.1, WP_136808567.1	Utg323160_128, Utg323266_9
OG0001048	WP_136805140.1	Utg323632_137
OG0001049	WP_267313677.1	Utg323262_148
OG0001050	WP_136809530.1	Utg323632_116
OG0001051	WP_136809674.1	Utg323316_103
OG0001052	WP_136806921.1	Utg323180_63, Utg323180_64
OG0001053	WP_136805321.1	Utg323074_193
OG0001054	WP_228723424.1	Utg323632_78
OG0001055	WP_136805958.1	Utg323140_254
OG0001056	WP_136806798.1	Utg323392_17
OG0001057	WP_136809305.1	Utg323266_53
OG0001058	WP_136805445.1	Utg323392_223
OG0001059	WP_136810750.1	Utg325220_91
OG0001060	WP_136807452.1	Utg323632_370
OG0001062	WP_167505892.1	Utg323180_377
OG0001063	WP_136808672.1	Utg323152_486
OG0001065	WP_136808455.1	Utg323990_218
OG0001066	WP_136805087.1	Utg323632_95
OG0001067	WP_136805386.1	Utg323152_449
OG0001068	WP_136807539.1	Utg323152_142
OG0001069	WP_167505741.1	Utg323152_418
OG0001070	WP_136805765.1	Utg323180_313
OG0001071	WP_136805511.1	Utg323180_659, Utg323180_675
OG0001072	WP_136805504.1	Utg323180_668
OG0001075	WP_136809759.1	Utg323392_6
OG0001076	WP_136807927.1, WP_136806141.1	Utg323180_109
OG0001077	WP_136810015.1, WP_136806183.1, WP_136805786.1	Utg323632_264, Utg323140_82
OG0001078	WP_136810760.1	Utg323262_123
OG0001079	WP_136809981.1, WP_136810786.1	Utg323262_121, Utg323180_409
OG0001080	WP_136807642.1	Utg323180_162
OG0001081	WP_136807272.1	Utg323266_115
OG0001082	WP_136806159.1	Utg323180_204, Utg323632_375
OG0001083	WP_136809392.1	Utg323266_20
OG0001084	WP_136809394.1	Utg323266_18
OG0001086	WP_136810289.1	Utg323140_41
OG0001088	WP_136809292.1	Utg323300_97
OG0001091	WP_136809880.1, WP_136807478.1	Utg323262_84, Utg323300_135
OG0001092	WP_136805381.1	Utg323300_189
OG0001093	WP_136808569.1	Utg323316_348
OG0001094	WP_136807082.1	Utg323266_73
OG0001095	WP_136810837.1	Utg323448_104
OG0001096	WP_136810841.1	Utg323448_116
OG0001097	WP_228723371.1	Utg323300_239
OG0001098	WP_136806788.1	Utg323180_597
OG0001099	WP_136808408.1, WP_136807076.1	Utg323990_180
OG0001100	WP_136805416.1	Utg323074_143
OG0001101	WP_136805298.1	Utg323392_147
OG0001102	WP_136805372.1	Utg323152_482
OG0001104	WP_228723375.1	Utg323152_221
OG0001105	WP_136808487.1, WP_136810660.1	Utg323152_162
OG0001106	WP_136810659.1, WP_136808488.1	Utg323152_161
OG0001107	WP_136806373.1	Utg323152_83
OG0001108	WP_136806366.1	Utg323152_74
OG0001109	WP_136806365.1	Utg323152_73
OG0001110	WP_136806362.1	Utg323152_70
OG0001111	WP_136806302.1	Utg323152_46
OG0001112	WP_136807054.1	Utg323152_291
OG0001113	WP_136805128.1	Utg323632_127
OG0001114	WP_136807886.1	Utg323152_320, Utg323152_319
OG0001115	WP_136806323.1	Utg323392_20
OG0001116	WP_136806388.1	Utg323152_551
OG0001118	WP_136808851.1	Utg323632_363
OG0001119	WP_136805248.1	Utg323632_225
OG0001120	WP_136806911.1	Utg323632_40
OG0001121	WP_136807449.1	Utg323632_368
OG0001122	WP_136806341.1	Utg323300_158, Utg323300_51
OG0001123	WP_136810109.1	Utg323632_261, Utg323316_220
OG0001124	WP_136810661.1, WP_136808486.1	Utg323152_163
OG0001125	WP_136808850.1	Utg323180_240
OG0001126	WP_136806531.1	Utg323180_426
OG0001127	WP_136808314.1	Utg323074_24
OG0001128	WP_136809911.1, WP_136808287.1	Utg323074_95
OG0001130	WP_136806254.1	Utg323180_461
OG0001131	WP_217909461.1	Utg323266_63
OG0001132	WP_136809283.1	Utg323300_25
OG0001142	WP_136805080.1	Utg323632_91
OG0001143	WP_136808556.1	Utg323180_198
OG0001144	WP_136806342.1	Utg323140_97
OG0001145	WP_136805426.1	Utg323074_133
OG0001150	WP_136810035.1	Utg323262_147
OG0001152	WP_136806829.1	Utg323632_333
OG0001153	WP_136809381.1	Utg324810_105, Utg323160_13
OG0001154	WP_136808031.1	Utg323300_318
OG0001155	WP_176371608.1	Utg323152_136
OG0001156	WP_167506001.1	Utg323632_376
OG0001157	WP_136809375.1	Utg323160_20
OG0001158	WP_136807658.1	Utg323300_422
OG0001159	WP_136805696.1	Utg323180_316
OG0001161	WP_136805299.1	Utg323392_145
OG0001162	WP_136806988.1	Utg323152_612
OG0001165	WP_136805458.1	Utg323180_603
OG0001166	WP_167506094.1, WP_136808404.1	Utg323990_176
OG0001167	WP_167506114.1	Utg323180_420
OG0001168	WP_136809459.1	Utg323180_474
OG0001169	WP_136809465.1	Utg323180_479
OG0001171	WP_136809397.1	Utg324810_89
OG0001172	WP_136809379.1	Utg323160_16
OG0001173	WP_136809378.1	Utg323160_17
OG0001174	WP_136809399.1	Utg324810_87
OG0001175	WP_136810521.1	Utg323316_80
OG0001178	WP_136807875.1	Utg323152_331
OG0001179	WP_136806786.1	Utg323180_524
OG0001182	WP_136806842.1	Utg323300_109
OG0001183	WP_136809696.1	Utg323316_130
OG0001184	WP_136805364.1	Utg323316_246
OG0001186	WP_136806658.1	Utg323300_247
OG0001187	WP_136806770.1, WP_167505878.1, WP_136805465.1	Utg323140_163
OG0001188	WP_136810528.1	Utg323316_71
OG0001189	WP_136806923.1	Utg323180_66
OG0001191	WP_136805956.1	Utg323140_251
OG0001192	WP_136805252.1	Utg323632_281
OG0001194	WP_136810524.1	Utg323316_77
OG0001195	WP_136805175.1	Utg323632_60
OG0001196	WP_228723224.1	Utg323152_389
OG0001197	WP_228723341.1	Utg323180_696
OG0001198	WP_136805498.1	Utg323180_663
OG0001199	WP_136805485.1	Utg323180_634
OG0001200	WP_136806727.1	Utg323180_517
OG0001202	WP_136806637.1	Utg323180_259
OG0001203	WP_136805453.1	Utg323180_214
OG0001204	WP_217909546.1	Utg323152_110
OG0001205	WP_136809766.1	Utg323152_107, Utg323152_109, Utg323152_108
OG0001206	WP_136809762.1	Utg323180_122, Utg323392_9
OG0001207	WP_136809761.1	Utg323392_8
OG0001208	WP_136805466.1	Utg323180_44
OG0001209	WP_136809736.1	Utg323140_89
OG0001210	WP_136807512.1	Utg323300_427
OG0001211	WP_136807057.1	Utg323152_294, Utg323300_369
OG0001212	WP_136809181.1	Utg323262_125
OG0001213	WP_136809180.1	Utg323262_126
OG0001214	WP_136806158.1	Utg323180_633
OG0001215	WP_136805894.1	Utg323140_144
OG0001216	WP_136807650.1	Utg323180_160
OG0001217	WP_136809592.1	Utg323316_278
OG0001218	WP_136805494.1, WP_136809178.1	Utg323392_172
OG0001219	WP_136806750.1	Utg325220_70, Utg323152_112
OG0001220	WP_136808254.1, WP_136808237.1, WP_136805965.1	Utg323140_261
OG0001221	WP_136805969.1	Utg325220_2, Utg323140_265
OG0001222	WP_136809418.1	Utg325220_88
OG0001223	WP_228723265.1	Utg325220_117
OG0001225	WP_136808525.1, WP_136806011.1	Utg323990_43
OG0001226	WP_136805993.1	Utg323632_386
OG0001226	WP_136808246.1	Utg323180_391, Utg323180_434
OG0001227	WP_136808941.1	Utg323632_381, Utg323300_251
OG0001228	WP_228723227.1	Utg323300_168
OG0001229	WP_136809148.1	Utg323392_249, Utg323160_73
OG0001230	WP_136809131.1	Utg323160_31
OG0001231	WP_136810654.1, WP_136809214.1, WP_136805652.1, WP_136805650.1	Utg323300_16
OG0001232	WP_136809291.1	Utg323300_98
OG0001233	WP_136806179.1	Utg323990_128
OG0001234	WP_136806395.1	Utg323180_498
OG0001236	WP_136807480.1	Utg323262_79, Utg323300_136
OG0001237	WP_136807485.1	Utg323262_80, Utg323300_139
OG0001238	WP_136810480.1	Utg323180_231
OG0001239	WP_136807805.1	Utg323990_155
OG0001240	WP_136805701.1	Utg323140_161
OG0001241	WP_136808164.1	Utg323300_214
OG0001242	WP_275942841.1	Utg323300_298
OG0001243	WP_136808033.1	Utg323300_316
OG0001244	WP_136808026.1	Utg323300_327
OG0001245	WP_136808015.1	Utg323300_343
OG0001246	WP_136807994.1	Utg323300_380
OG0001247	WP_136807980.1	Utg323316_340
OG0001248	WP_167505893.1	Utg323316_314
OG0001249	WP_136809749.1	Utg323316_226
OG0001250	WP_136806857.1, WP_136810303.1, WP_167506067.1	Utg323140_227
OG0001251	WP_136810301.1, WP_136810265.1	Utg323140_224
OG0001252	WP_136810049.1	Utg323262_101
OG0001253	WP_136810047.1	Utg323262_104
OG0001254	WP_136810043.1	Utg323262_108
OG0001255	WP_136810019.1	Utg323180_661, Utg324548_4, Utg323262_212
OG0001256	WP_136808465.1	Utg324548_22
OG0001257	WP_136808461.1	Utg324548_27
OG0001258	WP_136808447.1	Utg323990_208
OG0001259	WP_136808446.1	Utg323990_207
OG0001260	WP_136808405.1	Utg323990_177
OG0001261	WP_136808398.1	Utg323990_156
OG0001262	WP_136808389.1	Utg323990_144
OG0001263	WP_136806184.1	Utg323990_114
OG0001264	WP_136805069.1	Utg323990_37
OG0001265	WP_167505872.1	Utg323262_7
OG0001266	WP_228723335.1	Utg323074_125
OG0001267	WP_136810431.1	Utg323180_208
OG0001268	WP_136805312.1	Utg323152_511
OG0001269	WP_136806149.1	Utg323152_401
OG0001270	WP_136808309.1	Utg323152_591
OG0001271	WP_136809117.1, WP_136806345.1	Utg323152_203
OG0001272	WP_136806356.1	Utg323152_190
OG0001273	WP_136808821.1	Utg323152_231
OG0001274	WP_136808942.1	Utg323152_173
OG0001275	WP_136807489.1	Utg323152_87
OG0001276	WP_136806368.1	Utg323152_76
OG0001277	WP_136806367.1	Utg323152_75
OG0001278	WP_136806360.1	Utg323152_68
OG0001279	WP_136806359.1	Utg323152_67
OG0001280	WP_136806399.1	Utg323152_62
OG0001281	WP_167505799.1	Utg323152_44
OG0001282	WP_275942857.1	Utg323152_43
OG0001283	WP_167505798.1	Utg323152_42
OG0001284	WP_136807896.1	Utg323152_308
OG0001285	WP_136807895.1	Utg323152_309
OG0001286	WP_136807894.1	Utg323152_310
OG0001287	WP_136807891.1	Utg323152_314
OG0001288	WP_136807890.1	Utg323152_315
OG0001289	WP_136807879.1	Utg323152_327
OG0001290	WP_136807878.1	Utg323152_328
OG0001291	WP_136806753.1	Utg323392_23
OG0001292	WP_136806319.1	Utg323392_24
OG0001293	WP_136806316.1	Utg323392_27
OG0001294	WP_136806729.1, WP_136806295.1	Utg323392_87
OG0001295	WP_136806387.1	Utg323152_553
OG0001296	WP_136808155.1	Utg323262_69
OG0001297	WP_136808154.1	Utg323262_70
OG0001298	WP_136805274.1	Utg323632_300
OG0001299	WP_167505867.1	Utg323180_558
OG0001299	WP_136805911.1	Utg323632_284
OG0001300	WP_136809746.1	Utg323316_198
OG0001301	WP_136806891.1	Utg323632_16, Utg323632_15
OG0001302	WP_136808023.1	Utg323300_330
OG0001303	WP_136805262.1	Utg323632_288
OG0001304	WP_136806714.1	Utg323180_508
OG0001305	WP_136809679.1	Utg323180_513
OG0001306	WP_136806908.1	Utg323632_37, Utg323632_36
OG0001307	WP_217909498.1	Utg323152_599, Utg323140_104
OG0001308	WP_136807993.1	Utg323300_381
OG0001309	WP_136806289.1	Utg323392_100
OG0001310	WP_136806348.1	Utg323152_200
OG0001311	WP_136806989.1	Utg323074_49
OG0001312	WP_136809282.1	Utg323140_64
OG0001313	WP_136805790.1	Utg323180_75
OG0001314	WP_136808377.1	Utg323180_567
OG0001315	WP_136807616.1	Utg323180_680
OG0001317	WP_217909462.1	Utg323300_421
OG0001318	WP_136805784.1	Utg323392_209
OG0001319	WP_136808423.1, WP_167505998.1, WP_136808409.1, WP_136807074.1	Utg323990_181
OG0001326	WP_136805718.1	Utg323152_571
OG0001328	WP_136805726.1	Utg323262_168
OG0001330	WP_136805530.1	Utg323180_706
OG0001332	WP_136808467.1	Utg323990_57
OG0001334	WP_136809160.1	Utg323160_118
OG0001335	WP_136805278.1	Utg323632_209
OG0001337	WP_136805709.1	Utg323152_583
OG0001338	WP_167505934.1	Utg323074_156
OG0001339	WP_136805149.1	Utg323632_143
OG0001340	WP_228723322.1	Utg324548_5
OG0001341	WP_136806709.1	Utg323152_137
OG0001342	WP_136806357.1	Utg323152_524, Utg323152_64
OG0001344	WP_136808082.1	Utg323300_285
OG0001345	WP_136809682.1	Utg323316_111
OG0001347	WP_136808457.1	Utg324548_35
OG0001348	WP_136805895.1	Utg323140_133
OG0001350	WP_136805962.1	Utg323140_258
OG0001351	WP_136805961.1	Utg323140_257
OG0001352	WP_136808005.1	Utg323300_353
OG0001353	WP_167506006.1	Utg323180_491
OG0001354	WP_136809454.1	Utg323180_485
OG0001355	WP_136806415.1	Utg323152_168
OG0001357	WP_136808615.1	Utg323990_123
OG0001358	WP_136808544.1	Utg323300_193
OG0001359	WP_136809398.1	Utg324810_88
OG0001362	WP_136805174.1	Utg323632_61
OG0001363	WP_136805260.1	Utg323632_286
OG0001364	WP_136808453.1	Utg323990_216
OG0001365	WP_136810211.1	Utg323140_112
OG0001367	WP_167505986.1	Utg323160_68
OG0001369	WP_136807999.1	Utg323300_365
OG0001373	WP_136807762.1	Utg323074_37
OG0001374	WP_136810210.1	Utg323140_113
OG0001376	WP_167505754.1	Utg323152_545
OG0001378	WP_136806284.1	Utg323392_106
OG0001379	WP_136805960.1	Utg323140_256
OG0001380	WP_228723250.1	Utg323152_574
OG0001381	WP_217909469.1	Utg323152_577
OG0001384	WP_136808624.1	Utg324810_47
OG0001385	WP_136809444.1	Utg323180_489
OG0001389	WP_136809675.1	Utg323316_104
OG0001390	WP_136805434.1	Utg323074_127
OG0001391	WP_136810429.1	Utg323300_157, Utg323300_155
OG0001393	WP_167505760.1	Utg323152_579
OG0001394	WP_136809816.1, WP_136805720.1, WP_167505747.1	Utg323180_709
OG0001395	WP_136805516.1	Utg323180_688
OG0001396	WP_136805509.1	Utg323180_672
OG0001397	WP_136806888.1	Utg323632_12
OG0001398	WP_167505744.1	Utg323180_644
OG0001399	WP_167505743.1	Utg323180_635
OG0001400	WP_136806253.1	Utg323180_98, Utg323140_244, Utg323262_132
OG0001401	WP_228723336.1	Utg323180_602
OG0001402	WP_136808963.1	Utg323180_493, Utg323180_492
OG0001403	WP_136806638.1	Utg323180_260
OG0001404	WP_136806636.1	Utg323180_258
OG0001405	WP_136806634.1	Utg323180_256
OG0001406	WP_136806633.1	Utg323180_255
OG0001407	WP_136810479.1	Utg323180_232
OG0001408	WP_136810486.1	Utg323180_230
OG0001409	WP_136810494.1	Utg323180_209
OG0001410	WP_136809384.1	Utg324810_97, Utg324810_102, Utg323160_10
OG0001411	WP_136809425.1	Utg323392_169
OG0001413	WP_228723288.1	Utg323266_14
OG0001414	WP_136806165.1	Utg323180_104
OG0001415	WP_136809036.1, WP_136805772.1, WP_136805803.1	Utg323180_42
OG0001416	WP_136806615.1	Utg323180_24
OG0001417	WP_136805729.1	Utg323074_181
OG0001418	WP_136805913.1	Utg323140_71, Utg323140_70
OG0001419	WP_136807640.1	Utg323180_158
OG0001420	WP_136807648.1	Utg323180_159
OG0001421	WP_228723275.1	Utg323140_208
OG0001423	WP_136808929.1	Utg323300_255
OG0001424	WP_136805941.1	Utg323266_21
OG0001425	WP_136810177.1	Utg323160_127, Utg323266_8
OG0001426	WP_136809356.1	Utg323180_606
OG0001427	WP_136808381.1	Utg323180_246
OG0001428	WP_136809156.1	Utg323160_108
OG0001429	WP_136809132.1	Utg323160_32
OG0001430	WP_136806801.1, WP_136806952.1	Utg324810_30
OG0001431	WP_136806803.1	Utg324810_31
OG0001434	WP_136809294.1	Utg323300_79
OG0001435	WP_136810318.1	Utg323632_379
OG0001437	WP_228723333.1	Utg323140_145
OG0001438	WP_136806267.1	Utg323140_83, Utg323990_90
OG0001439	WP_136810071.1, WP_136809628.1	Utg323266_41
OG0001440	WP_136806932.1	Utg323180_13
OG0001441	WP_136808609.1	Utg323300_170
OG0001442	WP_136806126.1	Utg323300_176
OG0001443	WP_136806125.1	Utg323300_186
OG0001444	WP_136807689.1, WP_136808540.1, WP_136806066.1	Utg323300_199
OG0001445	WP_136808086.1	Utg323300_278
OG0001446	WP_136808035.1	Utg323300_314
OG0001447	WP_136808034.1	Utg323300_315
OG0001448	WP_136808012.1	Utg323300_346
OG0001449	WP_136809733.1	Utg324810_69
OG0001450	WP_136808001.1	Utg323300_363
OG0001451	WP_136807985.1	Utg323300_392
OG0001452	WP_136807968.1	Utg323316_327
OG0001453	WP_136805210.1	Utg323316_313
OG0001454	WP_136807939.1	Utg323316_307
OG0001456	WP_136810306.1, WP_136810260.1	Utg323140_221
OG0001458	WP_136810556.1	Utg323448_42
OG0001459	WP_136810557.1	Utg323448_43
OG0001461	WP_136809631.1	Utg323262_96
OG0001462	WP_136810041.1	Utg323262_112
OG0001463	WP_136805925.1	Utg323152_415
OG0001464	WP_136810038.1	Utg323262_115
OG0001465	WP_136810031.1	Utg323262_162
OG0001466	WP_136810030.1	Utg323262_163
OG0001467	WP_136806252.1, WP_136806478.1	Utg323300_237
OG0001468	WP_136806608.1	Utg323316_186
OG0001469	WP_136808560.1	Utg324548_17
OG0001470	WP_136808456.1	Utg324548_36
OG0001471	WP_136806178.1	Utg323990_132
OG0001472	WP_228723316.1	Utg323990_122
OG0001473	WP_136806268.1	Utg323990_88, Utg323990_89
OG0001474	WP_136806278.1	Utg323990_74
OG0001476	WP_136808414.1	Utg323990_61
OG0001477	WP_136805323.1	Utg323074_194
OG0001478	WP_136807816.1	Utg323074_154
OG0001479	WP_136805419.1	Utg323074_140
OG0001480	WP_136809703.1, WP_136806739.1, WP_167505876.1, WP_136809704.1	Utg323140_84
OG0001481	WP_136805280.1	Utg323392_167
OG0001482	WP_136805304.1	Utg323392_140
OG0001483	WP_136805310.1	Utg323392_133
OG0001484	WP_136805371.1	Utg323152_483
OG0001485	WP_136805387.1	Utg323152_448
OG0001486	WP_136806152.1	Utg323152_398
OG0001487	WP_167505789.1	Utg323152_393
OG0001488	WP_267313738.1	Utg323152_63
OG0001489	WP_136806397.1	Utg323140_21, Utg323152_59
OG0001490	WP_136807900.1	Utg323152_304
OG0001491	WP_136807899.1	Utg323152_305
OG0001492	WP_136807898.1	Utg323152_306
OG0001493	WP_136807897.1	Utg323152_307
OG0001494	WP_136807885.1	Utg323152_321
OG0001495	WP_136807884.1	Utg323152_322
OG0001496	WP_136807882.1	Utg323152_324
OG0001497	WP_136807881.1	Utg323152_325
OG0001498	WP_136807880.1	Utg323152_326
OG0001499	WP_136807873.1	Utg323152_333
OG0001500	WP_136807872.1	Utg323152_334
OG0001501	WP_136807871.1	Utg323152_335
OG0001502	WP_136807870.1	Utg323152_336
OG0001503	WP_136807869.1	Utg323152_337
OG0001504	WP_136807860.1	Utg323152_344
OG0001505	WP_136807851.1	Utg323152_373
OG0001506	WP_136807848.1	Utg323152_377
OG0001506	WP_136807847.1	Utg323152_378
OG0001507	WP_136808321.1	Utg323392_42
OG0001508	WP_136808330.1	Utg323392_53
OG0001509	WP_045707864.1	Utg323392_78
OG0001509	WP_136805574.1	Utg323180_79
OG0001510	WP_136806285.1	Utg323392_105
OG0001511	WP_136808495.1	Utg323392_123
OG0001512	WP_136808496.1	Utg323392_125
OG0001513	WP_228723229.1	Utg323392_18
OG0001514	WP_136808515.1	Utg323152_594
OG0001515	WP_136808311.1	Utg323152_595
OG0001516	WP_136808296.1	Utg323074_67
OG0001517	WP_136807451.1	Utg323632_369
OG0001518	WP_228723387.1	Utg323632_231
OG0001519	WP_136808469.1	Utg323632_77
OG0001520	WP_136808659.1, WP_136805942.1, WP_136808476.1	Utg323632_69
OG0001521	WP_136808769.1	Utg323632_28
OG0001522	WP_136806892.1	Utg323632_17
OG0001523	WP_136806009.1	Utg323152_126
OG0001524	WP_136809699.1	Utg323316_132
OG0001525	WP_136807562.1	Utg323152_157
OG0001526	WP_136809697.1	Utg323632_364
OG0001527	WP_136806151.1	Utg323152_399
OG0001528	WP_136808323.1	Utg323392_44
OG0001529	WP_136808312.1	Utg323152_597
OG0001530	WP_167505897.1	Utg323316_332
OG0001531	WP_136805246.1	Utg323632_220
OG0001532	WP_136806153.1	Utg323152_396
OG0001533	WP_136806917.1	Utg323266_96
OG0001534	WP_136809236.1	Utg323300_221
OG0001535	WP_228723339.1	Utg323180_615
OG0001536	WP_136806635.1	Utg323180_257
OG0001537	WP_136807113.1	Utg323990_117
OG0001538	WP_136808536.1	Utg323180_92, Utg323074_81
OG0001539	WP_136808546.1	Utg323074_86
OG0001540	WP_136810470.1	Utg323152_416
OG0001541	WP_136805927.1	Utg323152_487
OG0001542	WP_136805744.1	Utg323180_190
OG0001543	WP_136806036.1	Utg323180_252
OG0001543	WP_136806038.1	Utg323180_250
OG0001546	WP_136809788.1	Utg323300_151
OG0001547	WP_136808053.1	Utg323300_296
OG0001548	WP_136808708.1, WP_136810171.1	Utg323392_177
OG0001549	WP_136810854.1	Utg323392_253
OG0001550	WP_136806243.1	Utg325220_78
OG0001567	WP_136809166.1	Utg323266_34
OG0001569	WP_136805118.1	Utg323632_115
OG0001572	WP_136808441.1, WP_136808440.1	Utg323316_261
OG0001572	WP_136807959.1	Utg323990_6, Utg323990_30
OG0001573	WP_167505802.1	Utg323152_224
OG0001578	WP_136808295.1	Utg323074_66
OG0001580	WP_136809336.1	Utg323266_32
OG0001582	WP_136805400.1	Utg324810_81
OG0001584	WP_136808721.1	Utg323300_142
OG0001585	WP_136808142.1	Utg323140_252
OG0001589	WP_136810700.1	Utg323990_64
OG0001592	WP_136809337.1	Utg323266_33
OG0001596	WP_136806924.1	Utg323180_219
OG0001598	WP_136805882.1	Utg323392_32
OG0001601	WP_136805318.1	Utg323152_502
OG0001604	WP_136810374.1	Utg323300_10
OG0001606	WP_136805967.1	Utg323140_263
OG0001608	WP_136805479.1	Utg323152_585
OG0001609	WP_136809754.1	Utg323316_232
OG0001612	WP_136805717.1	Utg323152_572
OG0001613	WP_136805716.1	Utg323152_573
OG0001615	WP_136805919.1	Utg323140_61
OG0001616	WP_167506105.1	Utg323990_71
OG0001628	WP_136805529.1	Utg323180_701
OG0001629	WP_136805505.1	Utg323180_667
OG0001630	WP_136805506.1	Utg323180_666
OG0001633	WP_136809453.1	Utg323180_473
OG0001634	WP_136809469.1	Utg323180_472
OG0001635	WP_136808140.1	Utg323180_437
OG0001636	WP_136805398.1	Utg323152_434
OG0001637	WP_136805693.1	Utg323180_319
OG0001638	WP_136805767.1	Utg323180_311
OG0001639	WP_136808375.1	Utg323180_294
OG0001640	WP_167505822.1	Utg323180_273
OG0001641	WP_136806632.1	Utg323180_254
OG0001642	WP_136806631.1	Utg323180_253
OG0001644	WP_136810488.1	Utg323180_227
OG0001645	WP_136810506.1	Utg323180_202
OG0001646	WP_136810507.1	Utg323180_200
OG0001647	WP_136808931.1	Utg323180_171
OG0001649	WP_136809376.1	Utg323160_19
OG0001650	WP_136809377.1	Utg323160_18
OG0001651	WP_136809380.1	Utg324810_106, Utg323160_14
