Orthogroup	Desulfocapsa sulfexigens DSM 10523	Desulfovibrio vulgaris DP4
OG0001458	WP_015404263.1	WP_010938146.1
OG0001459	WP_015404264.1	WP_011792679.1
OG0001461	WP_015404345.1	WP_010939487.1
OG0001462	WP_015404361.1	WP_010938198.1
OG0001464	WP_015404371.1	WP_010938762.1
OG0001465	WP_015404377.1	WP_011791464.1
OG0001466	WP_015404378.1	WP_043629201.1
OG0001468	WP_015404403.1	WP_011791975.1
OG0001470	WP_015404453.1	WP_010940431.1
OG0001473	WP_015404570.1	WP_011792544.1
OG0001474	WP_015404587.1	WP_010939529.1
OG0001475	WP_015404593.1	WP_011791921.1
OG0001477	WP_015404630.1	WP_011793139.1
OG0001478	WP_015404708.1	WP_011792085.1
OG0001479	WP_015404716.1	WP_010937799.1
OG0001482	WP_015404801.1	WP_010939113.1
OG0001484	WP_015404829.1	WP_223294610.1
OG0001485	WP_015404861.1	WP_011792912.1
OG0001486	WP_015404957.1	WP_011791686.1
OG0001489	WP_015405182.1	WP_011791365.1
OG0001490	WP_015405283.1	WP_011793004.1
OG0001491	WP_015405284.1	WP_010937622.1
OG0001492	WP_015405285.1	WP_010937621.1
OG0001493	WP_015405286.1	WP_011793005.1
OG0001494	WP_015405298.1	WP_010938209.1
OG0001495	WP_015405299.1	WP_010937357.1
OG0001496	WP_015405301.1	WP_014524186.1
OG0001497	WP_015405302.1	WP_010937354.1
OG0001498	WP_015405303.1	WP_010940492.1
OG0001499	WP_015405310.1	WP_010937818.1
OG0001500	WP_015405311.1	WP_010937819.1
OG0001501	WP_015405312.1	WP_223294608.1
OG0001502	WP_015405313.1	WP_010937821.1
OG0001503	WP_015405314.1	WP_010937822.1
OG0001504	WP_015405321.1	WP_010937827.1
OG0001505	WP_015405325.1	WP_011792667.1
OG0001507	WP_015405355.1	WP_010940608.1
OG0001508	WP_015405364.1	WP_010940144.1
OG0001510	WP_015405389.1	WP_010938301.1
OG0001512	WP_015405403.1	WP_010937552.1
OG0001514	WP_015405464.1	WP_011791695.1
OG0001515	WP_015405465.1	WP_011791694.1
OG0001517	WP_015405523.1	WP_011791682.1
OG0001518	WP_015405617.1	WP_011791442.1
OG0001519	WP_015405703.1	WP_011791912.1
OG0001524	WP_041916379.1	WP_010939130.1
OG0001527	WP_041917007.1	WP_011791687.1
OG0001529	WP_041917103.1	WP_043629654.1
OG0001531	WP_167320766.1	WP_011791612.1
OG0001532	WP_228130018.1	WP_010940024.1
OG0001533	WP_228130037.1	WP_010938036.1
OG0001536	WP_228130053.1	WP_010938585.1
OG0001569	WP_015405675.1	WP_011792860.1
OG0001575	WP_015405270.1	WP_010937794.1
OG0001577	WP_265588638.1	WP_011792366.1
OG0001581	WP_015405052.1	WP_011792561.1
OG0001585	WP_015403064.1	WP_010939928.1
OG0001586	WP_015405446.1	WP_011791716.1
OG0001591	WP_015403486.1	WP_011791876.1
OG0001607	WP_015403110.1	WP_010937740.1
OG0001612	WP_015402540.1	WP_011792065.1
OG0001613	WP_015402539.1	WP_011792066.1
OG0001625	WP_015402554.1	WP_010939886.1
OG0001631	WP_015402369.1	WP_043629597.1
OG0001638	WP_015402472.1	WP_010939501.1
OG0001640	WP_015402509.1	WP_223294595.1
OG0001643	WP_015402562.1	WP_010938827.1
OG0001645	WP_015402574.1	WP_010938290.1
OG0001647	WP_015402595.1	WP_011792756.1
OG0001649	WP_015402617.1	WP_011176592.1
OG0001650	WP_015402618.1	WP_011176591.1
OG0001653	WP_015402676.1	WP_011792733.1
OG0001654	WP_015402693.1	WP_011791778.1
OG0001656	WP_015402712.1	WP_010939484.1
OG0001657	WP_015402719.1	WP_011791988.1
OG0001668	WP_015402986.1	WP_010937941.1
OG0001676	WP_015403171.1	WP_011791678.1
OG0001677	WP_015403189.1	WP_010938183.1
OG0001678	WP_015403204.1	WP_011792545.1
OG0001681	WP_015403228.1	WP_011791796.1
OG0001682	WP_015403231.1	WP_010937979.1
OG0001687	WP_015403403.1	WP_011792914.1
OG0001689	WP_015403450.1	WP_011792111.1
OG0001695	WP_015403553.1	WP_223294622.1
OG0001696	WP_015403575.1	WP_011792549.1
OG0001698	WP_015403634.1	WP_010940617.1
OG0001701	WP_015403756.1	WP_010938753.1
OG0001702	WP_015403776.1	WP_011791818.1, WP_011791508.1, WP_011791817.1
OG0001703	WP_015403817.1	WP_011792619.1
OG0001708	WP_015403946.1	WP_011792889.1
OG0001712	WP_015404012.1	WP_011792164.1
OG0001713	WP_015404091.1	WP_011792430.1
OG0001715	WP_015404139.1	WP_011791443.1
OG0001716	WP_015404143.1	WP_011792091.1, WP_011787321.1
OG0001717	WP_015404146.1	WP_010939234.1
OG0001718	WP_015404266.1	WP_011792677.1
OG0001719	WP_015404267.1	WP_010938150.1
OG0001721	WP_015404392.1	WP_010939574.1
OG0001727	WP_015404491.1	WP_011787356.1
OG0001729	WP_015404557.1	WP_011792828.1
OG0001730	WP_015404571.1	WP_010938292.1
OG0001731	WP_015404721.1	WP_010938863.1
OG0001733	WP_015404751.1	WP_011792840.1
OG0001739	WP_015405055.1	WP_223294592.1
OG0001742	WP_015405145.1	WP_010938194.1
OG0001747	WP_015405290.1	WP_010938212.1
OG0001750	WP_015405322.1	WP_010937828.1
OG0001757	WP_015405420.1	WP_010939585.1
OG0001765	WP_015405599.1	WP_011791740.1
OG0001768	WP_015405652.1	WP_011792235.1
OG0001772	WP_041916383.1	WP_010940223.1
OG0001776	WP_052326997.1	WP_011792831.1
OG0001777	WP_153304785.1	WP_010940333.1
OG0001778	WP_153304797.1	WP_011791998.1
OG0001828	WP_015402594.1	WP_011792757.1
OG0001835	WP_015403755.1	WP_011792551.1
OG0001858	WP_015405384.1	WP_010937903.1
OG0001865	WP_015404758.1	WP_223294607.1
OG0001874	WP_015402413.1	WP_011792145.1
OG0001878	WP_015402536.1	WP_011792069.1
OG0001883	WP_015402633.1	WP_010940170.1
OG0001897	WP_015405578.1	WP_011787421.1
OG0001899	WP_015403091.1	WP_011792590.1
OG0001900	WP_015403105.1, WP_015404837.1	WP_011791386.1
OG0001904	WP_015403384.1	WP_011791902.1
OG0001921	WP_015403775.1	WP_010939755.1
OG0001922	WP_015403780.1	WP_010939220.1
OG0001923	WP_015403794.1	WP_011792319.1
OG0001924	WP_015403826.1	WP_011792956.1
OG0001925	WP_015403830.1	WP_010937339.1
OG0001929	WP_015403894.1	WP_010937454.1
OG0001931	WP_015403899.1	WP_010939217.1
OG0001932	WP_015403961.1	WP_014524404.1
OG0001933	WP_015404013.1	WP_011792531.1
OG0001942	WP_015404145.1	WP_043629506.1
OG0001966	WP_015404580.1	WP_011792526.1
OG0001972	WP_015404754.1	WP_011791497.1
OG0001975	WP_015404855.1	WP_010940198.1
OG0001978	WP_015404880.1	WP_010938878.1
OG0001990	WP_015405096.1	WP_223294687.1
OG0001993	WP_015405185.1	WP_010938750.1
OG0001998	WP_015405211.1	WP_010938713.1
OG0002023	WP_041916427.1	WP_011792388.1
OG0002027	WP_052327019.1	WP_011792130.1
OG0002031	WP_153304904.1	WP_011791715.1
OG0002104	WP_015403054.1	WP_011176601.1
OG0002152	WP_015405796.1	WP_011793051.1, WP_011791891.1
OG0002166	WP_015402557.1	WP_043629184.1
OG0002170	WP_015402772.1	WP_011792741.1
OG0002191	WP_015403227.1	WP_010938968.1
OG0002199	WP_015403529.1	WP_011792844.1
OG0002202	WP_015403633.1	WP_011792322.1
OG0002234	WP_015404137.1	WP_043629288.1
OG0002238	WP_015404201.1	WP_011787348.1
OG0002239	WP_015404204.1	WP_011793012.1
OG0002261	WP_015405046.1	WP_011791865.1
OG0002268	WP_015405250.1	WP_011792841.1
OG0002281	WP_015405591.1	WP_011176634.1
OG0002282	WP_015405592.1	WP_011787339.1
OG0002291	WP_015405745.1	WP_011791591.1
OG0002299	WP_167320751.1	WP_010937492.1, WP_043629144.1
OG0002456	WP_015403576.1	WP_011791440.1
OG0002496	WP_015402316.1	WP_011792920.1
OG0002508	WP_015402806.1	WP_010940209.1
OG0002513	WP_015403038.1	WP_011791755.1
OG0002519	WP_015403188.1	WP_010938182.1
OG0002536	WP_015403547.1	WP_011792087.1
OG0002540	WP_015403604.1	WP_010940668.1
OG0002548	WP_015403863.1	WP_010939134.1
OG0002555	WP_015403986.1	WP_011792585.1
OG0002597	WP_015405257.1	WP_011791437.1
OG0002625	WP_041916352.1	WP_011791816.1
OG0002627	WP_041916846.1	WP_011791631.1
OG0002835	WP_015403409.1, WP_015405408.1	WP_010937898.1
OG0002848	WP_015403305.1	WP_010938635.1
OG0002879	WP_015403459.1	WP_011791506.1, WP_010937686.1
OG0002916	WP_015402578.1	WP_223294694.1
OG0002943	WP_015403267.1	WP_043629980.1
OG0002946	WP_015403326.1	WP_011792653.1
OG0002980	WP_015404653.1, WP_015405332.1	WP_011792954.1
OG0002998	WP_015405201.1, WP_167320717.1	WP_011793119.1
OG0003002	WP_015405410.1, WP_015405642.1	WP_011792723.1
OG0003003	WP_015405416.1	WP_181409343.1
OG0003014	WP_015405723.1	WP_011787407.1
OG0003542	WP_015403556.1	WP_010939481.1
OG0003566	WP_015404162.1	WP_011791392.1
OG0003606	WP_015404985.1	WP_223294634.1
OG0003632	WP_015405722.1	WP_011787408.1
OG0003633	WP_015405724.1	WP_011787406.1
OG0003634	WP_015405726.1	WP_011787405.1
OG0003635	WP_015405727.1	WP_011787404.1
OG0003636	WP_015405728.1	WP_011787403.1
OG0003637	WP_015405729.1	WP_011787402.1
OG0004574	WP_015404657.1	WP_010937650.1
OG0004576	WP_015404660.1	WP_010937648.1
OG0004629	WP_167320778.1	WP_043629312.1
