Orthogroup	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_13_biocide
OG0001209	WP_015402781.1	Utg864866_66
OG0001210	WP_015402794.1	Utg857152_144
OG0001211	WP_015402807.1, WP_015403589.1, WP_015402816.1, WP_015405419.1, WP_015404761.1	Utg857152_92
OG0001212	WP_015402856.1	Utg863716_133, Utg857076_2, Utg859236_130
OG0001213	WP_015402857.1	Utg863716_132, Utg857076_1, Utg859236_129
OG0001214	WP_015402862.1	Utg857300_16
OG0001214	WP_015402871.1	Utg860814_225
OG0001215	WP_015402891.1	Utg864866_15
OG0001216	WP_015403335.1, WP_015404868.1, WP_015402902.1	Utg857152_219
OG0001218	WP_015403005.1	Utg859388_143
OG0001222	WP_015403081.1	Utg857682_95
OG0001223	WP_015403095.1	Utg857682_76
OG0001224	WP_015405488.1	Utg857994_133
OG0001224	WP_015403478.1, WP_015403147.1	Utg859982_28
OG0001226	WP_015403646.1	Utg860814_13
OG0001229	WP_015403350.1	Utg857994_82, Utg861744_26
OG0001230	WP_015403373.1	Utg861744_52
OG0001232	WP_015403506.1	Utg857300_52
OG0001233	WP_015403549.1	Utg860006_75
OG0001234	WP_015403554.1	Utg860814_89, Utg860814_84
OG0001235	WP_015403602.1, WP_015404027.1	Utg857994_105
OG0001236	WP_015403621.1	Utg857076_53, Utg857300_20
OG0001237	WP_015403626.1	Utg857076_52, Utg857300_17
OG0001238	WP_015403638.1	Utg863716_56
OG0001239	WP_015403722.1	Utg860006_48
OG0001242	WP_015403867.1	Utg857152_25
OG0001243	WP_015403884.1	Utg857152_44
OG0001244	WP_015403893.1	Utg857152_55
OG0001245	WP_015403912.1	Utg857152_67
OG0001246	WP_015403951.1	Utg857152_104
OG0001247	WP_015403971.1	Utg857046_254
OG0001248	WP_015404010.1	Utg857046_211
OG0001249	WP_015404079.1	Utg857046_131
OG0001252	WP_015404350.1	Utg857076_31
OG0001253	WP_015404353.1	Utg857076_28
OG0001254	WP_015404357.1	Utg857076_24
OG0001255	WP_015404406.1	Utg859236_60
OG0001256	WP_015404430.1	Utg859236_47
OG0001257	WP_015404435.1	Utg859236_42
OG0001258	WP_015404476.1	Utg859236_19
OG0001259	WP_015404477.1	Utg859236_18
OG0001260	WP_015404512.1	Utg860006_26
OG0001261	WP_015404532.1	Utg860006_47
OG0001262	WP_015404543.1	Utg860006_58
OG0001263	WP_015404564.1	Utg860006_85
OG0001264	WP_015404628.1	Utg860006_166
OG0001265	WP_015404683.1	Utg857994_240, Utg860006_175, Utg857994_239
OG0001266	WP_015404731.1	Utg857994_143
OG0001267	WP_015404755.1	Utg863716_43
OG0001268	WP_015404809.1	Utg859982_36
OG0001269	WP_015404954.1	Utg859982_196
OG0001270	WP_015404970.1	Utg857682_152
OG0001271	WP_015405038.1	Utg859098_211
OG0001272	WP_015405050.1	Utg859098_223
OG0001273	WP_015405065.1	Utg859098_180
OG0001274	WP_015405102.1	Utg859098_242
OG0001275	WP_015405144.1	Utg859098_312
OG0001276	WP_015405165.1	Utg859098_323
OG0001277	WP_015405166.1	Utg859098_324
OG0001278	WP_015405173.1	Utg859098_332
OG0001279	WP_015405174.1	Utg859098_333
OG0001280	WP_015405180.1	Utg859098_339
OG0001281	WP_015405196.1	Utg859098_355
OG0001282	WP_015405197.1	Utg859098_356
OG0001283	WP_015405206.1	Utg859098_359
OG0001284	WP_015405287.1	Utg859098_108
OG0001285	WP_015405288.1	Utg859098_107
OG0001286	WP_015405289.1	Utg859098_106
OG0001287	WP_015405292.1	Utg859098_103
OG0001288	WP_015405293.1	Utg859098_102
OG0001289	WP_015405304.1	Utg859098_90
OG0001290	WP_015405305.1	Utg859098_89
OG0001291	WP_015405344.1	Utg858498_8
OG0001292	WP_015405345.1	Utg858498_9
OG0001293	WP_015405348.1	Utg858498_12
OG0001294	WP_015405377.1	Utg859388_148
OG0001296	WP_015405503.1	Utg857076_63
OG0001297	WP_015405504.1	Utg857076_62
OG0001298	WP_015405553.1	Utg866558_17
OG0001299	WP_015405568.1	Utg866558_35
OG0001300	WP_015405639.1, WP_228130004.1	Utg857046_102
OG0001301	WP_015405765.1	Utg862138_7
OG0001302	WP_041916361.1	Utg857152_58
OG0001303	WP_041916463.1	Utg866558_30
OG0001304	WP_052326940.1	Utg860814_98
OG0001305	WP_083907266.1	Utg860814_105
OG0001306	WP_153304929.1	Utg862138_26
OG0001307	WP_167320711.1	Utg864866_51
OG0001308	WP_167320735.1	Utg857152_105
OG0001309	WP_208598477.1	Utg859388_136
OG0001310	WP_228130019.1	Utg859098_214
OG0001332	WP_052326998.1	Utg860006_156
OG0001335	WP_015405638.1	Utg858432_103, Utg858432_102
OG0001338	WP_015404706.1, WP_015404240.1	Utg857994_169
OG0001339	WP_015405648.1	Utg858432_95
OG0001340	WP_015404407.1	Utg859236_59
OG0001341	WP_015405635.1	Utg859098_277
OG0001342	WP_167320758.1	Utg859098_336
OG0001344	WP_015403859.1	Utg857152_14
OG0001345	WP_015404126.1, WP_208598465.1	Utg859236_15
OG0001346	WP_015404552.1	Utg860006_68
OG0001347	WP_015404452.1	Utg859236_34
OG0001348	WP_015402882.1	Utg864866_27
OG0001352	WP_083907249.1	Utg857152_79
OG0001353	WP_015402407.1	Utg860814_78
OG0001354	WP_015402411.1	Utg860814_71
OG0001355	WP_015405106.1	Utg859098_246
OG0001359	WP_015402631.1	Utg861744_95
OG0001362	WP_015404426.1	Utg862138_55
OG0001363	WP_153304920.1	Utg866558_33
OG0001364	WP_015404470.1	Utg859236_27
OG0001367	WP_015403355.1	Utg861744_31
OG0001369	WP_015403939.1	Utg857152_89
OG0001370	WP_015403338.1	Utg861744_13
OG0001371	WP_015402611.1	Utg861744_58
OG0001378	WP_015405390.1	Utg859388_130
OG0001384	WP_015403420.1	Utg861744_132
OG0001385	WP_015402409.1	Utg860814_76
OG0001387	WP_015402510.1	Utg861448_22, Utg863716_95
OG0001390	WP_015404729.1	Utg857994_145
OG0001391	WP_015403664.1	Utg857300_9
OG0001394	WP_015402293.1	Utg860814_328
OG0001395	WP_015402310.1	Utg860814_281
OG0001396	WP_015402320.1	Utg860814_266
OG0001397	WP_015402330.1	Utg862138_4
OG0001398	WP_015402341.1	Utg860814_238
OG0001399	WP_041916246.1, WP_015402347.1	Utg860814_228
OG0001400	WP_015402356.1, WP_015402357.1	Utg859236_77
OG0001401	WP_015402363.1	Utg860814_187
OG0001402	WP_015402406.1	Utg860814_80
OG0001403	WP_015402522.1	Utg863716_83
OG0001404	WP_015402524.1	Utg863716_81
OG0001405	WP_015402526.1	Utg863716_79
OG0001406	WP_015402527.1	Utg863716_78
OG0001407	WP_015402550.1	Utg863716_57
OG0001408	WP_015405268.1, WP_015402566.1	Utg863716_55
OG0001409	WP_015402572.1	Utg863716_44
OG0001410	WP_015402627.1	Utg861744_71
OG0001411	WP_015402634.1	Utg859388_52
OG0001412	WP_015402655.1	Utg857152_204
OG0001414	WP_015402670.1	Utg857152_178
OG0001415	WP_015402707.1	Utg859750_82
OG0001416	WP_015402723.1	Utg859750_62
OG0001417	WP_015404679.1, WP_015402757.1	Utg857994_196
OG0001418	WP_015402766.1	Utg864866_83
OG0001419	WP_015404866.1	Utg857152_217
OG0001420	WP_015404867.1, WP_015402901.1	Utg857152_218
OG0001421	WP_015402984.1	Utg859432_73, Utg859432_72
OG0001422	WP_015403148.1	Utg859982_29
OG0001422	WP_015405489.1	Utg857994_134
OG0001424	WP_015403202.1	Utg865370_15
OG0001425	WP_015403218.1	Utg865370_3
OG0001426	WP_015403288.1	Utg860814_192
OG0001427	WP_015403323.1	Utg863716_67
OG0001429	WP_015403372.1	Utg861744_51
OG0001430	WP_015403607.1, WP_015403407.1	Utg859098_3
OG0001431	WP_015403408.1	Utg859098_4
OG0001431	WP_015403612.1	Utg864866_9
OG0001433	WP_015403462.1	Utg859098_6
OG0001434	WP_015403502.1	Utg857300_55
OG0001437	WP_015403599.1	Utg864866_14
OG0001438	WP_015403659.1	Utg864866_71, Utg860006_124
OG0001440	WP_015403730.1	Utg859750_31
OG0001445	WP_015403852.1	Utg857152_6
OG0001446	WP_015403882.1	Utg857152_42
OG0001447	WP_015403883.1	Utg857152_43
OG0001448	WP_015403915.1	Utg857152_70
OG0001449	WP_015403927.1	Utg861744_109, Utg861744_108
OG0001450	WP_015403937.1	Utg857152_87
OG0001451	WP_015403962.1	Utg857152_115
OG0001452	WP_015403999.1	Utg857046_224
OG0001453	WP_015404011.1, WP_015405581.1	Utg857046_210
OG0001454	WP_015404017.1	Utg857046_204
OG0001455	WP_015404060.1	Utg857994_174
OG0001457	WP_015404205.1	Utg859236_16
OG0001458	WP_015404263.1	Utg857490_5
OG0001459	WP_015404264.1	Utg857490_4
OG0001461	WP_015404345.1	Utg857076_39
OG0001462	WP_015404361.1	Utg857076_20
OG0001463	WP_015404364.1	Utg859982_178
OG0001464	WP_015404371.1	Utg857076_17
OG0001465	WP_015404377.1	Utg859236_83
OG0001466	WP_015404378.1	Utg859236_81
OG0001468	WP_015404403.1	Utg857046_86
OG0001469	WP_015404419.1	Utg859236_53
OG0001470	WP_015404453.1	Utg859236_33
OG0001471	WP_015404554.1	Utg860006_70
OG0001472	WP_015404561.1	Utg860006_80
OG0001473	WP_015404570.1	Utg860006_125
OG0001474	WP_015404587.1	Utg860006_138
OG0001475	WP_015404593.1	Utg860006_146, Utg857994_217
OG0001476	WP_015404603.1	Utg860006_152
OG0001477	WP_015404630.1	Utg857994_212
OG0001478	WP_015404708.1	Utg857994_167
OG0001479	WP_015404716.1	Utg857994_160
OG0001480	WP_015404766.1	Utg864866_70
OG0001481	WP_015404775.1	Utg859388_54
OG0001482	WP_015404801.1	Utg859388_79
OG0001483	WP_015404807.1	Utg859388_88
OG0001484	WP_015404829.1	Utg859982_76
OG0001485	WP_015404861.1	Utg859982_137
OG0001486	WP_015404957.1	Utg859982_199
OG0001487	WP_015404962.1	Utg859982_205
OG0001488	WP_015405179.1	Utg859098_337
OG0001489	WP_015405182.1	Utg859098_341
OG0001490	WP_015405283.1	Utg859098_112
OG0001491	WP_015405284.1	Utg859098_111
OG0001492	WP_015405285.1	Utg859098_110
OG0001493	WP_015405286.1	Utg859098_109
OG0001494	WP_015405298.1	Utg859098_96
OG0001495	WP_015405299.1	Utg859098_95
OG0001496	WP_015405301.1	Utg859098_93
OG0001497	WP_015405302.1	Utg859098_92
OG0001498	WP_015405303.1	Utg859098_91
OG0001499	WP_015405310.1	Utg859098_84
OG0001500	WP_015405311.1	Utg859098_83
OG0001501	WP_015405312.1	Utg859098_82
OG0001502	WP_015405313.1	Utg859098_81
OG0001503	WP_015405314.1	Utg859098_80
OG0001504	WP_015405321.1	Utg859098_72
OG0001505	WP_015405325.1	Utg859098_65
OG0001507	WP_015405355.1	Utg858498_17
OG0001508	WP_015405364.1	Utg859388_180
OG0001509	WP_015405369.1	Utg859388_157
OG0001510	WP_015405389.1	Utg859388_131
OG0001511	WP_015405401.1	Utg859388_98
OG0001512	WP_015405403.1	Utg859388_96
OG0001513	WP_015405406.1	Utg858498_3, Utg858498_2, Utg859098_438
OG0001516	WP_015405481.1	Utg857994_52
OG0001517	WP_015405523.1	Utg861448_3
OG0001518	WP_015405617.1	Utg858432_124
OG0001519	WP_015405703.1	Utg858432_20
OG0001520	WP_015405711.1	Utg858432_8
OG0001521	WP_015405753.1	Utg862138_19
OG0001522	WP_015405764.1	Utg862138_8
OG0001524	WP_041916379.1	Utg857046_21
OG0001525	WP_041916439.1	Utg859098_258
OG0001526	WP_041916457.1	Utg857992_10
OG0001527	WP_041917007.1	Utg859982_198
OG0001528	WP_041917081.1	Utg858498_19
OG0001530	WP_052326981.1	Utg857046_229
OG0001531	WP_167320766.1	Utg858432_112
OG0001532	WP_228130018.1	Utg859982_202
OG0001533	WP_228130037.1	Utg857682_41
OG0001535	WP_228130052.1	Utg860814_203
OG0001536	WP_228130053.1	Utg863716_80
OG0001537	WP_265588648.1	Utg859432_63
OG0001567	WP_015403170.1	Utg865370_27
OG0001569	WP_015405675.1	Utg858432_56
OG0001573	WP_015405019.1	Utg859098_187
OG0001578	WP_015405480.1	Utg857994_51
OG0001580	WP_015403593.1	Utg865370_25
OG0001581	WP_015405052.1	Utg859098_225
OG0001586	WP_015405446.1	Utg859982_16
OG0001589	WP_015404597.1	Utg860006_149
OG0001591	WP_015403486.1	Utg857682_105
OG0001592	WP_015403594.1	Utg865370_26
OG0001594	WP_015402917.1	Utg859098_300
OG0001601	WP_015404817.1	Utg859982_44
OG0001603	WP_015403042.1	Utg859098_357
OG0001609	WP_228130002.1	Utg857046_137
OG0001615	WP_015402761.1	Utg864866_92
OG0001618	WP_015405109.1	Utg859098_250
OG0001621	WP_015403608.1, WP_083907183.1	Utg857152_62
OG0001628	WP_015402297.1	Utg860814_297
OG0001629	WP_015402325.1	Utg860814_261
OG0001630	WP_015402326.1	Utg860814_258, Utg860814_260
OG0001632	WP_015402378.1	Utg860814_112
OG0001633	WP_015402424.1	Utg860814_57
OG0001634	WP_015402425.1	Utg860814_56
OG0001635	WP_015402444.1	Utg860814_16
OG0001636	WP_015402461.1	Utg859982_157
OG0001637	WP_015402463.1	Utg859076_27
OG0001638	WP_015402472.1	Utg859076_35
OG0001639	WP_015402476.1	Utg863716_111, Utg863716_112
OG0001640	WP_015402509.1	Utg863716_96
OG0001641	WP_015402528.1	Utg863716_77
OG0001642	WP_015402529.1	Utg863716_76
OG0001644	WP_015402568.1	Utg863716_52
OG0001645	WP_015402574.1	Utg863716_38
OG0001646	WP_015402575.1	Utg863716_36
OG0001647	WP_015402595.1	Utg857152_231
OG0001648	WP_015402605.1	Utg863716_4
OG0001649	WP_015402617.1	Utg861744_63
OG0001650	WP_015402618.1	Utg861744_64
OG0001651	WP_015402621.1	Utg861744_67
OG0001652	WP_015402651.1	Utg857152_224
OG0001653	WP_015402676.1	Utg863716_114
OG0001654	WP_015402693.1	Utg857152_141
OG0001656	WP_015402712.1	Utg859750_74
OG0001657	WP_015402719.1	Utg859750_66
OG0001658	WP_015402721.1	Utg859750_64
OG0001659	WP_015402722.1	Utg859750_63
OG0001660	WP_015402784.1	Utg864866_62
OG0001661	WP_015402785.1	Utg863716_74, Utg864866_61
OG0001663	WP_015402846.1	Utg857046_123
OG0001665	WP_015402950.1	Utg859432_38
OG0001666	WP_015402973.1	Utg859432_64
OG0001667	WP_015402985.1	Utg859098_280
OG0001668	WP_015402986.1	Utg859098_284
OG0001669	WP_015403007.1	Utg859098_303
OG0001672	WP_015403024.1	Utg857152_142
OG0001673	WP_015403079.1	Utg857682_178
OG0001674	WP_015403099.1	Utg857152_202
OG0001675	WP_015403157.1	Utg864866_35
OG0001676	WP_015403171.1	Utg865370_22
OG0001678	WP_015403204.1	Utg865370_13
OG0001679	WP_015403209.1	Utg864866_87
OG0001683	WP_015403353.1	Utg861744_29, Utg857994_79
OG0001684	WP_015403354.1	Utg861744_30
OG0001685	WP_015405085.1, WP_015403371.1	Utg861744_48
OG0001686	WP_015403396.1	Utg859432_55
OG0001688	WP_015403435.1	Utg861744_116
OG0001689	WP_015403450.1	Utg859982_150
OG0001690	WP_015403457.1	Utg864866_115
OG0001691	WP_015403458.1	Utg864866_116
OG0001692	WP_015403466.1	Utg864866_98
OG0001693	WP_015403508.1	Utg857300_50
OG0001694	WP_015403517.1	Utg857300_45
OG0001695	WP_015403553.1	Utg860814_90, Utg860814_88
OG0001697	WP_015403581.1	Utg857046_272
OG0001699	WP_015403676.1	Utg859388_166
OG0001704	WP_015403855.1	Utg857152_9
OG0001704	WP_015404749.1	Utg859388_22
OG0001705	WP_015403891.1	Utg857152_53
OG0001706	WP_015403913.1	Utg857152_68
OG0001707	WP_015403923.1	Utg857152_80
OG0001708	WP_015403946.1	Utg857152_98
OG0001709	WP_015403969.1	Utg857046_258
OG0001710	WP_015403987.1	Utg859388_176
OG0001711	WP_015404002.1	Utg857046_219
OG0001712	WP_015404012.1	Utg857046_209
OG0001713	WP_015404091.1	Utg857046_37
OG0001714	WP_015404115.1	Utg857682_94
OG0001720	WP_015404347.1	Utg857076_35
OG0001722	WP_015404415.1	Utg857152_233
OG0001723	WP_015404429.1	Utg859982_186, Utg859236_48
OG0001724	WP_015404442.1	Utg866558_42
OG0001724	WP_015404441.1	Utg866558_43
OG0001725	WP_015404449.1	Utg859236_37
OG0001726	WP_015404451.1	Utg859236_35
OG0001727	WP_015404491.1	Utg859098_47
OG0001728	WP_015404520.1	Utg860006_34
OG0001730	WP_015404571.1	Utg860006_126
OG0001731	WP_015404721.1	Utg857994_155
OG0001732	WP_015404734.1	Utg857994_139
OG0001733	WP_015404751.1	Utg859388_26
OG0001734	WP_015404771.1	Utg859388_43
OG0001735	WP_015404805.1	Utg859388_86
OG0001736	WP_015404824.1	Utg861744_14
OG0001737	WP_015405771.1, WP_015405023.1	Utg859098_191
OG0001738	WP_015405030.1	Utg859098_200
OG0001739	WP_015405055.1	Utg859098_229
OG0001740	WP_015405058.1	Utg859432_78
OG0001741	WP_015405059.1	Utg859432_77
OG0001742	WP_015405145.1	Utg859098_314, Utg859098_315
OG0001743	WP_015405187.1	Utg859098_346
OG0001744	WP_015405198.1	Utg860006_96
OG0001745	WP_015405207.1	Utg859098_360
OG0001746	WP_015405208.1	Utg859098_361
OG0001747	WP_015405290.1	Utg859098_105
OG0001748	WP_015405315.1	Utg859098_79
OG0001749	WP_015405320.1	Utg859098_73
OG0001750	WP_015405322.1	Utg859098_71
OG0001751	WP_015405327.1	Utg859098_68
OG0001752	WP_015405351.1	Utg858432_100
OG0001753	WP_015405360.1	Utg858498_23
OG0001754	WP_015405362.1	Utg859388_183, Utg858498_25
OG0001755	WP_015405382.1	Utg859388_137
OG0001756	WP_015405386.1	Utg859388_133
OG0001757	WP_015405420.1	Utg859388_95
OG0001758	WP_015405425.1	Utg859388_90
OG0001759	WP_015405474.1	Utg857994_44
OG0001760	WP_015405476.1	Utg857994_46
OG0001761	WP_015405477.1	Utg857994_48
OG0001762	WP_015405478.1	Utg857994_49
OG0001763	WP_015405520.1	Utg861448_7
OG0001764	WP_015405556.1	Utg866558_20
OG0001765	WP_015405599.1	Utg858432_153
OG0001768	WP_015405652.1	Utg858432_92
OG0001769	WP_015405661.1	Utg858432_83
OG0001770	WP_015405678.1	Utg858432_53
OG0001771	WP_015405761.1	Utg862138_11
OG0001773	WP_041916992.1	Utg859982_138
OG0001774	WP_041917045.1	Utg859098_271
OG0001775	WP_052326982.1	Utg857046_192
OG0001777	WP_153304785.1	Utg857682_37
OG0001778	WP_153304797.1	Utg864866_94
OG0001779	WP_153304809.1	Utg859432_44
OG0001780	WP_153304909.1	Utg859098_164
OG0001781	WP_228130043.1	Utg861744_28, Utg857994_80
OG0001782	WP_228130047.1	Utg859750_32
OG0001821	WP_015402747.1	Utg857682_49
OG0001825	WP_228130051.1	Utg857152_81
OG0001833	WP_015404213.1, WP_167320712.1	Utg857152_199
OG0001842	WP_015403431.1	Utg861744_122
OG0001848	WP_052327045.1	Utg860006_118
OG0001851	WP_015403559.1	Utg858494_50
OG0001854	WP_015405276.1	Utg859098_120
OG0001858	WP_015405384.1	Utg859388_135
OG0001863	WP_015403397.1	Utg859388_182
OG0001865	WP_015404758.1	Utg859388_33
OG0001868	WP_015402292.1	Utg860814_329
OG0001869	WP_015402295.1	Utg860814_325
OG0001870	WP_015402345.1	Utg860814_234
OG0001871	WP_015402590.1, WP_015402343.1	Utg860814_236
OG0001872	WP_015402349.1	Utg859750_3, Utg859750_10
OG0001873	WP_015402350.1	Utg860814_212
OG0001874	WP_015402413.1	Utg860814_69
OG0001875	WP_015402415.1	Utg860814_67
OG0001876	WP_015402445.1	Utg860814_15
OG0001877	WP_015402493.1	Utg861744_38
OG0001879	WP_015402546.1	Utg863716_64
OG0001880	WP_015402547.1	Utg863716_63
OG0001881	WP_015402580.1	Utg863716_32
OG0001882	WP_015402626.1	Utg861744_70
OG0001884	WP_015402658.1	Utg857152_196
OG0001885	WP_015402675.1	Utg857152_174
OG0001886	WP_015402702.1	Utg859750_88
OG0001887	WP_015402703.1	Utg859750_87
OG0001888	WP_015402708.1	Utg859750_80
OG0001889	WP_015402725.1	Utg859750_28
OG0001890	WP_015402758.1	Utg864866_95
OG0001891	WP_015402788.1	Utg864866_55
OG0001894	WP_015402881.1	Utg860814_17
OG0001895	WP_015402895.1	Utg864866_10
OG0001898	WP_015402965.1	Utg859432_9, Utg859432_53
OG0001899	WP_015403091.1	Utg857682_79
OG0001900	WP_015403105.1, WP_015404837.1	Utg859236_101
OG0001903	WP_015405440.1, WP_015403307.1	Utg859098_435
OG0001904	WP_015403384.1	Utg860814_155
OG0001905	WP_015403385.1	Utg861744_99
OG0001906	WP_015403389.1	Utg861744_103
OG0001907	WP_015403711.1, WP_015403392.1	Utg861744_107
OG0001908	WP_015403438.1	Utg861744_112
OG0001909	WP_015403504.1	Utg857300_54
OG0001910	WP_015403512.1	Utg857152_120
OG0001911	WP_015403518.1	Utg857300_44
OG0001912	WP_015403537.1	Utg857300_33
OG0001913	WP_015403539.1	Utg857300_31
OG0001914	WP_015403566.1	Utg860006_114, Utg859076_4, Utg859076_3
OG0001915	WP_015403674.1	Utg860814_132, Utg860814_133
OG0001916	WP_015403678.1	Utg860814_141
OG0001918	WP_015403716.1	Utg857046_266
OG0001923	WP_015403794.1	Utg861744_139
OG0001926	WP_015403861.1	Utg857152_17
OG0001927	WP_015403870.1	Utg857152_30, Utg857152_29
OG0001928	WP_015403872.1	Utg857152_32
OG0001929	WP_015403894.1	Utg857152_56
OG0001930	WP_015403897.1	Utg857152_59
OG0001931	WP_015403899.1	Utg857152_61
OG0001932	WP_015403961.1	Utg857152_114
OG0001933	WP_015404013.1	Utg857046_208
OG0001934	WP_015404041.1	Utg857046_183
OG0001935	WP_015404067.1	Utg857046_162
OG0001936	WP_015404071.1	Utg857046_139
OG0001937	WP_015404077.1	Utg857046_133
OG0001938	WP_015404080.1	Utg859098_40, Utg857046_130
OG0001939	WP_015404105.1	Utg857046_23
OG0001940	WP_015404111.1	Utg857046_9
OG0001941	WP_015404113.1	Utg857046_7
OG0001943	WP_015404167.1	Utg857490_28
OG0001944	WP_015404175.1	Utg857490_23
OG0001945	WP_015404181.1	Utg857490_18
OG0001946	WP_015404196.1	Utg859432_82
OG0001947	WP_015404197.1	Utg859432_81
OG0001948	WP_015404255.1	Utg857490_14
OG0001949	WP_015404256.1	Utg857490_13
OG0001950	WP_015404257.1	Utg857490_12
OG0001951	WP_015404323.1	Utg858494_87
OG0001952	WP_015404337.1	Utg860814_40, Utg860814_36, Utg859098_374
OG0001953	WP_015404348.1	Utg857076_34
OG0001954	WP_015404349.1	Utg857076_33
OG0001955	WP_015404354.1	Utg857076_27
OG0001956	WP_015404405.1	Utg859236_61
OG0001958	WP_015404514.1	Utg860006_28
OG0001959	WP_015404526.1	Utg860006_40
OG0001960	WP_015404531.1	Utg860006_45
OG0001962	WP_015404546.1	Utg860006_62
OG0001963	WP_015404550.1	Utg860006_66
OG0001964	WP_015404551.1	Utg860006_67
OG0001965	WP_015404563.1	Utg860006_82
OG0001967	WP_015404588.1	Utg860006_139
OG0001968	WP_015404595.1	Utg860006_148
OG0001969	WP_015404607.1	Utg857152_3, Utg860814_219
OG0001970	WP_015404625.1	Utg860006_164
OG0001971	WP_015404742.1	Utg859388_16
OG0001972	WP_015404754.1	Utg859388_30
OG0001973	WP_015404759.1	Utg861744_101
OG0001974	WP_015404819.1	Utg859982_48
OG0001975	WP_015404855.1	Utg857994_17
OG0001976	WP_153304805.1, WP_015404869.1	Utg857152_220
OG0001977	WP_015404876.1	Utg859982_141
OG0001978	WP_015404880.1	Utg859982_147
OG0001979	WP_015404891.1	Utg859982_158
OG0001980	WP_015404895.1	Utg859982_173
OG0001981	WP_015404966.1	Utg861448_63
OG0001983	WP_015405202.1, WP_015405009.1	Utg859098_177
OG0001984	WP_015405015.1	Utg859098_183
OG0001985	WP_015405037.1	Utg859098_209
OG0001986	WP_015405053.1	Utg859098_227
OG0001987	WP_015405067.1	Utg859098_232
OG0001988	WP_015405068.1	Utg859098_233
OG0001989	WP_015405089.1	Utg857046_264
OG0001991	WP_015405150.1	Utg859098_320
OG0001992	WP_015405181.1	Utg859098_340
OG0001993	WP_015405185.1	Utg859098_344
OG0001994	WP_015405186.1	Utg859098_345
OG0001995	WP_015405188.1	Utg859098_347
OG0001996	WP_015405189.1	Utg859098_348
OG0001997	WP_015405190.1	Utg859098_349
OG0001998	WP_015405211.1	Utg859098_169
OG0001999	WP_015405224.1	Utg859098_155
OG0002000	WP_015405282.1	Utg859098_113
OG0002001	WP_015405300.1	Utg859098_94
OG0002002	WP_015405306.1	Utg859098_88
OG0002004	WP_015405395.1	Utg859388_125
OG0002005	WP_015405399.1	Utg859388_100
OG0002006	WP_015405421.1	Utg859388_94
OG0002007	WP_015405448.1	Utg859982_14, Utg859982_13
OG0002008	WP_015405459.1	Utg859982_3
OG0002009	WP_015405468.1	Utg859982_82
OG0002010	WP_015405483.1	Utg857994_127
OG0002011	WP_015405510.1	Utg861448_12
OG0002012	WP_015405530.1	Utg857992_17
OG0002013	WP_015405562.1	Utg866558_27
OG0002014	WP_015405563.1	Utg866558_28
OG0002015	WP_015405632.1	Utg858432_106
OG0002016	WP_015405662.1	Utg858432_82
OG0002017	WP_015405670.1	Utg858432_77
OG0002018	WP_015405671.1	Utg858432_76
OG0002019	WP_015405672.1	Utg858432_75
OG0002020	WP_015405701.1	Utg858432_27
OG0002021	WP_015405707.1	Utg858432_12
OG0002022	WP_041916300.1	Utg857994_31, Utg859236_85, Utg859388_142
OG0002023	WP_041916427.1	Utg859982_159
OG0002024	WP_041916533.1	Utg863716_31
OG0002025	WP_041917050.1	Utg859098_350
OG0002026	WP_052326992.1	Utg857076_37
OG0002027	WP_052327019.1	Utg858498_16
OG0002028	WP_052327027.1	Utg858432_140
OG0002034	WP_167320716.1	Utg857682_82
OG0002035	WP_167320736.1	Utg857994_215, Utg860814_305
OG0002036	WP_228130003.1	Utg857046_103
OG0002037	WP_228130025.1	Utg860814_256
OG0002039	WP_265588641.1	Utg864866_16
OG0002040	WP_265588646.1	Utg860814_274
OG0002106	WP_015404084.1	Utg857046_83
OG0002108	WP_015403120.1	Utg858494_35
OG0002122	WP_015405398.1	Utg859388_101
OG0002144	WP_041916442.1	Utg859098_318
OG0002155	WP_015402335.1	Utg860814_244
OG0002156	WP_015402338.1	Utg860814_240
OG0002157	WP_015402346.1	Utg860814_233
OG0002159	WP_015402405.1	Utg860814_81
OG0002160	WP_015402456.1	Utg861744_144, Utg861744_143
OG0002161	WP_015402475.1	Utg863716_113
OG0002162	WP_015402507.1	Utg863716_98
OG0002163	WP_015402516.1	Utg863716_89
OG0002164	WP_015402517.1	Utg863716_88
OG0002165	WP_015402521.1	Utg863716_84
OG0002166	WP_015402557.1	Utg859388_29
OG0002167	WP_015402628.1	Utg861744_72
OG0002168	WP_015402718.1	Utg859750_67
OG0002169	WP_015402727.1	Utg859750_25
OG0002170	WP_015402772.1	Utg864866_74
OG0002172	WP_015402834.1	Utg858432_151, Utg857046_129
OG0002173	WP_015402836.1	Utg857046_127
OG0002174	WP_015402839.1	Utg858432_150, Utg857046_124
OG0002175	WP_015402889.1	Utg864866_17
OG0002176	WP_015402930.1	Utg859098_384
OG0002177	WP_015402972.1	Utg859432_62
OG0002183	WP_015403036.1	Utg860814_119
OG0002187	WP_015403100.1	Utg857152_201
OG0002188	WP_015403133.1, WP_015404422.1	Utg863716_46
OG0002190	WP_015403225.1	Utg863716_39
OG0002193	WP_015403364.1	Utg861744_42
OG0002196	WP_015404825.1, WP_015403437.1	Utg861744_113
OG0002197	WP_015403447.1	Utg860006_162
