Orthogroup	Desulfocapsa sulfexigens DSM 10523	Desulforhopalus vacuolatus DSM 9700
OG0001404	WP_015402524.1	WP_205219046.1
OG0001405	WP_015402526.1	WP_205219044.1
OG0001406	WP_015402527.1	WP_205219043.1
OG0001407	WP_015402550.1, WP_015403637.1	WP_205217328.1
OG0001408	WP_015405268.1, WP_015402566.1	WP_240191903.1
OG0001409	WP_015402572.1	WP_205217398.1
OG0001410	WP_015402627.1	WP_205217305.1
OG0001411	WP_015402634.1	WP_240191973.1
OG0001414	WP_015402670.1	WP_205220113.1
OG0001416	WP_015402723.1	WP_205219021.1
OG0001417	WP_015404679.1, WP_015402757.1	WP_240191906.1
OG0001418	WP_015402766.1	WP_205218803.1
OG0001419	WP_015402898.1	WP_205218034.1
OG0001420	WP_015404867.1, WP_015402901.1	WP_205218031.1
OG0001421	WP_015402984.1	WP_205218511.1
OG0001425	WP_015403218.1, WP_015404340.1	WP_205219463.1
OG0001427	WP_015403323.1	WP_240192037.1
OG0001428	WP_015403329.1	WP_240192023.1
OG0001429	WP_015403372.1	WP_205218509.1
OG0001430	WP_015403607.1, WP_015403407.1	WP_205219288.1
OG0001431	WP_015403408.1, WP_015403612.1	WP_205219292.1
OG0001434	WP_015403502.1	WP_205219276.1
OG0001435	WP_015403513.1	WP_205219074.1
OG0001436	WP_015405666.1	WP_205220221.1
OG0001440	WP_015403730.1	WP_205218095.1
OG0001441	WP_015403739.1	WP_205217343.1
OG0001442	WP_015403745.1	WP_205219869.1
OG0001443	WP_015403750.1	WP_205219626.1
OG0001444	WP_015403763.1	WP_205217458.1
OG0001445	WP_015403852.1	WP_205217522.1
OG0001446	WP_015403882.1	WP_205217500.1
OG0001447	WP_015403883.1	WP_205217499.1
OG0001448	WP_015403915.1	WP_205217484.1
OG0001450	WP_015403937.1	WP_205218423.1
OG0001451	WP_015403962.1	WP_205218436.1
OG0001452	WP_015403999.1	WP_205218447.1
OG0001453	WP_015404011.1, WP_015405581.1	WP_205219878.1
OG0001454	WP_015404017.1	WP_205218453.1
OG0001456	WP_015404191.1	WP_205218474.1
OG0001457	WP_015404247.1	WP_205218625.1
OG0001457	WP_015404205.1	WP_205219140.1
OG0001457	WP_015404238.1	WP_205219640.1
OG0001458	WP_015404263.1	WP_205217960.1
OG0001459	WP_015404264.1	WP_205217959.1
OG0001461	WP_015404345.1	WP_205219239.1
OG0001462	WP_015404361.1	WP_205219252.1
OG0001463	WP_015404364.1	WP_205218717.1, WP_205219871.1
OG0001464	WP_015404371.1	WP_205219256.1
OG0001465	WP_015404377.1	WP_275888998.1
OG0001466	WP_015404378.1	WP_205219262.1
OG0001467	WP_015404395.1	WP_240192093.1
OG0001469	WP_015404419.1	WP_205218374.1
OG0001470	WP_015404453.1	WP_240192034.1
OG0001472	WP_083907333.1, WP_015404561.1	WP_205217397.1
OG0001476	WP_015404603.1	WP_275888992.1, WP_205219155.1, WP_205219144.1
OG0001477	WP_015404630.1	WP_205219768.1
OG0001479	WP_015404716.1	WP_205219121.1
OG0001481	WP_015404775.1	WP_205217732.1
OG0001483	WP_015404807.1	WP_205219646.1, WP_205220442.1, WP_205220070.1
OG0001484	WP_015404829.1	WP_205220078.1
OG0001485	WP_015404861.1	WP_205218991.1
OG0001486	WP_015404957.1	WP_205219760.1
OG0001487	WP_015404962.1	WP_205219799.1
OG0001488	WP_015405179.1	WP_205218719.1
OG0001489	WP_015405182.1	WP_205218744.1
OG0001507	WP_015405355.1	WP_205220199.1
OG0001508	WP_015405364.1	WP_205219069.1
OG0001510	WP_015405389.1	WP_205218158.1
OG0001513	WP_015405406.1	WP_205218714.1
OG0001514	WP_015405464.1	WP_205219741.1
OG0001515	WP_015405465.1	WP_205219742.1
OG0001516	WP_015405481.1	WP_205219200.1
OG0001517	WP_015405523.1	WP_275888982.1
OG0001518	WP_015405617.1	WP_205218689.1
OG0001519	WP_015405703.1	WP_205218174.1
OG0001520	WP_015405711.1	WP_240192128.1
OG0001521	WP_015405753.1	WP_205218568.1
OG0001522	WP_015405764.1	WP_205217758.1
OG0001523	WP_041916362.1	WP_205217700.1
OG0001524	WP_041916379.1	WP_205219554.1
OG0001525	WP_041916439.1	WP_205220282.1
OG0001527	WP_041917007.1	WP_205219759.1
OG0001528	WP_041917081.1	WP_205220200.1
OG0001529	WP_041917103.1	WP_205219743.1
OG0001530	WP_052326981.1	WP_205218443.1
OG0001531	WP_167320766.1	WP_205218905.1
OG0001532	WP_228130018.1	WP_205219796.1
OG0001534	WP_228130049.1	WP_205219011.1
OG0001535	WP_228130052.1	WP_275888941.1
OG0001536	WP_228130053.1	WP_205219045.1
OG0001567	WP_015403170.1	WP_205220239.1
OG0001577	WP_265588638.1	WP_205218837.1
OG0001578	WP_015405480.1	WP_205219201.1
OG0001580	WP_015403593.1	WP_205219477.1
OG0001589	WP_015404597.1	WP_205218964.1
OG0001591	WP_015403486.1	WP_205218698.1
OG0001592	WP_015403594.1	WP_205219476.1
OG0001600	WP_015403926.1	WP_205219889.1
OG0001601	WP_015404817.1	WP_205220076.1
OG0001603	WP_015403052.1	WP_205218941.1
OG0001605	WP_015403596.1	WP_205218860.1
OG0001606	WP_015403075.1	WP_205218781.1
OG0001608	WP_015402365.1	WP_205217539.1
OG0001609	WP_228130002.1	WP_205220015.1
OG0001615	WP_015402761.1	WP_205218799.1
OG0001621	WP_015403608.1, WP_083907183.1	WP_205220345.1
OG0001625	WP_015402554.1	WP_205217381.1, WP_205219505.1
OG0001628	WP_015402297.1	WP_205219097.1
OG0001633	WP_015402424.1	WP_240192052.1
OG0001634	WP_015402425.1	WP_205218843.1
OG0001635	WP_015402444.1	WP_205217525.1
OG0001636	WP_015402461.1	WP_205218664.1
OG0001637	WP_015402463.1	WP_205219282.1
OG0001639	WP_015402476.1	WP_205218688.1
OG0001640	WP_015402509.1	WP_240192065.1
OG0001641	WP_015402528.1	WP_205219042.1
OG0001643	WP_015402562.1	WP_205218838.1
OG0001644	WP_015402568.1	WP_205217342.1
OG0001649	WP_015402617.1	WP_152943676.1
OG0001650	WP_015402618.1	WP_205217312.1
OG0001651	WP_015402621.1	WP_205217309.1
OG0001658	WP_015402721.1	WP_205219029.1
OG0001659	WP_015402722.1	WP_205219022.1
OG0001660	WP_015402784.1	WP_205218804.1
OG0001661	WP_015402785.1	WP_205218805.1
OG0001664	WP_015402916.1	WP_205219632.1
OG0001665	WP_015402950.1	WP_205219330.1
OG0001666	WP_015402973.1	WP_205218512.1
OG0001669	WP_015403007.1	WP_205220018.1
OG0001670	WP_015403017.1	WP_205218520.1
OG0001671	WP_015403019.1	WP_205218518.1
OG0001672	WP_015403024.1	WP_240192016.1
OG0001673	WP_015403079.1	WP_205218623.1
OG0001675	WP_015403157.1	WP_205217877.1
OG0001679	WP_015403209.1	WP_205217819.1
OG0001680	WP_015403226.1	WP_205218806.1
OG0001681	WP_015403228.1	WP_240192024.1
OG0001682	WP_015403231.1	WP_205218795.1
OG0001685	WP_015405085.1, WP_015403371.1	WP_240191914.1
OG0001686	WP_015403396.1	WP_205218223.1
OG0001687	WP_015403403.1	WP_205218343.1
OG0001693	WP_015403508.1	WP_240192096.1
OG0001694	WP_015403517.1	WP_205219396.1
OG0001696	WP_015403575.1	WP_205220223.1
OG0001698	WP_015403634.1	WP_205217564.1
OG0001699	WP_015403676.1	WP_205219493.1
OG0001700	WP_015403741.1	WP_205218371.1
OG0001701	WP_015403756.1	WP_205217462.1
OG0001703	WP_015403817.1	WP_205217457.1
OG0001705	WP_015403891.1	WP_205217494.1
OG0001706	WP_015403913.1	WP_205217486.1
OG0001707	WP_015403923.1	WP_205217523.1
OG0001709	WP_015403969.1	WP_205218438.1
OG0001712	WP_015404012.1	WP_205219879.1
OG0001713	WP_015404091.1	WP_205219008.1
OG0001715	WP_015404139.1	WP_205219546.1
OG0001716	WP_015404143.1	WP_240192115.1
OG0001717	WP_015404146.1	WP_205220261.1
OG0001718	WP_015404266.1	WP_205217957.1
OG0001719	WP_015404267.1	WP_205217956.1
OG0001720	WP_015404347.1	WP_205219241.1
OG0001721	WP_015404392.1	WP_205219353.1
OG0001725	WP_015404449.1	WP_205218291.1
OG0001726	WP_015404451.1	WP_205218290.1
OG0001728	WP_015404520.1	WP_205217803.1
OG0001729	WP_015404557.1	WP_205218348.1
OG0001734	WP_015404771.1	WP_205219314.1
OG0001735	WP_015404805.1	WP_205219648.1
OG0001738	WP_015405030.1	WP_205218127.1
OG0001740	WP_015405058.1	WP_205217593.1
OG0001741	WP_015405059.1	WP_205217320.1
OG0001743	WP_015405187.1	WP_205220059.1
OG0001744	WP_015405198.1	WP_240192007.1
OG0001745	WP_015405207.1	WP_205218146.1
OG0001746	WP_015405208.1	WP_205218147.1
OG0001752	WP_015405351.1	WP_205220067.1
OG0001753	WP_015405360.1	WP_205220048.1
OG0001754	WP_015405362.1	WP_205219070.1
OG0001755	WP_015405382.1	WP_205218153.1
OG0001756	WP_015405386.1	WP_205218156.1
OG0001758	WP_015405425.1	WP_205218747.1
OG0001759	WP_015405474.1	WP_205219206.1
OG0001760	WP_015405476.1	WP_205219204.1
OG0001761	WP_015405477.1	WP_205219203.1
OG0001762	WP_015405478.1	WP_205219202.1
OG0001764	WP_015405556.1	WP_205218920.1
OG0001768	WP_015405652.1	WP_240191939.1
OG0001769	WP_015405661.1	WP_205217645.1
OG0001771	WP_015405761.1	WP_205217761.1
OG0001772	WP_041916383.1	WP_205218477.1
OG0001773	WP_041916992.1	WP_205218992.1, WP_205220181.1
OG0001774	WP_041917045.1	WP_205219614.1
OG0001776	WP_052326997.1	WP_205219142.1
OG0001777	WP_153304785.1	WP_205217420.1
OG0001778	WP_153304797.1	WP_205217671.1
OG0001779	WP_153304809.1	WP_205219325.1
OG0001780	WP_153304909.1	WP_205219063.1
OG0001782	WP_228130047.1	WP_205218704.1
OG0001822	WP_015403242.1	WP_205218057.1
OG0001840	WP_015402446.1	WP_205217595.1
OG0001842	WP_015403431.1	WP_205219408.1
OG0001860	WP_015404617.1	WP_205217334.1
OG0001868	WP_015402292.1	WP_205219101.1
OG0001869	WP_015402295.1	WP_240192068.1
OG0001879	WP_015402546.1	WP_205217340.1
OG0001880	WP_015402547.1	WP_205217339.1
OG0001881	WP_015402580.1	WP_205217399.1
OG0001882	WP_015402626.1	WP_205217306.1
OG0001884	WP_015402658.1	WP_205219750.1
OG0001885	WP_015402675.1	WP_205220117.1
OG0001886	WP_015402702.1	WP_205217781.1
OG0001887	WP_015402703.1	WP_205217780.1
OG0001888	WP_015402708.1	WP_205219041.1
OG0001889	WP_015402725.1	WP_205217440.1
OG0001890	WP_015402758.1	WP_240191902.1
OG0001891	WP_015402788.1	WP_205218808.1
OG0001899	WP_015403091.1	WP_240192008.1
OG0001901	WP_015403182.1	WP_205220028.1
OG0001902	WP_015403230.1	WP_205218551.1
OG0001904	WP_015403384.1	WP_205219301.1
OG0001905	WP_015403385.1	WP_205219615.1
OG0001906	WP_015403389.1	WP_240191997.1
OG0001909	WP_015403504.1	WP_205219392.1
OG0001911	WP_015403518.1	WP_205219397.1
OG0001924	WP_015403826.1	WP_205217724.1
OG0001925	WP_015403830.1	WP_205219274.1
OG0001926	WP_015403861.1	WP_205217516.1
OG0001928	WP_015403872.1	WP_205217507.1
OG0001930	WP_015403897.1	WP_205219168.1
OG0001932	WP_015403961.1	WP_205218435.1
OG0001934	WP_015404041.1	WP_205219695.1
OG0001935	WP_015404067.1	WP_205218459.1
OG0001936	WP_015404071.1	WP_205220017.1
OG0001937	WP_015404077.1	WP_205220010.1
OG0001939	WP_015404105.1	WP_205219555.1
OG0001942	WP_015404145.1	WP_205218197.1
OG0001943	WP_015404167.1	WP_205217450.1
OG0001944	WP_015404175.1	WP_240191913.1
OG0001945	WP_015404181.1	WP_205219439.1
OG0001946	WP_015404196.1	WP_240192039.1
OG0001947	WP_015404197.1	WP_205218707.1
OG0001948	WP_015404255.1	WP_205217967.1
OG0001949	WP_015404256.1	WP_205217966.1
OG0001950	WP_015404257.1	WP_205217965.1
OG0001951	WP_015404323.1	WP_205217904.1
OG0001953	WP_015404348.1	WP_205219242.1
OG0001954	WP_015404349.1	WP_205219243.1
OG0001955	WP_015404354.1	WP_205219248.1
OG0001960	WP_015404531.1	WP_205218670.1
OG0001963	WP_015404550.1	WP_205218684.1
OG0001964	WP_015404551.1	WP_205220109.1
OG0001965	WP_015404563.1	WP_205219277.1
OG0001967	WP_015404588.1	WP_205220132.1
OG0001970	WP_015404625.1	WP_240191909.1
OG0001971	WP_015404742.1	WP_205219831.1
OG0001973	WP_015404759.1	WP_205218794.1
OG0001974	WP_015404819.1	WP_205220077.1
OG0001976	WP_153304805.1, WP_015404869.1	WP_240191975.1
OG0001977	WP_015404876.1	WP_205218995.1
OG0001979	WP_015404891.1	WP_205218665.1
OG0001980	WP_015404895.1	WP_205219010.1
OG0001984	WP_015405015.1	WP_240191989.1
OG0001985	WP_015405037.1	WP_205218120.1
OG0001986	WP_015405053.1	WP_205218720.1
OG0001987	WP_015405067.1	WP_205218723.1
OG0001988	WP_015405068.1	WP_205218724.1
OG0001990	WP_015405096.1	WP_205218727.1
OG0001991	WP_015405150.1	WP_205219773.1
OG0001992	WP_015405181.1	WP_205218743.1
OG0001994	WP_015405186.1	WP_205220060.1
OG0001995	WP_015405188.1	WP_205220058.1
OG0001996	WP_015405189.1	WP_205220057.1
OG0001997	WP_015405190.1	WP_205220056.1
OG0001999	WP_015405224.1	WP_205218957.1
OG0002004	WP_015405395.1	WP_205218962.1
OG0002005	WP_015405399.1	WP_205219190.1
OG0002006	WP_015405421.1	WP_205218745.1
OG0002009	WP_015405468.1	WP_205220082.1
OG0002010	WP_015405483.1	WP_205219198.1
OG0002011	WP_015405510.1	WP_205218883.1
OG0002012	WP_015405530.1	WP_205219131.1
OG0002013	WP_015405562.1	WP_205218914.1
OG0002014	WP_015405563.1	WP_205218913.1
OG0002015	WP_015405632.1	WP_205218900.1
OG0002016	WP_015405662.1	WP_205217644.1
OG0002017	WP_015405670.1	WP_205217641.1
OG0002018	WP_015405671.1	WP_205217640.1
OG0002019	WP_015405672.1	WP_205217639.1
OG0002020	WP_015405701.1	WP_205217615.1
OG0002021	WP_015405707.1	WP_205218178.1
OG0002022	WP_041916300.1	WP_205219509.1
OG0002023	WP_041916427.1	WP_205219479.1
OG0002024	WP_041916533.1	WP_205217400.1
OG0002025	WP_041917050.1	WP_205220055.1
OG0002026	WP_052326992.1	WP_205219240.1
OG0002027	WP_052327019.1	WP_240192060.1
OG0002028	WP_052327027.1	WP_205219181.1
OG0002029	WP_083907209.1	WP_205218318.1
OG0002030	WP_153304818.1	WP_205218785.1
OG0002033	WP_153304973.1	WP_205218755.1
OG0002036	WP_228130003.1	WP_205218934.1
OG0002037	WP_228130025.1	WP_205220168.1
OG0002104	WP_015403054.1	WP_205218939.1
OG0002108	WP_015403120.1	WP_205219311.1
OG0002119	WP_015404200.1, WP_015404695.1	WP_205219716.1
OG0002121	WP_015405725.1	WP_205218254.1
OG0002122	WP_015405398.1	WP_205218479.1
OG0002126	WP_041916281.1	WP_205219219.1
OG0002127	WP_015402827.1	WP_205219351.1
OG0002128	WP_015403278.1	WP_205220130.1
OG0002143	WP_208598481.1, WP_015405776.1	WP_205218327.1
OG0002144	WP_041916442.1	WP_205218488.1
OG0002152	WP_015405796.1	WP_205219676.1, WP_205220185.1
OG0002155	WP_015402335.1	WP_240191955.1
OG0002158	WP_015402404.1	WP_205218859.1
OG0002160	WP_015402456.1	WP_205220424.1
OG0002161	WP_015402475.1	WP_205218687.1
OG0002162	WP_015402507.1	WP_205219055.1
OG0002163	WP_015402516.1	WP_205218535.1
OG0002164	WP_015402517.1	WP_205219785.1
OG0002166	WP_015402557.1	WP_205218389.1
OG0002167	WP_015402628.1	WP_205217304.1
OG0002171	WP_015402829.1	WP_205219349.1
OG0002178	WP_015402987.1	WP_240192141.1
OG0002179	WP_015403014.1	WP_205218523.1
OG0002180	WP_015403015.1	WP_205218522.1
OG0002181	WP_015403016.1	WP_205218521.1
OG0002182	WP_015403018.1	WP_205218519.1
OG0002184	WP_015403062.1	WP_205217481.1
OG0002185	WP_015403072.1	WP_205218784.1
OG0002186	WP_015403074.1	WP_205218782.1
OG0002189	WP_015403183.1	WP_205217551.1
OG0002192	WP_015403243.1	WP_205218058.1
OG0002193	WP_015403364.1	WP_240192021.1
OG0002194	WP_015403386.1	WP_205218365.1
OG0002195	WP_015403404.1	WP_205218342.1
OG0002202	WP_015403633.1	WP_205218264.1
OG0002204	WP_015403670.1	WP_205218070.1
OG0002210	WP_015403742.1	WP_205218373.1, WP_205218372.1
OG0002211	WP_015403743.1	WP_275888969.1
OG0002212	WP_015403752.1	WP_205218589.1
OG0002213	WP_015403759.1	WP_205217460.1
OG0002214	WP_015403827.1	WP_205217723.1
OG0002215	WP_015403828.1	WP_205217722.1
OG0002216	WP_015403841.1	WP_205217561.1
OG0002217	WP_015403851.1	WP_205220083.1
OG0002220	WP_015403916.1	WP_205217483.1
OG0002225	WP_015404065.1	WP_205218463.1
OG0002226	WP_015404066.1	WP_205218464.1
OG0002235	WP_015404149.1	WP_205220265.1
OG0002236	WP_015404158.1	WP_205220270.1
OG0002237	WP_015404164.1	WP_205217613.1
OG0002239	WP_015404204.1	WP_205219165.1
OG0002240	WP_015404394.1	WP_205219355.1
OG0002242	WP_015404450.1	WP_205220455.1
OG0002243	WP_015404473.1	WP_205219803.1
OG0002252	WP_015404783.1	WP_240191952.1
OG0002253	WP_015404798.1	WP_205217750.1
OG0002259	WP_015404879.1	WP_205218998.1
OG0002265	WP_015405115.1	WP_205217353.1
OG0002273	WP_015405339.1	WP_240192137.1
OG0002290	WP_015405736.1	WP_205217660.1
OG0002292	WP_015405768.1	WP_205217753.1
OG0002293	WP_041916861.1	WP_205218709.1
OG0002301	WP_228130007.1	WP_205220269.1
OG0002302	WP_228130045.1	WP_205218757.1
OG0002303	WP_228130046.1	WP_205218107.1
OG0002497	WP_015402339.1	WP_205219313.1
OG0002506	WP_015402749.1	WP_205219589.1
OG0002509	WP_015402831.1	WP_205219489.1
OG0002512	WP_015402865.1	WP_205217805.1
OG0002517	WP_015403117.1	WP_205219784.1
OG0002520	WP_015403208.1	WP_240192147.1
OG0002523	WP_015403234.1	WP_240191976.1
OG0002524	WP_015403246.1	WP_205218061.1
OG0002531	WP_015403402.1	WP_205218660.1
OG0002535	WP_015403475.1	WP_205217318.1
OG0002558	WP_015404043.1	WP_205219284.1
OG0002564	WP_015404198.1	WP_205218706.1
OG0002571	WP_015404497.1	WP_205217351.1
OG0002580	WP_015404685.1	WP_205219841.1
OG0002581	WP_015404687.1	WP_205219278.1, WP_205219416.1
OG0002584	WP_015404888.1	WP_205219004.1
OG0002588	WP_015404967.1	WP_240191956.1
OG0002610	WP_015405486.1	WP_205218024.1
OG0002622	WP_015405735.1	WP_205218510.1
OG0002636	WP_167320692.1	WP_205219312.1
OG0002641	WP_228130040.1	WP_205218566.1
OG0002823	WP_015402396.1	WP_205219484.1
OG0002865	WP_015403172.1	WP_205220174.1
OG0002873	WP_015402397.1	WP_205219483.1
OG0002907	WP_015402372.1	WP_205219415.1
OG0002908	WP_015402394.1	WP_205218299.1
OG0002910	WP_015402428.1	WP_205219917.1
OG0002911	WP_015402443.1	WP_205220175.1
OG0002920	WP_015402728.1	WP_205217443.1
OG0002933	WP_015403051.1, WP_015405494.1	WP_205217897.1
OG0002934	WP_015403053.1	WP_205218940.1
OG0002960	WP_015404072.1	WP_205220016.1
OG0002963	WP_015404153.1	WP_205218716.1
OG0002976	WP_015404556.1	WP_205217552.1
OG0002979	WP_015404647.1	WP_205219154.1
OG0002981	WP_015404686.1	WP_205219842.1
OG0002989	WP_015404968.1	WP_205217853.1
OG0002990	WP_015404969.1	WP_205217854.1
OG0002992	WP_015405077.1	WP_205219485.1
OG0003014	WP_015405723.1	WP_205218293.1
OG0003019	WP_041916518.1	WP_205217435.1
OG0003021	WP_041917167.1	WP_205217434.1, WP_205218482.1
OG0003025	WP_167320760.1	WP_205219606.1
OG0003463	WP_015403930.1	WP_205219223.1
OG0003470	WP_015402399.1	WP_205219481.1
OG0003488	WP_015402563.1	WP_205217387.1
OG0003496	WP_015402695.1	WP_205220209.1, WP_205220210.1
OG0003513	WP_015402897.1	WP_205218035.1
OG0003522	WP_015403192.1	WP_205220025.1
OG0003526	WP_015403240.1	WP_205218055.1
OG0003527	WP_015403247.1	WP_205218062.1
OG0003532	WP_015403328.1	WP_205218089.1
OG0003536	WP_015403481.1	WP_240192000.1
OG0003537	WP_015403491.1	WP_205219507.1
OG0003538	WP_015403492.1	WP_205219506.1
OG0003562	WP_015403964.1	WP_205219279.1
OG0003577	WP_015404396.1	WP_205217557.1
OG0003578	WP_015404397.1	WP_205217556.1
OG0003632	WP_015405722.1	WP_205218292.1
OG0003633	WP_015405724.1	WP_205218294.1
OG0003634	WP_015405726.1	WP_205218295.1
OG0003635	WP_015405727.1	WP_205218296.1
OG0003636	WP_015405728.1	WP_205218297.1
OG0003637	WP_015405729.1	WP_205218298.1
OG0003650	WP_228130064.1	WP_205218060.1
OG0004495	WP_015402828.1	WP_205219350.1
OG0004514	WP_015403163.1	WP_205218018.1
OG0004517	WP_015403181.1	WP_205219344.1
OG0004522	WP_015403258.1	WP_205218054.1
OG0004532	WP_015403383.1	WP_205217649.1
OG0004536	WP_015403482.1	WP_205218235.1
OG0004537	WP_015403484.1	WP_205218237.1
OG0004572	WP_015404636.1	WP_205218620.1
OG0004614	WP_041916331.1	WP_205218236.1
OG0004622	WP_153304831.1	WP_205217650.1
OG0004623	WP_153304881.1	WP_205219166.1
