row,baseMean,log2FoldChange,lfcSE,stat.x,pvalue,padj,aa,gene,stat.y,bin,max_annot_lvl,Preferred_name,COG_category,PFAMs,Description
Cluster 28644,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,289,Utg863802_47,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,"DUF3376,Patatin",Protein of unknown function (DUF3376)
Cluster 32791,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,260,Utg857508_4,*,metabat_sample13.txt.008.emapper.annotations,2|Bacteria,-,T,"HWE_HK,PAS_3,PAS_4,PAS_9",Pas domain
Cluster 38560,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,225,Utg858066_73,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,sodB,C,"Sod_Fe_C,Sod_Fe_N",radicals which are normally produced within the cells and which are toxic to biological systems
Cluster 55093,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,139,Utg870218_130,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,K,AlbA_2,PFAM AAA-4 family protein
Cluster 56296,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,133,Utg857454_346,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,-,-,-
Cluster 56744,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,131,Utg861636_1,*,NA,NA,NA,NA,NA,NA
Cluster 6633,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,576,Utg857078_28,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,P,"ABC_membrane,ABC_tran","TIGRFAM ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease ATP-binding protein CydC"
Cluster 67336,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,85,Utg858234_154,*,NA,NA,NA,NA,NA,NA
Cluster 7118,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,561,Utg860294_82,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,bshC,S,BshC,Belongs to the BshC family
Cluster 9863,32.59423584921331,21.09031758550102,4.4090632042596,4.7834010556087385,1.7235375081859297e-6,2.906675626335164e-5,488,Utg858922_173,*,maxbin_sample13.txt.004.emapper.annotations,2|Bacteria,-,-,-,-
Cluster 15879,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,405,Utg860294_189,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,P,ArsA_ATPase,TIGRFAM arsenite-activated ATPase ArsA
Cluster 17124,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,392,Utg857342_133,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,-,-,-
Cluster 21785,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,344,Utg870218_340,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,CG,Glyco_trans_1_3,Glycosyl transferase family 1
Cluster 22125,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,341,Utg858702_28,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,plsX,I,FA_synthesis,"Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA"
Cluster 30080,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,278,Utg857454_209,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,T,"HATPase_c,HisKA",His Kinase A (phosphoacceptor) domain
Cluster 33445,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,256,Utg860294_35,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,P,CitMHS_2,Putative citrate transport
Cluster 33942,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,253,Utg870218_172,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,G,Inositol_P,TIGRFAM histidinol-phosphate phosphatase
Cluster 34920,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,247,Utg859016_85,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,cobS,H,CobS,Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate
Cluster 37362,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,232,Utg870218_199,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,lolD2,V,ABC_tran,"Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner"
Cluster 39069,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,222,Utg857750_398,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,JM,NTP_transferase,"COG1208 Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B, gamma epsilon subunits (eIF-2Bgamma eIF-2Bepsilon)"
Cluster 42259,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,204,Utg857098_171,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,recR,L,"HHH,RecR,Toprim_4",May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO
Cluster 43265,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,198,Utg857750_164,*,NA,NA,NA,NA,NA,NA
Cluster 47910,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,173,Utg858234_77,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,-,-,-
Cluster 49289,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,166,Utg857508_25,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,K,Rrf2,"transcriptional regulator, Rrf2 family"
Cluster 49689,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,164,Utg870218_255,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,P,Ferritin,Iron-storage protein
Cluster 59566,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,119,Utg860294_258,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,rplR,J,Ribosomal_L18p,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance"
Cluster 65379,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,93,Utg858234_61,*,NA,NA,NA,NA,NA,NA
Cluster 72539,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,65,Utg858234_93,*,NA,NA,NA,NA,NA,NA
Cluster 78573,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,37,Utg857766_43,*,NA,NA,NA,NA,NA,NA
Cluster 78742,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,36,Utg882470_26,*,NA,NA,NA,NA,NA,NA
Cluster 9408,32.118407588640856,21.06984390624802,4.409088057829313,4.778730574190698,1.7640538770867047e-6,2.953788470259761e-5,499,Utg870218_188,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,trpE,H,"Anth_synt_I_N,Chorismate_bind","Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia"
Cluster 95,32.114415165681734,21.06849330860723,4.409087060924719,4.778425333290772,1.7667334614168163e-6,2.9574940864287733e-5,1848,Utg814318_34,*,concoct_sample03.txt.038.emapper.annotations,976|Bacteroidetes,-,O,-,Belongs to the peptidase S8 family
Cluster 12117,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,452,Utg857508_104,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,tolB,U,"PD40,TolB_N",Involved in the TonB-independent uptake of proteins
Cluster 12926,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,441,Utg859016_50,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,C,"Complex1_51K,Fer4_10,RnfC_N,SLBB",Part of a membrane complex involved in electron transport
Cluster 14850,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,417,Utg860294_207,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,"DUF4010,MgtC",Domain of unknown function (DUF4010)
Cluster 15960,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,404,Utg860294_280,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,M,Glyco_transf_4,"transferase activity, transferring glycosyl groups"
Cluster 16330,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,400,Utg857508_22,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,E,PALP,The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine
Cluster 18786,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,373,Utg857464_796,*,concoct_sample13.txt.051.emapper.annotations,72273|Thiotrichales,-,M,"Glyco_trans_4_2,Glycos_transf_1",Glycosyl transferase 4-like
Cluster 21029,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,351,Utg857750_518,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,C,-,"COG0479 Succinate dehydrogenase fumarate reductase, Fe-S protein subunit"
Cluster 25121,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,316,Utg857454_303,*,maxbin_sample13.txt.004.emapper.annotations,1224|Proteobacteria,-,S,Sulfotransfer_3,Protein conserved in bacteria
Cluster 25824,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,310,Utg857750_397,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,S,APH,Ecdysteroid kinase
Cluster 28108,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,293,Utg870218_118,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,C,MTHFR,PFAM methylenetetrahydrofolate reductase
Cluster 33124,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,258,Utg860294_227,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,J,Methyltrans_RNA,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit
Cluster 33281,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,257,Utg857342_148,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,DUF1343,PFAM conserved
Cluster 3343,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,723,Utg857508_14,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,recD2,L,"AAA_30,HHH_4,HHH_5,UvrD_C_2","DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity"
Cluster 35097,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,246,Utg860294_73,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,C,"TrkA_C,TrkA_N",PFAM TrkA-N domain protein
Cluster 35172,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,245,Utg857464_362,*,concoct_sample13.txt.051.emapper.annotations,1236|Gammaproteobacteria,-,M,MipA,MltA-interacting protein MipA
Cluster 38117,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,228,Utg860294_358,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,DUF452,Protein of unknown function (DUF452)
Cluster 43336,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,198,Utg857354_83,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,K,MarR,PFAM regulatory protein MarR
Cluster 45745,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,185,Utg859016_136,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,DUF3109,Protein of unknown function (DUF3109)
Cluster 46496,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,181,Utg857098_184,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,-,-,-
Cluster 48357,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,171,Utg860294_317,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,-,-,-
Cluster 49831,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,163,Utg857766_11,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,sixA,T,His_Phos_1,"phosphohistidine phosphatase, SixA"
Cluster 5172,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,630,Utg859016_63,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,H,"CbiG_C,CbiG_N,CbiG_mid,TP_methylase",PFAM Uroporphyrin-III C tetrapyrrole (Corrin Porphyrin) methyltransferase
Cluster 55543,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,137,Utg857508_38,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,Sel1,Sel1-like repeats.
Cluster 59943,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,117,Utg857766_282,*,maxbin_sample13.txt.004.emapper.annotations,976|Bacteroidetes,-,J,23S_rRNA_IVP,23S rRNA-intervening sequence protein
Cluster 63824,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,100,Utg860294_29,*,metabat_sample13.txt.008.emapper.annotations,2|Bacteria,-,-,-,-
Cluster 65831,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,91,Utg857766_280,*,maxbin_sample13.txt.004.emapper.annotations,186801|Clostridia,-,S,PqqD,PFAM Coenzyme PQQ synthesis protein D (PqqD)
Cluster 71975,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,67,Utg857750_558,*,NA,NA,NA,NA,NA,NA
Cluster 75016,31.880493458354625,21.058091620973507,4.409100762784644,4.776051343329678,1.7877076659407131e-6,2.96908409155477e-5,55,Utg857750_574,*,NA,NA,NA,NA,NA,NA
Cluster 11388,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,462,Utg863802_65,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,C,"TrkA_C,TrkA_N",PFAM TrkA-N domain protein
Cluster 21170,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,350,Utg870218_228,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,E,PAD_porph,Belongs to the agmatine deiminase family
Cluster 23734,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,328,Utg858702_27,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,fabH,I,"ACP_syn_III,ACP_syn_III_C",Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids
Cluster 24737,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,319,Utg858922_174,*,maxbin_sample13.txt.004.emapper.annotations,28211|Alphaproteobacteria,-,Q,"Abhydrolase_2,Esterase_phd",Esterase PHB depolymerase
Cluster 26738,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,303,Utg857766_265,*,maxbin_sample13.txt.004.emapper.annotations,203682|Planctomycetes,-,S,Sulfotransfer_3,Sulfotransferase family
Cluster 2849,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,762,Utg870218_315,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,M,"Bac_surface_Ag,POTRA",surface antigen variable number repeat protein
Cluster 28913,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,287,Utg859016_84,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,I,Abhydrolase_1,PFAM alpha beta hydrolase fold
Cluster 30992,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,272,Utg857098_9,*,metabat_sample13.txt.008.emapper.annotations,201174|Actinobacteria,thiM,H,HK,Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)
Cluster 32070,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,265,Utg857508_32,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,trpA,F,Trp_syntA,The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate
Cluster 33940,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,253,Utg860294_36,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,P,CitMHS_2,Putative citrate transport
Cluster 35510,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,243,Utg857766_194,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,M,MlaA,(Lipo)protein
Cluster 38220,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,227,Utg857750_440,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,gph,S,HAD_2,HAD-hyrolase-like
Cluster 39418,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,220,Utg857454_210,*,maxbin_sample13.txt.004.emapper.annotations,29547|Epsilonproteobacteria,-,K,"Response_reg,Trans_reg_C",COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
Cluster 41375,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,209,Utg860294_274,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,rplC,J,Ribosomal_L3,"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit"
Cluster 42153,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,204,Utg857464_794,*,concoct_sample13.txt.051.emapper.annotations,135623|Vibrionales,-,S,Hexapep,Bacterial transferase hexapeptide (six repeats)
Cluster 42621,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,202,Utg857078_108,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,gpmA,F,His_Phos_1,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate
Cluster 50335,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,161,Utg870218_122,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,DUF456,Protein of unknown function (DUF456)
Cluster 52416,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,151,Utg858702_11,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,rplI,J,"Ribosomal_L9_C,Ribosomal_L9_N",Binds to the 23S rRNA
Cluster 52879,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,149,Utg860294_247,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,rplQ,J,Ribosomal_L17,ribosomal protein L17
Cluster 58713,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,123,Utg863802_35,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,-,-,-
Cluster 60972,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,113,Utg863802_90,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,K,P-II,Belongs to the P(II) protein family
Cluster 8975,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,510,Utg863802_3,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,dnaA,L,"Bac_DnaA,Bac_DnaA_C,DnaA_N",it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids
Cluster 9743,31.6425793280684,21.045534347152188,4.409113658641605,4.773189347456301,1.8133116038030636e-6,2.9920113433495945e-5,491,Utg860294_282,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,S,"Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C",Polysaccharide biosynthesis protein
Cluster 13452,31.560791916532065,21.04472198906683,4.409119074806937,4.772999239080047,1.8150247708020943e-6,2.9927353255096348e-5,433,Utg741002_123,*,binsanity_sample01.txt.014.emapper.annotations,200918|Thermotogae,-,L,"DUF3883,Helicase_C,PLDc_2,SNF2_N",helicase domain protein
Cluster 26670,31.560791916532065,21.04472198906683,4.409119074806937,4.772999239080047,1.8150247708020943e-6,2.9927353255096348e-5,303,Utg737576_67,*,binsanity_sample01.txt.014.emapper.annotations,91061|Bacilli,-,S,P22_CoatProtein,P22 coat protein-protein 5 domain protein
Cluster 10672,71.37423908586857,21.02982233556932,3.8048735280562602,5.527075257692604,3.256133098598235e-8,1.0645657640667174e-6,473,Utg857750_378,*,maxbin_sample13.txt.004.emapper.annotations,1224|Proteobacteria,ybdK_1,S,GCS2,glutamate--cysteine ligase
Cluster 2959,71.37423908586857,21.02982233556932,3.8048735280562602,5.527075257692604,3.256133098598235e-8,1.0645657640667174e-6,753,Utg857750_224,*,maxbin_sample13.txt.004.emapper.annotations,1236|Gammaproteobacteria,-,G,-,Large extracellular alpha-helical protein
Cluster 47381,71.37423908586857,21.02982233556932,3.8048735280562602,5.527075257692604,3.256133098598235e-8,1.0645657640667174e-6,176,Utg882470_57,*,NA,NA,NA,NA,NA,NA
Cluster 14848,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,417,Utg857098_56,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,M,"FtsX,MacB_PCD",FtsX-like permease family
Cluster 16331,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,400,Utg859016_62,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,H,TP_methylase,PFAM Uroporphyrin-III C tetrapyrrole (Corrin Porphyrin) methyltransferase
Cluster 16332,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,400,Utg860294_194,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,H,Aminotran_1_2,aromatic amino acid beta-eliminating lyase threonine aldolase
Cluster 19513,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,366,Utg870218_162,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,KP,"Fer4_NifH,Sigma70_r4_2",Belongs to the NifH BchL ChlL family
Cluster 23626,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,329,Utg870218_266,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,H,UbiA,TIGRFAM bacteriochlorophyll chlorophyll synthetase
Cluster 24322,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,323,Utg857078_9,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,P,BPD_transp_2,Belongs to the binding-protein-dependent transport system permease family
Cluster 26905,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,302,Utg857342_38,*,metabat_sample13.txt.008.emapper.annotations,2|Bacteria,prtF,MU,OEP,efflux transmembrane transporter activity
Cluster 28107,31.166751067495937,21.026277718923165,4.409140041033425,4.7687933527271165,1.8533264817838512e-6,3.035142710396776e-5,293,Utg860294_182,*,metabat_sample13.txt.008.emapper.annotations,1090|Chlorobi,-,H,"QRPTase_C,QRPTase_N",Belongs to the NadC ModD family
