Orthogroup	Desulfovibrio vulgaris DP4	Desulfotalea psychrophila LSv54
OG0001845	WP_010938262.1	WP_011187413.1
OG0001856	WP_010939398.1	WP_011188772.1
OG0001878	WP_011792069.1	WP_011188777.1
OG0001883	WP_010940170.1	WP_011188133.1
OG0001932	WP_014524404.1	WP_228130167.1
OG0001978	WP_010938878.1	WP_041278825.1
OG0001990	WP_223294687.1	WP_041277864.1
OG0002027	WP_011792130.1	WP_049784973.1
OG0002041	WP_011791683.1	WP_011187797.1
OG0002058	WP_010939668.1	WP_041277632.1
OG0002059	WP_011791857.1	WP_011188196.1
OG0002064	WP_043629570.1, WP_043629277.1, WP_014524464.1	WP_041277595.1
OG0002078	WP_011791945.1	WP_011187947.1
OG0002081	WP_011792055.1	WP_011187869.1
OG0002084	WP_011792592.1	WP_011189656.1
OG0002085	WP_010937974.1	WP_041277926.1
OG0002086	WP_011793040.1	WP_011189316.1
OG0002087	WP_010937940.1	WP_041278172.1
OG0002089	WP_010939914.1, WP_011792127.1	WP_011187342.1
OG0002091	WP_011792073.1	WP_049785148.1
OG0002097	WP_010940050.1	WP_041277612.1
OG0002098	WP_010937904.1	WP_049784977.1
OG0002137	WP_010937607.1	WP_011187310.1
OG0002153	WP_011791348.1	WP_011188773.1
OG0002199	WP_011792844.1	WP_011189103.1
OG0002314	WP_011792064.1	WP_162096637.1
OG0002315	WP_011792070.1	WP_011188778.1
OG0002354	WP_263053287.1	WP_011190244.1
OG0002357	WP_010937696.1	WP_011188271.1
OG0002359	WP_011793154.1	WP_041278515.1
OG0002365	WP_011791651.1	WP_011190290.1
OG0002372	WP_011792221.1	WP_011189490.1
OG0002374	WP_011791914.1	WP_041277537.1
OG0002376	WP_011791874.1	WP_041279020.1
OG0002379	WP_011793141.1	WP_041278224.1
OG0002385	WP_011791813.1	WP_156792164.1, WP_162096612.1
OG0002389	WP_011791539.1	WP_041278106.1, WP_011187442.1
OG0002392	WP_010937660.1	WP_011189707.1
OG0002395	WP_081428999.1	WP_011187720.1, WP_156792289.1
OG0002397	WP_010938651.1	WP_162096629.1
OG0002398	WP_043629190.1	WP_228130182.1
OG0002400	WP_223294680.1	WP_083818945.1
OG0002401	WP_010939689.1	WP_041277431.1
OG0002403	WP_011792607.1, WP_010939821.1	WP_011189498.1
OG0002411	WP_010940058.1	WP_198408696.1
OG0002421	WP_011792001.1	WP_049785074.1
OG0002423	WP_010939714.1	WP_198408702.1, WP_011189612.1
OG0002449	WP_010937589.1	WP_011189696.1
OG0002475	WP_011791962.1	WP_011189611.1, WP_041277549.1
OG0002486	WP_011792259.1	WP_011189296.1
OG0002540	WP_010940668.1	WP_228130160.1, WP_156792190.1, WP_011189540.1
OG0002548	WP_010939134.1	WP_156792174.1
OG0002684	WP_190275052.1	WP_011188824.1
OG0002685	WP_190275051.1	WP_156792388.1, WP_162096640.1
OG0002686	WP_011791897.1	WP_162096638.1
OG0002700	WP_011792173.1	WP_011187277.1
OG0002722	WP_011792848.1	WP_041278029.1
OG0002763	WP_011792825.1	WP_011188977.1
OG0002779	WP_010940063.1	WP_011188020.1
OG0002786	WP_010938053.1	WP_011188477.1
OG0002789	WP_010938264.1	WP_173362828.1
OG0002799	WP_011792230.1	WP_041277528.1, WP_049785099.1
OG0002800	WP_010939568.1	WP_011187725.1, WP_011187723.1
OG0002805	WP_011792908.1	WP_011188216.1
OG0002807	WP_010937719.1	WP_041278370.1
OG0002819	WP_011792356.1	WP_011187512.1
OG0003102	WP_011792027.1	WP_011188825.1
OG0003104	WP_011792018.1	WP_011188816.1
OG0003212	WP_011791476.1	WP_011187901.1
OG0003217	WP_010937615.1	WP_041277522.1
OG0003272	WP_010939583.1	WP_011189637.1
OG0003299	WP_011792227.1	WP_041277959.1
OG0003302	WP_011792298.1, WP_011793082.1, WP_011792299.1	WP_011187666.1
OG0003303	WP_011792917.1	WP_011188531.1
OG0003305	WP_010939818.1	WP_011189216.1
OG0003306	WP_011793027.1, WP_010938063.1	WP_011189218.1
OG0003307	WP_010937746.1	WP_011189726.1
OG0003309	WP_010939058.1	WP_265588608.1
OG0003606	WP_223294634.1	WP_156792194.1
OG0003788	WP_011792015.1	WP_049784969.1
OG0003816	WP_010939203.1	WP_011187405.1
OG0003855	WP_011792357.1	WP_011187510.1
OG0003856	WP_010938847.1	WP_011187511.1
OG0003857	WP_011792355.1	WP_011187513.1
OG0003874	WP_011791964.1	WP_041277562.1
OG0003881	WP_011792358.1	WP_011187509.1
OG0004078	WP_043629629.1	WP_011188538.1
OG0004079	WP_011787333.1	WP_011190438.1
OG0004096	WP_010939908.1	WP_049784978.1
OG0004103	WP_223294675.1	WP_011187287.1
OG0004104	WP_010938248.1	WP_011187401.1
OG0004105	WP_010939097.1	WP_011187444.1
OG0004109	WP_010937496.1	WP_011188294.1, WP_011188563.1
OG0004111	WP_010939559.1	WP_011188540.1
OG0004112	WP_011792345.1	WP_011189343.1
OG0004113	WP_011792346.1	WP_011189344.1
OG0004115	WP_011793147.1	WP_011190109.1
OG0004118	WP_011792565.1	WP_041278094.1
OG0005452	WP_010938247.1	WP_011187402.1
OG0005473	WP_043629331.1	WP_011189299.1
