Orthogroup	Desulfovibrio vulgaris DP4	Desulfocapsa_13_biocide
OG0001647	WP_011792756.1	Utg857152_231
OG0001649	WP_011176592.1	Utg861744_63
OG0001650	WP_011176591.1	Utg861744_64
OG0001653	WP_011792733.1	Utg863716_114
OG0001654	WP_011791778.1	Utg857152_141
OG0001656	WP_010939484.1	Utg859750_74
OG0001657	WP_011791988.1	Utg859750_66
OG0001668	WP_010937941.1	Utg859098_284
OG0001676	WP_011791678.1	Utg865370_22
OG0001678	WP_011792545.1	Utg865370_13
OG0001689	WP_011792111.1	Utg859982_150
OG0001695	WP_223294622.1	Utg860814_90, Utg860814_88
OG0001708	WP_011792889.1	Utg857152_98
OG0001712	WP_011792164.1	Utg857046_209
OG0001713	WP_011792430.1	Utg857046_37
OG0001727	WP_011787356.1	Utg859098_34, Utg859098_47, Utg860006_4
OG0001730	WP_010938292.1	Utg860006_126
OG0001731	WP_010938863.1	Utg857994_155
OG0001733	WP_011792840.1	Utg859388_26
OG0001739	WP_223294592.1	Utg859098_229
OG0001742	WP_010938194.1	Utg859098_314, Utg859098_315
OG0001747	WP_010938212.1	Utg859098_105
OG0001750	WP_010937828.1	Utg859098_71
OG0001757	WP_010939585.1	Utg859388_95
OG0001765	WP_011791740.1	Utg858432_153
OG0001768	WP_011792235.1	Utg858432_92
OG0001777	WP_010940333.1	Utg857682_37
OG0001778	WP_011791998.1	Utg864866_94
OG0001783	WP_010938488.1	Utg859098_364
OG0001787	WP_010937897.1	Utg860814_152, Utg860814_153
OG0001788	WP_011792550.1	Utg860814_161
OG0001790	WP_011791852.1	Utg857076_56
OG0001791	WP_010940339.1, WP_010939797.1, WP_010940343.1, WP_011791893.1	Utg859236_97
OG0001792	WP_011792838.1, WP_010938244.1, WP_011792762.1	Utg859236_94
OG0001793	WP_011792867.1	Utg859236_87
OG0001796	WP_011792122.1	Utg857046_47
OG0001798	WP_011791691.1	Utg857076_8
OG0001804	WP_011792048.1	Utg861744_98
OG0001807	WP_011793135.1	Utg858494_74, Utg863716_7
OG0001809	WP_010939915.1	Utg859236_63
OG0001810	WP_010937899.1	Utg859982_191
OG0001811	WP_011792810.1	Utg859982_193, Utg859982_192
OG0001843	WP_011791872.1	Utg857682_104
OG0001858	WP_010937903.1	Utg859388_135
OG0001865	WP_223294607.1	Utg859388_33
OG0001874	WP_011792145.1	Utg860814_69
OG0001899	WP_011792590.1	Utg857682_79
OG0001900	WP_011791386.1	Utg859236_101
OG0001904	WP_011791902.1	Utg860814_155
OG0001923	WP_011792319.1	Utg861744_139
OG0001929	WP_010937454.1	Utg857152_56
OG0001931	WP_010939217.1	Utg857152_61
OG0001932	WP_014524404.1	Utg857152_114
OG0001933	WP_011792531.1	Utg857046_208
OG0001972	WP_011791497.1	Utg859388_30
OG0001975	WP_010940198.1	Utg857994_17
OG0001978	WP_010938878.1	Utg859982_147
OG0001993	WP_010938750.1	Utg859098_344, Utg861448_56
OG0001998	WP_010938713.1	Utg859098_169
OG0002023	WP_011792388.1	Utg859982_159
OG0002027	WP_011792130.1	Utg858498_16
OG0002041	WP_011791683.1	Utg857994_114
OG0002051	WP_223294573.1	Utg859982_84
OG0002056	WP_223294596.1	Utg860814_135
OG0002058	WP_010939668.1	Utg857076_68
OG0002059	WP_011791857.1	Utg857076_66
OG0002065	WP_011791471.1	Utg859076_21
OG0002075	WP_010938320.1	Utg861448_51, Utg861448_50, Utg861448_53
OG0002137	WP_010937607.1	Utg857300_7
OG0002166	WP_043629184.1	Utg859388_29
OG0002170	WP_011792741.1	Utg864866_74
OG0002239	WP_011793012.1	Utg857994_53
OG0002261	WP_011791865.1	Utg859098_219
OG0002268	WP_011792841.1	Utg859098_127
OG0002281	WP_011176634.1	Utg858432_160
OG0002282	WP_011787339.1	Utg858432_159
OG0002291	WP_011791591.1	Utg862138_28
OG0002305	WP_010939708.1	Utg862138_46
OG0002307	WP_011791584.1	Utg857994_64
OG0002325	WP_011792635.1	Utg863716_94
OG0002329	WP_010937444.1	Utg860814_29
OG0002339	WP_043629591.1	Utg857152_15
OG0002340	WP_010938003.1, WP_014524292.1	Utg857152_133
OG0002343	WP_010940422.1	Utg859076_22
OG0002346	WP_011792078.1	Utg859098_425
OG0002347	WP_081429029.1	Utg859098_430
OG0002357	WP_010937696.1	Utg857152_239
OG0002359	WP_011793154.1	Utg857994_94
OG0002360	WP_011791405.1	Utg857994_95
OG0002364	WP_011791364.1	Utg859750_42
OG0002365	WP_011791651.1	Utg859982_59
OG0002366	WP_010937344.1	Utg859982_208
OG0002496	WP_011792920.1	Utg860814_272
OG0002548	WP_010939134.1	Utg857152_19
OG0002597	WP_011791437.1	Utg857994_97
OG0002642	WP_010937383.1	Utg857994_62
OG0002652	WP_014524311.1	Utg859098_285
OG0002653	WP_010938281.1	Utg859098_234
OG0002654	WP_011792881.1	Utg859098_203
OG0002701	WP_011791725.1	Utg860006_145
OG0002709	WP_010937553.1, WP_010940507.1	Utg857152_245
OG0002711	WP_010939272.1	Utg857682_120
OG0002722	WP_011792848.1	Utg860814_289
OG0002723	WP_011791595.1	Utg861744_7
OG0002841	WP_043629042.1	Utg857682_122
OG0003003	WP_181409343.1	Utg859432_69
OG0003037	WP_223294691.1	Utg857994_211, Utg857994_210
OG0003064	WP_011791330.1	Utg861448_24
OG0003089	WP_011791599.1, WP_011792701.1	Utg857682_22
OG0003131	WP_014524207.1	Utg860006_123
OG0003151	WP_011792716.1	Utg859982_122
OG0003157	WP_011787364.1, WP_011791880.1	Utg861448_31
OG0003158	WP_010938321.1	Utg861448_52
OG0003765	WP_014524487.1	Utg857152_153
OG0003799	WP_011793087.1, WP_011792302.1	Utg857994_7
OG0003806	WP_011793121.1	Utg859098_50, Utg859098_59
OG0003812	WP_011792472.1	Utg859388_106
OG0003816	WP_010939203.1	Utg859982_113
OG0003820	WP_011792311.1	Utg862138_45
OG0004863	WP_011792022.1	Utg857994_1
OG0004883	WP_010940350.1	Utg859098_62
