Orthogroup	Desulfovibrio vulgaris DP4	Desulfocapsa_06_corrosive
OG0001446	WP_010937709.1	Utg323300_314
OG0001447	WP_010937710.1	Utg323300_315
OG0001448	WP_011792634.1	Utg323300_346
OG0001452	WP_010938377.1	Utg323316_327
OG0001453	WP_011792163.1	Utg323316_313
OG0001454	WP_011792758.1	Utg323316_307
OG0001455	WP_010939726.1	Utg323074_161
OG0001456	WP_010940220.1	Utg323140_221
OG0001458	WP_010938146.1	Utg323448_42
OG0001459	WP_011792679.1	Utg323448_43
OG0001461	WP_010939487.1	Utg323262_96
OG0001462	WP_010938198.1	Utg323262_112
OG0001464	WP_010938762.1	Utg323262_115
OG0001465	WP_011791464.1	Utg323262_162
OG0001466	WP_043629201.1	Utg323262_163
OG0001468	WP_011791975.1	Utg323316_186
OG0001470	WP_010940431.1	Utg324548_36
OG0001473	WP_011792544.1	Utg323990_88, Utg323990_89
OG0001474	WP_010939529.1	Utg323990_74
OG0001475	WP_011791921.1	Utg323990_67
OG0001477	WP_011793139.1	Utg323074_194
OG0001478	WP_011792085.1	Utg323074_154
OG0001479	WP_010937799.1	Utg323074_140
OG0001482	WP_010939113.1	Utg323392_140
OG0001484	WP_223294610.1	Utg323152_483
OG0001485	WP_011792912.1	Utg323152_448
OG0001486	WP_011791686.1	Utg323152_398
OG0001489	WP_011791365.1	Utg323140_21, Utg323152_59
OG0001490	WP_011793004.1	Utg323152_304
OG0001491	WP_010937622.1	Utg323152_305
OG0001492	WP_010937621.1	Utg323152_306
OG0001493	WP_011793005.1	Utg323152_307
OG0001494	WP_010938209.1	Utg323152_321
OG0001495	WP_010937357.1	Utg323152_322
OG0001496	WP_014524186.1	Utg323152_324
OG0001497	WP_010937354.1	Utg323152_325
OG0001498	WP_010940492.1	Utg323152_326
OG0001499	WP_010937818.1	Utg323152_333
OG0001500	WP_010937819.1	Utg323152_334
OG0001501	WP_223294608.1	Utg323152_335
OG0001502	WP_010937821.1	Utg323152_336
OG0001503	WP_010937822.1	Utg323152_337
OG0001504	WP_010937827.1	Utg323152_344
OG0001505	WP_011792667.1	Utg323152_373
OG0001507	WP_010940608.1	Utg323392_42
OG0001508	WP_010940144.1	Utg323392_53
OG0001510	WP_010938301.1	Utg323392_105
OG0001512	WP_010937552.1	Utg323392_125
OG0001514	WP_011791695.1	Utg323152_594
OG0001515	WP_011791694.1	Utg323152_595
OG0001517	WP_011791682.1	Utg323632_369
OG0001518	WP_011791442.1	Utg323632_231
OG0001519	WP_011791912.1	Utg323632_77
OG0001524	WP_010939130.1	Utg323316_132
OG0001527	WP_011791687.1	Utg323152_399
OG0001529	WP_043629654.1	Utg323152_597
OG0001531	WP_011791612.1	Utg323632_220
OG0001532	WP_010940024.1	Utg323152_396
OG0001533	WP_010938036.1	Utg323266_96
OG0001536	WP_010938585.1	Utg323180_257
OG0001539	WP_011791322.1	Utg323074_86
OG0001540	WP_011791324.1	Utg323152_416
OG0001541	WP_011792796.1	Utg323152_487
OG0001542	WP_010939181.1	Utg323180_190
OG0001547	WP_043629705.1	Utg323300_296
OG0001549	WP_011791870.1	Utg323392_253
OG0001569	WP_011792860.1	Utg323632_115
OG0001581	WP_011792561.1	Utg323152_188
OG0001584	WP_010939073.1	Utg323300_142
OG0001585	WP_010939928.1	Utg323140_252
OG0001586	WP_011791716.1	Utg323152_554
OG0001596	WP_011791526.1	Utg323180_219
OG0001612	WP_011792065.1	Utg323152_572
OG0001613	WP_011792066.1	Utg323152_573
OG0001616	WP_011792659.1	Utg323990_71
OG0001624	WP_150100254.1	Utg323632_332
OG0001638	WP_010939501.1	Utg323180_311
OG0001640	WP_223294595.1	Utg323180_273
OG0001645	WP_010938290.1	Utg323180_202
OG0001647	WP_011792756.1	Utg323180_171
OG0001649	WP_011176592.1	Utg323160_19
OG0001650	WP_011176591.1	Utg323160_18
OG0001653	WP_011792733.1	Utg323180_297
OG0001654	WP_011791778.1	Utg323300_423
OG0001656	WP_010939484.1	Utg323180_36
OG0001657	WP_011791988.1	Utg323180_28
OG0001668	WP_010937941.1	Utg323152_128
OG0001676	WP_011791678.1	Utg323266_29
OG0001677	WP_010938183.1	Utg323300_253
OG0001678	WP_011792545.1	Utg323266_19
OG0001681	WP_011791796.1	Utg323160_119
OG0001682	WP_010937979.1	Utg323160_115
OG0001687	WP_011792914.1	Utg324810_22
OG0001689	WP_011792111.1	Utg323300_150
OG0001695	WP_223294622.1	Utg323180_499
OG0001698	WP_010940617.1	Utg324810_93
OG0001701	WP_010938753.1	Utg323300_192
OG0001702	WP_011791818.1, WP_011791508.1, WP_011791817.1	Utg323300_257
OG0001703	WP_011792619.1	Utg323300_213
OG0001708	WP_011792889.1	Utg323300_375
OG0001712	WP_011792164.1	Utg323316_312
OG0001713	WP_011792430.1	Utg323316_150
OG0001715	WP_011791443.1	Utg323316_101
OG0001716	WP_011792091.1, WP_011787321.1	Utg323316_97, Utg323632_2
OG0001717	WP_010939234.1	Utg323316_85
OG0001718	WP_011792677.1	Utg323448_45
OG0001719	WP_010938150.1	Utg323448_46
OG0001721	WP_010939574.1	Utg323300_240
OG0001730	WP_010938292.1	Utg323990_87
OG0001731	WP_010938863.1	Utg323074_135
OG0001733	WP_011792840.1	Utg323392_201
OG0001739	WP_223294592.1	Utg323152_185
OG0001742	WP_010938194.1	Utg323152_85
OG0001747	WP_010938212.1	Utg323152_311
OG0001750	WP_010937828.1	Utg323152_345
OG0001757	WP_010939585.1	Utg323392_126
OG0001768	WP_011792235.1	Utg323632_139
OG0001772	WP_010940223.1	Utg323140_218
OG0001776	WP_011792831.1	Utg323074_200, Utg323262_8, Utg323152_519
OG0001778	WP_011791998.1	Utg323140_59
OG0001783	WP_010938488.1	Utg323152_36
OG0001787	WP_010937897.1	Utg323180_568
OG0001788	WP_011792550.1	Utg323180_580
OG0001790	WP_011791852.1	Utg323262_76
OG0001791	WP_010940339.1, WP_010939797.1, WP_010940343.1, WP_011791893.1	Utg323262_149
OG0001792	WP_011792838.1, WP_010938244.1, WP_011792762.1	Utg323262_152
OG0001793	WP_011792867.1	Utg323262_159
OG0001796	WP_011792122.1	Utg323316_159, Utg323316_160
OG0001798	WP_011791691.1	Utg323392_210
OG0001799	WP_223294678.1	Utg323448_120
OG0001804	WP_011792048.1	Utg324810_85
OG0001828	WP_011792757.1	Utg323180_170
OG0001835	WP_011792551.1	Utg323300_191
OG0001856	WP_010939398.1	Utg323152_575
OG0001858	WP_010937903.1	Utg323392_101
OG0001859	WP_011792685.1	Utg323392_241
OG0001865	WP_223294607.1	Utg323392_194
OG0001874	WP_011792145.1	Utg323180_483
OG0001878	WP_011792069.1	Utg323152_580
OG0001883	WP_010940170.1	Utg323152_589
OG0001897	WP_011787421.1	Utg323316_279
OG0001899	WP_011792590.1	Utg325220_113
OG0001900	WP_011791386.1	Utg323262_145
OG0001904	WP_011791902.1	Utg323180_539
OG0001921	WP_010939755.1	Utg323300_259, Utg323300_258
OG0001923	WP_011792319.1	Utg324810_37
OG0001924	WP_011792956.1	Utg323300_226
OG0001925	WP_010937339.1	Utg323300_230
OG0001929	WP_010937454.1	Utg323300_328
OG0001931	WP_010939217.1	Utg323300_333
OG0001933	WP_011792531.1	Utg323316_311
OG0001942	WP_043629506.1	Utg323316_86
OG0001972	WP_011791497.1	Utg323392_197
OG0001975	WP_010940198.1	Utg323074_25
OG0001978	WP_010938878.1	Utg323152_440
OG0001993	WP_010938750.1	Utg323152_55, Utg323152_56
OG0001998	WP_010938713.1	Utg323152_246
OG0002023	WP_011792388.1	Utg323152_432
OG0002027	WP_011792130.1	Utg323392_41
OG0002041	WP_011791683.1	Utg323074_97
OG0002042	WP_011787334.1	Utg323074_219
OG0002045	WP_011792625.1	Utg323300_46, Utg323152_18
OG0002051	WP_223294573.1	Utg323152_475
OG0002056	WP_223294596.1	Utg323180_550
OG0002058	WP_010939668.1	Utg323262_64
OG0002059	WP_011791857.1	Utg323262_66
OG0002064	WP_043629570.1, WP_043629277.1, WP_014524464.1	Utg323316_58
OG0002065	WP_011791471.1	Utg323316_91
OG0002125	WP_011793080.1	Utg323262_22
OG0002142	WP_011792313.1	Utg323392_240
OG0002153	WP_011791348.1	Utg323152_576
OG0002166	WP_043629184.1	Utg323392_198
OG0002170	WP_011792741.1	Utg323140_79
OG0002191	WP_010938968.1	Utg323160_120
OG0002234	WP_043629288.1	Utg323316_102
OG0002239	WP_011793012.1	Utg323074_68
OG0002261	WP_011791865.1	Utg323152_195
OG0002268	WP_011792841.1	Utg323152_289
OG0002291	WP_011791591.1	Utg323632_39
OG0002299	WP_010937492.1, WP_043629144.1	Utg323990_204
OG0002305	WP_010939708.1	Utg323074_19, Utg323152_604
OG0002307	WP_011791584.1	Utg323074_79
OG0002314	WP_011792064.1	Utg323152_569
OG0002315	WP_011792070.1	Utg323152_581
OG0002325	WP_011792635.1	Utg323180_271
OG0002329	WP_010937444.1	Utg323180_448
OG0002333	WP_049758115.1	Utg323262_13
OG0002339	WP_043629591.1	Utg323300_286
OG0002340	WP_010938003.1, WP_014524292.1	Utg323300_409
OG0002343	WP_010940422.1	Utg323316_92
OG0002344	WP_011792719.1, WP_011791732.1	Utg323316_366
OG0002346	WP_011792078.1	Utg323392_12
OG0002347	WP_081429029.1	Utg323392_15
OG0002354	WP_263053287.1	Utg325220_95
OG0002458	WP_010940204.1	Utg323180_570
OG0002496	WP_011792920.1	Utg323180_679
OG0002519	WP_010938182.1	Utg323300_252
OG0002548	WP_010939134.1	Utg323300_292
OG0002555	WP_011792585.1	Utg323140_237, Utg323140_238
OG0002597	WP_011791437.1	Utg323300_145
OG0002627	WP_011791631.1	Utg323316_79
OG0002642	WP_010937383.1	Utg323152_351, Utg323074_77
OG0002643	WP_011791569.1, WP_011787358.1	Utg323074_98
OG0002645	WP_011792955.1	Utg323074_217
OG0002652	WP_014524311.1	Utg323152_127
OG0002653	WP_010938281.1	Utg323152_180
OG0002654	WP_011792881.1	Utg323152_210
OG0002657	WP_011791521.1	Utg323152_516
OG0002670	WP_141291704.1	Utg323180_282
OG0002671	WP_010939271.1, WP_010937402.1	Utg323180_333
OG0002681	WP_010937335.1	Utg323300_183
OG0002684	WP_190275052.1	Utg325220_36, Utg323316_26
OG0002685	WP_190275051.1	Utg323316_40
OG0002686	WP_011791897.1	Utg323316_44
OG0002700	WP_011792173.1	Utg323990_26
OG0002701	WP_011791725.1	Utg323990_68
OG0002946	WP_011792653.1	Utg323160_111
OG0003037	WP_223294691.1	Utg323074_195
OG0003039	WP_011793132.1	Utg323074_208
OG0003059	WP_011791520.1	Utg323152_515
OG0003064	WP_011791330.1	Utg323152_605
OG0003089	WP_011791599.1, WP_011792701.1	Utg323266_69
OG0003102	WP_011792027.1	Utg323316_25
OG0003104	WP_011792018.1	Utg323316_41
OG0003122	WP_010939582.1, WP_010938690.1	Utg323632_171
OG0003131	WP_014524207.1	Utg323990_91
OG0003135	WP_011792025.1	Utg325220_35
OG0003136	WP_223294676.1	Utg325220_68
OG0003566	WP_011791392.1	Utg323316_68
OG0003665	WP_010938764.1	Utg323140_20
OG0003725	WP_011792717.1	Utg323300_19
OG0003735	WP_011793106.1	Utg323300_452
OG0003755	WP_011791582.1	Utg323316_255
OG0003765	WP_014524487.1	Utg323448_110
OG0003787	WP_190275046.1	Utg325220_5
OG0003788	WP_011792015.1	Utg325220_11
OG0004673	WP_011793150.1	Utg323152_352
OG0004696	WP_011792295.1	Utg323160_46
OG0004718	WP_011791834.1	Utg323180_369
OG0004829	WP_010939880.1	Utg323632_167
