user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
metabat_sample01.txt.001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_013389365.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter latus	88.68	0.62	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004319545.1, s__Desulfobacter hydrogenophilus, 95.0, 87.76, 0.73; GCA_003252055.1, s__Desulfobacter postgatei_B, 95.0, 87.2, 0.57; GCF_000233695.2, s__Desulfobacter postgatei, 95.0, 86.72, 0.63; GCF_000745975.1, s__Desulfobacter vibrioformis, 95.0, 86.56, 0.6; GCF_000373985.1, s__Desulfobacter curvatus, 95.0, 86.25, 0.67; GCA_002747145.1, s__Desulfobacter postgatei_A, 95.0, 85.89, 0.69; GCA_003538835.1, s__Desulfobacter sp003538835, 95.0, 76.62, 0.14	83.34	11	0.9859865808145103	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample01.txt.003	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__JAHOYW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019038735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__JAHOYW01;s__JAHOYW01 sp019038735	78.01	0.09	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__JAHOYW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	40.85	11	0.9303866079970546	N/A
metabat_sample01.txt.008_sub	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013201825.1, s__Halarcobacter ebronensis, 95.0, 82.11, 0.7; GCF_006459125.1, s__Halarcobacter anaerophilus, 95.0, 81.45, 0.66; GCF_005771535.1, s__Halarcobacter arenosus, 95.0, 81.28, 0.64; GCA_013373175.1, s__Halarcobacter sp013373175, 95.0, 81.13, 0.53; GCA_003252105.1, s__Halarcobacter sp003252105, 95.0, 81.12, 0.52; GCA_004118855.1, s__Halarcobacter sp004118855, 95.0, 80.98, 0.55; GCF_003346815.1, s__Halarcobacter bivalviorum, 95.0, 80.88, 0.56; GCA_004116455.1, s__Halarcobacter sp004116455, 95.0, 80.63, 0.56; GCA_001895145.1, s__Halarcobacter sp001895145, 95.0, 80.58, 0.64; GCA_002869565.1, s__Halarcobacter sp002869565, 95.0, 80.53, 0.62; GCF_004116625.1, s__Halarcobacter mediterraneus, 95.0, 80.46, 0.56	51.51	11	0.9558173483846982	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample01.txt.019	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_001887775.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea_A;s__Syntrophotalea_A acetylenivorans	85.41	0.75	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001751225.1, s__Syntrophotalea_A sp001751225, 95.0, 81.99, 0.46; GCA_013619105.1, s__Syntrophotalea_A sp013619105, 95.0, 81.74, 0.6	68.96	11	0.9608628653698166	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample01.txt.026	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002746685.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A propionicus_C	79.27	0.55	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918565.1, s__Desulfobulbus_A marinus, 95.0, 78.43, 0.16; GCF_000429965.1, s__Desulfobulbus_A mediterraneus, 95.0, 77.08, 0.11; GCA_002748755.1, s__Desulfobulbus_A propionicus_B, 95.0, 77.06, 0.09; GCA_002747135.1, s__Desulfobulbus_A propionicus_A, 95.0, 77.04, 0.08; GCF_000429945.1, s__Desulfobulbus_A japonicus, 95.0, 76.72, 0.08	84.29	11	0.969159308328729	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample02.txt.003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	N/A	N/A	N/A	N/A	N/A	GCA_016929955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__UBA12170 sp016929955	86.55	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016933745.1, s__UBA12170 sp016933745, 95.0, 77.99, 0.27; GCA_003445975.1, s__UBA12170 sp003445975, 95.0, 77.39, 0.24; GCF_013166655.1, s__UBA12170 sp013166655, 95.0, 76.23, 0.06; GCA_016744655.1, s__UBA12170 sp016744655, 95.0, 75.85, 0.05	87.71	11	0.9864633762775377	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample02.txt.005	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002746685.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A propionicus_C	79.3	0.57	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918565.1, s__Desulfobulbus_A marinus, 95.0, 78.01, 0.14; GCF_000429965.1, s__Desulfobulbus_A mediterraneus, 95.0, 77.29, 0.1; GCA_002747135.1, s__Desulfobulbus_A propionicus_A, 95.0, 77.19, 0.08; GCF_000429945.1, s__Desulfobulbus_A japonicus, 95.0, 76.99, 0.07; GCA_002748755.1, s__Desulfobulbus_A propionicus_B, 95.0, 76.8, 0.09	86.1	11	0.9673680008522656	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample02.txt.007	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	ANI	classification based on placement in class-level tree	GCF_009762795.1, s__Pseudodesulfovibrio cashew, 95.0, 80.15, 0.34; GCF_012516435.1, s__Pseudodesulfovibrio sp012516435, 95.0, 79.87, 0.35; GCF_001563225.1, s__Pseudodesulfovibrio indicus, 95.0, 79.7, 0.33; GCA_015709315.1, s__Pseudodesulfovibrio sp015709315, 95.0, 79.67, 0.29; GCF_001874525.1, s__Pseudodesulfovibrio hydrargyri, 95.0, 79.66, 0.3; GCF_900217235.1, s__Pseudodesulfovibrio profundus, 95.0, 79.62, 0.28; GCF_000189295.2, s__Pseudodesulfovibrio mercurii, 95.0, 79.42, 0.3; GCF_000176915.2, s__Pseudodesulfovibrio aespoeensis, 95.0, 79.12, 0.3; GCF_017351175.1, s__Pseudodesulfovibrio sp017351175, 95.0, 78.92, 0.28; GCF_004025585.1, s__Pseudodesulfovibrio sp004025585, 95.0, 78.91, 0.28; GCF_009729555.1, s__Pseudodesulfovibrio sp009729555, 95.0, 78.54, 0.25; GCA_016744135.1, s__Pseudodesulfovibrio sp016744135, 95.0, 78.41, 0.22; GCF_000341895.1, s__Pseudodesulfovibrio piezophilus, 95.0, 78.33, 0.18; GCF_010468615.1, s__Pseudodesulfovibrio sp010468615, 95.0, 78.31, 0.18; GCF_008001235.1, s__Pseudodesulfovibrio sp008001235, 95.0, 78.21, 0.2; GCA_016342345.1, s__Pseudodesulfovibrio sp016342345, 95.0, 78.15, 0.22; GCF_001311825.1, s__Pseudodesulfovibrio brasiliensis, 95.0, 78.05, 0.15; GCF_008830225.1, s__Pseudodesulfovibrio senegalensis, 95.0, 77.72, 0.15; GCF_000375485.1, s__Pseudodesulfovibrio oxyclinae, 95.0, 77.45, 0.14	64.14	11	0.9532427669807281	N/A
metabat_sample02.txt.014	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_013389365.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter latus	88.41	0.59	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004319545.1, s__Desulfobacter hydrogenophilus, 95.0, 87.64, 0.7; GCA_003252055.1, s__Desulfobacter postgatei_B, 95.0, 87.15, 0.59; GCF_000233695.2, s__Desulfobacter postgatei, 95.0, 86.59, 0.62; GCF_000745975.1, s__Desulfobacter vibrioformis, 95.0, 86.41, 0.58; GCF_000373985.1, s__Desulfobacter curvatus, 95.0, 86.27, 0.66; GCA_002747145.1, s__Desulfobacter postgatei_A, 95.0, 85.86, 0.67; GCA_003538835.1, s__Desulfobacter sp003538835, 95.0, 77.09, 0.14	83.42	11	0.9860259353173861	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample02.txt.018	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_018399655.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp018399655	77.09	0.17	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015663165.1, s__CAIJNA01 sp015663165, 95.0, 76.86, 0.13; GCA_903821805.1, s__CAIJNA01 sp903821805, 95.0, 76.85, 0.15	52.82	11	0.9181857420057707	N/A
metabat_sample02.txt.020	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__JAHOYW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019038735.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__JAHOYW01;s__JAHOYW01 sp019038735	77.47	0.16	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__JAHOYW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	56.63	11	0.9291405728095778	N/A
metabat_sample03.txt.002	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002746685.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A propionicus_C	79.52	0.55	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918565.1, s__Desulfobulbus_A marinus, 95.0, 78.43, 0.16; GCF_000429965.1, s__Desulfobulbus_A mediterraneus, 95.0, 77.22, 0.11; GCA_002747135.1, s__Desulfobulbus_A propionicus_A, 95.0, 77.17, 0.08; GCF_000429945.1, s__Desulfobulbus_A japonicus, 95.0, 77.06, 0.07; GCA_002748755.1, s__Desulfobulbus_A propionicus_B, 95.0, 77.03, 0.09	83.64	11	0.9644164967715025	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample03.txt.019	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAFGXI01;g__JAFGXI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016936665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAFGXI01;g__JAFGXI01;s__JAFGXI01 sp016936665	77.02	0.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAFGXI01;g__JAFGXI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	92.55	11	0.9023684485254783	N/A
metabat_sample03.txt.020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__M08DMB;s__	N/A	N/A	N/A	N/A	N/A	GCF_009362815.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__M08DMB;s__M08DMB sp009362815	78.44	0.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__M08DMB;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.7	11	0.8913087836316573	N/A
metabat_sample03.txt.026	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_014905095.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp014905095	86.41	0.77	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009192995.1, s__Sulfurimonas indica, 95.0, 79.09, 0.33; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 78.78, 0.28; GCF_014905135.1, s__Sulfurimonas paralvinellae, 95.0, 78.66, 0.28; GCF_009258225.1, s__Sulfurimonas sp009258225, 95.0, 78.49, 0.26; GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 78.44, 0.28; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 78.43, 0.33; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 78.35, 0.25; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 78.31, 0.24; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 78.29, 0.19; GCF_017357825.1, s__Sulfurimonas sp017357825, 95.0, 78.26, 0.26; GCA_016764205.1, s__Sulfurimonas sp016764205, 95.0, 78.15, 0.17; GCA_016937915.1, s__Sulfurimonas sp016937915, 95.0, 78.13, 0.19; GCF_015265475.1, s__Sulfurimonas marisnigri, 95.0, 78.09, 0.22; GCF_015265455.1, s__Sulfurimonas baltica, 95.0, 78.07, 0.21; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 78.05, 0.18; GCA_002733945.2, s__Sulfurimonas sp002733945, 95.0, 78.03, 0.23; GCA_018698455.1, s__Sulfurimonas sp018698455, 95.0, 78.01, 0.21; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 77.99, 0.2; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 77.94, 0.17; GCF_014905115.1, s__Sulfurimonas sediminis, 95.0, 77.94, 0.22; GCF_009068765.1, s__Sulfurimonas sp009068765, 95.0, 77.93, 0.21; GCA_015663215.1, s__Sulfurimonas sp015663215, 95.0, 77.89, 0.19; GCF_009883775.1, s__Sulfurimonas sp002452895, 95.0, 77.89, 0.18; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 77.88, 0.18; GCA_015488615.1, s__Sulfurimonas sp015488615, 95.0, 77.87, 0.22; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 77.78, 0.21; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.76, 0.15; GCA_016744025.1, s__Sulfurimonas sp016744025, 95.0, 77.73, 0.24; GCF_005217605.1, s__Sulfurimonas crateris, 95.0, 77.7, 0.17; GCA_015487265.1, s__Sulfurimonas sp015487265, 95.0, 77.68, 0.18; GCA_015487435.1, s__Sulfurimonas sp015487435, 95.0, 77.67, 0.2; GCA_015662405.1, s__Sulfurimonas autotrophica_A, 95.0, 77.59, 0.27; GCA_016744115.1, s__Sulfurimonas sp016744115, 95.0, 77.59, 0.18; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 77.59, 0.16; GCA_001829675.1, s__Sulfurimonas sp001829675, 95.0, 77.58, 0.16; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 77.53, 0.18; GCA_002452425.1, s__Sulfurimonas sp002452425, 95.0, 77.51, 0.11; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 77.48, 0.13; GCA_014859695.1, s__Sulfurimonas sp014859695, 95.0, 77.47, 0.13; GCA_014381585.1, s__Sulfurimonas ponti, 95.0, 77.44, 0.2; GCA_016735225.1, s__Sulfurimonas sp016735225, 95.0, 77.41, 0.15; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 77.41, 0.24; GCA_018825665.1, s__Sulfurimonas sp018825665, 95.0, 77.35, 0.18; GCA_016938175.1, s__Sulfurimonas sp016938175, 95.0, 77.33, 0.25; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.33, 0.17; GCA_018824795.1, s__Sulfurimonas sp018824795, 95.0, 77.24, 0.27; GCA_018822665.1, s__Sulfurimonas sp018822665, 95.0, 77.2, 0.18; GCA_002899765.1, s__Sulfurimonas sp002899765, 95.0, 77.18, 0.14; GCA_903903705.1, s__Sulfurimonas sp903903705, 95.0, 77.18, 0.19; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 77.17, 0.18; GCA_001829715.1, s__Sulfurimonas sp001829715, 95.0, 77.09, 0.16; GCA_015488855.1, s__Sulfurimonas sp015488855, 95.0, 76.9, 0.15	49.17	11	0.9842963287592426	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.0% of markers with multiple hits
metabat_sample03.txt.027	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	N/A	N/A	N/A	N/A	N/A	GCA_016929955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__UBA12170 sp016929955	85.86	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016933745.1, s__UBA12170 sp016933745, 95.0, 77.89, 0.28; GCA_003445975.1, s__UBA12170 sp003445975, 95.0, 77.36, 0.24; GCF_013166655.1, s__UBA12170 sp013166655, 95.0, 76.24, 0.07; GCA_016744655.1, s__UBA12170 sp016744655, 95.0, 75.98, 0.04	93.63	11	0.986233754626442	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample03.txt.028	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA6489;s__	N/A	N/A	N/A	N/A	N/A	GCA_002435385.1	95.0	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA6489;s__UBA6489 sp002435385	75.71	0.18	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA6489;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	53.4	4	0.8582243460179324	N/A
metabat_sample03.txt.037	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_001887775.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea_A;s__Syntrophotalea_A acetylenivorans	84.65	0.7	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001751225.1, s__Syntrophotalea_A sp001751225, 95.0, 81.9, 0.35; GCA_013619105.1, s__Syntrophotalea_A sp013619105, 95.0, 81.69, 0.54	19.58	11	0.9584157610355424	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample04.txt.006	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_016342345.1	95.0	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio sp016342345	78.36	0.33	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015709315.1, s__Pseudodesulfovibrio sp015709315, 95.0, 78.82, 0.32; GCF_001563225.1, s__Pseudodesulfovibrio indicus, 95.0, 78.77, 0.36; GCF_001874525.1, s__Pseudodesulfovibrio hydrargyri, 95.0, 78.76, 0.31; GCF_004025585.1, s__Pseudodesulfovibrio sp004025585, 95.0, 78.7, 0.38; GCF_000189295.2, s__Pseudodesulfovibrio mercurii, 95.0, 78.66, 0.29; GCF_012516435.1, s__Pseudodesulfovibrio sp012516435, 95.0, 78.64, 0.29; GCF_009762795.1, s__Pseudodesulfovibrio cashew, 95.0, 78.61, 0.36; GCA_016744135.1, s__Pseudodesulfovibrio sp016744135, 95.0, 78.6, 0.29; GCF_900217235.1, s__Pseudodesulfovibrio profundus, 95.0, 78.54, 0.26; GCF_000176915.2, s__Pseudodesulfovibrio aespoeensis, 95.0, 78.4, 0.31; GCF_017351175.1, s__Pseudodesulfovibrio sp017351175, 95.0, 78.24, 0.31; GCF_010468615.1, s__Pseudodesulfovibrio sp010468615, 95.0, 78.09, 0.22; GCF_000341895.1, s__Pseudodesulfovibrio piezophilus, 95.0, 78.03, 0.18; GCF_009729555.1, s__Pseudodesulfovibrio sp009729555, 95.0, 77.82, 0.24; GCF_008001235.1, s__Pseudodesulfovibrio sp008001235, 95.0, 77.8, 0.19; GCF_008830225.1, s__Pseudodesulfovibrio senegalensis, 95.0, 77.42, 0.17; GCF_001311825.1, s__Pseudodesulfovibrio brasiliensis, 95.0, 77.38, 0.16; GCF_000375485.1, s__Pseudodesulfovibrio oxyclinae, 95.0, 77.29, 0.12	26.85	11	0.9418962900826446	N/A
metabat_sample06.txt.004	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_013389365.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__Desulfobacter latus	87.68	0.6	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004319545.1, s__Desulfobacter hydrogenophilus, 95.0, 86.84, 0.69; GCA_003252055.1, s__Desulfobacter postgatei_B, 95.0, 85.98, 0.46; GCF_000745975.1, s__Desulfobacter vibrioformis, 95.0, 85.62, 0.54; GCF_000373985.1, s__Desulfobacter curvatus, 95.0, 85.56, 0.62; GCF_000233695.2, s__Desulfobacter postgatei, 95.0, 85.32, 0.6; GCA_002747145.1, s__Desulfobacter postgatei_A, 95.0, 84.76, 0.35; GCA_003538835.1, s__Desulfobacter sp003538835, 95.0, 77.13, 0.13	19.52	11	0.9861034295965332	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample06.txt.008	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	N/A	N/A	N/A	N/A	N/A	GCA_016929955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__UBA12170 sp016929955	85.88	0.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016933745.1, s__UBA12170 sp016933745, 95.0, 77.92, 0.28; GCA_003445975.1, s__UBA12170 sp003445975, 95.0, 77.38, 0.24; GCF_013166655.1, s__UBA12170 sp013166655, 95.0, 76.34, 0.06; GCA_016744655.1, s__UBA12170 sp016744655, 95.0, 75.62, 0.05	92.41	11	0.9864060872492296	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
metabat_sample10.txt.005_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__JAFGUF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016938675.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__JAFGUF01;s__JAFGUF01 sp016938675	77.37	0.14	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__JAFGUF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.2	11	0.942790428989007	N/A
