Orthogroup	Desulfocapsa_06_corrosive	Shewanella oneidensis MR-1
OG0001658	Utg323180_26	WP_011072410.1
OG0001659	Utg323180_25	WP_011072411.1
OG0001666	Utg323140_207	WP_011072225.1
OG0001667	Utg323152_133	WP_011072824.1
OG0001669	Utg323152_96	WP_011072375.1
OG0001670	Utg323140_232	WP_011072990.1
OG0001671	Utg323140_235	WP_011072988.1
OG0001680	Utg323160_121	WP_011070767.1
OG0001688	Utg324810_61	WP_011073840.1
OG0001692	Utg323140_55	WP_011074017.1, WP_011071633.1, WP_011074126.1
OG0001693	Utg323300_100	WP_011071358.1
OG0001695	Utg323180_499	WP_011072495.1
OG0001700	Utg323300_171	WP_011073447.1
OG0001708	Utg323300_375	WP_011072773.1
OG0001710	Utg323392_57	WP_011073819.1, WP_011073982.1, WP_011072470.1
OG0001711	Utg323316_322	WP_011074261.1
OG0001722	Utg323180_172	WP_011074052.1
OG0001725	Utg324548_32	WP_011073523.1
OG0001726	Utg324548_34	WP_011073522.1
OG0001736	Utg323160_87	WP_011071530.1
OG0001739	Utg323152_185	WP_011071016.1
OG0001745	Utg323152_41	WP_011071877.1
OG0001746	Utg323152_40	WP_011071876.1
OG0001748	Utg323152_338	WP_011073125.1
OG0001749	Utg323152_343	WP_011073123.1
OG0001751	Utg323152_375	WP_011073120.1
OG0001755	Utg323392_98	WP_011072251.1
OG0001756	Utg323392_103	WP_011074252.1
OG0001763	Utg323632_373, Utg323632_374	WP_011070590.1
OG0001766	Utg324810_24	WP_011072006.1, WP_011072172.1
OG0001769	Utg323632_132	WP_011071394.1
OG0001774	Utg323152_144	WP_011070561.1
OG0001776	Utg323074_200, Utg323262_8, Utg323152_519	WP_011072078.1
OG0001783	Utg323152_36	WP_011072265.1
OG0001784	Utg323152_407	WP_164925781.1
OG0001785	Utg323180_531	WP_011073748.1
OG0001786	Utg323180_535	WP_011074412.1, WP_011071259.1
OG0001787	Utg323180_568	WP_011072782.1
OG0001795	Utg323300_337, Utg323300_90, Utg323300_91	WP_011073868.1
OG0001798	Utg323392_210	WP_011070830.1
OG0001799	Utg323448_120	WP_011071037.1
OG0001800	Utg323632_117	WP_011070874.1
OG0001801	Utg323632_304	WP_011070956.1
OG0001802	Utg324548_23	WP_011073436.1, WP_011071964.1
OG0001804	Utg324810_85	WP_011072262.1
OG0001822	Utg323262_59	WP_011074334.1
OG0001834	Utg323152_116	WP_011072260.1
OG0001836	Utg323180_582	WP_011074171.1, WP_011073788.1, WP_011070681.1
OG0001840	Utg323180_422	WP_011072804.1
OG0001847	Utg323152_493	WP_011072118.1
OG0001857	Utg323074_61	WP_011071869.1
OG0001858	Utg323392_101	WP_011071073.1
OG0001859	Utg323392_241	WP_011073703.1, WP_011072255.1
OG0001863	Utg323392_50	WP_011072060.1
OG0001864	Utg323266_47	WP_164925690.1, WP_164925689.1
OG0001873	Utg323180_621	WP_011073370.1
OG0001893	Utg323632_88	WP_011070528.1
OG0001895	Utg323140_151	WP_164925592.1
OG0001896	Utg323632_268	WP_011072398.1
OG0001897	Utg323316_279	WP_011070477.1
OG0001902	Utg323160_117	WP_011071874.1
OG0001903	Utg323448_126, Utg323632_5, Utg323300_161	WP_011070584.1
OG0001908	Utg324810_66	WP_011070697.1
OG0001913	Utg323300_121	WP_164925937.1
OG0001916	Utg323632_180, Utg323180_557	WP_011070976.1, WP_011072613.1
OG0001959	Utg323990_163	WP_011071137.1, WP_011071814.1
OG0001961	Utg323152_453	WP_011074313.1
OG0001967	Utg323990_73	WP_011070900.1
OG0001968	Utg323152_359, Utg323990_65	WP_011073150.1
OG0001981	Utg323392_231	WP_011070708.1
OG0001983	Utg323152_234	WP_011071459.1
OG0001989	Utg323316_351	WP_011072023.1
OG0002001	Utg323152_323	WP_011073103.1
OG0002002	Utg323152_329	WP_011073097.1
OG0002003	Utg323152_380	WP_011073086.1
OG0002007	Utg323152_556	WP_011074068.1
OG0002029	Utg324810_38	WP_037422212.1
OG0002032	Utg324810_25	WP_011072173.1
OG0002036	Utg323316_199	WP_011071679.1
OG0002047	Utg323152_118	WP_011071689.1
OG0002048	Utg323152_429	WP_011071348.1, WP_011071184.1
OG0002049	Utg323152_430	WP_011071183.1, WP_011071347.1
OG0002050	Utg323152_466	WP_164925931.1
OG0002062	Utg323300_256	WP_011071839.1
OG0002063	Utg323300_269	WP_011072214.1
OG0002068	Utg323632_203	WP_011072979.1
OG0002105	Utg323180_203	WP_011074096.1
OG0002107	Utg323160_6, Utg324810_100, Utg323160_7	WP_011074220.1
OG0002118	Utg323316_78	WP_011073797.1
OG0002125	Utg323262_22	WP_011073633.1
OG0002142	Utg323392_240	WP_011073701.1
OG0002150	Utg323300_18	WP_011072813.1
OG0002154	Utg323990_191	WP_238560492.1, WP_011073358.1, WP_238560493.1
OG0002156	Utg323180_648	WP_011070954.1
OG0002164	Utg323180_265	WP_011070685.1
OG0002177	Utg323140_205	WP_164925697.1
OG0002188	Utg323180_211	WP_011070829.1
OG0002189	Utg323632_380	WP_011072011.1
OG0002208	Utg323140_239	WP_011071154.1
OG0002218	Utg323180_600	WP_011072577.1
OG0002234	Utg323316_102	WP_011070461.1
OG0002256	Utg323152_481	WP_011071014.1
OG0002269	Utg323300_49	WP_011071547.1
OG0002273	Utg323300_216	WP_011070815.1
OG0002274	Utg323392_52	WP_011072414.1
OG0002289	Utg323632_67	WP_011072448.1
OG0002303	Utg323152_124	WP_011071980.1
OG0002310	Utg323140_212	WP_011072089.1
OG0002312	Utg323152_428	WP_011071349.1
OG0002320	Utg323180_22	WP_011073544.1
OG0002322	Utg323180_89	WP_011070835.1
OG0002323	Utg323180_179	WP_011073976.1
OG0002334	Utg323262_182, Utg323262_185	WP_011071231.1
OG0002336	Utg323300_245	WP_011073248.1
OG0002337	Utg323300_246	WP_011073247.1
OG0002338	Utg323300_248	WP_011073245.1
OG0002348	Utg323632_44	WP_011072095.1
OG0002354	Utg325220_95	WP_011071324.1
OG0002438	Utg323180_362, Utg323262_136	WP_011070449.1
OG0002458	Utg323180_570	WP_011072219.1
OG0002481	Utg323140_77	WP_011073863.1
OG0002482	Utg323180_482	WP_011074025.1
OG0002544	Utg323180_476	WP_011070921.1
OG0002554	Utg323300_376	WP_011072776.1
OG0002566	Utg323262_200	WP_011073619.1
OG0002595	Utg323152_65	WP_011072799.1
OG0002602	Utg323152_346	WP_011073142.1, WP_011073156.1
OG0002623	Utg323180_139	WP_011071871.1
OG0002647	Utg323140_197, Utg323180_713	WP_011074111.1, WP_011073279.1, WP_011072670.1
OG0002651	Utg323152_115	WP_011070925.1
OG0002652	Utg323152_127	WP_011071384.1
OG0002662	Utg323180_59	WP_011070535.1
OG0002674	Utg323180_607	WP_011072204.1
OG0002677	Utg323262_119	WP_238560508.1
OG0002680	Utg323300_34	WP_011071601.1
OG0002683	Utg323300_395	WP_011071069.1
OG0002688	Utg323392_4	WP_011072312.1
OG0002689	Utg323392_36	WP_011073329.1, WP_011071336.1
OG0002698	Utg323632_316	WP_011070566.1
OG0002700	Utg323990_26	WP_011073063.1
OG0002703	Utg323990_141	WP_011071979.1
OG0002836	Utg323632_30	WP_011071200.1
OG0002880	Utg323140_152	WP_011071713.1
OG0002938	Utg323300_254	WP_011071074.1
OG0002979	Utg323152_367	WP_011073148.1
OG0003011	Utg323632_233	WP_011073812.1
OG0003016	Utg323392_211	WP_011071609.1
OG0003020	Utg323140_115	WP_011072451.1
OG0003040	Utg323140_51	WP_011072798.1, WP_011073626.1
OG0003056	Utg323152_114	WP_011073205.1
OG0003074	Utg323180_363	WP_011073502.1
OG0003093	Utg323300_23	WP_011071761.1
OG0003108	Utg323316_192	WP_011070897.1
OG0003122	Utg323632_171	WP_011072621.1
OG0003129	Utg323990_14	WP_011073069.1
OG0003353	Utg323152_463	WP_011071540.1
OG0003468	Utg323180_653	WP_011073839.1
OG0003490	Utg323140_114	WP_011072452.1
OG0003491	Utg323300_93	WP_011072706.1
OG0003510	Utg323140_135	WP_011070812.1
OG0003523	Utg323632_377	WP_011073252.1
OG0003569	Utg323140_28	WP_011070687.1
OG0003681	Utg323180_61	WP_011071122.1
OG0003683	Utg323180_140	WP_011072494.1
OG0003703	Utg323180_702	WP_011072130.1
OG0003704	Utg323180_703	WP_011072131.1
OG0003721	Utg323266_74	WP_164925828.1
OG0003726	Utg323300_77	WP_274544484.1
OG0003744	Utg323316_20	WP_011071003.1
OG0003767	Utg323632_85	WP_011074196.1
OG0003768	Utg323632_165	WP_011070991.1, WP_011072628.1
OG0003769	Utg323632_166	WP_011072627.1, WP_011070990.1
OG0003775	Utg323632_327	WP_011070588.1
OG0003782	Utg323990_242	WP_011070863.1
OG0004650	Utg323140_33	WP_011071457.1
OG0004675	Utg323152_365	WP_011073145.1
OG0004676	Utg323152_366	WP_011073146.1
OG0004677	Utg323152_369	WP_011073152.1
OG0004678	Utg323152_370	WP_011073151.1
OG0004702	Utg323180_70	WP_164925667.1
OG0004769	Utg323300_8	WP_011071586.1
OG0004770	Utg323300_9	WP_011071585.1
OG0004771	Utg323300_21	WP_011071199.1
OG0004824	Utg323448_127	WP_011070583.1
OG0004826	Utg323632_159	WP_011071001.1
OG0004827	Utg323632_160	WP_011071000.1
OG0004830	Utg323632_187	WP_011070969.1
OG0004831	Utg323632_188	WP_011070968.1
OG0004846	Utg324810_71	WP_172966546.1
