Orthogroup	Desulfocapsa_06_corrosive	Desulfosediminicola flagellatus IMCC35005
OG0000933	Utg323152_342	WP_136807862.1
OG0000934	Utg323152_374	WP_136807852.1
OG0000935	Utg323392_48	WP_136808326.1
OG0000936	Utg323152_479	WP_136806793.1, WP_136805373.1
OG0000937	Utg323074_117	WP_136806597.1
OG0000938	Utg323392_59	WP_136807714.1
OG0000939	Utg323632_214	WP_136805241.1
OG0000940	Utg323140_88	WP_136809200.1, WP_136810158.1
OG0000941	Utg323448_32	WP_136810544.1
OG0000942	Utg323152_425	WP_136805757.1
OG0000943	Utg323152_72	WP_136806364.1
OG0000944	Utg323632_235	WP_136805829.1
OG0000946	Utg323140_63	WP_136807169.1
OG0000947	Utg323152_426	WP_136805756.1
OG0000948	Utg323152_427	WP_136805755.1
OG0000949	Utg323180_74	WP_217909471.1
OG0000950	Utg323180_222	WP_136809730.1
OG0000951	Utg323266_80	WP_136810310.1
OG0000952	Utg323266_108	WP_136808841.1
OG0000954	Utg323392_60	WP_176371611.1
OG0000954	Utg323632_229	WP_136809268.1
OG0000955	Utg323392_188	WP_217909454.1, WP_136808273.1
OG0000956	Utg323632_317	WP_136806692.1
OG0000962	Utg323392_104	WP_136806286.1
OG0000963	Utg323300_382	WP_136807992.1
OG0000964	Utg323152_505	WP_136805315.1
OG0000966	Utg323262_124	WP_136809182.1
OG0000967	Utg323074_88	WP_136806369.1
OG0000968	Utg323152_222	WP_136806332.1
OG0000970	Utg323448_24	WP_136810536.1
OG0000971	Utg323140_186	WP_136810638.1
OG0000972	Utg323152_186	WP_136806402.1
OG0000974	Utg323632_293	WP_136805267.1
OG0000975	Utg323300_17	WP_136806063.1
OG0000976	Utg323990_85	WP_136806270.1
OG0000977	Utg323152_39	WP_228723374.1
OG0000978	Utg323448_62	WP_136810574.1
OG0000979	Utg323300_360	WP_136808003.1
OG0000980	Utg323632_348	WP_136806840.1
OG0000981	Utg323160_41	WP_136809136.1
OG0000982	Utg323160_37	WP_136808060.1
OG0000983	Utg323632_219	WP_136805245.1
OG0000984	Utg324810_16	WP_167505984.1
OG0000985	Utg323632_24	WP_136806899.1
OG0000986	Utg323632_210	WP_217909563.1
OG0000987	Utg323152_147	WP_136807546.1
OG0000988	Utg323140_10	WP_136805819.1
OG0000989	Utg323152_150	WP_136807551.1
OG0000990	Utg323160_59	WP_136809139.1
OG0000991	Utg323140_179	WP_136810644.1
OG0000992	Utg323632_94	WP_136805085.1
OG0000993	Utg323074_90	WP_136806574.1
OG0000995	Utg323448_75	WP_136810587.1
OG0000996	Utg323316_175	WP_136809722.1
OG0000997	Utg323074_160, Utg323074_177, Utg323074_159	WP_136810709.1
OG0000998	Utg323152_435	WP_136805397.1
OG0000999	Utg323180_137	WP_136807634.1
OG0001000	Utg323448_76	WP_136810588.1
OG0001001	Utg323300_401	WP_136810273.1
OG0001002	Utg323180_695	WP_136805523.1
OG0001003	Utg323990_38	WP_136805067.1
OG0001004	Utg323140_68	WP_136805915.1
OG0001005	Utg323140_69	WP_136805914.1
OG0001006	Utg323300_164	WP_136805983.1
OG0001007	Utg323632_244	WP_228723384.1
OG0001008	Utg323152_394	WP_136806155.1
OG0001009	Utg323152_395	WP_136806154.1
OG0001010	Utg323300_40	WP_136805780.1
OG0001011	Utg323180_292	WP_136809311.1
OG0001012	Utg323180_475	WP_136809455.1
OG0001013	Utg323180_440	WP_136809467.1
OG0001014	Utg323632_71	WP_136808475.1
OG0001015	Utg323152_385	WP_136807608.1
OG0001016	Utg323152_384	WP_136807610.1
OG0001017	Utg323392_130	WP_136806392.1
OG0001018	Utg323180_30	WP_136806620.1
OG0001019	Utg323392_151	WP_136805295.1
OG0001020	Utg323160_24	WP_136809248.1, WP_167505999.1
OG0001022	Utg323316_145	WP_136809721.1
OG0001023	Utg324810_43	WP_136808621.1
OG0001024	Utg323990_78	WP_136806274.1
OG0001025	Utg323262_12	WP_136810715.1
OG0001026	Utg323074_108	WP_136808298.1
OG0001027	Utg323262_93	WP_136810055.1
OG0001029	Utg323632_341	WP_136806837.1
OG0001030	Utg324810_40	WP_136808619.1
OG0001031	Utg323316_83	WP_136810518.1
OG0001033	Utg323152_155	WP_228723225.1
OG0001034	Utg323160_30	WP_136809130.1
OG0001035	Utg323160_77	WP_136809150.1
OG0001036	Utg323300_378	WP_136807996.1
OG0001037	Utg323266_56	WP_136808892.1
OG0001038	Utg323300_76	WP_136809513.1
OG0001039	Utg323632_226	WP_136805249.1
OG0001040	Utg323448_98	WP_136810609.1
OG0001041	Utg323392_134	WP_136805309.1
OG0001043	Utg323140_245	WP_136805952.1
OG0001044	Utg323448_48	WP_136798095.1
OG0001045	Utg323392_222	WP_136805446.1
OG0001046	Utg323632_291	WP_136805265.1
OG0001047	Utg323160_128, Utg323266_9	WP_136806006.1, WP_136808567.1
OG0001048	Utg323632_137	WP_136805140.1
OG0001049	Utg323262_148	WP_267313677.1
OG0001050	Utg323632_116	WP_136809530.1
OG0001051	Utg323316_103	WP_136809674.1
OG0001052	Utg323180_63, Utg323180_64	WP_136806921.1
OG0001053	Utg323074_193	WP_136805321.1
OG0001054	Utg323632_78	WP_228723424.1
OG0001055	Utg323140_254	WP_136805958.1
OG0001056	Utg323392_17	WP_136806798.1
OG0001057	Utg323266_53	WP_136809305.1
OG0001058	Utg323392_223	WP_136805445.1
OG0001059	Utg325220_91	WP_136810750.1
OG0001060	Utg323632_370	WP_136807452.1
OG0001062	Utg323180_377	WP_167505892.1
OG0001063	Utg323152_486	WP_136808672.1
OG0001065	Utg323990_218	WP_136808455.1
OG0001066	Utg323632_95	WP_136805087.1
OG0001067	Utg323152_449	WP_136805386.1
OG0001068	Utg323152_142	WP_136807539.1
OG0001069	Utg323152_418	WP_167505741.1
OG0001070	Utg323180_313	WP_136805765.1
OG0001071	Utg323180_659, Utg323180_675	WP_136805511.1
OG0001072	Utg323180_668	WP_136805504.1
OG0001075	Utg323392_6	WP_136809759.1
OG0001076	Utg323180_109	WP_136807927.1, WP_136806141.1
OG0001077	Utg323632_264, Utg323140_82	WP_136810015.1, WP_136806183.1, WP_136805786.1
OG0001078	Utg323262_123	WP_136810760.1
OG0001079	Utg323262_121, Utg323180_409	WP_136809981.1, WP_136810786.1
OG0001080	Utg323180_162	WP_136807642.1
OG0001081	Utg323266_115	WP_136807272.1
OG0001082	Utg323180_204, Utg323632_375	WP_136806159.1
OG0001083	Utg323266_20	WP_136809392.1
OG0001084	Utg323266_18	WP_136809394.1
OG0001086	Utg323140_41	WP_136810289.1
OG0001088	Utg323300_97	WP_136809292.1
OG0001091	Utg323262_84, Utg323300_135	WP_136809880.1, WP_136807478.1
OG0001092	Utg323300_189	WP_136805381.1
OG0001093	Utg323316_348	WP_136808569.1
OG0001094	Utg323266_73	WP_136807082.1
OG0001095	Utg323448_104	WP_136810837.1
OG0001096	Utg323448_116	WP_136810841.1
OG0001097	Utg323300_239	WP_228723371.1
OG0001098	Utg323180_597	WP_136806788.1
OG0001099	Utg323990_180	WP_136808408.1, WP_136807076.1
OG0001100	Utg323074_143	WP_136805416.1
OG0001101	Utg323392_147	WP_136805298.1
OG0001102	Utg323152_482	WP_136805372.1
OG0001104	Utg323152_221	WP_228723375.1
OG0001105	Utg323152_162	WP_136808487.1, WP_136810660.1
OG0001106	Utg323152_161	WP_136810659.1, WP_136808488.1
OG0001107	Utg323152_83	WP_136806373.1
OG0001108	Utg323152_74	WP_136806366.1
OG0001109	Utg323152_73	WP_136806365.1
OG0001110	Utg323152_70	WP_136806362.1
OG0001111	Utg323152_46	WP_136806302.1
OG0001112	Utg323152_291	WP_136807054.1
OG0001113	Utg323632_127	WP_136805128.1
OG0001114	Utg323152_320, Utg323152_319	WP_136807886.1
OG0001115	Utg323392_20	WP_136806323.1
OG0001116	Utg323152_551	WP_136806388.1
OG0001118	Utg323632_363	WP_136808851.1
OG0001119	Utg323632_225	WP_136805248.1
OG0001120	Utg323632_40	WP_136806911.1
OG0001121	Utg323632_368	WP_136807449.1
OG0001122	Utg323300_158, Utg323300_51	WP_136806341.1
OG0001123	Utg323632_261, Utg323316_220	WP_136810109.1
OG0001124	Utg323152_163	WP_136810661.1, WP_136808486.1
OG0001125	Utg323180_240	WP_136808850.1
OG0001126	Utg323180_426	WP_136806531.1
OG0001127	Utg323074_24	WP_136808314.1
OG0001128	Utg323074_95	WP_136809911.1, WP_136808287.1
OG0001130	Utg323180_461	WP_136806254.1
OG0001131	Utg323266_63	WP_217909461.1
OG0001132	Utg323300_25	WP_136809283.1
OG0001142	Utg323632_91	WP_136805080.1
OG0001143	Utg323180_198	WP_136808556.1
OG0001144	Utg323140_97	WP_136806342.1
OG0001145	Utg323074_133	WP_136805426.1
OG0001150	Utg323262_147	WP_136810035.1
OG0001152	Utg323632_333	WP_136806829.1
OG0001153	Utg324810_105, Utg323160_13	WP_136809381.1
OG0001154	Utg323300_318	WP_136808031.1
OG0001155	Utg323152_136	WP_176371608.1
OG0001156	Utg323632_376	WP_167506001.1
OG0001157	Utg323160_20	WP_136809375.1
OG0001158	Utg323300_422	WP_136807658.1
OG0001159	Utg323180_316	WP_136805696.1
OG0001161	Utg323392_145	WP_136805299.1
OG0001162	Utg323152_612	WP_136806988.1
OG0001165	Utg323180_603	WP_136805458.1
OG0001166	Utg323990_176	WP_167506094.1, WP_136808404.1
OG0001167	Utg323180_420	WP_167506114.1
OG0001168	Utg323180_474	WP_136809459.1
OG0001169	Utg323180_479	WP_136809465.1
OG0001171	Utg324810_89	WP_136809397.1
OG0001172	Utg323160_16	WP_136809379.1
OG0001173	Utg323160_17	WP_136809378.1
OG0001174	Utg324810_87	WP_136809399.1
OG0001175	Utg323316_80	WP_136810521.1
OG0001178	Utg323152_331	WP_136807875.1
OG0001179	Utg323180_524	WP_136806786.1
OG0001182	Utg323300_109	WP_136806842.1
OG0001183	Utg323316_130	WP_136809696.1
OG0001184	Utg323316_246	WP_136805364.1
OG0001186	Utg323300_247	WP_136806658.1
OG0001187	Utg323140_163	WP_136806770.1, WP_167505878.1, WP_136805465.1
OG0001188	Utg323316_71	WP_136810528.1
OG0001189	Utg323180_66	WP_136806923.1
OG0001191	Utg323140_251	WP_136805956.1
OG0001192	Utg323632_281	WP_136805252.1
OG0001194	Utg323316_77	WP_136810524.1
OG0001195	Utg323632_60	WP_136805175.1
OG0001196	Utg323152_389	WP_228723224.1
OG0001197	Utg323180_696	WP_228723341.1
OG0001198	Utg323180_663	WP_136805498.1
OG0001199	Utg323180_634	WP_136805485.1
OG0001200	Utg323180_517	WP_136806727.1
OG0001202	Utg323180_259	WP_136806637.1
OG0001203	Utg323180_214	WP_136805453.1
OG0001204	Utg323152_110	WP_217909546.1
OG0001205	Utg323152_107, Utg323152_109, Utg323152_108	WP_136809766.1
OG0001206	Utg323180_122, Utg323392_9	WP_136809762.1
OG0001207	Utg323392_8	WP_136809761.1
OG0001208	Utg323180_44	WP_136805466.1
OG0001209	Utg323140_89	WP_136809736.1
OG0001210	Utg323300_427	WP_136807512.1
OG0001211	Utg323152_294, Utg323300_369	WP_136807057.1
OG0001212	Utg323262_125	WP_136809181.1
OG0001213	Utg323262_126	WP_136809180.1
OG0001214	Utg323180_633	WP_136806158.1
OG0001215	Utg323140_144	WP_136805894.1
OG0001216	Utg323180_160	WP_136807650.1
OG0001217	Utg323316_278	WP_136809592.1
OG0001218	Utg323392_172	WP_136805494.1, WP_136809178.1
OG0001219	Utg325220_70, Utg323152_112	WP_136806750.1
OG0001220	Utg323140_261	WP_136808254.1, WP_136808237.1, WP_136805965.1
OG0001221	Utg325220_2, Utg323140_265	WP_136805969.1
OG0001222	Utg325220_88	WP_136809418.1
OG0001223	Utg325220_117	WP_228723265.1
OG0001225	Utg323990_43	WP_136808525.1, WP_136806011.1
OG0001226	Utg323632_386	WP_136805993.1
OG0001226	Utg323180_391, Utg323180_434	WP_136808246.1
OG0001227	Utg323632_381, Utg323300_251	WP_136808941.1
OG0001228	Utg323300_168	WP_228723227.1
OG0001229	Utg323392_249, Utg323160_73	WP_136809148.1
OG0001230	Utg323160_31	WP_136809131.1
OG0001231	Utg323300_16	WP_136810654.1, WP_136809214.1, WP_136805652.1, WP_136805650.1
OG0001232	Utg323300_98	WP_136809291.1
OG0001233	Utg323990_128	WP_136806179.1
OG0001234	Utg323180_498	WP_136806395.1
OG0001236	Utg323262_79, Utg323300_136	WP_136807480.1
OG0001237	Utg323262_80, Utg323300_139	WP_136807485.1
OG0001238	Utg323180_231	WP_136810480.1
OG0001239	Utg323990_155	WP_136807805.1
OG0001240	Utg323140_161	WP_136805701.1
OG0001241	Utg323300_214	WP_136808164.1
OG0001242	Utg323300_298	WP_275942841.1
OG0001243	Utg323300_316	WP_136808033.1
OG0001244	Utg323300_327	WP_136808026.1
OG0001245	Utg323300_343	WP_136808015.1
OG0001246	Utg323300_380	WP_136807994.1
OG0001247	Utg323316_340	WP_136807980.1
OG0001248	Utg323316_314	WP_167505893.1
OG0001249	Utg323316_226	WP_136809749.1
OG0001250	Utg323140_227	WP_136806857.1, WP_136810303.1, WP_167506067.1
OG0001251	Utg323140_224	WP_136810301.1, WP_136810265.1
OG0001252	Utg323262_101	WP_136810049.1
OG0001253	Utg323262_104	WP_136810047.1
OG0001254	Utg323262_108	WP_136810043.1
OG0001255	Utg323180_661, Utg324548_4, Utg323262_212	WP_136810019.1
OG0001256	Utg324548_22	WP_136808465.1
OG0001257	Utg324548_27	WP_136808461.1
OG0001258	Utg323990_208	WP_136808447.1
OG0001259	Utg323990_207	WP_136808446.1
OG0001260	Utg323990_177	WP_136808405.1
OG0001261	Utg323990_156	WP_136808398.1
OG0001262	Utg323990_144	WP_136808389.1
OG0001263	Utg323990_114	WP_136806184.1
OG0001264	Utg323990_37	WP_136805069.1
OG0001265	Utg323262_7	WP_167505872.1
OG0001266	Utg323074_125	WP_228723335.1
OG0001267	Utg323180_208	WP_136810431.1
OG0001268	Utg323152_511	WP_136805312.1
OG0001269	Utg323152_401	WP_136806149.1
OG0001270	Utg323152_591	WP_136808309.1
OG0001271	Utg323152_203	WP_136809117.1, WP_136806345.1
OG0001272	Utg323152_190	WP_136806356.1
OG0001273	Utg323152_231	WP_136808821.1
OG0001274	Utg323152_173	WP_136808942.1
OG0001275	Utg323152_87	WP_136807489.1
OG0001276	Utg323152_76	WP_136806368.1
OG0001277	Utg323152_75	WP_136806367.1
OG0001278	Utg323152_68	WP_136806360.1
OG0001279	Utg323152_67	WP_136806359.1
OG0001280	Utg323152_62	WP_136806399.1
OG0001281	Utg323152_44	WP_167505799.1
OG0001282	Utg323152_43	WP_275942857.1
OG0001283	Utg323152_42	WP_167505798.1
OG0001284	Utg323152_308	WP_136807896.1
OG0001285	Utg323152_309	WP_136807895.1
OG0001286	Utg323152_310	WP_136807894.1
OG0001287	Utg323152_314	WP_136807891.1
OG0001288	Utg323152_315	WP_136807890.1
OG0001289	Utg323152_327	WP_136807879.1
OG0001290	Utg323152_328	WP_136807878.1
OG0001291	Utg323392_23	WP_136806753.1
OG0001292	Utg323392_24	WP_136806319.1
OG0001293	Utg323392_27	WP_136806316.1
OG0001294	Utg323392_87	WP_136806729.1, WP_136806295.1
OG0001295	Utg323152_553	WP_136806387.1
OG0001296	Utg323262_69	WP_136808155.1
OG0001297	Utg323262_70	WP_136808154.1
OG0001298	Utg323632_300	WP_136805274.1
OG0001299	Utg323180_558	WP_167505867.1
OG0001299	Utg323632_284	WP_136805911.1
OG0001300	Utg323316_198	WP_136809746.1
OG0001301	Utg323632_16, Utg323632_15	WP_136806891.1
OG0001302	Utg323300_330	WP_136808023.1
OG0001303	Utg323632_288	WP_136805262.1
OG0001304	Utg323180_508	WP_136806714.1
OG0001305	Utg323180_513	WP_136809679.1
OG0001306	Utg323632_37, Utg323632_36	WP_136806908.1
OG0001307	Utg323152_599, Utg323140_104	WP_217909498.1
OG0001308	Utg323300_381	WP_136807993.1
OG0001309	Utg323392_100	WP_136806289.1
OG0001310	Utg323152_200	WP_136806348.1
OG0001311	Utg323074_49	WP_136806989.1
OG0001312	Utg323140_64	WP_136809282.1
OG0001313	Utg323180_75	WP_136805790.1
OG0001314	Utg323180_567	WP_136808377.1
OG0001315	Utg323180_680	WP_136807616.1
OG0001317	Utg323300_421	WP_217909462.1
OG0001318	Utg323392_209	WP_136805784.1
OG0001319	Utg323990_181	WP_136808423.1, WP_167505998.1, WP_136808409.1, WP_136807074.1
OG0001326	Utg323152_571	WP_136805718.1
OG0001328	Utg323262_168	WP_136805726.1
OG0001330	Utg323180_706	WP_136805530.1
OG0001332	Utg323990_57	WP_136808467.1
OG0001334	Utg323160_118	WP_136809160.1
OG0001335	Utg323632_209	WP_136805278.1
OG0001337	Utg323152_583	WP_136805709.1
OG0001338	Utg323074_156	WP_167505934.1
OG0001339	Utg323632_143	WP_136805149.1
OG0001340	Utg324548_5	WP_228723322.1
OG0001341	Utg323152_137	WP_136806709.1
OG0001342	Utg323152_524, Utg323152_64	WP_136806357.1
OG0001344	Utg323300_285	WP_136808082.1
OG0001345	Utg323316_111	WP_136809682.1
OG0001347	Utg324548_35	WP_136808457.1
OG0001348	Utg323140_133	WP_136805895.1
OG0001350	Utg323140_258	WP_136805962.1
OG0001351	Utg323140_257	WP_136805961.1
OG0001352	Utg323300_353	WP_136808005.1
OG0001353	Utg323180_491	WP_167506006.1
OG0001354	Utg323180_485	WP_136809454.1
OG0001355	Utg323152_168	WP_136806415.1
OG0001357	Utg323990_123	WP_136808615.1
OG0001358	Utg323300_193	WP_136808544.1
OG0001359	Utg324810_88	WP_136809398.1
OG0001362	Utg323632_61	WP_136805174.1
OG0001363	Utg323632_286	WP_136805260.1
OG0001364	Utg323990_216	WP_136808453.1
OG0001365	Utg323140_112	WP_136810211.1
OG0001367	Utg323160_68	WP_167505986.1
OG0001369	Utg323300_365	WP_136807999.1
OG0001373	Utg323074_37	WP_136807762.1
OG0001374	Utg323140_113	WP_136810210.1
OG0001376	Utg323152_545	WP_167505754.1
OG0001378	Utg323392_106	WP_136806284.1
OG0001379	Utg323140_256	WP_136805960.1
OG0001380	Utg323152_574	WP_228723250.1
OG0001381	Utg323152_577	WP_217909469.1
OG0001384	Utg324810_47	WP_136808624.1
OG0001385	Utg323180_489	WP_136809444.1
OG0001389	Utg323316_104	WP_136809675.1
OG0001390	Utg323074_127	WP_136805434.1
OG0001391	Utg323300_157, Utg323300_155	WP_136810429.1
OG0001393	Utg323152_579	WP_167505760.1
OG0001394	Utg323180_709	WP_136809816.1, WP_136805720.1, WP_167505747.1
OG0001395	Utg323180_688	WP_136805516.1
OG0001396	Utg323180_672	WP_136805509.1
OG0001397	Utg323632_12	WP_136806888.1
OG0001398	Utg323180_644	WP_167505744.1
OG0001399	Utg323180_635	WP_167505743.1
OG0001400	Utg323180_98, Utg323140_244, Utg323262_132	WP_136806253.1
OG0001401	Utg323180_602	WP_228723336.1
OG0001402	Utg323180_493, Utg323180_492	WP_136808963.1
OG0001403	Utg323180_260	WP_136806638.1
OG0001404	Utg323180_258	WP_136806636.1
OG0001405	Utg323180_256	WP_136806634.1
OG0001406	Utg323180_255	WP_136806633.1
OG0001407	Utg323180_232	WP_136810479.1
OG0001408	Utg323180_230	WP_136810486.1
OG0001409	Utg323180_209	WP_136810494.1
OG0001410	Utg324810_97, Utg324810_102, Utg323160_10	WP_136809384.1
OG0001411	Utg323392_169	WP_136809425.1
OG0001413	Utg323266_14	WP_228723288.1
OG0001414	Utg323180_104	WP_136806165.1
OG0001415	Utg323180_42	WP_136809036.1, WP_136805772.1, WP_136805803.1
OG0001416	Utg323180_24	WP_136806615.1
OG0001417	Utg323074_181	WP_136805729.1
OG0001418	Utg323140_71, Utg323140_70	WP_136805913.1
OG0001419	Utg323180_158	WP_136807640.1
OG0001420	Utg323180_159	WP_136807648.1
OG0001421	Utg323140_208	WP_228723275.1
OG0001423	Utg323300_255	WP_136808929.1
OG0001424	Utg323266_21	WP_136805941.1
OG0001425	Utg323160_127, Utg323266_8	WP_136810177.1
OG0001426	Utg323180_606	WP_136809356.1
OG0001427	Utg323180_246	WP_136808381.1
OG0001428	Utg323160_108	WP_136809156.1
OG0001429	Utg323160_32	WP_136809132.1
OG0001430	Utg324810_30	WP_136806801.1, WP_136806952.1
OG0001431	Utg324810_31	WP_136806803.1
OG0001434	Utg323300_79	WP_136809294.1
OG0001435	Utg323632_379	WP_136810318.1
OG0001437	Utg323140_145	WP_228723333.1
OG0001438	Utg323140_83, Utg323990_90	WP_136806267.1
OG0001439	Utg323266_41	WP_136810071.1, WP_136809628.1
OG0001440	Utg323180_13	WP_136806932.1
OG0001441	Utg323300_170	WP_136808609.1
OG0001442	Utg323300_176	WP_136806126.1
OG0001443	Utg323300_186	WP_136806125.1
OG0001444	Utg323300_199	WP_136807689.1, WP_136808540.1, WP_136806066.1
OG0001445	Utg323300_278	WP_136808086.1
OG0001446	Utg323300_314	WP_136808035.1
OG0001447	Utg323300_315	WP_136808034.1
OG0001448	Utg323300_346	WP_136808012.1
OG0001449	Utg324810_69	WP_136809733.1
OG0001450	Utg323300_363	WP_136808001.1
OG0001451	Utg323300_392	WP_136807985.1
OG0001452	Utg323316_327	WP_136807968.1
OG0001453	Utg323316_313	WP_136805210.1
OG0001454	Utg323316_307	WP_136807939.1
OG0001456	Utg323140_221	WP_136810306.1, WP_136810260.1
OG0001458	Utg323448_42	WP_136810556.1
OG0001459	Utg323448_43	WP_136810557.1
OG0001461	Utg323262_96	WP_136809631.1
OG0001462	Utg323262_112	WP_136810041.1
OG0001463	Utg323152_415	WP_136805925.1
OG0001464	Utg323262_115	WP_136810038.1
OG0001465	Utg323262_162	WP_136810031.1
OG0001466	Utg323262_163	WP_136810030.1
OG0001467	Utg323300_237	WP_136806252.1, WP_136806478.1
OG0001468	Utg323316_186	WP_136806608.1
OG0001469	Utg324548_17	WP_136808560.1
OG0001470	Utg324548_36	WP_136808456.1
OG0001471	Utg323990_132	WP_136806178.1
OG0001472	Utg323990_122	WP_228723316.1
OG0001473	Utg323990_88, Utg323990_89	WP_136806268.1
OG0001474	Utg323990_74	WP_136806278.1
OG0001476	Utg323990_61	WP_136808414.1
OG0001477	Utg323074_194	WP_136805323.1
OG0001478	Utg323074_154	WP_136807816.1
OG0001479	Utg323074_140	WP_136805419.1
OG0001480	Utg323140_84	WP_136809703.1, WP_136806739.1, WP_167505876.1, WP_136809704.1
OG0001481	Utg323392_167	WP_136805280.1
OG0001482	Utg323392_140	WP_136805304.1
OG0001483	Utg323392_133	WP_136805310.1
OG0001484	Utg323152_483	WP_136805371.1
OG0001485	Utg323152_448	WP_136805387.1
OG0001486	Utg323152_398	WP_136806152.1
OG0001487	Utg323152_393	WP_167505789.1
OG0001488	Utg323152_63	WP_267313738.1
OG0001489	Utg323140_21, Utg323152_59	WP_136806397.1
OG0001490	Utg323152_304	WP_136807900.1
OG0001491	Utg323152_305	WP_136807899.1
OG0001492	Utg323152_306	WP_136807898.1
OG0001493	Utg323152_307	WP_136807897.1
OG0001494	Utg323152_321	WP_136807885.1
OG0001495	Utg323152_322	WP_136807884.1
OG0001496	Utg323152_324	WP_136807882.1
OG0001497	Utg323152_325	WP_136807881.1
OG0001498	Utg323152_326	WP_136807880.1
OG0001499	Utg323152_333	WP_136807873.1
OG0001500	Utg323152_334	WP_136807872.1
OG0001501	Utg323152_335	WP_136807871.1
OG0001502	Utg323152_336	WP_136807870.1
OG0001503	Utg323152_337	WP_136807869.1
OG0001504	Utg323152_344	WP_136807860.1
OG0001505	Utg323152_373	WP_136807851.1
OG0001506	Utg323152_377	WP_136807848.1
OG0001506	Utg323152_378	WP_136807847.1
OG0001507	Utg323392_42	WP_136808321.1
OG0001508	Utg323392_53	WP_136808330.1
OG0001509	Utg323392_78	WP_045707864.1
OG0001509	Utg323180_79	WP_136805574.1
OG0001510	Utg323392_105	WP_136806285.1
OG0001511	Utg323392_123	WP_136808495.1
OG0001512	Utg323392_125	WP_136808496.1
OG0001513	Utg323392_18	WP_228723229.1
OG0001514	Utg323152_594	WP_136808515.1
OG0001515	Utg323152_595	WP_136808311.1
OG0001516	Utg323074_67	WP_136808296.1
OG0001517	Utg323632_369	WP_136807451.1
OG0001518	Utg323632_231	WP_228723387.1
OG0001519	Utg323632_77	WP_136808469.1
OG0001520	Utg323632_69	WP_136808659.1, WP_136805942.1, WP_136808476.1
OG0001521	Utg323632_28	WP_136808769.1
OG0001522	Utg323632_17	WP_136806892.1
OG0001523	Utg323152_126	WP_136806009.1
OG0001524	Utg323316_132	WP_136809699.1
OG0001525	Utg323152_157	WP_136807562.1
OG0001526	Utg323632_364	WP_136809697.1
OG0001527	Utg323152_399	WP_136806151.1
OG0001528	Utg323392_44	WP_136808323.1
OG0001529	Utg323152_597	WP_136808312.1
OG0001530	Utg323316_332	WP_167505897.1
OG0001531	Utg323632_220	WP_136805246.1
OG0001532	Utg323152_396	WP_136806153.1
OG0001533	Utg323266_96	WP_136806917.1
OG0001534	Utg323300_221	WP_136809236.1
OG0001535	Utg323180_615	WP_228723339.1
OG0001536	Utg323180_257	WP_136806635.1
OG0001537	Utg323990_117	WP_136807113.1
OG0001538	Utg323180_92, Utg323074_81	WP_136808536.1
OG0001539	Utg323074_86	WP_136808546.1
OG0001540	Utg323152_416	WP_136810470.1
OG0001541	Utg323152_487	WP_136805927.1
OG0001542	Utg323180_190	WP_136805744.1
OG0001543	Utg323180_252	WP_136806036.1
OG0001543	Utg323180_250	WP_136806038.1
OG0001546	Utg323300_151	WP_136809788.1
OG0001547	Utg323300_296	WP_136808053.1
OG0001548	Utg323392_177	WP_136808708.1, WP_136810171.1
OG0001549	Utg323392_253	WP_136810854.1
OG0001550	Utg325220_78	WP_136806243.1
OG0001567	Utg323266_34	WP_136809166.1
OG0001569	Utg323632_115	WP_136805118.1
OG0001572	Utg323316_261	WP_136808441.1, WP_136808440.1
OG0001572	Utg323990_6, Utg323990_30	WP_136807959.1
OG0001573	Utg323152_224	WP_167505802.1
OG0001578	Utg323074_66	WP_136808295.1
OG0001580	Utg323266_32	WP_136809336.1
OG0001582	Utg324810_81	WP_136805400.1
OG0001584	Utg323300_142	WP_136808721.1
OG0001585	Utg323140_252	WP_136808142.1
OG0001589	Utg323990_64	WP_136810700.1
OG0001592	Utg323266_33	WP_136809337.1
OG0001596	Utg323180_219	WP_136806924.1
OG0001598	Utg323392_32	WP_136805882.1
OG0001601	Utg323152_502	WP_136805318.1
OG0001604	Utg323300_10	WP_136810374.1
OG0001606	Utg323140_263	WP_136805967.1
OG0001608	Utg323152_585	WP_136805479.1
OG0001609	Utg323316_232	WP_136809754.1
OG0001612	Utg323152_572	WP_136805717.1
OG0001613	Utg323152_573	WP_136805716.1
OG0001615	Utg323140_61	WP_136805919.1
OG0001616	Utg323990_71	WP_167506105.1
OG0001628	Utg323180_701	WP_136805529.1
OG0001629	Utg323180_667	WP_136805505.1
OG0001630	Utg323180_666	WP_136805506.1
OG0001633	Utg323180_473	WP_136809453.1
OG0001634	Utg323180_472	WP_136809469.1
OG0001635	Utg323180_437	WP_136808140.1
OG0001636	Utg323152_434	WP_136805398.1
OG0001637	Utg323180_319	WP_136805693.1
OG0001638	Utg323180_311	WP_136805767.1
OG0001639	Utg323180_294	WP_136808375.1
OG0001640	Utg323180_273	WP_167505822.1
OG0001641	Utg323180_254	WP_136806632.1
OG0001642	Utg323180_253	WP_136806631.1
OG0001644	Utg323180_227	WP_136810488.1
OG0001645	Utg323180_202	WP_136810506.1
OG0001646	Utg323180_200	WP_136810507.1
OG0001647	Utg323180_171	WP_136808931.1
OG0001649	Utg323160_19	WP_136809376.1
OG0001650	Utg323160_18	WP_136809377.1
OG0001651	Utg324810_106, Utg323160_14	WP_136809380.1
