Orthogroup	Desulfocapsa_06_corrosive	Desulfovibrio ferrophilus IS5
OG0001312	Utg323140_64	WP_126379853.1
OG0001314	Utg323180_567	WP_126380008.1
OG0001318	Utg323392_209	WP_126376529.1, WP_126377620.1, WP_232034821.1
OG0001334	Utg323160_118	WP_126380821.1
OG0001337	Utg323152_583	WP_126377958.1
OG0001338	Utg323074_156	WP_126380613.1
OG0001346	Utg323990_134	WP_126379623.1
OG0001352	Utg323300_353	WP_126380724.1
OG0001358	Utg323300_193	WP_126380926.1
OG0001359	Utg324810_88	WP_126378112.1
OG0001365	Utg323140_112	WP_126380671.1
OG0001369	Utg323300_365	WP_126380867.1
OG0001374	Utg323140_113	WP_172961646.1
OG0001375	Utg323152_237	WP_126375718.1
OG0001377	Utg323074_223, Utg323990_3	WP_197723437.1, WP_126377666.1
OG0001380	Utg323152_574	WP_172961834.1, WP_232034919.1
OG0001381	Utg323152_577	WP_126377982.1
OG0001387	Utg323180_272	WP_126380175.1
OG0001393	Utg323152_579	WP_126377965.1
OG0001396	Utg323180_671, Utg323180_672	WP_126377302.1
OG0001397	Utg323632_12	WP_126380435.1
OG0001398	Utg323180_644	WP_126378439.1
OG0001400	Utg323180_98, Utg323140_244, Utg323262_132	WP_126376713.1
OG0001401	Utg323180_602	WP_232034891.1
OG0001403	Utg323180_260	WP_126379677.1
OG0001404	Utg323180_258	WP_126379673.1
OG0001405	Utg323180_256	WP_126379669.1
OG0001406	Utg323180_255	WP_126379667.1
OG0001407	Utg323180_232	WP_232034870.1
OG0001409	Utg323180_209	WP_126379876.1
OG0001410	Utg324810_97, Utg324810_102, Utg323160_10	WP_126378006.1
OG0001412	Utg323180_134	WP_126380903.1
OG0001413	Utg323266_14	WP_126375914.1
OG0001414	Utg323180_104	WP_126380808.1
OG0001416	Utg323180_24	WP_126380970.1
OG0001417	Utg323074_181	WP_172961770.1
OG0001419	Utg323180_158	WP_126375677.1
OG0001420	Utg323180_159	WP_126380840.1
OG0001422	Utg323152_521, Utg323074_115	WP_172961611.1
OG0001423	Utg323300_255	WP_197723467.1
OG0001424	Utg323266_21	WP_126377611.1
OG0001427	Utg323180_246	WP_126381549.1
OG0001428	Utg323160_108	WP_126380425.1
OG0001429	Utg323160_32	WP_126381441.1
OG0001431	Utg324810_31	WP_126379426.1
OG0001433	Utg323266_70, Utg323262_191	WP_126376434.1
OG0001435	Utg323632_379	WP_126379827.1
OG0001437	Utg323140_145	WP_126380667.1
OG0001439	Utg323266_41	WP_126378295.1
OG0001442	Utg323300_176	WP_126380372.1
OG0001443	Utg323300_186	WP_126380677.1
OG0001446	Utg323300_314	WP_126380810.1
OG0001447	Utg323300_315	WP_126380811.1
OG0001448	Utg323300_346	WP_126380662.1
OG0001449	Utg324810_69	WP_172961735.1
OG0001451	Utg323300_392	WP_126379263.1
OG0001452	Utg323316_327	WP_126379761.1
OG0001453	Utg323316_313	WP_126380799.1
OG0001454	Utg323316_307	WP_126379371.1
OG0001455	Utg323074_161	WP_126381108.1
OG0001456	Utg323140_221	WP_126377756.1
OG0001458	Utg323448_42	WP_126379170.1
OG0001459	Utg323448_43	WP_126379172.1
OG0001461	Utg323262_96	WP_126375772.1
OG0001462	Utg323262_112	WP_126376109.1
OG0001465	Utg323262_162	WP_126380711.1
OG0001466	Utg323262_163	WP_126380710.1
OG0001468	Utg323316_186	WP_126379085.1
OG0001470	Utg324548_36	WP_126380714.1
OG0001471	Utg323990_132	WP_126381019.1
OG0001473	Utg323990_88, Utg323990_89	WP_126376650.1
OG0001474	Utg323990_74	WP_126375756.1
OG0001475	Utg323990_67	WP_126380744.1, WP_126375817.1
OG0001477	Utg323074_194	WP_126379649.1
OG0001478	Utg323074_154	WP_126380346.1
OG0001479	Utg323074_140	WP_232034805.1
OG0001482	Utg323392_140	WP_126376993.1
OG0001484	Utg323152_483	WP_172961788.1
OG0001485	Utg323152_448	WP_126381526.1
OG0001486	Utg323152_398	WP_126378297.1
OG0001487	Utg323152_393	WP_126375662.1
OG0001490	Utg323152_304	WP_126380229.1
OG0001491	Utg323152_305	WP_126380231.1
OG0001492	Utg323152_306	WP_126380233.1
OG0001493	Utg323152_307	WP_126380235.1
OG0001494	Utg323152_321	WP_126379014.1
OG0001495	Utg323152_322	WP_126380325.1
OG0001496	Utg323152_324	WP_126380323.1
OG0001497	Utg323152_325	WP_126380321.1
OG0001498	Utg323152_326	WP_126377686.1
OG0001499	Utg323152_333	WP_126377576.1
OG0001500	Utg323152_334	WP_126377574.1
OG0001501	Utg323152_335	WP_126377572.1
OG0001502	Utg323152_336	WP_126377570.1
OG0001503	Utg323152_337	WP_126377568.1
OG0001504	Utg323152_344	WP_126377558.1
OG0001505	Utg323152_373	WP_126378898.1
OG0001507	Utg323392_42	WP_126380309.1
OG0001508	Utg323392_53	WP_126378488.1
OG0001510	Utg323392_105	WP_126378301.1
OG0001514	Utg323152_594	WP_126381021.1
OG0001515	Utg323152_595	WP_126380725.1
OG0001517	Utg323632_369	WP_126380951.1
OG0001518	Utg323632_231	WP_126380219.1
OG0001519	Utg323632_77	WP_126375937.1
OG0001522	Utg323632_17	WP_126377778.1, WP_126375673.1
OG0001524	Utg323316_132	WP_126377372.1
OG0001525	Utg323152_157	WP_126378614.1
OG0001527	Utg323152_399	WP_126380909.1
OG0001529	Utg323152_597	WP_126380726.1
OG0001531	Utg323632_220	WP_126376450.1
OG0001532	Utg323152_396	WP_172961634.1
OG0001533	Utg323266_96	WP_126377670.1
OG0001536	Utg323180_257	WP_126379671.1
OG0001539	Utg323074_86	WP_126375629.1
OG0001540	Utg323152_416	WP_172961717.1
OG0001542	Utg323180_190	WP_126375570.1
OG0001546	Utg323300_151	WP_126378352.1
OG0001547	Utg323300_296	WP_126379455.1
OG0001569	Utg323632_115	WP_126380849.1
OG0001580	Utg323266_32	WP_126381009.1
OG0001581	Utg323152_188	WP_126378419.1
OG0001584	Utg323300_142	WP_126379101.1
OG0001592	Utg323266_33	WP_232034815.1
OG0001596	Utg323180_219	WP_126378445.1
OG0001612	Utg323152_572	WP_126377975.1
OG0001613	Utg323152_573	WP_126377973.1
OG0001616	Utg323990_71	WP_126379459.1
OG0001629	Utg323180_667	WP_126380928.1
OG0001632	Utg323180_519	WP_126381075.1, WP_126376674.1
OG0001638	Utg323180_311	WP_126377923.1
OG0001640	Utg323180_273	WP_126377548.1
OG0001645	Utg323180_202	WP_126378257.1
OG0001646	Utg323180_200	WP_126375682.1, WP_126378768.1
OG0001647	Utg323180_171	WP_126375581.1, WP_126379373.1
OG0001649	Utg323160_19	WP_126378129.1
OG0001650	Utg323160_18	WP_126378127.1
OG0001651	Utg324810_106, Utg323160_14	WP_126378120.1
OG0001652	Utg323180_164	WP_126378621.1
OG0001653	Utg323180_297	WP_126379926.1
OG0001654	Utg323300_423	WP_232034809.1
OG0001656	Utg323180_36	WP_232034846.1
OG0001657	Utg323180_28	WP_126377919.1
OG0001660	Utg323140_94	WP_126377378.1
OG0001663	Utg323316_218	WP_126376180.1
OG0001664	Utg323140_165	WP_126376696.1
OG0001668	Utg323152_128	WP_126375578.1
OG0001676	Utg323266_29	WP_126378213.1
OG0001677	Utg323300_253	WP_126379471.1
OG0001678	Utg323266_19	WP_126377784.1
OG0001681	Utg323160_119	WP_126379767.1
OG0001682	Utg323160_115	WP_232034764.1
OG0001683	Utg323160_70, Utg323392_246	WP_126378610.1
OG0001684	Utg323392_245, Utg323160_69	WP_126378612.1
OG0001687	Utg324810_22	WP_126375678.1
OG0001689	Utg323300_150	WP_126381129.1
OG0001690	Utg323140_40	WP_232034811.1
OG0001691	Utg323140_39	WP_126380885.1
OG0001694	Utg323300_106	WP_126375642.1, WP_126375625.1
OG0001695	Utg323180_499	WP_126378966.1
OG0001698	Utg324810_93	WP_126380289.1
OG0001699	Utg323392_67	WP_126380303.1
OG0001701	Utg323300_192	WP_126377053.1
OG0001702	Utg323300_257	WP_126379330.1
OG0001703	Utg323300_213	WP_232034817.1
OG0001708	Utg323300_375	WP_126380738.1
OG0001712	Utg323316_312	WP_126380798.1
OG0001713	Utg323316_150	WP_126378994.1
OG0001715	Utg323316_101	WP_126380217.1
OG0001716	Utg323316_97, Utg323632_2	WP_126378088.1
OG0001717	Utg323316_85	WP_126378305.1
OG0001718	Utg323448_45	WP_126379176.1
OG0001719	Utg323448_46	WP_126379178.1
OG0001721	Utg323300_240	WP_126375906.1
OG0001722	Utg323180_172	WP_126380640.1
OG0001723	Utg324548_21	WP_126376383.1
OG0001725	Utg324548_32	WP_126375908.1
OG0001726	Utg324548_34	WP_126375912.1
OG0001728	Utg323990_169	WP_126375546.1
OG0001730	Utg323990_87	WP_126376648.1
OG0001731	Utg323074_135	WP_126381269.1
OG0001733	Utg323392_201	WP_126380462.1
OG0001736	Utg323160_87	WP_126377842.1, WP_126380354.1
OG0001739	Utg323152_185	WP_126378366.1
OG0001742	Utg323152_85	WP_126377531.1
OG0001747	Utg323152_311	WP_126380656.1
OG0001748	Utg323152_338	WP_126377566.1
OG0001750	Utg323152_345	WP_126377556.1
OG0001751	Utg323152_375	WP_126379404.1
OG0001757	Utg323392_126	WP_126375939.1
OG0001770	Utg323632_112	WP_126378711.1
OG0001771	Utg323632_20	WP_126375670.1
OG0001772	Utg323140_218	WP_126376571.1
OG0001781	Utg323160_71, Utg323392_247	WP_126378608.1
OG0001783	Utg323152_36	WP_126379527.1
OG0001784	Utg323152_407	WP_126376577.1
OG0001785	Utg323180_531	WP_126378171.1
OG0001787	Utg323180_568	WP_126380010.1
OG0001788	Utg323180_580	WP_126375873.1
OG0001789	Utg323316_209, Utg323316_200	WP_126376158.1
OG0001789	Utg323180_636	WP_126376189.1
OG0001790	Utg323262_76	WP_126379998.1, WP_126376775.1
OG0001791	Utg323262_149	WP_126379651.1, WP_126380847.1
OG0001792	Utg323262_152	WP_126379947.1
OG0001793	Utg323262_159	WP_126380813.1
OG0001796	Utg323316_159, Utg323316_160	WP_126377719.1
OG0001798	Utg323392_210	WP_126375577.1
OG0001799	Utg323448_120	WP_126375646.1
OG0001800	Utg323632_117	WP_126380893.1
OG0001801	Utg323632_304	WP_172961780.1
OG0001804	Utg324810_85	WP_126379870.1
OG0001828	Utg323180_170	WP_232034759.1
OG0001835	Utg323300_191	WP_126379162.1
OG0001854	Utg323152_296	WP_126380468.1
OG0001856	Utg323152_575	WP_126377969.1
OG0001859	Utg323392_241	WP_126379310.1
OG0001874	Utg323180_483	WP_126375899.1
OG0001878	Utg323152_580	WP_126377962.1
OG0001883	Utg323152_589	WP_126380256.1
OG0001893	Utg323632_88	WP_126378955.1
OG0001896	Utg323632_268	WP_126380923.1
OG0001899	Utg325220_113	WP_126378303.1
OG0001918	Utg323316_353	WP_126379248.1
OG0001921	Utg323300_259, Utg323300_258	WP_126379332.1
OG0001923	Utg324810_37	WP_126376708.1
OG0001925	Utg323300_230	WP_126378953.1
OG0001929	Utg323300_328	WP_126375690.1
OG0001931	Utg323300_333	WP_126377276.1
OG0001933	Utg323316_311	WP_126375761.1
OG0001940	Utg323316_127	WP_126378079.1
OG0001942	Utg323316_86	WP_126381096.1
OG0001962	Utg323990_140	WP_126376579.1
OG0001968	Utg323152_359, Utg323990_65	WP_126381005.1
OG0001972	Utg323392_197	WP_126376903.1
OG0001975	Utg323074_25	WP_126380390.1
OG0001978	Utg323152_440	WP_126377485.1
OG0001989	Utg323316_351	WP_126379643.1
OG0001993	Utg323152_55, Utg323152_56	WP_126377427.1
OG0001998	Utg323152_246	WP_126375681.1
OG0002008	Utg323152_566	WP_126376310.1
OG0002023	Utg323152_432	WP_172961718.1
OG0002027	Utg323392_41	WP_172961743.1
OG0002034	Utg325220_110	WP_126379144.1
OG0002035	Utg323074_196	WP_126380594.1
OG0002039	Utg323140_142	WP_126378267.1
OG0002040	Utg323180_681	WP_126379058.1
OG0002042	Utg323074_219	WP_126380600.1
OG0002044	Utg325220_63, Utg323140_269	WP_126380877.1
OG0002045	Utg323300_46, Utg323152_18	WP_126376360.1, WP_126378076.1
OG0002050	Utg323152_466	WP_126380344.1
OG0002051	Utg323152_475	WP_232034752.1
OG0002055	Utg323180_530	WP_232034884.1
OG0002057	Utg323180_585	WP_126377099.1
OG0002060	Utg323262_131	WP_126380342.1
OG0002065	Utg323316_91	WP_126380021.1
OG0002066	Utg323392_163	WP_126376841.1
OG0002068	Utg323632_203	WP_126376724.1
OG0002142	Utg323392_240	WP_126376948.1
OG0002150	Utg323300_18	WP_126380835.1
OG0002156	Utg323180_648	WP_126379026.1, WP_126379771.1
OG0002170	Utg323140_79	WP_172961602.1
OG0002173	Utg323316_222	WP_126378854.1
OG0002191	Utg323160_120	WP_126377084.1
OG0002196	Utg324810_65	WP_126378004.1
OG0002212	Utg323300_188	WP_126377505.1
OG0002227	Utg323316_236	WP_126381224.1
OG0002230	Utg323316_124	WP_172961604.1, WP_172961726.1
OG0002234	Utg323316_102	WP_126377814.1
OG0002242	Utg324548_33	WP_126375910.1
OG0002254	Utg323152_512	WP_126378619.1
OG0002263	Utg323316_350	WP_126379641.1
OG0002268	Utg323152_289	WP_126381178.1
OG0002280	Utg323632_285	WP_126377622.1
OG0002298	Utg323316_115	WP_126378074.1
OG0002299	Utg323990_204	WP_126380616.1
OG0002302	Utg323152_122	WP_126380039.1
OG0002304	Utg323990_205	WP_269471677.1
OG0002305	Utg323074_19, Utg323152_604	WP_232034925.1
OG0002306	Utg323152_350, Utg323074_72, Utg323074_71	WP_126377735.1
OG0002307	Utg323074_79	WP_126380068.1, WP_126380053.1
OG0002313	Utg323160_107, Utg323152_473	WP_172961710.1
OG0002314	Utg323152_569	WP_126377978.1
OG0002315	Utg323152_581	WP_126377960.1
OG0002325	Utg323180_271	WP_126380658.1
OG0002328	Utg323180_411	WP_232034893.1
OG0002329	Utg323180_448	WP_126379741.1
OG0002330	Utg323180_682	WP_269471685.1
OG0002332	Utg323300_453, Utg323448_125, Utg323262_5	WP_126375589.1
OG0002333	Utg323262_13	WP_126375742.1
OG0002335	Utg323300_154	WP_126380529.1
OG0002339	Utg323300_286	WP_126376466.1
OG0002340	Utg323300_409	WP_126380681.1, WP_126378864.1
OG0002344	Utg323316_366	WP_126379091.1, WP_126375683.1
OG0002346	Utg323392_12	WP_126376660.1
OG0002347	Utg323392_15	WP_126376342.1
OG0002354	Utg325220_95	WP_126376202.1
OG0002458	Utg323180_570	WP_126380456.1
OG0002488	Utg323074_182	WP_126380274.1
OG0002494	Utg323300_62, Utg325220_17	WP_126381586.1
OG0002496	Utg323180_679	WP_126378368.1
OG0002511	Utg323180_403	WP_126376889.1
OG0002517	Utg323266_97	WP_172961689.1
OG0002519	Utg323300_252	WP_126379469.1
OG0002539	Utg324810_10, Utg323140_57	WP_126381064.1
OG0002554	Utg323300_376	WP_126380741.1
OG0002576	Utg323180_714	WP_126380252.1
OG0002579	Utg323074_185	WP_126376340.1
OG0002582	Utg323392_217	WP_126375659.1
OG0002591	Utg323990_99	WP_126377768.1
OG0002592	Utg323990_101	WP_126377772.1
OG0002593	Utg323990_102	WP_126381331.1
OG0002597	Utg323300_145	WP_126375969.1
OG0002610	Utg323074_112	WP_126376207.1
OG0002627	Utg323316_79	WP_126377607.1
OG0002646	Utg323140_5	WP_126380703.1
OG0002648	Utg323152_86	WP_126376276.1
OG0002652	Utg323152_127	WP_126379866.1
OG0002653	Utg323152_180	WP_126378354.1
OG0002654	Utg323152_210	WP_126380780.1
OG0002655	Utg323152_455	WP_126377177.1
OG0002657	Utg323152_516	WP_172961616.1
OG0002670	Utg323180_282	WP_126379894.1, WP_126375588.1, WP_172961752.1
OG0002678	Utg323262_204	WP_232034899.1
OG0002679	Utg323266_118	WP_126375611.1
OG0002679	Utg325220_119	WP_126375610.1
OG0002684	Utg325220_36, Utg323316_26	WP_126378578.1
OG0002685	Utg323316_40	WP_232034743.1
OG0002686	Utg323316_44	WP_126378592.1
OG0002687	Utg323316_202	WP_172961592.1
OG0002691	Utg323448_106	WP_232034856.1
OG0002700	Utg323990_26	WP_126375770.1
OG0002701	Utg323990_68	WP_126375768.1
OG0002702	Utg323990_95	WP_126378311.1
OG0002900	Utg323180_301, Utg323180_300	WP_126378263.1
OG0002906	Utg323180_654	WP_126378598.1
OG0002926	Utg323262_122	WP_172961660.1
OG0002946	Utg323160_111	WP_126381213.1
OG0002994	Utg323990_97	WP_197723456.1
OG0002996	Utg323990_100	WP_126377770.1
OG0003036	Utg323074_187, Utg323316_276	WP_126380082.1
OG0003039	Utg323074_208	WP_126381007.1, WP_126380831.1
OG0003055	Utg323152_105	WP_126380470.1
OG0003078	Utg323180_497	WP_232034750.1
OG0003085	Utg323262_29, Utg323262_28	WP_126378547.1
OG0003091	Utg323266_117, Utg325220_121	WP_126375609.1
OG0003095	Utg323300_83	WP_126378503.1
OG0003096	Utg323300_211	WP_126380437.1
OG0003099	Utg323300_428	WP_126380857.1
OG0003102	Utg323316_25	WP_126378575.1
OG0003104	Utg323316_41	WP_126378588.1
OG0003105	Utg323316_42	WP_126378590.1
OG0003109	Utg323316_201	WP_126376166.1
OG0003110	Utg323316_205	WP_172961594.1
OG0003111	Utg323316_208	WP_126376187.1
OG0003114	Utg323316_260	WP_126380127.1
OG0003120	Utg323392_182	WP_126376624.1
OG0003123	Utg323632_234	WP_126378275.1
OG0003131	Utg323990_91	WP_126376845.1
OG0003135	Utg325220_35	WP_126378580.1, WP_172961681.1
OG0003136	Utg325220_68	WP_126377613.1
OG0003579	Utg323300_404	WP_126379569.1
OG0003665	Utg323140_20	WP_126379804.1
OG0003669	Utg323152_103	WP_126376139.1
OG0003671	Utg323990_28, Utg323152_358	WP_126377461.1
OG0003690	Utg323180_309	WP_126380939.1
OG0003693	Utg323180_386	WP_126378697.1
OG0003698	Utg323180_540	WP_126376192.1
OG0003708	Utg323262_40	WP_126378557.1
OG0003716	Utg323262_169	WP_126380884.1
OG0003725	Utg323300_19	WP_126380734.1
OG0003735	Utg323300_452	WP_126380981.1
OG0003745	Utg323316_22	WP_126378563.1
OG0003753	Utg323316_212	WP_126380660.1
OG0003755	Utg323316_255	WP_232034780.1
OG0003758	Utg323316_274	WP_126380084.1
OG0003776	Utg323632_329	WP_126376426.1
OG0003777	Utg323632_355	WP_172961755.1, WP_126380991.1
OG0003780	Utg323990_33	WP_126380601.1
OG0003790	Utg325220_120	WP_269471679.1
OG0004658	Utg323152_15	WP_126378157.1
OG0004659	Utg323152_19	WP_126378142.1
OG0004663	Utg323152_34	WP_172961670.1
OG0004834	Utg323990_27	WP_172961769.1
