Orthogroup	Desulfocapsa_06_corrosive	Desulfotalea psychrophila LSv54
OG0001439	Utg323266_41	WP_041277496.1
OG0001440	Utg323180_13	WP_011187606.1
OG0001441	Utg323300_170	WP_011189324.1
OG0001442	Utg323300_176	WP_011188543.1
OG0001443	Utg323300_186	WP_011188909.1
OG0001444	Utg323300_199	WP_011188675.1
OG0001445	Utg323300_278	WP_011187528.1
OG0001446	Utg323300_314	WP_011188042.1
OG0001447	Utg323300_315	WP_011188043.1
OG0001448	Utg323300_346	WP_011188061.1
OG0001450	Utg323300_363	WP_011188609.1, WP_011188068.1
OG0001451	Utg323300_392	WP_011188087.1
OG0001452	Utg323316_327	WP_011188101.1
OG0001454	Utg323316_307	WP_041278085.1
OG0001458	Utg323448_42	WP_011188347.1
OG0001459	Utg323448_43	WP_041277674.1
OG0001461	Utg323262_96	WP_011190116.1
OG0001462	Utg323262_112	WP_041278068.1
OG0001463	Utg323152_415	WP_011188107.1
OG0001464	Utg323262_115	WP_011190088.1
OG0001467	Utg323300_237	WP_011187454.1
OG0001469	Utg324548_17	WP_041277853.1, WP_041277446.1
OG0001470	Utg324548_36	WP_011190170.1
OG0001473	Utg323990_88, Utg323990_89	WP_156792301.1
OG0001474	Utg323990_74	WP_041277925.1
OG0001477	Utg323074_194	WP_041277414.1
OG0001478	Utg323074_154	WP_011187447.1
OG0001479	Utg323074_140	WP_011189977.1
OG0001480	Utg323140_84	WP_011189006.1
OG0001481	Utg323392_167	WP_011190038.1
OG0001482	Utg323392_140	WP_049785114.1
OG0001483	Utg323392_133	WP_011190016.1
OG0001484	Utg323152_483	WP_049785117.1
OG0001485	Utg323152_448	WP_041278046.1
OG0001488	Utg323152_63	WP_011189517.1
OG0001489	Utg323140_21, Utg323152_59	WP_041277935.1
OG0001490	Utg323152_304	WP_011189894.1
OG0001491	Utg323152_305	WP_011189895.1
OG0001492	Utg323152_306	WP_011189896.1
OG0001493	Utg323152_307	WP_162096664.1
OG0001494	Utg323152_321	WP_011189909.1
OG0001495	Utg323152_322	WP_011189910.1
OG0001496	Utg323152_324	WP_011189912.1
OG0001497	Utg323152_325	WP_011189913.1
OG0001498	Utg323152_326	WP_011189914.1
OG0001499	Utg323152_333	WP_011189921.1
OG0001500	Utg323152_334	WP_011189922.1
OG0001501	Utg323152_335	WP_011189923.1
OG0001502	Utg323152_336	WP_011189924.1
OG0001503	Utg323152_337	WP_011189925.1
OG0001504	Utg323152_344	WP_011189932.1
OG0001505	Utg323152_373	WP_083818954.1
OG0001506	Utg323152_377, Utg323152_378	WP_011189723.1
OG0001507	Utg323392_42	WP_011189417.1
OG0001508	Utg323392_53	WP_011189424.1
OG0001510	Utg323392_105	WP_011189458.1
OG0001511	Utg323392_123	WP_011189770.1, WP_011188610.1
OG0001512	Utg323392_125	WP_011189771.1
OG0001513	Utg323392_18	WP_011188907.1
OG0001514	Utg323152_594	WP_011187467.1
OG0001515	Utg323152_595	WP_011187466.1
OG0001516	Utg323074_67	WP_011189380.1
OG0001517	Utg323632_369	WP_011188933.1
OG0001518	Utg323632_231	WP_011188929.1
OG0001519	Utg323632_77	WP_011190183.1
OG0001520	Utg323632_69	WP_041278083.1
OG0001521	Utg323632_28	WP_011187862.1
OG0001522	Utg323632_17	WP_041277716.1
OG0001523	Utg323152_126	WP_265588560.1
OG0001526	Utg323632_364	WP_041278061.1
OG0001528	Utg323392_44	WP_011189418.1
OG0001529	Utg323152_597	WP_011187465.1
OG0001530	Utg323300_212, Utg323316_332	WP_011188098.1
OG0001531	Utg323632_220	WP_011190062.1
OG0001533	Utg323266_96	WP_083818939.1
OG0001534	Utg323300_221	WP_011187932.1
OG0001535	Utg323180_615	WP_228130195.1
OG0001536	Utg323180_257	WP_228130153.1
OG0001537	Utg323990_117	WP_041277596.1
OG0001539	Utg323074_86	WP_041277566.1
OG0001540	Utg323152_416	WP_041278121.1
OG0001541	Utg323152_487	WP_011187589.1
OG0001542	Utg323180_190	WP_011190079.1
OG0001543	Utg323180_252	WP_041277504.1
OG0001546	Utg323300_151	WP_011190344.1
OG0001547	Utg323300_296	WP_011188028.1
OG0001548	Utg323392_177	WP_041278042.1
OG0001549	Utg323392_253	WP_041277919.1, WP_011189108.1
OG0001567	Utg323266_34	WP_011188008.1
OG0001573	Utg323152_224	WP_041278027.1
OG0001578	Utg323074_66	WP_011189379.1
OG0001582	Utg324810_81	WP_011189981.1
OG0001585	Utg323140_252	WP_011187412.1
OG0001586	Utg323152_554	WP_011187411.1
OG0001589	Utg323990_64	WP_011187265.1
OG0001600	Utg323392_35	WP_198408698.1
OG0001601	Utg323152_502	WP_041278048.1
OG0001606	Utg323140_263	WP_011187360.1
OG0001608	Utg323152_585	WP_156792317.1
OG0001612	Utg323152_572	WP_011188769.1
OG0001613	Utg323152_573	WP_011188770.1
OG0001616	Utg323990_71	WP_011189460.1
OG0001628	Utg323180_701	WP_011189847.1
OG0001629	Utg323180_667	WP_041278030.1
OG0001630	Utg323180_666	WP_162096663.1
OG0001632	Utg323180_519	WP_011188509.1
OG0001633	Utg323180_473	WP_011189094.1
OG0001634	Utg323180_472	WP_049785059.1
OG0001635	Utg323180_437	WP_011187569.1
OG0001636	Utg323152_434	WP_049785020.1
OG0001637	Utg323180_319	WP_156792253.1
OG0001638	Utg323180_311	WP_011189053.1
OG0001641	Utg323180_254	WP_011190318.1
OG0001642	Utg323180_253	WP_041277457.1
OG0001644	Utg323180_227	WP_041278125.1
OG0001645	Utg323180_202	WP_011187247.1
OG0001646	Utg323180_200	WP_011187248.1
OG0001656	Utg323180_36	WP_041278117.1
OG0001657	Utg323180_28	WP_011190328.1
OG0001658	Utg323180_26	WP_011190331.1
OG0001659	Utg323180_25	WP_011190332.1
OG0001660	Utg323140_94	WP_011188139.1
OG0001661	Utg323140_95	WP_041277620.1
OG0001664	Utg323140_165	WP_011189627.1
OG0001665	Utg323140_177	WP_011187674.1
OG0001666	Utg323140_207	WP_041277597.1
OG0001667	Utg323152_133	WP_162096657.1
OG0001668	Utg323152_128	WP_041277795.1
OG0001669	Utg323152_96	WP_041278138.1
OG0001670	Utg323140_232	WP_041277574.1
OG0001671	Utg323140_235	WP_041277573.1
OG0001672	Utg323300_424	WP_011187325.1
OG0001673	Utg323140_267, Utg325220_61	WP_156792178.1
OG0001674	Utg323180_132	WP_041278246.1, WP_011187850.1
OG0001675	Utg323140_127	WP_011189122.1
OG0001676	Utg323266_29	WP_041277599.1
OG0001677	Utg323300_253	WP_041278693.1, WP_011188970.1
OG0001678	Utg323266_19	WP_011188004.1
OG0001679	Utg323262_51, Utg323140_66	WP_011187551.1
OG0001680	Utg323160_121	WP_011188141.1
OG0001681	Utg323160_119	WP_011187596.1
OG0001682	Utg323160_115	WP_011187335.1
OG0001685	Utg323160_36	WP_011188024.1
OG0001687	Utg324810_22	WP_041277598.1
OG0001690	Utg323140_40	WP_011188191.1
OG0001691	Utg323140_39	WP_011188192.1
OG0001693	Utg323300_100	WP_011187503.1
OG0001700	Utg323300_171	WP_011187556.1
OG0001701	Utg323300_192	WP_011187372.1
OG0001703	Utg323300_213	WP_011187366.1
OG0001705	Utg323300_325, Utg323300_324	WP_011188048.1
OG0001706	Utg323300_344	WP_011188059.1
OG0001707	Utg323300_354	WP_041277439.1, WP_011187935.1
OG0001708	Utg323300_375	WP_041278368.1
OG0001709	Utg323316_345	WP_011188091.1
OG0001710	Utg323392_57	WP_011187762.1
OG0001711	Utg323316_322	WP_011188104.1
OG0001714	Utg325220_89	WP_011188026.1
OG0001715	Utg323316_101	WP_011188982.1
OG0001717	Utg323316_85	WP_041278626.1
OG0001718	Utg323448_45	WP_011188350.1
OG0001719	Utg323448_46	WP_011188351.1
OG0001720	Utg323262_98	WP_173362832.1
OG0001721	Utg323300_240	WP_011187451.1
OG0001722	Utg323180_172	WP_011187860.1
OG0001730	Utg323990_87	WP_011189734.1
OG0001731	Utg323074_135	WP_041278043.1
OG0001732	Utg323074_121	WP_011189958.1
OG0001734	Utg323392_183	WP_041277550.1, WP_011187793.1
OG0001735	Utg323392_135	WP_011190018.1
OG0001737	Utg323152_220	WP_041278025.1
OG0001738	Utg323152_212	WP_011189827.1
OG0001743	Utg323152_53	WP_011189645.1
OG0001745	Utg323152_41	WP_011189871.1
OG0001746	Utg323152_40	WP_011189872.1
OG0001747	Utg323152_311	WP_011189901.1
OG0001748	Utg323152_338	WP_011189926.1
OG0001749	Utg323152_343	WP_011189931.1
OG0001750	Utg323152_345	WP_011189933.1
OG0001751	Utg323152_375	WP_011188901.1
OG0001752	Utg323632_207	WP_041277964.1
OG0001753	Utg323392_47	WP_156792280.1, WP_011189420.1
OG0001754	Utg323392_49	WP_011189422.1
OG0001755	Utg323392_98	WP_011189448.1
OG0001756	Utg323392_103	WP_011189456.1
OG0001757	Utg323392_126	WP_011187697.1
OG0001758	Utg323392_131	WP_011189510.1
OG0001759	Utg323074_58	WP_011189374.1
OG0001760	Utg323074_60	WP_011189376.1
OG0001761	Utg323074_62	WP_011189377.1
OG0001762	Utg323074_63	WP_011189378.1
OG0001764	Utg323632_297	WP_041278057.1
OG0001766	Utg324810_24	WP_011188311.1
OG0001768	Utg323632_139	WP_041278074.1
OG0001769	Utg323632_132	WP_011190125.1
OG0001770	Utg323632_112	WP_011190133.1
OG0001771	Utg323632_20	WP_011188556.1
OG0001772	Utg323140_218	WP_156792228.1
OG0001773	Utg323152_447	WP_011189997.1
OG0001774	Utg323152_144	WP_011188854.1
OG0001778	Utg323140_59	WP_162096668.1
OG0001779	Utg323140_183	WP_011187679.1
OG0001780	Utg323152_252, Utg323152_251	WP_011189431.1
OG0001782	Utg323180_14	WP_011187703.1
OG0001784	Utg323152_407	WP_011187532.1, WP_011187533.1
OG0001788	Utg323180_580	WP_011187925.1
OG0001793	Utg323262_159	WP_011188244.1
OG0001795	Utg323300_337, Utg323300_90	WP_011188878.1
OG0001797	Utg323392_181	WP_011187988.1
OG0001798	Utg323392_210	WP_011188260.1
OG0001799	Utg323448_120	WP_011187590.1
OG0001800	Utg323632_117	WP_011189019.1
OG0001801	Utg323632_304	WP_011189548.1
OG0001802	Utg324548_23	WP_011190474.1
OG0001803	Utg324810_2	WP_011187809.1
OG0001804	Utg324810_85	WP_011189427.1
OG0001835	Utg323300_191	WP_011187373.1
OG0001856	Utg323152_575	WP_011188772.1
OG0001857	Utg323074_61	WP_041277941.1
OG0001864	Utg323266_47	WP_041277507.1
OG0001868	Utg323180_710	WP_011188915.1
OG0001869	Utg323180_707	WP_011188918.1
OG0001872	Utg323140_30	WP_041277451.1
OG0001873	Utg323180_621	WP_041277500.1
OG0001876	Utg323300_107, Utg323180_436	WP_011187908.1
OG0001877	Utg323160_61	WP_041277411.1
OG0001878	Utg323152_580	WP_011188777.1
OG0001879	Utg323180_242	WP_011190094.1
OG0001880	Utg323180_241	WP_011190095.1
OG0001881	Utg323180_195	WP_011187250.1
OG0001883	Utg323152_589	WP_011188133.1
OG0001884	Utg323180_124	WP_011190164.1
OG0001885	Utg323180_101	WP_041277995.1
OG0001886	Utg323180_47	WP_041277723.1
OG0001887	Utg323180_46	WP_011188583.1
OG0001888	Utg323180_40	WP_156792333.1
OG0001889	Utg323180_7	WP_011188243.1
OG0001890	Utg323140_58	WP_011188154.1
OG0001891	Utg323140_100	WP_041277621.1
OG0001893	Utg323632_88	WP_011187455.1
OG0001894	Utg323180_438, Utg323152_379	WP_011189724.1
OG0001895	Utg323140_151	WP_041277622.1
OG0001896	Utg323632_268	WP_041277641.1
OG0001901	Utg323632_383	WP_041278828.1, WP_011189393.1
OG0001902	Utg323160_117	WP_011187986.1
OG0001905	Utg324810_82	WP_156792238.1
OG0001906	Utg324810_76	WP_011187963.1
OG0001907	Utg324810_73	WP_011188893.1
OG0001908	Utg324810_66	WP_265588610.1
OG0001909	Utg323300_96	WP_011187770.1
OG0001911	Utg323300_108	WP_041277479.1
OG0001912	Utg323300_119	WP_156792250.1
OG0001913	Utg323300_121	WP_041277831.1
OG0001915	Utg323180_548	WP_011187690.1
OG0001919	Utg323300_200	WP_199285678.1
OG0001920	Utg323300_201	WP_011188677.1
OG0001926	Utg323300_290	WP_041277482.1
OG0001927	Utg323300_301	WP_011188033.1
OG0001928	Utg323300_303	WP_011188035.1
OG0001935	Utg323316_237	WP_011188175.1
OG0001936	Utg323316_234	WP_011187321.1
OG0001937	Utg323316_228	WP_011187317.1
OG0001938	Utg323316_225	WP_011187314.1
OG0001939	Utg323316_135	WP_011189004.1
OG0001940	Utg323316_127	WP_156792249.1
OG0001941	Utg323316_125	WP_049785063.1
OG0001943	Utg323448_20	WP_011188325.1
OG0001944	Utg323448_25	WP_011188329.1
OG0001945	Utg323448_30	WP_041277670.1
OG0001946	Utg323140_216	WP_198408693.1
OG0001947	Utg323140_215	WP_011187594.1
OG0001948	Utg323448_34	WP_011188338.1
OG0001949	Utg323448_35	WP_228130171.1
OG0001950	Utg323448_36	WP_049785011.1
OG0001951	Utg323448_103	WP_041277683.1
OG0001953	Utg323262_99	WP_011190113.1
OG0001954	Utg323262_100	WP_041278073.1
OG0001955	Utg323262_105	WP_011190106.1
OG0001956	Utg324548_3, Utg323262_211	WP_011190082.1
OG0001958	Utg323990_175	WP_041277764.1
OG0001960	Utg323990_157	WP_011188717.1
OG0001961	Utg323152_453	WP_011187246.1
OG0001963	Utg323990_136	WP_011188925.1
OG0001964	Utg323990_135	WP_011189736.1
OG0001970	Utg323990_39	WP_011190207.1
OG0001971	Utg323392_221	WP_011189935.1
OG0001973	Utg324810_79	WP_011187336.1
OG0001974	Utg323152_499	WP_156792324.1
OG0001977	Utg323152_445	WP_011189995.1
OG0001978	Utg323152_440	WP_041278825.1
OG0001979	Utg323152_433	WP_041277706.1
OG0001980	Utg323152_421	WP_265588568.1
OG0001982	Utg323140_108	WP_041277655.1, WP_049785125.1
OG0001984	Utg323152_228	WP_011189842.1
OG0001985	Utg323152_204	WP_156792307.1
OG0001986	Utg323152_187	WP_041277936.1
OG0001987	Utg323152_182	WP_011189521.1
OG0001988	Utg323152_181	WP_011189522.1
OG0001991	Utg323152_79	WP_041277869.1
OG0001992	Utg323152_61	WP_011189516.1
OG0001994	Utg323152_54	WP_041277966.1
OG0001995	Utg323152_52	WP_156792293.1
OG0001996	Utg323152_51	WP_011189647.1
OG0001997	Utg323152_50	WP_011189648.1
OG0001999	Utg323152_261	WP_011189882.1
OG0002000	Utg323152_302, Utg323152_303	WP_011189893.1
OG0002001	Utg323152_323	WP_011189911.1
OG0002002	Utg323152_329	WP_011189917.1
OG0002003	Utg323152_380	WP_011189725.1
OG0002004	Utg323392_112	WP_011189877.1
OG0002005	Utg323392_121	WP_011189768.1
OG0002006	Utg323392_127	WP_011189513.1
OG0002009	Utg323152_477	WP_011188896.1
OG0002011	Utg323392_261	WP_011188947.1
OG0002012	Utg323632_353	WP_041277797.1
OG0002013	Utg323632_290	WP_011190052.1
OG0002014	Utg323632_289	WP_011190053.1
OG0002015	Utg323632_213	WP_011190067.1
OG0002016	Utg323632_131	WP_011190126.1
OG0002017	Utg323632_126	WP_011190128.1
OG0002018	Utg323632_125	WP_041278075.1
OG0002019	Utg323632_124	WP_011190129.1
OG0002020	Utg323632_87	WP_011190152.1
OG0002021	Utg323632_73	WP_011190187.1
OG0002024	Utg323180_194	WP_041277410.1
OG0002025	Utg323152_49	WP_011189649.1
OG0002026	Utg323262_97	WP_011190115.1
OG0002027	Utg323392_41	WP_049784973.1
OG0002028	Utg323632_249	WP_011189787.1
OG0002029	Utg324810_38	WP_041277580.1
OG0002030	Utg323140_259	WP_041277436.1
OG0002032	Utg324810_25	WP_228130189.1
OG0002033	Utg323180_11	WP_041278105.1, WP_011189998.1
OG0002037	Utg323180_664	WP_228130138.1
OG0002039	Utg323140_142	WP_265588548.1
OG0002041	Utg323074_97	WP_011187797.1
OG0002046	Utg323152_113	WP_041277671.1
OG0002047	Utg323152_118	WP_011187441.1
OG0002048	Utg323152_429	WP_011189044.1
OG0002049	Utg323152_430	WP_011189043.1
OG0002050	Utg323152_466	WP_041277657.1
OG0002054	Utg323180_207, Utg323180_206	WP_011188495.1
OG0002058	Utg323262_64	WP_041277632.1
OG0002059	Utg323262_66	WP_011188196.1
OG0002061	Utg323300_143	WP_011187794.1
OG0002062	Utg323300_256	WP_011189395.1
OG0002064	Utg323316_58	WP_041277595.1
OG0002066	Utg323392_163	WP_156792283.1
OG0002067	Utg323392_258	WP_011188444.1
OG0002069	Utg325220_16	WP_011189275.1
OG0002120	Utg323316_110	WP_041277827.1
OG0002144	Utg323152_82	WP_041277868.1
OG0002153	Utg323152_576	WP_011188773.1
OG0002157	Utg323180_639	WP_011188950.1
OG0002158	Utg323180_495	WP_011189101.1
OG0002159	Utg323180_494	WP_041277848.1
OG0002163	Utg323180_266	WP_011190254.1
OG0002164	Utg323180_265	WP_011190255.1
OG0002165	Utg323180_261	WP_041278116.1
OG0002168	Utg323180_29	WP_049785132.1
OG0002169	Utg323180_5	WP_011188241.1
OG0002173	Utg323316_222	WP_049785072.1
OG0002175	Utg323140_141	WP_041277899.1
OG0002178	Utg323152_125	WP_011189304.1
OG0002179	Utg323140_229	WP_011187886.1
OG0002180	Utg323140_230	WP_156792196.1
OG0002181	Utg323140_231	WP_041277575.1
OG0002182	Utg323140_233	WP_011187882.1
OG0002184	Utg323140_250	WP_011187348.1
OG0002185	Utg323140_260	WP_011187357.1
OG0002186	Utg323140_262	WP_011187359.1
OG0002187	Utg323180_131	WP_011187746.1
OG0002195	Utg324810_23	WP_011187999.1
OG0002197	Utg323990_40	WP_011190202.1
OG0002200	Utg323300_120	WP_011189012.1
OG0002201	Utg323300_123	WP_011189015.1
OG0002205	Utg323180_546	WP_011187688.1
OG0002206	Utg323180_547	WP_011187689.1
OG0002208	Utg323140_239	WP_011187760.1
OG0002209	Utg323180_12	WP_041277582.1
OG0002211	Utg323300_173	WP_041277445.1
OG0002213	Utg323300_195	WP_011187370.1
OG0002216	Utg323300_261	WP_011188170.1
OG0002219	Utg323300_326	WP_162096626.1
OG0002222	Utg323316_315	WP_011188157.1
OG0002228	Utg323316_128	WP_049785053.1
OG0002229	Utg323316_126	WP_011188999.1
OG0002231	Utg323316_121	WP_011188998.1
OG0002232	Utg323316_120	WP_049785052.1
OG0002233	Utg323316_119	WP_041277829.1
OG0002235	Utg323316_82	WP_083818963.1
OG0002236	Utg323316_72	WP_228130137.1
OG0002240	Utg323300_238	WP_011187453.1
OG0002241	Utg324548_31	WP_049785122.1
OG0002245	Utg323990_160	WP_049785034.1
OG0002249	Utg323990_143	WP_011188726.1
OG0002251	Utg323392_184	WP_011190057.1
OG0002255	Utg323152_500	WP_011190074.1
OG0002262	Utg323392_260	WP_011189257.1
OG0002266	Utg323990_94	WP_011189677.1
OG0002267	Utg323990_93	WP_156792296.1
OG0002269	Utg323300_49	WP_011189328.1
OG0002270	Utg323152_298	WP_011189890.1
OG0002271	Utg323152_339	WP_011189927.1
OG0002272	Utg323152_340	WP_041278037.1
OG0002274	Utg323392_52	WP_011189423.1
OG0002276	Utg323392_89	WP_011189446.1
OG0002277	Utg323392_109	WP_011187717.1
OG0002278	Utg323392_122	WP_011189769.1
OG0002283	Utg323632_258	WP_011189784.1
OG0002284	Utg323632_230	WP_041277990.1
OG0002285	Utg323632_136	WP_011190123.1
OG0002287	Utg323632_100	WP_011190144.1
OG0002288	Utg323632_70	WP_173362833.1
OG0002289	Utg323632_67	WP_041277754.1
OG0002293	Utg323140_217	WP_011187592.1
OG0002297	Utg323160_76	WP_011187890.1
OG0002298	Utg323316_115	WP_049785051.1
OG0002301	Utg323316_73	WP_011189146.1
OG0002303	Utg323152_124	WP_011187480.1
OG0002308	Utg323074_87	WP_011187374.1
OG0002309	Utg323140_155	WP_011187962.1
OG0002312	Utg323152_428	WP_011189045.1
OG0002313	Utg323160_107, Utg323152_473	WP_011190192.1, WP_011189367.1
OG0002314	Utg323152_569	WP_162096637.1
OG0002315	Utg323152_581	WP_011188778.1
OG0002319	Utg323180_19	WP_228130164.1
OG0002320	Utg323180_22	WP_049785166.1, WP_156792219.1
OG0002321	Utg323180_72	WP_011188257.1
OG0002323	Utg323180_179	WP_011187761.1, WP_011189346.1, WP_011189345.1
OG0002324	Utg323180_205	WP_011188496.1
OG0002326	Utg323180_348	WP_228130212.1
OG0002336	Utg323300_245	WP_011189389.1
OG0002337	Utg323300_246	WP_011189390.1
OG0002338	Utg323300_248	WP_156792278.1
OG0002342	Utg323316_50	WP_011189271.1, WP_041277778.1
OG0002345	Utg323392_10	WP_011187583.1
OG0002352	Utg325220_71, Utg323990_232	WP_041279038.1, WP_011187950.1
OG0002354	Utg325220_95	WP_011190244.1
OG0002443	Utg323266_67	WP_011188591.1
OG0002521	Utg323392_206	WP_156792303.1
OG0002522	Utg323160_126, Utg323266_7	WP_011189600.1
OG0002523	Utg323300_128, Utg323140_204	WP_011189530.1
OG0002530	Utg324810_18	WP_011187939.1
OG0002541	Utg323152_120	WP_041278360.1
OG0002543	Utg323448_109	WP_011190092.1
OG0002546	Utg323300_232	WP_011187530.1
OG0002548	Utg323300_292	WP_156792174.1
OG0002561	Utg323316_114	WP_011188992.1
OG0002562	Utg323316_76	WP_011189148.1
OG0002564	Utg323140_214	WP_011187595.1
OG0002598	Utg323152_297	WP_011189889.1
OG0002599	Utg323152_312	WP_011189902.1
OG0002600	Utg323152_332	WP_156792312.1
OG0002601	Utg323152_341	WP_011189929.1
OG0002607	Utg323392_108	WP_041277526.1
OG0002615	Utg323632_352	WP_011188873.1
OG0002616	Utg323262_91	WP_156792260.1
OG0002617	Utg323262_92	WP_011189212.1
OG0002620	Utg323632_123	WP_011190130.1
OG0002632	Utg323266_6, Utg323160_125	WP_228130143.1
OG0002640	Utg323392_54	WP_228130140.1
OG0002649	Utg323152_91	WP_041277495.1
OG0002650	Utg323152_93	WP_156792167.1
OG0002651	Utg323152_115	WP_049784974.1
OG0002663	Utg323180_82	WP_011188251.1
OG0002667	Utg323300_420, Utg323180_221	WP_041277556.1
OG0002669	Utg323180_249	WP_162096619.1
OG0002677	Utg323262_119	WP_162096660.1
OG0002680	Utg323300_34	WP_011189308.1
OG0002682	Utg323300_320	WP_011189944.1
OG0002684	Utg325220_36, Utg323316_26	WP_011188824.1
OG0002685	Utg323316_40	WP_156792388.1, WP_162096640.1
OG0002686	Utg323316_44	WP_162096638.1
OG0002693	Utg323632_86	WP_011187610.1, WP_011187609.1
OG0002700	Utg323990_26	WP_011187277.1
OG0002702	Utg323990_95	WP_011187380.1
OG0002704	Utg323990_190	WP_011188701.1
OG0002941	Utg323160_124, Utg323266_5	WP_011189602.1
OG0003027	Utg323300_7	WP_011189323.1
OG0003031	Utg323074_123	WP_083818995.1
OG0003051	Utg323152_17	WP_011189571.1
OG0003054	Utg323152_100	WP_011188500.1
OG0003056	Utg323152_114	WP_041277855.1
OG0003057	Utg323152_184	WP_083818981.1
OG0003062	Utg323152_578	WP_011188775.1
OG0003063	Utg323152_584	WP_011188781.1
OG0003073	Utg323180_329	WP_011189695.1, WP_265588562.1, WP_228130146.1
OG0003074	Utg323180_363	WP_011187813.1
OG0003094	Utg323300_80	WP_011189708.1
OG0003101	Utg323448_1, Utg323316_17, Utg325220_44	WP_011188832.1
OG0003102	Utg323316_25	WP_011188825.1
OG0003103	Utg323316_39	WP_083819019.1, WP_011188818.1, WP_193763856.1
OG0003104	Utg323316_41	WP_011188816.1
OG0003105	Utg323316_42	WP_162096639.1
OG0003112	Utg323316_244	WP_049785050.1
OG0003113	Utg323316_245	WP_041279035.1
OG0003115	Utg323392_61	WP_049785015.1
OG0003116	Utg323392_62	WP_011188441.1
OG0003117	Utg323392_63	WP_011188442.1
OG0003120	Utg323392_182	WP_011187802.1
OG0003121	Utg323448_105	WP_265588539.1
OG0003129	Utg323990_14	WP_156792159.1
OG0003132	Utg324548_19	WP_011187872.1
OG0003471	Utg323180_496	WP_011190260.1
OG0003525	Utg323160_122	WP_011189604.1
OG0003555	Utg323300_32	WP_011189077.1
OG0003556	Utg323300_30	WP_011189079.1
OG0003557	Utg323300_29	WP_011189080.1
OG0003558	Utg323300_28	WP_011189058.1
OG0003667	Utg323140_169	WP_011189222.1, WP_011188108.1
OG0003672	Utg323152_403	WP_011188304.1
OG0003673	Utg323152_404	WP_041277448.1
OG0003674	Utg323152_405	WP_011187390.1
OG0003677	Utg323152_606	WP_011187446.1
OG0003691	Utg323180_345	WP_011189253.1
OG0003716	Utg323262_169	WP_156792305.1
OG0003744	Utg323316_20	WP_011188830.1
OG0003745	Utg323316_22	WP_011188828.1
OG0003746	Utg323316_48	WP_156792232.1
OG0003779	Utg323990_17	WP_041277418.1, WP_041277419.1
OG0003782	Utg323990_242	WP_011187540.1
OG0003788	Utg325220_11	WP_049784969.1
OG0004679	Utg323152_382	WP_011189287.1
OG0004775	Utg323300_88	WP_011188877.1
OG0004782	Utg323300_177	WP_041277809.1
OG0004793	Utg323316_21	WP_011188829.1
OG0004794	Utg323316_24	WP_011188826.1
OG0004795	Utg323316_27	WP_011188823.1
OG0004811	Utg323316_291	WP_162096683.1
OG0004815	Utg323316_357	WP_011190394.1
OG0004821	Utg323392_238	WP_049785090.1
