Orthogroup	Desulfocapsa_06_corrosive	Geobacter sulfurreducens PCA
OG0001268	Utg323152_511	WP_010943564.1
OG0001269	Utg323152_401	WP_010941842.1
OG0001273	Utg323152_231	WP_235044901.1
OG0001274	Utg323152_173	WP_010942443.1
OG0001276	Utg323152_76	WP_010943629.1
OG0001277	Utg323152_75	WP_010943636.1
OG0001278	Utg323152_68	WP_010943622.1
OG0001279	Utg323152_67	WP_010943623.1
OG0001281	Utg323152_44	WP_010940701.1
OG0001282	Utg323152_43	WP_010942068.1
OG0001284	Utg323152_308	WP_010941079.1
OG0001285	Utg323152_309	WP_010941080.1
OG0001286	Utg323152_310	WP_010941081.1
OG0001287	Utg323152_314, Utg323152_313	WP_010941084.1
OG0001288	Utg323152_315	WP_010941085.1
OG0001289	Utg323152_327	WP_010941095.1
OG0001290	Utg323152_328	WP_010943681.1
OG0001293	Utg323392_27	WP_010942578.1
OG0001295	Utg323152_553	WP_010942365.1
OG0001296	Utg323262_69	WP_010943339.1
OG0001297	Utg323262_70	WP_010943340.1
OG0001298	Utg323632_300	WP_010941305.1
OG0001299	Utg323180_558	WP_010943153.1
OG0001299	Utg323632_284	WP_010941598.1
OG0001302	Utg323300_330	WP_010940816.1
OG0001303	Utg323632_288	WP_010943854.1
OG0001304	Utg323180_508	WP_010942867.1
OG0001305	Utg323180_513	WP_010943918.1
OG0001308	Utg323300_381	WP_010940785.1
OG0001314	Utg323180_567	WP_010943404.1
OG0001316	Utg323300_163	WP_010942430.1, WP_010943359.1, WP_010943528.1, WP_235044907.1, WP_010943543.1, WP_235044906.1, WP_010943511.1, WP_235044961.1, WP_010943529.1
OG0001317	Utg323300_421	WP_010941865.1
OG0001318	Utg323392_209	WP_010941174.1
OG0001328	Utg323262_168	WP_010941339.1, WP_010941233.1
OG0001330	Utg323180_706	WP_010941918.1
OG0001334	Utg323160_118	WP_010941768.1
OG0001339	Utg323632_143	WP_010942712.1
OG0001341	Utg323152_137	WP_010943101.1
OG0001344	Utg323300_285	WP_010940690.1
OG0001349	Utg323300_430	WP_010941154.1
OG0001350	Utg323140_258	WP_010942673.1
OG0001351	Utg323140_257	WP_010942674.1
OG0001352	Utg323300_353	WP_010941717.1
OG0001354	Utg323180_485	WP_010940917.1
OG0001357	Utg323990_123	WP_010943960.1
OG0001358	Utg323300_193	WP_010942511.1
OG0001366	Utg323316_172	WP_010941495.1, WP_010944009.1, WP_010942782.1, WP_010941984.1
OG0001367	Utg323160_68	WP_010942690.1
OG0001369	Utg323300_365	WP_010941064.1
OG0001370	Utg323160_90	WP_010941618.1, WP_235044950.1
OG0001371	Utg323160_25	WP_010941604.1
OG0001373	Utg323074_37	WP_010943563.1
OG0001375	Utg323152_237	WP_010943191.1
OG0001377	Utg323074_223, Utg323990_3	WP_010943718.1
OG0001379	Utg323140_256	WP_010942675.1
OG0001384	Utg324810_47	WP_010940797.1
OG0001389	Utg323316_104	WP_010941031.1
OG0001390	Utg323074_127	WP_010942140.1
OG0001393	Utg323152_579	WP_010942422.1
OG0001395	Utg323180_688	WP_010942338.1
OG0001397	Utg323632_12	WP_010940986.1
OG0001398	Utg323180_644	WP_010941162.1
OG0001399	Utg323180_635	WP_010940946.1
OG0001402	Utg323180_493, Utg323180_492	WP_010940921.1, WP_010940879.1
OG0001408	Utg323180_230	WP_010941752.1
OG0001411	Utg323392_169	WP_010941021.1
OG0001412	Utg323180_134	WP_010940959.1, WP_010941360.1
OG0001413	Utg323266_14	WP_010942174.1
OG0001417	Utg323074_181	WP_010941287.1
OG0001418	Utg323140_71, Utg323140_70	WP_010942847.1
OG0001423	Utg323300_255	WP_010943456.1
OG0001424	Utg323266_21	WP_010943609.1
OG0001426	Utg323180_606	WP_010942341.1
OG0001428	Utg323160_108	WP_010943707.1
OG0001430	Utg324810_30	WP_010942074.1
OG0001434	Utg323300_79	WP_010941197.1
OG0001435	Utg323632_379	WP_010942956.1
OG0001437	Utg323140_145	WP_010941968.1
OG0001440	Utg323180_13	WP_010941351.1
OG0001441	Utg323300_170	WP_010942482.1
OG0001442	Utg323300_176	WP_010941964.1
OG0001443	Utg323300_186	WP_010941381.1
OG0001445	Utg323300_278	WP_010942337.1
OG0001450	Utg323300_363	WP_010941243.1
OG0001451	Utg323300_392	WP_235044987.1
OG0001453	Utg323316_313	WP_235044969.1
OG0001455	Utg323074_161	WP_010942460.1
OG0001463	Utg323152_415	WP_235044882.1
OG0001464	Utg323262_115	WP_010941857.1
OG0001465	Utg323262_162	WP_010941120.1
OG0001466	Utg323262_163	WP_010941121.1
OG0001467	Utg323300_237	WP_010942998.1
OG0001468	Utg323316_186	WP_010940909.1
OG0001472	Utg323990_122	WP_010942123.1
OG0001474	Utg323990_74	WP_010943727.1
OG0001475	Utg323990_67	WP_235044870.1
OG0001476	Utg323990_61	WP_010942685.1
OG0001477	Utg323074_194	WP_010941290.1
OG0001478	Utg323074_154	WP_010942741.1
OG0001481	Utg323392_167	WP_010941112.1
OG0001482	Utg323392_140	WP_010942657.1
OG0001486	Utg323152_398	WP_235044953.1
OG0001487	Utg323152_393	WP_235044902.1, WP_010941333.1
OG0001488	Utg323152_63	WP_010941376.1
OG0001490	Utg323152_304	WP_010941075.1
OG0001491	Utg323152_305	WP_010941076.1
OG0001492	Utg323152_306	WP_010941077.1
OG0001493	Utg323152_307	WP_010941078.1
OG0001494	Utg323152_321	WP_010941089.1
OG0001495	Utg323152_322	WP_010941090.1
OG0001496	Utg323152_324	WP_010941092.1
OG0001497	Utg323152_325	WP_010941093.1
OG0001498	Utg323152_326	WP_010941094.1
OG0001499	Utg323152_333	WP_010943677.1
OG0001500	Utg323152_334	WP_010943676.1
OG0001501	Utg323152_335	WP_010943675.1
OG0001502	Utg323152_336	WP_010943674.1
OG0001503	Utg323152_337	WP_010943673.1
OG0001504	Utg323152_344	WP_010943667.1
OG0001505	Utg323152_373	WP_010943663.1
OG0001506	Utg323152_377, Utg323152_378	WP_010941896.1, WP_010943660.1
OG0001511	Utg323392_123	WP_010941117.1
OG0001512	Utg323392_125	WP_010941709.1
OG0001514	Utg323152_594	WP_010943624.1
OG0001515	Utg323152_595	WP_010943626.1
OG0001516	Utg323074_67	WP_010943558.1, WP_010943394.1
OG0001524	Utg323316_132	WP_010942459.1
OG0001525	Utg323152_157	WP_010943565.1, WP_010943759.1
OG0001527	Utg323152_399	WP_010941110.1
OG0001528	Utg323392_44	WP_010941132.1
OG0001529	Utg323152_597	WP_010943627.1
OG0001530	Utg323300_212, Utg323316_332	WP_010942220.1
OG0001532	Utg323152_396	WP_010942660.1
OG0001533	Utg323266_96	WP_010943767.1
OG0001535	Utg323180_615	WP_010942914.1
OG0001538	Utg323180_92, Utg323074_81	WP_010942717.1
OG0001539	Utg323074_86	WP_010942084.1
OG0001541	Utg323152_487	WP_010943775.1
OG0001542	Utg323180_190	WP_010941437.1
OG0001543	Utg323180_252, Utg323180_250	WP_010941775.1
OG0001546	Utg323300_151	WP_010943708.1
OG0001547	Utg323300_296	WP_010941783.1
OG0001549	Utg323392_253	WP_010943748.1
OG0001550	Utg325220_78	WP_010940931.1
OG0001572	Utg323990_6, Utg323990_30	WP_010941296.1
OG0001573	Utg323152_224	WP_010941328.1
OG0001581	Utg323152_188	WP_010942726.1
OG0001582	Utg324810_81	WP_010943199.1
OG0001584	Utg323300_142	WP_010941463.1
OG0001585	Utg323140_252	WP_010941151.1
OG0001586	Utg323152_554	WP_010942366.1
OG0001594	Utg323152_102	WP_010943196.1, WP_010942386.1
OG0001616	Utg323990_71	WP_010942894.1
OG0001618	Utg323152_165	WP_235044966.1
OG0001621	Utg323300_338	WP_010940982.1, WP_010941877.1
OG0001628	Utg323180_701	WP_014551636.1
OG0001632	Utg323180_519	WP_010942378.1
OG0001633	Utg323180_473	WP_010940912.1
OG0001635	Utg323180_437	WP_010941195.1
OG0001636	Utg323152_434	WP_010943197.1
OG0001637	Utg323180_319	WP_010941113.1
OG0001639	Utg323180_294	WP_010941034.1
OG0001642	Utg323180_253	WP_010942008.1
OG0001644	Utg323180_227	WP_010940888.1
OG0001652	Utg323180_164	WP_010943566.1
OG0001653	Utg323180_297	WP_010943025.1
OG0001654	Utg323300_423	WP_010941707.1
OG0001663	Utg323316_218	WP_010943836.1, WP_235044958.1
OG0001664	Utg323140_165	WP_010941194.1
OG0001665	Utg323140_177	WP_010943607.1
OG0001667	Utg323152_133	WP_010943965.1
OG0001672	Utg323300_424	WP_010940770.1
OG0001675	Utg323140_127	WP_010941760.1
OG0001680	Utg323160_121	WP_010941190.1
OG0001688	Utg324810_61	WP_010942839.1
OG0001689	Utg323300_150	WP_010943410.1
OG0001690	Utg323140_40	WP_010943588.1
OG0001691	Utg323140_39	WP_010943589.1
OG0001698	Utg324810_93	WP_010940851.1
OG0001699	Utg323392_67	WP_010943068.1
OG0001700	Utg323300_171	WP_010941234.1
OG0001706	Utg323300_344	WP_010941003.1
OG0001709	Utg323316_345	WP_010942397.1
OG0001711	Utg323316_322	WP_010940751.1
OG0001712	Utg323316_312	WP_238525120.1
OG0001720	Utg323262_98	WP_010940830.1
OG0001732	Utg323074_121	WP_010941850.1, WP_010941901.1
OG0001733	Utg323392_201	WP_010943982.1
OG0001735	Utg323392_135	WP_010940775.1
OG0001747	Utg323152_311	WP_010941082.1
OG0001748	Utg323152_338	WP_010943672.1
OG0001749	Utg323152_343	WP_010943668.1
OG0001750	Utg323152_345	WP_010943666.1
OG0001751	Utg323152_375	WP_010943643.1
OG0001752	Utg323632_207	WP_010941748.1
OG0001758	Utg323392_131	WP_010943704.1
OG0001759	Utg323074_58	WP_010941565.1
OG0001760	Utg323074_60	WP_010941836.1
OG0001761	Utg323074_62	WP_010941837.1
OG0001762	Utg323074_63	WP_010941838.1
OG0001764	Utg323632_297	WP_010941308.1
OG0001770	Utg323632_112	WP_010943687.1
OG0001776	Utg323074_200, Utg323262_8, Utg323152_519	WP_010942499.1
OG0001779	Utg323140_183	WP_010940833.1
OG0001782	Utg323180_14	WP_010941782.1
OG0001783	Utg323152_36	WP_010941553.1
OG0001786	Utg323180_535	WP_010941997.1
OG0001790	Utg323262_76	WP_010940765.1
OG0001794	Utg323262_196	WP_010942027.1
OG0001795	Utg323300_337, Utg323300_90	WP_010942100.1
OG0001800	Utg323632_117	WP_010943585.1
OG0001801	Utg323632_304	WP_010940713.1
OG0001803	Utg324810_2	WP_235044938.1, WP_010940860.1
OG0001825	Utg323300_356	WP_010943042.1
OG0001834	Utg323152_116	WP_010942032.1
OG0001835	Utg323300_191	WP_010943084.1
OG0001847	Utg323152_493	WP_010941155.1
OG0001852	Utg323300_20	WP_010942196.1
OG0001858	Utg323392_101	WP_010942112.1
OG0001859	Utg323392_241	WP_010942527.1
OG0001875	Utg323180_481	WP_010940915.1, WP_010940922.1
OG0001897	Utg323316_279	WP_235044888.1
OG0001898	Utg323140_192	WP_010940727.1
OG0001899	Utg325220_113	WP_010942407.1
OG0001901	Utg323632_383	WP_010942961.1
OG0001910	Utg323300_397	WP_010942254.1
OG0001918	Utg323316_353	WP_010941367.1
OG0001924	Utg323300_226	WP_010943915.1
OG0001930	Utg323300_331	WP_010942078.1
OG0001952	Utg323180_455, Utg323152_12	WP_144011893.1
OG0001958	Utg323990_175	WP_010943377.1
OG0001965	Utg323990_120	WP_010942125.1
OG0001969	Utg323300_275, Utg323180_628	WP_010942090.1, WP_010941545.1
OG0001978	Utg323152_440	WP_010942702.1
OG0001981	Utg323392_231	WP_010941510.1
OG0002000	Utg323152_302, Utg323152_303	WP_010941074.1
OG0002001	Utg323152_323	WP_010941091.1
OG0002002	Utg323152_329	WP_010943680.1
OG0002003	Utg323152_380	WP_010941037.1
OG0002008	Utg323152_566	WP_010943269.1
OG0002010	Utg323074_109	WP_010940837.1
OG0002030	Utg323140_259	WP_010942672.1
OG0002032	Utg324810_25	WP_235044904.1
OG0002040	Utg323180_681	WP_010942087.1
OG0002041	Utg323074_97	WP_010944001.1
OG0002042	Utg323074_219	WP_010941297.1
OG0002044	Utg325220_63, Utg323140_269	WP_010941567.1, WP_010941386.1
OG0002045	Utg323300_46, Utg323152_18	WP_010942829.1
OG0002046	Utg323152_113	WP_010943996.1
OG0002052	Utg323266_15, Utg323160_132, Utg323632_358	WP_010942063.1
OG0002055	Utg323180_530	WP_010944061.1, WP_010941380.1
OG0002056	Utg323180_550	WP_010942327.1
OG0002062	Utg323300_256	WP_010942963.1
OG0002063	Utg323300_269	WP_010941134.1, WP_010943439.1, WP_010942185.1
OG0002064	Utg323316_58	WP_010942211.1
OG0002066	Utg323392_163	WP_010943743.1
OG0002069	Utg325220_16	WP_010940902.1
OG0002105	Utg323180_203	WP_010941982.1
OG0002108	Utg323300_454	WP_010943076.1
OG0002118	Utg323316_78	WP_010941537.1
OG0002125	Utg323262_22	WP_010941639.1
OG0002142	Utg323392_240	WP_010941396.1
OG0002150	Utg323300_18	WP_010941871.1
OG0002154	Utg323990_191	WP_010941727.1
OG0002160	Utg324810_33	WP_010940938.1
OG0002170	Utg323140_79	WP_010941831.1
OG0002173	Utg323316_222	WP_010940947.1
OG0002188	Utg323180_211	WP_010943428.1
OG0002192	Utg323262_58	WP_010941001.1
OG0002207	Utg323180_564	WP_010941488.1
OG0002214	Utg323300_227	WP_010943914.1
OG0002215	Utg323300_228	WP_010942224.1
OG0002218	Utg323180_600	WP_010942111.1
OG0002221	Utg323300_364	WP_010941661.1
OG0002234	Utg323316_102	WP_010942413.1
OG0002239	Utg323074_68	WP_010942159.1
OG0002244	Utg323074_70	WP_010943146.1, WP_010941285.1, WP_010942144.1
OG0002246	Utg323990_159	WP_010941744.1
OG0002247	Utg323990_158	WP_010941747.1
OG0002248	Utg323990_145	WP_010943868.1
OG0002250	Utg323990_121	WP_010942124.1
OG0002262	Utg323392_260	WP_010941532.1
OG0002264	Utg323632_222	WP_010942059.1
OG0002270	Utg323152_298	WP_010941073.1
OG0002271	Utg323152_339	WP_010941688.1
OG0002272	Utg323152_340	WP_010943671.1
OG0002275	Utg323392_69	WP_010943375.1
OG0002278	Utg323392_122	WP_010943096.1
OG0002279	Utg323392_124	WP_010941352.1
OG0002286	Utg323632_130	WP_010941191.1
OG0002289	Utg323632_67	WP_010940793.1
OG0002294	Utg323152_99	WP_010941743.1
OG0002300	Utg323316_106	WP_010943864.1, WP_010940955.1
OG0002310	Utg323140_212	WP_010942372.1
OG0002317	Utg323160_26	WP_262421250.1
OG0002318	Utg323180_15	WP_010941705.1
OG0002322	Utg323180_89	WP_010941913.1
OG0002323	Utg323180_179	WP_010940952.1
OG0002330	Utg323180_682	WP_262421263.1
OG0002334	Utg323262_182, Utg323262_185	WP_010941514.1
OG0002335	Utg323300_154	WP_193360266.1
OG0002336	Utg323300_245	WP_010942964.1
OG0002337	Utg323300_246	WP_010942965.1
OG0002338	Utg323300_248	WP_010942967.1
OG0002342	Utg323316_50	WP_010943937.1
OG0002348	Utg323632_44	WP_235044975.1
OG0002349	Utg323632_62	WP_010943246.1
OG0002352	Utg325220_71, Utg323990_232	WP_010942217.1
OG0002438	Utg323180_362, Utg323262_136	WP_041914065.1
OG0002493	Utg323180_373	WP_010943268.1
OG0002499	Utg323180_641	WP_010943278.1, WP_010940983.1
OG0002516	Utg325220_111	WP_010940691.1
OG0002521	Utg323392_206	WP_010943155.1
OG0002525	Utg323152_489	WP_010943319.1
OG0002526	Utg323152_488	WP_010943320.1
OG0002533	Utg324810_11	WP_235045007.1
OG0002570	Utg323632_272	WP_010943871.1
OG0002587	Utg323262_38	WP_010941650.1
OG0002591	Utg323990_99	WP_010942974.1
OG0002592	Utg323990_101	WP_010942979.1
OG0002593	Utg323990_102	WP_010942978.1
OG0002618	Utg323632_287	WP_010943015.1
OG0002623	Utg323180_139	WP_010941868.1
OG0002626	Utg323180_625	WP_010942092.1, WP_010941548.1
OG0002642	Utg323152_351, Utg323074_77	WP_010943866.1
OG0002645	Utg323074_217	WP_010942617.1, WP_010943647.1
OG0002654	Utg323152_210	WP_010943878.1
OG0002658	Utg323152_533	WP_010942649.1
OG0002662	Utg323180_59	WP_164930458.1
OG0002664	Utg323180_85	WP_010941917.1
OG0002665	Utg323180_87	WP_010941915.1
OG0002666	Utg323180_88	WP_010941914.1
OG0002668	Utg323180_237	WP_010942912.1, WP_010941906.1
OG0002668	Utg323180_236	WP_010943348.1
OG0002676	Utg323262_1, Utg323448_121	WP_010941960.1
OG0002678	Utg323262_204	WP_010941350.1
OG0002682	Utg323300_320	WP_010941435.1
OG0002687	Utg323316_202	WP_010943134.1, WP_010943135.1
OG0002689	Utg323392_36	WP_010943998.1
OG0002695	Utg323632_312	WP_010940990.1
OG0002696	Utg323632_313	WP_010940991.1
OG0002697	Utg323632_314	WP_010940992.1
OG0002698	Utg323632_316	WP_010940994.1
OG0002699	Utg323990_118, Utg323632_372	WP_235044917.1
OG0002703	Utg323990_141	WP_010940907.1
OG0002704	Utg323990_190	WP_010941726.1
OG0002890	Utg323316_269	WP_235044995.1
OG0002906	Utg323180_654	WP_235045011.1
OG0002918	Utg323180_135	WP_010941359.1
OG0002921	Utg323140_7	WP_010942728.1
OG0002932	Utg323262_130	WP_010943742.1
OG0002938	Utg323300_254	WP_010940910.1
OG0002968	Utg323990_119	WP_010941830.1
OG0002974	Utg323990_171	WP_010940747.1
OG0002975	Utg323990_170	WP_010940748.1
OG0002985	Utg323140_44	WP_010941976.1
OG0002995	Utg323990_98	WP_010942975.1
OG0002997	Utg323990_103	WP_010942977.1
OG0003005	Utg323152_552	WP_010942916.1
OG0003008	Utg323180_583	WP_010943963.1
OG0003010	Utg323180_638	WP_010941378.1
OG0003012	Utg323632_221	WP_010942060.1
OG0003023	Utg323990_92	WP_010940856.1
OG0003035	Utg323074_186	WP_010941298.1
OG0003038	Utg323074_199, Utg323152_470	WP_235045003.1
OG0003044	Utg323140_242	WP_010944026.1
OG0003056	Utg323152_114	WP_235044956.1
OG0003061	Utg323152_548	WP_010941391.1
OG0003068	Utg323180_84	WP_010942047.1, WP_235044988.1, WP_010941910.1
OG0003069	Utg323180_90	WP_010941458.1
OG0003069	Utg323266_61	WP_010941938.1
OG0003080	Utg323180_542	WP_235044895.1
OG0003085	Utg323262_29, Utg323262_28	WP_010941642.1
OG0003086	Utg323262_41	WP_010941653.1
OG0003086	Utg323262_42	WP_010941654.1
OG0003090	Utg323266_84	WP_010944024.1
OG0003097	Utg323300_243	WP_010942960.1
OG0003098	Utg323300_244	WP_010942968.1
OG0003107	Utg323316_154	WP_010943313.1
OG0003109	Utg323316_201	WP_235044894.1
OG0003110	Utg323316_205	WP_010943133.1
OG0003111	Utg323316_208	WP_010943130.1
OG0003119	Utg323392_162	WP_010941455.1
OG0003120	Utg323392_182	WP_010941677.1
OG0003133	Utg324810_7	WP_010941566.1
OG0003487	Utg323152_424	WP_010942197.1
OG0003548	Utg323152_121	WP_010943201.1
OG0003560	Utg323300_229	WP_010942223.1
OG0003570	Utg323990_197	WP_010943147.1
OG0003586	Utg323316_259	WP_235044959.1
OG0003666	Utg323140_122	WP_010942792.1
OG0003670	Utg323152_238	WP_010943193.1
OG0003680	Utg323180_57	WP_010940924.1
OG0003685	Utg323180_149, Utg323180_217	WP_010943168.1
OG0003691	Utg323180_345	WP_010942765.1
OG0003701	Utg323180_589	WP_235045024.1
OG0003708	Utg323262_40	WP_010941652.1
OG0003724	Utg323300_13	WP_010941130.1
OG0003733	Utg323300_406	WP_010941780.1
OG0003750	Utg323316_163	WP_010943274.1
OG0003752	Utg323316_211	WP_010941908.1
OG0003763	Utg323392_232	WP_010942025.1
OG0003778	Utg323990_15	WP_010942497.1
OG0004701	Utg323180_68	WP_010942046.1
OG0004709	Utg323180_216	WP_010943169.1
OG0004750	Utg323262_30	WP_010941643.1
OG0004751	Utg323262_31	WP_010941644.1
OG0004752	Utg323262_33	WP_010941646.1
OG0004753	Utg323262_36	WP_010941648.1
OG0004754	Utg323262_37	WP_010941649.1
OG0004755	Utg323262_43	WP_010941655.1
OG0004850	Utg325220_83	WP_010943218.1
