Orthogroup	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide
OG0001056	Utg323392_17	Utg859098_437, Utg858498_1
OG0001057	Utg323266_53	Utg857682_14
OG0001058	Utg323392_223	Utg859388_14
OG0001059	Utg325220_91	Utg857682_92
OG0001060	Utg323632_370	Utg861448_4
OG0001062	Utg323180_377	Utg859098_404, Utg859388_1, Utg857152_256, Utg857682_103, Utg857682_110, Utg859098_52, Utg859098_408
OG0001063	Utg323152_486	Utg859982_72
OG0001065	Utg323990_218	Utg859236_29
OG0001066	Utg323632_95	Utg858432_35
OG0001067	Utg323152_449	Utg859982_135, Utg859982_136
OG0001068	Utg323152_142	Utg859098_273
OG0001069	Utg323152_418	Utg859982_176
OG0001070	Utg323180_313	Utg859076_33
OG0001071	Utg323180_659	Utg860814_250
OG0001071	Utg323180_675	Utg860814_268, Utg860814_269
OG0001072	Utg323180_668	Utg860814_262
OG0001075	Utg323392_6	Utg859098_419
OG0001076	Utg323180_109	Utg857152_183
OG0001077	Utg323632_264	Utg858432_152
OG0001077	Utg323140_82	Utg864866_72
OG0001078	Utg323262_123	Utg857076_4
OG0001079	Utg323262_121	Utg857076_6
OG0001080	Utg323180_162	Utg857152_222
OG0001082	Utg323180_204	Utg863716_40
OG0001083	Utg323266_20	Utg865370_14
OG0001084	Utg323266_18	Utg865370_12
OG0001085	Utg323140_42	Utg864866_113
OG0001086	Utg323140_41	Utg864866_114
OG0001088	Utg323300_97	Utg857300_53
OG0001091	Utg323262_84	Utg857076_49
OG0001091	Utg323300_135	Utg857300_21
OG0001093	Utg323316_348	Utg857046_261
OG0001094	Utg323266_73	Utg857994_67
OG0001095	Utg323448_104	Utg858494_86
OG0001096	Utg323448_116	Utg858494_56
OG0001098	Utg323180_597	Utg859098_10
OG0001099	Utg323990_180	Utg860006_17
OG0001100	Utg323074_143	Utg857994_163
OG0001101	Utg323392_147	Utg859388_71
OG0001102	Utg323152_482	Utg859982_77
OG0001104	Utg323152_221	Utg859098_190
OG0001105	Utg323152_162	Utg859098_253
OG0001106	Utg323152_161	Utg859098_254
OG0001107	Utg323152_83	Utg859098_317
OG0001108	Utg323152_74	Utg859098_326
OG0001109	Utg323152_73	Utg859098_327
OG0001110	Utg323152_70	Utg859098_330
OG0001111	Utg323152_46	Utg859098_353
OG0001112	Utg323152_291	Utg859098_125
OG0001113	Utg323632_127	Utg858432_78
OG0001114	Utg323152_320, Utg323152_319	Utg859098_97
OG0001115	Utg323392_20	Utg858498_5
OG0001116	Utg323152_551	Utg859982_18
OG0001117	Utg323152_555	Utg859982_15
OG0001118	Utg323632_363	Utg857992_11
OG0001119	Utg323632_225	Utg858432_116
OG0001120	Utg323632_40	Utg862138_29
OG0001121	Utg323632_368	Utg861448_2
OG0001122	Utg323300_158, Utg323300_51	Utg857046_148
OG0001123	Utg323316_215	Utg857046_119
OG0001123	Utg323632_261	Utg858432_149
OG0001123	Utg323316_220	Utg857046_125
OG0001124	Utg323152_163	Utg859098_252
OG0001125	Utg323180_240	Utg863716_62
OG0001126	Utg323180_426	Utg860814_1
OG0001127	Utg323074_24	Utg857994_16
OG0001129	Utg323152_464, Utg323990_8, Utg323990_9, Utg323074_202	Utg863716_131
OG0001132	Utg323300_25	Utg858494_7
OG0001133	Utg324548_38	Utg857994_245
OG0001134	Utg324810_86	Utg861744_97
OG0001142	Utg323632_91	Utg858432_30
OG0001143	Utg323180_198	Utg863716_34
OG0001144	Utg323140_97	Utg864866_58
OG0001145	Utg323074_133	Utg857994_153
OG0001148	Utg323300_455	Utg858494_34
OG0001150	Utg323262_147	Utg859236_99
OG0001152	Utg323632_333	Utg857992_36
OG0001153	Utg324810_105, Utg323160_13	Utg861744_68
OG0001154	Utg323300_318	Utg857152_46
OG0001155	Utg323152_136	Utg859098_278
OG0001156	Utg323632_376	Utg859098_49, Utg857994_218
OG0001157	Utg323160_20	Utg861744_62
OG0001158	Utg323300_422	Utg857152_140
OG0001159	Utg323180_316	Utg859076_30
OG0001160	Utg323140_8	Utg859750_16
OG0001161	Utg323392_145	Utg859388_73
OG0001162	Utg323152_612	Utg859098_386
OG0001164	Utg323152_143	Utg859098_272
OG0001165	Utg323180_603	Utg860814_188
OG0001166	Utg323990_176	Utg860006_27
OG0001168	Utg323180_474	Utg860814_59, Utg860814_58
OG0001169	Utg323180_479	Utg860814_65
OG0001171	Utg324810_89	Utg861744_94
OG0001172	Utg323160_16	Utg861744_66
OG0001173	Utg323160_17	Utg861744_65
OG0001174	Utg324810_87	Utg861744_96
OG0001176	Utg323266_50	Utg857682_11
OG0001178	Utg323152_331	Utg859098_86
OG0001179	Utg323180_524	Utg860814_117
OG0001182	Utg323300_109	Utg857300_43, Utg857300_42
OG0001183	Utg323316_130	Utg857046_19
OG0001184	Utg323316_246	Utg857046_170
OG0001189	Utg323180_66	Utg857152_160
OG0001192	Utg323632_281	Utg866558_38
OG0001195	Utg323632_60	Utg862138_54
OG0001197	Utg323180_696	Utg860814_292
OG0001198	Utg323180_663	Utg860814_255
OG0001199	Utg323180_634	Utg860814_227
OG0001200	Utg323180_517	Utg860814_110
OG0001201	Utg323180_106	Utg857152_180
OG0001202	Utg323180_259	Utg863716_82
OG0001203	Utg323180_214	Utg863716_48
OG0001206	Utg323392_9	Utg859098_422
OG0001207	Utg323392_8	Utg859098_421
OG0001208	Utg323180_44	Utg859750_84
OG0001209	Utg323140_89	Utg864866_66
OG0001210	Utg323300_427	Utg857152_144
OG0001211	Utg323152_294	Utg859098_122
OG0001211	Utg323300_369	Utg857152_92
OG0001212	Utg323262_125	Utg863716_133, Utg857076_2, Utg859236_130
OG0001213	Utg323262_126	Utg863716_132, Utg857076_1, Utg859236_129
OG0001214	Utg323300_140	Utg857300_16
OG0001214	Utg323180_633	Utg860814_225
OG0001215	Utg323140_144	Utg864866_15
OG0001216	Utg323180_160	Utg857152_219
OG0001218	Utg323392_172	Utg857994_32, Utg859388_50, Utg859388_143
OG0001222	Utg325220_88	Utg857682_95
OG0001223	Utg325220_117	Utg857682_76
OG0001224	Utg323074_114	Utg857994_133
OG0001224	Utg323152_522	Utg859982_28
OG0001226	Utg323180_391, Utg323180_434	Utg860814_13
OG0001229	Utg323392_249	Utg857994_82
OG0001229	Utg323160_73	Utg861744_26
OG0001230	Utg323160_31	Utg861744_52
OG0001232	Utg323300_98	Utg857300_52
OG0001233	Utg323990_128	Utg860006_75
OG0001234	Utg323180_498	Utg860814_89, Utg860814_84
OG0001235	Utg323316_292, Utg323316_288, Utg323316_252	Utg857994_105
OG0001236	Utg323262_79	Utg857076_53
OG0001236	Utg323300_136	Utg857300_20
OG0001237	Utg323262_80	Utg857076_52
OG0001237	Utg323300_139	Utg857300_17
OG0001238	Utg323180_231	Utg863716_56
OG0001239	Utg323990_155	Utg860006_48
OG0001242	Utg323300_298	Utg857152_25
OG0001243	Utg323300_316	Utg857152_44
OG0001244	Utg323300_327	Utg857152_55
OG0001245	Utg323300_343	Utg857152_67
OG0001246	Utg323300_380	Utg857152_104
OG0001247	Utg323316_340	Utg857046_254
OG0001248	Utg323316_314	Utg857046_211
OG0001249	Utg323316_226	Utg857046_131
OG0001252	Utg323262_101	Utg857076_31
OG0001253	Utg323262_104	Utg857076_28
OG0001254	Utg323262_108	Utg857076_24
OG0001255	Utg323180_661	Utg860814_252
OG0001255	Utg324548_4, Utg323262_212	Utg859236_60
OG0001256	Utg324548_22	Utg859236_47
OG0001257	Utg324548_27	Utg859236_42
OG0001258	Utg323990_208	Utg859236_19
OG0001259	Utg323990_207	Utg859236_18
OG0001260	Utg323990_177	Utg860006_26
OG0001261	Utg323990_156	Utg860006_47
OG0001262	Utg323990_144	Utg860006_58
OG0001263	Utg323990_114	Utg860006_85
OG0001264	Utg323990_37	Utg860006_166
OG0001265	Utg323074_210, Utg323262_7	Utg857994_240, Utg860006_175, Utg857994_239
OG0001266	Utg323074_125	Utg857994_143
OG0001267	Utg323180_208	Utg863716_43
OG0001268	Utg323152_511	Utg859982_36
OG0001269	Utg323152_401	Utg859982_196
OG0001271	Utg323152_203	Utg859098_211
OG0001272	Utg323152_190	Utg859098_223
OG0001273	Utg323152_231	Utg859098_180
OG0001274	Utg323152_173	Utg859098_242
OG0001275	Utg323152_87	Utg859098_312
OG0001276	Utg323152_76	Utg859098_323
OG0001277	Utg323152_75	Utg859098_324
OG0001278	Utg323152_68	Utg859098_332
OG0001279	Utg323152_67	Utg859098_333
OG0001280	Utg323152_62	Utg859098_339
OG0001281	Utg323152_44	Utg859098_355
OG0001282	Utg323152_43	Utg859098_356
OG0001283	Utg323152_42	Utg859098_359
OG0001284	Utg323152_308	Utg859098_108
OG0001285	Utg323152_309	Utg859098_107
OG0001286	Utg323152_310	Utg859098_106
OG0001287	Utg323152_314	Utg859098_103
OG0001288	Utg323152_315	Utg859098_102
OG0001289	Utg323152_327	Utg859098_90
OG0001290	Utg323152_328	Utg859098_89
OG0001291	Utg323392_23	Utg858498_8
OG0001292	Utg323392_24	Utg858498_9
OG0001293	Utg323392_27	Utg858498_12
OG0001294	Utg323392_87	Utg859388_148
OG0001296	Utg323262_69	Utg857076_63
OG0001297	Utg323262_70	Utg857076_62
OG0001298	Utg323632_300	Utg866558_17
OG0001299	Utg323632_284	Utg866558_35
OG0001300	Utg323316_198	Utg857046_102
OG0001301	Utg323632_16, Utg323632_15	Utg862138_7
OG0001302	Utg323300_330	Utg857152_58
OG0001303	Utg323632_288	Utg866558_30
OG0001304	Utg323180_508	Utg860814_98
OG0001305	Utg323180_513	Utg860814_105
OG0001306	Utg323632_37, Utg323632_36	Utg862138_26
OG0001307	Utg323152_599, Utg323140_104	Utg864866_51
OG0001308	Utg323300_381	Utg857152_105
OG0001309	Utg323392_100	Utg859388_136
OG0001310	Utg323152_200	Utg859098_214
OG0001311	Utg323074_49	Utg857994_43
OG0001312	Utg323140_64	Utg864866_89
OG0001313	Utg323180_75	Utg857152_164
OG0001314	Utg323180_567	Utg860814_151
OG0001315	Utg323180_680	Utg860814_273
OG0001317	Utg323300_421	Utg857152_139
OG0001318	Utg323392_209	Utg857076_9
OG0001319	Utg323990_181	Utg860006_16
OG0001328	Utg323262_168	Utg858494_64
OG0001330	Utg323180_706	Utg860814_324
OG0001332	Utg323990_57	Utg860006_156
OG0001335	Utg323632_209	Utg858432_103, Utg858432_102
OG0001338	Utg323074_156	Utg857994_169
OG0001339	Utg323632_143	Utg858432_95
OG0001340	Utg324548_5	Utg859236_59
OG0001341	Utg323152_137	Utg859098_277
OG0001342	Utg323152_64	Utg859098_336
OG0001344	Utg323300_285	Utg857152_14
OG0001345	Utg323316_111	Utg859236_15
OG0001346	Utg323990_134	Utg860006_68
OG0001347	Utg324548_35	Utg859236_34
OG0001348	Utg323140_133	Utg864866_27
OG0001352	Utg323300_353	Utg857152_79
OG0001353	Utg323180_491	Utg860814_78
OG0001354	Utg323180_485	Utg860814_71
OG0001355	Utg323152_168	Utg859098_246
OG0001357	Utg323990_123	Utg860006_79
OG0001359	Utg324810_88	Utg861744_95
OG0001362	Utg323632_61	Utg862138_55
OG0001363	Utg323632_286	Utg866558_33
OG0001364	Utg323990_216	Utg859236_27
OG0001366	Utg323316_172	Utg857046_65
OG0001367	Utg323160_68	Utg861744_31
OG0001369	Utg323300_365	Utg857152_89
OG0001370	Utg323160_90	Utg861744_13
OG0001371	Utg323160_25	Utg861744_58
OG0001376	Utg323152_545	Utg859982_22
OG0001378	Utg323392_106	Utg859388_130
OG0001384	Utg324810_47	Utg861744_132
OG0001385	Utg323180_489	Utg860814_76
OG0001387	Utg323180_272	Utg863716_95
OG0001390	Utg323074_127	Utg857994_145
OG0001391	Utg323300_157, Utg323300_155	Utg857300_9
OG0001394	Utg323180_709	Utg860814_328
OG0001395	Utg323180_688	Utg860814_281
OG0001396	Utg323180_671	Utg860814_266
OG0001397	Utg323632_12	Utg862138_4
OG0001398	Utg323180_644	Utg860814_238
OG0001399	Utg323180_635	Utg860814_228
OG0001400	Utg323180_98, Utg323140_244	Utg859236_77
OG0001401	Utg323180_602	Utg860814_187
OG0001402	Utg323180_493	Utg860814_80
OG0001403	Utg323180_260	Utg863716_83
OG0001404	Utg323180_258	Utg863716_81
OG0001405	Utg323180_256	Utg863716_79
OG0001406	Utg323180_255	Utg863716_78
OG0001407	Utg323180_232	Utg863716_57
OG0001408	Utg323180_230	Utg863716_55
OG0001409	Utg323180_209	Utg863716_44
OG0001410	Utg324810_97, Utg324810_102, Utg323160_10	Utg861744_71
OG0001411	Utg323392_169	Utg859388_52
OG0001412	Utg323180_134	Utg857152_204
OG0001414	Utg323180_104	Utg857152_178
OG0001415	Utg323180_42	Utg859750_82
OG0001416	Utg323180_24	Utg859750_62
OG0001417	Utg323074_181	Utg857994_196
OG0001418	Utg323140_71, Utg323140_70	Utg864866_83
OG0001419	Utg323180_158	Utg857152_217
OG0001420	Utg323180_159	Utg857152_218
OG0001421	Utg323140_208	Utg859432_73, Utg859432_72
OG0001422	Utg323152_521	Utg859982_29
OG0001422	Utg323074_115	Utg857994_134
OG0001424	Utg323266_21	Utg865370_15
OG0001425	Utg323160_127, Utg323266_8	Utg865370_3
OG0001426	Utg323180_605	Utg860814_191
OG0001426	Utg323180_606	Utg860814_192
OG0001427	Utg323180_246	Utg863716_67
OG0001429	Utg323160_32	Utg861744_51
OG0001430	Utg324810_30	Utg859098_3
OG0001431	Utg324810_31	Utg859098_4
OG0001433	Utg323266_70, Utg323262_191	Utg859098_6
OG0001434	Utg323300_79	Utg857300_55
OG0001437	Utg323140_145	Utg864866_14
OG0001438	Utg323140_83	Utg864866_71
OG0001438	Utg323990_90	Utg860006_124
OG0001440	Utg323180_13	Utg859750_31
OG0001445	Utg323300_278	Utg857152_6
OG0001446	Utg323300_314	Utg857152_42
OG0001447	Utg323300_315	Utg857152_43
OG0001448	Utg323300_346	Utg857152_70
OG0001449	Utg324810_69	Utg861744_109, Utg861744_108
OG0001450	Utg323300_363	Utg857152_87
OG0001451	Utg323300_392	Utg857152_115
OG0001452	Utg323316_327	Utg857046_224
OG0001453	Utg323316_313	Utg857046_210
OG0001454	Utg323316_307	Utg857046_204
OG0001455	Utg323074_161	Utg857994_174
OG0001458	Utg323448_42	Utg857490_5
OG0001459	Utg323448_43	Utg857490_4
OG0001461	Utg323262_96	Utg857076_39
OG0001462	Utg323262_112	Utg857076_20
OG0001463	Utg323152_415	Utg859982_178
OG0001464	Utg323262_115	Utg857076_17
OG0001465	Utg323262_162	Utg859236_83
OG0001466	Utg323262_163	Utg859236_81
OG0001468	Utg323316_186	Utg857046_86
OG0001469	Utg324548_17	Utg859236_53
OG0001470	Utg324548_36	Utg859236_33
OG0001471	Utg323990_132	Utg860006_70
OG0001472	Utg323990_122	Utg860006_80
OG0001473	Utg323990_89	Utg860006_125
OG0001474	Utg323990_74	Utg860006_138
OG0001475	Utg323990_67	Utg860006_146
OG0001476	Utg323990_61	Utg860006_152
OG0001477	Utg323074_194	Utg857994_212
OG0001478	Utg323074_154	Utg857994_167
OG0001479	Utg323074_140	Utg857994_160
OG0001480	Utg323140_84	Utg864866_70
OG0001481	Utg323392_167	Utg859388_54
OG0001482	Utg323392_140	Utg859388_79
OG0001483	Utg323392_133	Utg859388_88
OG0001484	Utg323152_483	Utg859982_76
OG0001485	Utg323152_448	Utg859982_137
OG0001486	Utg323152_398	Utg859982_199
OG0001487	Utg323152_393	Utg859982_205
OG0001488	Utg323152_63	Utg859098_337
OG0001489	Utg323152_59	Utg859098_341
OG0001490	Utg323152_304	Utg859098_112
OG0001491	Utg323152_305	Utg859098_111
OG0001492	Utg323152_306	Utg859098_110
OG0001493	Utg323152_307	Utg859098_109
OG0001494	Utg323152_321	Utg859098_96
OG0001495	Utg323152_322	Utg859098_95
OG0001496	Utg323152_324	Utg859098_93
OG0001497	Utg323152_325	Utg859098_92
OG0001498	Utg323152_326	Utg859098_91
OG0001499	Utg323152_333	Utg859098_84
OG0001500	Utg323152_334	Utg859098_83
OG0001501	Utg323152_335	Utg859098_82
OG0001502	Utg323152_336	Utg859098_81
OG0001503	Utg323152_337	Utg859098_80
OG0001504	Utg323152_344	Utg859098_72
OG0001505	Utg323152_373	Utg859098_65
OG0001507	Utg323392_42	Utg858498_17
OG0001508	Utg323392_53	Utg859388_180
OG0001509	Utg323392_78	Utg859388_157
OG0001509	Utg323180_79	Utg857152_168
OG0001510	Utg323392_105	Utg859388_131
OG0001511	Utg323392_123	Utg859388_98
OG0001512	Utg323392_125	Utg859388_96
OG0001513	Utg323392_18	Utg858498_3, Utg858498_2, Utg859098_438
OG0001516	Utg323074_67	Utg857994_52
OG0001517	Utg323632_369	Utg861448_3
OG0001518	Utg323632_231	Utg858432_124
OG0001519	Utg323632_77	Utg858432_20
OG0001520	Utg323632_69	Utg858432_8
OG0001521	Utg323632_28	Utg862138_19
OG0001522	Utg323632_17	Utg862138_8
OG0001524	Utg323316_132	Utg857046_21
OG0001525	Utg323152_157	Utg859098_258
OG0001526	Utg323632_364	Utg857992_10
OG0001527	Utg323152_399	Utg859982_198
OG0001528	Utg323392_44	Utg858498_19
OG0001530	Utg323316_332	Utg857046_229
OG0001531	Utg323632_220	Utg858432_112
OG0001532	Utg323152_396	Utg859982_202
OG0001533	Utg323266_96	Utg857682_41
OG0001535	Utg323180_615	Utg860814_203
OG0001536	Utg323180_257	Utg863716_80
OG0001537	Utg323140_206, Utg323990_117	Utg859432_63
OG0001538	Utg323074_81	Utg857994_71
OG0001539	Utg323074_86	Utg857994_99
OG0001540	Utg323152_416	Utg859982_177
OG0001541	Utg323152_487	Utg859982_67
OG0001542	Utg323180_190	Utg863716_18
OG0001543	Utg323180_252	Utg863716_73
OG0001543	Utg323180_250	Utg863716_71
OG0001544	Utg323180_379	Utg859098_25, Utg857490_33, Utg857994_224, Utg857994_178, Utg859982_90, Utg857490_35, Utg859098_27, Utg857994_226
OG0001545	Utg323266_120	Utg859982_69, Utg859076_19, Utg857152_249, Utg859432_3, Utg863716_59
OG0001545	Utg325220_100	Utg857994_119, Utg859982_68
OG0001547	Utg323300_296	Utg857152_23
OG0001548	Utg323392_177	Utg859388_46
OG0001549	Utg323392_253	Utg858494_41
OG0001567	Utg323266_34	Utg865370_27
OG0001569	Utg323632_115	Utg858432_56
OG0001573	Utg323152_224	Utg859098_187
OG0001578	Utg323074_66	Utg857994_51
OG0001580	Utg323266_32	Utg865370_25
OG0001581	Utg323152_188	Utg859098_225
OG0001582	Utg324810_81	Utg861744_100
OG0001586	Utg323152_554	Utg859982_16
OG0001587	Utg324548_1	Utg858494_19
OG0001589	Utg323990_64	Utg860006_149
OG0001592	Utg323266_33	Utg865370_26
OG0001594	Utg323152_102	Utg859098_300
OG0001596	Utg323180_219	Utg863716_49
OG0001601	Utg323152_502	Utg859982_44
OG0001609	Utg323316_232	Utg857046_137
OG0001615	Utg323140_61	Utg864866_92
OG0001616	Utg323990_71	Utg860006_142
OG0001618	Utg323152_165	Utg859098_250
OG0001621	Utg323300_338	Utg857152_62
OG0001628	Utg323180_701	Utg860814_297
OG0001629	Utg323180_667	Utg860814_261
OG0001630	Utg323180_666	Utg860814_260
OG0001632	Utg323180_519	Utg860814_112
OG0001633	Utg323180_473	Utg860814_57
OG0001634	Utg323180_472	Utg860814_56
OG0001635	Utg323180_437	Utg860814_16
OG0001636	Utg323152_434	Utg859982_157
OG0001637	Utg323180_319	Utg859076_27
OG0001638	Utg323180_311	Utg859076_35
OG0001639	Utg323180_294	Utg863716_111, Utg863716_112
OG0001640	Utg323180_273	Utg863716_96
OG0001641	Utg323180_254	Utg863716_77
OG0001642	Utg323180_253	Utg863716_76
OG0001644	Utg323180_227	Utg863716_52
OG0001645	Utg323180_202	Utg863716_38
OG0001646	Utg323180_200	Utg863716_36
OG0001647	Utg323180_171	Utg857152_231
OG0001649	Utg323160_19	Utg861744_63
OG0001650	Utg323160_18	Utg861744_64
OG0001651	Utg324810_106, Utg323160_14	Utg861744_67
OG0001652	Utg323180_164	Utg857152_224
OG0001653	Utg323180_297	Utg863716_114
OG0001654	Utg323300_423	Utg857152_141
OG0001656	Utg323180_36	Utg859750_74
OG0001657	Utg323180_28	Utg859750_66
OG0001658	Utg323180_26	Utg859750_64
OG0001659	Utg323180_25	Utg859750_63
OG0001660	Utg323140_94	Utg864866_62
OG0001661	Utg323140_95	Utg863716_74, Utg864866_61
OG0001663	Utg323316_218	Utg857046_123
OG0001665	Utg323140_177	Utg859432_38
OG0001666	Utg323140_207	Utg859432_64
OG0001667	Utg323152_133	Utg859098_280
OG0001668	Utg323152_128	Utg859098_284
OG0001669	Utg323152_96	Utg859098_303
OG0001672	Utg323300_424	Utg857152_142
OG0001673	Utg323140_267, Utg325220_61	Utg857682_178
OG0001674	Utg323180_132	Utg857152_202
OG0001675	Utg323140_127	Utg864866_35
OG0001676	Utg323266_29	Utg865370_22
OG0001678	Utg323266_19	Utg865370_13
OG0001679	Utg323140_66	Utg864866_87
OG0001683	Utg323160_70	Utg861744_29
OG0001683	Utg323392_246	Utg857994_79
OG0001684	Utg323392_245	Utg857994_78
OG0001684	Utg323160_69	Utg861744_30
OG0001685	Utg323160_36	Utg861744_48
OG0001686	Utg323140_195	Utg859432_55
OG0001688	Utg324810_61	Utg861744_116
OG0001689	Utg323300_150	Utg859982_150
OG0001690	Utg323140_40	Utg864866_115
OG0001691	Utg323140_39	Utg864866_116
OG0001692	Utg323140_55	Utg864866_98
OG0001693	Utg323300_100	Utg857300_50
OG0001694	Utg323300_106	Utg857300_45
OG0001695	Utg323180_499	Utg860814_90, Utg860814_88
OG0001697	Utg323300_459, Utg323316_95, Utg323152_603, Utg323300_54	Utg857046_272
OG0001699	Utg323392_67	Utg859388_166
OG0001704	Utg323300_281	Utg857152_9
OG0001704	Utg323392_215	Utg859388_22
OG0001705	Utg323300_325, Utg323300_324	Utg857152_53
OG0001706	Utg323300_344	Utg857152_68
OG0001707	Utg323300_354	Utg857152_80
OG0001708	Utg323300_375	Utg857152_98
OG0001709	Utg323316_345	Utg857046_258
OG0001710	Utg323392_57	Utg859388_176
OG0001711	Utg323316_322	Utg857046_219
OG0001712	Utg323316_312	Utg857046_209
OG0001713	Utg323316_150	Utg857046_37
OG0001714	Utg325220_89	Utg857682_94
OG0001720	Utg323262_98	Utg857076_35
OG0001722	Utg323180_172	Utg857152_233
OG0001723	Utg324548_21	Utg859236_48
OG0001724	Utg323632_277	Utg866558_42
OG0001724	Utg323632_276	Utg866558_43
OG0001725	Utg324548_32	Utg859236_37
OG0001726	Utg324548_34	Utg859236_35
OG0001728	Utg323990_169	Utg860006_34
OG0001730	Utg323990_87	Utg860006_126
OG0001731	Utg323074_135	Utg857994_155
OG0001732	Utg323074_121	Utg857994_139
OG0001733	Utg323392_201	Utg859388_26
OG0001734	Utg323392_183	Utg859388_43
OG0001735	Utg323392_135	Utg859388_86
OG0001736	Utg323160_87	Utg861744_14
OG0001737	Utg323152_220	Utg859098_191
OG0001738	Utg323152_212	Utg859098_200
OG0001739	Utg323152_185	Utg859098_229
OG0001742	Utg323152_85	Utg859098_315
OG0001743	Utg323152_53	Utg859098_346
OG0001744	Utg323990_107	Utg860006_96
OG0001745	Utg323152_41	Utg859098_360
OG0001746	Utg323152_40	Utg859098_361
OG0001747	Utg323152_311	Utg859098_105
OG0001748	Utg323152_338	Utg859098_79
OG0001749	Utg323152_343	Utg859098_73
OG0001750	Utg323152_345	Utg859098_71
OG0001751	Utg323152_375	Utg859098_68
OG0001752	Utg323632_207	Utg858432_100
OG0001753	Utg323392_47	Utg858498_23
OG0001754	Utg323392_49	Utg859388_183, Utg858498_25
OG0001755	Utg323392_98	Utg859388_137
OG0001756	Utg323392_103	Utg859388_133
OG0001757	Utg323392_126	Utg859388_95
OG0001758	Utg323392_131	Utg859388_90
OG0001759	Utg323074_58	Utg857994_44
OG0001760	Utg323074_60	Utg857994_46
OG0001761	Utg323074_62	Utg857994_48
OG0001762	Utg323074_63	Utg857994_49
OG0001763	Utg323632_373	Utg861448_7
OG0001763	Utg323632_374	Utg861448_6
OG0001764	Utg323632_297	Utg866558_20
OG0001768	Utg323632_139	Utg858432_92
OG0001769	Utg323632_132	Utg858432_83
OG0001770	Utg323632_112	Utg858432_53
OG0001771	Utg323632_20	Utg862138_11
OG0001773	Utg323152_447	Utg859982_138
OG0001774	Utg323152_144	Utg859098_271
OG0001775	Utg323316_248, Utg323316_286	Utg857046_192
OG0001778	Utg323140_59	Utg864866_94
OG0001779	Utg323140_183	Utg859432_44
OG0001780	Utg323152_252, Utg323152_251	Utg859098_164
OG0001781	Utg323160_71	Utg861744_28
OG0001781	Utg323392_247	Utg857994_80
OG0001782	Utg323180_14	Utg859750_32
OG0001783	Utg323152_36	Utg859098_364
OG0001784	Utg323152_407	Utg859982_187
OG0001785	Utg323180_531	Utg860814_125
OG0001786	Utg323180_535	Utg859432_4
OG0001787	Utg323180_568	Utg860814_152, Utg860814_153
OG0001788	Utg323180_580	Utg860814_161
OG0001789	Utg323316_209	Utg857046_113
OG0001789	Utg323316_200	Utg857046_104
OG0001789	Utg323180_636	Utg860814_229
OG0001790	Utg323262_76	Utg857076_56
OG0001791	Utg323262_149	Utg859236_97
OG0001792	Utg323262_152	Utg859236_94
OG0001793	Utg323262_159	Utg859236_87
OG0001794	Utg323262_196	Utg861448_23
OG0001796	Utg323316_159, Utg323316_160	Utg857046_47
OG0001797	Utg323392_181	Utg859388_44
OG0001798	Utg323392_210	Utg857076_8
OG0001800	Utg323632_117	Utg861448_34
OG0001801	Utg323632_304	Utg866558_12
OG0001802	Utg324548_23	Utg859236_46
OG0001803	Utg324810_2	Utg859982_110
OG0001804	Utg324810_85	Utg861744_98
OG0001825	Utg323300_356	Utg857152_81
OG0001833	Utg323180_129	Utg857152_199
OG0001834	Utg323152_116	Utg859098_291
OG0001836	Utg323180_582	Utg860814_163
OG0001842	Utg324810_57	Utg861744_122
OG0001847	Utg323152_493	Utg859982_55
OG0001854	Utg323152_296	Utg859098_120
OG0001857	Utg323074_61	Utg857994_47, Utg858432_58
OG0001858	Utg323392_101	Utg859388_135
OG0001863	Utg323392_50	Utg859388_182
OG0001865	Utg323392_194	Utg859388_33
OG0001868	Utg323180_710	Utg860814_329
OG0001869	Utg323180_707	Utg860814_325
OG0001870	Utg323180_640	Utg860814_234
OG0001871	Utg323180_642	Utg860814_236
OG0001872	Utg323140_30	Utg859750_3, Utg859750_10
OG0001873	Utg323180_621	Utg860814_212
OG0001874	Utg323180_483	Utg860814_69
OG0001875	Utg323180_481	Utg860814_67
OG0001876	Utg323300_107, Utg323180_436	Utg860814_15
OG0001877	Utg323160_61	Utg861744_38
OG0001879	Utg323180_242	Utg863716_64
OG0001880	Utg323180_241	Utg863716_63
OG0001881	Utg323180_195	Utg863716_32
OG0001882	Utg324810_103, Utg323160_11	Utg861744_70
OG0001884	Utg323180_124	Utg857152_196
OG0001885	Utg323180_101	Utg857152_174
OG0001886	Utg323180_47	Utg859750_88
OG0001887	Utg323180_46	Utg859750_87
OG0001888	Utg323180_40	Utg859750_80
OG0001889	Utg323180_7	Utg859750_28
OG0001890	Utg323140_58	Utg864866_95
OG0001891	Utg323140_100	Utg864866_55
OG0001894	Utg323180_438	Utg860814_17
OG0001895	Utg323140_151	Utg864866_10
OG0001898	Utg323140_192	Utg859432_53
OG0001899	Utg325220_113	Utg857682_79
OG0001900	Utg323262_145	Utg859236_101
OG0001903	Utg323448_126, Utg323632_5, Utg323300_161	Utg859098_435
OG0001904	Utg323180_539	Utg860814_155
OG0001905	Utg324810_82	Utg861744_99
OG0001906	Utg324810_76	Utg861744_103
OG0001907	Utg324810_73	Utg861744_107
OG0001908	Utg324810_66	Utg861744_112
OG0001909	Utg323300_96	Utg857300_54
