Orthogroup	Desulfocapsa_06_corrosive	Desulfovibrio vulgaris DP4
OG0001446	Utg323300_314	WP_010937709.1
OG0001447	Utg323300_315	WP_010937710.1
OG0001448	Utg323300_346	WP_011792634.1
OG0001452	Utg323316_327	WP_010938377.1
OG0001453	Utg323316_313	WP_011792163.1
OG0001454	Utg323316_307	WP_011792758.1
OG0001455	Utg323074_161	WP_010939726.1
OG0001456	Utg323140_221	WP_010940220.1
OG0001458	Utg323448_42	WP_010938146.1
OG0001459	Utg323448_43	WP_011792679.1
OG0001461	Utg323262_96	WP_010939487.1
OG0001462	Utg323262_112	WP_010938198.1
OG0001464	Utg323262_115	WP_010938762.1
OG0001465	Utg323262_162	WP_011791464.1
OG0001466	Utg323262_163	WP_043629201.1
OG0001468	Utg323316_186	WP_011791975.1
OG0001470	Utg324548_36	WP_010940431.1
OG0001473	Utg323990_88, Utg323990_89	WP_011792544.1
OG0001474	Utg323990_74	WP_010939529.1
OG0001475	Utg323990_67	WP_011791921.1
OG0001477	Utg323074_194	WP_011793139.1
OG0001478	Utg323074_154	WP_011792085.1
OG0001479	Utg323074_140	WP_010937799.1
OG0001482	Utg323392_140	WP_010939113.1
OG0001484	Utg323152_483	WP_223294610.1
OG0001485	Utg323152_448	WP_011792912.1
OG0001486	Utg323152_398	WP_011791686.1
OG0001489	Utg323140_21, Utg323152_59	WP_011791365.1
OG0001490	Utg323152_304	WP_011793004.1
OG0001491	Utg323152_305	WP_010937622.1
OG0001492	Utg323152_306	WP_010937621.1
OG0001493	Utg323152_307	WP_011793005.1
OG0001494	Utg323152_321	WP_010938209.1
OG0001495	Utg323152_322	WP_010937357.1
OG0001496	Utg323152_324	WP_014524186.1
OG0001497	Utg323152_325	WP_010937354.1
OG0001498	Utg323152_326	WP_010940492.1
OG0001499	Utg323152_333	WP_010937818.1
OG0001500	Utg323152_334	WP_010937819.1
OG0001501	Utg323152_335	WP_223294608.1
OG0001502	Utg323152_336	WP_010937821.1
OG0001503	Utg323152_337	WP_010937822.1
OG0001504	Utg323152_344	WP_010937827.1
OG0001505	Utg323152_373	WP_011792667.1
OG0001507	Utg323392_42	WP_010940608.1
OG0001508	Utg323392_53	WP_010940144.1
OG0001510	Utg323392_105	WP_010938301.1
OG0001512	Utg323392_125	WP_010937552.1
OG0001514	Utg323152_594	WP_011791695.1
OG0001515	Utg323152_595	WP_011791694.1
OG0001517	Utg323632_369	WP_011791682.1
OG0001518	Utg323632_231	WP_011791442.1
OG0001519	Utg323632_77	WP_011791912.1
OG0001524	Utg323316_132	WP_010939130.1
OG0001527	Utg323152_399	WP_011791687.1
OG0001529	Utg323152_597	WP_043629654.1
OG0001531	Utg323632_220	WP_011791612.1
OG0001532	Utg323152_396	WP_010940024.1
OG0001533	Utg323266_96	WP_010938036.1
OG0001536	Utg323180_257	WP_010938585.1
OG0001539	Utg323074_86	WP_011791322.1
OG0001540	Utg323152_416	WP_011791324.1
OG0001541	Utg323152_487	WP_011792796.1
OG0001542	Utg323180_190	WP_010939181.1
OG0001547	Utg323300_296	WP_043629705.1
OG0001549	Utg323392_253	WP_011791870.1
OG0001569	Utg323632_115	WP_011792860.1
OG0001581	Utg323152_188	WP_011792561.1
OG0001584	Utg323300_142	WP_010939073.1
OG0001585	Utg323140_252	WP_010939928.1
OG0001586	Utg323152_554	WP_011791716.1
OG0001596	Utg323180_219	WP_011791526.1
OG0001612	Utg323152_572	WP_011792065.1
OG0001613	Utg323152_573	WP_011792066.1
OG0001616	Utg323990_71	WP_011792659.1
OG0001624	Utg323632_332	WP_150100254.1
OG0001638	Utg323180_311	WP_010939501.1
OG0001640	Utg323180_273	WP_223294595.1
OG0001645	Utg323180_202	WP_010938290.1
OG0001647	Utg323180_171	WP_011792756.1
OG0001649	Utg323160_19	WP_011176592.1
OG0001650	Utg323160_18	WP_011176591.1
OG0001653	Utg323180_297	WP_011792733.1
OG0001654	Utg323300_423	WP_011791778.1
OG0001656	Utg323180_36	WP_010939484.1
OG0001657	Utg323180_28	WP_011791988.1
OG0001668	Utg323152_128	WP_010937941.1
OG0001676	Utg323266_29	WP_011791678.1
OG0001677	Utg323300_253	WP_010938183.1
OG0001678	Utg323266_19	WP_011792545.1
OG0001681	Utg323160_119	WP_011791796.1
OG0001682	Utg323160_115	WP_010937979.1
OG0001687	Utg324810_22	WP_011792914.1
OG0001689	Utg323300_150	WP_011792111.1
OG0001695	Utg323180_499	WP_223294622.1
OG0001698	Utg324810_93	WP_010940617.1
OG0001701	Utg323300_192	WP_010938753.1
OG0001702	Utg323300_257	WP_011791818.1, WP_011791508.1, WP_011791817.1
OG0001703	Utg323300_213	WP_011792619.1
OG0001708	Utg323300_375	WP_011792889.1
OG0001712	Utg323316_312	WP_011792164.1
OG0001713	Utg323316_150	WP_011792430.1
OG0001715	Utg323316_101	WP_011791443.1
OG0001716	Utg323316_97, Utg323632_2	WP_011792091.1, WP_011787321.1
OG0001717	Utg323316_85	WP_010939234.1
OG0001718	Utg323448_45	WP_011792677.1
OG0001719	Utg323448_46	WP_010938150.1
OG0001721	Utg323300_240	WP_010939574.1
OG0001730	Utg323990_87	WP_010938292.1
OG0001731	Utg323074_135	WP_010938863.1
OG0001733	Utg323392_201	WP_011792840.1
OG0001739	Utg323152_185	WP_223294592.1
OG0001742	Utg323152_85	WP_010938194.1
OG0001747	Utg323152_311	WP_010938212.1
OG0001750	Utg323152_345	WP_010937828.1
OG0001757	Utg323392_126	WP_010939585.1
OG0001768	Utg323632_139	WP_011792235.1
OG0001772	Utg323140_218	WP_010940223.1
OG0001776	Utg323074_200, Utg323262_8, Utg323152_519	WP_011792831.1
OG0001778	Utg323140_59	WP_011791998.1
OG0001783	Utg323152_36	WP_010938488.1
OG0001787	Utg323180_568	WP_010937897.1
OG0001788	Utg323180_580	WP_011792550.1
OG0001790	Utg323262_76	WP_011791852.1
OG0001791	Utg323262_149	WP_010940339.1, WP_010939797.1, WP_010940343.1, WP_011791893.1
OG0001792	Utg323262_152	WP_011792838.1, WP_010938244.1, WP_011792762.1
OG0001793	Utg323262_159	WP_011792867.1
OG0001796	Utg323316_159, Utg323316_160	WP_011792122.1
OG0001798	Utg323392_210	WP_011791691.1
OG0001799	Utg323448_120	WP_223294678.1
OG0001804	Utg324810_85	WP_011792048.1
OG0001828	Utg323180_170	WP_011792757.1
OG0001835	Utg323300_191	WP_011792551.1
OG0001856	Utg323152_575	WP_010939398.1
OG0001858	Utg323392_101	WP_010937903.1
OG0001859	Utg323392_241	WP_011792685.1
OG0001865	Utg323392_194	WP_223294607.1
OG0001874	Utg323180_483	WP_011792145.1
OG0001878	Utg323152_580	WP_011792069.1
OG0001883	Utg323152_589	WP_010940170.1
OG0001897	Utg323316_279	WP_011787421.1
OG0001899	Utg325220_113	WP_011792590.1
OG0001900	Utg323262_145	WP_011791386.1
OG0001904	Utg323180_539	WP_011791902.1
OG0001921	Utg323300_259, Utg323300_258	WP_010939755.1
OG0001923	Utg324810_37	WP_011792319.1
OG0001924	Utg323300_226	WP_011792956.1
OG0001925	Utg323300_230	WP_010937339.1
OG0001929	Utg323300_328	WP_010937454.1
OG0001931	Utg323300_333	WP_010939217.1
OG0001933	Utg323316_311	WP_011792531.1
OG0001942	Utg323316_86	WP_043629506.1
OG0001972	Utg323392_197	WP_011791497.1
OG0001975	Utg323074_25	WP_010940198.1
OG0001978	Utg323152_440	WP_010938878.1
OG0001993	Utg323152_55, Utg323152_56	WP_010938750.1
OG0001998	Utg323152_246	WP_010938713.1
OG0002023	Utg323152_432	WP_011792388.1
OG0002027	Utg323392_41	WP_011792130.1
OG0002041	Utg323074_97	WP_011791683.1
OG0002042	Utg323074_219	WP_011787334.1
OG0002045	Utg323300_46, Utg323152_18	WP_011792625.1
OG0002051	Utg323152_475	WP_223294573.1
OG0002056	Utg323180_550	WP_223294596.1
OG0002058	Utg323262_64	WP_010939668.1
OG0002059	Utg323262_66	WP_011791857.1
OG0002064	Utg323316_58	WP_043629570.1, WP_043629277.1, WP_014524464.1
OG0002065	Utg323316_91	WP_011791471.1
OG0002125	Utg323262_22	WP_011793080.1
OG0002142	Utg323392_240	WP_011792313.1
OG0002153	Utg323152_576	WP_011791348.1
OG0002166	Utg323392_198	WP_043629184.1
OG0002170	Utg323140_79	WP_011792741.1
OG0002191	Utg323160_120	WP_010938968.1
OG0002234	Utg323316_102	WP_043629288.1
OG0002239	Utg323074_68	WP_011793012.1
OG0002261	Utg323152_195	WP_011791865.1
OG0002268	Utg323152_289	WP_011792841.1
OG0002291	Utg323632_39	WP_011791591.1
OG0002299	Utg323990_204	WP_010937492.1, WP_043629144.1
OG0002305	Utg323074_19, Utg323152_604	WP_010939708.1
OG0002307	Utg323074_79	WP_011791584.1
OG0002314	Utg323152_569	WP_011792064.1
OG0002315	Utg323152_581	WP_011792070.1
OG0002325	Utg323180_271	WP_011792635.1
OG0002329	Utg323180_448	WP_010937444.1
OG0002333	Utg323262_13	WP_049758115.1
OG0002339	Utg323300_286	WP_043629591.1
OG0002340	Utg323300_409	WP_010938003.1, WP_014524292.1
OG0002343	Utg323316_92	WP_010940422.1
OG0002344	Utg323316_366	WP_011792719.1, WP_011791732.1
OG0002346	Utg323392_12	WP_011792078.1
OG0002347	Utg323392_15	WP_081429029.1
OG0002354	Utg325220_95	WP_263053287.1
OG0002458	Utg323180_570	WP_010940204.1
OG0002496	Utg323180_679	WP_011792920.1
OG0002519	Utg323300_252	WP_010938182.1
OG0002548	Utg323300_292	WP_010939134.1
OG0002555	Utg323140_237, Utg323140_238	WP_011792585.1
OG0002597	Utg323300_145	WP_011791437.1
OG0002627	Utg323316_79	WP_011791631.1
OG0002642	Utg323152_351, Utg323074_77	WP_010937383.1
OG0002643	Utg323074_98	WP_011791569.1, WP_011787358.1
OG0002645	Utg323074_217	WP_011792955.1
OG0002652	Utg323152_127	WP_014524311.1
OG0002653	Utg323152_180	WP_010938281.1
OG0002654	Utg323152_210	WP_011792881.1
OG0002657	Utg323152_516	WP_011791521.1
OG0002670	Utg323180_282	WP_141291704.1
OG0002671	Utg323180_333	WP_010939271.1, WP_010937402.1
OG0002681	Utg323300_183	WP_010937335.1
OG0002684	Utg325220_36, Utg323316_26	WP_190275052.1
OG0002685	Utg323316_40	WP_190275051.1
OG0002686	Utg323316_44	WP_011791897.1
OG0002700	Utg323990_26	WP_011792173.1
OG0002701	Utg323990_68	WP_011791725.1
OG0002946	Utg323160_111	WP_011792653.1
OG0003037	Utg323074_195	WP_223294691.1
OG0003039	Utg323074_208	WP_011793132.1
OG0003059	Utg323152_515	WP_011791520.1
OG0003064	Utg323152_605	WP_011791330.1
OG0003089	Utg323266_69	WP_011791599.1, WP_011792701.1
OG0003102	Utg323316_25	WP_011792027.1
OG0003104	Utg323316_41	WP_011792018.1
OG0003122	Utg323632_171	WP_010939582.1, WP_010938690.1
OG0003131	Utg323990_91	WP_014524207.1
OG0003135	Utg325220_35	WP_011792025.1
OG0003136	Utg325220_68	WP_223294676.1
OG0003566	Utg323316_68	WP_011791392.1
OG0003665	Utg323140_20	WP_010938764.1
OG0003725	Utg323300_19	WP_011792717.1
OG0003735	Utg323300_452	WP_011793106.1
OG0003755	Utg323316_255	WP_011791582.1
OG0003765	Utg323448_110	WP_014524487.1
OG0003787	Utg325220_5	WP_190275046.1
OG0003788	Utg325220_11	WP_011792015.1
OG0004673	Utg323152_352	WP_011793150.1
OG0004696	Utg323160_46	WP_011792295.1
OG0004718	Utg323180_369	WP_011791834.1
OG0004829	Utg323632_167	WP_010939880.1
