Orthogroup	Geobacter sulfurreducens PCA	Desulfocapsa sulfexigens DSM 10523
OG0001296	WP_010943339.1	WP_015405503.1
OG0001297	WP_010943340.1	WP_015405504.1
OG0001298	WP_010941305.1	WP_015405553.1
OG0001299	WP_010941598.1	WP_015405568.1
OG0001302	WP_010940816.1	WP_041916361.1
OG0001303	WP_010943854.1	WP_041916463.1
OG0001304	WP_010942867.1	WP_052326940.1
OG0001305	WP_010943918.1	WP_083907266.1
OG0001308	WP_010940785.1	WP_167320735.1
OG0001334	WP_010941768.1	WP_041916672.1
OG0001336	WP_010941819.1	WP_015404620.1
OG0001339	WP_010942712.1	WP_015405648.1
OG0001341	WP_010943101.1	WP_015405635.1
OG0001344	WP_010940690.1	WP_015403859.1
OG0001349	WP_010941154.1	WP_015403139.1
OG0001350	WP_010942673.1	WP_015403070.1
OG0001351	WP_010942674.1	WP_015403069.1
OG0001352	WP_010941717.1	WP_083907249.1
OG0001354	WP_010940917.1	WP_015402411.1
OG0001358	WP_010942511.1	WP_015403757.1
OG0001361	WP_235045009.1	WP_015404784.1
OG0001367	WP_010942690.1	WP_015403355.1
OG0001369	WP_010941064.1	WP_015403939.1
OG0001370	WP_010941618.1, WP_235044950.1	WP_015403338.1
OG0001371	WP_010941604.1	WP_015402611.1
OG0001377	WP_010943718.1	WP_015404675.1
OG0001379	WP_010942675.1	WP_015403068.1
OG0001384	WP_010940797.1	WP_015403420.1
OG0001389	WP_010941031.1	WP_015404135.1
OG0001390	WP_010942140.1	WP_015404729.1
OG0001392	WP_010942641.1	WP_015403848.1
OG0001393	WP_010942422.1	WP_015402537.1
OG0001395	WP_010942338.1	WP_015402310.1
OG0001397	WP_010940986.1	WP_015402330.1
OG0001398	WP_010941162.1	WP_015402341.1
OG0001399	WP_010940946.1	WP_041916246.1, WP_015402347.1
OG0001402	WP_010940921.1, WP_010940879.1	WP_015402406.1, WP_015404251.1
OG0001408	WP_010941752.1	WP_015405268.1, WP_015402566.1
OG0001411	WP_010941021.1	WP_015402634.1
OG0001412	WP_010940959.1, WP_010941360.1	WP_015402655.1
OG0001413	WP_010942174.1	WP_015402663.1
OG0001417	WP_010941287.1	WP_015404679.1, WP_015402757.1
OG0001418	WP_010942847.1	WP_015402766.1
OG0001423	WP_010943456.1	WP_015403191.1
OG0001424	WP_010943609.1	WP_015403202.1
OG0001426	WP_010942341.1	WP_015403288.1
OG0001428	WP_010943707.1	WP_015403329.1
OG0001430	WP_010942074.1	WP_015403607.1, WP_015403407.1
OG0001434	WP_010941197.1	WP_015403502.1
OG0001435	WP_010942956.1	WP_015403513.1
OG0001437	WP_010941968.1	WP_015403599.1
OG0001440	WP_010941351.1	WP_015403730.1
OG0001441	WP_010942482.1	WP_015403739.1
OG0001442	WP_010941964.1	WP_015403745.1
OG0001443	WP_010941381.1	WP_015403750.1
OG0001445	WP_010942337.1	WP_015403852.1
OG0001450	WP_010941243.1	WP_015403937.1
OG0001451	WP_235044987.1	WP_015403962.1
OG0001453	WP_235044969.1	WP_015404011.1, WP_015405581.1
OG0001455	WP_010942460.1	WP_015404060.1
OG0001457	WP_010942433.1	WP_015404247.1, WP_015404205.1, WP_015404238.1
OG0001460	WP_010941597.1	WP_015404341.1
OG0001463	WP_235044882.1	WP_015404364.1
OG0001464	WP_010941857.1	WP_015404371.1
OG0001465	WP_010941120.1	WP_015404377.1
OG0001466	WP_010941121.1	WP_015404378.1
OG0001467	WP_010942998.1	WP_015404395.1
OG0001468	WP_010940909.1	WP_015404403.1
OG0001472	WP_010942123.1	WP_083907333.1, WP_015404561.1
OG0001474	WP_010943727.1	WP_015404587.1
OG0001475	WP_235044870.1	WP_015404593.1
OG0001476	WP_010942685.1	WP_015404603.1
OG0001477	WP_010941290.1	WP_015404630.1
OG0001478	WP_010942741.1	WP_015404708.1
OG0001481	WP_010941112.1	WP_015404775.1
OG0001482	WP_010942657.1	WP_015404801.1
OG0001486	WP_235044953.1	WP_015404957.1
OG0001487	WP_235044902.1, WP_010941333.1	WP_015404962.1
OG0001488	WP_010941376.1	WP_015405071.1, WP_015405179.1
OG0001490	WP_010941075.1	WP_015405283.1
OG0001491	WP_010941076.1	WP_015405284.1
OG0001492	WP_010941077.1	WP_015405285.1
OG0001493	WP_010941078.1	WP_015405286.1
OG0001494	WP_010941089.1	WP_015405298.1
OG0001495	WP_010941090.1	WP_015405299.1
OG0001496	WP_010941092.1	WP_015405301.1
OG0001497	WP_010941093.1	WP_015405302.1
OG0001498	WP_010941094.1	WP_015405303.1
OG0001499	WP_010943677.1	WP_015405310.1
OG0001500	WP_010943676.1	WP_015405311.1
OG0001501	WP_010943675.1	WP_015405312.1
OG0001502	WP_010943674.1	WP_015405313.1
OG0001503	WP_010943673.1	WP_015405314.1
OG0001504	WP_010943667.1	WP_015405321.1
OG0001505	WP_010943663.1	WP_015405325.1
OG0001506	WP_010941896.1, WP_010943660.1	WP_015405335.1, WP_015405336.1
OG0001511	WP_010941117.1	WP_015405401.1
OG0001512	WP_010941709.1	WP_015405403.1
OG0001514	WP_010943624.1	WP_015405464.1
OG0001515	WP_010943626.1	WP_015405465.1
OG0001516	WP_010943558.1, WP_010943394.1	WP_015405481.1
OG0001524	WP_010942459.1	WP_041916379.1
OG0001525	WP_010943565.1, WP_010943759.1	WP_041916439.1
OG0001527	WP_010941110.1	WP_041917007.1
OG0001528	WP_010941132.1	WP_041917081.1
OG0001529	WP_010943627.1	WP_041917103.1
OG0001530	WP_010942220.1	WP_052326981.1
OG0001532	WP_010942660.1	WP_228130018.1
OG0001533	WP_010943767.1	WP_228130037.1
OG0001535	WP_010942914.1	WP_228130052.1
OG0001573	WP_010941328.1	WP_015405019.1
OG0001575	WP_010941273.1, WP_010942943.1	WP_015405270.1
OG0001577	WP_010942947.1	WP_265588638.1
OG0001581	WP_010942726.1	WP_015405052.1
OG0001585	WP_010941151.1	WP_015403064.1
OG0001586	WP_010942366.1	WP_015405446.1
OG0001594	WP_010943196.1, WP_010942386.1	WP_015402917.1
OG0001597	WP_010940725.1	WP_015402932.1
OG0001603	WP_010941619.1	WP_015403042.1
OG0001607	WP_010941400.1	WP_015403110.1
OG0001618	WP_235044966.1	WP_015405109.1
OG0001621	WP_010940982.1, WP_010941877.1	WP_015403608.1, WP_083907183.1
OG0001628	WP_014551636.1	WP_015402297.1
OG0001631	WP_010941230.1	WP_015402369.1
OG0001632	WP_010942378.1	WP_015402378.1
OG0001633	WP_010940912.1	WP_015402424.1
OG0001635	WP_010941195.1	WP_015402444.1
OG0001636	WP_010943197.1	WP_015402461.1
OG0001637	WP_010941113.1	WP_015402463.1
OG0001639	WP_010941034.1	WP_015402476.1
OG0001642	WP_010942008.1	WP_015402529.1
OG0001643	WP_010942948.1	WP_015402562.1
OG0001644	WP_010940888.1	WP_015402568.1
OG0001648	WP_010942744.1	WP_015402605.1
OG0001652	WP_010943566.1	WP_015402651.1
OG0001653	WP_010943025.1	WP_015402676.1
OG0001654	WP_010941707.1	WP_015402693.1
OG0001662	WP_010941282.1, WP_010941201.1, WP_010943832.1, WP_235044911.1, WP_010942431.1, WP_010943843.1	WP_015402845.1
OG0001663	WP_010943836.1, WP_235044958.1	WP_015402846.1
OG0001664	WP_010941194.1	WP_015402916.1
OG0001665	WP_010943607.1	WP_015402950.1
OG0001667	WP_010943965.1	WP_015402985.1
OG0001672	WP_010940770.1	WP_015403024.1
OG0001675	WP_010941760.1	WP_015403157.1
OG0001680	WP_010941190.1	WP_015403226.1
OG0001688	WP_010942839.1	WP_015403435.1
OG0001689	WP_010943410.1	WP_015403450.1
OG0001690	WP_010943588.1	WP_015403457.1
OG0001691	WP_010943589.1	WP_015403458.1
OG0001698	WP_010940851.1	WP_015403634.1
OG0001699	WP_010943068.1	WP_015403676.1
OG0001700	WP_010941234.1	WP_015403741.1
OG0001706	WP_010941003.1	WP_015403913.1
OG0001709	WP_010942397.1	WP_015403969.1
OG0001711	WP_010940751.1	WP_015404002.1
OG0001712	WP_238525120.1	WP_015404012.1
OG0001720	WP_010940830.1	WP_015404347.1
OG0001727	WP_164930460.1	WP_015404491.1
OG0001729	WP_010941848.1	WP_015404557.1
OG0001732	WP_010941850.1, WP_010941901.1	WP_015404734.1
OG0001733	WP_010943982.1	WP_015404751.1
OG0001735	WP_010940775.1	WP_015404805.1
OG0001740	WP_010940886.1	WP_015405058.1
OG0001741	WP_235044939.1	WP_015405059.1
OG0001747	WP_010941082.1	WP_015405290.1
OG0001748	WP_010943672.1	WP_015405315.1
OG0001749	WP_010943668.1	WP_015405320.1
OG0001750	WP_010943666.1	WP_015405322.1
OG0001751	WP_010943643.1	WP_015405327.1
OG0001752	WP_010941748.1	WP_015405351.1
OG0001758	WP_010943704.1	WP_015405425.1
OG0001759	WP_010941565.1	WP_015405474.1
OG0001760	WP_010941836.1	WP_015405476.1
OG0001761	WP_010941837.1	WP_015405477.1
OG0001762	WP_010941838.1	WP_015405478.1
OG0001764	WP_010941308.1	WP_015405556.1
OG0001765	WP_010943809.1	WP_015405599.1
OG0001770	WP_010943687.1	WP_015405678.1
OG0001776	WP_010942499.1	WP_052326997.1
OG0001779	WP_010940833.1	WP_153304809.1
OG0001782	WP_010941782.1	WP_228130047.1
OG0001821	WP_010943172.1	WP_015402747.1
OG0001825	WP_010943042.1	WP_228130051.1
OG0001835	WP_010943084.1	WP_015403755.1
OG0001848	WP_010942952.1	WP_052327045.1
OG0001852	WP_010942196.1	WP_015403702.1
OG0001853	WP_010941399.1, WP_010941395.1	WP_015403109.1
OG0001858	WP_010942112.1	WP_015405384.1
OG0001860	WP_276524823.1	WP_015404617.1
OG0001875	WP_010940915.1, WP_010940922.1	WP_015402415.1
OG0001892	WP_010943842.1	WP_015402844.1
OG0001892	WP_010942432.1, WP_010943839.1	WP_015402841.1
OG0001897	WP_235044888.1	WP_015405578.1
OG0001898	WP_010940727.1	WP_015402965.1
OG0001899	WP_010942407.1	WP_015403091.1
OG0001901	WP_010942961.1	WP_015403182.1
OG0001910	WP_010942254.1	WP_015403512.1
OG0001918	WP_010941367.1	WP_015403716.1
OG0001924	WP_010943915.1	WP_015403826.1
OG0001930	WP_010942078.1	WP_015403897.1
OG0001932	WP_010942345.1	WP_015403961.1
OG0001952	WP_144011893.1	WP_015404337.1
OG0001958	WP_010943377.1	WP_015404514.1
OG0001965	WP_010942125.1	WP_015404563.1
OG0001966	WP_010943127.1	WP_015404580.1
OG0001969	WP_010942090.1, WP_010941545.1	WP_015404607.1
OG0001978	WP_010942702.1	WP_015404880.1
OG0001981	WP_010941510.1	WP_015404966.1
OG0001990	WP_010941562.1	WP_015405096.1
OG0002000	WP_010941074.1	WP_015405282.1
OG0002001	WP_010941091.1	WP_015405300.1
OG0002002	WP_010943680.1	WP_015405306.1
OG0002003	WP_010941037.1	WP_015405338.1
OG0002008	WP_010943269.1	WP_015405459.1
OG0002010	WP_010940837.1	WP_015405483.1
OG0002030	WP_010942672.1	WP_153304818.1
OG0002031	WP_010942043.1	WP_153304904.1
OG0002032	WP_235044904.1	WP_153304926.1
OG0002038	WP_235044985.1	WP_228130057.1
OG0002040	WP_010942087.1	WP_265588646.1
OG0002104	WP_010941824.1, WP_010941616.1	WP_015403054.1
OG0002105	WP_010941982.1	WP_015402573.1
OG0002108	WP_010943076.1	WP_015403120.1
OG0002118	WP_010941537.1	WP_015402909.1
OG0002131	WP_010941401.1	WP_015403111.1
OG0002132	WP_010941403.1	WP_015403113.1
OG0002133	WP_010941404.1	WP_015403115.1
OG0002149	WP_010941402.1	WP_015403112.1
OG0002150	WP_010941871.1	WP_015404387.1
OG0002160	WP_010940938.1	WP_015402456.1
OG0002170	WP_010941831.1	WP_015402772.1
OG0002171	WP_010942997.1	WP_015402829.1
OG0002173	WP_010940947.1	WP_015402836.1
OG0002188	WP_010943428.1	WP_015403133.1, WP_015404422.1
OG0002192	WP_010941001.1	WP_015403243.1
OG0002194	WP_010943536.1	WP_015403386.1
OG0002207	WP_010941488.1	WP_015403679.1
OG0002214	WP_010943914.1	WP_015403827.1
OG0002215	WP_010942224.1	WP_015403828.1
OG0002218	WP_010942111.1	WP_015403858.1
OG0002221	WP_010941661.1	WP_015403938.1
OG0002224	WP_010942595.1	WP_015404053.1, WP_041916367.1
OG0002234	WP_010942413.1	WP_015404137.1
OG0002238	WP_010942594.1, WP_010942599.1	WP_015404201.1
OG0002239	WP_010942159.1	WP_015404204.1
OG0002244	WP_010943146.1, WP_010941285.1, WP_010942144.1	WP_015404498.1
OG0002246	WP_010941744.1	WP_015404529.1
OG0002247	WP_010941747.1	WP_015404530.1
OG0002248	WP_010943868.1	WP_015404542.1
OG0002250	WP_010942124.1	WP_015404562.1
OG0002262	WP_010941532.1	WP_015405069.1
OG0002264	WP_010942059.1	WP_015405624.1, WP_015405094.1
OG0002270	WP_010941073.1	WP_015405278.1
OG0002271	WP_010941688.1	WP_015405316.1
OG0002272	WP_010943671.1	WP_015405317.1
OG0002275	WP_010943375.1	WP_015405366.1
OG0002278	WP_010943096.1	WP_015405400.1
OG0002279	WP_010941352.1	WP_015405402.1
OG0002281	WP_010942622.1	WP_015405591.1
OG0002282	WP_010942623.1	WP_015405592.1
OG0002286	WP_010941191.1	WP_015405667.1
OG0002289	WP_010940793.1	WP_015405713.1
OG0002294	WP_010941743.1	WP_083907232.1
OG0002300	WP_010943864.1, WP_010940955.1	WP_228130006.1
OG0002463	WP_010942679.1	WP_015404507.1
OG0002464	WP_010943103.1	WP_015405267.1
OG0002495	WP_010942827.1	WP_015405645.1
OG0002499	WP_010943278.1, WP_010940983.1	WP_015402344.1
OG0002508	WP_010941930.1	WP_015402806.1
OG0002512	WP_010942982.1	WP_015402865.1
OG0002513	WP_010943299.1	WP_015403038.1
OG0002516	WP_010940691.1	WP_015403089.1
OG0002521	WP_010943155.1	WP_015403215.1
OG0002525	WP_010943319.1	WP_015403286.1
OG0002526	WP_010943320.1	WP_015403287.1
OG0002533	WP_235045007.1	WP_015403439.1
OG0002558	WP_164930429.1	WP_015404043.1
OG0002570	WP_010943871.1	WP_015404438.1
OG0002571	WP_010942148.1	WP_015404497.1
OG0002572	WP_010942145.1	WP_015404501.1
OG0002587	WP_010941650.1, WP_010943797.1	WP_015404920.1
OG0002591	WP_010942974.1	WP_015405118.1
OG0002592	WP_010942979.1	WP_015405120.1
OG0002593	WP_010942978.1	WP_015405121.1
OG0002613	WP_010940746.1	WP_015405497.1
OG0002618	WP_010943015.1	WP_015405565.1
OG0002623	WP_010941868.1	WP_041916261.1
OG0002626	WP_010942092.1, WP_010941548.1	WP_041916410.1
OG0002635	WP_010942146.1	WP_153304890.1
OG0002826	WP_010940724.1	WP_208598466.1
OG0002829	WP_010943421.1	WP_015403691.1
OG0002833	WP_010943427.1	WP_015402623.1
OG0002862	WP_010942154.1	WP_015404236.1
OG0002906	WP_235045011.1	WP_015402333.1
OG0002909	WP_010941216.1	WP_015402420.1, WP_015404222.1
OG0002912	WP_010942175.1	WP_015402479.1
OG0002916	WP_010942635.1	WP_015402578.1
OG0002918	WP_010941359.1	WP_015402654.1
OG0002921	WP_010942728.1	WP_015402734.1
OG0002924	WP_010943840.1	WP_015402842.1
OG0002932	WP_010943742.1	WP_015403049.1
OG0002934	WP_010941617.1	WP_015403053.1
OG0002938	WP_010940910.1	WP_015403190.1
OG0002945	WP_010942020.1	WP_015403315.1
OG0002968	WP_010941830.1	WP_015404389.1
OG0002971	WP_010942007.1	WP_015404458.1
OG0002972	WP_235044867.1	WP_015404505.1
OG0002973	WP_010942678.1	WP_015404506.1
OG0002974	WP_010940747.1	WP_015404518.1
OG0002975	WP_010940748.1	WP_015404519.1
OG0002985	WP_010941976.1	WP_015404834.1
OG0002995	WP_010942975.1	WP_015405117.1
OG0002997	WP_010942977.1	WP_015405122.1
OG0003005	WP_010942916.1	WP_015405444.1
OG0003008	WP_010943963.1	WP_015405507.1
OG0003010	WP_010941378.1	WP_015405548.1
OG0003012	WP_010942060.1	WP_015405625.1
OG0003014	WP_010940735.1	WP_015405723.1
OG0003023	WP_010940856.1	WP_153304894.1
OG0003415	WP_010941812.1	WP_015404231.1
OG0003416	WP_010943110.1	WP_015405157.1
OG0003487	WP_010942197.1	WP_015402559.1
OG0003507	WP_232008929.1	WP_015402840.1
OG0003508	WP_235044927.1	WP_015402843.1
OG0003543	WP_010943124.1	WP_015403560.1
OG0003545	WP_010943580.1	WP_015403642.1
OG0003548	WP_010943201.1	WP_015403693.1
OG0003560	WP_010942223.1	WP_015403829.1
OG0003570	WP_010943147.1	WP_015404244.1
OG0003586	WP_235044959.1	WP_015404494.1
OG0003600	WP_010943793.1	WP_015404926.1, WP_015404912.1
OG0004503	WP_010940733.1	WP_015402975.1
OG0004524	WP_235045016.1	WP_015403289.1
OG0004535	WP_010943570.1	WP_015403461.1
OG0004544	WP_010942830.1	WP_015403658.1
OG0004582	WP_010943804.1	WP_015404919.1
OG0004583	WP_010941102.1	WP_015404921.1
OG0004584	WP_010941101.1	WP_015404922.1
OG0004585	WP_010941100.1	WP_015404923.1
OG0004586	WP_010941099.1	WP_015404924.1
OG0004587	WP_010943794.1	WP_015404925.1
OG0004588	WP_010943792.1	WP_015404927.1
OG0004589	WP_010943787.1	WP_015404928.1
OG0004590	WP_010943786.1	WP_015404929.1
OG0004591	WP_235044923.1	WP_015404930.1
OG0004592	WP_010941098.1	WP_015404931.1
OG0004593	WP_235044952.1	WP_015404932.1
OG0004615	WP_010942014.1	WP_041916428.1
OG0004627	WP_010941621.1	WP_167320756.1
