Orthogroup	Geobacter sulfurreducens PCA	Desulfovibrio vulgaris DP4
OG0001490	WP_010941075.1	WP_011793004.1
OG0001491	WP_010941076.1	WP_010937622.1
OG0001492	WP_010941077.1	WP_010937621.1
OG0001493	WP_010941078.1	WP_011793005.1
OG0001494	WP_010941089.1	WP_010938209.1
OG0001495	WP_010941090.1	WP_010937357.1
OG0001496	WP_010941092.1	WP_014524186.1
OG0001497	WP_010941093.1	WP_010937354.1
OG0001498	WP_010941094.1	WP_010940492.1
OG0001499	WP_010943677.1	WP_010937818.1
OG0001500	WP_010943676.1	WP_010937819.1
OG0001501	WP_010943675.1	WP_223294608.1
OG0001502	WP_010943674.1	WP_010937821.1
OG0001503	WP_010943673.1	WP_010937822.1
OG0001504	WP_010943667.1	WP_010937827.1
OG0001505	WP_010943663.1	WP_011792667.1
OG0001512	WP_010941709.1	WP_010937552.1
OG0001514	WP_010943624.1	WP_011791695.1
OG0001515	WP_010943626.1	WP_011791694.1
OG0001524	WP_010942459.1	WP_010939130.1
OG0001527	WP_010941110.1	WP_011791687.1
OG0001529	WP_010943627.1	WP_043629654.1
OG0001532	WP_010942660.1	WP_010940024.1
OG0001533	WP_010943767.1	WP_010938036.1
OG0001539	WP_010942084.1	WP_011791322.1
OG0001541	WP_010943775.1	WP_011792796.1
OG0001542	WP_010941437.1	WP_010939181.1
OG0001547	WP_010941783.1	WP_043629705.1
OG0001549	WP_010943748.1	WP_011791870.1
OG0001552	WP_010941295.1, WP_010943649.1, WP_010941293.1	WP_011791563.1, WP_011787354.1
OG0001556	WP_010941249.1, WP_010941035.1	WP_010938091.1
OG0001558	WP_010942351.1	WP_011792662.1
OG0001562	WP_010943355.1	WP_011792226.1
OG0001563	WP_010941542.1	WP_011793163.1, WP_010938291.1, WP_010937955.1
OG0001564	WP_010942404.1, WP_010941032.1, WP_010941274.1, WP_010941033.1, WP_010941687.1	WP_223294645.1, WP_010937572.1
OG0001570	WP_010940894.1	WP_011792206.1
OG0001571	WP_010940897.1	WP_011792209.1
OG0001575	WP_010941273.1, WP_010942943.1	WP_010937794.1
OG0001577	WP_010942947.1	WP_011792366.1
OG0001581	WP_010942726.1	WP_011792561.1
OG0001584	WP_010941463.1	WP_010939073.1
OG0001585	WP_010941151.1	WP_010939928.1
OG0001586	WP_010942366.1	WP_011791716.1
OG0001590	WP_010940898.1	WP_011792210.1
OG0001593	WP_010941045.1	WP_011792394.1
OG0001607	WP_010941400.1	WP_010937740.1
OG0001616	WP_010942894.1	WP_011792659.1
OG0001626	WP_010941517.1	WP_011792047.1
OG0001631	WP_010941230.1	WP_043629597.1
OG0001643	WP_010942948.1	WP_010938827.1
OG0001653	WP_010943025.1	WP_011792733.1
OG0001654	WP_010941707.1	WP_011791778.1
OG0001689	WP_010943410.1	WP_011792111.1
OG0001698	WP_010940851.1	WP_010940617.1
OG0001712	WP_238525120.1	WP_011792164.1
OG0001727	WP_164930460.1	WP_011787356.1
OG0001729	WP_010941848.1	WP_011792828.1
OG0001733	WP_010943982.1	WP_011792840.1
OG0001747	WP_010941082.1	WP_010938212.1
OG0001750	WP_010943666.1	WP_010937828.1
OG0001765	WP_010942631.1	WP_011787323.1
OG0001765	WP_010943809.1	WP_011791740.1
OG0001776	WP_010942499.1	WP_011792831.1
OG0001783	WP_010941553.1	WP_010938488.1
OG0001790	WP_010940765.1	WP_011791852.1
OG0001810	WP_010942743.1	WP_010937899.1
OG0001816	WP_010943390.1	WP_010940392.1
OG0001823	WP_010942531.1	WP_010938920.1
OG0001831	WP_010941357.1	WP_258312739.1
OG0001832	WP_010942257.1	WP_011791608.1
OG0001835	WP_010943084.1	WP_011792551.1
OG0001841	WP_010940895.1	WP_011792207.1
OG0001846	WP_010943766.1, WP_010943264.1	WP_011792856.1
OG0001858	WP_010942112.1	WP_010937903.1
OG0001859	WP_010942527.1	WP_011792685.1
OG0001897	WP_235044888.1	WP_011787421.1
OG0001899	WP_010942407.1	WP_011792590.1
OG0001924	WP_010943915.1	WP_011792956.1
OG0001932	WP_010942345.1	WP_014524404.1
OG0001966	WP_010943127.1	WP_011792526.1
OG0001978	WP_010942702.1	WP_010938878.1
OG0001990	WP_010941562.1	WP_223294687.1
OG0002031	WP_010942043.1	WP_011791715.1
OG0002041	WP_010944001.1	WP_011791683.1
OG0002042	WP_010941297.1	WP_011787334.1
OG0002045	WP_010942829.1	WP_011792625.1
OG0002056	WP_010942327.1	WP_223294596.1
OG0002064	WP_010942211.1	WP_043629570.1, WP_043629277.1, WP_014524464.1
OG0002081	WP_010940801.1	WP_011792055.1
OG0002082	WP_010942209.1	WP_043629474.1
OG0002084	WP_010941766.1	WP_011792592.1
OG0002087	WP_010942645.1	WP_010937940.1
OG0002091	WP_010941684.1	WP_011792073.1
OG0002095	WP_010943315.1	WP_011792589.1, WP_010940211.1
OG0002096	WP_010941337.1, WP_010941825.1, WP_010941993.1	WP_011791363.1
OG0002098	WP_010941789.1	WP_010937904.1
OG0002103	WP_010942344.1	WP_011792907.1
OG0002104	WP_010941824.1, WP_010941616.1	WP_011176601.1
OG0002109	WP_010942665.1	WP_011792246.1
OG0002112	WP_010944030.1	WP_011792242.1
OG0002116	WP_010941148.1	WP_011791779.1
OG0002117	WP_010941679.1	WP_081428847.1
OG0002125	WP_010941639.1	WP_011793080.1
OG0002140	WP_010942362.1	WP_011792348.1
OG0002142	WP_010941396.1	WP_011792313.1
OG0002170	WP_010941831.1	WP_011792741.1
OG0002234	WP_010942413.1	WP_043629288.1
OG0002238	WP_010942594.1, WP_010942599.1	WP_011787348.1
OG0002239	WP_010942159.1	WP_011793012.1
OG0002281	WP_010942622.1	WP_011176634.1
OG0002282	WP_010942623.1	WP_011787339.1
OG0002359	WP_010943123.1	WP_011793154.1
OG0002360	WP_010943125.1	WP_011791405.1
OG0002364	WP_010941992.1	WP_011791364.1
OG0002366	WP_010942927.1	WP_010937344.1
OG0002372	WP_010940848.1	WP_011792221.1
OG0002389	WP_235044996.1	WP_011791539.1
OG0002397	WP_235044986.1	WP_010938651.1
OG0002402	WP_010943961.1	WP_014524379.1
OG0002413	WP_010940933.1	WP_010937691.1
OG0002415	WP_010942506.1	WP_010940605.1
OG0002416	WP_010942505.1	WP_010940604.1
OG0002417	WP_010942504.1	WP_010940603.1
OG0002419	WP_010942267.1	WP_010939560.1, WP_010940541.1, WP_011792076.1
OG0002425	WP_010943872.1	WP_011791503.1, WP_011792715.1, WP_011792857.1
OG0002431	WP_010942551.1	WP_010940240.1
OG0002442	WP_010942448.1	WP_011792156.1
OG0002445	WP_010943695.1	WP_011791803.1
OG0002447	WP_010943822.1	WP_010939267.1
OG0002450	WP_010941161.1	WP_011792525.1
OG0002454	WP_010942295.1	WP_010939127.1
OG0002459	WP_010941215.1	WP_011792218.1
OG0002461	WP_010941983.1	WP_011792234.1
OG0002472	WP_010942971.1, WP_010940934.1	WP_011792084.1, WP_010937848.1
OG0002473	WP_010942915.1	WP_010939688.1
OG0002474	WP_010943117.1	WP_011791350.1
OG0002476	WP_010941581.1	WP_011792126.1
OG0002478	WP_010942498.1	WP_223294616.1
OG0002479	WP_010942619.1	WP_011792949.1
OG0002480	WP_010943717.1	WP_010938337.1
OG0002486	WP_250546393.1	WP_011792259.1
OG0002508	WP_010941930.1	WP_010940209.1
OG0002513	WP_010943299.1	WP_011791755.1
OG0002642	WP_010943866.1	WP_010937383.1
OG0002645	WP_010942617.1, WP_010943647.1	WP_011792955.1
OG0002654	WP_010943878.1	WP_011792881.1
OG0002722	WP_010942232.1	WP_011792848.1
OG0002723	WP_010941805.1	WP_011791595.1
OG0002751	WP_010943659.1	WP_011792384.1
OG0002758	WP_010942621.1	WP_043629985.1
OG0002771	WP_010940896.1	WP_011792208.1
OG0002777	WP_010942628.1	WP_011787326.1
OG0002784	WP_010941418.1	WP_010939274.1
OG0002787	WP_010940893.1	WP_223294684.1
OG0002809	WP_010943317.1	WP_011791542.1
OG0002814	WP_010941519.1, WP_010942215.1	WP_011792829.1
OG0002838	WP_010941172.1	WP_010938889.1
OG0002863	WP_010943119.1	WP_011791351.1
OG0002869	WP_010943118.1	WP_010940594.1
OG0002870	WP_010940709.1	WP_011792696.1
OG0002876	WP_010942528.1	WP_010938923.1
OG0002916	WP_010942635.1	WP_223294694.1
OG0003014	WP_010940735.1	WP_011787407.1
OG0003181	WP_010943600.1	WP_010940377.1
OG0003196	WP_010941416.1	WP_010939138.1
OG0003211	WP_010941256.1	WP_010940403.1
OG0003212	WP_010943329.1	WP_011791476.1
OG0003297	WP_010941515.1	WP_011792580.1
OG0003301	WP_010942694.1	WP_011792859.1
OG0003303	WP_010942734.1	WP_011792917.1
OG0003313	WP_010942825.1	WP_010937829.1
OG0003317	WP_010941471.1	WP_010938508.1
OG0003318	WP_010941355.1	WP_011792434.1
OG0003319	WP_010943378.1	WP_011791457.1
OG0003351	WP_010941799.1	WP_010938251.1
OG0003419	WP_010943120.1	WP_011791352.1
OG0004087	WP_010940815.1	WP_011791390.1
OG0004121	WP_010943884.1	WP_010937611.1
OG0004122	WP_010943734.1	WP_011792657.1
OG0004127	WP_010942922.1	WP_043629711.1
OG0004130	WP_010942856.1	WP_011792100.1
OG0004132	WP_010943661.1	WP_010937717.1
OG0004134	WP_010941529.1	WP_010938668.1
OG0004135	WP_235044990.1	WP_011792335.1
OG0004136	WP_010941943.1	WP_011792390.1
OG0004143	WP_010943089.1	WP_011792213.1
OG0004144	WP_010943347.1	WP_011792336.1
OG0004145	WP_010941818.1	WP_010937813.1
OG0004147	WP_010941235.1	WP_010940237.1
OG0004148	WP_010942837.1	WP_010938282.1
OG0004153	WP_010942308.1	WP_011793144.1
OG0004157	WP_010942995.1	WP_011791825.1
OG0004160	WP_010942070.1	WP_011793153.1
OG0004162	WP_010941300.1	WP_011792807.1
OG0004163	WP_010942279.1	WP_011791462.1
OG0004165	WP_010942283.1	WP_010940532.1
OG0004168	WP_010943726.1	WP_011791617.1
OG0004169	WP_010940807.1	WP_010940619.1
OG0004170	WP_010941786.1	WP_011792899.1
OG0004172	WP_235044866.1	WP_011792193.1
OG0004178	WP_235044916.1	WP_011792373.1
OG0004180	WP_010943034.1, WP_010942676.1	WP_011176728.1
OG0005741	WP_010942122.1	WP_010937389.1
OG0005745	WP_010943064.1	WP_010938471.1
OG0005748	WP_010941892.1	WP_010939109.1
OG0005753	WP_010941056.1	WP_010939580.1
OG0005758	WP_010942586.1	WP_011787349.1
OG0005760	WP_010940901.1	WP_011791701.1
OG0005761	WP_010943969.1	WP_011791839.1
OG0005772	WP_010941891.1	WP_011792204.1
OG0005792	WP_010941946.1	WP_011792700.1
OG0005794	WP_010941141.1	WP_011792961.1
OG0005795	WP_010942805.1	WP_011792971.1
OG0005802	WP_010942610.1	WP_043629427.1
OG0005803	WP_010942806.1	WP_223294619.1
OG0005804	WP_232008963.1	WP_223294627.1
OG0005805	WP_010941063.1	WP_223294647.1
OG0005807	WP_010942625.1	WP_223294692.1
