Orthogroup	Geobacter sulfurreducens PCA	Desulfocapsa_06_corrosive
OG0001268	WP_010943564.1	Utg323152_511
OG0001269	WP_010941842.1	Utg323152_401
OG0001273	WP_235044901.1	Utg323152_231
OG0001274	WP_010942443.1	Utg323152_173
OG0001276	WP_010943629.1	Utg323152_76
OG0001277	WP_010943636.1	Utg323152_75
OG0001278	WP_010943622.1	Utg323152_68
OG0001279	WP_010943623.1	Utg323152_67
OG0001281	WP_010940701.1	Utg323152_44
OG0001282	WP_010942068.1	Utg323152_43
OG0001284	WP_010941079.1	Utg323152_308
OG0001285	WP_010941080.1	Utg323152_309
OG0001286	WP_010941081.1	Utg323152_310
OG0001287	WP_010941084.1	Utg323152_314, Utg323152_313
OG0001288	WP_010941085.1	Utg323152_315
OG0001289	WP_010941095.1	Utg323152_327
OG0001290	WP_010943681.1	Utg323152_328
OG0001293	WP_010942578.1	Utg323392_27
OG0001295	WP_010942365.1	Utg323152_553
OG0001296	WP_010943339.1	Utg323262_69
OG0001297	WP_010943340.1	Utg323262_70
OG0001298	WP_010941305.1	Utg323632_300
OG0001299	WP_010943153.1	Utg323180_558
OG0001299	WP_010941598.1	Utg323632_284
OG0001302	WP_010940816.1	Utg323300_330
OG0001303	WP_010943854.1	Utg323632_288
OG0001304	WP_010942867.1	Utg323180_508
OG0001305	WP_010943918.1	Utg323180_513
OG0001308	WP_010940785.1	Utg323300_381
OG0001314	WP_010943404.1	Utg323180_567
OG0001316	WP_010942430.1, WP_010943359.1, WP_010943528.1, WP_235044907.1, WP_010943543.1, WP_235044906.1, WP_010943511.1, WP_235044961.1, WP_010943529.1	Utg323300_163
OG0001317	WP_010941865.1	Utg323300_421
OG0001318	WP_010941174.1	Utg323392_209
OG0001328	WP_010941339.1, WP_010941233.1	Utg323262_168
OG0001330	WP_010941918.1	Utg323180_706
OG0001334	WP_010941768.1	Utg323160_118
OG0001339	WP_010942712.1	Utg323632_143
OG0001341	WP_010943101.1	Utg323152_137
OG0001344	WP_010940690.1	Utg323300_285
OG0001349	WP_010941154.1	Utg323300_430
OG0001350	WP_010942673.1	Utg323140_258
OG0001351	WP_010942674.1	Utg323140_257
OG0001352	WP_010941717.1	Utg323300_353
OG0001354	WP_010940917.1	Utg323180_485
OG0001357	WP_010943960.1	Utg323990_123
OG0001358	WP_010942511.1	Utg323300_193
OG0001366	WP_010941495.1, WP_010944009.1, WP_010942782.1, WP_010941984.1	Utg323316_172
OG0001367	WP_010942690.1	Utg323160_68
OG0001369	WP_010941064.1	Utg323300_365
OG0001370	WP_010941618.1, WP_235044950.1	Utg323160_90
OG0001371	WP_010941604.1	Utg323160_25
OG0001373	WP_010943563.1	Utg323074_37
OG0001375	WP_010943191.1	Utg323152_237
OG0001377	WP_010943718.1	Utg323074_223, Utg323990_3
OG0001379	WP_010942675.1	Utg323140_256
OG0001384	WP_010940797.1	Utg324810_47
OG0001389	WP_010941031.1	Utg323316_104
OG0001390	WP_010942140.1	Utg323074_127
OG0001393	WP_010942422.1	Utg323152_579
OG0001395	WP_010942338.1	Utg323180_688
OG0001397	WP_010940986.1	Utg323632_12
OG0001398	WP_010941162.1	Utg323180_644
OG0001399	WP_010940946.1	Utg323180_635
OG0001402	WP_010940921.1, WP_010940879.1	Utg323180_493, Utg323180_492
OG0001408	WP_010941752.1	Utg323180_230
OG0001411	WP_010941021.1	Utg323392_169
OG0001412	WP_010940959.1, WP_010941360.1	Utg323180_134
OG0001413	WP_010942174.1	Utg323266_14
OG0001417	WP_010941287.1	Utg323074_181
OG0001418	WP_010942847.1	Utg323140_71, Utg323140_70
OG0001423	WP_010943456.1	Utg323300_255
OG0001424	WP_010943609.1	Utg323266_21
OG0001426	WP_010942341.1	Utg323180_606
OG0001428	WP_010943707.1	Utg323160_108
OG0001430	WP_010942074.1	Utg324810_30
OG0001434	WP_010941197.1	Utg323300_79
OG0001435	WP_010942956.1	Utg323632_379
OG0001437	WP_010941968.1	Utg323140_145
OG0001440	WP_010941351.1	Utg323180_13
OG0001441	WP_010942482.1	Utg323300_170
OG0001442	WP_010941964.1	Utg323300_176
OG0001443	WP_010941381.1	Utg323300_186
OG0001445	WP_010942337.1	Utg323300_278
OG0001450	WP_010941243.1	Utg323300_363
OG0001451	WP_235044987.1	Utg323300_392
OG0001453	WP_235044969.1	Utg323316_313
OG0001455	WP_010942460.1	Utg323074_161
OG0001463	WP_235044882.1	Utg323152_415
OG0001464	WP_010941857.1	Utg323262_115
OG0001465	WP_010941120.1	Utg323262_162
OG0001466	WP_010941121.1	Utg323262_163
OG0001467	WP_010942998.1	Utg323300_237
OG0001468	WP_010940909.1	Utg323316_186
OG0001472	WP_010942123.1	Utg323990_122
OG0001474	WP_010943727.1	Utg323990_74
OG0001475	WP_235044870.1	Utg323990_67
OG0001476	WP_010942685.1	Utg323990_61
OG0001477	WP_010941290.1	Utg323074_194
OG0001478	WP_010942741.1	Utg323074_154
OG0001481	WP_010941112.1	Utg323392_167
OG0001482	WP_010942657.1	Utg323392_140
OG0001486	WP_235044953.1	Utg323152_398
OG0001487	WP_235044902.1, WP_010941333.1	Utg323152_393
OG0001488	WP_010941376.1	Utg323152_63
OG0001490	WP_010941075.1	Utg323152_304
OG0001491	WP_010941076.1	Utg323152_305
OG0001492	WP_010941077.1	Utg323152_306
OG0001493	WP_010941078.1	Utg323152_307
OG0001494	WP_010941089.1	Utg323152_321
OG0001495	WP_010941090.1	Utg323152_322
OG0001496	WP_010941092.1	Utg323152_324
OG0001497	WP_010941093.1	Utg323152_325
OG0001498	WP_010941094.1	Utg323152_326
OG0001499	WP_010943677.1	Utg323152_333
OG0001500	WP_010943676.1	Utg323152_334
OG0001501	WP_010943675.1	Utg323152_335
OG0001502	WP_010943674.1	Utg323152_336
OG0001503	WP_010943673.1	Utg323152_337
OG0001504	WP_010943667.1	Utg323152_344
OG0001505	WP_010943663.1	Utg323152_373
OG0001506	WP_010941896.1, WP_010943660.1	Utg323152_377, Utg323152_378
OG0001511	WP_010941117.1	Utg323392_123
OG0001512	WP_010941709.1	Utg323392_125
OG0001514	WP_010943624.1	Utg323152_594
OG0001515	WP_010943626.1	Utg323152_595
OG0001516	WP_010943558.1, WP_010943394.1	Utg323074_67
OG0001524	WP_010942459.1	Utg323316_132
OG0001525	WP_010943565.1, WP_010943759.1	Utg323152_157
OG0001527	WP_010941110.1	Utg323152_399
OG0001528	WP_010941132.1	Utg323392_44
OG0001529	WP_010943627.1	Utg323152_597
OG0001530	WP_010942220.1	Utg323300_212, Utg323316_332
OG0001532	WP_010942660.1	Utg323152_396
OG0001533	WP_010943767.1	Utg323266_96
OG0001535	WP_010942914.1	Utg323180_615
OG0001538	WP_010942717.1	Utg323180_92, Utg323074_81
OG0001539	WP_010942084.1	Utg323074_86
OG0001541	WP_010943775.1	Utg323152_487
OG0001542	WP_010941437.1	Utg323180_190
OG0001543	WP_010941775.1	Utg323180_252, Utg323180_250
OG0001546	WP_010943708.1	Utg323300_151
OG0001547	WP_010941783.1	Utg323300_296
OG0001549	WP_010943748.1	Utg323392_253
OG0001550	WP_010940931.1	Utg325220_78
OG0001572	WP_010941296.1	Utg323990_6, Utg323990_30
OG0001573	WP_010941328.1	Utg323152_224
OG0001581	WP_010942726.1	Utg323152_188
OG0001582	WP_010943199.1	Utg324810_81
OG0001584	WP_010941463.1	Utg323300_142
OG0001585	WP_010941151.1	Utg323140_252
OG0001586	WP_010942366.1	Utg323152_554
OG0001594	WP_010943196.1, WP_010942386.1	Utg323152_102
OG0001616	WP_010942894.1	Utg323990_71
OG0001618	WP_235044966.1	Utg323152_165
OG0001621	WP_010940982.1, WP_010941877.1	Utg323300_338
OG0001628	WP_014551636.1	Utg323180_701
OG0001632	WP_010942378.1	Utg323180_519
OG0001633	WP_010940912.1	Utg323180_473
OG0001635	WP_010941195.1	Utg323180_437
OG0001636	WP_010943197.1	Utg323152_434
OG0001637	WP_010941113.1	Utg323180_319
OG0001639	WP_010941034.1	Utg323180_294
OG0001642	WP_010942008.1	Utg323180_253
OG0001644	WP_010940888.1	Utg323180_227
OG0001652	WP_010943566.1	Utg323180_164
OG0001653	WP_010943025.1	Utg323180_297
OG0001654	WP_010941707.1	Utg323300_423
OG0001663	WP_010943836.1, WP_235044958.1	Utg323316_218
OG0001664	WP_010941194.1	Utg323140_165
OG0001665	WP_010943607.1	Utg323140_177
OG0001667	WP_010943965.1	Utg323152_133
OG0001672	WP_010940770.1	Utg323300_424
OG0001675	WP_010941760.1	Utg323140_127
OG0001680	WP_010941190.1	Utg323160_121
OG0001688	WP_010942839.1	Utg324810_61
OG0001689	WP_010943410.1	Utg323300_150
OG0001690	WP_010943588.1	Utg323140_40
OG0001691	WP_010943589.1	Utg323140_39
OG0001698	WP_010940851.1	Utg324810_93
OG0001699	WP_010943068.1	Utg323392_67
OG0001700	WP_010941234.1	Utg323300_171
OG0001706	WP_010941003.1	Utg323300_344
OG0001709	WP_010942397.1	Utg323316_345
OG0001711	WP_010940751.1	Utg323316_322
OG0001712	WP_238525120.1	Utg323316_312
OG0001720	WP_010940830.1	Utg323262_98
OG0001732	WP_010941850.1, WP_010941901.1	Utg323074_121
OG0001733	WP_010943982.1	Utg323392_201
OG0001735	WP_010940775.1	Utg323392_135
OG0001747	WP_010941082.1	Utg323152_311
OG0001748	WP_010943672.1	Utg323152_338
OG0001749	WP_010943668.1	Utg323152_343
OG0001750	WP_010943666.1	Utg323152_345
OG0001751	WP_010943643.1	Utg323152_375
OG0001752	WP_010941748.1	Utg323632_207
OG0001758	WP_010943704.1	Utg323392_131
OG0001759	WP_010941565.1	Utg323074_58
OG0001760	WP_010941836.1	Utg323074_60
OG0001761	WP_010941837.1	Utg323074_62
OG0001762	WP_010941838.1	Utg323074_63
OG0001764	WP_010941308.1	Utg323632_297
OG0001770	WP_010943687.1	Utg323632_112
OG0001776	WP_010942499.1	Utg323074_200, Utg323262_8, Utg323152_519
OG0001779	WP_010940833.1	Utg323140_183
OG0001782	WP_010941782.1	Utg323180_14
OG0001783	WP_010941553.1	Utg323152_36
OG0001786	WP_010941997.1	Utg323180_535
OG0001790	WP_010940765.1	Utg323262_76
OG0001794	WP_010942027.1	Utg323262_196
OG0001795	WP_010942100.1	Utg323300_337, Utg323300_90
OG0001800	WP_010943585.1	Utg323632_117
OG0001801	WP_010940713.1	Utg323632_304
OG0001803	WP_235044938.1, WP_010940860.1	Utg324810_2
OG0001825	WP_010943042.1	Utg323300_356
OG0001834	WP_010942032.1	Utg323152_116
OG0001835	WP_010943084.1	Utg323300_191
OG0001847	WP_010941155.1	Utg323152_493
OG0001852	WP_010942196.1	Utg323300_20
OG0001858	WP_010942112.1	Utg323392_101
OG0001859	WP_010942527.1	Utg323392_241
OG0001875	WP_010940915.1, WP_010940922.1	Utg323180_481
OG0001897	WP_235044888.1	Utg323316_279
OG0001898	WP_010940727.1	Utg323140_192
OG0001899	WP_010942407.1	Utg325220_113
OG0001901	WP_010942961.1	Utg323632_383
OG0001910	WP_010942254.1	Utg323300_397
OG0001918	WP_010941367.1	Utg323316_353
OG0001924	WP_010943915.1	Utg323300_226
OG0001930	WP_010942078.1	Utg323300_331
OG0001952	WP_144011893.1	Utg323180_455, Utg323152_12
OG0001958	WP_010943377.1	Utg323990_175
OG0001965	WP_010942125.1	Utg323990_120
OG0001969	WP_010942090.1, WP_010941545.1	Utg323300_275, Utg323180_628
OG0001978	WP_010942702.1	Utg323152_440
OG0001981	WP_010941510.1	Utg323392_231
OG0002000	WP_010941074.1	Utg323152_302, Utg323152_303
OG0002001	WP_010941091.1	Utg323152_323
OG0002002	WP_010943680.1	Utg323152_329
OG0002003	WP_010941037.1	Utg323152_380
OG0002008	WP_010943269.1	Utg323152_566
OG0002010	WP_010940837.1	Utg323074_109
OG0002030	WP_010942672.1	Utg323140_259
OG0002032	WP_235044904.1	Utg324810_25
OG0002040	WP_010942087.1	Utg323180_681
OG0002041	WP_010944001.1	Utg323074_97
OG0002042	WP_010941297.1	Utg323074_219
OG0002044	WP_010941567.1, WP_010941386.1	Utg325220_63, Utg323140_269
OG0002045	WP_010942829.1	Utg323300_46, Utg323152_18
OG0002046	WP_010943996.1	Utg323152_113
OG0002052	WP_010942063.1	Utg323266_15, Utg323160_132, Utg323632_358
OG0002055	WP_010944061.1, WP_010941380.1	Utg323180_530
OG0002056	WP_010942327.1	Utg323180_550
OG0002062	WP_010942963.1	Utg323300_256
OG0002063	WP_010941134.1, WP_010943439.1, WP_010942185.1	Utg323300_269
OG0002064	WP_010942211.1	Utg323316_58
OG0002066	WP_010943743.1	Utg323392_163
OG0002069	WP_010940902.1	Utg325220_16
OG0002105	WP_010941982.1	Utg323180_203
OG0002108	WP_010943076.1	Utg323300_454
OG0002118	WP_010941537.1	Utg323316_78
OG0002125	WP_010941639.1	Utg323262_22
OG0002142	WP_010941396.1	Utg323392_240
OG0002150	WP_010941871.1	Utg323300_18
OG0002154	WP_010941727.1	Utg323990_191
OG0002160	WP_010940938.1	Utg324810_33
OG0002170	WP_010941831.1	Utg323140_79
OG0002173	WP_010940947.1	Utg323316_222
OG0002188	WP_010943428.1	Utg323180_211
OG0002192	WP_010941001.1	Utg323262_58
OG0002207	WP_010941488.1	Utg323180_564
OG0002214	WP_010943914.1	Utg323300_227
OG0002215	WP_010942224.1	Utg323300_228
OG0002218	WP_010942111.1	Utg323180_600
OG0002221	WP_010941661.1	Utg323300_364
OG0002234	WP_010942413.1	Utg323316_102
OG0002239	WP_010942159.1	Utg323074_68
OG0002244	WP_010943146.1, WP_010941285.1, WP_010942144.1	Utg323074_70
OG0002246	WP_010941744.1	Utg323990_159
OG0002247	WP_010941747.1	Utg323990_158
OG0002248	WP_010943868.1	Utg323990_145
OG0002250	WP_010942124.1	Utg323990_121
OG0002262	WP_010941532.1	Utg323392_260
OG0002264	WP_010942059.1	Utg323632_222
OG0002270	WP_010941073.1	Utg323152_298
OG0002271	WP_010941688.1	Utg323152_339
OG0002272	WP_010943671.1	Utg323152_340
OG0002275	WP_010943375.1	Utg323392_69
OG0002278	WP_010943096.1	Utg323392_122
OG0002279	WP_010941352.1	Utg323392_124
OG0002286	WP_010941191.1	Utg323632_130
OG0002289	WP_010940793.1	Utg323632_67
OG0002294	WP_010941743.1	Utg323152_99
OG0002300	WP_010943864.1, WP_010940955.1	Utg323316_106
OG0002310	WP_010942372.1	Utg323140_212
OG0002317	WP_262421250.1	Utg323160_26
OG0002318	WP_010941705.1	Utg323180_15
OG0002322	WP_010941913.1	Utg323180_89
OG0002323	WP_010940952.1	Utg323180_179
OG0002330	WP_262421263.1	Utg323180_682
OG0002334	WP_010941514.1	Utg323262_182, Utg323262_185
OG0002335	WP_193360266.1	Utg323300_154
OG0002336	WP_010942964.1	Utg323300_245
OG0002337	WP_010942965.1	Utg323300_246
OG0002338	WP_010942967.1	Utg323300_248
OG0002342	WP_010943937.1	Utg323316_50
OG0002348	WP_235044975.1	Utg323632_44
OG0002349	WP_010943246.1	Utg323632_62
OG0002352	WP_010942217.1	Utg325220_71, Utg323990_232
OG0002438	WP_041914065.1	Utg323180_362, Utg323262_136
OG0002493	WP_010943268.1	Utg323180_373
OG0002499	WP_010943278.1, WP_010940983.1	Utg323180_641
OG0002516	WP_010940691.1	Utg325220_111
OG0002521	WP_010943155.1	Utg323392_206
OG0002525	WP_010943319.1	Utg323152_489
OG0002526	WP_010943320.1	Utg323152_488
OG0002533	WP_235045007.1	Utg324810_11
OG0002570	WP_010943871.1	Utg323632_272
OG0002587	WP_010941650.1	Utg323262_38
OG0002591	WP_010942974.1	Utg323990_99
OG0002592	WP_010942979.1	Utg323990_101
OG0002593	WP_010942978.1	Utg323990_102
OG0002618	WP_010943015.1	Utg323632_287
OG0002623	WP_010941868.1	Utg323180_139
OG0002626	WP_010942092.1, WP_010941548.1	Utg323180_625
OG0002642	WP_010943866.1	Utg323152_351, Utg323074_77
OG0002645	WP_010942617.1, WP_010943647.1	Utg323074_217
OG0002654	WP_010943878.1	Utg323152_210
OG0002658	WP_010942649.1	Utg323152_533
OG0002662	WP_164930458.1	Utg323180_59
OG0002664	WP_010941917.1	Utg323180_85
OG0002665	WP_010941915.1	Utg323180_87
OG0002666	WP_010941914.1	Utg323180_88
OG0002668	WP_010942912.1, WP_010941906.1	Utg323180_237
OG0002668	WP_010943348.1	Utg323180_236
OG0002676	WP_010941960.1	Utg323262_1, Utg323448_121
OG0002678	WP_010941350.1	Utg323262_204
OG0002682	WP_010941435.1	Utg323300_320
OG0002687	WP_010943134.1, WP_010943135.1	Utg323316_202
OG0002689	WP_010943998.1	Utg323392_36
OG0002695	WP_010940990.1	Utg323632_312
OG0002696	WP_010940991.1	Utg323632_313
OG0002697	WP_010940992.1	Utg323632_314
OG0002698	WP_010940994.1	Utg323632_316
OG0002699	WP_235044917.1	Utg323990_118, Utg323632_372
OG0002703	WP_010940907.1	Utg323990_141
OG0002704	WP_010941726.1	Utg323990_190
OG0002890	WP_235044995.1	Utg323316_269
OG0002906	WP_235045011.1	Utg323180_654
OG0002918	WP_010941359.1	Utg323180_135
OG0002921	WP_010942728.1	Utg323140_7
OG0002932	WP_010943742.1	Utg323262_130
OG0002938	WP_010940910.1	Utg323300_254
OG0002968	WP_010941830.1	Utg323990_119
OG0002974	WP_010940747.1	Utg323990_171
OG0002975	WP_010940748.1	Utg323990_170
OG0002985	WP_010941976.1	Utg323140_44
OG0002995	WP_010942975.1	Utg323990_98
OG0002997	WP_010942977.1	Utg323990_103
OG0003005	WP_010942916.1	Utg323152_552
OG0003008	WP_010943963.1	Utg323180_583
OG0003010	WP_010941378.1	Utg323180_638
OG0003012	WP_010942060.1	Utg323632_221
OG0003023	WP_010940856.1	Utg323990_92
OG0003035	WP_010941298.1	Utg323074_186
OG0003038	WP_235045003.1	Utg323074_199, Utg323152_470
OG0003044	WP_010944026.1	Utg323140_242
OG0003056	WP_235044956.1	Utg323152_114
OG0003061	WP_010941391.1	Utg323152_548
OG0003068	WP_010942047.1, WP_235044988.1, WP_010941910.1	Utg323180_84
OG0003069	WP_010941458.1	Utg323180_90
OG0003069	WP_010941938.1	Utg323266_61
OG0003080	WP_235044895.1	Utg323180_542
OG0003085	WP_010941642.1	Utg323262_29, Utg323262_28
OG0003086	WP_010941653.1	Utg323262_41
OG0003086	WP_010941654.1	Utg323262_42
OG0003090	WP_010944024.1	Utg323266_84
OG0003097	WP_010942960.1	Utg323300_243
OG0003098	WP_010942968.1	Utg323300_244
OG0003107	WP_010943313.1	Utg323316_154
OG0003109	WP_235044894.1	Utg323316_201
OG0003110	WP_010943133.1	Utg323316_205
OG0003111	WP_010943130.1	Utg323316_208
OG0003119	WP_010941455.1	Utg323392_162
OG0003120	WP_010941677.1	Utg323392_182
OG0003133	WP_010941566.1	Utg324810_7
OG0003487	WP_010942197.1	Utg323152_424
OG0003548	WP_010943201.1	Utg323152_121
OG0003560	WP_010942223.1	Utg323300_229
OG0003570	WP_010943147.1	Utg323990_197
OG0003586	WP_235044959.1	Utg323316_259
OG0003666	WP_010942792.1	Utg323140_122
OG0003670	WP_010943193.1	Utg323152_238
OG0003680	WP_010940924.1	Utg323180_57
OG0003685	WP_010943168.1	Utg323180_149, Utg323180_217
OG0003691	WP_010942765.1	Utg323180_345
OG0003701	WP_235045024.1	Utg323180_589
OG0003708	WP_010941652.1	Utg323262_40
OG0003724	WP_010941130.1	Utg323300_13
OG0003733	WP_010941780.1	Utg323300_406
OG0003750	WP_010943274.1	Utg323316_163
OG0003752	WP_010941908.1	Utg323316_211
OG0003763	WP_010942025.1	Utg323392_232
OG0003778	WP_010942497.1	Utg323990_15
OG0004701	WP_010942046.1	Utg323180_68
OG0004709	WP_010943169.1	Utg323180_216
OG0004750	WP_010941643.1	Utg323262_30
OG0004751	WP_010941644.1	Utg323262_31
OG0004752	WP_010941646.1	Utg323262_33
OG0004753	WP_010941648.1	Utg323262_36
OG0004754	WP_010941649.1	Utg323262_37
OG0004755	WP_010941655.1	Utg323262_43
OG0004850	WP_010943218.1	Utg325220_83
