Orthogroup	Shewanella oneidensis MR-1	Acidithiobacillus ferrooxidans YNTRS-40
OG0002829	WP_011070864.1	WP_009566636.1
OG0002836	WP_011071200.1	WP_009568478.1
OG0002840	WP_011071054.1	WP_012606671.1, WP_180830582.1, WP_012536047.1
OG0002841	WP_011071112.1	WP_012536066.1
OG0002846	WP_164925860.1	WP_012536461.1
OG0002847	WP_164925635.1, WP_011072170.1, WP_011072674.1	WP_012536462.1
OG0002850	WP_011070455.1	WP_012536596.1
OG0002855	WP_011071885.1	WP_012536795.1
OG0002856	WP_011070646.1	WP_012536819.1
OG0002857	WP_011072789.1	WP_233459599.1, WP_012536829.1
OG0002860	WP_011071214.1, WP_011073675.1	WP_012536935.1, WP_088775920.1
OG0002861	WP_011072579.1	WP_012537029.1
OG0002868	WP_011071081.1, WP_011071414.1, WP_011071080.1	WP_012537165.1
OG0002872	WP_011071808.1	WP_012537424.1
OG0002877	WP_011073217.1	WP_012537573.1
OG0002880	WP_011071713.1	WP_012606510.1
OG0002881	WP_011071715.1	WP_012606555.1
OG0002882	WP_011072378.1	WP_012606683.1
OG0002885	WP_011073195.1, WP_011072655.1	WP_054608961.1
OG0002887	WP_011074352.1	WP_054609024.1
OG0002891	WP_011071731.1, WP_011073155.1, WP_011071076.1	WP_088775927.1
OG0002893	WP_011070849.1	WP_111122624.1, WP_233459576.1, WP_233459601.1
OG0002897	WP_164925827.1	WP_196491152.1
OG0002899	WP_011071015.1	WP_225487408.1
OG0003337	WP_011070426.1	WP_009560801.1
OG0003338	WP_011070934.1	WP_009561005.1
OG0003344	WP_011071860.1	WP_009562418.1
OG0003347	WP_011073163.1, WP_011073832.1	WP_009563481.1
OG0003350	WP_164925902.1	WP_009564301.1
OG0003353	WP_011071540.1	WP_009564697.1
OG0003355	WP_011073235.1	WP_009565303.1
OG0003358	WP_011073554.1	WP_009566343.1
OG0003359	WP_011070938.1	WP_009566407.1, WP_012537361.1
OG0003360	WP_011071911.1	WP_009566521.1
OG0003363	WP_011073520.1	WP_009566801.1
OG0003365	WP_011074406.1	WP_009567093.1, WP_012535785.1
OG0003367	WP_011072920.1	WP_009567281.1
OG0003372	WP_011070473.1	WP_009569097.1
OG0003373	WP_011073292.1	WP_009569794.1
OG0003376	WP_011072685.1	WP_012535773.1
OG0003377	WP_011073294.1	WP_012536113.1
OG0003378	WP_011071172.1	WP_012536171.1
OG0003380	WP_011073537.1	WP_012536196.1
OG0003381	WP_011074018.1	WP_012536210.1
OG0003382	WP_011073785.1	WP_012536228.1
OG0003383	WP_164925824.1	WP_012536264.1
OG0003384	WP_011073935.1	WP_012536284.1
OG0003387	WP_011072807.1	WP_012536333.1
OG0003388	WP_011074317.1	WP_012536345.1
OG0003391	WP_011074082.1	WP_012536476.1
OG0003392	WP_011074081.1	WP_012536477.1
OG0003393	WP_011073555.1	WP_012536491.1
OG0003394	WP_011074388.1	WP_012536505.1
OG0003395	WP_011071466.1	WP_012536506.1
OG0003396	WP_011074085.1	WP_012536545.1
OG0003400	WP_238560620.1	WP_054609035.1, WP_012536630.1
OG0003407	WP_011072919.1	WP_012536760.1
OG0003412	WP_011073423.1	WP_012536914.1
OG0003417	WP_011071176.1	WP_012537031.1
OG0003418	WP_011073444.1	WP_012537042.1
OG0003420	WP_238560534.1	WP_012537082.1
OG0003421	WP_011070480.1	WP_012537083.1
OG0003424	WP_011070927.1	WP_012537119.1
OG0003425	WP_011072077.1, WP_011073871.1	WP_012537137.1
OG0003428	WP_011073795.1	WP_012537305.1
OG0003430	WP_011070940.1	WP_012537363.1, WP_225487680.1
OG0003433	WP_011074258.1	WP_012537598.1, WP_049759485.1
OG0003435	WP_011073519.1	WP_012537606.1
OG0003436	WP_011073512.1	WP_012537608.1
OG0003437	WP_011074093.1	WP_054608793.1, WP_012537617.1
OG0003438	WP_011073762.1	WP_012537627.1, WP_225487434.1
OG0003440	WP_164925739.1	WP_012537663.1
OG0003441	WP_011072128.1, WP_011074448.1	WP_012606625.1
OG0003444	WP_011070730.1	WP_041645801.1
OG0003448	WP_011074398.1	WP_054608980.1
OG0003449	WP_011074397.1	WP_054608981.1
OG0003452	WP_011073055.1	WP_054609029.1
OG0003455	WP_011071193.1	WP_070807678.1
OG0003459	WP_011073288.1	WP_180830474.1
OG0004221	WP_011071343.1	WP_009560822.1
OG0004222	WP_011071382.1	WP_009560936.1
OG0004224	WP_011073443.1	WP_009561099.1
OG0004225	WP_006083840.1	WP_009561114.1
OG0004229	WP_011072938.1	WP_009561407.1
OG0004235	WP_011070451.1	WP_009562199.1
OG0004236	WP_011071807.1	WP_009562256.1
OG0004240	WP_011074253.1	WP_009562600.1
OG0004241	WP_011070772.1	WP_009562645.1
OG0004248	WP_011073689.1	WP_009563460.1
OG0004249	WP_011073237.1	WP_009564008.1
OG0004252	WP_011070942.1	WP_009564520.1
OG0004253	WP_164925884.1	WP_009564621.1
OG0004256	WP_011074316.1	WP_009564895.1
OG0004264	WP_011073933.1	WP_009566300.1
OG0004265	WP_011072839.1	WP_009566406.1
OG0004268	WP_011072793.1	WP_009566693.1
OG0004269	WP_011074032.1	WP_009566700.1
OG0004275	WP_011073540.1	WP_009567116.1
OG0004279	WP_011073970.1	WP_009567357.1
OG0004281	WP_011073800.1	WP_009567489.1
OG0004298	WP_011072687.1	WP_012535770.1
OG0004300	WP_011071504.1	WP_012535803.1
OG0004304	WP_011071524.1	WP_012536004.1
OG0004305	WP_006083371.1	WP_012536011.1
OG0004307	WP_011072694.1	WP_012536046.1
OG0004308	WP_011073220.1	WP_012536053.1
OG0004309	WP_011073384.1	WP_012536056.1
OG0004310	WP_011071662.1	WP_012536061.1
OG0004311	WP_011074285.1	WP_012536068.1
OG0004313	WP_011071403.1	WP_012536146.1
OG0004314	WP_011071898.1	WP_012536175.1
OG0004315	WP_011071167.1	WP_012536189.1
OG0004319	WP_011072939.1	WP_012536271.1
OG0004321	WP_011072279.1	WP_012536277.1
OG0004322	WP_011072280.1	WP_012536278.1
OG0004323	WP_011072595.1	WP_012536295.1
OG0004324	WP_011070656.1	WP_012536320.1
OG0004328	WP_011074020.1	WP_012536364.1
OG0004329	WP_011073858.1	WP_012536395.1
OG0004331	WP_011072581.1	WP_012536439.1
OG0004332	WP_011072171.1	WP_012536464.1
OG0004333	WP_164925731.1	WP_012536475.1
OG0004335	WP_011071151.1	WP_012536492.1
OG0004351	WP_011071781.1	WP_012536781.1
OG0004356	WP_011071818.1	WP_012536807.1
OG0004357	WP_011074201.1	WP_012536809.1
OG0004358	WP_011073545.1	WP_012536814.1
OG0004360	WP_011073186.1	WP_012536847.1
OG0004361	WP_011073185.1	WP_012536848.1
OG0004362	WP_011072975.1	WP_012536876.1
OG0004367	WP_011073643.1	WP_012536919.1
OG0004369	WP_011073372.1	WP_012536934.1
OG0004370	WP_011072963.1	WP_012536944.1
OG0004375	WP_011072668.1	WP_012537001.1
OG0004376	WP_011071078.1	WP_012537003.1
OG0004377	WP_011073281.1	WP_012537047.1
OG0004380	WP_011070454.1	WP_012537088.1
OG0004385	WP_011073239.1	WP_012537125.1
OG0004390	WP_011070779.1	WP_012537278.1
OG0004393	WP_011072565.1	WP_012537322.1
OG0004394	WP_011071472.1	WP_012537355.1
OG0004395	WP_011073966.1	WP_012537365.1
OG0004401	WP_011074087.1	WP_012537457.1
OG0004405	WP_011073688.1	WP_012537560.1
OG0004406	WP_007649079.1	WP_012537561.1
OG0004407	WP_011073521.1	WP_012537605.1
OG0004413	WP_011073462.1	WP_012606646.1
OG0004417	WP_011074383.1	WP_012607330.1
OG0004423	WP_011073295.1	WP_049756715.1
OG0004435	WP_011071887.1	WP_054608842.1
OG0004446	WP_011071644.1	WP_054608966.1
OG0004449	WP_011072551.1	WP_054609007.1
OG0004458	WP_011074244.1	WP_074874199.1
OG0004464	WP_011071996.1	WP_180830400.1
OG0004469	WP_011074374.1	WP_180830572.1
OG0004472	WP_011073478.1	WP_225487653.1
OG0004476	WP_011071474.1	WP_226833922.1
OG0004480	WP_011072738.1	WP_233459603.1
