Orthogroup	Shewanella oneidensis MR-1	Desulfocapsa sulfexigens DSM 10523
OG0001711	WP_011074261.1	WP_015404002.1
OG0001722	WP_011074052.1	WP_015404415.1
OG0001725	WP_011073523.1	WP_015404449.1
OG0001726	WP_011073522.1	WP_015404451.1
OG0001729	WP_011070591.1	WP_015404557.1
OG0001736	WP_011071530.1	WP_015404824.1
OG0001739	WP_011071016.1	WP_015405055.1
OG0001745	WP_011071877.1	WP_015405207.1
OG0001746	WP_011071876.1	WP_015405208.1
OG0001748	WP_011073125.1	WP_015405315.1
OG0001749	WP_011073123.1	WP_015405320.1
OG0001751	WP_011073120.1	WP_015405327.1
OG0001755	WP_011072251.1	WP_015405382.1
OG0001756	WP_011074252.1	WP_015405386.1
OG0001763	WP_011070590.1	WP_015405520.1
OG0001766	WP_011072006.1, WP_011072172.1	WP_167320718.1, WP_015405640.1
OG0001769	WP_011071394.1	WP_015405661.1
OG0001774	WP_011070561.1	WP_041917045.1
OG0001776	WP_011072078.1	WP_052326997.1
OG0001777	WP_011071366.1	WP_153304785.1
OG0001821	WP_011071271.1	WP_015402747.1
OG0001822	WP_011074334.1	WP_015403242.1
OG0001840	WP_011072804.1	WP_015402446.1
OG0001851	WP_011072438.1	WP_015403559.1
OG0001858	WP_011071073.1	WP_015405384.1
OG0001860	WP_011073573.1	WP_015404617.1
OG0001863	WP_011072060.1	WP_015403397.1
OG0001864	WP_164925690.1, WP_164925689.1	WP_015403617.1
OG0001873	WP_011073370.1	WP_015402350.1
OG0001893	WP_011070528.1	WP_015402870.1
OG0001895	WP_164925592.1	WP_015402895.1
OG0001896	WP_011072398.1	WP_015402912.1
OG0001897	WP_011071024.1	WP_015402925.1
OG0001897	WP_011070477.1	WP_015405578.1
OG0001902	WP_011071874.1	WP_015403230.1
OG0001903	WP_011070584.1	WP_015405440.1, WP_015403307.1
OG0001908	WP_011070697.1	WP_015403438.1
OG0001913	WP_164925937.1	WP_015403539.1
OG0001916	WP_011070976.1, WP_011072613.1	WP_015403678.1
OG0001917	WP_011070579.1	WP_015403706.1
OG0001959	WP_011071137.1, WP_011071814.1	WP_015404526.1
OG0001961	WP_011074313.1	WP_015404533.1
OG0001967	WP_011070900.1	WP_015404588.1
OG0001968	WP_011073150.1	WP_015404595.1
OG0001981	WP_011070708.1	WP_015404966.1
OG0001983	WP_011071459.1	WP_015405202.1, WP_015405009.1
OG0001989	WP_011072023.1	WP_015405089.1
OG0002001	WP_011073103.1	WP_015405300.1
OG0002002	WP_011073097.1	WP_015405306.1
OG0002003	WP_011073086.1	WP_015405338.1
OG0002007	WP_011074068.1	WP_015405448.1
OG0002029	WP_037422212.1	WP_083907209.1
OG0002032	WP_011072173.1	WP_153304926.1
OG0002036	WP_011071679.1	WP_228130003.1
OG0002038	WP_011071266.1	WP_228130057.1
OG0002105	WP_011074096.1	WP_015402573.1
OG0002107	WP_011074220.1	WP_015403331.1
OG0002110	WP_011074389.1, WP_238560619.1, WP_238560616.1, WP_011070962.1	WP_015404039.1
OG0002118	WP_011073797.1	WP_015402909.1
OG0002121	WP_011070741.1	WP_015405725.1
OG0002128	WP_011073490.1	WP_015403278.1
OG0002143	WP_011071123.1	WP_208598481.1, WP_015405776.1
OG0002150	WP_011072813.1	WP_015404387.1
OG0002156	WP_011070954.1	WP_015402338.1
OG0002164	WP_011070685.1	WP_015402517.1
OG0002171	WP_011072238.1	WP_015402829.1
OG0002177	WP_164925697.1	WP_015402972.1
OG0002188	WP_011070829.1	WP_015403133.1, WP_015404422.1
OG0002189	WP_011072011.1	WP_015403183.1
OG0002208	WP_011071154.1	WP_015403687.1, WP_015403977.1
OG0002218	WP_011072577.1	WP_015403858.1
OG0002234	WP_011070461.1	WP_015404137.1
OG0002256	WP_011071014.1	WP_015404832.1
OG0002269	WP_011071547.1	WP_015405254.1
OG0002273	WP_011070815.1	WP_015405339.1
OG0002274	WP_011072414.1	WP_015405363.1
OG0002289	WP_011072448.1	WP_015405713.1
OG0002303	WP_011071980.1	WP_228130046.1
OG0002481	WP_011073863.1	WP_015402980.1
OG0002482	WP_011074025.1	WP_083907148.1
OG0002495	WP_011071146.1	WP_015405645.1
OG0002508	WP_011071582.1	WP_015402806.1
OG0002513	WP_011073378.1	WP_015403038.1
OG0002544	WP_011070921.1	WP_015403726.1, WP_015405774.1
OG0002553	WP_011071196.1	WP_015403931.1
OG0002554	WP_011072776.1	WP_015403947.1
OG0002566	WP_011073619.1	WP_015404388.1
OG0002595	WP_011072799.1	WP_015405176.1
OG0002602	WP_011073142.1, WP_011073156.1	WP_015405329.1
OG0002614	WP_011071138.1	WP_015405499.1
OG0002623	WP_011071871.1	WP_041916261.1
OG0002625	WP_011071953.1, WP_011072034.1, WP_164925883.1	WP_041916352.1
OG0002829	WP_011070864.1	WP_015403691.1
OG0002856	WP_011070646.1	WP_015402885.1
OG0002934	WP_011073736.1	WP_015403053.1
OG0002938	WP_011071074.1	WP_015403190.1
OG0002949	WP_011071383.1	WP_015403498.1
OG0002952	WP_011071857.1, WP_164925704.1	WP_015403685.1
OG0002971	WP_011071641.1, WP_011074235.1	WP_015404458.1
OG0002979	WP_011073148.1	WP_015404647.1
OG0002988	WP_011071440.1	WP_015404905.1, WP_015404906.1, WP_015404904.1
OG0003011	WP_011073812.1	WP_015405615.1
OG0003016	WP_011071609.1	WP_041916313.1
OG0003020	WP_011072451.1	WP_041916535.1
OG0003024	WP_011074300.1	WP_167320741.1
OG0003394	WP_011074388.1	WP_015404040.1
OG0003448	WP_011074398.1	WP_015404496.1
OG0003449	WP_011074397.1	WP_015404495.1
OG0003468	WP_011073839.1	WP_015402334.1
OG0003490	WP_011072452.1	WP_015402597.1
OG0003491	WP_011072706.1	WP_015402599.1
OG0003510	WP_011070812.1	WP_015402884.1
OG0003522	WP_238560602.1	WP_015403192.1
OG0003523	WP_011073252.1	WP_015403194.1
OG0003537	WP_011073559.1	WP_015403491.1
OG0003538	WP_011073560.1	WP_015403492.1
OG0003540	WP_011072121.1	WP_015403641.1, WP_015403524.1
OG0003542	WP_011071606.1	WP_015403556.1
OG0003544	WP_011071102.1	WP_015403600.1, WP_015403601.1
OG0003545	WP_238560502.1	WP_015403642.1
OG0003569	WP_011070687.1	WP_015404233.1
OG0003631	WP_011073843.1	WP_015405716.1
OG0004483	WP_011072723.1	WP_015402442.1
OG0004504	WP_011072211.1	WP_015402988.1
OG0004523	WP_011072510.1	WP_015403259.1
OG0004554	WP_011071189.1	WP_015403929.1
OG0004601	WP_274544489.1	WP_015405153.1
OG0004604	WP_011074401.1	WP_015405159.1
OG0004606	WP_011073494.1	WP_015405519.1
