HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N6.HOG0002776	OG0001738	n0		WP_015405030.1	Utg323152_212	Utg859098_199, Utg859098_200		WP_136806340.1	WP_136795794.1	WP_011189827.1				
N6.HOG0002777	OG0001739	n0		WP_015405055.1	Utg323152_185	Utg859098_229		WP_136806404.1	WP_176360052.1					
N6.HOG0002778	OG0001740	n0		WP_015405058.1		Utg859432_78		WP_136810466.1	WP_136796379.1	WP_011190342.1				
N6.HOG0002779	OG0001741	n0		WP_015405059.1		Utg859432_77		WP_136810465.1	WP_136796380.1	WP_198408690.1				
N6.HOG0002780	OG0001742	n0		WP_015405145.1	Utg323152_85	Utg859098_314, Utg859098_315		WP_136809547.1	WP_136795505.1					
N6.HOG0002781	OG0001743	n0		WP_015405187.1	Utg323152_53	Utg859098_346		WP_136806309.1, WP_136805178.1	WP_136795822.1	WP_011189645.1				
N6.HOG0002782	OG0001744	n0		WP_015405198.1	Utg323990_107	Utg860006_96		WP_228723353.1, WP_136807380.1, WP_136808588.1	WP_136795411.1					
N6.HOG0002783	OG0001745	n0		WP_015405207.1	Utg323152_41	Utg859098_360		WP_136806298.1	WP_136795834.1	WP_011189871.1				
N6.HOG0002784	OG0001746	n0		WP_015405208.1	Utg323152_40	Utg859098_361		WP_136806297.1	WP_136795835.1	WP_011189872.1				
N6.HOG0002785	OG0001747	n0		WP_015405290.1	Utg323152_311	Utg859098_105		WP_136807893.1		WP_011189901.1				
N6.HOG0002786	OG0001748	n0		WP_015405315.1	Utg323152_338	Utg859098_79		WP_136807868.1		WP_011189926.1				
N6.HOG0002787	OG0001749	n0		WP_015405320.1	Utg323152_343	Utg859098_73, Utg859076_45		WP_136807861.1		WP_011189931.1				
N6.HOG0002788	OG0001750	n0		WP_015405322.1	Utg323152_345	Utg859098_71		WP_136807859.1		WP_011189933.1				
N6.HOG0002789	OG0001751	n0		WP_015405327.1	Utg323152_375	Utg859098_68		WP_136807853.1		WP_011188901.1				
N6.HOG0002790	OG0001752	n0		WP_015405351.1	Utg323632_207	Utg858432_100		WP_167505800.1	WP_136795819.1	WP_041277964.1				
N6.HOG0002791	OG0001753	n0		WP_015405360.1	Utg323392_47	Utg858498_23		WP_267313784.1	WP_136796688.1	WP_156792280.1, WP_011189420.1				
N6.HOG0002792	OG0001754	n0		WP_015405362.1	Utg323392_49	Utg859388_183, Utg858498_25		WP_136808327.1	WP_136796686.1	WP_011189422.1				
N6.HOG0002793	OG0001755	n0		WP_015405382.1	Utg323392_98	Utg859388_137		WP_136806291.1	WP_136795841.1	WP_011189448.1				
N6.HOG0002794	OG0001756	n0		WP_015405386.1	Utg323392_103	Utg859388_133		WP_136806287.1	WP_136795846.1	WP_011189456.1				
N6.HOG0002795	OG0001757	n0		WP_015405420.1	Utg323392_126	Utg859388_95		WP_136806121.1	WP_136795941.1	WP_011187697.1				
N6.HOG0002796	OG0001758	n0		WP_015405425.1	Utg323392_131	Utg859388_90		WP_136806391.1	WP_136799252.1	WP_011189510.1				
N6.HOG0002797	OG0001759	n0		WP_015405474.1	Utg323074_58	Utg857994_44		WP_136808290.1	WP_136796721.1	WP_011189374.1				
N6.HOG0002798	OG0001760	n0		WP_015405476.1	Utg323074_60	Utg857994_46		WP_136808292.1	WP_136796719.1	WP_011189376.1				
N6.HOG0002799	OG0001761	n0		WP_015405477.1	Utg323074_62	Utg857994_48		WP_136808293.1	WP_136796718.1	WP_011189377.1				
N6.HOG0002800	OG0001762	n0		WP_015405478.1	Utg323074_63	Utg857994_49		WP_136808294.1	WP_136796717.1	WP_011189378.1				
N6.HOG0002801	OG0001763	n0		WP_015405520.1	Utg323632_373, Utg323632_374	Utg861448_7, Utg861448_6		WP_136809389.1	WP_136798864.1					
N6.HOG0002802	OG0001764	n0		WP_015405556.1	Utg323632_297	Utg866558_20		WP_136805271.1	WP_136797975.1	WP_041278057.1				
N6.HOG0002803	OG0001765	n2		WP_015405599.1		Utg858432_153		WP_167505896.1	WP_136795126.1					
N6.HOG0002804	OG0001766	n0		WP_167320718.1, WP_015405640.1	Utg324810_24			WP_136806116.1	WP_136795945.1	WP_011188311.1				
N6.HOG0002805	OG0001767	n0		WP_015405647.1	Utg323392_37			WP_136809042.1, WP_136805667.1, WP_267313791.1, WP_228723422.1	WP_267314024.1, WP_228721524.1					
N6.HOG0002806	OG0001768	n0		WP_015405652.1	Utg323632_139	Utg858432_92		WP_136805144.1	WP_136798751.1	WP_041278074.1				
N6.HOG0002807	OG0001769	n0		WP_015405661.1	Utg323632_132	Utg858432_83		WP_136805134.1	WP_136798747.1	WP_011190125.1				
N6.HOG0002808	OG0001770	n0		WP_015405678.1	Utg323632_112	Utg858432_53		WP_228723326.1	WP_228721382.1	WP_011190133.1				
N6.HOG0002809	OG0001771	n0		WP_015405761.1	Utg323632_20	Utg862138_11		WP_136806895.1	WP_136798546.1	WP_011188556.1				
N6.HOG0002810	OG0001772	n0		WP_041916383.1	Utg323140_218			WP_136810258.1	WP_136797025.1	WP_156792228.1				
N6.HOG0002811	OG0001773	n0		WP_041916992.1	Utg323152_447	Utg859982_138		WP_136805388.1	WP_136797677.1	WP_011189997.1				
N6.HOG0002812	OG0001774	n0		WP_041917045.1	Utg323152_144	Utg859098_271		WP_136807541.1	WP_136799212.1	WP_011188854.1				
N6.HOG0002813	OG0001775	n0		WP_052326982.1	Utg323316_248, Utg323316_286	Utg857046_192		WP_136805324.1, WP_136809672.1	WP_136799769.1, WP_136795553.1					
N6.HOG0002814	OG0001776	n0		WP_052326997.1	Utg323074_200, Utg323262_8, Utg323152_519									
N6.HOG0002815	OG0001777	n0		WP_153304785.1		Utg857682_37		WP_136808346.1	WP_136796671.1					
N6.HOG0002816	OG0001778	n0		WP_153304797.1	Utg323140_59	Utg864866_94		WP_136808267.1	WP_136798486.1	WP_162096668.1				
N6.HOG0002817	OG0001779	n0		WP_153304809.1	Utg323140_183	Utg859432_44		WP_136810641.1	WP_136796049.1	WP_011187679.1				
N6.HOG0002818	OG0001780	n0		WP_153304909.1	Utg323152_252, Utg323152_251	Utg859098_164		WP_136808342.1	WP_136796675.1	WP_011189431.1				
N6.HOG0002819	OG0001781	n0		WP_228130043.1	Utg323160_71, Utg323392_247	Utg861744_28, Utg857994_80		WP_136809146.1	WP_136796109.1					
N6.HOG0002820	OG0001782	n0		WP_228130047.1	Utg323180_14	Utg859750_32		WP_136805166.1, WP_136809629.1		WP_011187703.1				
N6.HOG0002821	OG0001783	n0			Utg323152_36	Utg859098_364		WP_136807474.1	WP_136799194.1					
N6.HOG0002822	OG0001784	n0			Utg323152_407	Utg859982_187		WP_136809535.1	WP_228721424.1	WP_011187532.1, WP_011187533.1				
N6.HOG0002823	OG0001785	n1							WP_136797408.1					
N6.HOG0002824	OG0001785	n2			Utg323180_531	Utg860814_125		WP_217909557.1	WP_217907705.1					
N6.HOG0002825	OG0001786	n1			Utg323180_535	Utg859432_4		WP_136809045.1						
N6.HOG0002826	OG0001786	n6						WP_136809029.1						
N6.HOG0002827	OG0001787	n0			Utg323180_568	Utg860814_152, Utg860814_153		WP_136808378.1	WP_136796638.1					
N6.HOG0002828	OG0001788	n0			Utg323180_580	Utg860814_161		WP_136808896.1	WP_136797128.1	WP_011187925.1				
N6.HOG0002829	OG0001789	n1			Utg323316_209, Utg323316_200	Utg857046_113, Utg857046_104								
N6.HOG0002830	OG0001789	n5			Utg323180_636	Utg860814_229								
N6.HOG0002831	OG0001790	n0			Utg323262_76	Utg857076_56		WP_136807357.1	WP_136795996.1					
N6.HOG0002832	OG0001791	n0			Utg323262_149	Utg859236_97								
N6.HOG0002833	OG0001792	n0			Utg323262_152	Utg859236_94		WP_136806169.1	WP_167495828.1					
N6.HOG0002834	OG0001793	n0			Utg323262_159	Utg859236_87		WP_136805808.1	WP_167495695.1, WP_136799664.1	WP_011188244.1				
N6.HOG0002835	OG0001794	n4			Utg323262_196	Utg861448_23								
N6.HOG0002836	OG0001794	n6				Utg857682_150								
N6.HOG0002837	OG0001795	n0			Utg323300_337, Utg323300_90, Utg323300_91				WP_228721464.1, WP_136799013.1	WP_011188878.1				
N6.HOG0002838	OG0001796	n0			Utg323316_159, Utg323316_160	Utg857046_47		WP_136806027.1, WP_153307144.1	WP_176360003.1					
N6.HOG0002839	OG0001797	n0			Utg323392_181	Utg859388_44		WP_136806854.1, WP_136808582.1, WP_136808823.1	WP_136799136.1	WP_011187988.1				
N6.HOG0002840	OG0001798	n0			Utg323392_210	Utg857076_8		WP_136805783.1	WP_136799890.1	WP_011188260.1				
N6.HOG0002841	OG0001799	n0			Utg323448_120			WP_136808585.1	WP_136795408.1	WP_011187590.1				
N6.HOG0002842	OG0001800	n0			Utg323632_117	Utg861448_34		WP_136809531.1	WP_136795498.1	WP_011189019.1				
N6.HOG0002843	OG0001801	n0			Utg323632_304	Utg866558_12		WP_136808557.1	WP_136795381.1	WP_011189548.1				
N6.HOG0002844	OG0001802	n0			Utg324548_23	Utg859236_46		WP_136808464.1	WP_136798270.1	WP_011190474.1				
N6.HOG0002845	OG0001803	n0			Utg324810_2	Utg859982_110		WP_136805541.1	WP_136797846.1	WP_011187809.1				
N6.HOG0002846	OG0001804	n0			Utg324810_85	Utg861744_98		WP_136807748.1	WP_136796351.1	WP_011189427.1				
N6.HOG0002847	OG0001805	n3						WP_136806970.1	WP_136796179.1	WP_041277532.1				
N6.HOG0002848	OG0001805	n5							WP_136796269.1, WP_228721467.1	WP_011189483.1				
N6.HOG0002849	OG0001806	n0				Utg858494_47		WP_136806226.1, WP_217909578.1	WP_136796667.1, WP_217907650.1	WP_011187732.1, WP_011187729.1				
N6.HOG0002850	OG0001807	n0				Utg858494_74, Utg863716_7		WP_136807578.1, WP_136810323.1	WP_136796250.1					
N6.HOG0002851	OG0001808	n0				Utg859076_67, Utg859076_68		WP_136809026.1, WP_217909445.1, WP_136809031.1	WP_136797503.1, WP_136798988.1	WP_011187448.1				
N6.HOG0002852	OG0001809	n0				Utg859236_63		WP_136809611.1	WP_136799475.1, WP_136798217.1	WP_011188746.1, WP_041278495.1				
N6.HOG0002853	OG0001810	n0				Utg859982_191		WP_136808785.1, WP_136805827.1	WP_136796186.1					
N6.HOG0002854	OG0001811	n0				Utg859982_193, Utg859982_192		WP_176371627.1, WP_136805826.1	WP_136796185.1					
N6.HOG0002855	OG0001812	n0						WP_136805451.1	WP_136796531.1	WP_041277611.1				
N6.HOG0002856	OG0001813	n0						WP_136805759.1, WP_136808133.1	WP_136798175.1, WP_136795308.1	WP_011187547.1				
N6.HOG0002857	OG0001814	n0						WP_136805678.1	WP_136795753.1, WP_167495645.1, WP_136799921.1, WP_167495905.1, WP_136797195.1, WP_136799845.1					
N6.HOG0002858	OG0001815	n0						WP_136809740.1, WP_136808605.1	WP_136799073.1, WP_136795417.1	WP_041277602.1				
N6.HOG0002859	OG0001816	n0						WP_136809975.1, WP_136808842.1	WP_136799394.1, WP_136799156.1					
N6.HOG0002860	OG0001817	n0						WP_167505862.1, WP_136810406.1						
N6.HOG0002861	OG0001818	n2						WP_167505819.1	WP_167495698.1					
N6.HOG0002862	OG0001818	n6						WP_217909551.1						
N6.HOG0002863	OG0001819	n0						WP_136806249.1						
N6.HOG0002864	OG0001820	n0						WP_217909632.1		WP_011188528.1				
N6.HOG0002865	OG0001821	n0		WP_015402747.1		Utg857682_49		WP_136808715.1						
N6.HOG0002866	OG0001822	n0		WP_015403242.1	Utg323262_59			WP_136805217.1	WP_167495752.1					
N6.HOG0002867	OG0001825	n0		WP_228130051.1	Utg323300_356	Utg857152_81		WP_136807137.1	WP_136795912.1					
N6.HOG0002868	OG0001826	n0						WP_136809219.1, WP_136805657.1	WP_136799090.1	WP_011190270.1, WP_041278112.1				
N6.HOG0002869	OG0001827	n0						WP_136810862.1		WP_011188432.1				
N6.HOG0002870	OG0001828	n0		WP_015402594.1	Utg323180_170			WP_136808930.1	WP_136797110.1					
N6.HOG0002871	OG0001831	n0						WP_136806614.1	WP_136796801.1, WP_136798847.1					
N6.HOG0002872	OG0001832	n0						WP_136810165.1	WP_176360019.1, WP_267314021.1					
N6.HOG0002873	OG0001833	n0		WP_015404213.1, WP_167320712.1	Utg323180_129	Utg857152_199		WP_136810625.1	WP_136796065.1					
N6.HOG0002874	OG0001834	n0			Utg323152_116	Utg859098_291								
N6.HOG0002875	OG0001835	n0		WP_015403755.1	Utg323300_191					WP_011187373.1				
N6.HOG0002876	OG0001836	n0			Utg323180_582	Utg860814_163								
N6.HOG0002877	OG0001837	n0						WP_136806999.1	WP_136798494.1	WP_041277649.1				
N6.HOG0002878	OG0001838	n0						WP_136807198.1, WP_136805994.1	WP_136798779.1	WP_011190262.1				
N6.HOG0002879	OG0001839	n0						WP_136809405.1	WP_136798642.1	WP_011188161.1, WP_011188757.1				
N6.HOG0002880	OG0001840	n0		WP_015402446.1	Utg323180_422			WP_136810485.1	WP_136796344.1					
N6.HOG0002881	OG0001841	n0						WP_136806130.1	WP_136795933.1					
N6.HOG0002882	OG0001842	n0		WP_015403431.1	Utg324810_57	Utg861744_122		WP_136808640.1	WP_136795450.1					
N6.HOG0002883	OG0001843	n4				Utg857682_104								
N6.HOG0002884	OG0001844	n0						WP_136808114.1	WP_136795285.1	WP_011187698.1				
N6.HOG0002885	OG0001845	n0						WP_136808143.1	WP_136795316.1	WP_011187413.1				
N6.HOG0002886	OG0001847	n0			Utg323152_493	Utg859982_55			WP_136796579.1					
N6.HOG0002887	OG0001848	n0		WP_052327045.1		Utg860006_118		WP_136810316.1	WP_136796486.1					
N6.HOG0002888	OG0001850	n0						WP_136808205.1, WP_136806238.1	WP_136796333.1	WP_041277875.1				
N6.HOG0002889	OG0001851	n0		WP_015403559.1		Utg858494_50		WP_136810807.1	WP_217907699.1	WP_011188626.1				
N6.HOG0002890	OG0001852	n0		WP_015403702.1	Utg323300_20				WP_136797326.1					
N6.HOG0002891	OG0001853	n0		WP_015403109.1				WP_136809919.1	WP_136796726.1	WP_011188290.1				
N6.HOG0002892	OG0001854	n0		WP_015405276.1	Utg323152_296	Utg859098_120		WP_136810686.1	WP_136799850.1					
N6.HOG0002893	OG0001855	n0								WP_041279053.1, WP_041278683.1				
N6.HOG0002894	OG0001856	n0			Utg323152_575			WP_167505761.1	WP_136796454.1	WP_011188772.1				
N6.HOG0002895	OG0001857	n0			Utg323074_61	Utg857994_47, Utg858432_58				WP_041277941.1				
N6.HOG0002896	OG0001858	n0		WP_015405384.1	Utg323392_101	Utg859388_135								
N6.HOG0002897	OG0001859	n0			Utg323392_241									
N6.HOG0002898	OG0001860	n0		WP_015404617.1				WP_136806246.1						
N6.HOG0002899	OG0001862	n0						WP_267313719.1, WP_136806216.1						
N6.HOG0002900	OG0001863	n0		WP_015403397.1	Utg323392_50	Utg859388_182, Utg858498_26		WP_267313785.1						
N6.HOG0002901	OG0001864	n0		WP_015403617.1	Utg323266_47				WP_136796923.1	WP_041277507.1				
N6.HOG0002902	OG0001865	n0		WP_015404758.1	Utg323392_194	Utg859388_33		WP_136806980.1	WP_136797808.1					
N6.HOG0002903	OG0001866	n0						WP_136806825.1		WP_011189616.1, WP_041277958.1, WP_041279007.1				
N6.HOG0002904	OG0001867	n4						WP_217909472.1		WP_011189489.1				
N6.HOG0002905	OG0001867	n5						WP_136806973.1		WP_011187737.1				
N6.HOG0002906	OG0001868	n0		WP_015402292.1	Utg323180_710	Utg860814_329		WP_136805534.1	WP_136797853.1	WP_011188915.1				
N6.HOG0002907	OG0001869	n0		WP_015402295.1	Utg323180_707	Utg860814_325		WP_136805531.1	WP_136797856.1	WP_011188918.1				
N6.HOG0002908	OG0001870	n0		WP_015402331.1, WP_015402345.1	Utg323180_656, Utg323180_640	Utg860814_234		WP_167506076.1	WP_167495690.1					
N6.HOG0002909	OG0001871	n0		WP_015402590.1, WP_015402343.1	Utg323180_642	Utg860814_236, Utg863716_11		WP_167505904.1	WP_167495775.1					
N6.HOG0002910	OG0001872	n0		WP_015402349.1	Utg323140_30	Utg859750_3, Utg859750_10		WP_136807803.1	WP_136799024.1	WP_041277451.1				
N6.HOG0002911	OG0001873	n0		WP_015402350.1	Utg323180_621	Utg860814_212		WP_167505903.1	WP_136795250.1	WP_041277500.1				
N6.HOG0002912	OG0001874	n0		WP_015402413.1	Utg323180_483	Utg860814_69		WP_136807697.1	WP_136797035.1					
N6.HOG0002913	OG0001875	n0		WP_015402415.1	Utg323180_481	Utg860814_67		WP_136809452.1	WP_136795695.1					
N6.HOG0002914	OG0001876	n0		WP_015402445.1	Utg323300_107, Utg323180_436	Utg860814_15		WP_136806982.1, WP_136809188.1		WP_011187908.1				
N6.HOG0002915	OG0001877	n0		WP_015402493.1	Utg323160_61	Utg861744_38		WP_228723271.1, WP_136806101.1	WP_136795958.1	WP_041277411.1				
N6.HOG0002916	OG0001878	n0		WP_015402536.1	Utg323152_580			WP_136805711.1	WP_136796449.1	WP_011188777.1				
N6.HOG0002917	OG0001879	n0		WP_015402546.1	Utg323180_242	Utg863716_64		WP_136810482.1	WP_136796358.1	WP_011190094.1				
N6.HOG0002918	OG0001880	n0		WP_015402547.1	Utg323180_241	Utg863716_63		WP_136810481.1	WP_136796359.1	WP_011190095.1				
N6.HOG0002919	OG0001881	n0		WP_015402580.1	Utg323180_195	Utg863716_32		WP_136810509.1	WP_136796324.1	WP_011187250.1				
N6.HOG0002920	OG0001882	n0		WP_015402626.1	Utg324810_103, Utg323160_11	Utg861744_70		WP_136809383.1	WP_136795466.1					
N6.HOG0002921	OG0001883	n0		WP_015402633.1	Utg323152_589			WP_136805908.1	WP_136797436.1	WP_011188133.1				
N6.HOG0002922	OG0001884	n0		WP_015402658.1	Utg323180_124	Utg857152_196		WP_136808480.1	WP_136798285.1	WP_011190164.1				
N6.HOG0002923	OG0001885	n0		WP_015402675.1	Utg323180_101	Utg857152_174		WP_136806163.1	WP_136795879.1	WP_041277995.1				
N6.HOG0002924	OG0001886	n0		WP_015402702.1	Utg323180_47	Utg859750_88		WP_136806920.1	WP_136798526.1	WP_041277723.1				
N6.HOG0002925	OG0001887	n0		WP_015402703.1	Utg323180_46	Utg859750_87		WP_136806919.1	WP_136798527.1	WP_011188583.1				
N6.HOG0002926	OG0001888	n0		WP_015402708.1	Utg323180_40	Utg859750_80		WP_136806630.1	WP_136796782.1	WP_156792333.1				
N6.HOG0002927	OG0001889	n0		WP_015402725.1	Utg323180_7	Utg859750_28		WP_136805809.1	WP_136799665.1	WP_011188243.1				
N6.HOG0002928	OG0001890	n0		WP_015402758.1	Utg323140_58	Utg864866_95		WP_136805880.1	WP_228721455.1	WP_011188154.1				
N6.HOG0002929	OG0001891	n0		WP_015402788.1	Utg323140_100	Utg864866_55		WP_136805899.1	WP_136797421.1	WP_041277621.1				
N6.HOG0002930	OG0001892	n1		WP_015402844.1				WP_136810104.1						
N6.HOG0002931	OG0001892	n3		WP_015402841.1				WP_136810112.1						
N6.HOG0002932	OG0001893	n0		WP_015402870.1	Utg323632_88			WP_136805076.1	WP_228721383.1	WP_011187455.1				
N6.HOG0002933	OG0001894	n0		WP_015402881.1, WP_015405337.1	Utg323180_438, Utg323152_379	Utg860814_17		WP_136807846.1		WP_011189724.1				
N6.HOG0002934	OG0001895	n0		WP_015402895.1	Utg323140_151	Utg864866_10		WP_136805893.1	WP_136797409.1	WP_041277622.1				
N6.HOG0002935	OG0001896	n0		WP_015402912.1	Utg323632_268			WP_275942850.1	WP_136796549.1	WP_041277641.1				
N6.HOG0002936	OG0001897	n1		WP_015402925.1										
N6.HOG0002937	OG0001897	n2		WP_015405578.1	Utg323316_279									
N6.HOG0002938	OG0001898	n0		WP_015402965.1	Utg323140_192	Utg859432_9, Utg859432_53		WP_136810632.1	WP_136796058.1					
N6.HOG0002939	OG0001899	n0		WP_015403091.1	Utg325220_113	Utg857682_79								
N6.HOG0002940	OG0001900	n0		WP_015403105.1, WP_015404837.1	Utg323262_145	Utg859236_101		WP_136809848.1	WP_136799829.1					
N6.HOG0002941	OG0001901	n0		WP_015403182.1	Utg323632_383			WP_136810342.1		WP_041278828.1, WP_011189393.1				
N6.HOG0002942	OG0001902	n0		WP_015403230.1	Utg323160_117			WP_228723277.1	WP_136796123.1	WP_011187986.1				
N6.HOG0002943	OG0001903	n0		WP_015405440.1, WP_015403307.1	Utg323448_126, Utg323632_5, Utg323300_161	Utg859098_435								
N6.HOG0002944	OG0001904	n0		WP_015403384.1	Utg323180_539	Utg860814_155		WP_136810185.1	WP_136797016.1					
N6.HOG0002945	OG0001905	n0		WP_015403385.1	Utg324810_82	Utg861744_99		WP_136807499.1	WP_136799206.1	WP_156792238.1				
N6.HOG0002946	OG0001906	n0		WP_015403389.1	Utg324810_76	Utg861744_103		WP_136809126.1	WP_267314005.1	WP_011187963.1				
N6.HOG0002947	OG0001907	n0		WP_015403711.1, WP_015403392.1	Utg324810_73	Utg861744_107		WP_136806013.1	WP_136798795.1	WP_011188893.1				
N6.HOG0002948	OG0001908	n0		WP_015403438.1	Utg324810_66	Utg861744_112		WP_228723243.1	WP_136796366.1	WP_265588610.1				
N6.HOG0002949	OG0001909	n0		WP_015403504.1	Utg323300_96	Utg857300_54		WP_136809293.1	WP_136799405.1	WP_011187770.1				
N6.HOG0002950	OG0001910	n0		WP_015403512.1	Utg323300_397	Utg857152_120		WP_167505879.1, WP_136806592.1	WP_136796823.1					
N6.HOG0002951	OG0001911	n0		WP_015403518.1	Utg323300_108	Utg857300_44		WP_136809285.1	WP_136799412.1	WP_041277479.1				
N6.HOG0002952	OG0001912	n0		WP_015403537.1	Utg323300_119	Utg857300_33		WP_136809849.1, WP_136809711.1	WP_136795590.1	WP_156792250.1				
N6.HOG0002953	OG0001913	n0		WP_015403539.1	Utg323300_121	Utg857300_31		WP_136809713.1	WP_136795592.1	WP_041277831.1				
N6.HOG0002954	OG0001914	n0		WP_015403566.1		Utg860006_114, Utg859076_4, Utg859076_3		WP_136809497.1	WP_136798662.1	WP_228130136.1				
N6.HOG0002955	OG0001915	n0		WP_015403674.1	Utg323180_548	Utg860814_132, Utg860814_133		WP_136810629.1	WP_136796062.1	WP_011187690.1				
N6.HOG0002956	OG0001916	n0		WP_015403678.1	Utg323632_180, Utg323180_557	Utg860814_141		WP_136806202.1						
N6.HOG0002957	OG0001917	n0		WP_015403706.1				WP_136806061.1	WP_136798944.1, WP_136797048.1	WP_011190155.1				
N6.HOG0002958	OG0001918	n0		WP_015403716.1	Utg323316_353	Utg857046_266		WP_136810617.1	WP_136798655.1					
N6.HOG0002959	OG0001919	n0		WP_015403764.1	Utg323300_200			WP_136806067.1, WP_136807691.1	WP_228721416.1, WP_136798436.1	WP_199285678.1				
N6.HOG0002960	OG0001920	n0		WP_015403765.1	Utg323300_201			WP_136806068.1, WP_136807693.1	WP_136795352.1, WP_136798435.1	WP_011188677.1				
N6.HOG0002961	OG0001921	n0		WP_015403775.1	Utg323300_259, Utg323300_258			WP_136809802.1	WP_136795669.1					
N6.HOG0002962	OG0001922	n1		WP_015403780.1				WP_136808994.1						
N6.HOG0002963	OG0001922	n4						WP_136808993.1						
N6.HOG0002964	OG0001923	n0		WP_015403794.1	Utg324810_37	Utg861744_139		WP_136808071.1	WP_136795249.1					
N6.HOG0002965	OG0001924	n0		WP_015403826.1	Utg323300_226			WP_136807096.1	WP_136798374.1					
N6.HOG0002966	OG0001925	n0		WP_015403830.1	Utg323300_230			WP_136809204.1	WP_136798952.1					
N6.HOG0002967	OG0001926	n0		WP_015403861.1	Utg323300_290	Utg857152_17		WP_136808079.1	WP_136795257.1	WP_041277482.1				
N6.HOG0002968	OG0001927	n0		WP_015403870.1	Utg323300_301	Utg857152_30, Utg857152_29		WP_136808048.1	WP_136795204.1	WP_011188033.1				
N6.HOG0002969	OG0001928	n0		WP_015403872.1	Utg323300_303	Utg857152_32		WP_136808046.1	WP_167495608.1	WP_011188035.1				
N6.HOG0002970	OG0001929	n0		WP_015403894.1	Utg323300_328	Utg857152_56		WP_136808025.1	WP_136795183.1					
N6.HOG0002971	OG0001930	n0		WP_015403897.1	Utg323300_331	Utg857152_59		WP_136808022.1	WP_136795181.1					
N6.HOG0002972	OG0001931	n0		WP_015403899.1	Utg323300_333	Utg857152_61		WP_136808020.1	WP_136795179.1					
N6.HOG0002973	OG0001932	n0		WP_015403961.1		Utg857152_114				WP_228130167.1				
N6.HOG0002974	OG0001933	n0		WP_015404013.1	Utg323316_311	Utg857046_208		WP_217909542.1	WP_217907623.1					
N6.HOG0002975	OG0001934	n0		WP_015404041.1	Utg323316_277, Utg323316_254	Utg857046_183		WP_136805359.1	WP_136799819.1					
N6.HOG0002976	OG0001935	n0		WP_015404067.1	Utg323316_237	Utg857046_162		WP_136807931.1	WP_167495643.1	WP_011188175.1				
N6.HOG0002977	OG0001936	n0		WP_015404071.1	Utg323316_234	Utg857046_139		WP_136809755.1	WP_136795626.1	WP_011187321.1				
N6.HOG0002978	OG0001937	n0		WP_015404077.1	Utg323316_228	Utg857046_133		WP_136809751.1	WP_136795622.1	WP_011187317.1				
N6.HOG0002979	OG0001938	n0		WP_015404080.1	Utg323316_225	Utg859098_40, Utg857046_130		WP_228723400.1	WP_136795619.1	WP_011187314.1				
N6.HOG0002980	OG0001939	n0		WP_015404105.1	Utg323316_135	Utg857046_23		WP_136809701.1	WP_136795581.1	WP_011189004.1				
N6.HOG0002981	OG0001940	n0		WP_015404111.1	Utg323316_127	Utg857046_9		WP_136809694.1	WP_136795574.1	WP_156792249.1				
N6.HOG0002982	OG0001941	n0		WP_015404113.1	Utg323316_125	Utg857046_7		WP_136809280.1, WP_228723308.1	WP_136799417.1	WP_049785063.1				
N6.HOG0002983	OG0001942	n0		WP_015404145.1	Utg323316_86			WP_136808573.1	WP_136798820.1					
N6.HOG0002984	OG0001943	n0		WP_015404167.1	Utg323448_20	Utg857490_28		WP_136810533.1	WP_136798122.1	WP_011188325.1				
N6.HOG0002985	OG0001944	n0		WP_015404175.1	Utg323448_25	Utg857490_23		WP_136810537.1	WP_136798118.1	WP_011188329.1				
N6.HOG0002986	OG0001945	n0		WP_015404181.1	Utg323448_30	Utg857490_18		WP_136810541.1	WP_136798115.1	WP_041277670.1				
N6.HOG0002987	OG0001946	n0		WP_015404196.1	Utg323140_216	Utg859432_82		WP_136806016.1	WP_136798802.1	WP_198408693.1				
N6.HOG0002988	OG0001947	n0		WP_015404197.1	Utg323140_215	Utg859432_81		WP_136806015.1	WP_136798801.1	WP_011187594.1				
N6.HOG0002989	OG0001948	n0		WP_015404255.1	Utg323448_34	Utg857490_14		WP_136810548.1	WP_136798109.1	WP_011188338.1				
N6.HOG0002990	OG0001949	n0		WP_015404256.1	Utg323448_35	Utg857490_13		WP_136810549.1	WP_136798108.1	WP_228130171.1				
N6.HOG0002991	OG0001950	n0		WP_015404257.1	Utg323448_36	Utg857490_12		WP_136810550.1	WP_136798107.1	WP_049785011.1				
N6.HOG0002992	OG0001951	n0		WP_015404323.1	Utg323448_103	Utg858494_87		WP_136810615.1	WP_167495801.1	WP_041277683.1				
N6.HOG0002993	OG0001952	n0		WP_015404337.1	Utg323180_455, Utg323152_12	Utg860814_40, Utg860814_36, Utg859098_374								
N6.HOG0002994	OG0001953	n0		WP_015404348.1	Utg323262_99	Utg857076_34		WP_136810051.1	WP_136796970.1	WP_011190113.1				
