HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N8.HOG0002241	OG0001350	n0						WP_136805962.1	WP_136798574.1					
N8.HOG0002242	OG0001351	n0						WP_136805961.1	WP_136798575.1					
N8.HOG0002243	OG0001352	n0						WP_136808005.1	WP_136795165.1					
N8.HOG0002244	OG0001353	n0						WP_167506006.1	WP_136795698.1					
N8.HOG0002245	OG0001354	n0						WP_136809454.1	WP_228721402.1					
N8.HOG0002246	OG0001355	n0						WP_136806415.1	WP_136796736.1					
N8.HOG0002247	OG0001356	n0						WP_136808129.1	WP_136795304.1					
N8.HOG0002248	OG0001357	n0						WP_136808615.1	WP_136795431.1					
N8.HOG0002249	OG0001358	n0						WP_136808544.1	WP_136799104.1					
N8.HOG0002250	OG0001359	n0						WP_136809398.1	WP_136795480.1					
N8.HOG0002251	OG0001361	n0						WP_136805289.1	WP_136797995.1					
N8.HOG0002252	OG0001362	n0						WP_136805174.1	WP_136796548.1					
N8.HOG0002253	OG0001363	n0						WP_136805260.1	WP_136797966.1					
N8.HOG0002254	OG0001364	n0						WP_136808453.1	WP_136798256.1					
N8.HOG0002255	OG0001365	n0						WP_136810211.1	WP_136796995.1					
N8.HOG0002256	OG0001367	n0						WP_167505986.1	WP_167495677.1					
N8.HOG0002257	OG0001368	n0						WP_136809329.1	WP_136799343.1					
N8.HOG0002258	OG0001369	n0						WP_136807999.1	WP_136795159.1					
N8.HOG0002259	OG0001370	n1							WP_136797848.1					
N8.HOG0002260	OG0001372	n0							WP_136795725.1					
N8.HOG0002261	OG0001373	n4						WP_136807762.1	WP_167495702.1					
N8.HOG0002262	OG0001373	n7							WP_136799526.1					
N8.HOG0002263	OG0001374	n0						WP_136810210.1	WP_136796996.1					
N8.HOG0002264	OG0001376	n1							WP_136797276.1					
N8.HOG0002265	OG0001376	n3						WP_167505754.1	WP_136797279.1					
N8.HOG0002266	OG0001378	n0						WP_136806284.1	WP_136795849.1					
N8.HOG0002267	OG0001379	n0						WP_136805960.1	WP_136798576.1					
N8.HOG0002268	OG0001380	n0						WP_228723250.1	WP_136796455.1					
N8.HOG0002269	OG0001381	n0						WP_217909469.1	WP_217907723.1					
N8.HOG0002270	OG0001382	n0						WP_136808132.1	WP_136795307.1					
N8.HOG0002271	OG0001384	n0						WP_136808624.1	WP_136795440.1					
N8.HOG0002272	OG0001385	n0						WP_136809444.1	WP_136795699.1					
N8.HOG0002273	OG0001386	n0						WP_136810672.1, WP_228723325.1	WP_136799695.1					
N8.HOG0002274	OG0001388	n0						WP_136809605.1	WP_136797074.1, WP_136796205.1					
N8.HOG0002275	OG0001389	n0						WP_136809675.1	WP_136795557.1					
N8.HOG0002276	OG0001390	n0						WP_136805434.1	WP_136797757.1					
N8.HOG0002277	OG0001391	n0						WP_136810429.1	WP_136796399.1					
N8.HOG0002278	OG0001392	n4							WP_136798377.1					
N8.HOG0002279	OG0001393	n0						WP_167505760.1	WP_136796450.1					
N8.HOG0002280	OG0001394	n0						WP_136809816.1, WP_136805720.1, WP_167505747.1	WP_136797854.1					
N8.HOG0002281	OG0001395	n0						WP_136805516.1	WP_136797870.1					
N8.HOG0002282	OG0001396	n0						WP_136805509.1	WP_136797877.1					
N8.HOG0002283	OG0001397	n0						WP_136806888.1	WP_136798553.1					
N8.HOG0002284	OG0001398	n0						WP_167505744.1	WP_136797891.1					
N8.HOG0002285	OG0001399	n0						WP_167505743.1	WP_136797894.1					
N8.HOG0002286	OG0001400	n0						WP_136806253.1						
N8.HOG0002287	OG0001401	n0						WP_228723336.1	WP_228721320.1					
N8.HOG0002288	OG0001402	n0						WP_136808963.1						
N8.HOG0002289	OG0001403	n0						WP_136806638.1	WP_136796775.1					
N8.HOG0002290	OG0001404	n0						WP_136806636.1	WP_136796777.1					
N8.HOG0002291	OG0001405	n0						WP_136806634.1	WP_136796779.1					
N8.HOG0002292	OG0001406	n0						WP_136806633.1	WP_136796780.1					
N8.HOG0002293	OG0001407	n0						WP_136810479.1	WP_176360029.1					
N8.HOG0002294	OG0001408	n0						WP_136810486.1	WP_228721472.1					
N8.HOG0002295	OG0001409	n0						WP_136810494.1	WP_136796337.1					
N8.HOG0002296	OG0001410	n0						WP_136809384.1	WP_136795467.1					
N8.HOG0002297	OG0001411	n0						WP_136809425.1	WP_136796389.1					
N8.HOG0002298	OG0001413	n0						WP_228723288.1	WP_136795492.1					
N8.HOG0002299	OG0001414	n0						WP_136806165.1	WP_136795877.1					
N8.HOG0002300	OG0001415	n0						WP_136809036.1, WP_136805772.1, WP_136805803.1	WP_136799901.1					
N8.HOG0002301	OG0001416	n0						WP_136806615.1	WP_275942953.1					
N8.HOG0002302	OG0001417	n0						WP_136805729.1	WP_136798203.1					
N8.HOG0002303	OG0001418	n0						WP_136805913.1	WP_136799587.1					
N8.HOG0002304	OG0001419	n0						WP_136807640.1	WP_136798355.1					
N8.HOG0002305	OG0001420	n0						WP_136807648.1	WP_136798360.1					
N8.HOG0002306	OG0001421	n0						WP_228723275.1	WP_136796069.1					
N8.HOG0002307	OG0001423	n0						WP_136808929.1	WP_136797111.1					
N8.HOG0002308	OG0001424	n0						WP_136805941.1	WP_136798958.1					
N8.HOG0002309	OG0001425	n2						WP_136810177.1						
N8.HOG0002310	OG0001425	n6						WP_136809366.1	WP_136798633.1					
N8.HOG0002311	OG0001426	n0						WP_136809356.1	WP_136798624.1					
N8.HOG0002312	OG0001427	n0						WP_136808381.1	WP_136796634.1					
N8.HOG0002313	OG0001428	n0						WP_136809156.1	WP_136796119.1					
N8.HOG0002314	OG0001429	n0						WP_136809132.1	WP_136796095.1					
N8.HOG0002315	OG0001430	n0						WP_136806801.1, WP_136806952.1	WP_136797795.1					
N8.HOG0002316	OG0001431	n0						WP_136806803.1	WP_136799286.1					
N8.HOG0002317	OG0001432	n4						WP_136808614.1	WP_136795430.1					
N8.HOG0002318	OG0001432	n6						WP_136806653.1	WP_136797899.1					
N8.HOG0002319	OG0001434	n0						WP_136809294.1	WP_136799404.1					
N8.HOG0002320	OG0001435	n0						WP_136810318.1	WP_228721476.1					
N8.HOG0002321	OG0001436	n2						WP_136807124.1	WP_136798341.1					
N8.HOG0002322	OG0001436	n4							WP_136797130.1					
N8.HOG0002323	OG0001437	n0						WP_228723333.1	WP_136798443.1, WP_136797665.1					
N8.HOG0002324	OG0001438	n0						WP_136806267.1	WP_136795865.1					
N8.HOG0002325	OG0001439	n0						WP_136810071.1, WP_136809628.1	WP_136798604.1					
N8.HOG0002326	OG0001440	n0						WP_136806932.1	WP_136798515.1					
N8.HOG0002327	OG0001441	n0						WP_136808609.1	WP_136795420.1					
N8.HOG0002328	OG0001442	n0						WP_136806126.1	WP_136795937.1					
N8.HOG0002329	OG0001443	n0						WP_136806125.1	WP_136795938.1					
N8.HOG0002330	OG0001444	n4						WP_136807689.1	WP_136798437.1					
N8.HOG0002331	OG0001444	n6						WP_136808540.1, WP_136806066.1	WP_136795353.1					
N8.HOG0002332	OG0001445	n0						WP_136808086.1	WP_136795263.1					
N8.HOG0002333	OG0001446	n0						WP_136808035.1	WP_136795193.1					
N8.HOG0002334	OG0001447	n0						WP_136808034.1	WP_136795192.1					
N8.HOG0002335	OG0001448	n0						WP_136808012.1	WP_136795172.1					
N8.HOG0002336	OG0001449	n0						WP_136809733.1						
N8.HOG0002337	OG0001450	n0						WP_136808001.1	WP_136795161.1					
N8.HOG0002338	OG0001451	n0						WP_136807985.1	WP_136795146.1					
N8.HOG0002339	OG0001452	n0						WP_136807968.1	WP_136795129.1					
N8.HOG0002340	OG0001453	n0						WP_136805210.1						
N8.HOG0002341	OG0001454	n0						WP_136807939.1	WP_136795746.1					
N8.HOG0002342	OG0001455	n3							WP_136795767.1					
N8.HOG0002343	OG0001456	n0						WP_136810306.1, WP_136810260.1	WP_136799930.1, WP_136797027.1					
N8.HOG0002344	OG0001457	n4						WP_136808444.1						
N8.HOG0002345	OG0001458	n0						WP_136810556.1	WP_136798101.1					
N8.HOG0002346	OG0001459	n0						WP_136810557.1	WP_136798100.1					
N8.HOG0002347	OG0001460	n1						WP_136805376.1	WP_136797654.1					
N8.HOG0002348	OG0001460	n5						WP_136806721.1	WP_275942928.1					
N8.HOG0002349	OG0001461	n0						WP_136809631.1	WP_136796973.1					
N8.HOG0002350	OG0001462	n0						WP_136810041.1	WP_136796959.1					
N8.HOG0002351	OG0001463	n0						WP_136805925.1	WP_136798978.1					
N8.HOG0002352	OG0001464	n0						WP_136810038.1	WP_136796956.1					
N8.HOG0002353	OG0001465	n0						WP_136810031.1	WP_136796951.1					
N8.HOG0002354	OG0001466	n0						WP_136810030.1	WP_136796950.1					
N8.HOG0002355	OG0001467	n4						WP_136806252.1	WP_136795655.1					
N8.HOG0002356	OG0001467	n6						WP_136806478.1	WP_228721357.1					
N8.HOG0002357	OG0001468	n0						WP_136806608.1	WP_136796807.1					
N8.HOG0002358	OG0001469	n0						WP_136808560.1	WP_167495622.1					
N8.HOG0002359	OG0001470	n0						WP_136808456.1	WP_136798262.1					
N8.HOG0002360	OG0001471	n1						WP_136810315.1						
N8.HOG0002361	OG0001471	n3						WP_136806178.1	WP_136795873.1					
N8.HOG0002362	OG0001472	n0						WP_228723316.1	WP_136798187.1					
N8.HOG0002363	OG0001473	n0						WP_136806268.1						
N8.HOG0002364	OG0001474	n0						WP_136806278.1	WP_136795855.1					
N8.HOG0002365	OG0001476	n0						WP_136808414.1	WP_136796604.1					
N8.HOG0002366	OG0001477	n0						WP_136805323.1						
N8.HOG0002367	OG0001478	n0						WP_136807816.1	WP_136799037.1					
N8.HOG0002368	OG0001479	n0						WP_136805419.1	WP_136797725.1					
N8.HOG0002369	OG0001480	n0						WP_136809703.1, WP_136806739.1, WP_167505876.1, WP_136809704.1	WP_136795583.1					
N8.HOG0002370	OG0001481	n0						WP_136805280.1	WP_136797986.1					
N8.HOG0002371	OG0001482	n0						WP_136805304.1	WP_136798010.1					
N8.HOG0002372	OG0001483	n0						WP_136805310.1	WP_136798015.1					
N8.HOG0002373	OG0001484	n0						WP_136805371.1	WP_136797645.1					
N8.HOG0002374	OG0001485	n0						WP_136805387.1	WP_136797675.1					
N8.HOG0002375	OG0001486	n0						WP_136806152.1	WP_136795889.1					
N8.HOG0002376	OG0001487	n0						WP_167505789.1	WP_167495660.1					
N8.HOG0002377	OG0001488	n0						WP_267313738.1	WP_136796748.1					
N8.HOG0002378	OG0001489	n0						WP_136806397.1	WP_136796751.1					
N8.HOG0002379	OG0001490	n0						WP_136807900.1						
N8.HOG0002380	OG0001491	n0						WP_136807899.1						
N8.HOG0002381	OG0001492	n0						WP_136807898.1						
N8.HOG0002382	OG0001493	n0						WP_136807897.1						
N8.HOG0002383	OG0001494	n0						WP_136807885.1						
N8.HOG0002384	OG0001495	n0						WP_136807884.1						
N8.HOG0002385	OG0001496	n0						WP_136807882.1						
N8.HOG0002386	OG0001497	n0						WP_136807881.1						
N8.HOG0002387	OG0001498	n0						WP_136807880.1						
N8.HOG0002388	OG0001499	n0						WP_136807873.1						
N8.HOG0002389	OG0001500	n0						WP_136807872.1						
N8.HOG0002390	OG0001501	n0						WP_136807871.1						
N8.HOG0002391	OG0001502	n0						WP_136807870.1						
N8.HOG0002392	OG0001503	n0						WP_136807869.1						
N8.HOG0002393	OG0001504	n0						WP_136807860.1						
N8.HOG0002394	OG0001505	n0						WP_136807851.1						
N8.HOG0002395	OG0001506	n4						WP_136807848.1						
N8.HOG0002396	OG0001506	n6						WP_136807847.1						
N8.HOG0002397	OG0001507	n0						WP_136808321.1	WP_136796690.1					
N8.HOG0002398	OG0001508	n0						WP_136808330.1	WP_167495722.1					
N8.HOG0002399	OG0001509	n1						WP_045707864.1	WP_136795991.1					
N8.HOG0002400	OG0001509	n5						WP_136805574.1	WP_136798863.1					
N8.HOG0002401	OG0001510	n0						WP_136806285.1	WP_136795848.1					
N8.HOG0002402	OG0001511	n0						WP_136808495.1	WP_136798296.1					
N8.HOG0002403	OG0001512	n0						WP_136808496.1	WP_136798297.1					
N8.HOG0002404	OG0001513	n0						WP_228723229.1	WP_136797794.1					
N8.HOG0002405	OG0001514	n0						WP_136808515.1	WP_136796700.1					
N8.HOG0002406	OG0001515	n0						WP_136808311.1	WP_167495723.1					
N8.HOG0002407	OG0001516	n0						WP_136808296.1	WP_136796715.1					
N8.HOG0002408	OG0001517	n0						WP_136807451.1	WP_136799184.1					
N8.HOG0002409	OG0001518	n0						WP_228723387.1	WP_136796643.1					
N8.HOG0002410	OG0001519	n0						WP_136808469.1	WP_136798275.1					
N8.HOG0002411	OG0001520	n0						WP_136808659.1, WP_136805942.1, WP_136808476.1	WP_136798282.1					
N8.HOG0002412	OG0001521	n0						WP_136808769.1	WP_136799328.1					
N8.HOG0002413	OG0001522	n0						WP_136806892.1	WP_136798549.1					
N8.HOG0002414	OG0001523	n2						WP_136806009.1	WP_136797389.1					
N8.HOG0002415	OG0001524	n0						WP_136809699.1	WP_136795579.1					
N8.HOG0002416	OG0001525	n0						WP_136807562.1	WP_136799224.1					
N8.HOG0002417	OG0001526	n2						WP_136809697.1	WP_136795577.1					
N8.HOG0002418	OG0001526	n6						WP_136810236.1, WP_136810026.1	WP_136796948.1					
N8.HOG0002419	OG0001527	n0						WP_136806151.1	WP_136795890.1					
N8.HOG0002420	OG0001528	n0						WP_136808323.1	WP_136796689.1					
N8.HOG0002421	OG0001529	n0						WP_136808312.1	WP_136796698.1					
N8.HOG0002422	OG0001530	n0						WP_167505897.1	WP_136795134.1					
N8.HOG0002423	OG0001531	n0						WP_136805246.1	WP_136797953.1					
N8.HOG0002424	OG0001532	n0						WP_136806153.1	WP_136795888.1					
N8.HOG0002425	OG0001533	n0						WP_136806917.1	WP_217907603.1					
N8.HOG0002426	OG0001534	n1						WP_136807100.1	WP_136798372.1					
N8.HOG0002427	OG0001534	n3						WP_136809236.1	WP_136796164.1					
N8.HOG0002428	OG0001535	n0						WP_228723339.1	WP_228721323.1					
N8.HOG0002429	OG0001536	n0						WP_136806635.1	WP_136796778.1					
N8.HOG0002430	OG0001537	n0						WP_136810623.1, WP_136807113.1	WP_136796067.1					
N8.HOG0002431	OG0001538	n2							WP_167495827.1					
N8.HOG0002432	OG0001538	n3							WP_136798033.1					
N8.HOG0002433	OG0001538	n4						WP_136808536.1						
N8.HOG0002434	OG0001539	n0						WP_136808546.1	WP_136795362.1					
N8.HOG0002435	OG0001540	n0						WP_136810470.1	WP_136796081.1, WP_136796375.1					
N8.HOG0002436	OG0001541	n0						WP_136805927.1	WP_228721456.1, WP_136798947.1					
N8.HOG0002437	OG0001542	n0						WP_136805744.1	WP_136798192.1					
N8.HOG0002438	OG0001543	n2						WP_136806036.1	WP_136796229.1					
N8.HOG0002439	OG0001543	n6						WP_136806038.1						
N8.HOG0002440	OG0001546	n0						WP_136809788.1	WP_136797155.1, WP_136795661.1					
N8.HOG0002441	OG0001547	n0						WP_136808053.1	WP_136795209.1					
N8.HOG0002442	OG0001548	n2						WP_136808708.1						
N8.HOG0002443	OG0001548	n3						WP_136810171.1						
N8.HOG0002444	OG0001549	n0						WP_136807171.1, WP_136810854.1	WP_275942951.1					
N8.HOG0002445	OG0001550	n2							WP_136798885.1					
N8.HOG0002446	OG0001550	n5							WP_136796901.1					
N8.HOG0002447	OG0001551	n0						WP_136810072.1, WP_136809246.1	WP_136798605.1					
N8.HOG0002448	OG0001552	n0						WP_136810716.1	WP_136800024.1					
N8.HOG0002449	OG0001553	n0						WP_136805597.1, WP_136805615.1	WP_136799801.1					
N8.HOG0002450	OG0001554	n0						WP_136808234.1	WP_136799923.1					
N8.HOG0002451	OG0001556	n0						WP_136808882.1	WP_136797163.1					
N8.HOG0002452	OG0001557	n0						WP_136809796.1, WP_217909527.1	WP_136795664.1					
N8.HOG0002453	OG0001558	n3						WP_136809609.1, WP_136809757.1	WP_136795628.1					
N8.HOG0002454	OG0001558	n7						WP_167505885.1						
N8.HOG0002455	OG0001559	n0						WP_136809612.1	WP_136798216.1					
N8.HOG0002456	OG0001560	n0						WP_136805467.1						
N8.HOG0002457	OG0001561	n0						WP_136806210.1						
N8.HOG0002458	OG0001562	n2							WP_136797344.1					
N8.HOG0002459	OG0001562	n6							WP_136797358.1					
N8.HOG0002460	OG0001567	n0						WP_136809166.1	WP_136796130.1					
N8.HOG0002461	OG0001568	n0						WP_228723293.1	WP_136798821.1					
N8.HOG0002462	OG0001569	n0						WP_136805118.1	WP_136798739.1					
N8.HOG0002463	OG0001570	n0						WP_136806129.1	WP_136795934.1					
N8.HOG0002464	OG0001571	n0						WP_136806132.1	WP_136795931.1					
N8.HOG0002465	OG0001572	n2						WP_136808441.1, WP_136808440.1						
N8.HOG0002466	OG0001572	n4						WP_136807959.1						
N8.HOG0002467	OG0001573	n0						WP_167505802.1	WP_167495652.1					
N8.HOG0002468	OG0001574	n0						WP_136807843.1	WP_167495864.1					
N8.HOG0002469	OG0001575	n0							WP_136796575.1					
N8.HOG0002470	OG0001576	n0						WP_136810200.1	WP_228721389.1					
N8.HOG0002471	OG0001577	n0						WP_136809859.1, WP_228723274.1						
N8.HOG0002472	OG0001578	n0						WP_136808295.1	WP_136796716.1					
N8.HOG0002473	OG0001580	n0						WP_136809336.1	WP_136797919.1					
N8.HOG0002474	OG0001582	n0						WP_136805400.1	WP_136797701.1					
N8.HOG0002475	OG0001583	n1							WP_136798705.1					
N8.HOG0002476	OG0001584	n0						WP_136808721.1						
N8.HOG0002477	OG0001585	n0						WP_136808142.1						
N8.HOG0002478	OG0001587	n0							WP_136798322.1, WP_136800062.1					
N8.HOG0002479	OG0001588	n0						WP_136810752.1	WP_136798148.1					
N8.HOG0002480	OG0001589	n0						WP_136810700.1	WP_136799859.1					
N8.HOG0002481	OG0001590	n0						WP_136806133.1	WP_136795930.1					
N8.HOG0002482	OG0001592	n0						WP_136809337.1	WP_136797918.1					
N8.HOG0002483	OG0001593	n0						WP_136808130.1	WP_136795305.1					
N8.HOG0002484	OG0001595	n0						WP_136808103.1	WP_136798420.1					
N8.HOG0002485	OG0001596	n0						WP_136806924.1	WP_136798522.1					
N8.HOG0002486	OG0001597	n1						WP_136806934.1						
N8.HOG0002487	OG0001597	n6						WP_136810868.1						
N8.HOG0002488	OG0001598	n0						WP_136805882.1	WP_136797315.1					
N8.HOG0002489	OG0001599	n3						WP_217909588.1	WP_136795472.1					
N8.HOG0002490	OG0001600	n4						WP_136807273.1						
N8.HOG0002491	OG0001601	n0						WP_136805318.1	WP_136799777.1					
N8.HOG0002492	OG0001602	n0						WP_136805918.1	WP_167495900.1					
N8.HOG0002493	OG0001604	n3						WP_136809808.1	WP_136795674.1					
N8.HOG0002494	OG0001604	n6						WP_136810374.1						
N8.HOG0002495	OG0001605	n0						WP_136809277.1, WP_136805982.1	WP_136799421.1					
N8.HOG0002496	OG0001606	n0						WP_136805967.1	WP_136798569.1					
N8.HOG0002497	OG0001607	n0						WP_136809918.1	WP_136796727.1					
N8.HOG0002498	OG0001608	n0						WP_136805479.1	WP_136797908.1					
N8.HOG0002499	OG0001609	n0						WP_136809754.1	WP_136795625.1					
N8.HOG0002500	OG0001610	n0						WP_136810202.1	WP_136797003.1					
N8.HOG0002501	OG0001611	n0						WP_136810198.1	WP_136797007.1					
N8.HOG0002502	OG0001612	n0						WP_136805717.1	WP_136796457.1					
N8.HOG0002503	OG0001613	n0						WP_136805716.1	WP_136796456.1					
N8.HOG0002504	OG0001614	n0						WP_136806942.1, WP_136809830.1	WP_167495609.1, WP_176360091.1					
N8.HOG0002505	OG0001615	n0						WP_136805919.1	WP_136799602.1					
N8.HOG0002506	OG0001616	n0						WP_167506105.1						
N8.HOG0002507	OG0001617	n2						WP_136808840.1	WP_136799152.1					
N8.HOG0002508	OG0001617	n5							WP_136799401.1					
N8.HOG0002509	OG0001618	n0							WP_136796733.1					
N8.HOG0002510	OG0001619	n0						WP_136808662.1	WP_136798677.1					
N8.HOG0002511	OG0001620	n0							WP_136799693.1					
N8.HOG0002512	OG0001622	n0						WP_136808574.1	WP_136798427.1					
N8.HOG0002513	OG0001623	n4						WP_153307142.1, WP_136807217.1						
N8.HOG0002514	OG0001623	n6						WP_136808568.1	WP_167495624.1					
N8.HOG0002515	OG0001624	n1							WP_167495936.1					
N8.HOG0002516	OG0001624	n5							WP_136799959.1					
N8.HOG0002517	OG0001625	n6							WP_136798444.1					
N8.HOG0002518	OG0001626	n4							WP_136798445.1					
N8.HOG0002519	OG0001627	n0						WP_136809882.1						
N8.HOG0002520	OG0001628	n0						WP_136805529.1	WP_136797858.1					
N8.HOG0002521	OG0001629	n0						WP_136805505.1	WP_136797880.1					
N8.HOG0002522	OG0001630	n3						WP_136805506.1	WP_136797879.1					
N8.HOG0002523	OG0001631	n0						WP_136808792.1	WP_136799337.1					
N8.HOG0002524	OG0001632	n0							WP_136796886.1					
N8.HOG0002525	OG0001633	n0						WP_136809453.1	WP_136795694.1					
N8.HOG0002526	OG0001634	n0						WP_136809469.1	WP_136795683.1					
N8.HOG0002527	OG0001635	n0						WP_136808140.1	WP_136795314.1					
N8.HOG0002528	OG0001636	n0						WP_136805398.1	WP_167495778.1					
N8.HOG0002529	OG0001637	n0						WP_136805693.1	WP_136798240.1					
N8.HOG0002530	OG0001638	n0						WP_136805767.1	WP_136798168.1					
N8.HOG0002531	OG0001639	n0						WP_136808375.1	WP_136796641.1					
N8.HOG0002532	OG0001640	n0						WP_167505822.1	WP_136796767.1					
N8.HOG0002533	OG0001641	n0						WP_136806632.1	WP_228721483.1					
N8.HOG0002534	OG0001642	n0						WP_136806631.1	WP_136799683.1, WP_136796781.1					
N8.HOG0002535	OG0001643	n0						WP_136810679.1, WP_136809860.1						
N8.HOG0002536	OG0001644	n0						WP_136810488.1	WP_217907713.1					
N8.HOG0002537	OG0001645	n0						WP_136810506.1	WP_136796325.1					
N8.HOG0002538	OG0001646	n0						WP_136810507.1	WP_153305540.1					
N8.HOG0002539	OG0001647	n0						WP_136808931.1	WP_136797108.1					
N8.HOG0002540	OG0001648	n1						WP_136810232.1						
N8.HOG0002541	OG0001648	n2						WP_275942844.1	WP_136797193.1					
N8.HOG0002542	OG0001649	n0						WP_136809376.1	WP_136795460.1					
N8.HOG0002543	OG0001650	n0						WP_136809377.1	WP_136795461.1					
N8.HOG0002544	OG0001651	n0						WP_136809380.1	WP_167495627.1					
N8.HOG0002545	OG0001652	n0						WP_176371603.1	WP_136798888.1, WP_176360056.1					
N8.HOG0002546	OG0001653	n0						WP_136807866.1	WP_228721454.1					
N8.HOG0002547	OG0001654	n0						WP_136806961.1	WP_136798513.1					
N8.HOG0002548	OG0001656	n0						WP_136806626.1	WP_136796786.1					
N8.HOG0002549	OG0001657	n0						WP_228723233.1	WP_136796794.1					
N8.HOG0002550	OG0001658	n0						WP_228723235.1	WP_136796799.1					
N8.HOG0002551	OG0001659	n0						WP_136806616.1	WP_228721482.1					
N8.HOG0002552	OG0001660	n0						WP_136805903.1	WP_136797428.1					
N8.HOG0002553	OG0001661	n0						WP_136805902.1	WP_136797426.1					
N8.HOG0002554	OG0001662	n0						WP_136810103.1						
N8.HOG0002555	OG0001663	n0						WP_136810113.1, WP_136810102.1						
N8.HOG0002556	OG0001664	n0						WP_136808670.1	WP_136798679.1					
N8.HOG0002557	OG0001665	n0						WP_136810646.1	WP_136796044.1					
N8.HOG0002558	OG0001666	n0						WP_136810622.1	WP_136796068.1					
N8.HOG0002559	OG0001667	n0						WP_136808986.1	WP_136798920.1					
N8.HOG0002560	OG0001668	n0						WP_228723323.1	WP_136796937.1					
N8.HOG0002561	OG0001669	n0						WP_136809756.1	WP_136795627.1					
N8.HOG0002562	OG0001670	n0						WP_217909579.1, WP_136809103.1	WP_136796077.1					
N8.HOG0002563	OG0001671	n0						WP_136807013.1, WP_136809101.1	WP_136796075.1					
N8.HOG0002564	OG0001672	n0						WP_136809768.1	WP_136795640.1					
N8.HOG0002565	OG0001673	n0						WP_136805972.1	WP_167495825.1					
N8.HOG0002566	OG0001674	n4						WP_136806551.1	WP_176360037.1					
N8.HOG0002567	OG0001674	n6							WP_136798933.1					
N8.HOG0002568	OG0001675	n0						WP_136810062.1	WP_136796982.1					
N8.HOG0002569	OG0001676	n0						WP_176371621.1	WP_136795475.1					
N8.HOG0002570	OG0001677	n0						WP_136806559.1	WP_136795269.1					
N8.HOG0002571	OG0001678	n0						WP_136809393.1	WP_136795474.1					
N8.HOG0002572	OG0001679	n0						WP_136805916.1	WP_136799591.1					
N8.HOG0002573	OG0001680	n0						WP_228723258.1	WP_228721453.1					
N8.HOG0002574	OG0001681	n0						WP_136809161.1	WP_136796125.1					
N8.HOG0002575	OG0001682	n0						WP_136805939.1	WP_136798961.1					
N8.HOG0002576	OG0001683	n0						WP_136809145.1	WP_136796108.1					
N8.HOG0002577	OG0001684	n0						WP_167505987.1	WP_167495678.1					
N8.HOG0002578	OG0001685	n0						WP_136808061.1	WP_136795235.1					
N8.HOG0002579	OG0001686	n2						WP_136809434.1						
N8.HOG0002580	OG0001686	n5						WP_136810436.1	WP_217907694.1					
N8.HOG0002581	OG0001687	n0						WP_136809113.1	WP_136796085.1					
N8.HOG0002582	OG0001688	n0						WP_136808644.1	WP_136795456.1, WP_136795454.1					
N8.HOG0002583	OG0001689	n0						WP_136805475.1	WP_136796554.1					
N8.HOG0002584	OG0001690	n0						WP_136810291.1	WP_228721321.1					
N8.HOG0002585	OG0001691	n0						WP_136810292.1	WP_136796558.1					
N8.HOG0002586	OG0001692	n0						WP_167505751.1	WP_136799633.1					
N8.HOG0002587	OG0001693	n0						WP_136809289.1	WP_136799409.1					
N8.HOG0002588	OG0001694	n0						WP_136809286.1	WP_136799411.1					
N8.HOG0002589	OG0001695	n0						WP_136806396.1						
N8.HOG0002590	OG0001696	n0						WP_136807123.1	WP_136797133.1, WP_136798342.1					
N8.HOG0002591	OG0001697	n0							WP_136797046.1, WP_228721450.1					
N8.HOG0002592	OG0001698	n0						WP_136808371.1	WP_136796645.1					
N8.HOG0002593	OG0001699	n0						WP_136807209.1	WP_217907605.1					
N8.HOG0002594	OG0001700	n0						WP_136808562.1	WP_136795386.1					
N8.HOG0002595	OG0001701	n0						WP_136808545.1	WP_136795360.1					
N8.HOG0002596	OG0001702	n0						WP_136809803.1	WP_136795670.1					
N8.HOG0002597	OG0001703	n0						WP_136808165.1	WP_136795334.1					
N8.HOG0002598	OG0001704	n0						WP_136810341.1	WP_136797480.1					
N8.HOG0002599	OG0001705	n0						WP_136808028.1	WP_167495607.1					
N8.HOG0002600	OG0001706	n0						WP_167505900.1	WP_167495604.1					
N8.HOG0002601	OG0001707	n0						WP_136809133.1	WP_136796096.1					
N8.HOG0002602	OG0001708	n0							WP_136799977.1					
N8.HOG0002603	OG0001709	n0						WP_136807983.1	WP_136795145.1					
N8.HOG0002604	OG0001710	n0						WP_136808830.1						
N8.HOG0002605	OG0001711	n0						WP_228723303.1	WP_136795127.1					
N8.HOG0002606	OG0001712	n0						WP_167505724.1						
N8.HOG0002607	OG0001713	n0						WP_136805403.1	WP_136797703.1					
N8.HOG0002608	OG0001714	n0						WP_136809419.1, WP_136805235.1	WP_267313999.1, WP_136795233.1					
N8.HOG0002609	OG0001715	n0						WP_136809670.1	WP_136795552.1					
N8.HOG0002610	OG0001716	n0						WP_136807081.1						
