HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N1.HOG0000774	OG0000424	n0	WP_180830455.1, WP_012537590.1											WP_011074411.1
N1.HOG0000775	OG0000425	n0	WP_012537653.1											WP_011074325.1
N1.HOG0000776	OG0000426	n1	WP_012606589.1											WP_011072245.1
N1.HOG0000777	OG0000426	n4	WP_012537674.1											WP_011072924.1
N1.HOG0000778	OG0000427	n0	WP_041838681.1											WP_011072306.1
N1.HOG0000779	OG0000428	n0	WP_054608948.1											WP_011073691.1
N1.HOG0000780	OG0000429	n3	WP_233459592.1											
N1.HOG0000781	OG0000429	n9	WP_233459593.1											
N1.HOG0000782	OG0000433	n0												WP_011071889.1
N1.HOG0000783	OG0000434	n0												WP_011073587.1
N1.HOG0000784	OG0000435	n1												WP_011072593.1
N1.HOG0000785	OG0000435	n3												WP_011071672.1
N1.HOG0000786	OG0000435	n8												WP_011072708.1
N1.HOG0000787	OG0000436	n0												WP_011073144.1
N1.HOG0000788	OG0000437	n0												WP_011071215.1
N1.HOG0000789	OG0000439	n0												WP_011071906.1
N1.HOG0000790	OG0000443	n0												WP_011073208.1
N1.HOG0000791	OG0000444	n0												WP_011070433.1, WP_011074432.1, WP_011073269.1, WP_011071523.1
N1.HOG0000792	OG0000446	n0												WP_011073130.1
N1.HOG0000793	OG0000449	n0												WP_011071298.1
N1.HOG0000794	OG0000450	n0												WP_011073846.1
N1.HOG0000795	OG0000452	n6												WP_011070761.1
N1.HOG0000796	OG0000452	n8												WP_011072428.1
N1.HOG0000797	OG0000453	n1												WP_011071890.1
N1.HOG0000798	OG0000453	n2												WP_011071070.1
N1.HOG0000799	OG0000457	n3	WP_009560820.1											WP_011074002.1
N1.HOG0000800	OG0000457	n10	WP_225981995.1											
N1.HOG0000801	OG0000458	n0	WP_009561363.1											WP_011072562.1
N1.HOG0000802	OG0000459	n0	WP_009562654.1											WP_011073913.1
N1.HOG0000803	OG0000460	n0	WP_012536691.1, WP_009563102.1											WP_011072676.1
N1.HOG0000804	OG0000461	n0	WP_009563301.1											WP_011071367.1
N1.HOG0000805	OG0000462	n0	WP_012536982.1, WP_012536787.1, WP_009563461.1											WP_011073690.1
N1.HOG0000806	OG0000463	n0	WP_009564129.1											WP_011071797.1
N1.HOG0000807	OG0000464	n1												WP_011070898.1
N1.HOG0000808	OG0000464	n8	WP_009564443.1											WP_011072390.1
N1.HOG0000809	OG0000465	n0	WP_009564605.1											
N1.HOG0000810	OG0000466	n0	WP_009564692.1											WP_006080725.1
N1.HOG0000811	OG0000467	n0	WP_009564855.1, WP_009569804.1											WP_011072155.1
N1.HOG0000812	OG0000468	n3	WP_009565783.1											WP_011070714.1
N1.HOG0000813	OG0000468	n4	WP_074874161.1											
N1.HOG0000814	OG0000469	n0	WP_009566207.1											WP_011073401.1
N1.HOG0000815	OG0000470	n0	WP_009566477.1											WP_011072536.1, WP_011073891.1
N1.HOG0000816	OG0000471	n0	WP_009566480.1											WP_011072667.1
N1.HOG0000817	OG0000472	n0	WP_009566574.1											WP_011073223.1
N1.HOG0000818	OG0000473	n4	WP_012537697.1											
N1.HOG0000819	OG0000473	n11	WP_009566904.1											WP_011072156.1
N1.HOG0000820	OG0000474	n10	WP_009567190.1											WP_011071577.1
N1.HOG0000821	OG0000474	n11												WP_011071238.1
N1.HOG0000822	OG0000475	n0	WP_009567364.1											WP_011073167.1
N1.HOG0000823	OG0000476	n0	WP_009567490.1											WP_011071399.1
N1.HOG0000824	OG0000477	n3	WP_012536151.1											
N1.HOG0000825	OG0000477	n5	WP_009567582.1											WP_011074312.1
N1.HOG0000826	OG0000478	n0	WP_009567595.1											WP_164925611.1
N1.HOG0000827	OG0000479	n0	WP_009567656.1											WP_011072689.1
N1.HOG0000828	OG0000480	n0	WP_009568282.1											WP_006081934.1
N1.HOG0000829	OG0000481	n8	WP_054609023.1											WP_011074353.1
N1.HOG0000830	OG0000481	n11	WP_009568876.1											WP_011074200.1
N1.HOG0000831	OG0000482	n3	WP_012536288.1, WP_009569191.1											WP_011070515.1
N1.HOG0000832	OG0000482	n5												WP_011074122.1
N1.HOG0000833	OG0000483	n0	WP_225487666.1, WP_054608809.1, WP_012606678.1, WP_054608884.1, WP_180830411.1, WP_054608629.1, WP_009569877.1											
N1.HOG0000834	OG0000484	n0	WP_012535750.1											WP_011070446.1, WP_011071740.1, WP_011072239.1
N1.HOG0000835	OG0000485	n0	WP_012535768.1											WP_011072690.1
N1.HOG0000836	OG0000486	n0	WP_012536028.1											WP_011073892.1
N1.HOG0000837	OG0000487	n0	WP_012536755.1, WP_012536063.1											WP_011071362.1
N1.HOG0000838	OG0000488	n0	WP_012536103.1											WP_011073923.1, WP_011071649.1
N1.HOG0000839	OG0000489	n0	WP_012536116.1											WP_011072308.1
N1.HOG0000840	OG0000490	n0	WP_012536127.1											WP_011073738.1, WP_011072517.1
N1.HOG0000841	OG0000491	n0	WP_012536128.1											WP_011073025.1
N1.HOG0000842	OG0000492	n0	WP_012536132.1											WP_011072105.1
N1.HOG0000843	OG0000493	n0	WP_012536143.1											WP_011070602.1
N1.HOG0000844	OG0000494	n0	WP_012536155.1											WP_011073291.1
N1.HOG0000845	OG0000495	n0	WP_012536160.1											WP_011071232.1
N1.HOG0000846	OG0000496	n0	WP_012536161.1											WP_011072269.1, WP_011072271.1
N1.HOG0000847	OG0000497	n0	WP_012536181.1											WP_011070462.1
N1.HOG0000848	OG0000498	n0	WP_012536182.1											WP_011070463.1, WP_011073289.1
N1.HOG0000849	OG0000499	n0	WP_012536183.1											WP_011071680.1
N1.HOG0000850	OG0000500	n4												WP_011073302.1
N1.HOG0000851	OG0000500	n11	WP_012536209.1											WP_011070723.1
N1.HOG0000852	OG0000501	n2												WP_011073979.1
N1.HOG0000853	OG0000501	n10												WP_011073650.1
N1.HOG0000854	OG0000502	n0	WP_012536243.1											WP_011073914.1
N1.HOG0000855	OG0000503	n3												WP_011073940.1
N1.HOG0000856	OG0000503	n7												WP_011071506.1
N1.HOG0000857	OG0000504	n0	WP_012536255.1											WP_011071374.1
N1.HOG0000858	OG0000505	n0	WP_012536257.1											WP_011072417.1
N1.HOG0000859	OG0000506	n0	WP_012536330.1											WP_011073396.1
N1.HOG0000860	OG0000507	n0	WP_012536336.1											WP_011072805.1
N1.HOG0000861	OG0000508	n0	WP_012536351.1											WP_011072950.1
N1.HOG0000862	OG0000509	n0	WP_012536979.1, WP_012536352.1											WP_011071177.1
N1.HOG0000863	OG0000510	n0	WP_012536360.1											WP_164925926.1
N1.HOG0000864	OG0000511	n0	WP_012536394.1											WP_011072320.1
N1.HOG0000865	OG0000512	n0	WP_012536421.1											WP_011071575.1
N1.HOG0000866	OG0000513	n0	WP_012536460.1											WP_011073166.1
N1.HOG0000867	OG0000514	n0	WP_012536532.1											WP_011071796.1
N1.HOG0000868	OG0000515	n0	WP_012536533.1											WP_011073016.1
N1.HOG0000869	OG0000516	n0	WP_012536759.1											WP_011070666.1
N1.HOG0000870	OG0000517	n0	WP_012536767.1											
N1.HOG0000871	OG0000518	n0	WP_012537237.1, WP_012536786.1											WP_011070475.1
N1.HOG0000872	OG0000519	n2	WP_054608908.1, WP_012536797.1											
N1.HOG0000873	OG0000519	n9	WP_012537678.1											WP_011071210.1
N1.HOG0000874	OG0000520	n0	WP_012536816.1											WP_011071914.1
N1.HOG0000875	OG0000521	n0	WP_233459598.1, WP_012536827.1											WP_011072700.1
N1.HOG0000876	OG0000522	n0	WP_012536840.1											WP_011070929.1
N1.HOG0000877	OG0000523	n0	WP_012536878.1											WP_011071704.1
N1.HOG0000878	OG0000524	n4	WP_012606471.1											WP_011070427.1
N1.HOG0000879	OG0000524	n6	WP_012536920.1											WP_011073645.1
N1.HOG0000880	OG0000525	n1	WP_012537043.1											WP_011073918.1
N1.HOG0000881	OG0000525	n5												WP_011072362.1
N1.HOG0000882	OG0000526	n0	WP_012537089.1											WP_011072542.1
N1.HOG0000883	OG0000527	n3												WP_011071884.1
N1.HOG0000884	OG0000527	n10												WP_011072327.1
N1.HOG0000885	OG0000528	n2												WP_011071265.1
N1.HOG0000886	OG0000528	n7	WP_012537142.1, WP_012537261.1, WP_012607567.1											WP_011071395.1
N1.HOG0000887	OG0000529	n0	WP_012537162.1											WP_011070851.1
N1.HOG0000888	OG0000530	n0	WP_012537306.1											WP_011072392.1
N1.HOG0000889	OG0000531	n0	WP_012537317.1											WP_011071357.1
N1.HOG0000890	OG0000532	n0	WP_012537323.1											WP_011071368.1
N1.HOG0000891	OG0000533	n0	WP_012537326.1											WP_011072568.1
N1.HOG0000892	OG0000534	n0	WP_012537330.1											WP_011070880.1
N1.HOG0000893	OG0000535	n0	WP_012537356.1											WP_011071476.1, WP_011071473.1
N1.HOG0000894	OG0000536	n2	WP_012606641.1											
N1.HOG0000895	OG0000536	n9	WP_012537380.1											
N1.HOG0000896	OG0000537	n0	WP_012537410.1											WP_011073663.1
N1.HOG0000897	OG0000538	n0	WP_012537428.1											WP_011073746.1
N1.HOG0000898	OG0000539	n0	WP_012537483.1											WP_011072201.1
N1.HOG0000899	OG0000540	n0	WP_012537544.1											WP_011073236.1
N1.HOG0000900	OG0000541	n1												WP_011072253.1
N1.HOG0000901	OG0000541	n7												WP_011071541.1
N1.HOG0000902	OG0000541	n8	WP_012537546.1											WP_011072254.1
N1.HOG0000903	OG0000542	n0	WP_012537556.1											WP_011073694.1
N1.HOG0000904	OG0000543	n0	WP_012537673.1											WP_011072926.1
N1.HOG0000905	OG0000544	n0	WP_229129766.1, WP_012537696.1											WP_011072157.1
N1.HOG0000906	OG0000545	n0	WP_012606542.1											WP_011072102.1
N1.HOG0000907	OG0000546	n3												WP_011071505.1
N1.HOG0000908	OG0000546	n10	WP_088775915.1											WP_011071161.1
N1.HOG0000909	OG0000547	n6	WP_180830382.1											WP_011071600.1
N1.HOG0000910	OG0000547	n9												WP_011074097.1
N1.HOG0000911	OG0000548	n0	WP_215905524.1											WP_011071430.1
N1.HOG0000912	OG0000549	n0	WP_225487409.1											WP_011073367.1
N1.HOG0000913	OG0000550	n0	WP_230456331.1											WP_164925726.1
N1.HOG0000914	OG0000551	n0												WP_011071057.1
N1.HOG0000915	OG0000552	n0												WP_164925920.1, WP_011071621.1
N1.HOG0000916	OG0000554	n0												WP_011074140.1, WP_011074327.1, WP_164925735.1, WP_011073660.1, WP_011071387.1, WP_011071669.1, WP_011073464.1, WP_238560559.1, WP_011071033.1
N1.HOG0000917	OG0000555	n0												WP_011070543.1
N1.HOG0000918	OG0000558	n0												WP_011072569.1, WP_011073308.1
N1.HOG0000919	OG0000560	n0												WP_011071253.1
N1.HOG0000920	OG0000566	n0												WP_011072774.1
N1.HOG0000921	OG0000569	n0												WP_011072791.1
N1.HOG0000922	OG0000570	n0												WP_011071815.1
N1.HOG0000923	OG0000571	n0												WP_011070592.1
N1.HOG0000924	OG0000572	n2												WP_011071622.1
N1.HOG0000925	OG0000572	n3												WP_011072167.1, WP_011073947.1, WP_011071353.1
N1.HOG0000926	OG0000573	n0												WP_011070600.1
N1.HOG0000927	OG0000574	n0												WP_011071719.1, WP_011070524.1, WP_011071467.1, WP_011070523.1, WP_011071693.1, WP_011074147.1, WP_011071191.1, WP_011072446.1, WP_011071843.1, WP_011071997.1, WP_011074156.1, WP_011071718.1, WP_011072943.1
N1.HOG0000928	OG0000575	n0	WP_009560683.1											
N1.HOG0000929	OG0000576	n0	WP_009560685.1											WP_011073695.1
N1.HOG0000930	OG0000577	n0	WP_009560747.1											WP_011071502.1
N1.HOG0000931	OG0000578	n0	WP_009560802.1											WP_011070425.1
N1.HOG0000932	OG0000579	n0	WP_009560813.1											WP_011072382.1
N1.HOG0000933	OG0000580	n0	WP_009560843.1											WP_011071401.1
N1.HOG0000934	OG0000581	n0	WP_009560851.1											WP_011070605.1
N1.HOG0000935	OG0000582	n0	WP_009560861.1											WP_011072691.1
N1.HOG0000936	OG0000583	n0	WP_009560911.1											WP_011072298.1, WP_011073315.1
N1.HOG0000937	OG0000584	n0	WP_009560912.1											WP_011070420.1
N1.HOG0000938	OG0000585	n0	WP_009560913.1											WP_011070421.1
N1.HOG0000939	OG0000586	n0	WP_009560916.1											WP_011070423.1
N1.HOG0000940	OG0000587	n0	WP_009560917.1											WP_011073319.1
N1.HOG0000941	OG0000588	n0	WP_009561052.1											WP_011071543.1
N1.HOG0000942	OG0000589	n0	WP_009561081.1											WP_011073895.1
N1.HOG0000943	OG0000590	n0	WP_009561185.1											WP_011071782.1
N1.HOG0000944	OG0000591	n0	WP_009561191.1											WP_011071988.1
N1.HOG0000945	OG0000592	n0	WP_009561285.1											WP_011070797.1
N1.HOG0000946	OG0000593	n0	WP_009561698.1											WP_011071160.1
N1.HOG0000947	OG0000594	n0	WP_009562201.1											WP_164925584.1
N1.HOG0000948	OG0000595	n0	WP_009562382.1											WP_011073680.1
N1.HOG0000949	OG0000596	n0	WP_009562410.1											WP_011070930.1
N1.HOG0000950	OG0000597	n0	WP_009562411.1											WP_011070933.1
N1.HOG0000951	OG0000598	n0	WP_009562424.1											WP_011073908.1
N1.HOG0000952	OG0000599	n0	WP_009562432.1											WP_006083042.1
N1.HOG0000953	OG0000600	n0	WP_009562611.1											WP_011070456.1
N1.HOG0000954	OG0000601	n0	WP_009562807.1											WP_011070650.1
N1.HOG0000955	OG0000602	n0	WP_009562815.1											WP_011073283.1, WP_011073273.1, WP_011073768.1, WP_011073717.1
N1.HOG0000956	OG0000603	n0	WP_009562818.1											WP_011071702.1
N1.HOG0000957	OG0000604	n0	WP_009562823.1											WP_011073440.1
N1.HOG0000958	OG0000605	n0	WP_009562824.1											WP_011073439.1
N1.HOG0000959	OG0000606	n0	WP_009562995.1											WP_011072376.1
N1.HOG0000960	OG0000607	n0	WP_009563107.1											WP_164925802.1
N1.HOG0000961	OG0000608	n0	WP_009563302.1											WP_011071703.1
N1.HOG0000962	OG0000609	n0	WP_229129790.1, WP_009563706.1											WP_011072357.1
N1.HOG0000963	OG0000610	n0	WP_009564018.1											WP_011073188.1
N1.HOG0000964	OG0000611	n0	WP_009564109.1											WP_011071421.1
N1.HOG0000965	OG0000612	n0	WP_009564128.1											WP_011071798.1
N1.HOG0000966	OG0000613	n0	WP_009564594.1											WP_006080791.1
N1.HOG0000967	OG0000614	n0	WP_009564695.1											WP_011072032.1
N1.HOG0000968	OG0000615	n0	WP_009564727.1											WP_011071784.1
N1.HOG0000969	OG0000616	n0	WP_009564729.1											WP_011071786.1
N1.HOG0000970	OG0000617	n0	WP_009565432.1											WP_011070618.1
N1.HOG0000971	OG0000618	n0	WP_009565434.1											WP_011070620.1
N1.HOG0000972	OG0000619	n0	WP_009565435.1											WP_006083596.1
N1.HOG0000973	OG0000620	n0	WP_009565436.1											WP_006083595.1
N1.HOG0000974	OG0000621	n0	WP_009565437.1											WP_011070621.1
N1.HOG0000975	OG0000622	n0	WP_009565541.1											
N1.HOG0000976	OG0000623	n0	WP_009565749.1											WP_011073687.1
N1.HOG0000977	OG0000624	n0	WP_009565803.1											WP_007650346.1
N1.HOG0000978	OG0000625	n0	WP_009565805.1											WP_011073451.1
N1.HOG0000979	OG0000626	n0	WP_009566208.1											WP_011073399.1
N1.HOG0000980	OG0000627	n0	WP_009566247.1											WP_011073042.1
N1.HOG0000981	OG0000628	n0	WP_009566444.1											WP_011071409.1
N1.HOG0000982	OG0000629	n0	WP_009566467.1											
N1.HOG0000983	OG0000630	n0	WP_009566572.1											WP_011073225.1
N1.HOG0000984	OG0000631	n0	WP_009566573.1											WP_011073224.1
N1.HOG0000985	OG0000632	n0	WP_009566576.1											WP_011073222.1
N1.HOG0000986	OG0000633	n0	WP_009566620.1											
N1.HOG0000987	OG0000634	n0	WP_009566635.1											WP_011073362.1
N1.HOG0000988	OG0000635	n0	WP_009566647.1											WP_011071429.1
N1.HOG0000989	OG0000636	n0	WP_009566653.1											WP_011071283.1
N1.HOG0000990	OG0000637	n0	WP_009566798.1											WP_011072714.1
N1.HOG0000991	OG0000638	n0	WP_009566813.1											WP_011070724.1
N1.HOG0000992	OG0000639	n0	WP_009566882.1											WP_011072734.1
N1.HOG0000993	OG0000640	n0	WP_009566883.1											WP_011072733.1
N1.HOG0000994	OG0000641	n0	WP_009566950.1											WP_011073048.1
N1.HOG0000995	OG0000642	n0	WP_009566960.1											WP_011072310.1
N1.HOG0000996	OG0000643	n0	WP_009567014.1											WP_011072175.1
N1.HOG0000997	OG0000644	n0	WP_009567059.1											WP_011071416.1
N1.HOG0000998	OG0000645	n0	WP_009567097.1											WP_011072241.1
N1.HOG0000999	OG0000646	n0	WP_009567098.1											WP_011070601.1
N1.HOG0001000	OG0000647	n0	WP_009567099.1											WP_011073899.1
N1.HOG0001001	OG0000648	n0	WP_009567102.1											WP_011073903.1
N1.HOG0001002	OG0000649	n0	WP_009567132.1											WP_011073601.1
N1.HOG0001003	OG0000650	n0	WP_009567136.1											WP_011072929.1
N1.HOG0001004	OG0000651	n0	WP_009567143.1											WP_238560600.1
N1.HOG0001005	OG0000652	n0	WP_009567229.1											WP_011071706.1
N1.HOG0001006	OG0000653	n0	WP_009567236.1											WP_011071555.1
N1.HOG0001007	OG0000654	n0	WP_009567244.1											
N1.HOG0001008	OG0000655	n0	WP_009567300.1											WP_011074260.1
N1.HOG0001009	OG0000656	n0	WP_009567336.1											WP_011071432.1
N1.HOG0001010	OG0000657	n0	WP_009567337.1											WP_011071433.1
N1.HOG0001011	OG0000658	n0	WP_009567340.1											WP_011071436.1
N1.HOG0001012	OG0000659	n0	WP_009567341.1											WP_011071437.1
N1.HOG0001013	OG0000660	n0	WP_009567384.1											WP_006083052.1
N1.HOG0001014	OG0000661	n0	WP_009567386.1											WP_011073682.1
N1.HOG0001015	OG0000662	n0	WP_009567445.1											WP_011074308.1
N1.HOG0001016	OG0000663	n0	WP_012536312.1, WP_009567477.1											WP_011070907.1
N1.HOG0001017	OG0000664	n0	WP_009567486.1											WP_011074083.1
N1.HOG0001018	OG0000665	n0	WP_009567513.1											WP_011073514.1
N1.HOG0001019	OG0000666	n0	WP_009567572.1											WP_011073620.1
N1.HOG0001020	OG0000667	n0	WP_009567579.1											WP_011071021.1
N1.HOG0001021	OG0000668	n1												WP_011071182.1
N1.HOG0001022	OG0000668	n6	WP_009567636.1											
N1.HOG0001023	OG0000668	n9	WP_012536721.1, WP_198293661.1											
N1.HOG0001024	OG0000669	n0	WP_009567649.1, WP_203602227.1											WP_011072767.1, WP_011071992.1
N1.HOG0001025	OG0000670	n0	WP_009567690.1											WP_011072407.1
N1.HOG0001026	OG0000671	n0	WP_009567983.1											WP_006079870.1
N1.HOG0001027	OG0000672	n0	WP_009568056.1											WP_011073376.1
N1.HOG0001028	OG0000673	n0	WP_009568262.1											WP_011074185.1
N1.HOG0001029	OG0000674	n0	WP_009568264.1											WP_011074184.1
N1.HOG0001030	OG0000675	n0	WP_009568267.1											WP_011074182.1
N1.HOG0001031	OG0000676	n0	WP_009568268.1											WP_011074181.1
N1.HOG0001032	OG0000677	n0	WP_009568279.1											WP_006083577.1
N1.HOG0001033	OG0000678	n0	WP_009568280.1											WP_011070630.1
N1.HOG0001034	OG0000679	n0	WP_009568284.1											WP_011071566.1
N1.HOG0001035	OG0000680	n0	WP_009568607.1											WP_011073313.1
N1.HOG0001036	OG0000681	n0	WP_009568779.1											WP_007644333.1
N1.HOG0001037	OG0000682	n0	WP_009568780.1											WP_011070609.1
N1.HOG0001038	OG0000683	n0	WP_054609092.1, WP_009568883.1, WP_054609085.1											WP_011071611.1
N1.HOG0001039	OG0000684	n0	WP_009569104.1											WP_011074329.1
N1.HOG0001040	OG0000685	n0	WP_009569276.1											WP_011070627.1
N1.HOG0001041	OG0000686	n0	WP_009569543.1											WP_011072309.1
N1.HOG0001042	OG0000687	n0	WP_009569556.1											WP_011070623.1
N1.HOG0001043	OG0000688	n0	WP_009569558.1											WP_011070622.1
N1.HOG0001044	OG0000689	n0	WP_009569559.1											WP_007644429.1
N1.HOG0001045	OG0000690	n0	WP_009569795.1											WP_011073293.1
N1.HOG0001046	OG0000691	n0	WP_010641426.1											WP_011070612.1
N1.HOG0001047	OG0000692	n0	WP_012535739.1											WP_011070424.1
N1.HOG0001048	OG0000693	n0	WP_012535749.1											WP_011070447.1
N1.HOG0001049	OG0000694	n0	WP_012535756.1											WP_011070419.1
N1.HOG0001050	OG0000695	n0	WP_012535765.1											WP_011072408.1
N1.HOG0001051	OG0000696	n0	WP_012535802.1											WP_011071503.1
N1.HOG0001052	OG0000697	n0	WP_012535804.1											WP_011073781.1
N1.HOG0001053	OG0000698	n0	WP_012535974.1											WP_011070671.1
N1.HOG0001054	OG0000699	n0	WP_012535976.1											WP_011070673.1
N1.HOG0001055	OG0000700	n0	WP_012535994.1											WP_011073442.1
N1.HOG0001056	OG0000701	n0	WP_012535997.1											WP_011073824.1
N1.HOG0001057	OG0000702	n0	WP_012536008.1											WP_011070774.1
N1.HOG0001058	OG0000703	n1												WP_011070854.1
N1.HOG0001059	OG0000703	n9	WP_012536013.1											
N1.HOG0001060	OG0000704	n0	WP_012536016.1											WP_011073896.1
N1.HOG0001061	OG0000705	n0	WP_012536017.1											WP_011073897.1
N1.HOG0001062	OG0000706	n0	WP_012536018.1											WP_011073898.1
N1.HOG0001063	OG0000707	n0	WP_012536019.1											WP_011073900.1
N1.HOG0001064	OG0000708	n0	WP_012536023.1											WP_011073909.1
N1.HOG0001065	OG0000709	n0	WP_012536040.1											WP_011074146.1
N1.HOG0001066	OG0000710	n0	WP_012536051.1											WP_011072679.1
N1.HOG0001067	OG0000711	n0	WP_012536059.1											WP_011071661.1
N1.HOG0001068	OG0000712	n0	WP_012536064.1											WP_011073450.1
N1.HOG0001069	OG0000713	n0	WP_012536070.1											WP_011073318.1
N1.HOG0001070	OG0000714	n0	WP_012536072.1											WP_011073316.1
N1.HOG0001071	OG0000715	n0	WP_012536073.1											WP_011073314.1
N1.HOG0001072	OG0000716	n0	WP_012536074.1											WP_011073312.1
N1.HOG0001073	OG0000717	n0	WP_012536079.1											WP_011070606.1
N1.HOG0001074	OG0000718	n0	WP_012536080.1											WP_011070607.1
N1.HOG0001075	OG0000719	n0	WP_012536081.1											WP_011070608.1
N1.HOG0001076	OG0000720	n0	WP_012536082.1											WP_011070610.1
N1.HOG0001077	OG0000721	n0	WP_012536084.1											WP_011070613.1
N1.HOG0001078	OG0000722	n0	WP_012536086.1											WP_011070616.1
N1.HOG0001079	OG0000723	n0	WP_012536087.1											WP_037421480.1
N1.HOG0001080	OG0000724	n0	WP_012536088.1											WP_006083593.1
N1.HOG0001081	OG0000725	n0	WP_012536089.1											WP_006083590.1
N1.HOG0001082	OG0000726	n0	WP_012536090.1											WP_011070624.1
N1.HOG0001083	OG0000727	n0	WP_012536093.1											WP_007644438.1
N1.HOG0001084	OG0000728	n0	WP_012536094.1											WP_006083582.1
N1.HOG0001085	OG0000729	n0	WP_012536095.1											WP_011070628.1
N1.HOG0001086	OG0000730	n0	WP_012536096.1											WP_011070629.1
N1.HOG0001087	OG0000731	n0	WP_012536098.1											WP_011070631.1
N1.HOG0001088	OG0000732	n0	WP_012536099.1											WP_011070632.1
N1.HOG0001089	OG0000733	n0	WP_012536100.1											WP_007644470.1
N1.HOG0001090	OG0000734	n0	WP_012536101.1											WP_011073925.1
N1.HOG0001091	OG0000735	n0	WP_012536102.1											WP_011073924.1
N1.HOG0001092	OG0000736	n0	WP_012536109.1											
N1.HOG0001093	OG0000737	n0	WP_012536117.1											WP_011071434.1
N1.HOG0001094	OG0000738	n0	WP_012536126.1											WP_011073375.1
N1.HOG0001095	OG0000739	n0	WP_012536147.1											WP_011071405.1
N1.HOG0001096	OG0000740	n0	WP_012536153.1											WP_011074057.1
N1.HOG0001097	OG0000741	n0	WP_012536187.1											WP_011071209.1
N1.HOG0001098	OG0000742	n6	WP_012536192.1											
N1.HOG0001099	OG0000742	n10	WP_012537512.1											WP_011073511.1
N1.HOG0001100	OG0000743	n0	WP_012536204.1											WP_011073366.1
N1.HOG0001101	OG0000744	n0	WP_012536208.1											WP_007651394.1
N1.HOG0001102	OG0000745	n0	WP_012536222.1											WP_011073823.1
N1.HOG0001103	OG0000746	n0	WP_012536225.1											WP_011071412.1
N1.HOG0001104	OG0000747	n0	WP_012536268.1											WP_011070765.1
N1.HOG0001105	OG0000748	n0	WP_012536269.1											WP_011073821.1
N1.HOG0001106	OG0000749	n0	WP_012536279.1											WP_011072580.1
N1.HOG0001107	OG0000750	n0	WP_012536303.1											WP_164925864.1
N1.HOG0001108	OG0000751	n0	WP_012536305.1											WP_011072154.1
N1.HOG0001109	OG0000752	n0	WP_012536329.1											WP_011074006.1
N1.HOG0001110	OG0000753	n0	WP_012536389.1											WP_011072469.1
N1.HOG0001111	OG0000754	n0	WP_012536390.1											WP_011073297.1
N1.HOG0001112	OG0000755	n0	WP_012536391.1											WP_011073591.1
N1.HOG0001113	OG0000756	n0	WP_012536396.1											WP_011071973.1
N1.HOG0001114	OG0000757	n0	WP_012536417.1											
N1.HOG0001115	OG0000758	n0	WP_012536418.1											WP_011072389.1
N1.HOG0001116	OG0000759	n0	WP_012536424.1											WP_011072383.1
N1.HOG0001117	OG0000760	n0	WP_012536425.1											WP_011072381.1
N1.HOG0001118	OG0000761	n0	WP_012536427.1											WP_011072377.1
N1.HOG0001119	OG0000762	n0	WP_012536445.1											WP_011070644.1
N1.HOG0001120	OG0000763	n0	WP_012536446.1											WP_011073286.1
N1.HOG0001121	OG0000764	n0	WP_012536447.1											WP_011073284.1
N1.HOG0001122	OG0000765	n0	WP_012536465.1											
N1.HOG0001123	OG0000766	n0	WP_012536494.1											WP_011071550.1
N1.HOG0001124	OG0000767	n0	WP_012536497.1											WP_011071557.1
N1.HOG0001125	OG0000768	n0	WP_012536498.1											WP_011071558.1
N1.HOG0001126	OG0000769	n0	WP_012536522.1											WP_011071785.1
N1.HOG0001127	OG0000770	n0	WP_012536523.1											WP_011071787.1
N1.HOG0001128	OG0000771	n0	WP_012536524.1											WP_011071788.1
N1.HOG0001129	OG0000772	n0	WP_012536525.1											WP_011071789.1
N1.HOG0001130	OG0000773	n0	WP_012536526.1											WP_011071790.1
N1.HOG0001131	OG0000774	n0	WP_012536527.1											WP_011071791.1
N1.HOG0001132	OG0000775	n0	WP_012536528.1											WP_011071792.1
N1.HOG0001133	OG0000776	n0	WP_012536530.1											WP_011071794.1
N1.HOG0001134	OG0000777	n0	WP_012536531.1											WP_011071795.1
N1.HOG0001135	OG0000778	n2	WP_012536536.1											
N1.HOG0001136	OG0000778	n3	WP_012536946.1											
N1.HOG0001137	OG0000779	n0	WP_012536537.1											WP_011071800.1
N1.HOG0001138	OG0000780	n8												WP_011071749.1
N1.HOG0001139	OG0000780	n10	WP_012536544.1											WP_011071820.1
N1.HOG0001140	OG0000781	n0	WP_012536547.1											WP_011073035.1
N1.HOG0001141	OG0000782	n0	WP_012536740.1											WP_011073287.1
N1.HOG0001142	OG0000783	n0	WP_012536744.1											WP_011071159.1
N1.HOG0001143	OG0000784	n0	WP_012536750.1											WP_011073172.1
N1.HOG0001144	OG0000785	n0	WP_012536751.1											WP_011073171.1
N1.HOG0001145	OG0000786	n0	WP_012537579.1, WP_012536775.1											WP_011072331.1
N1.HOG0001146	OG0000787	n0	WP_012536820.1											WP_011070935.1
