HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N4.HOG0001380	OG0000948	n1									WP_126376587.1	WP_010940061.1		
N4.HOG0001381	OG0000950	n5										WP_010939670.1		
N4.HOG0001382	OG0000951	n1										WP_010940476.1		
N4.HOG0001383	OG0000951	n3									WP_126378341.1			
N4.HOG0001384	OG0000951	n6									WP_126380787.1			
N4.HOG0001385	OG0000952	n0									WP_126381028.1	WP_010940285.1, WP_011791833.1		
N4.HOG0001386	OG0000954	n0										WP_010937682.1		
N4.HOG0001387	OG0000955	n0									WP_126380942.1	WP_010940356.1		
N4.HOG0001388	OG0000956	n0									WP_126378692.1	WP_011792474.1		
N4.HOG0001389	OG0000959	n0									WP_126379004.1, WP_126380963.1, WP_126378832.1, WP_126375571.1, WP_126376327.1, WP_232034922.1, WP_126378066.1, WP_126380964.1	WP_223294594.1		
N4.HOG0001390	OG0000961	n1									WP_126375719.1	WP_011792502.1		
N4.HOG0001391	OG0000961	n5									WP_126379751.1	WP_010940497.1		
N4.HOG0001392	OG0000962	n0									WP_126376448.1	WP_010938550.1		
N4.HOG0001393	OG0000963	n0									WP_126380689.1	WP_010938079.1		
N4.HOG0001394	OG0000964	n0									WP_126378245.1	WP_011791593.1		
N4.HOG0001395	OG0000965	n6										WP_010938115.1		
N4.HOG0001396	OG0000966	n0									WP_126379977.1	WP_011792905.1		
N4.HOG0001397	OG0000967	n0									WP_126377822.1	WP_010939606.1		
N4.HOG0001398	OG0000968	n0									WP_126377653.1	WP_010938255.1		
N4.HOG0001399	OG0000969	n0									WP_172961822.1	WP_010938719.1		
N4.HOG0001400	OG0000971	n0									WP_126375796.1	WP_010938395.1		
N4.HOG0001401	OG0000972	n0									WP_126379334.1	WP_010937628.1		
N4.HOG0001402	OG0000974	n0									WP_126377744.1	WP_081428990.1		
N4.HOG0001403	OG0000976	n0									WP_126379222.1	WP_011792778.1		
N4.HOG0001404	OG0000977	n0									WP_126379206.1			
N4.HOG0001405	OG0000978	n0									WP_126381240.1	WP_010938598.1		
N4.HOG0001406	OG0000979	n0									WP_126377746.1	WP_011791977.1		
N4.HOG0001407	OG0000980	n0									WP_126376929.1	WP_011792367.1		
N4.HOG0001408	OG0000981	n0									WP_126380293.1	WP_011791340.1		
N4.HOG0001409	OG0000983	n0									WP_126376452.1	WP_010940191.1		
N4.HOG0001410	OG0000984	n0									WP_126377069.1	WP_011792238.1		
N4.HOG0001411	OG0000985	n0									WP_126375666.1	WP_011791955.1		
N4.HOG0001412	OG0000986	n0										WP_011792967.1		
N4.HOG0001413	OG0000987	n0									WP_126376688.1	WP_010938679.1		
N4.HOG0001414	OG0000988	n0									WP_126375636.1	WP_011792649.1		
N4.HOG0001415	OG0000989	n0									WP_126377040.1	WP_010939182.1		
N4.HOG0001416	OG0000990	n0									WP_126379256.1	WP_011791537.1		
N4.HOG0001417	OG0000991	n0									WP_126376837.1	WP_010938900.1		
N4.HOG0001418	OG0000992	n0									WP_126375753.1	WP_011791972.1		
N4.HOG0001419	OG0000993	n0									WP_126378648.1			
N4.HOG0001420	OG0000994	n0									WP_126376079.1	WP_010938620.1		
N4.HOG0001421	OG0000995	n0									WP_126376066.1	WP_010938612.1		
N4.HOG0001422	OG0000996	n0									WP_126378463.1	WP_010937452.1		
N4.HOG0001423	OG0000998	n0									WP_126379281.1	WP_011792690.1		
N4.HOG0001424	OG0000999	n0									WP_126380838.1	WP_011793046.1		
N4.HOG0001425	OG0001000	n0									WP_126376068.1	WP_010938613.1		
N4.HOG0001426	OG0001001	n0										WP_043629039.1		
N4.HOG0001427	OG0001002	n0									WP_126377590.1			
N4.HOG0001428	OG0001003	n0									WP_126380935.1	WP_010939733.1		
N4.HOG0001429	OG0001004	n0									WP_126376817.1	WP_011792332.1		
N4.HOG0001430	OG0001005	n0									WP_126376815.1	WP_010938892.1		
N4.HOG0001431	OG0001006	n0									WP_126380845.1	WP_010939262.1		
N4.HOG0001432	OG0001007	n0									WP_126377270.1	WP_010939214.1		
N4.HOG0001433	OG0001008	n0									WP_126380704.1	WP_011792606.1		
N4.HOG0001434	OG0001009	n0									WP_126378169.1	WP_010940563.1		
N4.HOG0001435	OG0001010	n0									WP_232034879.1			
N4.HOG0001436	OG0001014	n0									WP_126380452.1	WP_010940203.1		
N4.HOG0001437	OG0001015	n0									WP_126377525.1	WP_010938630.1		
N4.HOG0001438	OG0001016	n0									WP_126377523.1	WP_010938631.1		
N4.HOG0001439	OG0001017	n0									WP_126380938.1	WP_011793104.1		
N4.HOG0001440	OG0001018	n0									WP_126377034.1	WP_010939185.1		
N4.HOG0001441	OG0001020	n0									WP_126378132.1	WP_011787310.1		
N4.HOG0001442	OG0001022	n0									WP_126377149.1	WP_011792252.1		
N4.HOG0001443	OG0001023	n0										WP_011792196.1		
N4.HOG0001444	OG0001024	n0									WP_126377406.1	WP_010939119.1		
N4.HOG0001445	OG0001025	n8									WP_126380092.1			
N4.HOG0001446	OG0001025	n9									WP_126380157.1			
N4.HOG0001447	OG0001027	n0									WP_126381126.1			
N4.HOG0001448	OG0001028	n0									WP_126379491.1	WP_010938505.1		
N4.HOG0001449	OG0001029	n0									WP_126377533.1	WP_010940458.1		
N4.HOG0001450	OG0001030	n0									WP_126380276.1	WP_011791335.1		
N4.HOG0001451	OG0001031	n0									WP_126375710.1	WP_011792176.1		
N4.HOG0001452	OG0001032	n1										WP_011792177.1		
N4.HOG0001453	OG0001032	n5									WP_269471686.1			
N4.HOG0001454	OG0001032	n9									WP_126376636.1	WP_011793020.1		
N4.HOG0001455	OG0001033	n0									WP_126380764.1	WP_011792872.1		
N4.HOG0001456	OG0001034	n0									WP_126377545.1	WP_010939171.1		
N4.HOG0001457	OG0001035	n0									WP_126376118.1	WP_010938110.1		
N4.HOG0001458	OG0001037	n0									WP_126376422.1			
N4.HOG0001459	OG0001038	n0									WP_126376931.1	WP_010938913.1		
N4.HOG0001460	OG0001039	n0										WP_010940375.1		
N4.HOG0001461	OG0001040	n0									WP_172961699.1	WP_011792665.1		
N4.HOG0001462	OG0001043	n0									WP_126377088.1	WP_010938965.1		
N4.HOG0001463	OG0001044	n0									WP_126376004.1	WP_010940181.1		
N4.HOG0001464	OG0001045	n0									WP_126376692.1	WP_011792372.1		
N4.HOG0001465	OG0001046	n0									WP_126377495.1	WP_011792338.1		
N4.HOG0001466	OG0001047	n0									WP_126375973.1	WP_011792791.1		
N4.HOG0001467	OG0001048	n0									WP_126376301.1	WP_010939514.1		
N4.HOG0001468	OG0001049	n0									WP_126376533.1	WP_010938069.1		
N4.HOG0001469	OG0001050	n0									WP_126380894.1	WP_011792256.1		
N4.HOG0001470	OG0001051	n0									WP_126380709.1	WP_011791463.1		
N4.HOG0001471	OG0001053	n0									WP_126380164.1	WP_011792885.1		
N4.HOG0001472	OG0001054	n0									WP_126380173.1	WP_011792948.1		
N4.HOG0001473	OG0001055	n0									WP_126380500.1	WP_011791624.1		
N4.HOG0001474	OG0001056	n0									WP_126377503.1	WP_010938831.1		
N4.HOG0001475	OG0001057	n0									WP_126377209.1			
N4.HOG0001476	OG0001058	n0									WP_126376694.1	WP_010938868.1		
N4.HOG0001477	OG0001059	n0									WP_126375734.1	WP_010939072.1		
N4.HOG0001478	OG0001060	n0									WP_126377446.1, WP_232034875.1	WP_010938821.1		
N4.HOG0001479	OG0001063	n0									WP_126376905.1	WP_011791498.1		
N4.HOG0001480	OG0001064	n4									WP_126378515.1			
N4.HOG0001481	OG0001064	n6									WP_126378984.1	WP_011791726.1, WP_011792241.1		
N4.HOG0001482	OG0001065	n0									WP_126377603.1	WP_011791629.1		
N4.HOG0001483	OG0001066	n0									WP_126375754.1	WP_010939530.1		
N4.HOG0001484	OG0001067	n0									WP_126377134.1	WP_011792243.1		
N4.HOG0001485	OG0001068	n0									WP_126377609.1	WP_043629168.1		
N4.HOG0001486	OG0001069	n4									WP_126375884.1			
N4.HOG0001487	OG0001070	n0									WP_126376974.1	WP_010939146.1		
N4.HOG0001488	OG0001071	n0									WP_126377298.1	WP_011791395.1		
N4.HOG0001489	OG0001072	n0									WP_126380927.1	WP_010939581.1		
N4.HOG0001490	OG0001073	n0									WP_126380905.1			
N4.HOG0001491	OG0001074	n3									WP_126377816.1			
N4.HOG0001492	OG0001075	n0									WP_126377672.1, WP_126376658.1	WP_010939385.1		
N4.HOG0001493	OG0001076	n0									WP_126376113.1	WP_011792646.1		
N4.HOG0001494	OG0001078	n0									WP_126379983.1	WP_011792902.1		
N4.HOG0001495	OG0001080	n1									WP_126377304.1	WP_010937870.1		
N4.HOG0001496	OG0001080	n9									WP_126376397.1			
N4.HOG0001497	OG0001081	n0										WP_010940509.1		
N4.HOG0001498	OG0001082	n0									WP_126376454.1	WP_011791611.1		
N4.HOG0001499	OG0001083	n0									WP_126376338.1	WP_011792557.1		
N4.HOG0001500	OG0001084	n0									WP_126377790.1	WP_011792558.1		
N4.HOG0001501	OG0001085	n4										WP_011792257.1		
N4.HOG0001502	OG0001086	n0									WP_126380887.1			
N4.HOG0001503	OG0001088	n0									WP_126377429.1	WP_011792380.1		
N4.HOG0001504	OG0001089	n0										WP_043629731.1		
N4.HOG0001505	OG0001090	n2									WP_126375869.1	WP_011792548.1		
N4.HOG0001506	OG0001090	n6									WP_126378814.1			
N4.HOG0001507	OG0001091	n0									WP_126380366.1	WP_010938477.1		
N4.HOG0001508	OG0001092	n0									WP_126380675.1	WP_011791460.1		
N4.HOG0001509	OG0001093	n0									WP_126380901.1	WP_011793176.1		
N4.HOG0001510	OG0001094	n0									WP_126378087.1	WP_011792090.1		
N4.HOG0001511	OG0001096	n0									WP_126380777.1	WP_010937763.1		
N4.HOG0001512	OG0001097	n2									WP_126375904.1	WP_010939573.1		
N4.HOG0001513	OG0001097	n9									WP_126377639.1			
N4.HOG0001514	OG0001098	n0									WP_126380797.1	WP_011791374.1, WP_011792631.1		
N4.HOG0001515	OG0001100	n0									WP_126379955.1	WP_011791602.1		
N4.HOG0001516	OG0001101	n0									WP_126377501.1	WP_010938871.1		
N4.HOG0001517	OG0001102	n0									WP_126375548.1	WP_010939814.1		
N4.HOG0001518	OG0001103	n1									WP_126377946.1	WP_011792135.1		
N4.HOG0001519	OG0001103	n4										WP_011792106.1		
N4.HOG0001520	OG0001103	n5									WP_126380752.1	WP_011792879.1		
N4.HOG0001521	OG0001104	n0									WP_126380743.1	WP_011792513.1		
N4.HOG0001522	OG0001105	n0									WP_126375700.1	WP_011792143.1		
N4.HOG0001523	OG0001106	n0									WP_126375701.1	WP_010939231.1		
N4.HOG0001524	OG0001108	n0									WP_232034854.1	WP_011791983.1		
N4.HOG0001525	OG0001109	n0									WP_126380846.1	WP_011792694.1		
N4.HOG0001526	OG0001110	n0									WP_126380778.1	WP_010938306.1		
N4.HOG0001527	OG0001111	n0									WP_126378346.1	WP_010940360.1		
N4.HOG0001528	OG0001112	n2									WP_126381176.1	WP_010937840.1		
N4.HOG0001529	OG0001113	n0									WP_126381026.1	WP_010940284.1		
N4.HOG0001530	OG0001114	n0									WP_126380328.1	WP_011793169.1		
N4.HOG0001531	OG0001115	n0									WP_126378417.1	WP_011792562.1		
N4.HOG0001532	OG0001116	n0									WP_126379232.1	WP_223294612.1		
N4.HOG0001533	OG0001117	n1									WP_126375805.1, WP_232034892.1, WP_126375607.1	WP_011793095.1		
N4.HOG0001534	OG0001117	n9										WP_010938852.1		
N4.HOG0001535	OG0001118	n0									WP_126378370.1	WP_010938324.1		
N4.HOG0001536	OG0001120	n0									WP_126380966.1	WP_011791315.1		
N4.HOG0001537	OG0001121	n0									WP_126378490.1	WP_043629650.1		
N4.HOG0001538	OG0001122	n0									WP_126377404.1	WP_223294614.1		
N4.HOG0001539	OG0001123	n1									WP_126376161.1			
N4.HOG0001540	OG0001124	n0									WP_126375699.1	WP_010939233.1		
N4.HOG0001541	OG0001125	n1									WP_126379637.1			
N4.HOG0001542	OG0001126	n0									WP_126378140.1			
N4.HOG0001543	OG0001127	n0									WP_126380388.1	WP_011791607.1		
N4.HOG0001544	OG0001130	n0									WP_172961597.1, WP_126379435.1	WP_223294641.1		
N4.HOG0001545	OG0001131	n4									WP_232034877.1	WP_011793025.1		
N4.HOG0001546	OG0001131	n6									WP_126380883.1			
N4.HOG0001547	OG0001132	n6									WP_126376414.1	WP_010939281.1		
N4.HOG0001548	OG0001132	n9									WP_126378203.1	WP_011176701.1		
N4.HOG0001549	OG0001134	n1										WP_011791389.1, WP_011791996.1		
N4.HOG0001550	OG0001135	n2									WP_172961658.1			
N4.HOG0001551	OG0001136	n0									WP_126375590.1	WP_011791366.1		
N4.HOG0001552	OG0001138	n0									WP_126375813.1			
N4.HOG0001553	OG0001139	n0									WP_172961683.1			
N4.HOG0001554	OG0001142	n0									WP_126375750.1	WP_010939535.1		
N4.HOG0001555	OG0001144	n0									WP_126377011.1	WP_010939197.1		
N4.HOG0001556	OG0001147	n0									WP_126376399.1, WP_172961700.1	WP_011792541.1		
N4.HOG0001557	OG0001149	n0									WP_126377081.1	WP_011792240.1		
N4.HOG0001558	OG0001150	n0									WP_126377172.1	WP_010938957.1		
N4.HOG0001559	OG0001152	n0									WP_126379833.1	WP_011791789.1		
N4.HOG0001560	OG0001153	n0									WP_126378118.1	WP_011787307.1		
N4.HOG0001561	OG0001154	n0									WP_126380644.1	WP_010937910.1		
N4.HOG0001562	OG0001155	n0										WP_011791562.1		
N4.HOG0001563	OG0001156	n0									WP_126378011.1, WP_126380853.1			
N4.HOG0001564	OG0001157	n0									WP_126378131.1	WP_011176593.1		
N4.HOG0001565	OG0001158	n0										WP_011791493.1		
N4.HOG0001566	OG0001159	n0									WP_126381275.1			
N4.HOG0001567	OG0001160	n1									WP_126379781.1	WP_043629368.1		
N4.HOG0001568	OG0001163	n0									WP_126376064.1	WP_010938611.1		
N4.HOG0001569	OG0001164	n0									WP_126378226.1	WP_010938296.1		
N4.HOG0001570	OG0001167	n0									WP_126379882.1	WP_011792456.1		
N4.HOG0001571	OG0001171	n0									WP_126378114.1	WP_011787306.1		
N4.HOG0001572	OG0001172	n0									WP_126378122.1	WP_011787308.1		
N4.HOG0001573	OG0001173	n0									WP_126378125.1	WP_011787309.1		
N4.HOG0001574	OG0001174	n0									WP_126378110.1	WP_011787304.1		
N4.HOG0001575	OG0001175	n0									WP_126377807.1	WP_010939611.1		
N4.HOG0001576	OG0001176	n4									WP_126379346.1			
N4.HOG0001577	OG0001178	n0									WP_126377696.1	WP_010940487.1		
N4.HOG0001578	OG0001180	n0									WP_126376096.1	WP_010938205.1		
N4.HOG0001579	OG0001181	n0									WP_126376097.1	WP_011792642.1		
N4.HOG0001580	OG0001187	n0									WP_126378992.1	WP_010940539.1		
N4.HOG0001581	OG0001188	n0									WP_126376819.1	WP_010938894.1		
N4.HOG0001582	OG0001191	n0									WP_126380417.1	WP_081428954.1		
N4.HOG0001583	OG0001194	n0									WP_126380823.1	WP_010940003.1		
N4.HOG0001584	OG0001195	n0										WP_223294667.1		
N4.HOG0001585	OG0001196	n0									WP_126375788.1	WP_011792172.1		
N4.HOG0001586	OG0001197	n0									WP_126377592.1	WP_011792850.1		
N4.HOG0001587	OG0001198	n0									WP_126379542.1	WP_011791925.1		
N4.HOG0001588	OG0001199	n4									WP_172961711.1	WP_011791416.1		
N4.HOG0001589	OG0001200	n0									WP_126377472.1	WP_010938903.1		
N4.HOG0001590	OG0001202	n7									WP_126379675.1	WP_010938583.1		
N4.HOG0001591	OG0001202	n8									WP_126379065.1	WP_010937996.1		
N4.HOG0001592	OG0001203	n0									WP_126376634.1	WP_011791984.1		
N4.HOG0001593	OG0001204	n0									WP_232034754.1	WP_011792151.1		
N4.HOG0001594	OG0001205	n0									WP_126379095.1			
N4.HOG0001595	OG0001206	n0									WP_126376656.1	WP_011792081.1		
N4.HOG0001596	OG0001207	n0									WP_126381267.1	WP_010939380.1		
N4.HOG0001597	OG0001208	n0									WP_126376293.1	WP_011792398.1, WP_011792695.1		
N4.HOG0001598	OG0001209	n0									WP_126377168.1	WP_010938959.1		
N4.HOG0001599	OG0001210	n0									WP_126379353.1			
N4.HOG0001600	OG0001212	n0									WP_126379979.1	WP_011792904.1		
N4.HOG0001601	OG0001213	n0									WP_126379981.1	WP_011792903.1		
N4.HOG0001602	OG0001214	n0									WP_232034930.1			
N4.HOG0001603	OG0001215	n0									WP_126375845.1	WP_223294587.1		
N4.HOG0001604	OG0001216	n0									WP_232034810.1	WP_011793044.1		
N4.HOG0001605	OG0001219	n0									WP_126376557.1			
N4.HOG0001606	OG0001220	n0									WP_172961707.1			
N4.HOG0001607	OG0001221	n0									WP_126378299.1	WP_011792591.1		
N4.HOG0001608	OG0001223	n0									WP_126379226.1	WP_043629194.1		
N4.HOG0001609	OG0001224	n0									WP_126376418.1			
N4.HOG0001610	OG0001227	n0									WP_126380404.1	WP_010940235.1		
N4.HOG0001611	OG0001228	n0									WP_126379567.1	WP_011791323.1		
N4.HOG0001612	OG0001229	n0									WP_126378604.1			
N4.HOG0001613	OG0001230	n0									WP_126379695.1	WP_011791831.1		
N4.HOG0001614	OG0001232	n0									WP_126381311.1	WP_010938748.1		
N4.HOG0001615	OG0001233	n0									WP_126377258.1	WP_011792786.1		
N4.HOG0001616	OG0001234	n2									WP_126376598.1, WP_126377132.1			
N4.HOG0001617	OG0001234	n8									WP_126378668.1			
N4.HOG0001618	OG0001236	n0									WP_126380440.1	WP_010938476.1		
N4.HOG0001619	OG0001237	n0									WP_126380442.1	WP_223294583.1		
N4.HOG0001620	OG0001238	n0									WP_126376881.1			
N4.HOG0001621	OG0001240	n0									WP_126380510.1	WP_010938524.1		
N4.HOG0001622	OG0001241	n0									WP_126379429.1	WP_010938745.1		
N4.HOG0001623	OG0001242	n0									WP_126375943.1	WP_011792112.1		
N4.HOG0001624	OG0001243	n0									WP_126380812.1	WP_010937711.1		
N4.HOG0001625	OG0001244	n0									WP_126376744.1	WP_010938666.1		
N4.HOG0001626	OG0001245	n0									WP_126380665.1	WP_011792632.1		
N4.HOG0001627	OG0001246	n0									WP_126380690.1	WP_011792709.1		
N4.HOG0001628	OG0001247	n0										WP_011791848.1		
N4.HOG0001629	OG0001248	n0									WP_126380742.1	WP_010938481.1		
N4.HOG0001630	OG0001250	n0									WP_126376565.1			
N4.HOG0001631	OG0001251	n0									WP_126377762.1, WP_126378031.1			
N4.HOG0001632	OG0001252	n0									WP_126380682.1	WP_010939940.1		
N4.HOG0001633	OG0001253	n0									WP_126378779.1	WP_011792403.1		
N4.HOG0001634	OG0001254	n0									WP_172961586.1	WP_010939643.1		
N4.HOG0001635	OG0001256	n0									WP_126379192.1	WP_010938142.1		
N4.HOG0001636	OG0001257	n0									WP_126378483.1	WP_010937806.1		
N4.HOG0001637	OG0001258	n0									WP_126375823.1	WP_010938576.1		
N4.HOG0001638	OG0001259	n0									WP_126375825.1	WP_010938577.1		
N4.HOG0001639	OG0001260	n0									WP_126379168.1, WP_126378625.1	WP_010938590.1		
N4.HOG0001640	OG0001261	n0										WP_011791573.1		
N4.HOG0001641	OG0001262	n0									WP_126378461.1	WP_010937569.1, WP_010937449.1		
N4.HOG0001642	OG0001263	n0									WP_126379356.1	WP_011792781.1, WP_010937994.1		
N4.HOG0001643	OG0001264	n0									WP_126379575.1	WP_011792534.1		
N4.HOG0001644	OG0001266	n0									WP_126379864.1	WP_081428952.1		
N4.HOG0001645	OG0001267	n0									WP_232034844.1			
N4.HOG0001646	OG0001268	n1									WP_126378616.1			
N4.HOG0001647	OG0001269	n0									WP_126380523.1, WP_126381545.1	WP_011791483.1		
N4.HOG0001648	OG0001271	n0									WP_232034882.1	WP_011792191.1		
N4.HOG0001649	OG0001272	n0									WP_126375777.1	WP_011792498.1, WP_011791995.1		
N4.HOG0001650	OG0001273	n0									WP_126377998.1			
N4.HOG0001651	OG0001274	n0									WP_126377007.1	WP_010939200.1		
N4.HOG0001652	OG0001275	n0									WP_126378844.1	WP_010938274.1		
N4.HOG0001653	OG0001276	n0									WP_126375554.1	WP_011791515.1		
N4.HOG0001654	OG0001277	n0									WP_126380727.1	WP_011791516.1		
N4.HOG0001655	OG0001278	n0									WP_126380717.1	WP_011791467.1		
N4.HOG0001656	OG0001279	n0									WP_126380718.1	WP_011791468.1		
N4.HOG0001657	OG0001280	n0									WP_232034788.1	WP_043629792.1		
N4.HOG0001658	OG0001281	n0									WP_126376267.1	WP_011792104.1		
N4.HOG0001659	OG0001282	n0									WP_126377626.1	WP_010940171.1		
N4.HOG0001660	OG0001283	n0									WP_126376698.1	WP_011792342.1		
N4.HOG0001661	OG0001284	n0									WP_126380238.1	WP_011793006.1, WP_011791847.1		
N4.HOG0001662	OG0001285	n0									WP_126380240.1	WP_011787394.1, WP_011793007.1		
N4.HOG0001663	OG0001286	n0									WP_126381474.1	WP_011176697.1, WP_010937617.1		
N4.HOG0001664	OG0001287	n0									WP_126379412.1	WP_010938738.1		
N4.HOG0001665	OG0001288	n0									WP_172961639.1, WP_126379409.1	WP_010938737.1		
N4.HOG0001666	OG0001289	n0									WP_126377688.1	WP_011787378.1, WP_010940491.1		
N4.HOG0001667	OG0001290	n0									WP_126377690.1	WP_011176682.1, WP_011791425.1		
N4.HOG0001668	OG0001292	n0									WP_126380713.1	WP_010940433.1		
N4.HOG0001669	OG0001293	n0									WP_126375613.1	WP_010938180.1		
N4.HOG0001670	OG0001295	n0									WP_126379431.1	WP_011792439.1		
N4.HOG0001671	OG0001296	n0									WP_126376551.1	WP_011792728.1		
N4.HOG0001672	OG0001297	n0									WP_126376553.1	WP_011792727.1		
N4.HOG0001673	OG0001298	n0									WP_126379323.1	WP_010938139.1		
N4.HOG0001674	OG0001300	n0									WP_126380809.1	WP_011792711.1		
N4.HOG0001675	OG0001301	n0									WP_126375674.1, WP_126377780.1			
N4.HOG0001676	OG0001302	n0									WP_126379196.1	WP_011792553.1		
N4.HOG0001677	OG0001303	n0									WP_126379681.1	WP_011792389.1		
N4.HOG0001678	OG0001304	n0									WP_126380490.1	WP_011792915.1		
N4.HOG0001679	OG0001305	n0									WP_126380380.1	WP_010940448.1		
N4.HOG0001680	OG0001306	n0									WP_126378384.1	WP_011792567.1		
N4.HOG0001681	OG0001308	n0									WP_232034800.1	WP_011792710.1		
N4.HOG0001682	OG0001309	n0									WP_126375967.1	WP_011792536.1		
N4.HOG0001683	OG0001311	n0									WP_126380701.1	WP_011791669.1		
N4.HOG0001684	OG0001312	n1									WP_126378205.1	WP_011787398.1		
N4.HOG0001685	OG0001312	n4									WP_126379853.1			
N4.HOG0001686	OG0001314	n0									WP_126380008.1	WP_010937896.1		
N4.HOG0001687	OG0001317	n0										WP_011791708.1		
N4.HOG0001688	OG0001318	n0									WP_126376529.1, WP_126377620.1, WP_232034821.1	WP_011791692.1		
N4.HOG0001689	OG0001323	n0									WP_232034847.1			
N4.HOG0001690	OG0001324	n0									WP_126376764.1, WP_126375647.1	WP_010937902.1, WP_011792809.1		
N4.HOG0001691	OG0001329	n3									WP_126379451.1	WP_010939420.1		
N4.HOG0001692	OG0001331	n0										WP_011792692.1		
N4.HOG0001693	OG0001333	n0									WP_126377240.1			
N4.HOG0001694	OG0001334	n0									WP_126380821.1	WP_010938040.1		
N4.HOG0001695	OG0001336	n0									WP_126378802.1	WP_190275056.1		
N4.HOG0001696	OG0001337	n0									WP_126377958.1	WP_011792071.1, WP_010939393.1		
N4.HOG0001697	OG0001338	n0									WP_126380613.1			
N4.HOG0001698	OG0001343	n0									WP_126378364.1	WP_010938287.1		
N4.HOG0001699	OG0001346	n4									WP_126380198.1			
N4.HOG0001700	OG0001346	n5									WP_126379623.1			
N4.HOG0001701	OG0001352	n0									WP_126380724.1	WP_011792853.1		
N4.HOG0001702	OG0001356	n0									WP_126378333.1	WP_010938717.1		
N4.HOG0001703	OG0001358	n0									WP_126380926.1	WP_011792890.1		
N4.HOG0001704	OG0001359	n0									WP_126378112.1	WP_011787305.1		
N4.HOG0001705	OG0001360	n3										WP_011792303.1, WP_011792258.1		
N4.HOG0001706	OG0001361	n0									WP_126379489.1	WP_010938506.1		
N4.HOG0001707	OG0001365	n0									WP_126380671.1			
N4.HOG0001708	OG0001368	n0									WP_126377340.1	WP_010939079.1		
N4.HOG0001709	OG0001369	n0									WP_126380867.1			
N4.HOG0001710	OG0001372	n3									WP_126380969.1	WP_010940207.1		
N4.HOG0001711	OG0001372	n4									WP_232034939.1	WP_010937606.1		
N4.HOG0001712	OG0001374	n0									WP_172961646.1	WP_011791946.1		
N4.HOG0001713	OG0001375	n0									WP_126375718.1	WP_010938510.1		
N4.HOG0001714	OG0001377	n3									WP_197723437.1			
N4.HOG0001715	OG0001377	n6									WP_126377666.1	WP_011793019.1		
N4.HOG0001716	OG0001380	n0									WP_172961834.1, WP_232034919.1	WP_223294683.1		
N4.HOG0001717	OG0001381	n0									WP_126377982.1	WP_011791349.1, WP_011792062.1		
N4.HOG0001718	OG0001382	n0									WP_126377073.1	WP_011792239.1		
N4.HOG0001719	OG0001387	n0									WP_126380175.1	WP_010940624.1		
N4.HOG0001720	OG0001392	n4									WP_126380816.1			
N4.HOG0001721	OG0001393	n0									WP_126377965.1	WP_010939396.1		
N4.HOG0001722	OG0001396	n0									WP_126377302.1	WP_043629066.1		
N4.HOG0001723	OG0001397	n0									WP_126380435.1			
N4.HOG0001724	OG0001398	n0									WP_126378439.1	WP_223294642.1		
N4.HOG0001725	OG0001400	n0									WP_126376713.1			
N4.HOG0001726	OG0001401	n0									WP_232034891.1	WP_010937640.1		
N4.HOG0001727	OG0001403	n0									WP_126379677.1	WP_011792459.1		
N4.HOG0001728	OG0001404	n0									WP_126379673.1	WP_010938584.1		
N4.HOG0001729	OG0001405	n0									WP_126379669.1	WP_010938586.1		
N4.HOG0001730	OG0001406	n0									WP_126379667.1	WP_010938587.1		
N4.HOG0001731	OG0001407	n0									WP_232034870.1			
N4.HOG0001732	OG0001409	n0									WP_126379876.1			
N4.HOG0001733	OG0001410	n0									WP_126378006.1			
N4.HOG0001734	OG0001412	n0									WP_126380903.1	WP_010937797.1		
N4.HOG0001735	OG0001413	n0									WP_126375914.1	WP_011792892.1		
N4.HOG0001736	OG0001414	n0									WP_126380808.1	WP_011793010.1		
N4.HOG0001737	OG0001415	n0										WP_010939693.1		
N4.HOG0001738	OG0001416	n0									WP_126380970.1	WP_011791841.1		
N4.HOG0001739	OG0001417	n0									WP_172961770.1			
N4.HOG0001740	OG0001419	n0									WP_126375677.1	WP_011793041.1		
N4.HOG0001741	OG0001420	n0									WP_126380840.1	WP_010937557.1		
N4.HOG0001742	OG0001422	n0									WP_172961611.1			
N4.HOG0001743	OG0001423	n0									WP_197723467.1	WP_011793125.1		
N4.HOG0001744	OG0001424	n0									WP_126377611.1	WP_010940151.1		
N4.HOG0001745	OG0001427	n0									WP_126381549.1	WP_011791846.1		
N4.HOG0001746	OG0001428	n0									WP_126380425.1			
N4.HOG0001747	OG0001429	n0									WP_126381441.1	WP_010939729.1		
N4.HOG0001748	OG0001431	n0									WP_126379426.1			
N4.HOG0001749	OG0001432	n0									WP_172961684.1			
N4.HOG0001750	OG0001433	n0									WP_126376434.1	WP_223294685.1		
N4.HOG0001751	OG0001434	n0										WP_011792497.1		
N4.HOG0001752	OG0001435	n0									WP_126379827.1	WP_010939853.1		
