Orthogroup	Desulfosediminicola ganghwensis IMCC35004	Desulfosediminicola flagellatus IMCC35005
OG0000703	WP_136798371.1	WP_136807102.1
OG0000703	WP_136795267.1	WP_136808090.1
OG0000704	WP_136798736.1	WP_136805110.1
OG0000705	WP_136798735.1	WP_136805108.1
OG0000706	WP_136798734.1	WP_136805106.1
OG0000707	WP_136798732.1	WP_136805104.1
OG0000708	WP_136798725.1	WP_228723404.1
OG0000709	WP_136796760.1	WP_136806414.1
OG0000710	WP_136796652.1	WP_136808364.1
OG0000711	WP_136799402.1	WP_136809296.1
OG0000712	WP_275942932.1	WP_136806336.1
OG0000713	WP_136797845.1	WP_136805559.1
OG0000714	WP_228721375.1	WP_136805300.1
OG0000715	WP_136798105.1	WP_136810552.1
OG0000716	WP_136798103.1	WP_136810554.1
OG0000717	WP_136798093.1	WP_136810563.1
OG0000718	WP_136798092.1	WP_136810564.1
OG0000719	WP_136798091.1	WP_136810565.1
OG0000720	WP_136798089.1	WP_136810568.1
OG0000721	WP_136798086.1	WP_136810571.1
OG0000722	WP_176360112.1	WP_176360112.1
OG0000723	WP_136798081.1	WP_136810576.1
OG0000724	WP_136798143.1	WP_136810612.1
OG0000725	WP_136798074.1	WP_136810583.1
OG0000726	WP_136798072.1	WP_136810585.1
OG0000727	WP_136798067.1	WP_136810590.1
OG0000728	WP_136798066.1	WP_136810591.1
OG0000729	WP_136798142.1	WP_136810592.1
OG0000730	WP_136798065.1	WP_136810593.1
OG0000731	WP_136798060.1	WP_136810597.1
OG0000732	WP_136798059.1	WP_136810598.1
OG0000733	WP_136798058.1	WP_136810599.1
OG0000734	WP_136797859.1	WP_136805528.1
OG0000735	WP_136798298.1	WP_136808497.1
OG0000736	WP_136797871.1	WP_228723340.1
OG0000737	WP_136797865.1	WP_136805522.1
OG0000738	WP_136796043.1	WP_136810647.1
OG0000739	WP_136795806.1	WP_136806327.1
OG0000740	WP_136795739.1	WP_136807932.1
OG0000741	WP_136795188.1	WP_136808030.1
OG0000742	WP_228721329.1	WP_228723305.1
OG0000743	WP_136798110.1	WP_136810547.1
OG0000744	WP_136796621.1	WP_136808394.1
OG0000745	WP_136795840.1	WP_136806292.1
OG0000746	WP_136796741.1	WP_267313739.1
OG0000747	WP_136797738.1	WP_136805427.1
OG0000748	WP_136797740.1	WP_136805428.1
OG0000749	WP_167495666.1	WP_167505787.1
OG0000750	WP_167495626.1	WP_136808625.1
OG0000751	WP_136795444.1	WP_136808628.1
OG0000752	WP_136796221.1	WP_136809312.1
OG0000753	WP_136797671.1	WP_136805385.1
OG0000754	WP_136796132.1	WP_136809169.1
OG0000755	WP_136796131.1	WP_136809168.1
OG0000756	WP_136799191.1	WP_136807468.1
OG0000757	WP_217907634.1	WP_217909533.1
OG0000757	WP_136795743.1	WP_136807936.1
OG0000758	WP_136796104.1	WP_136809141.1
OG0000759	WP_136796769.1	WP_136806644.1
OG0000760	WP_136797423.1	WP_136805900.1
OG0000761	WP_136796171.1	WP_136809241.1
OG0000762	WP_136795924.1	WP_136806140.1
OG0000763	WP_136795925.1	WP_136806139.1
OG0000764	WP_136795156.1	WP_136807995.1
OG0000765	WP_136795281.1	WP_176371610.1
OG0000766	WP_136796097.1	WP_136809134.1
OG0000767	WP_136796488.1	WP_136806713.1
OG0000768	WP_228721346.1	WP_228723386.1
OG0000769	WP_136798055.1	WP_136810602.1
OG0000770	WP_136798053.1	WP_136810604.1
OG0000771	WP_228721396.1	WP_136810605.1
OG0000772	WP_136798052.1	WP_136810606.1
OG0000773	WP_136798051.1	WP_136810607.1
OG0000774	WP_136798050.1	WP_136810608.1
OG0000775	WP_228721411.1	WP_228723301.1
OG0000776	WP_136798278.1	WP_136808472.1
OG0000777	WP_136798277.1	WP_136808471.1
OG0000778	WP_136798167.1	WP_136805768.1
OG0000779	WP_136798266.1	WP_136808460.1
OG0000780	WP_136796300.1	WP_136810360.1
OG0000781	WP_136798000.1	WP_136805294.1
OG0000782	WP_136795147.1	WP_136807986.1
OG0000783	WP_136799271.1	WP_136806372.1
OG0000784	WP_136797418.1	WP_136805897.1
OG0000785	WP_136797416.1	WP_136805896.1
OG0000786	WP_136796862.1	WP_136806542.1
OG0000787	WP_228721347.1	WP_136808477.1
OG0000788	WP_136798128.1	WP_167506090.1
OG0000789	WP_136796651.1	WP_136808365.1
OG0000790	WP_136795208.1	WP_136808052.1
OG0000791	WP_136795458.1	WP_136809373.1
OG0000792	WP_136796653.1	WP_136808363.1
OG0000793	WP_136797883.1	WP_136805500.1
OG0000794	WP_136796734.1	WP_217909600.1
OG0000795	WP_136798273.1	WP_136808466.1
OG0000796	WP_136797776.1	WP_136805442.1
OG0000797	WP_167495876.1	WP_136806370.1
OG0000798	WP_136797406.1	WP_136805891.1
OG0000799	WP_275942943.1	WP_136810032.1
OG0000800	WP_275942948.1	WP_136809288.1
OG0000801	WP_228721379.1	WP_136805148.1
OG0000802	WP_136795406.1	WP_136808579.1
OG0000803	WP_136796537.1	WP_136805461.1
OG0000804	WP_136795584.1	WP_136809705.1
OG0000805	WP_167495804.1	WP_136805730.1
OG0000806	WP_136796103.1	WP_228723276.1
OG0000807	WP_136797733.1	WP_136805423.1
OG0000808	WP_136798043.1	WP_136810839.1
OG0000809	WP_136798238.1	WP_136805695.1
OG0000810	WP_136797787.1	WP_136805450.1
OG0000811	WP_136798239.1	WP_136805694.1
OG0000812	WP_136796390.1, WP_136796903.1	WP_136806245.1
OG0000813	WP_136798257.1	WP_136808454.1
OG0000814	WP_228721354.1	WP_228723237.1
OG0000815	WP_136799213.1	WP_136807542.1
OG0000816	WP_136796102.1	WP_136809140.1
OG0000817	WP_136796091.1	WP_136809128.1
OG0000818	WP_136795884.1	WP_136806157.1
OG0000819	WP_136796739.1	WP_136806410.1
OG0000820	WP_136797850.1	WP_136805537.1
OG0000821	WP_136800009.1, WP_136797821.1	WP_136807347.1
OG0000821	WP_136799347.1	WP_136809324.1
OG0000822	WP_167495802.1	WP_136810532.1
OG0000823	WP_136798120.1	WP_136810535.1
OG0000824	WP_136798566.1	WP_136805970.1
OG0000825	WP_136796628.1	WP_136808387.1
OG0000826	WP_136796514.1	WP_136808230.1
OG0000827	WP_136799119.1	WP_136806831.1
OG0000828	WP_136799118.1	WP_136806832.1
OG0000829	WP_136799117.1	WP_136806833.1
OG0000830	WP_136799116.1	WP_136806834.1
OG0000831	WP_228721517.1	WP_267313788.1
OG0000832	WP_136799114.1	WP_136806836.1
OG0000833	WP_136798551.1	WP_136806890.1
OG0000834	WP_136796805.1	WP_136806610.1
OG0000835	WP_136795436.1	WP_136808620.1
OG0000836	WP_136798018.1	WP_136805313.1
OG0000837	WP_136797742.1	WP_136805429.1
OG0000838	WP_136796783.1	WP_136806629.1
OG0000839	WP_136797727.1	WP_136805420.1
OG0000841	WP_136796089.1	WP_136809125.1
OG0000842	WP_136797684.1	WP_136805390.1
OG0000843	WP_136795805.1	WP_136806329.1
OG0000844	WP_136797976.1	WP_136805272.1
OG0000845	WP_136797977.1	WP_136805273.1
OG0000846	WP_136797980.1	WP_136805276.1
OG0000847	WP_136795742.1	WP_136807935.1
OG0000848	WP_136795795.1	WP_136806339.1
OG0000849	WP_136797889.1	WP_136805489.1
OG0000850	WP_136796372.1	WP_136810472.1
OG0000851	WP_136796057.1	WP_136810633.1
OG0000852	WP_136796535.1	WP_136805460.1
OG0000853	WP_217907604.1	WP_136806907.1
OG0000854	WP_267314025.1	WP_136810695.1
OG0000855	WP_136798537.1	WP_136806904.1
OG0000856	WP_136799856.1	WP_136810697.1
OG0000857	WP_136796631.1	WP_136808384.1
OG0000858	WP_136795258.1	WP_136808080.1
OG0000859	WP_136795551.1	WP_136809669.1
OG0000860	WP_136795151.1	WP_136807990.1
OG0000861	WP_136796536.1	WP_228723337.1
OG0000862	WP_176360094.1	WP_136807973.1
OG0000863	WP_136795816.1	WP_136806317.1
OG0000864	WP_136795195.1	WP_136808037.1
OG0000865	WP_136796050.1	WP_136810640.1
OG0000866	WP_136795449.1	WP_136808639.1
OG0000867	WP_136795175.1	WP_136808016.1
OG0000868	WP_136796656.1	WP_136808360.1
OG0000869	WP_136798088.1	WP_136810569.1
OG0000870	WP_228721412.1	WP_136808085.1
OG0000871	WP_136797860.1	WP_136805527.1
OG0000872	WP_136798171.1	WP_136805764.1
OG0000873	WP_136796649.1	WP_136808367.1
OG0000874	WP_136799779.1	WP_136805316.1
OG0000875	WP_136798533.1	WP_136806909.1
OG0000876	WP_136795815.1	WP_136806318.1
OG0000877	WP_136796791.1	WP_136806621.1
OG0000878	WP_136795911.1	WP_136807141.1
OG0000879	WP_136795790.1	WP_136806344.1
OG0000880	WP_136797934.1	WP_136809307.1
OG0000881	WP_136795624.1	WP_136809753.1
OG0000882	WP_136796967.1	WP_176371585.1
OG0000884	WP_136797404.1	WP_136805890.1
OG0000885	WP_176360000.1, WP_136798583.1	WP_136809969.1
OG0000886	WP_228721348.1	WP_136808479.1
OG0000887	WP_136796176.1	WP_136809300.1
OG0000889	WP_136796064.1	WP_136810626.1
OG0000890	WP_136795850.1	WP_228723373.1
OG0000891	WP_228721406.1	WP_136807970.1
OG0000892	WP_136798721.1	WP_136805084.1
OG0000893	WP_136798731.1	WP_136805102.1
OG0000894	WP_136799701.1	WP_136807606.1
OG0000895	WP_136796048.1	WP_136810642.1
OG0000896	WP_136796545.1	WP_136805471.1
OG0000897	WP_136800008.1, WP_136797820.1	WP_136807349.1
OG0000897	WP_136799350.1	WP_217909521.1
OG0000898	WP_228721490.1	WP_228723266.1
OG0000899	WP_136799112.1	WP_136806838.1
OG0000900	WP_136796960.1	WP_136810042.1
OG0000902	WP_136796509.1	WP_136806725.1
OG0000903	WP_228721318.1	WP_228723230.1
OG0000904	WP_136796484.1	WP_136806711.1, WP_136809119.1
OG0000905	WP_136795839.1	WP_136806294.1
OG0000906	WP_136796785.1	WP_136806627.1
OG0000907	WP_136799670.1	WP_136805813.1
OG0000909	WP_136796190.1	WP_136809306.1
OG0000910	WP_136798366.1	WP_136807119.1
OG0000910	WP_136796138.1	WP_136809176.1
OG0000911	WP_136798787.1	WP_136806005.1
OG0000911	WP_136796445.1	WP_217909482.1
OG0000912	WP_136796822.1	WP_136806593.1
OG0000913	WP_136795325.1	WP_136808156.1
OG0000914	WP_136796841.1, WP_136795587.1	WP_136809852.1, WP_136809708.1
OG0000915	WP_228721400.1	WP_136809716.1
OG0000916	WP_136795321.1	WP_167505909.1
OG0000917	WP_136799020.1	WP_136807797.1
OG0000919	WP_136798859.1	WP_136805577.1
OG0000919	WP_136797824.1	WP_136807342.1
OG0000919	WP_136799051.1	WP_136807831.1
OG0000919	WP_228721327.1	WP_136807385.1
OG0000921	WP_167495874.1	WP_136806386.1
OG0000922	WP_136795623.1	WP_136809752.1
OG0000923	WP_136796636.1	WP_217909619.1
OG0000923	WP_136795580.1	WP_267313666.1
OG0000925	WP_136797706.1	WP_176371592.1
OG0000926	WP_136799974.1	WP_167506103.1, WP_136808767.1
OG0000928	WP_136799731.1, WP_136799732.1	WP_136805228.1
OG0000929	WP_136796693.1	WP_136808318.1
OG0000930	WP_136796735.1	WP_136806416.1
OG0000930	WP_136796298.1	WP_136810358.1
OG0000931	WP_136799280.1	WP_136806363.1
OG0000935	WP_136796687.1	WP_136808326.1
OG0000936	WP_136797788.1	WP_136806793.1
OG0000936	WP_136797648.1	WP_136805373.1
OG0000937	WP_136796818.1	WP_136806597.1
OG0000938	WP_136799641.1	WP_136807714.1
OG0000939	WP_228721519.1	WP_136805241.1
OG0000940	WP_136797984.1	WP_136809200.1, WP_136810158.1
OG0000941	WP_136798112.1	WP_136810544.1
OG0000942	WP_136798177.1	WP_136805757.1
OG0000943	WP_136799279.1	WP_136806364.1
OG0000944	WP_136796512.1	WP_136805829.1
OG0000947	WP_136799076.1	WP_136809743.1
OG0000947	WP_136798178.1	WP_136805756.1
OG0000948	WP_136799075.1	WP_136809742.1
OG0000948	WP_136798179.1	WP_136805755.1
OG0000949	WP_136795254.1	WP_136808076.1
OG0000949	WP_136799896.1	WP_217909471.1
OG0000949	WP_136799338.1	WP_136808794.1
OG0000950	WP_136798641.1	WP_136809404.1
OG0000950	WP_136795607.1	WP_136809730.1
OG0000951	WP_136796286.1	WP_136810503.1
OG0000951	WP_136799377.1	WP_136810310.1
OG0000952	WP_136799153.1, WP_136799155.1	WP_136808841.1
OG0000954	WP_136796865.1	WP_176371611.1
OG0000954	WP_136799505.1	WP_136809268.1
OG0000955	WP_167495795.1	WP_217909454.1
OG0000955	WP_136798617.1	WP_136808273.1
OG0000956	WP_136796465.1	WP_136806692.1
OG0000957	WP_176360015.1, WP_228721487.1, WP_176360077.1, WP_176360060.1, WP_176360025.1, WP_176360006.1	WP_136805846.1
OG0000958	WP_136797183.1	WP_217909587.1
OG0000958	WP_228721356.1	WP_228723394.1
OG0000960	WP_136799746.1	WP_136810096.1
OG0000960	WP_136799380.1	WP_136810421.1
OG0000960	WP_167495886.1	WP_136810784.1, WP_136809279.1
OG0000960	WP_167495881.1	WP_136808770.1
OG0000962	WP_136795847.1	WP_136806286.1
OG0000963	WP_136795153.1	WP_136807992.1
OG0000964	WP_136799780.1	WP_136805315.1
OG0000965	WP_228721491.1	WP_267313774.1
OG0000966	WP_136796143.1	WP_136809182.1
OG0000967	WP_136799274.1	WP_136806369.1
OG0000968	WP_136795802.1	WP_136806332.1
OG0000969	WP_136795306.1	WP_228723443.1
OG0000970	WP_136798119.1	WP_136810536.1
OG0000971	WP_136796052.1	WP_136810638.1
OG0000972	WP_136796746.1	WP_136806402.1
OG0000973	WP_136796861.1	WP_136806543.1
OG0000974	WP_228721377.1	WP_136805267.1
OG0000976	WP_136795863.1	WP_136806270.1
OG0000977	WP_136795836.1	WP_228723374.1
OG0000978	WP_136798083.1	WP_136810574.1
OG0000979	WP_228721408.1	WP_136808003.1
OG0000980	WP_136799110.1	WP_136806840.1
OG0000981	WP_228721435.1	WP_136809136.1
OG0000982	WP_136795234.1	WP_136808060.1
OG0000983	WP_136797952.1	WP_136805245.1
OG0000984	WP_136796082.1	WP_167505984.1
OG0000985	WP_136798542.1	WP_136806899.1
OG0000986	WP_136797982.1	WP_217909563.1
OG0000987	WP_267313994.1	WP_136807546.1
OG0000988	WP_136799883.1	WP_136805819.1
OG0000989	WP_136799217.1	WP_136807551.1
OG0000990	WP_136796101.1	WP_136809139.1
OG0000991	WP_136796046.1	WP_136810644.1
OG0000992	WP_136798722.1	WP_136805085.1
OG0000994	WP_136798063.1	WP_136810594.1
OG0000995	WP_136798070.1	WP_136810587.1
OG0000996	WP_136795600.1	WP_136809722.1
OG0000998	WP_136797695.1	WP_136805397.1
OG0000999	WP_136798352.1	WP_136807634.1
OG0001000	WP_136798069.1	WP_136810588.1
OG0001001	WP_136795554.1	WP_136810273.1
OG0001002	WP_136797864.1	WP_136805523.1
OG0001003	WP_136798713.1	WP_136805067.1
OG0001004	WP_136799590.1	WP_136805915.1
OG0001005	WP_136799589.1	WP_136805914.1
OG0001006	WP_136798767.1	WP_136805983.1
OG0001007	WP_136796650.1	WP_228723384.1
OG0001008	WP_136795886.1	WP_136806155.1
OG0001009	WP_136795887.1	WP_136806154.1
OG0001010	WP_136796905.1	WP_136805780.1
OG0001011	WP_136796220.1	WP_136809311.1
OG0001012	WP_136795692.1	WP_136809455.1
OG0001013	WP_136795685.1	WP_136809467.1
OG0001014	WP_136798281.1	WP_136808475.1
OG0001015	WP_136799702.1	WP_136807608.1
OG0001016	WP_136799703.1	WP_136807610.1
OG0001017	WP_136799251.1	WP_136806392.1
OG0001018	WP_136796792.1	WP_136806620.1
OG0001019	WP_136798001.1	WP_136805295.1
OG0001020	WP_167495829.1	WP_167505999.1
OG0001021	WP_136799092.1	WP_275942863.1
OG0001021	WP_136799086.1	WP_217909518.1, WP_228723440.1, WP_136805653.1
OG0001022	WP_136795599.1	WP_136809721.1
OG0001023	WP_136795437.1	WP_136808621.1
OG0001024	WP_136795859.1	WP_136806274.1
OG0001025	WP_136799947.1, WP_136799864.1	WP_136810715.1
OG0001026	WP_136796711.1	WP_136808298.1
OG0001027	WP_228721388.1	WP_136810055.1
OG0001028	WP_136797996.1	WP_136805290.1
OG0001029	WP_136799113.1	WP_136806837.1
OG0001030	WP_136795435.1	WP_136808619.1
OG0001031	WP_136798136.1	WP_136810518.1
OG0001033	WP_136799222.1	WP_228723225.1
OG0001034	WP_136796093.1	WP_136809130.1
OG0001035	WP_136796113.1	WP_136809150.1
OG0001036	WP_167495603.1	WP_136807996.1
OG0001037	WP_136797145.1	WP_136808892.1
OG0001038	WP_136795493.1	WP_136809513.1
OG0001039	WP_136797956.1	WP_136805249.1
OG0001040	WP_228721395.1	WP_136810609.1
OG0001041	WP_136798014.1	WP_136805309.1
OG0001042	WP_228721390.1	WP_136810197.1
OG0001043	WP_136798585.1	WP_136805952.1
OG0001044	WP_136798095.1	WP_136798095.1
OG0001045	WP_136797782.1	WP_136805446.1
OG0001046	WP_136797970.1	WP_136805265.1
OG0001047	WP_136798788.1	WP_136806006.1
OG0001047	WP_136795398.1	WP_136808567.1
OG0001048	WP_136798750.1	WP_136805140.1
OG0001049	WP_136796953.1	WP_267313677.1
OG0001050	WP_228721423.1	WP_136809530.1
OG0001051	WP_136795556.1	WP_136809674.1
OG0001052	WP_136798525.1	WP_136806921.1
OG0001054	WP_136798315.1	WP_228723424.1
OG0001055	WP_136798578.1	WP_136805958.1
OG0001056	WP_136797793.1	WP_136806798.1
OG0001057	WP_136799630.1	WP_136809305.1
OG0001058	WP_136797780.1	WP_136805445.1
OG0001060	WP_228721350.1	WP_136807452.1
OG0001063	WP_136798681.1	WP_136808672.1
OG0001065	WP_136798258.1	WP_136808455.1
OG0001066	WP_136798723.1	WP_136805087.1
OG0001067	WP_136797673.1	WP_136805386.1
OG0001068	WP_136799211.1	WP_136807539.1
OG0001069	WP_136797293.1, WP_136797291.1	WP_136810857.1, WP_167505741.1
OG0001070	WP_136798170.1	WP_136805765.1
OG0001071	WP_136797875.1	WP_136805511.1
OG0001072	WP_136797881.1	WP_136805504.1
OG0001073	WP_167495884.1	WP_167506044.1
OG0001074	WP_136796378.1	WP_136810467.1
OG0001075	WP_136795631.1	WP_136809759.1
OG0001076	WP_136795923.1	WP_136806141.1
OG0001077	WP_136799892.1	WP_136810015.1, WP_136806183.1, WP_136805786.1
OG0001078	WP_136796140.1	WP_136809179.1
OG0001079	WP_136798417.1	WP_136809981.1, WP_136810786.1
OG0001080	WP_136798357.1	WP_136807642.1
OG0001081	WP_136798792.1	WP_136807272.1
OG0001082	WP_136795883.1	WP_136806159.1
OG0001083	WP_136795473.1	WP_136809392.1
OG0001084	WP_167495628.1	WP_136809394.1
OG0001086	WP_136796896.1	WP_136810289.1
OG0001088	WP_136799406.1	WP_136809292.1
OG0001089	WP_136798661.1	WP_136809495.1
OG0001090	WP_217907601.1	WP_217909583.1
OG0001090	WP_136796254.1	WP_136808967.1
OG0001091	WP_136799196.1	WP_136807478.1
OG0001092	WP_136797661.1	WP_136805381.1
OG0001093	WP_136795400.1	WP_136808569.1
OG0001094	WP_136799708.1	WP_136807082.1
OG0001095	WP_136798045.1	WP_136810837.1
OG0001096	WP_136798041.1	WP_136810841.1
OG0001097	WP_136795656.1	WP_228723371.1
OG0001098	WP_136796525.1	WP_136806788.1
OG0001099	WP_136795720.1	WP_136808408.1
OG0001099	WP_136796605.1	WP_136807076.1
OG0001100	WP_136797720.1	WP_136805416.1
OG0001101	WP_136798005.1	WP_136805298.1
OG0001102	WP_136797646.1	WP_136805372.1
OG0001104	WP_136795801.1	WP_228723375.1
OG0001105	WP_136798292.1	WP_136808487.1, WP_136810660.1
OG0001106	WP_136798293.1	WP_136810659.1, WP_136808488.1
OG0001107	WP_136799270.1	WP_136806373.1
OG0001108	WP_136799277.1	WP_136806366.1
OG0001109	WP_136799278.1	WP_136806365.1
OG0001110	WP_136799281.1	WP_136806362.1
OG0001111	WP_136795829.1	WP_136806302.1
OG0001113	WP_136798744.1	WP_136805128.1
OG0001115	WP_136795810.1	WP_136806323.1
OG0001116	WP_136799255.1	WP_136806388.1
OG0001118	WP_136799165.1	WP_136808851.1
OG0001119	WP_136797955.1	WP_136805248.1
OG0001120	WP_275942939.1	WP_136806911.1
OG0001121	WP_136799183.1	WP_136807449.1
OG0001122	WP_136795793.1	WP_136806341.1
OG0001124	WP_136798291.1	WP_136810661.1, WP_136808486.1
OG0001125	WP_136799164.1	WP_136808850.1
OG0001126	WP_136799098.1	WP_136806531.1
OG0001127	WP_136799646.1	WP_136808314.1
OG0001128	WP_136798563.1, WP_136798483.1	WP_136809911.1, WP_136808287.1
OG0001128	WP_136799029.1	WP_136807808.1
OG0001131	WP_136797202.1, WP_136796041.1	WP_217909461.1
OG0001132	WP_136799414.1	WP_136809283.1
OG0001135	WP_136795293.1	WP_136810067.1
OG0001135	WP_136796813.1	WP_136806233.1, WP_136808209.1
OG0001136	WP_228721344.1, WP_136796572.1	WP_136808351.1
OG0001137	WP_176360093.1	WP_176371576.1, WP_176371577.1, WP_167505890.1, WP_136807949.1, WP_136806450.1, WP_176371625.1, WP_136807923.1, WP_136809819.1, WP_136807948.1
OG0001138	WP_217907641.1	WP_136806681.1
OG0001138	WP_136799311.1	WP_136808746.1, WP_136809060.1
OG0001139	WP_136797250.1	WP_136805205.1
OG0001142	WP_136798719.1	WP_136805080.1
OG0001143	WP_136795380.1	WP_136808556.1
OG0001144	WP_136795792.1	WP_136806342.1
OG0001145	WP_136797736.1	WP_136805426.1
OG0001147	WP_136798963.1	WP_136806747.1
OG0001149	WP_136795373.1	WP_228723295.1
OG0001150	WP_136796954.1	WP_136810035.1
OG0001152	WP_136799121.1	WP_136806829.1
OG0001153	WP_136795544.1	WP_136809381.1
OG0001154	WP_136795189.1	WP_136808031.1
OG0001155	WP_176360040.1	WP_176371608.1
OG0001157	WP_136795459.1	WP_136809375.1
OG0001158	WP_136799621.1	WP_136807658.1
OG0001159	WP_136798237.1	WP_136805696.1
OG0001161	WP_136798006.1	WP_136805299.1
OG0001163	WP_136798071.1	WP_136810586.1
OG0001165	WP_136796533.1	WP_136805458.1
OG0001166	WP_136796613.1	WP_136808404.1
OG0001167	WP_167495741.1	WP_167506114.1
OG0001168	WP_136795690.1	WP_136809459.1
OG0001169	WP_167495639.1	WP_136809465.1
OG0001171	WP_136795479.1	WP_136809397.1
OG0001172	WP_136795463.1	WP_136809379.1
OG0001173	WP_136795462.1	WP_136809378.1
OG0001174	WP_136795481.1	WP_136809399.1
OG0001175	WP_136798132.1	WP_136810521.1
OG0001177	WP_136797379.1	WP_136809983.1
OG0001179	WP_136796524.1	WP_136806786.1
OG0001180	WP_136795303.1	WP_136808128.1
OG0001181	WP_136795302.1	WP_136808127.1
OG0001182	WP_136799108.1	WP_136806842.1
OG0001183	WP_136795576.1	WP_136809696.1
OG0001184	WP_136799824.1	WP_136805364.1
OG0001186	WP_136798772.1, WP_136798226.1	WP_136806658.1
OG0001187	WP_136796495.1	WP_167505878.1
OG0001187	WP_136796540.1	WP_136805465.1
OG0001188	WP_136798126.1	WP_136810528.1
OG0001189	WP_136798523.1	WP_136806923.1
OG0001190	WP_136799969.1	WP_136809595.1
OG0001191	WP_136798580.1	WP_136805956.1
OG0001192	WP_136797959.1	WP_136805252.1
OG0001193	WP_136797073.1	WP_167506010.1
OG0001194	WP_136798130.1	WP_136810524.1
OG0001195	WP_136796547.1	WP_136805175.1
OG0001196	WP_136799699.1	WP_228723224.1
OG0001197	WP_136797863.1	WP_228723341.1
OG0001198	WP_136797885.1	WP_136805498.1
OG0001199	WP_136797895.1	WP_136805485.1
OG0001200	WP_275942929.1	WP_136806727.1
OG0001202	WP_136796776.1	WP_136806637.1
OG0001203	WP_136796532.1	WP_136805453.1
OG0001204	WP_217907619.1	WP_217909546.1
OG0001205	WP_136795638.1	WP_136809766.1
OG0001206	WP_136795634.1	WP_136809762.1
OG0001207	WP_136795633.1	WP_136809761.1
OG0001208	WP_136796541.1	WP_136805466.1
OG0001209	WP_136799242.1	WP_136809736.1
OG0001210	WP_136795410.1	WP_136807512.1, WP_136808587.1
OG0001212	WP_136796142.1	WP_136809181.1
OG0001213	WP_136796141.1	WP_136809180.1
OG0001215	WP_228721493.1	WP_136805894.1
OG0001216	WP_136798361.1	WP_136807650.1
OG0001219	WP_136798794.1, WP_136798793.1, WP_167495837.1	WP_136806750.1
OG0001220	WP_136798571.1	WP_136808254.1, WP_136808237.1, WP_136805965.1
OG0001221	WP_136798567.1	WP_136805969.1
OG0001222	WP_136798676.1	WP_136808661.1
OG0001222	WP_167495830.1	WP_136809418.1
OG0001223	WP_136797040.1	WP_228723265.1
OG0001226	WP_136798778.1	WP_136805993.1
OG0001227	WP_136797099.1	WP_136808941.1
OG0001228	WP_228721365.1	WP_228723227.1
OG0001229	WP_136796111.1	WP_136809148.1
OG0001230	WP_136796094.1	WP_136809131.1
OG0001231	WP_136799085.1	WP_136809214.1, WP_136805652.1
OG0001231	WP_136799081.1	WP_136805650.1
OG0001232	WP_136799407.1	WP_136809291.1
OG0001233	WP_136795872.1	WP_136806179.1
OG0001236	WP_136799197.1	WP_136807480.1
OG0001237	WP_136799200.1	WP_136807485.1
OG0001238	WP_136796364.1	WP_136810480.1
OG0001239	WP_136799026.1	WP_136807805.1
OG0001240	WP_136798235.1	WP_136805701.1
OG0001241	WP_136795333.1	WP_136808164.1
OG0001242	WP_136795207.1	WP_275942841.1
OG0001243	WP_136795191.1	WP_136808033.1
OG0001244	WP_136795184.1	WP_136808026.1
OG0001245	WP_275942946.1	WP_136808015.1
OG0001246	WP_228721407.1	WP_136807994.1
OG0001247	WP_136795142.1	WP_136807980.1
OG0001248	WP_136795750.1	WP_167505893.1
OG0001249	WP_136795620.1	WP_136809749.1
OG0001250	WP_136799933.1, WP_136797030.1	WP_136806857.1, WP_136810303.1, WP_167506067.1
OG0001251	WP_136799934.1, WP_136797033.1	WP_136810301.1, WP_136810265.1
OG0001252	WP_136796968.1	WP_136810049.1
OG0001253	WP_136796965.1	WP_136810047.1
OG0001254	WP_136796961.1	WP_136810043.1
OG0001255	WP_136796940.1	WP_136810019.1
OG0001256	WP_136798271.1	WP_136808465.1
OG0001257	WP_136798267.1	WP_136808461.1
OG0001258	WP_136798250.1	WP_136808447.1
OG0001259	WP_136798249.1	WP_136808446.1
OG0001260	WP_136796612.1	WP_136808405.1
OG0001261	WP_136796617.1	WP_136808398.1
OG0001262	WP_136796626.1	WP_136808389.1
OG0001263	WP_167495658.1	WP_136806184.1
OG0001264	WP_136798714.1	WP_136805069.1
OG0001265	WP_136799189.1	WP_167505872.1
OG0001266	WP_136797760.1	WP_228723335.1
OG0001268	WP_136796421.1	WP_217909629.1
OG0001268	WP_136798017.1	WP_136805312.1
OG0001269	WP_136795892.1	WP_136806149.1
OG0001270	WP_136796701.1	WP_136808309.1
OG0001270	WP_136798158.1	WP_136809526.1
OG0001271	WP_136795789.1	WP_136806345.1
OG0001272	WP_136799289.1	WP_136806356.1
OG0001273	WP_136799134.1	WP_136808821.1
OG0001274	WP_136797098.1	WP_136808942.1
OG0001275	WP_136799202.1	WP_136807489.1
OG0001276	WP_136799275.1	WP_136806368.1
OG0001277	WP_136799276.1	WP_136806367.1
OG0001278	WP_136799283.1	WP_136806360.1
OG0001279	WP_167495877.1	WP_136806359.1
OG0001280	WP_136797070.1	WP_136809606.1
OG0001280	WP_136796749.1	WP_136806399.1
OG0001281	WP_176360050.1	WP_167505799.1
OG0001282	WP_136795832.1	WP_275942857.1
OG0001283	WP_136795833.1	WP_167505798.1
OG0001291	WP_136795813.1	WP_136806320.1
OG0001291	WP_136797801.1	WP_136806753.1
OG0001292	WP_167495653.1	WP_136806319.1
