Orthogroup	Species	Geobacter sulfurreducens PCA	Orthologs
OG0000564	Desulfocapsa_06_corrosive	WP_010943575.1	Utg323392_207
OG0000564	Desulfocapsa sulfexigens DSM 10523	WP_010943575.1	WP_015403905.1
OG0000564	Desulfotalea psychrophila LSv54	WP_010943156.1	WP_041277731.1
OG0000564	Desulfosediminicola flagellatus IMCC35005	WP_010943156.1	WP_136810818.1, WP_136806065.1
OG0000564	Desulfovibrio vulgaris DP4	WP_010943156.1	WP_010939810.1
OG0000565	Desulfosediminicola flagellatus IMCC35005	WP_010943576.1	WP_136806064.1
OG0000565	Desulfosediminicola ganghwensis IMCC35004	WP_010943576.1	WP_136798828.1
OG0000565	Desulfotalea psychrophila LSv54	WP_010943576.1	WP_041278002.1
OG0000565	Desulforhopalus vacuolatus DSM 9700	WP_010943576.1	WP_205218993.1
OG0000565	Desulfovibrio ferrophilus IS5	WP_010943576.1	WP_126381437.1
OG0000565	Desulfocapsa_06_corrosive	WP_010943576.1	Utg323392_208
OG0000565	Desulfocapsa sulfexigens DSM 10523	WP_010943576.1	WP_015403906.1
OG0000565	Desulfocapsa_13_biocide	WP_010943557.1, WP_010943157.1	Utg859750_49
OG0000565	Desulfosediminicola flagellatus IMCC35005	WP_010943557.1, WP_010943157.1	WP_136808094.1
OG0000565	Desulfovibrio vulgaris DP4	WP_010943557.1, WP_010943157.1	WP_011791787.1
OG0000566	Shewanella oneidensis MR-1	WP_010941728.1, WP_010941185.1	WP_011072774.1
OG0000566	Desulfosediminicola ganghwensis IMCC35004	WP_010941728.1, WP_010941185.1	WP_136799976.1
OG0000566	Desulfotalea psychrophila LSv54	WP_010941728.1, WP_010941185.1	WP_011189759.1, WP_011188209.1
OG0000566	Desulfosediminicola flagellatus IMCC35005	WP_010941728.1, WP_010941185.1	WP_136807802.1
OG0000566	Desulfocapsa sulfexigens DSM 10523	WP_010941728.1, WP_010941185.1	WP_015403945.1
OG0000566	Desulfocapsa_06_corrosive	WP_010941728.1, WP_010941185.1	Utg323300_374
OG0000566	Desulfocapsa_13_biocide	WP_010941728.1, WP_010941185.1	Utg857152_97
OG0000566	Desulfovibrio ferrophilus IS5	WP_010941728.1, WP_010941185.1	WP_126380739.1
OG0000566	Desulfovibrio vulgaris DP4	WP_010941728.1, WP_010941185.1	WP_011792887.1, WP_011792888.1
OG0000567	Desulfocapsa_13_biocide	WP_010944028.1, WP_010943381.1	Utg859098_173
OG0000567	Desulfocapsa_06_corrosive	WP_010944028.1, WP_010943381.1	Utg323152_243
OG0000567	Desulfocapsa sulfexigens DSM 10523	WP_010944028.1, WP_010943381.1	WP_015405005.1
OG0000567	Desulfosediminicola ganghwensis IMCC35004	WP_010944028.1, WP_010943381.1	WP_136799661.1
OG0000567	Desulfovibrio vulgaris DP4	WP_010941905.1	WP_011792529.1
OG0000567	Desulfosediminicola ganghwensis IMCC35004	WP_010941905.1	WP_275942938.1
OG0000567	Desulfosediminicola flagellatus IMCC35005	WP_010941905.1	WP_136805186.1, WP_136806991.1
OG0000567	Desulfovibrio ferrophilus IS5	WP_010941905.1	WP_126379908.1
OG0000567	Desulfocapsa_13_biocide	WP_010941905.1	Utg859076_62
OG0000568	Desulfovibrio ferrophilus IS5	WP_010943959.1	WP_126381234.1
OG0000568	Desulfovibrio vulgaris DP4	WP_010943959.1	WP_010940570.1
OG0000568	Desulfotalea psychrophila LSv54	WP_010943959.1	WP_011188858.1
OG0000568	Desulfosediminicola ganghwensis IMCC35004	WP_010943959.1	WP_136799215.1
OG0000568	Desulfosediminicola flagellatus IMCC35005	WP_010943959.1	WP_136807547.1
OG0000568	Desulforhopalus vacuolatus DSM 9700	WP_010943959.1	WP_205219610.1
OG0000568	Desulfocapsa_13_biocide	WP_010943959.1	Utg859388_45, Utg859098_267
OG0000568	Desulfocapsa_06_corrosive	WP_010943959.1	Utg323392_178, Utg323152_148
OG0000568	Desulfocapsa sulfexigens DSM 10523	WP_010943959.1	WP_041916977.1, WP_015405137.1
OG0000569	Shewanella oneidensis MR-1	WP_010941600.1	WP_011072791.1
OG0000569	Desulfovibrio ferrophilus IS5	WP_010941600.1	WP_126378372.1
OG0000569	Desulfosediminicola ganghwensis IMCC35004	WP_010941600.1	WP_136799166.1
OG0000569	Desulfovibrio vulgaris DP4	WP_010941600.1	WP_011792578.1, WP_010938457.1
OG0000569	Desulforhopalus vacuolatus DSM 9700	WP_010941600.1	WP_205219985.1
OG0000569	Desulfotalea psychrophila LSv54	WP_010941600.1	WP_265588590.1, WP_011187919.1
OG0000569	Desulfosediminicola flagellatus IMCC35005	WP_010941600.1	WP_136808852.1
OG0000569	Desulfocapsa_06_corrosive	WP_010941600.1	Utg323632_362
OG0000569	Desulfocapsa_13_biocide	WP_010941600.1	Utg857992_12
OG0000569	Desulfocapsa sulfexigens DSM 10523	WP_010941600.1	WP_015405528.1
OG0000570	Shewanella oneidensis MR-1	WP_010942880.1	WP_011071815.1
OG0000570	Desulfocapsa sulfexigens DSM 10523	WP_010942880.1	WP_015405597.1
OG0000570	Desulfotalea psychrophila LSv54	WP_010942880.1	WP_011188250.1, WP_011190423.1, WP_011187271.1
OG0000570	Desulfosediminicola ganghwensis IMCC35004	WP_010942880.1	WP_136799900.1
OG0000570	Desulfosediminicola flagellatus IMCC35005	WP_010942880.1	WP_136805794.1
OG0000570	Desulforhopalus vacuolatus DSM 9700	WP_010942880.1	WP_205217437.1
OG0000570	Desulfovibrio vulgaris DP4	WP_010942880.1	WP_011792432.1
OG0000570	Desulfocapsa_13_biocide	WP_010942880.1	Utg857046_194
OG0000570	Desulfocapsa_06_corrosive	WP_010942880.1	Utg323316_297
OG0000570	Desulfovibrio ferrophilus IS5	WP_010942880.1	WP_126377743.1
OG0000571	Shewanella oneidensis MR-1	WP_010941269.1	WP_011070592.1
OG0000571	Desulfovibrio ferrophilus IS5	WP_010941269.1	WP_126376091.1
OG0000571	Desulfovibrio vulgaris DP4	WP_010941269.1	WP_011792452.1
OG0000571	Desulforhopalus vacuolatus DSM 9700	WP_010941269.1	WP_205217567.1
OG0000571	Desulfotalea psychrophila LSv54	WP_010941269.1	WP_083818934.1
OG0000571	Desulfosediminicola ganghwensis IMCC35004	WP_010941269.1	WP_136796999.1, WP_136799243.1
OG0000571	Desulfosediminicola flagellatus IMCC35005	WP_010941269.1	WP_267313669.1, WP_136809735.1
OG0000571	Desulfocapsa sulfexigens DSM 10523	WP_010941269.1	WP_083907217.1
OG0000571	Desulfocapsa_13_biocide	WP_010941269.1	Utg857300_49
OG0000571	Desulfocapsa_06_corrosive	WP_010941269.1	Utg323300_101
OG0000573	Shewanella oneidensis MR-1	WP_010941979.1	WP_011070600.1
OG0000573	Desulfosediminicola ganghwensis IMCC35004	WP_010941979.1	WP_136796833.1
OG0000573	Desulfosediminicola flagellatus IMCC35005	WP_010941979.1	WP_136805503.1
OG0000573	Desulforhopalus vacuolatus DSM 9700	WP_010941979.1	WP_205220024.1
OG0000573	Desulfovibrio vulgaris DP4	WP_010941979.1	WP_010939702.1, WP_010939490.1, WP_010938553.1
OG0000573	Desulfovibrio ferrophilus IS5	WP_010941979.1	WP_126377199.1, WP_126376885.1, WP_126378211.1, WP_126376234.1, WP_126375560.1
OG0000575	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942534.1	WP_009560683.1
OG0000575	Desulfovibrio vulgaris DP4	WP_010942534.1	WP_011792315.1
OG0000575	Desulfovibrio ferrophilus IS5	WP_010942534.1	WP_126376941.1
OG0000575	Desulfocapsa sulfexigens DSM 10523	WP_010942534.1	WP_015404467.1, WP_015402962.1
OG0000575	Desulfotalea psychrophila LSv54	WP_010942534.1	WP_011187685.1
OG0000575	Desulforhopalus vacuolatus DSM 9700	WP_010942534.1	WP_205219319.1
OG0000575	Desulfocapsa_06_corrosive	WP_010942534.1	Utg323140_189
OG0000575	Desulfocapsa_13_biocide	WP_010942534.1	Utg859432_50
OG0000575	Desulfosediminicola flagellatus IMCC35005	WP_010942534.1	WP_136810635.1
OG0000575	Desulfosediminicola ganghwensis IMCC35004	WP_010942534.1	WP_136796055.1
OG0000576	Desulfosediminicola ganghwensis IMCC35004	WP_010942537.1	WP_228721434.1
OG0000576	Desulfosediminicola flagellatus IMCC35005	WP_010942537.1	WP_228723278.1
OG0000576	Desulfocapsa_06_corrosive	WP_010942537.1	Utg323266_35
OG0000576	Desulfocapsa_13_biocide	WP_010942537.1	Utg865370_28
OG0000576	Desulfocapsa sulfexigens DSM 10523	WP_010942537.1	WP_015403169.1
OG0000576	Desulfotalea psychrophila LSv54	WP_010942537.1	WP_156792204.1
OG0000576	Desulforhopalus vacuolatus DSM 9700	WP_010942537.1	WP_205220238.1
OG0000576	Desulfovibrio vulgaris DP4	WP_010942537.1	WP_010938916.1
OG0000576	Desulfovibrio ferrophilus IS5	WP_010942537.1	WP_126376937.1
OG0000576	Shewanella oneidensis MR-1	WP_010942537.1	WP_011073695.1
OG0000576	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942537.1	WP_009560685.1
OG0000577	Shewanella oneidensis MR-1	WP_010942510.1	WP_011071502.1
OG0000577	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942510.1	WP_009560747.1
OG0000577	Desulfovibrio ferrophilus IS5	WP_010942510.1	WP_126377364.1
OG0000577	Desulfovibrio vulgaris DP4	WP_010942510.1	WP_010939126.1
OG0000577	Desulforhopalus vacuolatus DSM 9700	WP_010942510.1	WP_205219226.1
OG0000577	Desulfocapsa_06_corrosive	WP_010942510.1	Utg323074_28
OG0000577	Desulfocapsa_13_biocide	WP_010942510.1	Utg857994_20
OG0000577	Desulfocapsa sulfexigens DSM 10523	WP_010942510.1	WP_041916988.1
OG0000577	Desulfosediminicola flagellatus IMCC35005	WP_010942510.1	WP_136808317.1
OG0000577	Desulfosediminicola ganghwensis IMCC35004	WP_010942510.1	WP_136796694.1
OG0000577	Desulfotalea psychrophila LSv54	WP_010942510.1	WP_041277922.1
OG0000578	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940679.1	WP_009560802.1
OG0000578	Shewanella oneidensis MR-1	WP_010940679.1	WP_011070425.1
OG0000578	Desulfovibrio ferrophilus IS5	WP_010940679.1	WP_126380394.1
OG0000578	Desulfovibrio vulgaris DP4	WP_010940679.1	WP_011791317.1
OG0000578	Desulforhopalus vacuolatus DSM 9700	WP_010940679.1	WP_205218542.1
OG0000578	Desulfotalea psychrophila LSv54	WP_010940679.1	WP_265588588.1
OG0000578	Desulfocapsa_06_corrosive	WP_010940679.1	Utg323160_67
OG0000578	Desulfocapsa_13_biocide	WP_010940679.1	Utg861744_32
OG0000578	Desulfocapsa sulfexigens DSM 10523	WP_010940679.1	WP_015403356.1
OG0000578	Desulfosediminicola flagellatus IMCC35005	WP_010940679.1	WP_136809143.1
OG0000578	Desulfosediminicola ganghwensis IMCC35004	WP_010940679.1	WP_136796106.1
OG0000579	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943242.1	WP_009560813.1
OG0000579	Shewanella oneidensis MR-1	WP_010943242.1	WP_011072382.1
OG0000579	Desulfovibrio ferrophilus IS5	WP_010943242.1	WP_126380745.1
OG0000579	Desulfovibrio vulgaris DP4	WP_010943242.1	WP_011792576.1
OG0000579	Desulforhopalus vacuolatus DSM 9700	WP_010943242.1	WP_205218548.1
OG0000579	Desulfosediminicola flagellatus IMCC35005	WP_010943242.1	WP_136809153.1
OG0000579	Desulfosediminicola ganghwensis IMCC35004	WP_010943242.1	WP_136796116.1
OG0000579	Desulfocapsa_06_corrosive	WP_010943242.1	Utg323160_81
OG0000579	Desulfocapsa_13_biocide	WP_010943242.1	Utg861744_19
OG0000579	Desulfocapsa sulfexigens DSM 10523	WP_010943242.1	WP_015403343.1
OG0000579	Desulfotalea psychrophila LSv54	WP_010943242.1	WP_041277577.1
OG0000580	Shewanella oneidensis MR-1	WP_010943827.1	WP_011071401.1
OG0000580	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943827.1	WP_009560843.1
OG0000580	Desulfovibrio ferrophilus IS5	WP_010943827.1	WP_232034916.1
OG0000580	Desulfovibrio vulgaris DP4	WP_010943827.1	WP_010938909.1
OG0000580	Desulforhopalus vacuolatus DSM 9700	WP_010943827.1	WP_205219652.1
OG0000580	Desulfosediminicola flagellatus IMCC35005	WP_010943827.1	WP_136805517.1
OG0000580	Desulfosediminicola ganghwensis IMCC35004	WP_010943827.1	WP_136797869.1
OG0000580	Desulfotalea psychrophila LSv54	WP_010943827.1	WP_011189859.1
OG0000580	Desulfocapsa sulfexigens DSM 10523	WP_010943827.1	WP_015402309.1
OG0000580	Desulfocapsa_06_corrosive	WP_010943827.1	Utg323180_689
OG0000580	Desulfocapsa_13_biocide	WP_010943827.1	Utg860814_282
OG0000581	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943499.1	WP_009560851.1
OG0000581	Shewanella oneidensis MR-1	WP_010943499.1	WP_011070605.1
OG0000581	Desulfotalea psychrophila LSv54	WP_010943499.1	WP_011188354.1
OG0000581	Desulforhopalus vacuolatus DSM 9700	WP_010943499.1	WP_205217953.1
OG0000581	Desulfocapsa_13_biocide	WP_010943499.1	Utg858494_143
OG0000581	Desulfocapsa_06_corrosive	WP_010943499.1	Utg323448_49
OG0000581	Desulfocapsa sulfexigens DSM 10523	WP_010943499.1	WP_015404269.1
OG0000581	Desulfosediminicola ganghwensis IMCC35004	WP_010943499.1	WP_136798094.1
OG0000581	Desulfosediminicola flagellatus IMCC35005	WP_010943499.1	WP_136810562.1
OG0000581	Desulfovibrio vulgaris DP4	WP_010943499.1	WP_010940182.1
OG0000581	Desulfovibrio ferrophilus IS5	WP_010943499.1	WP_126376006.1
OG0000582	Acidithiobacillus ferrooxidans YNTRS-40	WP_010944070.1	WP_009560861.1
OG0000582	Shewanella oneidensis MR-1	WP_010944070.1	WP_011072691.1
OG0000582	Desulfovibrio vulgaris DP4	WP_010944070.1	WP_010938185.1
OG0000582	Desulfovibrio ferrophilus IS5	WP_010944070.1	WP_126375633.1
OG0000582	Desulforhopalus vacuolatus DSM 9700	WP_010944070.1	WP_205217424.1
OG0000582	Desulfotalea psychrophila LSv54	WP_010944070.1	WP_011188971.1
OG0000582	Desulfocapsa_06_corrosive	WP_010944070.1	Utg323140_12
OG0000582	Desulfocapsa_13_biocide	WP_010944070.1	Utg859750_11
OG0000582	Desulfocapsa sulfexigens DSM 10523	WP_010944070.1	WP_015402739.1
OG0000582	Desulfosediminicola ganghwensis IMCC35004	WP_010944070.1	WP_136799881.1
OG0000582	Desulfosediminicola flagellatus IMCC35005	WP_010944070.1	WP_136805821.1
OG0000583	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942332.1	WP_009560911.1
OG0000583	Shewanella oneidensis MR-1	WP_010942332.1	WP_011072298.1, WP_011073315.1
OG0000583	Desulfocapsa_06_corrosive	WP_010942332.1	Utg323448_37
OG0000583	Desulfocapsa_13_biocide	WP_010942332.1	Utg857490_11
OG0000583	Desulfocapsa sulfexigens DSM 10523	WP_010942332.1	WP_015404258.1
OG0000583	Desulfosediminicola flagellatus IMCC35005	WP_010942332.1	WP_136810551.1
OG0000583	Desulfosediminicola ganghwensis IMCC35004	WP_010942332.1	WP_136798106.1
OG0000583	Desulfotalea psychrophila LSv54	WP_010942332.1	WP_041277672.1
OG0000583	Desulfovibrio vulgaris DP4	WP_010942332.1	WP_011792506.1
OG0000583	Desulfovibrio ferrophilus IS5	WP_010942332.1	WP_126379507.1
OG0000584	Shewanella oneidensis MR-1	WP_010944075.1	WP_011070420.1
OG0000584	Acidithiobacillus ferrooxidans YNTRS-40	WP_010944075.1	WP_009560912.1
OG0000584	Desulfovibrio ferrophilus IS5	WP_010944075.1	WP_126379759.1
OG0000584	Desulfovibrio vulgaris DP4	WP_010944075.1	WP_010938376.1
OG0000584	Desulforhopalus vacuolatus DSM 9700	WP_010944075.1	WP_205218446.1
OG0000584	Desulfosediminicola ganghwensis IMCC35004	WP_010944075.1	WP_136795130.1
OG0000584	Desulfosediminicola flagellatus IMCC35005	WP_010944075.1	WP_136807969.1
OG0000584	Desulfotalea psychrophila LSv54	WP_010944075.1	WP_011188100.1
OG0000584	Desulfocapsa sulfexigens DSM 10523	WP_010944075.1	WP_015403998.1
OG0000584	Desulfocapsa_06_corrosive	WP_010944075.1	Utg323316_328
OG0000584	Desulfocapsa_13_biocide	WP_010944075.1	Utg857046_225
OG0000585	Acidithiobacillus ferrooxidans YNTRS-40	WP_010944076.1	WP_009560913.1
OG0000585	Desulfovibrio vulgaris DP4	WP_010944076.1	WP_010938375.1
OG0000585	Desulfovibrio ferrophilus IS5	WP_010944076.1	WP_126379757.1
OG0000585	Desulfocapsa_13_biocide	WP_010944076.1	Utg857046_226
OG0000585	Desulfocapsa_06_corrosive	WP_010944076.1	Utg323316_329
OG0000585	Desulfocapsa sulfexigens DSM 10523	WP_010944076.1	WP_015403997.1
OG0000585	Desulfosediminicola ganghwensis IMCC35004	WP_010944076.1	WP_267314034.1
OG0000585	Desulfotalea psychrophila LSv54	WP_010944076.1	WP_083818932.1
OG0000585	Desulfosediminicola flagellatus IMCC35005	WP_010944076.1	WP_136808212.1
OG0000585	Desulforhopalus vacuolatus DSM 9700	WP_010944076.1	WP_205218445.1
OG0000585	Shewanella oneidensis MR-1	WP_010944076.1	WP_011070421.1
OG0000586	Desulforhopalus vacuolatus DSM 9700	WP_010944078.1	WP_205218444.1
OG0000586	Desulfocapsa sulfexigens DSM 10523	WP_010944078.1	WP_083907252.1
OG0000586	Desulfocapsa_13_biocide	WP_010944078.1	Utg857046_228
OG0000586	Desulfocapsa_06_corrosive	WP_010944078.1	Utg323316_331
OG0000586	Desulfosediminicola flagellatus IMCC35005	WP_010944078.1	WP_136807971.1
OG0000586	Desulfosediminicola ganghwensis IMCC35004	WP_010944078.1	WP_136795133.1
OG0000586	Desulfotalea psychrophila LSv54	WP_010944078.1	WP_041277613.1
OG0000586	Shewanella oneidensis MR-1	WP_010944078.1	WP_011070423.1
OG0000586	Desulfovibrio ferrophilus IS5	WP_010944078.1	WP_126381445.1
OG0000586	Desulfovibrio vulgaris DP4	WP_010944078.1	WP_010938373.1
OG0000586	Acidithiobacillus ferrooxidans YNTRS-40	WP_010944078.1	WP_009560916.1
OG0000587	Shewanella oneidensis MR-1	WP_010942289.1	WP_011073319.1
OG0000587	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942289.1	WP_009560917.1
OG0000587	Desulfovibrio ferrophilus IS5	WP_010942289.1	WP_126376883.1
OG0000587	Desulfovibrio vulgaris DP4	WP_010942289.1	WP_011791757.1
OG0000587	Desulfosediminicola flagellatus IMCC35005	WP_010942289.1	WP_136808336.1
OG0000587	Desulfosediminicola ganghwensis IMCC35004	WP_010942289.1	WP_136796681.1
OG0000587	Desulforhopalus vacuolatus DSM 9700	WP_010942289.1	WP_205219068.1
OG0000587	Desulfotalea psychrophila LSv54	WP_010942289.1	WP_011189426.1
OG0000587	Desulfocapsa sulfexigens DSM 10523	WP_010942289.1	WP_015405003.1
OG0000587	Desulfocapsa_13_biocide	WP_010942289.1	Utg859098_170
OG0000587	Desulfocapsa_06_corrosive	WP_010942289.1	Utg323152_245
OG0000588	Desulfovibrio ferrophilus IS5	WP_010942073.1	WP_126379697.1
OG0000588	Desulfovibrio vulgaris DP4	WP_010942073.1	WP_011793193.1
OG0000588	Shewanella oneidensis MR-1	WP_010942073.1	WP_011071543.1
OG0000588	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942073.1	WP_009561052.1
OG0000588	Desulfosediminicola ganghwensis IMCC35004	WP_010942073.1	WP_136795136.1
OG0000588	Desulfocapsa_13_biocide	WP_010942073.1	Utg857046_250
OG0000588	Desulfocapsa_06_corrosive	WP_010942073.1	Utg323316_336
OG0000588	Desulfocapsa sulfexigens DSM 10523	WP_010942073.1	WP_015403991.1
OG0000588	Desulforhopalus vacuolatus DSM 9700	WP_010942073.1	WP_205218441.1
OG0000588	Desulfotalea psychrophila LSv54	WP_010942073.1	WP_011188096.1
OG0000588	Desulfosediminicola flagellatus IMCC35005	WP_010942073.1	WP_136807974.1
OG0000589	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941392.1	WP_009561081.1
OG0000589	Shewanella oneidensis MR-1	WP_010941392.1	WP_011073895.1
OG0000589	Desulforhopalus vacuolatus DSM 9700	WP_010941392.1	WP_205219775.1
OG0000589	Desulfosediminicola ganghwensis IMCC35004	WP_010941392.1	WP_136799267.1
OG0000589	Desulfosediminicola flagellatus IMCC35005	WP_010941392.1	WP_136806376.1
OG0000589	Desulfotalea psychrophila LSv54	WP_010941392.1	WP_011189180.1
OG0000589	Desulfocapsa_06_corrosive	WP_010941392.1	Utg323152_565
OG0000589	Desulfocapsa_13_biocide	WP_010941392.1	Utg859982_4
OG0000589	Desulfocapsa sulfexigens DSM 10523	WP_010941392.1	WP_015405457.1
OG0000589	Desulfovibrio vulgaris DP4	WP_010941392.1	WP_010940177.1
OG0000589	Desulfovibrio ferrophilus IS5	WP_010941392.1	WP_126376001.1
OG0000590	Shewanella oneidensis MR-1	WP_010942465.1	WP_011071782.1
OG0000590	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942465.1	WP_009561185.1
OG0000590	Desulfotalea psychrophila LSv54	WP_010942465.1	WP_011188172.1
OG0000590	Desulfocapsa sulfexigens DSM 10523	WP_010942465.1	WP_015404022.1
OG0000590	Desulfocapsa_06_corrosive	WP_010942465.1	Utg323316_300
OG0000590	Desulfocapsa_13_biocide	WP_010942465.1	Utg857046_196
OG0000590	Desulfosediminicola ganghwensis IMCC35004	WP_010942465.1	WP_136795740.1
OG0000590	Desulfosediminicola flagellatus IMCC35005	WP_010942465.1	WP_136807933.1
OG0000590	Desulforhopalus vacuolatus DSM 9700	WP_010942465.1	WP_205218457.1
OG0000590	Desulfovibrio vulgaris DP4	WP_010942465.1	WP_011792493.1
OG0000590	Desulfovibrio ferrophilus IS5	WP_010942465.1	WP_126375878.1
OG0000591	Shewanella oneidensis MR-1	WP_010940835.1	WP_011071988.1
OG0000591	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940835.1	WP_009561191.1
OG0000591	Desulfocapsa_06_corrosive	WP_010940835.1	Utg323140_180
OG0000591	Desulfocapsa_13_biocide	WP_010940835.1	Utg859432_41
OG0000591	Desulfocapsa sulfexigens DSM 10523	WP_010940835.1	WP_015402953.1
OG0000591	Desulfosediminicola ganghwensis IMCC35004	WP_010940835.1	WP_136796047.1
OG0000591	Desulfosediminicola flagellatus IMCC35005	WP_010940835.1	WP_136810643.1
OG0000591	Desulfotalea psychrophila LSv54	WP_010940835.1	WP_041277520.1
OG0000591	Desulforhopalus vacuolatus DSM 9700	WP_010940835.1	WP_205219327.1
OG0000591	Desulfovibrio vulgaris DP4	WP_010940835.1	WP_010939154.1
OG0000591	Desulfovibrio ferrophilus IS5	WP_010940835.1	WP_126376962.1
OG0000592	Shewanella oneidensis MR-1	WP_010941272.1	WP_011070797.1
OG0000592	Acidithiobacillus ferrooxidans YNTRS-40	WP_010941272.1	WP_009561285.1
OG0000592	Desulfovibrio ferrophilus IS5	WP_010941272.1	WP_126380852.1
OG0000592	Desulfovibrio vulgaris DP4	WP_010941272.1	WP_010937795.1
OG0000592	Desulfocapsa sulfexigens DSM 10523	WP_010941272.1	WP_015405213.1
OG0000592	Desulfocapsa_13_biocide	WP_010941272.1	Utg859098_167
OG0000592	Desulfocapsa_06_corrosive	WP_010941272.1	Utg323152_248
OG0000592	Desulfosediminicola ganghwensis IMCC35004	WP_010941272.1	WP_136796678.1
OG0000592	Desulfosediminicola flagellatus IMCC35005	WP_010941272.1	WP_136808339.1
OG0000592	Desulfotalea psychrophila LSv54	WP_010941272.1	WP_011189429.1
OG0000592	Desulforhopalus vacuolatus DSM 9700	WP_010941272.1	WP_205219066.1
OG0000593	Shewanella oneidensis MR-1	WP_010942349.1	WP_011071160.1
OG0000593	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942349.1	WP_009561698.1
OG0000593	Desulfovibrio ferrophilus IS5	WP_010942349.1	WP_126379359.1
OG0000593	Desulfovibrio vulgaris DP4	WP_010942349.1	WP_010939717.1
OG0000593	Desulforhopalus vacuolatus DSM 9700	WP_010942349.1	WP_205218486.1
OG0000593	Desulfotalea psychrophila LSv54	WP_010942349.1	WP_041278079.1
OG0000593	Desulfocapsa_06_corrosive	WP_010942349.1	Utg323632_96
OG0000593	Desulfocapsa_13_biocide	WP_010942349.1	Utg858432_36
OG0000593	Desulfocapsa sulfexigens DSM 10523	WP_010942349.1	WP_015405693.1
OG0000593	Desulfosediminicola ganghwensis IMCC35004	WP_010942349.1	WP_136798724.1
OG0000593	Desulfosediminicola flagellatus IMCC35005	WP_010942349.1	WP_136805089.1
OG0000594	Shewanella oneidensis MR-1	WP_010943186.1	WP_164925584.1
OG0000594	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943186.1	WP_009562201.1
OG0000594	Desulfovibrio vulgaris DP4	WP_010943186.1	WP_011792105.1
OG0000594	Desulfovibrio ferrophilus IS5	WP_010943186.1	WP_126376270.1
OG0000594	Desulfocapsa sulfexigens DSM 10523	WP_010943186.1	WP_015403879.1
OG0000594	Desulfocapsa_13_biocide	WP_010943186.1	Utg857152_39
OG0000594	Desulfocapsa_06_corrosive	WP_010943186.1	Utg323300_311
OG0000594	Desulfosediminicola ganghwensis IMCC35004	WP_010943186.1	WP_136795196.1
OG0000594	Desulfosediminicola flagellatus IMCC35005	WP_010943186.1	WP_136808038.1
OG0000594	Desulforhopalus vacuolatus DSM 9700	WP_010943186.1	WP_205217503.1
OG0000594	Desulfotalea psychrophila LSv54	WP_010943186.1	WP_162096625.1
OG0000595	Acidithiobacillus ferrooxidans YNTRS-40	WP_010943920.1	WP_009562382.1
OG0000595	Shewanella oneidensis MR-1	WP_010943920.1	WP_011073680.1
OG0000595	Desulfosediminicola flagellatus IMCC35005	WP_010943920.1	WP_136808395.1
OG0000595	Desulfosediminicola ganghwensis IMCC35004	WP_010943920.1	WP_136796620.1
OG0000595	Desulfotalea psychrophila LSv54	WP_010943920.1	WP_011188721.1
OG0000595	Desulfocapsa_13_biocide	WP_010943920.1	Utg860006_52
OG0000595	Desulfocapsa_06_corrosive	WP_010943920.1	Utg323990_151
OG0000595	Desulfocapsa sulfexigens DSM 10523	WP_010943920.1	WP_015404537.1
OG0000595	Desulforhopalus vacuolatus DSM 9700	WP_010943920.1	WP_205218673.1
OG0000595	Desulfovibrio ferrophilus IS5	WP_010943920.1	WP_126380213.1
OG0000595	Desulfovibrio vulgaris DP4	WP_010943920.1	WP_043629095.1
OG0000596	Acidithiobacillus ferrooxidans YNTRS-40	WP_235044854.1	WP_009562410.1
OG0000596	Shewanella oneidensis MR-1	WP_235044854.1	WP_011070930.1
OG0000596	Desulfovibrio vulgaris DP4	WP_235044854.1	WP_010939198.1
OG0000596	Desulfovibrio ferrophilus IS5	WP_235044854.1	WP_232034872.1
OG0000596	Desulforhopalus vacuolatus DSM 9700	WP_235044854.1	WP_205218108.1
OG0000596	Desulfotalea psychrophila LSv54	WP_235044854.1	WP_011189197.1
OG0000596	Desulfocapsa_13_biocide	WP_235044854.1	Utg859098_222
OG0000596	Desulfocapsa_06_corrosive	WP_235044854.1	Utg323152_192
OG0000596	Desulfocapsa sulfexigens DSM 10523	WP_235044854.1	WP_015405048.1
OG0000596	Desulfosediminicola flagellatus IMCC35005	WP_235044854.1	WP_136806355.1
OG0000596	Desulfosediminicola ganghwensis IMCC35004	WP_235044854.1	WP_136799290.1
OG0000597	Acidithiobacillus ferrooxidans YNTRS-40	WP_010942643.1	WP_009562411.1
OG0000597	Shewanella oneidensis MR-1	WP_010942643.1	WP_011070933.1
