Orthogroup	Species	Desulfovibrio vulgaris DP4	Orthologs
OG0000725	Desulforhopalus vacuolatus DSM 9700	WP_010938608.1	WP_205217931.1
OG0000725	Geobacter sulfurreducens PCA	WP_010938608.1	WP_010943476.1
OG0000725	Desulfovibrio ferrophilus IS5	WP_010938608.1	WP_126376059.1
OG0000726	Shewanella oneidensis MR-1	WP_010938610.1	WP_011070624.1
OG0000726	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938610.1	WP_012536090.1
OG0000726	Geobacter sulfurreducens PCA	WP_010938610.1	WP_010943474.1
OG0000726	Desulforhopalus vacuolatus DSM 9700	WP_010938610.1	WP_205217929.1
OG0000726	Desulfotalea psychrophila LSv54	WP_010938610.1	WP_011188379.1
OG0000726	Desulfosediminicola flagellatus IMCC35005	WP_010938610.1	WP_136810585.1
OG0000726	Desulfosediminicola ganghwensis IMCC35004	WP_010938610.1	WP_136798072.1
OG0000726	Desulfocapsa sulfexigens DSM 10523	WP_010938610.1	WP_015404293.1
OG0000726	Desulfocapsa_06_corrosive	WP_010938610.1	Utg323448_74
OG0000726	Desulfocapsa_13_biocide	WP_010938610.1	Utg858494_118
OG0000726	Desulfovibrio ferrophilus IS5	WP_010938610.1	WP_126376062.1
OG0000727	Shewanella oneidensis MR-1	WP_010938615.1	WP_007644438.1
OG0000727	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938615.1	WP_012536093.1
OG0000727	Geobacter sulfurreducens PCA	WP_010938615.1	WP_010943469.1
OG0000727	Desulforhopalus vacuolatus DSM 9700	WP_010938615.1	WP_205218008.1
OG0000727	Desulfotalea psychrophila LSv54	WP_010938615.1	WP_011188383.1
OG0000727	Desulfosediminicola flagellatus IMCC35005	WP_010938615.1	WP_136810590.1
OG0000727	Desulfosediminicola ganghwensis IMCC35004	WP_010938615.1	WP_136798067.1
OG0000727	Desulfocapsa sulfexigens DSM 10523	WP_010938615.1	WP_015404297.1
OG0000727	Desulfocapsa_06_corrosive	WP_010938615.1	Utg323448_78
OG0000727	Desulfocapsa_13_biocide	WP_010938615.1	Utg858494_114
OG0000727	Desulfovibrio ferrophilus IS5	WP_010938615.1	WP_126381242.1
OG0000728	Shewanella oneidensis MR-1	WP_010938616.1	WP_006083582.1
OG0000728	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938616.1	WP_012536094.1
OG0000728	Geobacter sulfurreducens PCA	WP_010938616.1	WP_010943468.1
OG0000728	Desulfotalea psychrophila LSv54	WP_010938616.1	WP_011188384.1
OG0000728	Desulfocapsa sulfexigens DSM 10523	WP_010938616.1	WP_015404298.1
OG0000728	Desulfosediminicola flagellatus IMCC35005	WP_010938616.1	WP_136810591.1
OG0000728	Desulfosediminicola ganghwensis IMCC35004	WP_010938616.1	WP_136798066.1
OG0000728	Desulforhopalus vacuolatus DSM 9700	WP_010938616.1	WP_205217924.1
OG0000728	Desulfocapsa_06_corrosive	WP_010938616.1	Utg323448_79
OG0000728	Desulfocapsa_13_biocide	WP_010938616.1	Utg858494_113
OG0000728	Desulfovibrio ferrophilus IS5	WP_010938616.1	WP_126381245.1
OG0000729	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938617.1	WP_012536095.1
OG0000729	Shewanella oneidensis MR-1	WP_010938617.1	WP_011070628.1
OG0000729	Geobacter sulfurreducens PCA	WP_010938617.1	WP_010943467.1
OG0000729	Desulfocapsa sulfexigens DSM 10523	WP_010938617.1	WP_015404299.1
OG0000729	Desulfocapsa_13_biocide	WP_010938617.1	Utg858494_112
OG0000729	Desulfocapsa_06_corrosive	WP_010938617.1	Utg323448_80
OG0000729	Desulfosediminicola ganghwensis IMCC35004	WP_010938617.1	WP_136798142.1
OG0000729	Desulfosediminicola flagellatus IMCC35005	WP_010938617.1	WP_136810592.1
OG0000729	Desulfotalea psychrophila LSv54	WP_010938617.1	WP_041277681.1
OG0000729	Desulforhopalus vacuolatus DSM 9700	WP_010938617.1	WP_240191959.1
OG0000729	Desulfovibrio ferrophilus IS5	WP_010938617.1	WP_126376072.1
OG0000730	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938618.1	WP_012536096.1
OG0000730	Shewanella oneidensis MR-1	WP_010938618.1	WP_011070629.1
OG0000730	Desulfocapsa_13_biocide	WP_010938618.1	Utg858494_111
OG0000730	Desulfocapsa_06_corrosive	WP_010938618.1	Utg323448_81
OG0000730	Desulfocapsa sulfexigens DSM 10523	WP_010938618.1	WP_015404300.1
OG0000730	Desulfosediminicola ganghwensis IMCC35004	WP_010938618.1	WP_136798065.1
OG0000730	Desulfosediminicola flagellatus IMCC35005	WP_010938618.1	WP_136810593.1
OG0000730	Desulfotalea psychrophila LSv54	WP_010938618.1	WP_011188386.1
OG0000730	Desulforhopalus vacuolatus DSM 9700	WP_010938618.1	WP_205217923.1
OG0000730	Geobacter sulfurreducens PCA	WP_010938618.1	WP_010943466.1
OG0000730	Desulfovibrio ferrophilus IS5	WP_010938618.1	WP_126376074.1
OG0000731	Shewanella oneidensis MR-1	WP_010938623.1	WP_011070631.1
OG0000731	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938623.1	WP_012536098.1
OG0000731	Geobacter sulfurreducens PCA	WP_010938623.1	WP_010943460.1
OG0000731	Desulfosediminicola flagellatus IMCC35005	WP_010938623.1	WP_136810597.1
OG0000731	Desulfosediminicola ganghwensis IMCC35004	WP_010938623.1	WP_136798060.1
OG0000731	Desulfotalea psychrophila LSv54	WP_010938623.1	WP_011188392.1
OG0000731	Desulforhopalus vacuolatus DSM 9700	WP_010938623.1	WP_205217918.1
OG0000731	Desulfocapsa sulfexigens DSM 10523	WP_010938623.1	WP_015404306.1
OG0000731	Desulfocapsa_06_corrosive	WP_010938623.1	Utg323448_86
OG0000731	Desulfocapsa_13_biocide	WP_010938623.1	Utg858494_105
OG0000731	Desulfovibrio ferrophilus IS5	WP_010938623.1	WP_126376085.1
OG0000732	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938624.1	WP_012536099.1
OG0000732	Shewanella oneidensis MR-1	WP_010938624.1	WP_011070632.1
OG0000732	Desulfotalea psychrophila LSv54	WP_010938624.1	WP_011188393.1
OG0000732	Desulfosediminicola flagellatus IMCC35005	WP_010938624.1	WP_136810598.1
OG0000732	Desulfosediminicola ganghwensis IMCC35004	WP_010938624.1	WP_136798059.1
OG0000732	Desulforhopalus vacuolatus DSM 9700	WP_010938624.1	WP_205217917.1
OG0000732	Desulfocapsa_13_biocide	WP_010938624.1	Utg858494_104
OG0000732	Desulfocapsa_06_corrosive	WP_010938624.1	Utg323448_87
OG0000732	Desulfocapsa sulfexigens DSM 10523	WP_010938624.1	WP_015404307.1
OG0000732	Geobacter sulfurreducens PCA	WP_010938624.1	WP_010943459.1
OG0000732	Desulfovibrio ferrophilus IS5	WP_010938624.1	WP_126381247.1
OG0000733	Shewanella oneidensis MR-1	WP_010938625.1	WP_007644470.1
OG0000733	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938625.1	WP_012536100.1
OG0000733	Geobacter sulfurreducens PCA	WP_010938625.1	WP_010943458.1
OG0000733	Desulforhopalus vacuolatus DSM 9700	WP_010938625.1	WP_205217916.1
OG0000733	Desulfotalea psychrophila LSv54	WP_010938625.1	WP_011188394.1
OG0000733	Desulfosediminicola ganghwensis IMCC35004	WP_010938625.1	WP_136798058.1
OG0000733	Desulfosediminicola flagellatus IMCC35005	WP_010938625.1	WP_136810599.1
OG0000733	Desulfocapsa sulfexigens DSM 10523	WP_010938625.1	WP_015404308.1
OG0000733	Desulfocapsa_06_corrosive	WP_010938625.1	Utg323448_88
OG0000733	Desulfocapsa_13_biocide	WP_010938625.1	Utg858494_103
OG0000733	Desulfovibrio ferrophilus IS5	WP_010938625.1	WP_126376087.1
OG0000734	Shewanella oneidensis MR-1	WP_011791926.1	WP_011073925.1
OG0000734	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791926.1	WP_012536101.1
OG0000734	Desulfosediminicola ganghwensis IMCC35004	WP_011791926.1	WP_136797859.1
OG0000734	Desulfosediminicola flagellatus IMCC35005	WP_011791926.1	WP_136805528.1
OG0000734	Desulfotalea psychrophila LSv54	WP_011791926.1	WP_011189848.1
OG0000734	Desulfocapsa_06_corrosive	WP_011791926.1	Utg323180_700
OG0000734	Desulfocapsa_13_biocide	WP_011791926.1	Utg860814_296
OG0000734	Desulfocapsa sulfexigens DSM 10523	WP_011791926.1	WP_015402298.1
OG0000734	Desulforhopalus vacuolatus DSM 9700	WP_011791926.1	WP_205219096.1
OG0000734	Geobacter sulfurreducens PCA	WP_011791926.1	WP_010942240.1
OG0000734	Desulfovibrio ferrophilus IS5	WP_011791926.1	WP_232034918.1
OG0000735	Shewanella oneidensis MR-1	WP_011791344.1	WP_011073924.1
OG0000735	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791344.1	WP_012536102.1
OG0000735	Geobacter sulfurreducens PCA	WP_011791344.1	WP_010941785.1
OG0000735	Desulfosediminicola ganghwensis IMCC35004	WP_011791344.1	WP_136798298.1
OG0000735	Desulfosediminicola flagellatus IMCC35005	WP_011791344.1	WP_136808497.1
OG0000735	Desulfotalea psychrophila LSv54	WP_011791344.1	WP_011188914.1
OG0000735	Desulfocapsa sulfexigens DSM 10523	WP_011791344.1	WP_041916957.1
OG0000735	Desulfocapsa_06_corrosive	WP_011791344.1	Utg323074_151
OG0000735	Desulfocapsa_13_biocide	WP_011791344.1	Utg857994_165
OG0000735	Desulforhopalus vacuolatus DSM 9700	WP_011791344.1	WP_205219189.1
OG0000735	Desulfovibrio ferrophilus IS5	WP_011791344.1	WP_126380307.1
OG0000736	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791987.1	WP_012536109.1
OG0000736	Desulforhopalus vacuolatus DSM 9700	WP_011791987.1	WP_205220122.1
OG0000736	Desulfocapsa_06_corrosive	WP_011791987.1	Utg323180_687
OG0000736	Desulfocapsa_13_biocide	WP_011791987.1	Utg860814_280
OG0000736	Desulfocapsa sulfexigens DSM 10523	WP_011791987.1	WP_015402311.1
OG0000736	Desulfosediminicola flagellatus IMCC35005	WP_011791987.1	WP_217909480.1, WP_228723340.1, WP_136806044.1
OG0000736	Desulfosediminicola ganghwensis IMCC35004	WP_011791987.1	WP_136797871.1
OG0000736	Geobacter sulfurreducens PCA	WP_011791987.1	WP_010941773.1
OG0000736	Desulfovibrio ferrophilus IS5	WP_011791987.1	WP_126377932.1
OG0000737	Shewanella oneidensis MR-1	WP_011792849.1	WP_011071434.1
OG0000737	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792849.1	WP_012536117.1
OG0000737	Geobacter sulfurreducens PCA	WP_011792849.1	WP_010942233.1
OG0000737	Desulfosediminicola ganghwensis IMCC35004	WP_011792849.1	WP_136797865.1
OG0000737	Desulfosediminicola flagellatus IMCC35005	WP_011792849.1	WP_136805522.1
OG0000737	Desulfotalea psychrophila LSv54	WP_011792849.1	WP_011189854.1
OG0000737	Desulforhopalus vacuolatus DSM 9700	WP_011792849.1	WP_205217796.1
OG0000737	Desulfocapsa sulfexigens DSM 10523	WP_011792849.1	WP_015402304.1
OG0000737	Desulfocapsa_13_biocide	WP_011792849.1	Utg860814_290
OG0000737	Desulfocapsa_06_corrosive	WP_011792849.1	Utg323180_694
OG0000737	Desulfovibrio ferrophilus IS5	WP_011792849.1	WP_126377586.1
OG0000738	Shewanella oneidensis MR-1	WP_010938947.1	WP_011073375.1
OG0000738	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938947.1	WP_012536126.1
OG0000738	Geobacter sulfurreducens PCA	WP_010938947.1	WP_010943606.1
OG0000738	Desulfosediminicola flagellatus IMCC35005	WP_010938947.1	WP_136810647.1
OG0000738	Desulfosediminicola ganghwensis IMCC35004	WP_010938947.1	WP_136796043.1
OG0000738	Desulforhopalus vacuolatus DSM 9700	WP_010938947.1	WP_205219331.1
OG0000738	Desulfotalea psychrophila LSv54	WP_010938947.1	WP_011187673.1
OG0000738	Desulfocapsa_06_corrosive	WP_010938947.1	Utg323140_176
OG0000738	Desulfocapsa_13_biocide	WP_010938947.1	Utg859432_37
OG0000738	Desulfocapsa sulfexigens DSM 10523	WP_010938947.1	WP_015402949.1
OG0000738	Desulfovibrio ferrophilus IS5	WP_010938947.1	WP_126377160.1
OG0000739	Shewanella oneidensis MR-1	WP_011792507.1	WP_011071405.1
OG0000739	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792507.1	WP_012536147.1
OG0000739	Desulforhopalus vacuolatus DSM 9700	WP_011792507.1	WP_205218143.1
OG0000739	Desulfotalea psychrophila LSv54	WP_011792507.1	WP_011189841.1
OG0000739	Desulfosediminicola flagellatus IMCC35005	WP_011792507.1	WP_136806327.1
OG0000739	Desulfosediminicola ganghwensis IMCC35004	WP_011792507.1	WP_136795806.1
OG0000739	Desulfocapsa_13_biocide	WP_011792507.1	Utg859098_184
OG0000739	Desulfocapsa_06_corrosive	WP_011792507.1	Utg323152_227
OG0000739	Desulfocapsa sulfexigens DSM 10523	WP_011792507.1	WP_015405016.1
OG0000739	Geobacter sulfurreducens PCA	WP_011792507.1	WP_010942849.1
OG0000739	Desulfovibrio ferrophilus IS5	WP_011792507.1	WP_126379518.1
OG0000740	Shewanella oneidensis MR-1	WP_010940646.1	WP_011074057.1
OG0000740	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940646.1	WP_012536153.1
OG0000740	Geobacter sulfurreducens PCA	WP_010940646.1	WP_010942479.1
OG0000740	Desulfotalea psychrophila LSv54	WP_010940646.1	WP_011188173.1
OG0000740	Desulfosediminicola ganghwensis IMCC35004	WP_010940646.1	WP_136795739.1
OG0000740	Desulfosediminicola flagellatus IMCC35005	WP_010940646.1	WP_136807932.1
OG0000740	Desulforhopalus vacuolatus DSM 9700	WP_010940646.1	WP_275888967.1
OG0000740	Desulfocapsa sulfexigens DSM 10523	WP_010940646.1	WP_015404023.1
OG0000740	Desulfocapsa_06_corrosive	WP_010940646.1	Utg323316_299
OG0000740	Desulfocapsa_13_biocide	WP_010940646.1	Utg857046_195
OG0000740	Desulfovibrio ferrophilus IS5	WP_010940646.1	WP_126380527.1
OG0000741	Geobacter sulfurreducens PCA	WP_010939720.1	WP_010942525.1
OG0000741	Acidithiobacillus ferrooxidans YNTRS-40	WP_010939720.1	WP_012536187.1
OG0000741	Desulfosediminicola ganghwensis IMCC35004	WP_010939720.1	WP_136795188.1
OG0000741	Desulfosediminicola flagellatus IMCC35005	WP_010939720.1	WP_136808030.1
OG0000741	Desulfotalea psychrophila LSv54	WP_010939720.1	WP_011188046.1
OG0000741	Desulforhopalus vacuolatus DSM 9700	WP_010939720.1	WP_205217496.1
OG0000741	Desulfocapsa sulfexigens DSM 10523	WP_010939720.1	WP_015403887.1
OG0000741	Desulfocapsa_13_biocide	WP_010939720.1	Utg857152_47
OG0000741	Desulfocapsa_06_corrosive	WP_010939720.1	Utg323300_319
OG0000741	Shewanella oneidensis MR-1	WP_010939720.1	WP_011071209.1
OG0000741	Desulfovibrio ferrophilus IS5	WP_010939720.1	WP_126380649.1
OG0000742	Desulfovibrio ferrophilus IS5	WP_014524672.1	WP_126379625.1
OG0000742	Desulfosediminicola ganghwensis IMCC35004	WP_014524672.1	WP_228721329.1
OG0000742	Desulfosediminicola flagellatus IMCC35005	WP_014524672.1	WP_228723305.1
OG0000742	Desulforhopalus vacuolatus DSM 9700	WP_014524672.1	WP_205219631.1
OG0000742	Desulfotalea psychrophila LSv54	WP_014524672.1	WP_011189351.1
OG0000742	Acidithiobacillus ferrooxidans YNTRS-40	WP_014524672.1	WP_012536192.1, WP_012537512.1
OG0000742	Shewanella oneidensis MR-1	WP_014524672.1	WP_011073511.1
OG0000742	Desulfocapsa_06_corrosive	WP_014524672.1	Utg323316_284
OG0000742	Desulfocapsa_13_biocide	WP_014524672.1	Utg857046_188
OG0000742	Desulfocapsa sulfexigens DSM 10523	WP_014524672.1	WP_015404033.1
OG0000743	Acidithiobacillus ferrooxidans YNTRS-40	WP_010937757.1	WP_012536204.1
OG0000743	Shewanella oneidensis MR-1	WP_010937757.1	WP_011073366.1
OG0000743	Geobacter sulfurreducens PCA	WP_010937757.1	WP_010942133.1
OG0000743	Desulforhopalus vacuolatus DSM 9700	WP_010937757.1	WP_205217968.1
OG0000743	Desulfotalea psychrophila LSv54	WP_010937757.1	WP_011188337.1
OG0000743	Desulfocapsa_13_biocide	WP_010937757.1	Utg857490_15
OG0000743	Desulfocapsa_06_corrosive	WP_010937757.1	Utg323448_33
OG0000743	Desulfocapsa sulfexigens DSM 10523	WP_010937757.1	WP_015404254.1
OG0000743	Desulfosediminicola ganghwensis IMCC35004	WP_010937757.1	WP_136798110.1
OG0000743	Desulfosediminicola flagellatus IMCC35005	WP_010937757.1	WP_136810547.1
OG0000743	Desulfovibrio ferrophilus IS5	WP_010937757.1	WP_126380537.1
OG0000744	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940500.1	WP_012536208.1
OG0000744	Shewanella oneidensis MR-1	WP_010940500.1	WP_007651394.1
OG0000744	Geobacter sulfurreducens PCA	WP_010940500.1	WP_010942877.1
OG0000744	Desulfosediminicola ganghwensis IMCC35004	WP_010940500.1	WP_136796621.1
OG0000744	Desulfosediminicola flagellatus IMCC35005	WP_010940500.1	WP_136808394.1
OG0000744	Desulforhopalus vacuolatus DSM 9700	WP_010940500.1	WP_205218674.1
OG0000744	Desulfocapsa_06_corrosive	WP_010940500.1	Utg323990_150
OG0000744	Desulfocapsa_13_biocide	WP_010940500.1	Utg860006_53
OG0000744	Desulfocapsa sulfexigens DSM 10523	WP_010940500.1	WP_015404538.1
OG0000744	Desulfotalea psychrophila LSv54	WP_010940500.1	WP_041277765.1
OG0000744	Desulfovibrio ferrophilus IS5	WP_010940500.1	WP_126377678.1
OG0000745	Shewanella oneidensis MR-1	WP_011792461.1	WP_011073823.1
OG0000745	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792461.1	WP_012536222.1
OG0000745	Geobacter sulfurreducens PCA	WP_011792461.1	WP_010940804.1
OG0000745	Desulforhopalus vacuolatus DSM 9700	WP_011792461.1	WP_205218152.1
OG0000745	Desulfotalea psychrophila LSv54	WP_011792461.1	WP_041278703.1
OG0000745	Desulfosediminicola flagellatus IMCC35005	WP_011792461.1	WP_136806292.1
OG0000745	Desulfosediminicola ganghwensis IMCC35004	WP_011792461.1	WP_136795840.1
OG0000745	Desulfocapsa_06_corrosive	WP_011792461.1	Utg323392_96
OG0000745	Desulfocapsa_13_biocide	WP_011792461.1	Utg859388_139
OG0000745	Desulfocapsa sulfexigens DSM 10523	WP_011792461.1	WP_015405381.1
OG0000745	Desulfovibrio ferrophilus IS5	WP_011792461.1	WP_126375831.1
OG0000746	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629470.1	WP_012536225.1
OG0000746	Shewanella oneidensis MR-1	WP_043629470.1	WP_011071412.1
OG0000746	Geobacter sulfurreducens PCA	WP_043629470.1	WP_010942838.1
OG0000746	Desulfocapsa sulfexigens DSM 10523	WP_043629470.1	WP_015405095.1
OG0000746	Desulfocapsa_06_corrosive	WP_043629470.1	Utg323152_179
OG0000746	Desulfocapsa_13_biocide	WP_043629470.1	Utg859098_235
OG0000746	Desulfotalea psychrophila LSv54	WP_043629470.1	WP_011189168.1
OG0000746	Desulfosediminicola ganghwensis IMCC35004	WP_043629470.1	WP_136796741.1
OG0000746	Desulfosediminicola flagellatus IMCC35005	WP_043629470.1	WP_267313739.1
OG0000746	Desulforhopalus vacuolatus DSM 9700	WP_043629470.1	WP_205218726.1
OG0000746	Desulfovibrio ferrophilus IS5	WP_043629470.1	WP_126378358.1
OG0000747	Acidithiobacillus ferrooxidans YNTRS-40	WP_049758073.1	WP_012536268.1
OG0000747	Shewanella oneidensis MR-1	WP_049758073.1	WP_011070765.1
OG0000747	Geobacter sulfurreducens PCA	WP_049758073.1	WP_010943729.1
OG0000747	Desulfocapsa_13_biocide	WP_049758073.1	Utg857994_151
OG0000747	Desulfocapsa_06_corrosive	WP_049758073.1	Utg323074_132
OG0000747	Desulfocapsa sulfexigens DSM 10523	WP_049758073.1	WP_015404724.1
OG0000747	Desulfotalea psychrophila LSv54	WP_049758073.1	WP_011189969.1
OG0000747	Desulfosediminicola flagellatus IMCC35005	WP_049758073.1	WP_136805427.1
OG0000747	Desulfosediminicola ganghwensis IMCC35004	WP_049758073.1	WP_136797738.1
OG0000747	Desulforhopalus vacuolatus DSM 9700	WP_049758073.1	WP_205219812.1
OG0000747	Desulfovibrio ferrophilus IS5	WP_049758073.1	WP_232034867.1
OG0000748	Shewanella oneidensis MR-1	WP_010940172.1	WP_011073821.1
OG0000748	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940172.1	WP_012536269.1
OG0000748	Desulforhopalus vacuolatus DSM 9700	WP_010940172.1	WP_205219814.1
OG0000748	Desulfotalea psychrophila LSv54	WP_010940172.1	WP_011189968.1
OG0000748	Desulfosediminicola ganghwensis IMCC35004	WP_010940172.1	WP_136797740.1
OG0000748	Desulfosediminicola flagellatus IMCC35005	WP_010940172.1	WP_136805428.1
OG0000748	Desulfocapsa_13_biocide	WP_010940172.1	Utg857994_150
OG0000748	Desulfocapsa_06_corrosive	WP_010940172.1	Utg323074_131
OG0000748	Desulfocapsa sulfexigens DSM 10523	WP_010940172.1	WP_015404725.1
OG0000748	Geobacter sulfurreducens PCA	WP_010940172.1	WP_010943728.1
OG0000748	Desulfovibrio ferrophilus IS5	WP_010940172.1	WP_126375995.1
OG0000749	Geobacter sulfurreducens PCA	WP_011792699.1	WP_010943205.1
OG0000749	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792699.1	WP_012536279.1
OG0000749	Shewanella oneidensis MR-1	WP_011792699.1	WP_011072580.1
OG0000749	Desulfotalea psychrophila LSv54	WP_011792699.1	WP_011190196.1
OG0000749	Desulfocapsa_13_biocide	WP_011792699.1	Utg857152_184
OG0000749	Desulfocapsa_06_corrosive	WP_011792699.1	Utg323180_110
OG0000749	Desulfocapsa sulfexigens DSM 10523	WP_011792699.1	WP_083907163.1
OG0000749	Desulfosediminicola flagellatus IMCC35005	WP_011792699.1	WP_167505787.1
OG0000749	Desulfosediminicola ganghwensis IMCC35004	WP_011792699.1	WP_167495666.1
OG0000749	Desulforhopalus vacuolatus DSM 9700	WP_011792699.1	WP_205219618.1
OG0000749	Desulfovibrio ferrophilus IS5	WP_011792699.1	WP_126376115.1
OG0000750	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629133.1	WP_012536303.1
OG0000750	Shewanella oneidensis MR-1	WP_043629133.1	WP_164925864.1
OG0000750	Desulfosediminicola ganghwensis IMCC35004	WP_043629133.1	WP_167495626.1
OG0000750	Desulfosediminicola flagellatus IMCC35005	WP_043629133.1	WP_136808625.1
OG0000750	Desulfotalea psychrophila LSv54	WP_043629133.1	WP_011187822.1
OG0000750	Desulfocapsa sulfexigens DSM 10523	WP_043629133.1	WP_015403421.1
OG0000750	Desulfocapsa_13_biocide	WP_043629133.1	Utg861744_131
OG0000750	Desulfocapsa_06_corrosive	WP_043629133.1	Utg324810_48
OG0000750	Desulforhopalus vacuolatus DSM 9700	WP_043629133.1	WP_205218595.1
OG0000750	Geobacter sulfurreducens PCA	WP_043629133.1	WP_010940975.1
OG0000750	Desulfovibrio ferrophilus IS5	WP_043629133.1	WP_126381375.1
OG0000751	Desulforhopalus vacuolatus DSM 9700	WP_010937633.1	WP_240192028.1
OG0000751	Desulfosediminicola flagellatus IMCC35005	WP_010937633.1	WP_136808628.1
OG0000751	Desulfosediminicola ganghwensis IMCC35004	WP_010937633.1	WP_136795444.1
OG0000751	Desulfotalea psychrophila LSv54	WP_010937633.1	WP_041277561.1
OG0000751	Desulfocapsa sulfexigens DSM 10523	WP_010937633.1	WP_015403424.1
OG0000751	Desulfocapsa_13_biocide	WP_010937633.1	Utg861744_128
OG0000751	Desulfocapsa_06_corrosive	WP_010937633.1	Utg324810_51
OG0000751	Geobacter sulfurreducens PCA	WP_010937633.1	WP_010940978.1
OG0000751	Acidithiobacillus ferrooxidans YNTRS-40	WP_010937633.1	WP_012536305.1
OG0000751	Shewanella oneidensis MR-1	WP_010937633.1	WP_011072154.1
OG0000751	Desulfovibrio ferrophilus IS5	WP_010937633.1	WP_126377721.1
OG0000752	Geobacter sulfurreducens PCA	WP_010938673.1	WP_010942554.1
OG0000752	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938673.1	WP_012536329.1
OG0000752	Shewanella oneidensis MR-1	WP_010938673.1	WP_011074006.1
OG0000752	Desulforhopalus vacuolatus DSM 9700	WP_010938673.1	WP_205218564.1
OG0000752	Desulfosediminicola ganghwensis IMCC35004	WP_010938673.1	WP_136799608.1, WP_136796221.1
OG0000752	Desulfosediminicola flagellatus IMCC35005	WP_010938673.1	WP_136809312.1
OG0000752	Desulfocapsa_06_corrosive	WP_010938673.1	Utg323180_291
OG0000752	Desulfocapsa_13_biocide	WP_010938673.1	Utg863716_108
OG0000752	Desulfocapsa sulfexigens DSM 10523	WP_010938673.1	WP_015402484.1
OG0000752	Desulfovibrio ferrophilus IS5	WP_010938673.1	WP_126376760.1
OG0000753	Shewanella oneidensis MR-1	WP_011792330.1	WP_011072469.1
OG0000753	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792330.1	WP_012536389.1
OG0000753	Geobacter sulfurreducens PCA	WP_011792330.1	WP_010943874.1
OG0000753	Desulfocapsa sulfexigens DSM 10523	WP_011792330.1	WP_015404859.1
OG0000753	Desulfocapsa_06_corrosive	WP_011792330.1	Utg323152_450
OG0000753	Desulfocapsa_13_biocide	WP_011792330.1	Utg859982_134
OG0000753	Desulfosediminicola flagellatus IMCC35005	WP_011792330.1	WP_136805385.1
OG0000753	Desulfosediminicola ganghwensis IMCC35004	WP_011792330.1	WP_136797671.1
OG0000753	Desulfotalea psychrophila LSv54	WP_011792330.1	WP_041278830.1
OG0000753	Desulforhopalus vacuolatus DSM 9700	WP_011792330.1	WP_205218989.1
OG0000753	Desulfovibrio ferrophilus IS5	WP_011792330.1	WP_126376827.1
OG0000754	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938914.1	WP_012536390.1
OG0000754	Shewanella oneidensis MR-1	WP_010938914.1	WP_011073297.1
OG0000754	Geobacter sulfurreducens PCA	WP_010938914.1	WP_010942540.1
OG0000754	Desulforhopalus vacuolatus DSM 9700	WP_010938914.1	WP_205220236.1
OG0000754	Desulfocapsa sulfexigens DSM 10523	WP_010938914.1	WP_015403167.1
OG0000754	Desulfocapsa_06_corrosive	WP_010938914.1	Utg323266_37
OG0000754	Desulfocapsa_13_biocide	WP_010938914.1	Utg865370_30
OG0000754	Desulfosediminicola ganghwensis IMCC35004	WP_010938914.1	WP_136796132.1
OG0000754	Desulfosediminicola flagellatus IMCC35005	WP_010938914.1	WP_136809169.1
OG0000754	Desulfotalea psychrophila LSv54	WP_010938914.1	WP_011188011.1
OG0000754	Desulfovibrio ferrophilus IS5	WP_010938914.1	WP_126376933.1
OG0000755	Shewanella oneidensis MR-1	WP_011792317.1	WP_011073591.1
OG0000755	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792317.1	WP_012536391.1
OG0000755	Geobacter sulfurreducens PCA	WP_011792317.1	WP_010942539.1
OG0000755	Desulforhopalus vacuolatus DSM 9700	WP_011792317.1	WP_205220237.1
OG0000755	Desulfosediminicola ganghwensis IMCC35004	WP_011792317.1	WP_136796131.1
OG0000755	Desulfosediminicola flagellatus IMCC35005	WP_011792317.1	WP_136809168.1
OG0000755	Desulfotalea psychrophila LSv54	WP_011792317.1	WP_011188010.1
OG0000755	Desulfocapsa sulfexigens DSM 10523	WP_011792317.1	WP_228130063.1
OG0000755	Desulfocapsa_13_biocide	WP_011792317.1	Utg865370_29
