Orthogroup	Species	Desulforhopalus vacuolatus DSM 9700	Orthologs
OG0000921	Desulfosediminicola flagellatus IMCC35005	WP_205218751.1	WP_136806386.1
OG0000922	Shewanella oneidensis MR-1	WP_205220011.1	WP_011072424.1, WP_011070816.1
OG0000922	Desulfovibrio ferrophilus IS5	WP_205220011.1	WP_126377748.1
OG0000922	Desulfovibrio vulgaris DP4	WP_205220011.1	WP_010939520.1
OG0000922	Geobacter sulfurreducens PCA	WP_205220011.1	WP_010942658.1
OG0000922	Desulfotalea psychrophila LSv54	WP_205220011.1	WP_011187318.1
OG0000922	Desulfosediminicola ganghwensis IMCC35004	WP_205220011.1	WP_136795623.1
OG0000922	Desulfocapsa sulfexigens DSM 10523	WP_205220011.1	WP_015404076.1
OG0000922	Desulfocapsa_13_biocide	WP_205220011.1	Utg857046_134
OG0000922	Desulfocapsa_06_corrosive	WP_205220011.1	Utg323316_229
OG0000922	Desulfosediminicola flagellatus IMCC35005	WP_205220011.1	WP_136809752.1
OG0000923	Desulfovibrio vulgaris DP4	WP_205219602.1	WP_010937348.1
OG0000923	Desulfovibrio ferrophilus IS5	WP_205219602.1	WP_126376282.1
OG0000923	Desulfosediminicola flagellatus IMCC35005	WP_205219602.1	WP_217909619.1, WP_267313666.1
OG0000923	Desulfosediminicola ganghwensis IMCC35004	WP_205219602.1	WP_136796636.1, WP_136795580.1
OG0000923	Desulfotalea psychrophila LSv54	WP_205219602.1	WP_041277945.1, WP_011189003.1
OG0000923	Desulfocapsa sulfexigens DSM 10523	WP_205219602.1	WP_015404106.1
OG0000923	Desulfocapsa_06_corrosive	WP_205219602.1	Utg323316_133
OG0000923	Desulfocapsa_13_biocide	WP_205219602.1	Utg857046_22
OG0000924	Geobacter sulfurreducens PCA	WP_240192029.1	WP_010942150.1
OG0000924	Desulfovibrio vulgaris DP4	WP_240192029.1	WP_223294698.1
OG0000924	Desulfocapsa sulfexigens DSM 10523	WP_240192029.1	WP_015404218.1
OG0000924	Desulfocapsa_06_corrosive	WP_240192029.1	Utg323074_212
OG0000924	Desulfosediminicola ganghwensis IMCC35004	WP_240192029.1	WP_136798308.1
OG0000925	Desulfosediminicola flagellatus IMCC35005	WP_205219009.1	WP_176371592.1
OG0000925	Desulfosediminicola ganghwensis IMCC35004	WP_205219009.1	WP_136797706.1
OG0000925	Desulfotalea psychrophila LSv54	WP_205219009.1	WP_011189980.1
OG0000925	Desulfocapsa_13_biocide	WP_205219009.1	Utg860006_89, Utg859982_172
OG0000925	Desulfocapsa_06_corrosive	WP_205219009.1	Utg323990_109, Utg323152_422, Utg323990_81
OG0000925	Desulfocapsa sulfexigens DSM 10523	WP_205219009.1	WP_167320729.1, WP_015404894.1, WP_015404577.1
OG0000928	Shewanella oneidensis MR-1	WP_205220137.1	WP_011073038.1, WP_011073037.1
OG0000928	Desulfocapsa sulfexigens DSM 10523	WP_205220137.1	WP_015404804.1
OG0000928	Desulfocapsa_13_biocide	WP_205220137.1	Utg859388_85
OG0000928	Desulfocapsa_06_corrosive	WP_205220137.1	Utg323392_136
OG0000928	Desulfosediminicola flagellatus IMCC35005	WP_205220137.1	WP_136805228.1
OG0000928	Desulfotalea psychrophila LSv54	WP_205220137.1	WP_011188614.1, WP_011188615.1
OG0000928	Desulfosediminicola ganghwensis IMCC35004	WP_205220137.1	WP_136799731.1, WP_136799732.1
OG0000928	Desulfovibrio vulgaris DP4	WP_205220137.1	WP_011792891.1
OG0000930	Shewanella oneidensis MR-1	WP_205218380.1	WP_011070869.1
OG0000930	Geobacter sulfurreducens PCA	WP_205218380.1	WP_010943684.1
OG0000930	Desulfotalea psychrophila LSv54	WP_205218380.1	WP_041278638.1
OG0000930	Desulfocapsa sulfexigens DSM 10523	WP_205218380.1	WP_015405107.1
OG0000930	Desulfocapsa_13_biocide	WP_205218380.1	Utg859098_247
OG0000930	Desulfocapsa_06_corrosive	WP_205218380.1	Utg323152_167
OG0000930	Desulfovibrio ferrophilus IS5	WP_205218380.1	WP_126379707.1
OG0000930	Desulfosediminicola flagellatus IMCC35005	WP_205218380.1	WP_136810358.1
OG0000930	Desulfosediminicola ganghwensis IMCC35004	WP_205218380.1	WP_136796298.1
OG0000931	Shewanella oneidensis MR-1	WP_205220385.1, WP_205218075.1	WP_011071294.1
OG0000931	Desulfovibrio vulgaris DP4	WP_205220385.1, WP_205218075.1	WP_011791399.1
OG0000931	Desulfovibrio ferrophilus IS5	WP_205220385.1, WP_205218075.1	WP_126380800.1
OG0000931	Geobacter sulfurreducens PCA	WP_205220385.1, WP_205218075.1	WP_010943639.1
OG0000931	Desulfotalea psychrophila LSv54	WP_205220385.1, WP_205218075.1	WP_011189193.1
OG0000931	Desulfosediminicola ganghwensis IMCC35004	WP_205220385.1, WP_205218075.1	WP_136799280.1
OG0000931	Desulfosediminicola flagellatus IMCC35005	WP_205220385.1, WP_205218075.1	WP_136806363.1
OG0000931	Desulfocapsa_13_biocide	WP_205220385.1, WP_205218075.1	Utg859098_329
OG0000931	Desulfocapsa_06_corrosive	WP_205220385.1, WP_205218075.1	Utg323152_71
OG0000931	Desulfocapsa sulfexigens DSM 10523	WP_205220385.1, WP_205218075.1	WP_015405170.1
OG0000932	Geobacter sulfurreducens PCA	WP_205219024.1	WP_010941448.1
OG0000932	Desulfovibrio vulgaris DP4	WP_205219024.1	WP_011792842.1
OG0000932	Desulfovibrio ferrophilus IS5	WP_205219024.1	WP_126381558.1
OG0000932	Desulfocapsa_13_biocide	WP_205219024.1	Utg857046_234
OG0000935	Shewanella oneidensis MR-1	WP_205219071.1	WP_011073874.1
OG0000935	Desulfovibrio ferrophilus IS5	WP_205219071.1	WP_126376958.1
OG0000935	Desulfovibrio vulgaris DP4	WP_205219071.1	WP_010938927.1
OG0000935	Geobacter sulfurreducens PCA	WP_205219071.1	WP_010943604.1
OG0000935	Desulfocapsa_13_biocide	WP_205219071.1	Utg859388_184, Utg858498_24
OG0000935	Desulfocapsa_06_corrosive	WP_205219071.1	Utg323392_48
OG0000935	Desulfocapsa sulfexigens DSM 10523	WP_205219071.1	WP_015405361.1
OG0000935	Desulfosediminicola ganghwensis IMCC35004	WP_205219071.1	WP_136796687.1
OG0000935	Desulfosediminicola flagellatus IMCC35005	WP_205219071.1	WP_136808326.1
OG0000935	Desulfotalea psychrophila LSv54	WP_205219071.1	WP_041277923.1
OG0000937	Shewanella oneidensis MR-1	WP_205218286.1	WP_011073920.1
OG0000937	Geobacter sulfurreducens PCA	WP_205218286.1	WP_235044965.1
OG0000937	Desulfovibrio ferrophilus IS5	WP_205218286.1	WP_126379821.1
OG0000937	Desulfovibrio vulgaris DP4	WP_205218286.1	WP_011791842.1
OG0000937	Desulfosediminicola flagellatus IMCC35005	WP_205218286.1	WP_136806597.1
OG0000937	Desulfosediminicola ganghwensis IMCC35004	WP_205218286.1	WP_136796818.1
OG0000937	Desulfotalea psychrophila LSv54	WP_205218286.1	WP_011188588.1, WP_011188587.1
OG0000937	Desulfocapsa sulfexigens DSM 10523	WP_205218286.1	WP_015405491.1
OG0000937	Desulfocapsa_06_corrosive	WP_205218286.1	Utg323074_117
OG0000937	Desulfocapsa_13_biocide	WP_205218286.1	Utg857994_136
OG0000939	Shewanella oneidensis MR-1	WP_205219299.1, WP_205218901.1	WP_011073586.1
OG0000939	Desulfocapsa_13_biocide	WP_205219299.1, WP_205218901.1	Utg858432_107
OG0000939	Desulfovibrio ferrophilus IS5	WP_205219299.1	WP_126375721.1
OG0000939	Desulfovibrio vulgaris DP4	WP_205219299.1	WP_011791844.1
OG0000939	Desulfovibrio ferrophilus IS5	WP_205218901.1	WP_126379607.1
OG0000939	Desulfocapsa_06_corrosive	WP_205218901.1	Utg323632_214
OG0000939	Desulfocapsa sulfexigens DSM 10523	WP_205218901.1	WP_015405631.1
OG0000939	Desulfosediminicola flagellatus IMCC35005	WP_205218901.1	WP_136805241.1
OG0000939	Desulfosediminicola ganghwensis IMCC35004	WP_205218901.1	WP_228721519.1
OG0000939	Desulfotalea psychrophila LSv54	WP_205218901.1	WP_041278059.1
OG0000940	Geobacter sulfurreducens PCA	WP_205218831.1	WP_010943154.1
OG0000940	Desulfovibrio ferrophilus IS5	WP_205218831.1	WP_126375977.1
OG0000940	Desulfocapsa_13_biocide	WP_205218831.1	Utg857076_11
OG0000940	Desulfosediminicola ganghwensis IMCC35004	WP_205218831.1	WP_136797984.1
OG0000940	Desulfocapsa_06_corrosive	WP_205218831.1	Utg323140_88
OG0000940	Desulfocapsa sulfexigens DSM 10523	WP_205218831.1	WP_052326950.1
OG0000940	Desulfovibrio vulgaris DP4	WP_205218831.1	WP_011792354.1
OG0000940	Desulfotalea psychrophila LSv54	WP_205218831.1	WP_011187514.1
OG0000941	Shewanella oneidensis MR-1	WP_205219442.1	WP_011072468.1
OG0000941	Desulfovibrio ferrophilus IS5	WP_205219442.1	WP_126378988.1
OG0000941	Desulfovibrio vulgaris DP4	WP_205219442.1	WP_223294582.1
OG0000941	Geobacter sulfurreducens PCA	WP_205219442.1	WP_275450052.1
OG0000941	Desulfocapsa_06_corrosive	WP_205219442.1	Utg323448_32
OG0000941	Desulfocapsa_13_biocide	WP_205219442.1	Utg857490_16
OG0000941	Desulfocapsa sulfexigens DSM 10523	WP_205219442.1	WP_052326989.1
OG0000941	Desulfosediminicola flagellatus IMCC35005	WP_205219442.1	WP_136810544.1
OG0000941	Desulfosediminicola ganghwensis IMCC35004	WP_205219442.1	WP_136798112.1
OG0000943	Shewanella oneidensis MR-1	WP_205218074.1, WP_205220386.1	WP_011071295.1
OG0000943	Desulfovibrio ferrophilus IS5	WP_205218074.1, WP_205220386.1	WP_172961775.1
OG0000943	Desulfovibrio vulgaris DP4	WP_205218074.1, WP_205220386.1	WP_011792636.1
OG0000943	Geobacter sulfurreducens PCA	WP_205218074.1, WP_205220386.1	WP_010943638.1
OG0000943	Desulfotalea psychrophila LSv54	WP_205218074.1, WP_205220386.1	WP_011189192.1
OG0000943	Desulfocapsa sulfexigens DSM 10523	WP_205218074.1, WP_205220386.1	WP_153304907.1
OG0000943	Desulfocapsa_06_corrosive	WP_205218074.1, WP_205220386.1	Utg323152_72
OG0000943	Desulfocapsa_13_biocide	WP_205218074.1, WP_205220386.1	Utg859098_328
OG0000943	Desulfosediminicola flagellatus IMCC35005	WP_205218074.1, WP_205220386.1	WP_136806364.1
OG0000943	Desulfosediminicola ganghwensis IMCC35004	WP_205218074.1, WP_205220386.1	WP_136799279.1
OG0000944	Geobacter sulfurreducens PCA	WP_205218943.1	WP_010940881.1
OG0000944	Desulfosediminicola flagellatus IMCC35005	WP_205218943.1	WP_136805829.1
OG0000944	Desulfovibrio ferrophilus IS5	WP_205218943.1	WP_126380258.1
OG0000944	Desulfovibrio vulgaris DP4	WP_205218943.1	WP_011793146.1
OG0000944	Desulfotalea psychrophila LSv54	WP_205218943.1	WP_011187341.1
OG0000944	Desulfosediminicola ganghwensis IMCC35004	WP_205218943.1	WP_136796512.1
OG0000944	Desulfocapsa_13_biocide	WP_205218943.1	Utg858432_128
OG0000944	Desulfocapsa_06_corrosive	WP_205218943.1	Utg323632_235
OG0000944	Desulfocapsa sulfexigens DSM 10523	WP_205218943.1	WP_265588652.1
OG0000946	Geobacter sulfurreducens PCA	WP_205217980.1	WP_010941361.1
OG0000946	Desulfocapsa_06_corrosive	WP_205217980.1	Utg323300_26
OG0000946	Desulfovibrio vulgaris DP4	WP_205217980.1	WP_223294697.1
OG0000946	Desulfovibrio ferrophilus IS5	WP_205217980.1	WP_126378201.1
OG0000946	Desulfotalea psychrophila LSv54	WP_205217980.1	WP_041277743.1
OG0000946	Desulfocapsa_13_biocide	WP_205217980.1	Utg858494_6
OG0000950	Desulfocapsa_06_corrosive	WP_205218390.1	Utg323180_222
OG0000950	Geobacter sulfurreducens PCA	WP_205218390.1	WP_010941052.1, WP_010942195.1
OG0000950	Desulfovibrio vulgaris DP4	WP_205218390.1	WP_010939670.1
OG0000950	Desulfosediminicola ganghwensis IMCC35004	WP_205218390.1	WP_136795607.1
OG0000950	Desulfosediminicola flagellatus IMCC35005	WP_205218390.1	WP_136809730.1
OG0000952	Shewanella oneidensis MR-1	WP_205218336.1	WP_011071701.1
OG0000952	Desulfosediminicola flagellatus IMCC35005	WP_205218336.1	WP_136808841.1
OG0000952	Desulfosediminicola ganghwensis IMCC35004	WP_205218336.1	WP_136799153.1, WP_136799155.1
OG0000952	Desulfovibrio vulgaris DP4	WP_205218336.1	WP_010940285.1, WP_011791833.1
OG0000952	Desulfocapsa_13_biocide	WP_205218336.1	Utg857682_53
OG0000952	Desulfocapsa_06_corrosive	WP_205218336.1	Utg323266_108
OG0000952	Desulfovibrio ferrophilus IS5	WP_205218336.1	WP_126381028.1
OG0000952	Desulfotalea psychrophila LSv54	WP_205218336.1	WP_041277907.1, WP_041277650.1
OG0000957	Shewanella oneidensis MR-1	WP_240192057.1	WP_011071694.1
OG0000957	Desulfosediminicola flagellatus IMCC35005	WP_240192057.1	WP_136805846.1
OG0000957	Desulfosediminicola ganghwensis IMCC35004	WP_240192057.1	WP_176360015.1, WP_228721487.1, WP_176360077.1, WP_176360060.1, WP_176360025.1, WP_176360006.1
OG0000957	Desulfocapsa_13_biocide	WP_240192057.1	Utg859098_57, Utg857994_246, Utg859098_55
OG0000958	Desulfotalea psychrophila LSv54	WP_205219033.1	WP_011187497.1
OG0000958	Shewanella oneidensis MR-1	WP_205219033.1	WP_011074323.1
OG0000958	Desulfosediminicola flagellatus IMCC35005	WP_205219033.1	WP_217909587.1
OG0000958	Desulfosediminicola ganghwensis IMCC35004	WP_205219033.1	WP_136797183.1
OG0000958	Geobacter sulfurreducens PCA	WP_275889013.1	WP_010942026.1
OG0000958	Desulfosediminicola flagellatus IMCC35005	WP_275889013.1	WP_228723394.1
OG0000958	Desulfosediminicola ganghwensis IMCC35004	WP_275889013.1	WP_228721356.1
OG0000959	Shewanella oneidensis MR-1	WP_205220091.1	WP_011073083.1
OG0000959	Desulfovibrio vulgaris DP4	WP_205220091.1	WP_223294594.1
OG0000959	Desulfovibrio ferrophilus IS5	WP_205220091.1	WP_126379004.1, WP_126380963.1, WP_126378832.1, WP_126375571.1, WP_126376327.1, WP_232034922.1, WP_126378066.1, WP_126380964.1
OG0000959	Desulfosediminicola flagellatus IMCC35005	WP_205220091.1	WP_136810028.1
OG0000962	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218157.1	WP_009560842.1
OG0000962	Shewanella oneidensis MR-1	WP_205218157.1	WP_011071400.1
OG0000962	Desulfovibrio vulgaris DP4	WP_205218157.1	WP_010938550.1
OG0000962	Desulfovibrio ferrophilus IS5	WP_205218157.1	WP_126376448.1
OG0000962	Geobacter sulfurreducens PCA	WP_205218157.1	WP_010943826.1
OG0000962	Desulfocapsa_13_biocide	WP_205218157.1	Utg859388_132
OG0000962	Desulfocapsa_06_corrosive	WP_205218157.1	Utg323392_104
OG0000962	Desulfotalea psychrophila LSv54	WP_205218157.1	WP_011189457.1
OG0000962	Desulfosediminicola ganghwensis IMCC35004	WP_205218157.1	WP_136795847.1
OG0000962	Desulfosediminicola flagellatus IMCC35005	WP_205218157.1	WP_136806286.1
OG0000964	Acidithiobacillus ferrooxidans YNTRS-40	WP_205220073.1	WP_009562365.1
OG0000964	Desulfovibrio vulgaris DP4	WP_205220073.1	WP_011791593.1
OG0000964	Desulfovibrio ferrophilus IS5	WP_205220073.1	WP_126378245.1
OG0000964	Geobacter sulfurreducens PCA	WP_205220073.1	WP_010942553.1
OG0000964	Desulfotalea psychrophila LSv54	WP_205220073.1	WP_011190012.1
OG0000964	Desulfosediminicola ganghwensis IMCC35004	WP_205220073.1	WP_136799780.1
OG0000964	Desulfosediminicola flagellatus IMCC35005	WP_205220073.1	WP_136805315.1
OG0000964	Desulfocapsa sulfexigens DSM 10523	WP_205220073.1	WP_015404814.1
OG0000964	Desulfocapsa_13_biocide	WP_205220073.1	Utg859982_41
OG0000964	Desulfocapsa_06_corrosive	WP_205220073.1	Utg323152_505
OG0000967	Shewanella oneidensis MR-1	WP_205218071.1	WP_011072285.1
OG0000967	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218071.1	WP_009562412.1
OG0000967	Desulfovibrio vulgaris DP4	WP_205218071.1	WP_010939606.1
OG0000967	Desulfovibrio ferrophilus IS5	WP_205218071.1	WP_126377822.1
OG0000967	Geobacter sulfurreducens PCA	WP_205218071.1	WP_010941771.1
OG0000967	Desulfocapsa_13_biocide	WP_205218071.1	Utg857994_90
OG0000967	Desulfocapsa_06_corrosive	WP_205218071.1	Utg323074_88
OG0000967	Desulfotalea psychrophila LSv54	WP_205218071.1	WP_011189189.1
OG0000967	Desulfosediminicola ganghwensis IMCC35004	WP_205218071.1	WP_136799274.1
OG0000967	Desulfosediminicola flagellatus IMCC35005	WP_205218071.1	WP_136806369.1
OG0000968	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218139.1	WP_009562431.1
OG0000968	Shewanella oneidensis MR-1	WP_205218139.1	WP_011073674.1
OG0000968	Geobacter sulfurreducens PCA	WP_205218139.1	WP_010941326.1
OG0000968	Desulfovibrio vulgaris DP4	WP_205218139.1	WP_010938255.1
OG0000968	Desulfovibrio ferrophilus IS5	WP_205218139.1	WP_126377653.1
OG0000968	Desulfocapsa_06_corrosive	WP_205218139.1	Utg323152_222
OG0000968	Desulfocapsa_13_biocide	WP_205218139.1	Utg859098_189
OG0000968	Desulfocapsa sulfexigens DSM 10523	WP_205218139.1	WP_015405021.1
OG0000968	Desulfosediminicola ganghwensis IMCC35004	WP_205218139.1	WP_136795802.1
OG0000968	Desulfosediminicola flagellatus IMCC35005	WP_205218139.1	WP_136806332.1
OG0000969	Acidithiobacillus ferrooxidans YNTRS-40	WP_240191933.1	WP_009562478.1
OG0000969	Shewanella oneidensis MR-1	WP_240191933.1	WP_011071083.1
OG0000969	Desulfovibrio vulgaris DP4	WP_240191933.1	WP_010938719.1
OG0000969	Desulfovibrio ferrophilus IS5	WP_240191933.1	WP_172961822.1
OG0000969	Desulfotalea psychrophila LSv54	WP_240191933.1	WP_011187545.1
OG0000969	Desulfosediminicola flagellatus IMCC35005	WP_240191933.1	WP_228723443.1
OG0000969	Desulfosediminicola ganghwensis IMCC35004	WP_240191933.1	WP_136795306.1, WP_176360083.1
OG0000969	Geobacter sulfurreducens PCA	WP_240191933.1	WP_010942661.1, WP_010941044.1
OG0000970	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217447.1	WP_009562604.1
OG0000970	Shewanella oneidensis MR-1	WP_205217447.1	WP_011073218.1, WP_164925680.1
OG0000970	Geobacter sulfurreducens PCA	WP_205217447.1	WP_010943924.1
OG0000970	Desulfosediminicola ganghwensis IMCC35004	WP_205217447.1	WP_136798119.1
OG0000970	Desulfosediminicola flagellatus IMCC35005	WP_205217447.1	WP_136810536.1
OG0000970	Desulfocapsa_06_corrosive	WP_205217447.1	Utg323448_24
OG0000970	Desulfocapsa_13_biocide	WP_205217447.1	Utg857490_24
OG0000970	Desulfocapsa sulfexigens DSM 10523	WP_205217447.1	WP_015404174.1
OG0000970	Desulfotalea psychrophila LSv54	WP_205217447.1	WP_011188328.1
OG0000972	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218721.1	WP_009562817.1
OG0000972	Desulfovibrio ferrophilus IS5	WP_205218721.1	WP_126379334.1
OG0000972	Desulfovibrio vulgaris DP4	WP_205218721.1	WP_010937628.1
OG0000972	Geobacter sulfurreducens PCA	WP_205218721.1	WP_010942579.1
OG0000972	Desulfocapsa sulfexigens DSM 10523	WP_205218721.1	WP_015405054.1
OG0000972	Desulfocapsa_06_corrosive	WP_205218721.1	Utg323152_186
OG0000972	Desulfocapsa_13_biocide	WP_205218721.1	Utg859098_228
OG0000972	Desulfotalea psychrophila LSv54	WP_205218721.1	WP_011189519.1
OG0000972	Desulfosediminicola flagellatus IMCC35005	WP_205218721.1	WP_136806402.1
OG0000972	Desulfosediminicola ganghwensis IMCC35004	WP_205218721.1	WP_136796746.1
OG0000976	Acidithiobacillus ferrooxidans YNTRS-40	WP_205220108.1	WP_009564598.1
OG0000976	Shewanella oneidensis MR-1	WP_205220108.1	WP_011072922.1
OG0000976	Geobacter sulfurreducens PCA	WP_205220108.1	WP_010942094.1
OG0000976	Desulfovibrio vulgaris DP4	WP_205220108.1	WP_011792778.1
OG0000976	Desulfovibrio ferrophilus IS5	WP_205220108.1	WP_126379222.1
OG0000976	Desulfocapsa sulfexigens DSM 10523	WP_205220108.1	WP_153304895.1
OG0000976	Desulfocapsa_06_corrosive	WP_205220108.1	Utg323990_85
OG0000976	Desulfocapsa_13_biocide	WP_205220108.1	Utg860006_128
OG0000976	Desulfosediminicola ganghwensis IMCC35004	WP_205220108.1	WP_136795863.1
OG0000976	Desulfosediminicola flagellatus IMCC35005	WP_205220108.1	WP_136806270.1
OG0000977	Desulfovibrio ferrophilus IS5	WP_240191990.1	WP_126379206.1
OG0000977	Acidithiobacillus ferrooxidans YNTRS-40	WP_240191990.1	WP_009565186.1
OG0000977	Shewanella oneidensis MR-1	WP_240191990.1	WP_011071875.1
OG0000977	Desulfosediminicola flagellatus IMCC35005	WP_240191990.1	WP_136808976.1, WP_228723374.1
OG0000977	Desulfotalea psychrophila LSv54	WP_240191990.1	WP_011189873.1
OG0000977	Desulfocapsa sulfexigens DSM 10523	WP_240191990.1	WP_015405209.1
OG0000977	Desulfocapsa_13_biocide	WP_240191990.1	Utg859098_362
OG0000977	Desulfocapsa_06_corrosive	WP_240191990.1	Utg323152_39
OG0000977	Desulfosediminicola ganghwensis IMCC35004	WP_240191990.1	WP_136795836.1
OG0000978	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217941.1	WP_009565431.1
OG0000978	Shewanella oneidensis MR-1	WP_205217941.1	WP_011070617.1
OG0000978	Desulfovibrio vulgaris DP4	WP_205217941.1	WP_010938598.1
OG0000978	Desulfovibrio ferrophilus IS5	WP_205217941.1	WP_126381240.1
OG0000978	Geobacter sulfurreducens PCA	WP_205217941.1	WP_010943486.1
OG0000978	Desulfocapsa sulfexigens DSM 10523	WP_205217941.1	WP_015404281.1
OG0000978	Desulfocapsa_06_corrosive	WP_205217941.1	Utg323448_62
OG0000978	Desulfosediminicola ganghwensis IMCC35004	WP_205217941.1	WP_136798083.1
OG0000978	Desulfosediminicola flagellatus IMCC35005	WP_205217941.1	WP_136810574.1
OG0000978	Desulfotalea psychrophila LSv54	WP_205217941.1	WP_011188367.1
OG0000979	Acidithiobacillus ferrooxidans YNTRS-40	WP_240192011.1	WP_009565766.1
OG0000979	Geobacter sulfurreducens PCA	WP_240192011.1	WP_010941686.1, WP_010943869.1
OG0000979	Desulfovibrio ferrophilus IS5	WP_240192011.1	WP_126377746.1
OG0000979	Desulfovibrio vulgaris DP4	WP_240192011.1	WP_011791977.1
OG0000979	Shewanella oneidensis MR-1	WP_240192011.1	WP_164925847.1
OG0000979	Desulfosediminicola flagellatus IMCC35005	WP_240192011.1	WP_136808003.1
OG0000979	Desulfosediminicola ganghwensis IMCC35004	WP_240192011.1	WP_228721408.1
OG0000979	Desulfocapsa_06_corrosive	WP_240192011.1	Utg323300_360
OG0000979	Desulfocapsa sulfexigens DSM 10523	WP_240192011.1	WP_015403935.1
OG0000981	Shewanella oneidensis MR-1	WP_205218246.1	WP_011074337.1
OG0000981	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218246.1	WP_009566150.1
OG0000981	Desulfocapsa_06_corrosive	WP_205218246.1	Utg323160_41
OG0000981	Desulfocapsa_13_biocide	WP_205218246.1	Utg861744_44
OG0000981	Desulfocapsa sulfexigens DSM 10523	WP_205218246.1	WP_015403367.1
OG0000981	Desulfosediminicola ganghwensis IMCC35004	WP_205218246.1	WP_228721435.1
OG0000981	Desulfosediminicola flagellatus IMCC35005	WP_205218246.1	WP_136809136.1
OG0000981	Geobacter sulfurreducens PCA	WP_205218246.1	WP_010940783.1
OG0000981	Desulfovibrio ferrophilus IS5	WP_205218246.1	WP_126380293.1
OG0000981	Desulfovibrio vulgaris DP4	WP_205218246.1	WP_011791340.1
OG0000982	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217514.1	WP_009566264.1
OG0000982	Geobacter sulfurreducens PCA	WP_205217514.1	WP_010944067.1
OG0000982	Shewanella oneidensis MR-1	WP_205217514.1	WP_011071987.1
OG0000982	Desulfocapsa_06_corrosive	WP_205217514.1	Utg323160_37
OG0000982	Desulfocapsa_13_biocide	WP_205217514.1	Utg861744_47
OG0000982	Desulfocapsa sulfexigens DSM 10523	WP_205217514.1	WP_015403370.1
OG0000982	Desulfosediminicola ganghwensis IMCC35004	WP_205217514.1	WP_136795234.1
OG0000982	Desulfosediminicola flagellatus IMCC35005	WP_205217514.1	WP_136808060.1
OG0000982	Desulfotalea psychrophila LSv54	WP_205217514.1	WP_011188025.1
OG0000983	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218904.1	WP_009566310.1
OG0000983	Desulfovibrio ferrophilus IS5	WP_205218904.1	WP_126376452.1
OG0000983	Desulfovibrio vulgaris DP4	WP_205218904.1	WP_010940191.1
OG0000983	Geobacter sulfurreducens PCA	WP_205218904.1	WP_010941478.1
OG0000983	Desulfosediminicola flagellatus IMCC35005	WP_205218904.1	WP_136805245.1
OG0000983	Desulfosediminicola ganghwensis IMCC35004	WP_205218904.1	WP_136797952.1
OG0000983	Desulfotalea psychrophila LSv54	WP_205218904.1	WP_011190063.1
OG0000983	Desulfocapsa_06_corrosive	WP_205218904.1	Utg323632_219
OG0000983	Desulfocapsa_13_biocide	WP_205218904.1	Utg858432_111
OG0000983	Desulfocapsa sulfexigens DSM 10523	WP_205218904.1	WP_015405627.1
OG0000984	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218347.1	WP_009566634.1
OG0000984	Shewanella oneidensis MR-1	WP_205218347.1	WP_011071124.1
OG0000984	Geobacter sulfurreducens PCA	WP_205218347.1	WP_010941114.1
OG0000984	Desulfovibrio ferrophilus IS5	WP_205218347.1	WP_126377069.1
OG0000984	Desulfovibrio vulgaris DP4	WP_205218347.1	WP_011792238.1
OG0000984	Desulfocapsa_06_corrosive	WP_205218347.1	Utg324810_16
OG0000984	Desulfocapsa sulfexigens DSM 10523	WP_205218347.1	WP_015403398.1
OG0000984	Desulfosediminicola flagellatus IMCC35005	WP_205218347.1	WP_167505984.1
OG0000984	Desulfosediminicola ganghwensis IMCC35004	WP_205218347.1	WP_136796082.1
OG0000984	Desulfotalea psychrophila LSv54	WP_205218347.1	WP_011187941.1
OG0000985	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217765.1	WP_009566652.1
OG0000985	Geobacter sulfurreducens PCA	WP_205217765.1	WP_010941008.1
OG0000985	Desulfovibrio vulgaris DP4	WP_205217765.1	WP_011791955.1
OG0000985	Desulfovibrio ferrophilus IS5	WP_205217765.1	WP_126375666.1
OG0000985	Desulfotalea psychrophila LSv54	WP_205217765.1	WP_011188560.1
OG0000985	Desulfosediminicola flagellatus IMCC35005	WP_205217765.1	WP_136806899.1
OG0000985	Desulfosediminicola ganghwensis IMCC35004	WP_205217765.1	WP_136798542.1
OG0000985	Desulfocapsa sulfexigens DSM 10523	WP_205217765.1	WP_153304930.1
OG0000985	Desulfocapsa_13_biocide	WP_205217765.1	Utg862138_15
OG0000985	Desulfocapsa_06_corrosive	WP_205217765.1	Utg323632_24
OG0000987	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219611.1	WP_009566940.1
OG0000987	Geobacter sulfurreducens PCA	WP_205219611.1	WP_010941925.1
OG0000987	Desulfovibrio vulgaris DP4	WP_205219611.1	WP_010938679.1
OG0000987	Desulfovibrio ferrophilus IS5	WP_205219611.1	WP_126376688.1
