Orthogroup	Species	Acidithiobacillus ferrooxidans YNTRS-40	Orthologs
OG0000826	Desulfocapsa sulfexigens DSM 10523	WP_012537274.1	WP_015402880.1
OG0000826	Desulfosediminicola ganghwensis IMCC35004	WP_012537274.1	WP_136796514.1
OG0000826	Desulforhopalus vacuolatus DSM 9700	WP_012537274.1	WP_205219491.1
OG0000826	Shewanella oneidensis MR-1	WP_012537274.1	WP_011072232.1
OG0000827	Desulfovibrio vulgaris DP4	WP_012537289.1	WP_011791788.1
OG0000827	Desulfovibrio ferrophilus IS5	WP_012537289.1	WP_126379835.1
OG0000827	Geobacter sulfurreducens PCA	WP_012537289.1	WP_010942167.1
OG0000827	Desulforhopalus vacuolatus DSM 9700	WP_012537289.1	WP_205218948.1
OG0000827	Desulfotalea psychrophila LSv54	WP_012537289.1	WP_011188664.1
OG0000827	Desulfosediminicola flagellatus IMCC35005	WP_012537289.1	WP_136806831.1
OG0000827	Desulfosediminicola ganghwensis IMCC35004	WP_012537289.1	WP_136799119.1
OG0000827	Desulfocapsa sulfexigens DSM 10523	WP_012537289.1	WP_015405545.1
OG0000827	Desulfocapsa_06_corrosive	WP_012537289.1	Utg323632_335
OG0000827	Desulfocapsa_13_biocide	WP_012537289.1	Utg857992_34
OG0000827	Shewanella oneidensis MR-1	WP_012537289.1	WP_011072150.1
OG0000828	Geobacter sulfurreducens PCA	WP_012537290.1	WP_010942166.1
OG0000828	Desulfovibrio vulgaris DP4	WP_012537290.1	WP_010939804.1
OG0000828	Desulfovibrio ferrophilus IS5	WP_012537290.1	WP_126379837.1
OG0000828	Desulfotalea psychrophila LSv54	WP_012537290.1	WP_011188665.1
OG0000828	Desulfosediminicola flagellatus IMCC35005	WP_012537290.1	WP_136806832.1
OG0000828	Desulfosediminicola ganghwensis IMCC35004	WP_012537290.1	WP_136799118.1
OG0000828	Desulfocapsa sulfexigens DSM 10523	WP_012537290.1	WP_015405544.1
OG0000828	Desulfocapsa_13_biocide	WP_012537290.1	Utg857992_33
OG0000828	Desulfocapsa_06_corrosive	WP_012537290.1	Utg323632_336
OG0000828	Desulforhopalus vacuolatus DSM 9700	WP_012537290.1	WP_205218949.1
OG0000828	Shewanella oneidensis MR-1	WP_012537290.1	WP_011072149.1
OG0000829	Desulfosediminicola flagellatus IMCC35005	WP_012537291.1	WP_136806833.1
OG0000829	Desulfosediminicola ganghwensis IMCC35004	WP_012537291.1	WP_136799117.1
OG0000829	Desulforhopalus vacuolatus DSM 9700	WP_012537291.1	WP_205218950.1
OG0000829	Desulfotalea psychrophila LSv54	WP_012537291.1	WP_011188666.1
OG0000829	Desulfocapsa sulfexigens DSM 10523	WP_012537291.1	WP_015405543.1
OG0000829	Desulfocapsa_13_biocide	WP_012537291.1	Utg857992_32
OG0000829	Desulfocapsa_06_corrosive	WP_012537291.1	Utg323632_337
OG0000829	Geobacter sulfurreducens PCA	WP_012537291.1	WP_010942165.1
OG0000829	Desulfovibrio ferrophilus IS5	WP_012537291.1	WP_126379839.1
OG0000829	Desulfovibrio vulgaris DP4	WP_012537291.1	WP_010939805.1
OG0000829	Shewanella oneidensis MR-1	WP_012537291.1	WP_006081652.1
OG0000830	Desulfovibrio ferrophilus IS5	WP_012537292.1	WP_126379841.1
OG0000830	Desulfovibrio vulgaris DP4	WP_012537292.1	WP_010939806.1
OG0000830	Desulfocapsa_06_corrosive	WP_012537292.1	Utg323632_338
OG0000830	Desulfocapsa_13_biocide	WP_012537292.1	Utg857992_31
OG0000830	Desulfocapsa sulfexigens DSM 10523	WP_012537292.1	WP_015405542.1
OG0000830	Desulforhopalus vacuolatus DSM 9700	WP_012537292.1	WP_205218951.1
OG0000830	Desulfotalea psychrophila LSv54	WP_012537292.1	WP_041277749.1
OG0000830	Geobacter sulfurreducens PCA	WP_012537292.1	WP_010942164.1
OG0000830	Desulfosediminicola ganghwensis IMCC35004	WP_012537292.1	WP_136799116.1
OG0000830	Desulfosediminicola flagellatus IMCC35005	WP_012537292.1	WP_136806834.1
OG0000830	Shewanella oneidensis MR-1	WP_012537292.1	WP_011072303.1
OG0000831	Desulfocapsa_13_biocide	WP_012537293.1	Utg857992_30
OG0000831	Desulfocapsa_06_corrosive	WP_012537293.1	Utg323632_339
OG0000831	Desulfosediminicola flagellatus IMCC35005	WP_012537293.1	WP_267313788.1
OG0000831	Desulfotalea psychrophila LSv54	WP_012537293.1	WP_083818944.1
OG0000831	Desulfosediminicola ganghwensis IMCC35004	WP_012537293.1	WP_228721517.1
OG0000831	Desulfocapsa sulfexigens DSM 10523	WP_012537293.1	WP_041916459.1
OG0000831	Desulforhopalus vacuolatus DSM 9700	WP_012537293.1	WP_205218952.1
OG0000831	Desulfovibrio vulgaris DP4	WP_012537293.1	WP_010939807.1
OG0000831	Desulfovibrio ferrophilus IS5	WP_012537293.1	WP_126379843.1
OG0000831	Geobacter sulfurreducens PCA	WP_012537293.1	WP_010942163.1
OG0000831	Shewanella oneidensis MR-1	WP_012537293.1	WP_011072302.1
OG0000832	Desulfovibrio vulgaris DP4	WP_012537294.1	WP_010939808.1
OG0000832	Desulfovibrio ferrophilus IS5	WP_012537294.1	WP_126379845.1
OG0000832	Geobacter sulfurreducens PCA	WP_012537294.1	WP_193360261.1
OG0000832	Desulfocapsa_13_biocide	WP_012537294.1	Utg857992_29
OG0000832	Desulfocapsa_06_corrosive	WP_012537294.1	Utg323632_340
OG0000832	Desulfocapsa sulfexigens DSM 10523	WP_012537294.1	WP_015405540.1
OG0000832	Desulfotalea psychrophila LSv54	WP_012537294.1	WP_041278463.1
OG0000832	Desulforhopalus vacuolatus DSM 9700	WP_012537294.1	WP_205218953.1
OG0000832	Desulfosediminicola flagellatus IMCC35005	WP_012537294.1	WP_136806836.1
OG0000832	Desulfosediminicola ganghwensis IMCC35004	WP_012537294.1	WP_136799114.1
OG0000832	Shewanella oneidensis MR-1	WP_012537294.1	WP_011072301.1
OG0000833	Shewanella oneidensis MR-1	WP_012537296.1	WP_011071275.1
OG0000833	Geobacter sulfurreducens PCA	WP_012537296.1	WP_010941018.1, WP_010944040.1
OG0000833	Desulfovibrio ferrophilus IS5	WP_012537296.1	WP_126375675.1
OG0000833	Desulfotalea psychrophila LSv54	WP_012537296.1	WP_011188552.1
OG0000833	Desulforhopalus vacuolatus DSM 9700	WP_012537296.1	WP_205217756.1
OG0000833	Desulfocapsa sulfexigens DSM 10523	WP_012537296.1	WP_015405766.1
OG0000833	Desulfocapsa_06_corrosive	WP_012537296.1	Utg323632_14
OG0000833	Desulfocapsa_13_biocide	WP_012537296.1	Utg862138_6
OG0000833	Desulfosediminicola flagellatus IMCC35005	WP_012537296.1	WP_136806890.1
OG0000833	Desulfosediminicola ganghwensis IMCC35004	WP_012537296.1	WP_136798551.1
OG0000834	Geobacter sulfurreducens PCA	WP_012537304.1	WP_235044855.1
OG0000834	Desulforhopalus vacuolatus DSM 9700	WP_012537304.1	WP_205217358.1
OG0000834	Desulfotalea psychrophila LSv54	WP_012537304.1	WP_011190339.1
OG0000834	Desulfosediminicola ganghwensis IMCC35004	WP_012537304.1	WP_136796805.1
OG0000834	Desulfosediminicola flagellatus IMCC35005	WP_012537304.1	WP_136806610.1
OG0000834	Desulfocapsa sulfexigens DSM 10523	WP_012537304.1	WP_015402351.1
OG0000834	Desulfocapsa_13_biocide	WP_012537304.1	Utg860814_211
OG0000834	Desulfocapsa_06_corrosive	WP_012537304.1	Utg323180_620
OG0000834	Desulfovibrio vulgaris DP4	WP_012537304.1	WP_011792463.1
OG0000834	Desulfovibrio ferrophilus IS5	WP_012537304.1	WP_126375821.1
OG0000834	Shewanella oneidensis MR-1	WP_012537304.1	WP_011071428.1
OG0000835	Desulfosediminicola flagellatus IMCC35005	WP_012537357.1	WP_136808620.1
OG0000835	Desulfosediminicola ganghwensis IMCC35004	WP_012537357.1	WP_136795436.1
OG0000835	Desulforhopalus vacuolatus DSM 9700	WP_012537357.1	WP_205220188.1
OG0000835	Desulfotalea psychrophila LSv54	WP_012537357.1	WP_265588585.1, WP_228130161.1
OG0000835	Desulfocapsa_13_biocide	WP_012537357.1	Utg861744_136
OG0000835	Desulfocapsa_06_corrosive	WP_012537357.1	Utg324810_42
OG0000835	Shewanella oneidensis MR-1	WP_012537357.1	WP_011070823.1
OG0000835	Desulfovibrio vulgaris DP4	WP_012537357.1	WP_010939342.1
OG0000835	Desulfovibrio ferrophilus IS5	WP_012537357.1	WP_126381353.1
OG0000835	Geobacter sulfurreducens PCA	WP_012537357.1	WP_010942522.1
OG0000836	Desulforhopalus vacuolatus DSM 9700	WP_012537368.1	WP_205220071.1
OG0000836	Desulfosediminicola ganghwensis IMCC35004	WP_012537368.1	WP_136798018.1
OG0000836	Desulfosediminicola flagellatus IMCC35005	WP_012537368.1	WP_136805313.1
OG0000836	Desulfocapsa_13_biocide	WP_012537368.1	Utg859982_37
OG0000836	Desulfocapsa_06_corrosive	WP_012537368.1	Utg323152_510
OG0000836	Desulfocapsa sulfexigens DSM 10523	WP_012537368.1	WP_015404810.1
OG0000836	Desulfotalea psychrophila LSv54	WP_012537368.1	WP_011190015.1
OG0000836	Desulfovibrio ferrophilus IS5	WP_012537368.1	WP_126377439.1
OG0000836	Desulfovibrio vulgaris DP4	WP_012537368.1	WP_010938824.1
OG0000836	Geobacter sulfurreducens PCA	WP_012537368.1	WP_010941899.1
OG0000836	Shewanella oneidensis MR-1	WP_012537368.1	WP_011074274.1
OG0000837	Desulfovibrio ferrophilus IS5	WP_012537371.1	WP_126375997.1
OG0000837	Desulfovibrio vulgaris DP4	WP_012537371.1	WP_010940174.1
OG0000837	Geobacter sulfurreducens PCA	WP_012537371.1	WP_010943725.1
OG0000837	Desulfocapsa_06_corrosive	WP_012537371.1	Utg323074_130
OG0000837	Desulfocapsa_13_biocide	WP_012537371.1	Utg857994_149
OG0000837	Desulfocapsa sulfexigens DSM 10523	WP_012537371.1	WP_015404726.1
OG0000837	Desulfosediminicola ganghwensis IMCC35004	WP_012537371.1	WP_136797742.1
OG0000837	Desulfosediminicola flagellatus IMCC35005	WP_012537371.1	WP_136805429.1
OG0000837	Desulfotalea psychrophila LSv54	WP_012537371.1	WP_011189967.1
OG0000837	Desulforhopalus vacuolatus DSM 9700	WP_012537371.1	WP_205219815.1
OG0000837	Shewanella oneidensis MR-1	WP_012537371.1	WP_011073597.1
OG0000838	Geobacter sulfurreducens PCA	WP_012537372.1	WP_010943895.1
OG0000838	Desulfovibrio vulgaris DP4	WP_012537372.1	WP_011792377.1
OG0000838	Desulfovibrio ferrophilus IS5	WP_012537372.1	WP_126377055.1
OG0000838	Desulforhopalus vacuolatus DSM 9700	WP_012537372.1	WP_205219040.1
OG0000838	Desulfotalea psychrophila LSv54	WP_012537372.1	WP_011190320.1
OG0000838	Desulfosediminicola ganghwensis IMCC35004	WP_012537372.1	WP_136796783.1
OG0000838	Desulfosediminicola flagellatus IMCC35005	WP_012537372.1	WP_136806629.1
OG0000838	Desulfocapsa sulfexigens DSM 10523	WP_012537372.1	WP_015402709.1
OG0000838	Desulfocapsa_13_biocide	WP_012537372.1	Utg859750_78
OG0000838	Desulfocapsa_06_corrosive	WP_012537372.1	Utg323180_39
OG0000838	Shewanella oneidensis MR-1	WP_012537372.1	WP_011073598.1
OG0000839	Desulfovibrio vulgaris DP4	WP_012537374.1	WP_011792343.1
OG0000839	Desulfovibrio ferrophilus IS5	WP_012537374.1	WP_126381271.1
OG0000839	Geobacter sulfurreducens PCA	WP_012537374.1	WP_010941321.1
OG0000839	Desulfocapsa_13_biocide	WP_012537374.1	Utg857994_159
OG0000839	Desulfocapsa_06_corrosive	WP_012537374.1	Utg323074_139
OG0000839	Desulfocapsa sulfexigens DSM 10523	WP_012537374.1	WP_015404717.1
OG0000839	Desulfosediminicola flagellatus IMCC35005	WP_012537374.1	WP_136805420.1
OG0000839	Desulfosediminicola ganghwensis IMCC35004	WP_012537374.1	WP_136797727.1
OG0000839	Desulfotalea psychrophila LSv54	WP_012537374.1	WP_011189976.1
OG0000839	Desulforhopalus vacuolatus DSM 9700	WP_012537374.1	WP_205219122.1
OG0000839	Shewanella oneidensis MR-1	WP_012537374.1	WP_011073600.1
OG0000840	Shewanella oneidensis MR-1	WP_012537398.1	WP_274544500.1
OG0000840	Geobacter sulfurreducens PCA	WP_012537398.1	WP_010941369.1
OG0000840	Desulfosediminicola ganghwensis IMCC35004	WP_012537398.1	WP_136796347.1
OG0000841	Desulfocapsa_13_biocide	WP_012537408.1	Utg861744_104
OG0000841	Desulfocapsa_06_corrosive	WP_012537408.1	Utg324810_75
OG0000841	Desulfocapsa sulfexigens DSM 10523	WP_012537408.1	WP_015403390.1
OG0000841	Shewanella oneidensis MR-1	WP_012537408.1	WP_011071454.1
OG0000841	Geobacter sulfurreducens PCA	WP_012537408.1	WP_010940957.1
OG0000841	Desulfosediminicola ganghwensis IMCC35004	WP_012537408.1	WP_136796089.1
OG0000841	Desulfosediminicola flagellatus IMCC35005	WP_012537408.1	WP_136809125.1
OG0000841	Desulforhopalus vacuolatus DSM 9700	WP_012537408.1	WP_205218340.1
OG0000841	Desulfotalea psychrophila LSv54	WP_012537408.1	WP_011187964.1
OG0000841	Desulfovibrio ferrophilus IS5	WP_012537408.1	WP_232034887.1
OG0000841	Desulfovibrio vulgaris DP4	WP_012537408.1	WP_010938881.1
OG0000842	Desulfocapsa_06_corrosive	WP_012537409.1	Utg323152_444
OG0000842	Desulfocapsa_13_biocide	WP_012537409.1	Utg859982_143
OG0000842	Desulfocapsa sulfexigens DSM 10523	WP_012537409.1	WP_015404877.1
OG0000842	Desulfotalea psychrophila LSv54	WP_012537409.1	WP_011189994.1
OG0000842	Desulfosediminicola ganghwensis IMCC35004	WP_012537409.1	WP_136797684.1
OG0000842	Desulfosediminicola flagellatus IMCC35005	WP_012537409.1	WP_136805390.1
OG0000842	Desulforhopalus vacuolatus DSM 9700	WP_012537409.1	WP_205218996.1
OG0000842	Geobacter sulfurreducens PCA	WP_012537409.1	WP_010941268.1
OG0000842	Desulfovibrio vulgaris DP4	WP_012537409.1	WP_011792613.1
OG0000842	Desulfovibrio ferrophilus IS5	WP_012537409.1	WP_126377655.1
OG0000842	Shewanella oneidensis MR-1	WP_012537409.1	WP_011073662.1
OG0000843	Desulfotalea psychrophila LSv54	WP_012537411.1	WP_011189839.1
OG0000843	Desulfosediminicola ganghwensis IMCC35004	WP_012537411.1	WP_136795805.1
OG0000843	Desulfosediminicola flagellatus IMCC35005	WP_012537411.1	WP_136806329.1
OG0000843	Desulforhopalus vacuolatus DSM 9700	WP_012537411.1	WP_205218141.1
OG0000843	Desulfocapsa sulfexigens DSM 10523	WP_012537411.1	WP_015405018.1
OG0000843	Desulfocapsa_06_corrosive	WP_012537411.1	Utg323152_225
OG0000843	Desulfocapsa_13_biocide	WP_012537411.1	Utg859098_186
OG0000843	Desulfovibrio ferrophilus IS5	WP_012537411.1	WP_126377649.1
OG0000843	Desulfovibrio vulgaris DP4	WP_012537411.1	WP_010938257.1
OG0000843	Geobacter sulfurreducens PCA	WP_012537411.1	WP_010941329.1
OG0000843	Shewanella oneidensis MR-1	WP_012537411.1	WP_011073672.1
OG0000844	Desulfocapsa sulfexigens DSM 10523	WP_012537432.1	WP_015405555.1
OG0000844	Desulfocapsa_13_biocide	WP_012537432.1	Utg866558_19
OG0000844	Desulfocapsa_06_corrosive	WP_012537432.1	Utg323632_298
OG0000844	Desulfosediminicola flagellatus IMCC35005	WP_012537432.1	WP_136805272.1
OG0000844	Desulfosediminicola ganghwensis IMCC35004	WP_012537432.1	WP_136797976.1
OG0000844	Desulforhopalus vacuolatus DSM 9700	WP_012537432.1	WP_205218921.1
OG0000844	Desulfotalea psychrophila LSv54	WP_012537432.1	WP_011190044.1
OG0000844	Geobacter sulfurreducens PCA	WP_012537432.1	WP_010941307.1
OG0000844	Desulfovibrio ferrophilus IS5	WP_012537432.1	WP_126379318.1
OG0000844	Desulfovibrio vulgaris DP4	WP_012537432.1	WP_010938137.1
OG0000844	Shewanella oneidensis MR-1	WP_012537432.1	WP_011071568.1
OG0000845	Desulfosediminicola ganghwensis IMCC35004	WP_012537433.1	WP_136797977.1
OG0000845	Desulfosediminicola flagellatus IMCC35005	WP_012537433.1	WP_136805273.1
OG0000845	Desulfotalea psychrophila LSv54	WP_012537433.1	WP_041278056.1
OG0000845	Desulforhopalus vacuolatus DSM 9700	WP_012537433.1	WP_275888983.1
OG0000845	Desulfocapsa sulfexigens DSM 10523	WP_012537433.1	WP_015405554.1
OG0000845	Desulfocapsa_13_biocide	WP_012537433.1	Utg866558_18
OG0000845	Desulfocapsa_06_corrosive	WP_012537433.1	Utg323632_299
OG0000845	Desulfovibrio vulgaris DP4	WP_012537433.1	WP_010938138.1
OG0000845	Desulfovibrio ferrophilus IS5	WP_012537433.1	WP_126379321.1
OG0000845	Geobacter sulfurreducens PCA	WP_012537433.1	WP_200858943.1
OG0000845	Shewanella oneidensis MR-1	WP_012537433.1	WP_011071567.1
OG0000846	Desulfovibrio vulgaris DP4	WP_012537434.1	WP_011792681.1
OG0000846	Desulfovibrio ferrophilus IS5	WP_012537434.1	WP_126379327.1
OG0000846	Geobacter sulfurreducens PCA	WP_012537434.1	WP_010941303.1
OG0000846	Desulforhopalus vacuolatus DSM 9700	WP_012537434.1	WP_205218925.1
OG0000846	Desulfotalea psychrophila LSv54	WP_012537434.1	WP_041278055.1
OG0000846	Desulfosediminicola ganghwensis IMCC35004	WP_012537434.1	WP_136797980.1
OG0000846	Desulfosediminicola flagellatus IMCC35005	WP_012537434.1	WP_136805276.1
OG0000846	Desulfocapsa sulfexigens DSM 10523	WP_012537434.1	WP_015405551.1
OG0000846	Desulfocapsa_06_corrosive	WP_012537434.1	Utg323632_302
OG0000846	Desulfocapsa_13_biocide	WP_012537434.1	Utg866558_15
OG0000846	Shewanella oneidensis MR-1	WP_012537434.1	WP_011071565.1
OG0000847	Geobacter sulfurreducens PCA	WP_012537472.1, WP_012537469.1	WP_010941608.1
OG0000847	Desulfovibrio ferrophilus IS5	WP_012537472.1, WP_012537469.1	WP_126375875.1
OG0000847	Desulfovibrio vulgaris DP4	WP_012537472.1, WP_012537469.1	WP_011792495.1
OG0000847	Desulfosediminicola flagellatus IMCC35005	WP_012537472.1, WP_012537469.1	WP_136807935.1
OG0000847	Desulfosediminicola ganghwensis IMCC35004	WP_012537472.1, WP_012537469.1	WP_136795742.1
OG0000847	Desulfocapsa_13_biocide	WP_012537472.1, WP_012537469.1	Utg857046_199, Utg857046_200
OG0000847	Desulfocapsa_06_corrosive	WP_012537472.1, WP_012537469.1	Utg323316_302, Utg323316_303
OG0000847	Desulfocapsa sulfexigens DSM 10523	WP_012537472.1, WP_012537469.1	WP_015404020.1
OG0000848	Desulfovibrio ferrophilus IS5	WP_012537494.1	WP_126375728.1
OG0000848	Desulfovibrio vulgaris DP4	WP_012537494.1	WP_011792139.1
OG0000848	Geobacter sulfurreducens PCA	WP_012537494.1	WP_010943828.1
OG0000848	Desulfotalea psychrophila LSv54	WP_012537494.1	WP_049785106.1
OG0000848	Desulfosediminicola flagellatus IMCC35005	WP_012537494.1	WP_136806339.1
OG0000848	Desulfosediminicola ganghwensis IMCC35004	WP_012537494.1	WP_136795795.1
OG0000848	Desulforhopalus vacuolatus DSM 9700	WP_012537494.1	WP_240191979.1
OG0000848	Desulfocapsa sulfexigens DSM 10523	WP_012537494.1	WP_015405029.1
OG0000848	Desulfocapsa_13_biocide	WP_012537494.1	Utg859098_198
OG0000848	Desulfocapsa_06_corrosive	WP_012537494.1	Utg323152_213
OG0000848	Shewanella oneidensis MR-1	WP_012537494.1	WP_011071402.1
OG0000849	Geobacter sulfurreducens PCA	WP_012537497.1	WP_010943181.1
OG0000849	Desulfovibrio vulgaris DP4	WP_012537497.1	WP_010937833.1
OG0000849	Desulfovibrio ferrophilus IS5	WP_012537497.1	WP_126381363.1
OG0000849	Desulfocapsa sulfexigens DSM 10523	WP_012537497.1	WP_015402337.1
OG0000849	Desulfocapsa_13_biocide	WP_012537497.1	Utg860814_241
OG0000849	Desulfocapsa_06_corrosive	WP_012537497.1	Utg323180_649
OG0000849	Desulfotalea psychrophila LSv54	WP_012537497.1	WP_011188952.1
OG0000849	Desulforhopalus vacuolatus DSM 9700	WP_012537497.1	WP_240191947.1
OG0000849	Desulfosediminicola ganghwensis IMCC35004	WP_012537497.1	WP_136797889.1
OG0000849	Desulfosediminicola flagellatus IMCC35005	WP_012537497.1	WP_136805489.1
OG0000849	Shewanella oneidensis MR-1	WP_012537497.1	WP_011073799.1
OG0000850	Desulfosediminicola ganghwensis IMCC35004	WP_012537550.1	WP_136796372.1
OG0000850	Desulfosediminicola flagellatus IMCC35005	WP_012537550.1	WP_136810472.1
OG0000850	Desulfocapsa sulfexigens DSM 10523	WP_012537550.1	WP_015403211.1
OG0000850	Desulfocapsa_06_corrosive	WP_012537550.1	Utg323266_11, Utg323160_130
OG0000850	Desulfocapsa_13_biocide	WP_012537550.1	Utg865370_6
OG0000850	Desulforhopalus vacuolatus DSM 9700	WP_012537550.1	WP_205217326.1
OG0000850	Desulfovibrio vulgaris DP4	WP_012537550.1	WP_010938922.1
OG0000850	Desulfovibrio ferrophilus IS5	WP_012537550.1	WP_126376950.1
OG0000850	Geobacter sulfurreducens PCA	WP_012537550.1	WP_010942529.1
OG0000850	Shewanella oneidensis MR-1	WP_012537550.1	WP_011073702.1
OG0000851	Desulfotalea psychrophila LSv54	WP_012537552.1	WP_041277521.1
OG0000851	Desulfocapsa_06_corrosive	WP_012537552.1	Utg323140_191
OG0000851	Desulfocapsa_13_biocide	WP_012537552.1	Utg859432_52
OG0000851	Desulfocapsa sulfexigens DSM 10523	WP_012537552.1	WP_015402964.1
OG0000851	Desulfosediminicola ganghwensis IMCC35004	WP_012537552.1	WP_136796057.1
OG0000851	Desulfosediminicola flagellatus IMCC35005	WP_012537552.1	WP_136810633.1
OG0000851	Desulforhopalus vacuolatus DSM 9700	WP_012537552.1	WP_205219317.1
OG0000851	Geobacter sulfurreducens PCA	WP_012537552.1	WP_010942532.1
OG0000851	Desulfovibrio vulgaris DP4	WP_012537552.1	WP_010938919.1
OG0000851	Desulfovibrio ferrophilus IS5	WP_012537552.1	WP_126376944.1
OG0000851	Shewanella oneidensis MR-1	WP_012537552.1	WP_011073699.1
OG0000852	Shewanella oneidensis MR-1	WP_012537563.1	WP_011072140.1
OG0000852	Desulforhopalus vacuolatus DSM 9700	WP_012537563.1	WP_205217657.1
OG0000852	Desulfocapsa_06_corrosive	WP_012537563.1	Utg323632_42
OG0000852	Desulfocapsa_13_biocide	WP_012537563.1	Utg862138_31
OG0000852	Desulfocapsa sulfexigens DSM 10523	WP_012537563.1	WP_015405742.1
OG0000852	Desulfosediminicola ganghwensis IMCC35004	WP_012537563.1	WP_136796535.1
OG0000852	Desulfosediminicola flagellatus IMCC35005	WP_012537563.1	WP_136805460.1
OG0000852	Desulfotalea psychrophila LSv54	WP_012537563.1	WP_011188523.1
OG0000852	Desulfovibrio ferrophilus IS5	WP_012537563.1	WP_126378181.1
OG0000852	Desulfovibrio vulgaris DP4	WP_012537563.1	WP_011792704.1
OG0000852	Geobacter sulfurreducens PCA	WP_012537563.1	WP_010943721.1
OG0000853	Geobacter sulfurreducens PCA	WP_012537565.1	WP_010943719.1
OG0000853	Desulfovibrio ferrophilus IS5	WP_012537565.1	WP_126378386.1
OG0000853	Desulfovibrio vulgaris DP4	WP_012537565.1	WP_011792566.1
OG0000853	Desulfocapsa_13_biocide	WP_012537565.1	Utg862138_25
OG0000853	Desulfocapsa_06_corrosive	WP_012537565.1	Utg323632_35
OG0000853	Desulfocapsa sulfexigens DSM 10523	WP_012537565.1	WP_015405748.1
OG0000853	Desulfotalea psychrophila LSv54	WP_012537565.1	WP_011188569.1
OG0000853	Desulforhopalus vacuolatus DSM 9700	WP_012537565.1	WP_205217772.1
OG0000853	Desulfosediminicola flagellatus IMCC35005	WP_012537565.1	WP_136806907.1
OG0000853	Desulfosediminicola ganghwensis IMCC35004	WP_012537565.1	WP_217907604.1
OG0000853	Shewanella oneidensis MR-1	WP_012537565.1	WP_011072138.1
OG0000854	Desulfosediminicola flagellatus IMCC35005	WP_012537569.1	WP_136810695.1
OG0000854	Desulfosediminicola ganghwensis IMCC35004	WP_012537569.1	WP_267314025.1
OG0000854	Desulforhopalus vacuolatus DSM 9700	WP_012537569.1	WP_205218958.1
OG0000854	Desulfotalea psychrophila LSv54	WP_012537569.1	WP_011189880.1
OG0000854	Desulfocapsa_06_corrosive	WP_012537569.1	Utg323152_260
OG0000854	Desulfocapsa_13_biocide	WP_012537569.1	Utg859098_156
OG0000854	Desulfocapsa sulfexigens DSM 10523	WP_012537569.1	WP_015405223.1
OG0000854	Desulfovibrio ferrophilus IS5	WP_012537569.1	WP_126380504.1
OG0000854	Desulfovibrio vulgaris DP4	WP_012537569.1	WP_010937424.1
OG0000854	Geobacter sulfurreducens PCA	WP_012537569.1	WP_010942178.1
OG0000854	Shewanella oneidensis MR-1	WP_012537569.1	WP_011072134.1
OG0000855	Shewanella oneidensis MR-1	WP_012537583.1	WP_011070647.1
OG0000855	Desulfotalea psychrophila LSv54	WP_012537583.1	WP_011188566.1
OG0000855	Desulfocapsa sulfexigens DSM 10523	WP_012537583.1	WP_015405751.1
OG0000855	Desulfocapsa_13_biocide	WP_012537583.1	Utg862138_22
OG0000855	Desulfocapsa_06_corrosive	WP_012537583.1	Utg323632_31
OG0000855	Desulfosediminicola flagellatus IMCC35005	WP_012537583.1	WP_136806904.1
OG0000855	Desulfosediminicola ganghwensis IMCC35004	WP_012537583.1	WP_136798537.1
OG0000855	Desulforhopalus vacuolatus DSM 9700	WP_012537583.1	WP_205217769.1
OG0000855	Geobacter sulfurreducens PCA	WP_012537583.1	WP_010943503.1
OG0000855	Desulfovibrio vulgaris DP4	WP_012537583.1	WP_010937798.1
OG0000855	Desulfovibrio ferrophilus IS5	WP_012537583.1	WP_126380773.1
OG0000856	Geobacter sulfurreducens PCA	WP_012537589.1	WP_010943641.1
OG0000856	Desulfovibrio ferrophilus IS5	WP_012537589.1	WP_126377187.1
OG0000856	Desulfovibrio vulgaris DP4	WP_012537589.1	WP_011792247.1
OG0000856	Desulforhopalus vacuolatus DSM 9700	WP_012537589.1	WP_205218960.1
OG0000856	Desulfotalea psychrophila LSv54	WP_012537589.1	WP_011189878.1
OG0000856	Desulfocapsa_06_corrosive	WP_012537589.1	Utg323152_257
OG0000856	Desulfocapsa_13_biocide	WP_012537589.1	Utg859098_158
OG0000856	Desulfocapsa sulfexigens DSM 10523	WP_012537589.1	WP_015405221.1
OG0000856	Desulfosediminicola ganghwensis IMCC35004	WP_012537589.1	WP_136799856.1
OG0000856	Desulfosediminicola flagellatus IMCC35005	WP_012537589.1	WP_136810697.1
OG0000856	Shewanella oneidensis MR-1	WP_012537589.1	WP_011074259.1
OG0000857	Geobacter sulfurreducens PCA	WP_012537600.1	WP_010941275.1
OG0000857	Desulforhopalus vacuolatus DSM 9700	WP_012537600.1	WP_205218681.1
OG0000857	Desulfotalea psychrophila LSv54	WP_012537600.1	WP_011188923.1
OG0000857	Desulfosediminicola flagellatus IMCC35005	WP_012537600.1	WP_136809120.1, WP_136808384.1
OG0000857	Desulfosediminicola ganghwensis IMCC35004	WP_012537600.1	WP_136796631.1
OG0000857	Desulfocapsa sulfexigens DSM 10523	WP_012537600.1	WP_015404548.1
OG0000857	Desulfocapsa_06_corrosive	WP_012537600.1	Utg323632_269, Utg323990_138
OG0000857	Desulfocapsa_13_biocide	WP_012537600.1	Utg866558_50, Utg860006_64
OG0000858	Desulforhopalus vacuolatus DSM 9700	WP_012537630.1	WP_205217517.1
