Orthogroup	Species	Desulfosediminicola ganghwensis IMCC35004	Orthologs
OG0000988	Desulfotalea psychrophila LSv54	WP_136799883.1	WP_011188973.1
OG0000988	Desulfocapsa_13_biocide	WP_136799883.1	Utg859750_14
OG0000988	Desulfocapsa_06_corrosive	WP_136799883.1	Utg323140_10
OG0000988	Desulfocapsa sulfexigens DSM 10523	WP_136799883.1	WP_015402737.1
OG0000988	Desulfosediminicola flagellatus IMCC35005	WP_136799883.1	WP_136805819.1
OG0000989	Shewanella oneidensis MR-1	WP_136799217.1	WP_011073368.1
OG0000989	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799217.1	WP_009567470.1
OG0000989	Geobacter sulfurreducens PCA	WP_136799217.1	WP_010942846.1
OG0000989	Desulfovibrio vulgaris DP4	WP_136799217.1	WP_010939182.1
OG0000989	Desulfovibrio ferrophilus IS5	WP_136799217.1	WP_126377040.1
OG0000989	Desulfocapsa_06_corrosive	WP_136799217.1	Utg323152_150
OG0000989	Desulfocapsa_13_biocide	WP_136799217.1	Utg859098_265
OG0000989	Desulfocapsa sulfexigens DSM 10523	WP_136799217.1	WP_015405135.1
OG0000989	Desulfotalea psychrophila LSv54	WP_136799217.1	WP_011188859.1
OG0000989	Desulfosediminicola flagellatus IMCC35005	WP_136799217.1	WP_136807551.1
OG0000990	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796101.1	WP_009567611.1
OG0000990	Geobacter sulfurreducens PCA	WP_136796101.1	WP_010941742.1
OG0000990	Desulfovibrio vulgaris DP4	WP_136796101.1	WP_011791537.1
OG0000990	Desulfovibrio ferrophilus IS5	WP_136796101.1	WP_126379256.1
OG0000990	Desulfotalea psychrophila LSv54	WP_136796101.1	WP_156792200.1
OG0000990	Desulforhopalus vacuolatus DSM 9700	WP_136796101.1	WP_205218539.1
OG0000990	Desulfocapsa sulfexigens DSM 10523	WP_136796101.1	WP_015403362.1
OG0000990	Desulfocapsa_06_corrosive	WP_136796101.1	Utg323160_59
OG0000990	Desulfocapsa_13_biocide	WP_136796101.1	Utg861744_40
OG0000990	Desulfosediminicola flagellatus IMCC35005	WP_136796101.1	WP_136809139.1
OG0000991	Shewanella oneidensis MR-1	WP_136796046.1	WP_011071373.1
OG0000991	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796046.1	WP_009567628.1
OG0000991	Geobacter sulfurreducens PCA	WP_136796046.1	WP_010940836.1
OG0000991	Desulfovibrio vulgaris DP4	WP_136796046.1	WP_010938900.1
OG0000991	Desulfovibrio ferrophilus IS5	WP_136796046.1	WP_126376837.1
OG0000991	Desulfocapsa_13_biocide	WP_136796046.1	Utg859432_40
OG0000991	Desulfocapsa_06_corrosive	WP_136796046.1	Utg323140_179
OG0000991	Desulfocapsa sulfexigens DSM 10523	WP_136796046.1	WP_015402952.1
OG0000991	Desulfotalea psychrophila LSv54	WP_136796046.1	WP_041277519.1
OG0000991	Desulfosediminicola flagellatus IMCC35005	WP_136796046.1	WP_136810644.1
OG0000992	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798722.1	WP_009567692.1
OG0000992	Shewanella oneidensis MR-1	WP_136798722.1	WP_011072405.1
OG0000992	Geobacter sulfurreducens PCA	WP_136798722.1	WP_010941737.1
OG0000992	Desulfovibrio vulgaris DP4	WP_136798722.1	WP_011791972.1
OG0000992	Desulfovibrio ferrophilus IS5	WP_136798722.1	WP_126375753.1
OG0000992	Desulforhopalus vacuolatus DSM 9700	WP_136798722.1	WP_205217619.1
OG0000992	Desulfocapsa sulfexigens DSM 10523	WP_136798722.1	WP_015405695.1
OG0000992	Desulfocapsa_06_corrosive	WP_136798722.1	Utg323632_94
OG0000992	Desulfocapsa_13_biocide	WP_136798722.1	Utg858432_34
OG0000992	Desulfosediminicola flagellatus IMCC35005	WP_136798722.1	WP_136805085.1
OG0000994	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798063.1	WP_009568281.1
OG0000994	Shewanella oneidensis MR-1	WP_136798063.1	WP_006083579.1
OG0000994	Geobacter sulfurreducens PCA	WP_136798063.1	WP_010943463.1
OG0000994	Desulfovibrio ferrophilus IS5	WP_136798063.1	WP_126376079.1
OG0000994	Desulfovibrio vulgaris DP4	WP_136798063.1	WP_010938620.1
OG0000994	Desulforhopalus vacuolatus DSM 9700	WP_136798063.1	WP_205217921.1
OG0000994	Desulfocapsa_13_biocide	WP_136798063.1	Utg858494_108
OG0000994	Desulfocapsa sulfexigens DSM 10523	WP_136798063.1	WP_015404303.1
OG0000994	Desulfotalea psychrophila LSv54	WP_136798063.1	WP_083818937.1
OG0000994	Desulfosediminicola flagellatus IMCC35005	WP_136798063.1	WP_136810594.1
OG0000995	Shewanella oneidensis MR-1	WP_136798070.1	WP_007644434.1
OG0000995	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798070.1	WP_009568793.1
OG0000995	Desulfovibrio vulgaris DP4	WP_136798070.1	WP_010938612.1
OG0000995	Desulfovibrio ferrophilus IS5	WP_136798070.1	WP_126376066.1
OG0000995	Geobacter sulfurreducens PCA	WP_136798070.1	WP_010943472.1
OG0000995	Desulforhopalus vacuolatus DSM 9700	WP_136798070.1	WP_205217927.1
OG0000995	Desulfocapsa_06_corrosive	WP_136798070.1	Utg323448_75
OG0000995	Desulfocapsa_13_biocide	WP_136798070.1	Utg858494_117
OG0000995	Desulfocapsa sulfexigens DSM 10523	WP_136798070.1	WP_015404294.1
OG0000995	Desulfosediminicola flagellatus IMCC35005	WP_136798070.1	WP_136810587.1
OG0000996	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795600.1	WP_009569413.1
OG0000996	Geobacter sulfurreducens PCA	WP_136795600.1	WP_010942478.1
OG0000996	Desulfovibrio vulgaris DP4	WP_136795600.1	WP_010937452.1
OG0000996	Desulfovibrio ferrophilus IS5	WP_136795600.1	WP_126378463.1
OG0000996	Desulfosediminicola flagellatus IMCC35005	WP_136795600.1	WP_136809722.1
OG0000996	Desulforhopalus vacuolatus DSM 9700	WP_136795600.1	WP_205219580.1
OG0000996	Desulfotalea psychrophila LSv54	WP_136795600.1	WP_041277423.1
OG0000996	Desulfocapsa sulfexigens DSM 10523	WP_136795600.1	WP_015404090.1
OG0000996	Desulfocapsa_06_corrosive	WP_136795600.1	Utg323316_175
OG0000996	Desulfocapsa_13_biocide	WP_136795600.1	Utg857046_68
OG0000998	Acidithiobacillus ferrooxidans YNTRS-40	WP_136797695.1	WP_012536029.1
OG0000998	Geobacter sulfurreducens PCA	WP_136797695.1	WP_010942692.1
OG0000998	Desulfovibrio vulgaris DP4	WP_136797695.1	WP_011792690.1
OG0000998	Desulfovibrio ferrophilus IS5	WP_136797695.1	WP_126379281.1
OG0000998	Desulforhopalus vacuolatus DSM 9700	WP_136797695.1	WP_205219006.1
OG0000998	Desulfotalea psychrophila LSv54	WP_136797695.1	WP_011189982.1
OG0000998	Desulfocapsa sulfexigens DSM 10523	WP_136797695.1	WP_015404890.1
OG0000998	Desulfocapsa_13_biocide	WP_136797695.1	Utg859982_156
OG0000998	Desulfocapsa_06_corrosive	WP_136797695.1	Utg323152_435
OG0000998	Desulfosediminicola flagellatus IMCC35005	WP_136797695.1	WP_136805397.1
OG0000999	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798352.1	WP_012536037.1
OG0000999	Shewanella oneidensis MR-1	WP_136798352.1	WP_011073020.1
OG0000999	Desulfovibrio vulgaris DP4	WP_136798352.1	WP_011793046.1
OG0000999	Desulfovibrio ferrophilus IS5	WP_136798352.1	WP_126380838.1
OG0000999	Desulforhopalus vacuolatus DSM 9700	WP_136798352.1	WP_240191974.1
OG0000999	Desulfocapsa sulfexigens DSM 10523	WP_136798352.1	WP_015404871.1, WP_153304944.1
OG0000999	Desulfocapsa_13_biocide	WP_136798352.1	Utg857152_210
OG0000999	Desulfocapsa_06_corrosive	WP_136798352.1	Utg323180_137
OG0000999	Desulfosediminicola flagellatus IMCC35005	WP_136798352.1	WP_136807634.1
OG0001000	Shewanella oneidensis MR-1	WP_136798069.1	WP_011070626.1
OG0001000	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798069.1	WP_012536092.1
OG0001000	Geobacter sulfurreducens PCA	WP_136798069.1	WP_010943471.1
OG0001000	Desulfovibrio vulgaris DP4	WP_136798069.1	WP_010938613.1
OG0001000	Desulfovibrio ferrophilus IS5	WP_136798069.1	WP_126376068.1
OG0001000	Desulforhopalus vacuolatus DSM 9700	WP_136798069.1	WP_205217926.1
OG0001000	Desulfocapsa sulfexigens DSM 10523	WP_136798069.1	WP_015404295.1
OG0001000	Desulfocapsa_13_biocide	WP_136798069.1	Utg858494_116
OG0001000	Desulfocapsa_06_corrosive	WP_136798069.1	Utg323448_76
OG0001000	Desulfosediminicola flagellatus IMCC35005	WP_136798069.1	WP_136810588.1
OG0001001	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795554.1	WP_012536104.1
OG0001001	Geobacter sulfurreducens PCA	WP_136795554.1	WP_197714222.1
OG0001001	Desulfotalea psychrophila LSv54	WP_136795554.1	WP_041277663.1
OG0001001	Desulfocapsa_06_corrosive	WP_136795554.1	Utg323300_401
OG0001001	Desulfocapsa_13_biocide	WP_136795554.1	Utg857152_125
OG0001001	Desulfocapsa sulfexigens DSM 10523	WP_136795554.1	WP_015403965.1
OG0001001	Desulfovibrio vulgaris DP4	WP_136795554.1	WP_043629039.1
OG0001001	Desulforhopalus vacuolatus DSM 9700	WP_136795554.1	WP_205218631.1
OG0001001	Shewanella oneidensis MR-1	WP_136795554.1	WP_011072235.1
OG0001001	Desulfosediminicola flagellatus IMCC35005	WP_136795554.1	WP_136810273.1
OG0001002	Desulfovibrio ferrophilus IS5	WP_136797864.1	WP_126377590.1
OG0001002	Acidithiobacillus ferrooxidans YNTRS-40	WP_136797864.1	WP_012536118.1
OG0001002	Shewanella oneidensis MR-1	WP_136797864.1	WP_011071435.1
OG0001002	Geobacter sulfurreducens PCA	WP_136797864.1	WP_010942234.1
OG0001002	Desulforhopalus vacuolatus DSM 9700	WP_136797864.1	WP_205217797.1
OG0001002	Desulfocapsa_13_biocide	WP_136797864.1	Utg860814_291
OG0001002	Desulfocapsa_06_corrosive	WP_136797864.1	Utg323180_695
OG0001002	Desulfocapsa sulfexigens DSM 10523	WP_136797864.1	WP_015402303.1
OG0001002	Desulfotalea psychrophila LSv54	WP_136797864.1	WP_011189853.1
OG0001002	Desulfosediminicola flagellatus IMCC35005	WP_136797864.1	WP_136805523.1
OG0001003	Shewanella oneidensis MR-1	WP_136798713.1	WP_011073309.1
OG0001003	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798713.1	WP_012536142.1
OG0001003	Geobacter sulfurreducens PCA	WP_136798713.1	WP_010942706.1
OG0001003	Desulfovibrio vulgaris DP4	WP_136798713.1	WP_010939733.1
OG0001003	Desulfovibrio ferrophilus IS5	WP_136798713.1	WP_126380935.1
OG0001003	Desulforhopalus vacuolatus DSM 9700	WP_136798713.1	WP_205219272.1
OG0001003	Desulfocapsa_06_corrosive	WP_136798713.1	Utg323990_38
OG0001003	Desulfocapsa_13_biocide	WP_136798713.1	Utg860006_165
OG0001003	Desulfocapsa sulfexigens DSM 10523	WP_136798713.1	WP_015404627.1
OG0001003	Desulfosediminicola flagellatus IMCC35005	WP_136798713.1	WP_136805067.1
OG0001004	Shewanella oneidensis MR-1	WP_136799590.1	WP_011072574.1
OG0001004	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799590.1	WP_012536177.1
OG0001004	Desulfovibrio vulgaris DP4	WP_136799590.1	WP_011792332.1
OG0001004	Desulfovibrio ferrophilus IS5	WP_136799590.1	WP_126376817.1
OG0001004	Desulfotalea psychrophila LSv54	WP_136799590.1	WP_011188129.1
OG0001004	Desulforhopalus vacuolatus DSM 9700	WP_136799590.1	WP_205218801.1
OG0001004	Desulfocapsa_06_corrosive	WP_136799590.1	Utg323140_68
OG0001004	Desulfocapsa_13_biocide	WP_136799590.1	Utg864866_85
OG0001004	Desulfocapsa sulfexigens DSM 10523	WP_136799590.1	WP_015402764.1
OG0001004	Desulfosediminicola flagellatus IMCC35005	WP_136799590.1	WP_136805915.1
OG0001005	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799589.1	WP_012536178.1
OG0001005	Shewanella oneidensis MR-1	WP_136799589.1	WP_011072575.1
OG0001005	Desulfovibrio ferrophilus IS5	WP_136799589.1	WP_126376815.1
OG0001005	Desulfovibrio vulgaris DP4	WP_136799589.1	WP_010938892.1
OG0001005	Desulfotalea psychrophila LSv54	WP_136799589.1	WP_011188130.1
OG0001005	Desulforhopalus vacuolatus DSM 9700	WP_136799589.1	WP_205218802.1
OG0001005	Desulfocapsa sulfexigens DSM 10523	WP_136799589.1	WP_015402765.1
OG0001005	Desulfocapsa_13_biocide	WP_136799589.1	Utg864866_84
OG0001005	Desulfocapsa_06_corrosive	WP_136799589.1	Utg323140_69
OG0001005	Desulfosediminicola flagellatus IMCC35005	WP_136799589.1	WP_136805914.1
OG0001006	Shewanella oneidensis MR-1	WP_136798767.1	WP_011071022.1
OG0001006	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798767.1	WP_012536194.1
OG0001006	Geobacter sulfurreducens PCA	WP_136798767.1	WP_010943952.1
OG0001006	Desulfovibrio vulgaris DP4	WP_136798767.1	WP_010939262.1
OG0001006	Desulfovibrio ferrophilus IS5	WP_136798767.1	WP_126380845.1
OG0001006	Desulfocapsa sulfexigens DSM 10523	WP_136798767.1	WP_015403630.1
OG0001006	Desulfocapsa_06_corrosive	WP_136798767.1	Utg323300_164
OG0001006	Desulfocapsa_13_biocide	WP_136798767.1	Utg857300_4
OG0001006	Desulforhopalus vacuolatus DSM 9700	WP_136798767.1	WP_205218607.1
OG0001006	Desulfosediminicola flagellatus IMCC35005	WP_136798767.1	WP_136805983.1
OG0001007	Shewanella oneidensis MR-1	WP_136796650.1	WP_011073364.1
OG0001007	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796650.1	WP_012536202.1
OG0001007	Geobacter sulfurreducens PCA	WP_136796650.1	WP_010943757.1
OG0001007	Desulfovibrio ferrophilus IS5	WP_136796650.1	WP_126377270.1
OG0001007	Desulfovibrio vulgaris DP4	WP_136796650.1	WP_010939214.1
OG0001007	Desulfocapsa_06_corrosive	WP_136796650.1	Utg323632_244
OG0001007	Desulfocapsa_13_biocide	WP_136796650.1	Utg858432_135
OG0001007	Desulfocapsa sulfexigens DSM 10523	WP_136796650.1	WP_015405608.1
OG0001007	Desulfotalea psychrophila LSv54	WP_136796650.1	WP_011189792.1
OG0001007	Desulfosediminicola flagellatus IMCC35005	WP_136796650.1	WP_228723384.1
OG0001008	Shewanella oneidensis MR-1	WP_136795886.1	WP_011070820.1
OG0001008	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795886.1	WP_012536223.1
OG0001008	Desulfovibrio vulgaris DP4	WP_136795886.1	WP_011792606.1
OG0001008	Desulfovibrio ferrophilus IS5	WP_136795886.1	WP_126380704.1
OG0001008	Geobacter sulfurreducens PCA	WP_136795886.1	WP_010941108.1
OG0001008	Desulforhopalus vacuolatus DSM 9700	WP_136795886.1	WP_205219798.1
OG0001008	Desulfocapsa_06_corrosive	WP_136795886.1	Utg323152_394
OG0001008	Desulfocapsa_13_biocide	WP_136795886.1	Utg859982_204
OG0001008	Desulfocapsa sulfexigens DSM 10523	WP_136795886.1	WP_015404961.1
OG0001008	Desulfosediminicola flagellatus IMCC35005	WP_136795886.1	WP_136806155.1
OG0001009	Geobacter sulfurreducens PCA	WP_136795887.1	WP_010941109.1
OG0001009	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795887.1	WP_012536260.1
OG0001009	Shewanella oneidensis MR-1	WP_136795887.1	WP_011073576.1
OG0001009	Desulfovibrio vulgaris DP4	WP_136795887.1	WP_010940563.1
OG0001009	Desulfovibrio ferrophilus IS5	WP_136795887.1	WP_126378169.1
OG0001009	Desulforhopalus vacuolatus DSM 9700	WP_136795887.1	WP_205219797.1
OG0001009	Desulfocapsa_13_biocide	WP_136795887.1	Utg859982_203
OG0001009	Desulfocapsa_06_corrosive	WP_136795887.1	Utg323152_395
OG0001009	Desulfocapsa sulfexigens DSM 10523	WP_136795887.1	WP_015404960.1
OG0001009	Desulfosediminicola flagellatus IMCC35005	WP_136795887.1	WP_136806154.1
OG0001010	Geobacter sulfurreducens PCA	WP_136796905.1	WP_010944060.1
OG0001010	Desulfovibrio ferrophilus IS5	WP_136796905.1	WP_232034879.1
OG0001010	Desulfotalea psychrophila LSv54	WP_136796905.1	WP_011187750.1, WP_049784987.1
OG0001010	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796905.1	WP_012536315.1
OG0001010	Shewanella oneidensis MR-1	WP_136796905.1	WP_011071534.1
OG0001010	Desulfocapsa_06_corrosive	WP_136796905.1	Utg323300_40
OG0001010	Desulfocapsa sulfexigens DSM 10523	WP_136796905.1	WP_015402489.1
OG0001010	Desulforhopalus vacuolatus DSM 9700	WP_136796905.1	WP_205217410.1
OG0001010	Desulfosediminicola flagellatus IMCC35005	WP_136796905.1	WP_136805780.1
OG0001011	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796220.1, WP_136797607.1	WP_012536340.1
OG0001011	Shewanella oneidensis MR-1	WP_136796220.1	WP_011074007.1
OG0001011	Desulforhopalus vacuolatus DSM 9700	WP_136796220.1	WP_205218109.1
OG0001011	Desulfocapsa sulfexigens DSM 10523	WP_136796220.1	WP_015402483.1
OG0001011	Desulfocapsa_06_corrosive	WP_136796220.1	Utg323180_292
OG0001011	Desulfocapsa_13_biocide	WP_136796220.1	Utg863716_109
OG0001011	Desulfotalea psychrophila LSv54	WP_136796220.1	WP_011187970.1
OG0001011	Desulfosediminicola flagellatus IMCC35005	WP_136796220.1	WP_136809311.1
OG0001011	Shewanella oneidensis MR-1	WP_136797607.1	WP_011074154.1
OG0001012	Geobacter sulfurreducens PCA	WP_136795692.1	WP_010940916.1
OG0001012	Shewanella oneidensis MR-1	WP_136795692.1	WP_011074022.1
OG0001012	Desulfocapsa_13_biocide	WP_136795692.1	Utg860814_60
OG0001012	Desulfocapsa_06_corrosive	WP_136795692.1	Utg323180_475
OG0001012	Desulfocapsa sulfexigens DSM 10523	WP_136795692.1	WP_041916502.1
OG0001012	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795692.1	WP_012536366.1
OG0001012	Desulfotalea psychrophila LSv54	WP_136795692.1	WP_041277843.1, WP_041277847.1
OG0001012	Desulforhopalus vacuolatus DSM 9700	WP_136795692.1	WP_205218851.1
OG0001012	Desulfosediminicola flagellatus IMCC35005	WP_136795692.1	WP_136809455.1
OG0001013	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795685.1	WP_012536367.1
OG0001013	Shewanella oneidensis MR-1	WP_136795685.1	WP_011074031.1
OG0001013	Geobacter sulfurreducens PCA	WP_136795685.1	WP_010941123.1
OG0001013	Desulfocapsa_06_corrosive	WP_136795685.1	Utg323180_440
OG0001013	Desulfocapsa_13_biocide	WP_136795685.1	Utg860814_19, Utg860814_20
OG0001013	Desulfocapsa sulfexigens DSM 10523	WP_136795685.1	WP_052326942.1
OG0001013	Desulfosediminicola flagellatus IMCC35005	WP_136795685.1	WP_136809467.1
OG0001013	Desulfotalea psychrophila LSv54	WP_136795685.1	WP_049785060.1
OG0001013	Desulforhopalus vacuolatus DSM 9700	WP_136795685.1	WP_205218845.1
OG0001014	Shewanella oneidensis MR-1	WP_136798281.1	WP_011073929.1
OG0001014	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798281.1	WP_012536428.1
OG0001014	Desulfocapsa sulfexigens DSM 10523	WP_136798281.1	WP_015405709.1
OG0001014	Geobacter sulfurreducens PCA	WP_136798281.1	WP_010942282.1
OG0001014	Desulfovibrio vulgaris DP4	WP_136798281.1	WP_010940203.1
OG0001014	Desulfovibrio ferrophilus IS5	WP_136798281.1	WP_126380452.1
OG0001014	Desulfocapsa_13_biocide	WP_136798281.1	Utg858432_10
OG0001014	Desulfocapsa_06_corrosive	WP_136798281.1	Utg323632_71
OG0001014	Desulfotalea psychrophila LSv54	WP_136798281.1	WP_011190157.1
OG0001014	Desulfosediminicola flagellatus IMCC35005	WP_136798281.1	WP_136808475.1
OG0001015	Shewanella oneidensis MR-1	WP_136799702.1	WP_011071916.1
OG0001015	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799702.1	WP_012536429.1
OG0001015	Desulfovibrio ferrophilus IS5	WP_136799702.1	WP_126377525.1
OG0001015	Desulfovibrio vulgaris DP4	WP_136799702.1	WP_010938630.1
OG0001015	Geobacter sulfurreducens PCA	WP_136799702.1	WP_010942436.1
OG0001015	Desulfotalea psychrophila LSv54	WP_136799702.1	WP_041278005.1
OG0001015	Desulforhopalus vacuolatus DSM 9700	WP_136799702.1	WP_205218893.1
OG0001015	Desulfocapsa sulfexigens DSM 10523	WP_136799702.1	WP_015404990.1
OG0001015	Desulfocapsa_06_corrosive	WP_136799702.1	Utg323152_385
OG0001015	Desulfosediminicola flagellatus IMCC35005	WP_136799702.1	WP_136807608.1
OG0001016	Shewanella oneidensis MR-1	WP_136799703.1	WP_011071917.1
OG0001016	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799703.1	WP_012536430.1
OG0001016	Geobacter sulfurreducens PCA	WP_136799703.1	WP_010942435.1
OG0001016	Desulfovibrio vulgaris DP4	WP_136799703.1	WP_010938631.1
OG0001016	Desulfovibrio ferrophilus IS5	WP_136799703.1	WP_126377523.1
OG0001016	Desulfotalea psychrophila LSv54	WP_136799703.1	WP_011189778.1
OG0001016	Desulforhopalus vacuolatus DSM 9700	WP_136799703.1	WP_205218894.1
OG0001016	Desulfocapsa sulfexigens DSM 10523	WP_136799703.1	WP_015404991.1
OG0001016	Desulfocapsa_06_corrosive	WP_136799703.1	Utg323152_384
OG0001016	Desulfosediminicola flagellatus IMCC35005	WP_136799703.1	WP_136807610.1
OG0001017	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799251.1	WP_012536443.1
OG0001017	Shewanella oneidensis MR-1	WP_136799251.1	WP_011073311.1
OG0001017	Geobacter sulfurreducens PCA	WP_136799251.1	WP_010943812.1
OG0001017	Desulfovibrio vulgaris DP4	WP_136799251.1	WP_011793104.1
OG0001017	Desulfovibrio ferrophilus IS5	WP_136799251.1	WP_126380938.1
OG0001017	Desulfotalea psychrophila LSv54	WP_136799251.1	WP_011189511.1
OG0001017	Desulfocapsa_06_corrosive	WP_136799251.1	Utg323392_130
OG0001017	Desulfocapsa_13_biocide	WP_136799251.1	Utg859388_91
OG0001017	Desulfocapsa sulfexigens DSM 10523	WP_136799251.1	WP_015405424.1
OG0001017	Desulfosediminicola flagellatus IMCC35005	WP_136799251.1	WP_136806392.1
OG0001018	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796792.1	WP_012536499.1
OG0001018	Shewanella oneidensis MR-1	WP_136796792.1	WP_011071559.1
OG0001018	Desulfovibrio vulgaris DP4	WP_136796792.1	WP_010939185.1
OG0001018	Desulfovibrio ferrophilus IS5	WP_136796792.1	WP_126377034.1
OG0001018	Geobacter sulfurreducens PCA	WP_136796792.1	WP_010941240.1
OG0001018	Desulforhopalus vacuolatus DSM 9700	WP_136796792.1	WP_205219034.1
OG0001018	Desulfocapsa sulfexigens DSM 10523	WP_136796792.1	WP_015402717.1
OG0001018	Desulfocapsa_06_corrosive	WP_136796792.1	Utg323180_30
OG0001018	Desulfocapsa_13_biocide	WP_136796792.1	Utg859750_68
OG0001018	Desulfosediminicola flagellatus IMCC35005	WP_136796792.1	WP_136806620.1
OG0001019	Shewanella oneidensis MR-1	WP_136798001.1	WP_011073034.1
OG0001019	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798001.1	WP_012536546.1
OG0001019	Geobacter sulfurreducens PCA	WP_136798001.1	WP_010943423.1
OG0001019	Desulfotalea psychrophila LSv54	WP_136798001.1	WP_011190292.1, WP_228130207.1
OG0001019	Desulforhopalus vacuolatus DSM 9700	WP_136798001.1	WP_205217744.1
OG0001019	Desulfocapsa_06_corrosive	WP_136798001.1	Utg323392_151
OG0001019	Desulfocapsa_13_biocide	WP_136798001.1	Utg859388_67
OG0001019	Desulfocapsa sulfexigens DSM 10523	WP_136798001.1	WP_015404790.1
OG0001019	Desulfosediminicola flagellatus IMCC35005	WP_136798001.1	WP_136805295.1
OG0001020	Acidithiobacillus ferrooxidans YNTRS-40	WP_167495829.1	WP_012536567.1
OG0001020	Geobacter sulfurreducens PCA	WP_167495829.1	WP_010941605.1
OG0001020	Desulfovibrio vulgaris DP4	WP_167495829.1	WP_011787310.1
OG0001020	Desulfovibrio ferrophilus IS5	WP_167495829.1	WP_126378132.1
OG0001020	Desulfocapsa_13_biocide	WP_167495829.1	Utg861744_59
OG0001020	Desulfocapsa_06_corrosive	WP_167495829.1	Utg323160_24
OG0001020	Desulforhopalus vacuolatus DSM 9700	WP_167495829.1	WP_205217316.1
OG0001020	Desulfocapsa sulfexigens DSM 10523	WP_167495829.1	WP_015402612.1
OG0001020	Desulfosediminicola flagellatus IMCC35005	WP_167495829.1	WP_167505999.1
OG0001021	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799092.1, WP_136799086.1	WP_012536698.1, WP_012536699.1, WP_012536700.1
OG0001021	Desulfotalea psychrophila LSv54	WP_136799092.1, WP_136799086.1	WP_011190275.1, WP_011190286.1
OG0001021	Desulfosediminicola flagellatus IMCC35005	WP_136799092.1	WP_275942863.1
OG0001021	Desulfosediminicola flagellatus IMCC35005	WP_136799086.1	WP_217909518.1, WP_228723440.1, WP_136805653.1
OG0001022	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795599.1	WP_012536747.1
OG0001022	Geobacter sulfurreducens PCA	WP_136795599.1	WP_010942226.1
OG0001022	Desulfovibrio vulgaris DP4	WP_136795599.1	WP_011792252.1
OG0001022	Desulfovibrio ferrophilus IS5	WP_136795599.1	WP_126377149.1
OG0001022	Desulfotalea psychrophila LSv54	WP_136795599.1	WP_011187306.1
OG0001022	Desulforhopalus vacuolatus DSM 9700	WP_136795599.1	WP_205219577.1
OG0001022	Desulfocapsa sulfexigens DSM 10523	WP_136795599.1	WP_015404097.1
OG0001022	Desulfocapsa_06_corrosive	WP_136795599.1	Utg323316_145
OG0001022	Desulfocapsa_13_biocide	WP_136795599.1	Utg857046_31
OG0001022	Desulfosediminicola flagellatus IMCC35005	WP_136795599.1	WP_136809721.1
OG0001023	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795437.1	WP_012536748.1
OG0001023	Shewanella oneidensis MR-1	WP_136795437.1	WP_202950653.1
OG0001023	Geobacter sulfurreducens PCA	WP_136795437.1	WP_010943862.1
OG0001023	Desulfovibrio vulgaris DP4	WP_136795437.1	WP_011792196.1
OG0001023	Desulfocapsa_13_biocide	WP_136795437.1	Utg861744_135
OG0001023	Desulfocapsa_06_corrosive	WP_136795437.1	Utg324810_43
OG0001023	Desulfocapsa sulfexigens DSM 10523	WP_136795437.1	WP_015403416.1
OG0001023	Desulforhopalus vacuolatus DSM 9700	WP_136795437.1	WP_205220189.1
OG0001023	Desulfotalea psychrophila LSv54	WP_136795437.1	WP_156792191.1
OG0001023	Desulfosediminicola flagellatus IMCC35005	WP_136795437.1	WP_136808621.1
OG0001024	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795859.1	WP_012536778.1
OG0001024	Geobacter sulfurreducens PCA	WP_136795859.1	WP_010941469.1
OG0001024	Desulfovibrio vulgaris DP4	WP_136795859.1	WP_010939119.1
OG0001024	Desulfovibrio ferrophilus IS5	WP_136795859.1	WP_126377406.1
OG0001024	Shewanella oneidensis MR-1	WP_136795859.1	WP_011072590.1
