Orthogroup	Species	Desulfotalea psychrophila LSv54	Orthologs
OG0000716	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188345.1	WP_012536074.1
OG0000716	Shewanella oneidensis MR-1	WP_011188345.1	WP_011073312.1
OG0000716	Desulfovibrio ferrophilus IS5	WP_011188345.1	WP_126379514.1
OG0000716	Desulfovibrio vulgaris DP4	WP_011188345.1	WP_010938493.1
OG0000716	Geobacter sulfurreducens PCA	WP_011188345.1	WP_010942335.1
OG0000716	Desulforhopalus vacuolatus DSM 9700	WP_011188345.1	WP_205217961.1
OG0000716	Desulfocapsa_13_biocide	WP_011188345.1	Utg857490_8
OG0000716	Desulfocapsa_06_corrosive	WP_011188345.1	Utg323448_40
OG0000716	Desulfocapsa sulfexigens DSM 10523	WP_011188345.1	WP_015404261.1
OG0000716	Desulfosediminicola flagellatus IMCC35005	WP_011188345.1	WP_136810554.1
OG0000716	Desulfosediminicola ganghwensis IMCC35004	WP_011188345.1	WP_136798103.1
OG0000717	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188355.1	WP_012536079.1
OG0000717	Shewanella oneidensis MR-1	WP_011188355.1	WP_011070606.1
OG0000717	Desulfovibrio vulgaris DP4	WP_011188355.1	WP_010940183.1
OG0000717	Desulfovibrio ferrophilus IS5	WP_011188355.1	WP_126376008.1
OG0000717	Geobacter sulfurreducens PCA	WP_011188355.1	WP_010943498.1
OG0000717	Desulfosediminicola ganghwensis IMCC35004	WP_011188355.1	WP_136798093.1
OG0000717	Desulfosediminicola flagellatus IMCC35005	WP_011188355.1	WP_136810563.1
OG0000717	Desulforhopalus vacuolatus DSM 9700	WP_011188355.1	WP_205217952.1
OG0000717	Desulfocapsa_06_corrosive	WP_011188355.1	Utg323448_50
OG0000717	Desulfocapsa_13_biocide	WP_011188355.1	Utg858494_142
OG0000717	Desulfocapsa sulfexigens DSM 10523	WP_011188355.1	WP_015404270.1
OG0000718	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188356.1	WP_012536080.1
OG0000718	Shewanella oneidensis MR-1	WP_011188356.1	WP_011070607.1
OG0000718	Desulfovibrio ferrophilus IS5	WP_011188356.1	WP_126376010.1
OG0000718	Desulfovibrio vulgaris DP4	WP_011188356.1	WP_010940184.1
OG0000718	Geobacter sulfurreducens PCA	WP_011188356.1	WP_010943497.1
OG0000718	Desulfocapsa_06_corrosive	WP_011188356.1	Utg323448_51
OG0000718	Desulfocapsa_13_biocide	WP_011188356.1	Utg858494_141
OG0000718	Desulfocapsa sulfexigens DSM 10523	WP_011188356.1	WP_015404271.1
OG0000718	Desulfosediminicola flagellatus IMCC35005	WP_011188356.1	WP_136810564.1
OG0000718	Desulfosediminicola ganghwensis IMCC35004	WP_011188356.1	WP_136798092.1
OG0000718	Desulforhopalus vacuolatus DSM 9700	WP_011188356.1	WP_205217951.1
OG0000719	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188357.1	WP_012536081.1
OG0000719	Shewanella oneidensis MR-1	WP_011188357.1	WP_011070608.1
OG0000719	Geobacter sulfurreducens PCA	WP_011188357.1	WP_010943496.1
OG0000719	Desulfovibrio ferrophilus IS5	WP_011188357.1	WP_126376013.1
OG0000719	Desulfovibrio vulgaris DP4	WP_011188357.1	WP_010940185.1
OG0000719	Desulforhopalus vacuolatus DSM 9700	WP_011188357.1	WP_205217950.1
OG0000719	Desulfocapsa sulfexigens DSM 10523	WP_011188357.1	WP_015404272.1
OG0000719	Desulfocapsa_06_corrosive	WP_011188357.1	Utg323448_52
OG0000719	Desulfocapsa_13_biocide	WP_011188357.1	Utg858494_140
OG0000719	Desulfosediminicola ganghwensis IMCC35004	WP_011188357.1	WP_136798091.1
OG0000719	Desulfosediminicola flagellatus IMCC35005	WP_011188357.1	WP_136810565.1
OG0000720	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188360.1	WP_012536082.1
OG0000720	Shewanella oneidensis MR-1	WP_011188360.1	WP_011070610.1
OG0000720	Geobacter sulfurreducens PCA	WP_011188360.1	WP_010943493.1
OG0000720	Desulfovibrio vulgaris DP4	WP_011188360.1	WP_011791613.1
OG0000720	Desulfovibrio ferrophilus IS5	WP_011188360.1	WP_126376019.1
OG0000720	Desulforhopalus vacuolatus DSM 9700	WP_011188360.1	WP_205217947.1
OG0000720	Desulfocapsa_06_corrosive	WP_011188360.1	Utg323448_55
OG0000720	Desulfocapsa_13_biocide	WP_011188360.1	Utg858494_137
OG0000720	Desulfocapsa sulfexigens DSM 10523	WP_011188360.1	WP_015404275.1
OG0000720	Desulfosediminicola ganghwensis IMCC35004	WP_011188360.1	WP_136798089.1
OG0000720	Desulfosediminicola flagellatus IMCC35005	WP_011188360.1	WP_136810568.1
OG0000721	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188363.1	WP_012536084.1
OG0000721	Shewanella oneidensis MR-1	WP_011188363.1	WP_011070613.1
OG0000721	Geobacter sulfurreducens PCA	WP_011188363.1	WP_010943490.1
OG0000721	Desulfovibrio ferrophilus IS5	WP_011188363.1	WP_126376035.1
OG0000721	Desulfovibrio vulgaris DP4	WP_011188363.1	WP_010938594.1
OG0000721	Desulfocapsa sulfexigens DSM 10523	WP_011188363.1	WP_015404278.1
OG0000721	Desulfocapsa_13_biocide	WP_011188363.1	Utg858494_134
OG0000721	Desulfocapsa_06_corrosive	WP_011188363.1	Utg323448_58
OG0000721	Desulfosediminicola ganghwensis IMCC35004	WP_011188363.1	WP_136798086.1
OG0000721	Desulfosediminicola flagellatus IMCC35005	WP_011188363.1	WP_136810571.1
OG0000721	Desulforhopalus vacuolatus DSM 9700	WP_011188363.1	WP_205217944.1
OG0000722	Acidithiobacillus ferrooxidans YNTRS-40	WP_173362840.1	WP_012536086.1
OG0000722	Shewanella oneidensis MR-1	WP_173362840.1	WP_011070616.1
OG0000722	Desulfovibrio ferrophilus IS5	WP_173362840.1	WP_126376039.1
OG0000722	Desulfovibrio vulgaris DP4	WP_173362840.1	WP_010938597.1
OG0000722	Geobacter sulfurreducens PCA	WP_173362840.1	WP_010943487.1
OG0000722	Desulfocapsa_06_corrosive	WP_173362840.1	Utg323448_61
OG0000722	Desulfocapsa_13_biocide	WP_173362840.1	Utg858494_130
OG0000722	Desulfocapsa sulfexigens DSM 10523	WP_173362840.1	WP_015404280.1
OG0000722	Desulfosediminicola ganghwensis IMCC35004	WP_173362840.1	WP_176360112.1
OG0000722	Desulfosediminicola flagellatus IMCC35005	WP_173362840.1	WP_176360112.1
OG0000722	Desulforhopalus vacuolatus DSM 9700	WP_173362840.1	WP_240191960.1
OG0000723	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188369.1	WP_012536087.1
OG0000723	Shewanella oneidensis MR-1	WP_011188369.1	WP_037421480.1
OG0000723	Geobacter sulfurreducens PCA	WP_011188369.1	WP_010943484.1
OG0000723	Desulfovibrio ferrophilus IS5	WP_011188369.1	WP_126376043.1
OG0000723	Desulfovibrio vulgaris DP4	WP_011188369.1	WP_011792455.1
OG0000723	Desulforhopalus vacuolatus DSM 9700	WP_011188369.1	WP_205217939.1
OG0000723	Desulfocapsa_06_corrosive	WP_011188369.1	Utg323448_64
OG0000723	Desulfocapsa_13_biocide	WP_011188369.1	Utg858494_128
OG0000723	Desulfocapsa sulfexigens DSM 10523	WP_011188369.1	WP_015404283.1
OG0000723	Desulfosediminicola flagellatus IMCC35005	WP_011188369.1	WP_136810576.1
OG0000723	Desulfosediminicola ganghwensis IMCC35004	WP_011188369.1	WP_136798081.1
OG0000724	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188374.1	WP_012536088.1
OG0000724	Shewanella oneidensis MR-1	WP_011188374.1	WP_006083593.1
OG0000724	Geobacter sulfurreducens PCA	WP_011188374.1	WP_010943479.1
OG0000724	Desulfovibrio vulgaris DP4	WP_011188374.1	WP_010938605.1
OG0000724	Desulfovibrio ferrophilus IS5	WP_011188374.1	WP_126376054.1
OG0000724	Desulfocapsa_06_corrosive	WP_011188374.1	Utg323448_69
OG0000724	Desulfocapsa_13_biocide	WP_011188374.1	Utg858494_123
OG0000724	Desulfocapsa sulfexigens DSM 10523	WP_011188374.1	WP_015404288.1
OG0000724	Desulfosediminicola flagellatus IMCC35005	WP_011188374.1	WP_136810612.1
OG0000724	Desulfosediminicola ganghwensis IMCC35004	WP_011188374.1	WP_136798143.1
OG0000724	Desulforhopalus vacuolatus DSM 9700	WP_011188374.1	WP_205217934.1
OG0000725	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188377.1	WP_012536089.1
OG0000725	Shewanella oneidensis MR-1	WP_011188377.1	WP_006083590.1
OG0000725	Desulfovibrio vulgaris DP4	WP_011188377.1	WP_010938608.1
OG0000725	Desulfovibrio ferrophilus IS5	WP_011188377.1	WP_126376059.1
OG0000725	Geobacter sulfurreducens PCA	WP_011188377.1	WP_010943476.1
OG0000725	Desulfosediminicola ganghwensis IMCC35004	WP_011188377.1	WP_136798074.1
OG0000725	Desulfosediminicola flagellatus IMCC35005	WP_011188377.1	WP_136810583.1
OG0000725	Desulfocapsa sulfexigens DSM 10523	WP_011188377.1	WP_015404291.1
OG0000725	Desulfocapsa_13_biocide	WP_011188377.1	Utg858494_120
OG0000725	Desulfocapsa_06_corrosive	WP_011188377.1	Utg323448_72
OG0000725	Desulforhopalus vacuolatus DSM 9700	WP_011188377.1	WP_205217931.1
OG0000726	Shewanella oneidensis MR-1	WP_011188379.1	WP_011070624.1
OG0000726	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188379.1	WP_012536090.1
OG0000726	Desulfovibrio ferrophilus IS5	WP_011188379.1	WP_126376062.1
OG0000726	Desulfovibrio vulgaris DP4	WP_011188379.1	WP_010938610.1
OG0000726	Geobacter sulfurreducens PCA	WP_011188379.1	WP_010943474.1
OG0000726	Desulforhopalus vacuolatus DSM 9700	WP_011188379.1	WP_205217929.1
OG0000726	Desulfosediminicola flagellatus IMCC35005	WP_011188379.1	WP_136810585.1
OG0000726	Desulfosediminicola ganghwensis IMCC35004	WP_011188379.1	WP_136798072.1
OG0000726	Desulfocapsa sulfexigens DSM 10523	WP_011188379.1	WP_015404293.1
OG0000726	Desulfocapsa_06_corrosive	WP_011188379.1	Utg323448_74
OG0000726	Desulfocapsa_13_biocide	WP_011188379.1	Utg858494_118
OG0000727	Shewanella oneidensis MR-1	WP_011188383.1	WP_007644438.1
OG0000727	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188383.1	WP_012536093.1
OG0000727	Geobacter sulfurreducens PCA	WP_011188383.1	WP_010943469.1
OG0000727	Desulfovibrio vulgaris DP4	WP_011188383.1	WP_010938615.1
OG0000727	Desulfovibrio ferrophilus IS5	WP_011188383.1	WP_126381242.1
OG0000727	Desulforhopalus vacuolatus DSM 9700	WP_011188383.1	WP_205218008.1
OG0000727	Desulfocapsa sulfexigens DSM 10523	WP_011188383.1	WP_015404297.1
OG0000727	Desulfocapsa_06_corrosive	WP_011188383.1	Utg323448_78
OG0000727	Desulfocapsa_13_biocide	WP_011188383.1	Utg858494_114
OG0000727	Desulfosediminicola flagellatus IMCC35005	WP_011188383.1	WP_136810590.1
OG0000727	Desulfosediminicola ganghwensis IMCC35004	WP_011188383.1	WP_136798067.1
OG0000728	Shewanella oneidensis MR-1	WP_011188384.1	WP_006083582.1
OG0000728	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188384.1	WP_012536094.1
OG0000728	Desulfovibrio ferrophilus IS5	WP_011188384.1	WP_126381245.1
OG0000728	Desulfovibrio vulgaris DP4	WP_011188384.1	WP_010938616.1
OG0000728	Geobacter sulfurreducens PCA	WP_011188384.1	WP_010943468.1
OG0000728	Desulfocapsa sulfexigens DSM 10523	WP_011188384.1	WP_015404298.1
OG0000728	Desulfosediminicola flagellatus IMCC35005	WP_011188384.1	WP_136810591.1
OG0000728	Desulfosediminicola ganghwensis IMCC35004	WP_011188384.1	WP_136798066.1
OG0000728	Desulforhopalus vacuolatus DSM 9700	WP_011188384.1	WP_205217924.1
OG0000728	Desulfocapsa_06_corrosive	WP_011188384.1	Utg323448_79
OG0000728	Desulfocapsa_13_biocide	WP_011188384.1	Utg858494_113
OG0000729	Acidithiobacillus ferrooxidans YNTRS-40	WP_041277681.1	WP_012536095.1
OG0000729	Shewanella oneidensis MR-1	WP_041277681.1	WP_011070628.1
OG0000729	Geobacter sulfurreducens PCA	WP_041277681.1	WP_010943467.1
OG0000729	Desulfovibrio vulgaris DP4	WP_041277681.1	WP_010938617.1
OG0000729	Desulfovibrio ferrophilus IS5	WP_041277681.1	WP_126376072.1
OG0000729	Desulfocapsa sulfexigens DSM 10523	WP_041277681.1	WP_015404299.1
OG0000729	Desulfocapsa_13_biocide	WP_041277681.1	Utg858494_112
OG0000729	Desulfocapsa_06_corrosive	WP_041277681.1	Utg323448_80
OG0000729	Desulforhopalus vacuolatus DSM 9700	WP_041277681.1	WP_240191959.1
OG0000729	Desulfosediminicola ganghwensis IMCC35004	WP_041277681.1	WP_136798142.1
OG0000729	Desulfosediminicola flagellatus IMCC35005	WP_041277681.1	WP_136810592.1
OG0000730	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188386.1	WP_012536096.1
OG0000730	Shewanella oneidensis MR-1	WP_011188386.1	WP_011070629.1
OG0000730	Desulfovibrio vulgaris DP4	WP_011188386.1	WP_010938618.1
OG0000730	Desulfovibrio ferrophilus IS5	WP_011188386.1	WP_126376074.1
OG0000730	Geobacter sulfurreducens PCA	WP_011188386.1	WP_010943466.1
OG0000730	Desulfocapsa_13_biocide	WP_011188386.1	Utg858494_111
OG0000730	Desulfocapsa_06_corrosive	WP_011188386.1	Utg323448_81
OG0000730	Desulfocapsa sulfexigens DSM 10523	WP_011188386.1	WP_015404300.1
OG0000730	Desulfosediminicola ganghwensis IMCC35004	WP_011188386.1	WP_136798065.1
OG0000730	Desulfosediminicola flagellatus IMCC35005	WP_011188386.1	WP_136810593.1
OG0000730	Desulforhopalus vacuolatus DSM 9700	WP_011188386.1	WP_205217923.1
OG0000731	Shewanella oneidensis MR-1	WP_011188392.1	WP_011070631.1
OG0000731	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188392.1	WP_012536098.1
OG0000731	Geobacter sulfurreducens PCA	WP_011188392.1	WP_010943460.1
OG0000731	Desulfovibrio vulgaris DP4	WP_011188392.1	WP_010938623.1
OG0000731	Desulfovibrio ferrophilus IS5	WP_011188392.1	WP_126376085.1
OG0000731	Desulfocapsa sulfexigens DSM 10523	WP_011188392.1	WP_015404306.1
OG0000731	Desulfocapsa_06_corrosive	WP_011188392.1	Utg323448_86
OG0000731	Desulfocapsa_13_biocide	WP_011188392.1	Utg858494_105
OG0000731	Desulforhopalus vacuolatus DSM 9700	WP_011188392.1	WP_205217918.1
OG0000731	Desulfosediminicola flagellatus IMCC35005	WP_011188392.1	WP_136810597.1
OG0000731	Desulfosediminicola ganghwensis IMCC35004	WP_011188392.1	WP_136798060.1
OG0000732	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188393.1	WP_012536099.1
OG0000732	Shewanella oneidensis MR-1	WP_011188393.1	WP_011070632.1
OG0000732	Desulfovibrio vulgaris DP4	WP_011188393.1	WP_010938624.1
OG0000732	Desulfovibrio ferrophilus IS5	WP_011188393.1	WP_126381247.1
OG0000732	Geobacter sulfurreducens PCA	WP_011188393.1	WP_010943459.1
OG0000732	Desulfosediminicola flagellatus IMCC35005	WP_011188393.1	WP_136810598.1
OG0000732	Desulfosediminicola ganghwensis IMCC35004	WP_011188393.1	WP_136798059.1
OG0000732	Desulforhopalus vacuolatus DSM 9700	WP_011188393.1	WP_205217917.1
OG0000732	Desulfocapsa_13_biocide	WP_011188393.1	Utg858494_104
OG0000732	Desulfocapsa_06_corrosive	WP_011188393.1	Utg323448_87
OG0000732	Desulfocapsa sulfexigens DSM 10523	WP_011188393.1	WP_015404307.1
OG0000733	Shewanella oneidensis MR-1	WP_011188394.1	WP_007644470.1
OG0000733	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188394.1	WP_012536100.1
OG0000733	Desulfovibrio vulgaris DP4	WP_011188394.1	WP_010938625.1
OG0000733	Desulfovibrio ferrophilus IS5	WP_011188394.1	WP_126376087.1
OG0000733	Geobacter sulfurreducens PCA	WP_011188394.1	WP_010943458.1
OG0000733	Desulfocapsa sulfexigens DSM 10523	WP_011188394.1	WP_015404308.1
OG0000733	Desulfocapsa_06_corrosive	WP_011188394.1	Utg323448_88
OG0000733	Desulfocapsa_13_biocide	WP_011188394.1	Utg858494_103
OG0000733	Desulforhopalus vacuolatus DSM 9700	WP_011188394.1	WP_205217916.1
OG0000733	Desulfosediminicola ganghwensis IMCC35004	WP_011188394.1	WP_136798058.1
OG0000733	Desulfosediminicola flagellatus IMCC35005	WP_011188394.1	WP_136810599.1
OG0000734	Shewanella oneidensis MR-1	WP_011189848.1	WP_011073925.1
OG0000734	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189848.1	WP_012536101.1
OG0000734	Desulfovibrio vulgaris DP4	WP_011189848.1	WP_011791926.1
OG0000734	Desulfovibrio ferrophilus IS5	WP_011189848.1	WP_232034918.1
OG0000734	Geobacter sulfurreducens PCA	WP_011189848.1	WP_010942240.1
OG0000734	Desulforhopalus vacuolatus DSM 9700	WP_011189848.1	WP_205219096.1
OG0000734	Desulfocapsa_06_corrosive	WP_011189848.1	Utg323180_700
OG0000734	Desulfocapsa_13_biocide	WP_011189848.1	Utg860814_296
OG0000734	Desulfocapsa sulfexigens DSM 10523	WP_011189848.1	WP_015402298.1
OG0000734	Desulfosediminicola ganghwensis IMCC35004	WP_011189848.1	WP_136797859.1
OG0000734	Desulfosediminicola flagellatus IMCC35005	WP_011189848.1	WP_136805528.1
OG0000735	Shewanella oneidensis MR-1	WP_011188914.1	WP_011073924.1
OG0000735	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188914.1	WP_012536102.1
OG0000735	Desulfovibrio vulgaris DP4	WP_011188914.1	WP_011791344.1
OG0000735	Desulfovibrio ferrophilus IS5	WP_011188914.1	WP_126380307.1
OG0000735	Geobacter sulfurreducens PCA	WP_011188914.1	WP_010941785.1
OG0000735	Desulforhopalus vacuolatus DSM 9700	WP_011188914.1	WP_205219189.1
OG0000735	Desulfocapsa sulfexigens DSM 10523	WP_011188914.1	WP_041916957.1
OG0000735	Desulfocapsa_06_corrosive	WP_011188914.1	Utg323074_151
OG0000735	Desulfocapsa_13_biocide	WP_011188914.1	Utg857994_165
OG0000735	Desulfosediminicola ganghwensis IMCC35004	WP_011188914.1	WP_136798298.1
OG0000735	Desulfosediminicola flagellatus IMCC35005	WP_011188914.1	WP_136808497.1
OG0000737	Shewanella oneidensis MR-1	WP_011189854.1	WP_011071434.1
OG0000737	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189854.1	WP_012536117.1
OG0000737	Geobacter sulfurreducens PCA	WP_011189854.1	WP_010942233.1
OG0000737	Desulfovibrio ferrophilus IS5	WP_011189854.1	WP_126377586.1
OG0000737	Desulfovibrio vulgaris DP4	WP_011189854.1	WP_011792849.1
OG0000737	Desulfocapsa sulfexigens DSM 10523	WP_011189854.1	WP_015402304.1
OG0000737	Desulfocapsa_13_biocide	WP_011189854.1	Utg860814_290
OG0000737	Desulfocapsa_06_corrosive	WP_011189854.1	Utg323180_694
OG0000737	Desulfosediminicola ganghwensis IMCC35004	WP_011189854.1	WP_136797865.1
OG0000737	Desulfosediminicola flagellatus IMCC35005	WP_011189854.1	WP_136805522.1
OG0000737	Desulforhopalus vacuolatus DSM 9700	WP_011189854.1	WP_205217796.1
OG0000738	Shewanella oneidensis MR-1	WP_011187673.1	WP_011073375.1
OG0000738	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187673.1	WP_012536126.1
OG0000738	Desulfovibrio ferrophilus IS5	WP_011187673.1	WP_126377160.1
OG0000738	Desulfovibrio vulgaris DP4	WP_011187673.1	WP_010938947.1
OG0000738	Geobacter sulfurreducens PCA	WP_011187673.1	WP_010943606.1
OG0000738	Desulfocapsa_06_corrosive	WP_011187673.1	Utg323140_176
OG0000738	Desulfocapsa_13_biocide	WP_011187673.1	Utg859432_37
OG0000738	Desulfocapsa sulfexigens DSM 10523	WP_011187673.1	WP_015402949.1
OG0000738	Desulfosediminicola flagellatus IMCC35005	WP_011187673.1	WP_136810647.1
OG0000738	Desulfosediminicola ganghwensis IMCC35004	WP_011187673.1	WP_136796043.1
OG0000738	Desulforhopalus vacuolatus DSM 9700	WP_011187673.1	WP_205219331.1
OG0000739	Shewanella oneidensis MR-1	WP_011189841.1	WP_011071405.1
OG0000739	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189841.1	WP_012536147.1
OG0000739	Desulfovibrio vulgaris DP4	WP_011189841.1	WP_011792507.1
OG0000739	Desulfovibrio ferrophilus IS5	WP_011189841.1	WP_126379518.1
OG0000739	Geobacter sulfurreducens PCA	WP_011189841.1	WP_010942849.1
OG0000739	Desulfocapsa_13_biocide	WP_011189841.1	Utg859098_184
OG0000739	Desulfocapsa_06_corrosive	WP_011189841.1	Utg323152_227
OG0000739	Desulfocapsa sulfexigens DSM 10523	WP_011189841.1	WP_015405016.1
OG0000739	Desulfosediminicola flagellatus IMCC35005	WP_011189841.1	WP_136806327.1
OG0000739	Desulfosediminicola ganghwensis IMCC35004	WP_011189841.1	WP_136795806.1
OG0000739	Desulforhopalus vacuolatus DSM 9700	WP_011189841.1	WP_205218143.1
OG0000740	Shewanella oneidensis MR-1	WP_011188173.1	WP_011074057.1
OG0000740	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188173.1	WP_012536153.1
OG0000740	Geobacter sulfurreducens PCA	WP_011188173.1	WP_010942479.1
OG0000740	Desulfovibrio ferrophilus IS5	WP_011188173.1	WP_126380527.1
OG0000740	Desulfovibrio vulgaris DP4	WP_011188173.1	WP_010940646.1
OG0000740	Desulfosediminicola ganghwensis IMCC35004	WP_011188173.1	WP_136795739.1
OG0000740	Desulfosediminicola flagellatus IMCC35005	WP_011188173.1	WP_136807932.1
OG0000740	Desulforhopalus vacuolatus DSM 9700	WP_011188173.1	WP_275888967.1
OG0000740	Desulfocapsa sulfexigens DSM 10523	WP_011188173.1	WP_015404023.1
OG0000740	Desulfocapsa_06_corrosive	WP_011188173.1	Utg323316_299
OG0000740	Desulfocapsa_13_biocide	WP_011188173.1	Utg857046_195
OG0000741	Shewanella oneidensis MR-1	WP_011188046.1	WP_011071209.1
OG0000741	Desulfovibrio ferrophilus IS5	WP_011188046.1	WP_126380649.1
OG0000741	Desulfovibrio vulgaris DP4	WP_011188046.1	WP_010939720.1
OG0000741	Geobacter sulfurreducens PCA	WP_011188046.1	WP_010942525.1
OG0000741	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188046.1	WP_012536187.1
OG0000741	Desulfocapsa sulfexigens DSM 10523	WP_011188046.1	WP_015403887.1
OG0000741	Desulfocapsa_13_biocide	WP_011188046.1	Utg857152_47
OG0000741	Desulfocapsa_06_corrosive	WP_011188046.1	Utg323300_319
OG0000741	Desulfosediminicola ganghwensis IMCC35004	WP_011188046.1	WP_136795188.1
OG0000741	Desulfosediminicola flagellatus IMCC35005	WP_011188046.1	WP_136808030.1
OG0000741	Desulforhopalus vacuolatus DSM 9700	WP_011188046.1	WP_205217496.1
OG0000742	Desulfovibrio ferrophilus IS5	WP_011189351.1	WP_126379625.1
OG0000742	Desulfocapsa_06_corrosive	WP_011189351.1	Utg323316_284
OG0000742	Desulfocapsa_13_biocide	WP_011189351.1	Utg857046_188
OG0000742	Desulfocapsa sulfexigens DSM 10523	WP_011189351.1	WP_015404033.1
OG0000742	Desulfovibrio vulgaris DP4	WP_011189351.1	WP_014524672.1
OG0000742	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189351.1	WP_012536192.1
OG0000742	Desulfosediminicola ganghwensis IMCC35004	WP_011189351.1	WP_228721329.1
OG0000742	Desulfosediminicola flagellatus IMCC35005	WP_011189351.1	WP_228723305.1
OG0000742	Desulforhopalus vacuolatus DSM 9700	WP_011189351.1	WP_205219631.1
OG0000743	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188337.1	WP_012536204.1
OG0000743	Shewanella oneidensis MR-1	WP_011188337.1	WP_011073366.1
OG0000743	Geobacter sulfurreducens PCA	WP_011188337.1	WP_010942133.1
OG0000743	Desulfovibrio ferrophilus IS5	WP_011188337.1	WP_126380537.1
OG0000743	Desulfovibrio vulgaris DP4	WP_011188337.1	WP_010937757.1
OG0000743	Desulforhopalus vacuolatus DSM 9700	WP_011188337.1	WP_205217968.1
OG0000743	Desulfocapsa_13_biocide	WP_011188337.1	Utg857490_15
OG0000743	Desulfocapsa_06_corrosive	WP_011188337.1	Utg323448_33
OG0000743	Desulfocapsa sulfexigens DSM 10523	WP_011188337.1	WP_015404254.1
OG0000743	Desulfosediminicola ganghwensis IMCC35004	WP_011188337.1	WP_136798110.1
OG0000743	Desulfosediminicola flagellatus IMCC35005	WP_011188337.1	WP_136810547.1
OG0000744	Acidithiobacillus ferrooxidans YNTRS-40	WP_041277765.1	WP_012536208.1
OG0000744	Shewanella oneidensis MR-1	WP_041277765.1	WP_007651394.1
OG0000744	Geobacter sulfurreducens PCA	WP_041277765.1	WP_010942877.1
OG0000744	Desulfovibrio ferrophilus IS5	WP_041277765.1	WP_126377678.1
OG0000744	Desulfovibrio vulgaris DP4	WP_041277765.1	WP_010940500.1
OG0000744	Desulfosediminicola ganghwensis IMCC35004	WP_041277765.1	WP_136796621.1
OG0000744	Desulfosediminicola flagellatus IMCC35005	WP_041277765.1	WP_136808394.1
OG0000744	Desulforhopalus vacuolatus DSM 9700	WP_041277765.1	WP_205218674.1
OG0000744	Desulfocapsa_06_corrosive	WP_041277765.1	Utg323990_150
OG0000744	Desulfocapsa_13_biocide	WP_041277765.1	Utg860006_53
OG0000744	Desulfocapsa sulfexigens DSM 10523	WP_041277765.1	WP_015404538.1
OG0000745	Shewanella oneidensis MR-1	WP_041278703.1	WP_011073823.1
OG0000745	Acidithiobacillus ferrooxidans YNTRS-40	WP_041278703.1	WP_012536222.1
OG0000745	Desulfovibrio vulgaris DP4	WP_041278703.1	WP_011792461.1
OG0000745	Desulfovibrio ferrophilus IS5	WP_041278703.1	WP_126375831.1
OG0000745	Geobacter sulfurreducens PCA	WP_041278703.1	WP_010940804.1
OG0000745	Desulforhopalus vacuolatus DSM 9700	WP_041278703.1	WP_205218152.1
OG0000745	Desulfocapsa_06_corrosive	WP_041278703.1	Utg323392_96
OG0000745	Desulfocapsa_13_biocide	WP_041278703.1	Utg859388_139
OG0000745	Desulfocapsa sulfexigens DSM 10523	WP_041278703.1	WP_015405381.1
OG0000745	Desulfosediminicola flagellatus IMCC35005	WP_041278703.1	WP_136806292.1
OG0000745	Desulfosediminicola ganghwensis IMCC35004	WP_041278703.1	WP_136795840.1
OG0000746	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189168.1	WP_012536225.1
OG0000746	Shewanella oneidensis MR-1	WP_011189168.1	WP_011071412.1
OG0000746	Geobacter sulfurreducens PCA	WP_011189168.1	WP_010942838.1
OG0000746	Desulfovibrio vulgaris DP4	WP_011189168.1	WP_043629470.1
OG0000746	Desulfovibrio ferrophilus IS5	WP_011189168.1	WP_126378358.1
OG0000746	Desulforhopalus vacuolatus DSM 9700	WP_011189168.1	WP_205218726.1
OG0000746	Desulfocapsa sulfexigens DSM 10523	WP_011189168.1	WP_015405095.1
OG0000746	Desulfocapsa_06_corrosive	WP_011189168.1	Utg323152_179
OG0000746	Desulfocapsa_13_biocide	WP_011189168.1	Utg859098_235
OG0000746	Desulfosediminicola ganghwensis IMCC35004	WP_011189168.1	WP_136796741.1
OG0000746	Desulfosediminicola flagellatus IMCC35005	WP_011189168.1	WP_267313739.1
